statement_id	register	record_unit_id	page	owner_zones	events	event_ids	common_action_atomic_reading_de	wet_context_expansion_de	revised_events	owner_class	owner_code	concrete_owner_de	dies_resolves_to_de	dort_quelle_resolves_to_de	stelle_resolves_to_de	owner_source	owner_expanded_reading_de
B1-S011	BIOLOGICAL	B1	f81v	B1_SHARED_POOL_WORKSTATION	2	E139|E140	durchführen; verwende dies.	Durch den Durchlass führen und dies verwenden.	0	B1_POOL	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren- und Beckenanlage	Arbeitsflüssigkeit oder Körperposten im gemeinsamen Becken	diese Station oder ihr laufender Bestand	gemeinsame zweireihige Figuren- und Beckenanlage	V74_SELECTED_LOCAL_STATION_OWNER	Beim Bildbesitzer gemeinsame zweireihige Figuren- und Beckenanlage: [DIES=Arbeitsflüssigkeit oder Körperposten im gemeinsamen Becken; DORT/QUELLE=diese Station oder ihr laufender Bestand; STELLE=gemeinsame zweireihige Figuren- und Beckenanlage] Durch den Durchlass führen und dies verwenden.
B1-S012	BIOLOGICAL	B1	f81v	B1_SHARED_POOL_WORKSTATION	3	E141|E142|E143	Waschgang; kurz ansetzen; Waschgang; Schluss.	Den Waschgang kurz ansetzen und schliessen.	0	B1_POOL	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren- und Beckenanlage	Arbeitsflüssigkeit oder Körperposten im gemeinsamen Becken	diese Station oder ihr laufender Bestand	gemeinsame zweireihige Figuren- und Beckenanlage	V74_SELECTED_LOCAL_STATION_OWNER	Beim Bildbesitzer gemeinsame zweireihige Figuren- und Beckenanlage: [DIES=Arbeitsflüssigkeit oder Körperposten im gemeinsamen Becken; DORT/QUELLE=diese Station oder ihr laufender Bestand; STELLE=gemeinsame zweireihige Figuren- und Beckenanlage] Den Waschgang kurz ansetzen und schliessen.
B1-S013	BIOLOGICAL	B1	f81v	B1_SHARED_POOL_WORKSTATION	1	E144	Waschgang; Schluss.	Den Waschgang schliessen.	0	B1_POOL	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren- und Beckenanlage	Arbeitsflüssigkeit oder Körperposten im gemeinsamen Becken	diese Station oder ihr laufender Bestand	gemeinsame zweireihige Figuren- und Beckenanlage	V74_SELECTED_LOCAL_STATION_OWNER	Beim Bildbesitzer gemeinsame zweireihige Figuren- und Beckenanlage: [DIES=Arbeitsflüssigkeit oder Körperposten im gemeinsamen Becken; DORT/QUELLE=diese Station oder ihr laufender Bestand; STELLE=gemeinsame zweireihige Figuren- und Beckenanlage] Den Waschgang schliessen.
B1-S014	BIOLOGICAL	B1	f81v	B1_SHARED_POOL_WORKSTATION	5	E145|E146|E147|E148|E149	dies umsetzen; dies auffangen; zum Auslass führen; fortsetzen; danach von dort.	Dies umsetzen, auffangen, zum Auslass fuehren, fortsetzen und danach von dort weitergehen.	0	B1_POOL	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren- und Beckenanlage	Arbeitsflüssigkeit oder Körperposten im gemeinsamen Becken	diese Station oder ihr laufender Bestand	gemeinsame zweireihige Figuren- und Beckenanlage	V74_SELECTED_LOCAL_STATION_OWNER	Beim Bildbesitzer gemeinsame zweireihige Figuren- und Beckenanlage: [DIES=Arbeitsflüssigkeit oder Körperposten im gemeinsamen Becken; DORT/QUELLE=diese Station oder ihr laufender Bestand; STELLE=gemeinsame zweireihige Figuren- und Beckenanlage] Dies umsetzen, auffangen, zum Auslass fuehren, fortsetzen und danach von dort weitergehen.
B1-S015	BIOLOGICAL	B1	f81v	B1_SHARED_POOL_WORKSTATION	2	E150|E151	dies kurz eintragen; Ansatz umsetzen; Schluss.	Dies kurz fuellen, den Ansatz umsetzen und schliessen.	0	B1_POOL	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren- und Beckenanlage	Arbeitsflüssigkeit oder Körperposten im gemeinsamen Becken	diese Station oder ihr laufender Bestand	gemeinsame zweireihige Figuren- und Beckenanlage	V74_SELECTED_LOCAL_STATION_OWNER	Beim Bildbesitzer gemeinsame zweireihige Figuren- und Beckenanlage: [DIES=Arbeitsflüssigkeit oder Körperposten im gemeinsamen Becken; DORT/QUELLE=diese Station oder ihr laufender Bestand; STELLE=gemeinsame zweireihige Figuren- und Beckenanlage] Dies kurz fuellen, den Ansatz umsetzen und schliessen.
B1-S016	BIOLOGICAL	B1	f81v	B1_SHARED_POOL_WORKSTATION	4	E152|E153|E154|E155	an die Stelle setzen; länger ansetzen; fortsetzen; absetzen; Schluss.	An die Stelle setzen, länger ansetzen, fortsetzen, absetzen und schließen.	0	B1_POOL	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren- und Beckenanlage	Arbeitsflüssigkeit oder Körperposten im gemeinsamen Becken	diese Station oder ihr laufender Bestand	gemeinsame zweireihige Figuren- und Beckenanlage	V74_SELECTED_LOCAL_STATION_OWNER	Beim Bildbesitzer gemeinsame zweireihige Figuren- und Beckenanlage: [DIES=Arbeitsflüssigkeit oder Körperposten im gemeinsamen Becken; DORT/QUELLE=diese Station oder ihr laufender Bestand; STELLE=gemeinsame zweireihige Figuren- und Beckenanlage] An die Stelle setzen, länger ansetzen, fortsetzen, absetzen und schließen.
B1-S017	BIOLOGICAL	B1	f81v	B1_SHARED_POOL_WORKSTATION	3	E156|E157|E158	Stelle; kurz fortsetzen; umsetzen; Schluss.	An der Stelle kurz fortsetzen, umsetzen und schliessen.	0	B1_POOL	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren- und Beckenanlage	Arbeitsflüssigkeit oder Körperposten im gemeinsamen Becken	diese Station oder ihr laufender Bestand	gemeinsame zweireihige Figuren- und Beckenanlage	V74_SELECTED_LOCAL_STATION_OWNER	Beim Bildbesitzer gemeinsame zweireihige Figuren- und Beckenanlage: [DIES=Arbeitsflüssigkeit oder Körperposten im gemeinsamen Becken; DORT/QUELLE=diese Station oder ihr laufender Bestand; STELLE=gemeinsame zweireihige Figuren- und Beckenanlage] An der Stelle kurz fortsetzen, umsetzen und schliessen.
B1-S018	BIOLOGICAL	B1	f81v	B1_SHARED_POOL_WORKSTATION	4	E159|E160|E161|E162	dies fuehren; kurz halten; Sollstand; länger auffangen; Schluss.	Dies fuehren, kurz halten, auf Sollstand bringen, laenger auffangen und schliessen.	0	B1_POOL	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren- und Beckenanlage	Arbeitsflüssigkeit oder Körperposten im gemeinsamen Becken	diese Station oder ihr laufender Bestand	gemeinsame zweireihige Figuren- und Beckenanlage	V74_SELECTED_LOCAL_STATION_OWNER	Beim Bildbesitzer gemeinsame zweireihige Figuren- und Beckenanlage: [DIES=Arbeitsflüssigkeit oder Körperposten im gemeinsamen Becken; DORT/QUELLE=diese Station oder ihr laufender Bestand; STELLE=gemeinsame zweireihige Figuren- und Beckenanlage] Dies fuehren, kurz halten, auf Sollstand bringen, laenger auffangen und schliessen.
B1-S019	BIOLOGICAL	B1	f81v	B1_SHARED_POOL_WORKSTATION	1	E163	absetzen; Schluss.	Absetzen und schließen.	0	B1_POOL	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren- und Beckenanlage	Arbeitsflüssigkeit oder Körperposten im gemeinsamen Becken	diese Station oder ihr laufender Bestand	gemeinsame zweireihige Figuren- und Beckenanlage	V74_SELECTED_LOCAL_STATION_OWNER	Beim Bildbesitzer gemeinsame zweireihige Figuren- und Beckenanlage: [DIES=Arbeitsflüssigkeit oder Körperposten im gemeinsamen Becken; DORT/QUELLE=diese Station oder ihr laufender Bestand; STELLE=gemeinsame zweireihige Figuren- und Beckenanlage] Absetzen und schließen.
B1-S020	BIOLOGICAL	B1	f81v	B1_SHARED_POOL_WORKSTATION	2	E164|E165	kurz wärmen; trennen; Schluss.	Kurz wärmen, seihen und schließen.	1	B1_POOL	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren- und Beckenanlage	Arbeitsflüssigkeit oder Körperposten im gemeinsamen Becken	diese Station oder ihr laufender Bestand	gemeinsame zweireihige Figuren- und Beckenanlage	V74_SELECTED_LOCAL_STATION_OWNER	Beim Bildbesitzer gemeinsame zweireihige Figuren- und Beckenanlage: [DIES=Arbeitsflüssigkeit oder Körperposten im gemeinsamen Becken; DORT/QUELLE=diese Station oder ihr laufender Bestand; STELLE=gemeinsame zweireihige Figuren- und Beckenanlage] Kurz wärmen, seihen und schließen.
B1-S021	BIOLOGICAL	B1	f81v	B1_SHARED_POOL_WORKSTATION	1	E166	Stelle.	An der bezeichneten Stelle fortsetzen.	0	B1_POOL	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren- und Beckenanlage	Arbeitsflüssigkeit oder Körperposten im gemeinsamen Becken	diese Station oder ihr laufender Bestand	gemeinsame zweireihige Figuren- und Beckenanlage	V74_SELECTED_LOCAL_STATION_OWNER	Beim Bildbesitzer gemeinsame zweireihige Figuren- und Beckenanlage: [DIES=Arbeitsflüssigkeit oder Körperposten im gemeinsamen Becken; DORT/QUELLE=diese Station oder ihr laufender Bestand; STELLE=gemeinsame zweireihige Figuren- und Beckenanlage] An der bezeichneten Stelle fortsetzen.
B2-S001	BIOLOGICAL	B2	f82r	B2_ZONE_A_UPPER_STATIONS	1	E167	umsetzen; Schluss.	Umsetzen und schliessen.	0	B2_UPPER	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere Doppelbecken mit Zylinderstation	Arbeitsflüssigkeit in den oberen Becken	diese Station oder ihr laufender Bestand	obere Doppelbecken mit Zylinderstation	V74_SELECTED_LOCAL_STATION_OWNER	Beim Bildbesitzer obere Doppelbecken mit Zylinderstation: [DIES=Arbeitsflüssigkeit in den oberen Becken; DORT/QUELLE=diese Station oder ihr laufender Bestand; STELLE=obere Doppelbecken mit Zylinderstation] Umsetzen und schliessen.
B2-S002	BIOLOGICAL	B2	f82r	B2_ZONE_A_UPPER_STATIONS	1	E168	weiterführen; Schluss.	Weiterführen und schließen.	0	B2_UPPER	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere Doppelbecken mit Zylinderstation	Arbeitsflüssigkeit in den oberen Becken	diese Station oder ihr laufender Bestand	obere Doppelbecken mit Zylinderstation	V74_SELECTED_LOCAL_STATION_OWNER	Beim Bildbesitzer obere Doppelbecken mit Zylinderstation: [DIES=Arbeitsflüssigkeit in den oberen Becken; DORT/QUELLE=diese Station oder ihr laufender Bestand; STELLE=obere Doppelbecken mit Zylinderstation] Weiterführen und schließen.
B2-S003	BIOLOGICAL	B2	f82r	B2_ZONE_A_UPPER_STATIONS	3	E169|E170|E171	eine Portion zugeben; dies; länger ansetzen; Schluss.	Eine Portion zugeben, dies nehmen, länger ansetzen und schließen.	0	B2_UPPER	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere Doppelbecken mit Zylinderstation	Arbeitsflüssigkeit in den oberen Becken	diese Station oder ihr laufender Bestand	obere Doppelbecken mit Zylinderstation	V74_SELECTED_LOCAL_STATION_OWNER	Beim Bildbesitzer obere Doppelbecken mit Zylinderstation: [DIES=Arbeitsflüssigkeit in den oberen Becken; DORT/QUELLE=diese Station oder ihr laufender Bestand; STELLE=obere Doppelbecken mit Zylinderstation] Eine Portion zugeben, dies nehmen, länger ansetzen und schließen.
B2-S004	BIOLOGICAL	B2	f82r	B2_ZONE_A_UPPER_STATIONS	5	E172|E173|E174|E175|E176	an die Stelle setzen; dies zum Durchgang führen; hinausführen; länger ansetzen; hinaus trennen; Schluss.	An die Stelle setzen, dies zum Durchlass führen, hinausführen, länger ansetzen, hinaus seihen und schließen.	2	B2_UPPER	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere Doppelbecken mit Zylinderstation	Arbeitsflüssigkeit in den oberen Becken	diese Station oder ihr laufender Bestand	obere Doppelbecken mit Zylinderstation	V74_SELECTED_LOCAL_STATION_OWNER	Beim Bildbesitzer obere Doppelbecken mit Zylinderstation: [DIES=Arbeitsflüssigkeit in den oberen Becken; DORT/QUELLE=diese Station oder ihr laufender Bestand; STELLE=obere Doppelbecken mit Zylinderstation] An die Stelle setzen, dies zum Durchlass führen, hinausführen, länger ansetzen, hinaus seihen und schließen.
B2-S005	BIOLOGICAL	B2	f82r	B2_ZONE_A_UPPER_STATIONS	8	E177|E178|E179|E180|E181|E182|E183|E184	dies an die Stelle setzen; Auffangmass; durchführen; bemessen; bemessen; kurz bereit fortsetzen; dies länger wärmen; abführen; Schluss.	Dies an die Stelle setzen, das Auffangmass einstellen, durchfuehren, zweimal bemessen, kurz bereit fortsetzen, dies laenger waermen, abfuehren und schliessen.	0	B2_UPPER	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere Doppelbecken mit Zylinderstation	Arbeitsflüssigkeit in den oberen Becken	diese Station oder ihr laufender Bestand	obere Doppelbecken mit Zylinderstation	V74_SELECTED_LOCAL_STATION_OWNER	Beim Bildbesitzer obere Doppelbecken mit Zylinderstation: [DIES=Arbeitsflüssigkeit in den oberen Becken; DORT/QUELLE=diese Station oder ihr laufender Bestand; STELLE=obere Doppelbecken mit Zylinderstation] Dies an die Stelle setzen, das Auffangmass einstellen, durchfuehren, zweimal bemessen, kurz bereit fortsetzen, dies laenger waermen, abfuehren und schliessen.
B2-S006	BIOLOGICAL	B2	f82r	B2_ZONE_A_UPPER_STATIONS	4	E185|E186|E187|E188	nächsten Posten länger halten; an die Stelle setzen; dies kurz im Durchgang halten; verwende dies.	Dies kurz im Durchlass halten.	1	B2_UPPER	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere Doppelbecken mit Zylinderstation	Arbeitsflüssigkeit in den oberen Becken	diese Station oder ihr laufender Bestand	obere Doppelbecken mit Zylinderstation	V74_SELECTED_LOCAL_STATION_OWNER	Beim Bildbesitzer obere Doppelbecken mit Zylinderstation: [DIES=Arbeitsflüssigkeit in den oberen Becken; DORT/QUELLE=diese Station oder ihr laufender Bestand; STELLE=obere Doppelbecken mit Zylinderstation] Dies kurz im Durchlass halten.
B2-S007	BIOLOGICAL	B2	f82r	B2_ZONE_B_SIDE_POOL	1	E189	kurz halten; Schluss.	Kurz halten und schliessen.	0	B2_MIDDLE_LEFT	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	mittlere linke Seitenstation mit Zwischenknoten	Arbeitsflüssigkeit am linken Zwischenknoten	diese Station oder ihr laufender Bestand	mittlere linke Seitenstation mit Zwischenknoten	V74_SELECTED_LOCAL_STATION_OWNER	Beim Bildbesitzer mittlere linke Seitenstation mit Zwischenknoten: [DIES=Arbeitsflüssigkeit am linken Zwischenknoten; DORT/QUELLE=diese Station oder ihr laufender Bestand; STELLE=mittlere linke Seitenstation mit Zwischenknoten] Kurz halten und schliessen.
B2-S008	BIOLOGICAL	B2	f82r	B2_ZONE_B_SIDE_POOL	3	E190|E191|E192	nächstes Maß; von dort einsetzen; absetzen; Schluss.	Das nächste Maß nehmen, von dort einsetzen, absetzen und schließen.	0	B2_MIDDLE_LEFT	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	mittlere linke Seitenstation mit Zwischenknoten	Arbeitsflüssigkeit am linken Zwischenknoten	diese Station oder ihr laufender Bestand	mittlere linke Seitenstation mit Zwischenknoten	V74_SELECTED_LOCAL_STATION_OWNER	Beim Bildbesitzer mittlere linke Seitenstation mit Zwischenknoten: [DIES=Arbeitsflüssigkeit am linken Zwischenknoten; DORT/QUELLE=diese Station oder ihr laufender Bestand; STELLE=mittlere linke Seitenstation mit Zwischenknoten] Das nächste Maß nehmen, von dort einsetzen, absetzen und schließen.
B2-S009	BIOLOGICAL	B2	f82r	B2_ZONE_B_SIDE_POOL	1	E193	mit dem Vorigen kurz absetzen; Schluss.	Mit dem Vorigen kurz absetzen und schließen.	0	B2_MIDDLE_LEFT	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	mittlere linke Seitenstation mit Zwischenknoten	Arbeitsflüssigkeit am linken Zwischenknoten	diese Station oder ihr laufender Bestand	mittlere linke Seitenstation mit Zwischenknoten	V74_SELECTED_LOCAL_STATION_OWNER	Beim Bildbesitzer mittlere linke Seitenstation mit Zwischenknoten: [DIES=Arbeitsflüssigkeit am linken Zwischenknoten; DORT/QUELLE=diese Station oder ihr laufender Bestand; STELLE=mittlere linke Seitenstation mit Zwischenknoten] Mit dem Vorigen kurz absetzen und schließen.
B2-S010	BIOLOGICAL	B2	f82r	B2_ZONE_B_SIDE_POOL	4	E194|E195|E196|E197	länger ansetzen; verwende dies; hinausfuehren; Ergebnis.	Laenger ansetzen, dies verwenden, abfuehren und den Klarauszug nehmen.	1	B2_MIDDLE_LEFT	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	mittlere linke Seitenstation mit Zwischenknoten	Arbeitsflüssigkeit am linken Zwischenknoten	diese Station oder ihr laufender Bestand	mittlere linke Seitenstation mit Zwischenknoten	V74_SELECTED_LOCAL_STATION_OWNER	Beim Bildbesitzer mittlere linke Seitenstation mit Zwischenknoten: [DIES=Arbeitsflüssigkeit am linken Zwischenknoten; DORT/QUELLE=diese Station oder ihr laufender Bestand; STELLE=mittlere linke Seitenstation mit Zwischenknoten] Laenger ansetzen, dies verwenden, abfuehren und den Klarauszug nehmen.
B2-S011	BIOLOGICAL	B2	f82r	B2_ZONE_C_CENTRAL_VESSEL	4	E198|E199|E200|E201	eine Portion zugeben; von dort; eine Portion zugeben; länger ansetzen; Schluss.	Eine Portion zugeben, von dort noch eine Portion zugeben, länger ansetzen und schließen.	0	B2_MIDDLE_RIGHT	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	mittlere rechte Einzelstation	Arbeitsposten an der rechten Einzelstation	diese Station oder ihr laufender Bestand	mittlere rechte Einzelstation	V74_SELECTED_LOCAL_STATION_OWNER	Beim Bildbesitzer mittlere rechte Einzelstation: [DIES=Arbeitsposten an der rechten Einzelstation; DORT/QUELLE=diese Station oder ihr laufender Bestand; STELLE=mittlere rechte Einzelstation] Eine Portion zugeben, von dort noch eine Portion zugeben, länger ansetzen und schließen.
B2-S012	BIOLOGICAL	B2	f82r	B2_ZONE_C_CENTRAL_VESSEL|B2_ZONE_D_LOWER_STATIONS	8	E202|E203|E204|E205|E206|E207|E208|E209	dies entnehmen; Ergebnis; dies kurz bereithalten; länger ansetzen; dies länger entnehmen; Mass; dies; vollständig ansetzen; Schluss.	Dies abziehen, den Klarauszug kurz bereithalten, länger ansetzen, dies länger abziehen, auf Maß bringen, dies vollständig ansetzen und schließen.	2	B2_MIDDLE_RIGHT+B2_LOWER_POOL	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION|B2_LOWER_GREEN_MULTI_FIGURE_POOL	sichtbarer Wechsel von mittlere rechte Einzelstation zu unteres grünes Mehrpersonenbecken	Arbeitsposten am Stationswechsel	diese Station oder ihr laufender Bestand	sichtbarer Wechsel von mittlere rechte Einzelstation zu unteres grünes Mehrpersonenbecken	V74_SELECTED_LOCAL_STATION_OWNER	Beim Bildbesitzer sichtbarer Wechsel von mittlere rechte Einzelstation zu unteres grünes Mehrpersonenbecken: [DIES=Arbeitsposten am Stationswechsel; DORT/QUELLE=diese Station oder ihr laufender Bestand; STELLE=sichtbarer Wechsel von mittlere rechte Einzelstation zu unteres grünes Mehrpersonenbecken] Dies abziehen, den Klarauszug kurz bereithalten, länger ansetzen, dies länger abziehen, auf Maß bringen, dies vollständig ansetzen und schließen.
B2-S013	BIOLOGICAL	B2	f82r	B2_ZONE_D_LOWER_STATIONS	1	E210	hinausführen; Schluss.	Hinausführen und schließen.	0	B2_LOWER_POOL	B2_LOWER_GREEN_MULTI_FIGURE_POOL	unteres grünes Mehrpersonenbecken	Arbeitsflüssigkeit oder Körperposten im unteren Becken	diese Station oder ihr laufender Bestand	unteres grünes Mehrpersonenbecken	V74_SELECTED_LOCAL_STATION_OWNER	Beim Bildbesitzer unteres grünes Mehrpersonenbecken: [DIES=Arbeitsflüssigkeit oder Körperposten im unteren Becken; DORT/QUELLE=diese Station oder ihr laufender Bestand; STELLE=unteres grünes Mehrpersonenbecken] Hinausführen und schließen.
B2-S014	BIOLOGICAL	B2	f82r	B2_ZONE_D_LOWER_STATIONS	1	E211	von dort abführen.	Von dort abführen.	0	B2_LOWER_POOL	B2_LOWER_GREEN_MULTI_FIGURE_POOL	unteres grünes Mehrpersonenbecken	Arbeitsflüssigkeit oder Körperposten im unteren Becken	diese Station oder ihr laufender Bestand	unteres grünes Mehrpersonenbecken	V74_SELECTED_LOCAL_STATION_OWNER	Beim Bildbesitzer unteres grünes Mehrpersonenbecken: [DIES=Arbeitsflüssigkeit oder Körperposten im unteren Becken; DORT/QUELLE=diese Station oder ihr laufender Bestand; STELLE=unteres grünes Mehrpersonenbecken] Von dort abführen.
B2-S015	BIOLOGICAL	B2	f82r	B2_ZONE_E_TERMINAL_CELL_ROW	2	E212|E213	dies kurz halten; länger ansetzen; Schluss.	Dies kurz halten, laenger ansetzen und schliessen.	0	B2_EDGE	B2_LOWER_POOL_EDGE_STATIONS	untere Beckenrand- und Endstationen	Arbeitsflüssigkeit am unteren Beckenrand	diese Station oder ihr laufender Bestand	untere Beckenrand- und Endstationen	V74_SELECTED_LOCAL_STATION_OWNER	Beim Bildbesitzer untere Beckenrand- und Endstationen: [DIES=Arbeitsflüssigkeit am unteren Beckenrand; DORT/QUELLE=diese Station oder ihr laufender Bestand; STELLE=untere Beckenrand- und Endstationen] Dies kurz halten, laenger ansetzen und schliessen.
B2-S016	BIOLOGICAL	B2	f82r	B2_ZONE_E_TERMINAL_CELL_ROW	8	E214|E215|E216|E217|E218|E219|E220|E221	Stelle; von dort hinausführen; teilen; Mass; nächsten Posten länger halten; bemessen; kurz ansetzen; hineinführen; Schluss.	Von der Stelle hinausfuehren, teilen, auf Mass bringen, den naechsten Posten laenger halten, bemessen, kurz ansetzen, hineinfuehren und schliessen.	0	B2_EDGE	B2_LOWER_POOL_EDGE_STATIONS	untere Beckenrand- und Endstationen	Arbeitsflüssigkeit am unteren Beckenrand	diese Station oder ihr laufender Bestand	untere Beckenrand- und Endstationen	V74_SELECTED_LOCAL_STATION_OWNER	Beim Bildbesitzer untere Beckenrand- und Endstationen: [DIES=Arbeitsflüssigkeit am unteren Beckenrand; DORT/QUELLE=diese Station oder ihr laufender Bestand; STELLE=untere Beckenrand- und Endstationen] Von der Stelle hinausfuehren, teilen, auf Mass bringen, den naechsten Posten laenger halten, bemessen, kurz ansetzen, hineinfuehren und schliessen.
B2-S017	BIOLOGICAL	B2	f82r	B2_ZONE_E_TERMINAL_CELL_ROW	2	E222|E223	an der Stelle kurz senken; an der Stelle schliessen.	An der Stelle kurz abkuehlen und dort schliessen.	1	B2_EDGE	B2_LOWER_POOL_EDGE_STATIONS	untere Beckenrand- und Endstationen	Arbeitsflüssigkeit am unteren Beckenrand	diese Station oder ihr laufender Bestand	untere Beckenrand- und Endstationen	V74_SELECTED_LOCAL_STATION_OWNER	Beim Bildbesitzer untere Beckenrand- und Endstationen: [DIES=Arbeitsflüssigkeit am unteren Beckenrand; DORT/QUELLE=diese Station oder ihr laufender Bestand; STELLE=untere Beckenrand- und Endstationen] An der Stelle kurz abkuehlen und dort schliessen.
B2-S018	BIOLOGICAL	B2	f82r	B2_ZONE_E_TERMINAL_CELL_ROW	1	E224	länger ansetzen; Schluss.	Länger ansetzen und schließen.	0	B2_EDGE	B2_LOWER_POOL_EDGE_STATIONS	untere Beckenrand- und Endstationen	Arbeitsflüssigkeit am unteren Beckenrand	diese Station oder ihr laufender Bestand	untere Beckenrand- und Endstationen	V74_SELECTED_LOCAL_STATION_OWNER	Beim Bildbesitzer untere Beckenrand- und Endstationen: [DIES=Arbeitsflüssigkeit am unteren Beckenrand; DORT/QUELLE=diese Station oder ihr laufender Bestand; STELLE=untere Beckenrand- und Endstationen] Länger ansetzen und schließen.
B2-S019	BIOLOGICAL	B2	f82r	B2_ZONE_E_TERMINAL_CELL_ROW	1	E225	senken und absetzen; Schluss.	Abkuehlen, absetzen und schliessen.	1	B2_EDGE	B2_LOWER_POOL_EDGE_STATIONS	untere Beckenrand- und Endstationen	Arbeitsflüssigkeit am unteren Beckenrand	diese Station oder ihr laufender Bestand	untere Beckenrand- und Endstationen	V74_SELECTED_LOCAL_STATION_OWNER	Beim Bildbesitzer untere Beckenrand- und Endstationen: [DIES=Arbeitsflüssigkeit am unteren Beckenrand; DORT/QUELLE=diese Station oder ihr laufender Bestand; STELLE=untere Beckenrand- und Endstationen] Abkuehlen, absetzen und schliessen.
B2-S020	BIOLOGICAL	B2	f82r	B2_ZONE_E_TERMINAL_CELL_ROW	1	E226	nächsten Schritt länger halten; Schluss.	Den nächsten Schritt länger halten und schließen.	0	B2_EDGE	B2_LOWER_POOL_EDGE_STATIONS	untere Beckenrand- und Endstationen	Arbeitsflüssigkeit am unteren Beckenrand	diese Station oder ihr laufender Bestand	untere Beckenrand- und Endstationen	V74_SELECTED_LOCAL_STATION_OWNER	Beim Bildbesitzer untere Beckenrand- und Endstationen: [DIES=Arbeitsflüssigkeit am unteren Beckenrand; DORT/QUELLE=diese Station oder ihr laufender Bestand; STELLE=untere Beckenrand- und Endstationen] Den nächsten Schritt länger halten und schließen.
B2-S021	BIOLOGICAL	B2	f82r	B2_ZONE_E_TERMINAL_CELL_ROW	1	E227	länger ansetzen; Schluss.	Länger ansetzen und schließen.	0	B2_EDGE	B2_LOWER_POOL_EDGE_STATIONS	untere Beckenrand- und Endstationen	Arbeitsflüssigkeit am unteren Beckenrand	diese Station oder ihr laufender Bestand	untere Beckenrand- und Endstationen	V74_SELECTED_LOCAL_STATION_OWNER	Beim Bildbesitzer untere Beckenrand- und Endstationen: [DIES=Arbeitsflüssigkeit am unteren Beckenrand; DORT/QUELLE=diese Station oder ihr laufender Bestand; STELLE=untere Beckenrand- und Endstationen] Länger ansetzen und schließen.
B2-S022	BIOLOGICAL	B2	f82r	B2_ZONE_E_TERMINAL_CELL_ROW	1	E228	weiter hinausfuehren; Schluss.	Weiter hinausfuehren und schliessen.	0	B2_EDGE	B2_LOWER_POOL_EDGE_STATIONS	untere Beckenrand- und Endstationen	Arbeitsflüssigkeit am unteren Beckenrand	diese Station oder ihr laufender Bestand	untere Beckenrand- und Endstationen	V74_SELECTED_LOCAL_STATION_OWNER	Beim Bildbesitzer untere Beckenrand- und Endstationen: [DIES=Arbeitsflüssigkeit am unteren Beckenrand; DORT/QUELLE=diese Station oder ihr laufender Bestand; STELLE=untere Beckenrand- und Endstationen] Weiter hinausfuehren und schliessen.
B3-S001	BIOLOGICAL	B3	f83r	B3_ZONE_A_UPPER_PAIRED_STATION	1	E229	länger auffangen; Schluss.	Länger auffangen und schließen.	0	B3_UPPER_FAN	B3_UPPER_MARGIN_OPEN_FAN_STATION	obere offene Fächerstation am Rand	Arbeitsgut an der oberen Fächerstation	diese Station oder ihr laufender Bestand	obere offene Fächerstation am Rand	V74_SELECTED_LOCAL_STATION_OWNER	Beim Bildbesitzer obere offene Fächerstation am Rand: [DIES=Arbeitsgut an der oberen Fächerstation; DORT/QUELLE=diese Station oder ihr laufender Bestand; STELLE=obere offene Fächerstation am Rand] Länger auffangen und schließen.
