physical_page	source_page	locus	register	usage_classes	visible_owner_de	events	surfaces	recipes	spoken_units	current_complete_reading_de
f75r	f75r	f75r.43	BIOLOGICAL	PROSE	mehrstufige Becken-, Figuren- und Laufseite	7	yshedy · chekar · oldy · qokain · chkar · otar · oldy	Y+SH+E+DY | CHK+AR | OL+DY | OK+AIN | CHK+AR | OT+AR | OL+DY	6	Aus diesem Teil den Ansatz und diesen Posten kurz halten; fertig. Von der Entnahmestelle behandeln. Weiter weiterarbeiten; fertig. Als eine Portion ansetzen. Von der Entnahmestelle behandeln. Danach weiter von der Entnahmestelle weiterarbeiten; fertig.
f75r	f75r	f75r.44	BIOLOGICAL	PROSE	mehrstufige Becken-, Figuren- und Laufseite	12	dchedy · sain · okedy · qokedy · otedy · okoldy · otar · otam · olaiin · ch · dar · dy	D_ADDR+CHD+Y | S+AIN | OK+E+DY | OK+E+DY | OT+E+DY | OK+OL+DY | OT+AR | OT+AM_ADDR | OL+AIIN | CH | D_ADDR+AR | Y	8	Aus diesem Teil diesen Posten umsetzen. Als eine Portion wählen. Kurz ansetzen; fertig. Kurz ansetzen; fertig. Danach kurz weiterarbeiten; fertig. Weiter ansetzen; fertig. Danach weiter von der Entnahmestelle nach Sollmaß entnehmen zur Innenstelle. Aus diesem Teil von der Entnahmestelle diesen Posten kurz wählen und halten; fertig.
f75r	f75r	f75r.45	BIOLOGICAL	PROSE	mehrstufige Becken-, Figuren- und Laufseite	10	sshedy · shckhy · qokey · okedy · sarol · oty · otedy · qotedy · otedy · okaiin	S+SH+E+DY | SH+CKH+Y | OK+E+Y | OK+E+DY | S+AR+OL | OT+Y | OT+E+DY | OT+E+DY | OT+E+DY | OK+AIIN	9	Aus diesem Teil von der Entnahmestelle diesen Posten kurz wählen und halten; fertig. Diesen Posten halten durch den Durchlass. Diesen Posten kurz ansetzen. Kurz ansetzen; fertig. Weiter von der Entnahmestelle wählen. Danach diesen Posten kurz weiterarbeiten; fertig. Danach kurz weiterarbeiten; fertig. Danach kurz weiterarbeiten; fertig. Nach Sollmaß ansetzen.
f75r	f75r	f75r.46	BIOLOGICAL	PROSE	mehrstufige Becken-, Figuren- und Laufseite	9	qokey · qokedy · sheol · qokedy · dain · shedy · otol · chedy · olor	OK+E+Y | OK+E+DY | SH+E+OL | OK+E+DY | AIN | SHED+DY | OT+OL | CHD+Y | OL+OR	7	Diesen Posten kurz ansetzen. Kurz ansetzen; fertig. Weiter kurz halten. Kurz ansetzen; fertig. Als eine Portion absetzen; fertig. Danach weiter diesen Posten umsetzen. Weiter den Ansatz weiterarbeiten.
f75r	f75r	f75r.47	BIOLOGICAL	LABEL	mehrstufige Becken-, Figuren- und Laufseite	2	sal · okeedy	S+AL | OK+EE+DY	2	mehrstufige Becken-, Figuren- und Laufseite: Klasse wählen, Zielplatz. mehrstufige Becken-, Figuren- und Laufseite: Platz aktivieren, zweiter Grad, Eintrag schließen.
f75r	f75r	f75r.48	BIOLOGICAL	LABEL	mehrstufige Becken-, Figuren- und Laufseite	2	daly · ychey	AL+Y | Y+Y	2	mehrstufige Becken-, Figuren- und Laufseite: Zielplatz, dieser Platz. mehrstufige Becken-, Figuren- und Laufseite: dieser Platz.
f75r	f75r	f75r.49	BIOLOGICAL	LABEL	mehrstufige Becken-, Figuren- und Laufseite	2	sols · dara	OL+S | D_ADDR+AR+A_ADDR	2	mehrstufige Becken-, Figuren- und Laufseite: gleiche Reihe weiter, Klasse wählen. mehrstufige Becken-, Figuren- und Laufseite: Unterplatz, Quell- oder Bezugsstelle, lokale Adresse.
f75r	f75r	f75r.50	BIOLOGICAL	LABEL	mehrstufige Becken-, Figuren- und Laufseite	1	ychty	Y+CH+T+Y	1	mehrstufige Becken-, Figuren- und Laufseite: dieser Platz, Klassenkennung, Platz einstellen, dieser Platz.
f75r	f75r	f75r.51	BIOLOGICAL	LABEL	mehrstufige Becken-, Figuren- und Laufseite	1	saino	S+AIN+O	1	mehrstufige Becken-, Figuren- und Laufseite: Klasse wählen, Einheit, Reihe aufrufen.
f75r	f75r	f75r.52	BIOLOGICAL	LABEL	mehrstufige Becken-, Figuren- und Laufseite	1	saldy	S+AL+DY	1	mehrstufige Becken-, Figuren- und Laufseite: Klasse wählen, Zielplatz, Eintrag schließen.
f75r	f75r	f75r.53	BIOLOGICAL	LABEL	mehrstufige Becken-, Figuren- und Laufseite	1	dainy	AIN+Y	1	mehrstufige Becken-, Figuren- und Laufseite: Einheit, dieser Platz.
f81v	f81v	f81v.1	BIOLOGICAL	PROSE	gemeinsames Bad- und Beckenfeld	11	par · shey · keedy · shekal · dal · dar · ol · pchedy · shek · dain · ofalsheky	P+AR | SH+E+Y | K+EE+DY | SH+E+K+AL | AL | D_ADDR+AR | OL | P+CHD+DY | SH+E+K | AIN | O+LOCAL_CHAR_F+A_ADDR+LSH+E+K+Y	7	Von der Entnahmestelle einsetzen. Diesen Posten kurz halten. Länger zugeben; fertig. Kurz halten und zugeben zur Ziel- oder Anschlussstelle. Weiter aus diesem Teil von der Entnahmestelle einsetzen und umsetzen zur Ziel- oder Anschlussstelle; fertig. Kurz halten und zugeben. Von der lokalen Stelle als eine Portion diesen Posten kurz ausführen, spülen und zugeben mit f-Zeichen.
f81v	f81v	f81v.2	BIOLOGICAL	PROSE	gemeinsames Bad- und Beckenfeld	12	qokedy · okaiin · kair · okal · sar · ol · kain · olkain · al · ol · rol · dl	OK+E+DY | OK+AIIN | K+AIR | OK+AL | S+AR | OL | K+AIN | OL+K+AIN | AL | OL | R+OL | L	9	Kurz ansetzen; fertig. Nach Sollmaß ansetzen. Zugeben entlang des Laufs. Ansetzen zur Ziel- oder Anschlussstelle. Von der Entnahmestelle wählen. Weiter als eine Portion zugeben. Weiter als eine Portion zugeben. Weiter kennzeichnen zur Ziel- oder Anschlussstelle. Nach Sollmaß wählen in den nächsten Lauf.
f81v	f81v	f81v.3	BIOLOGICAL	PROSE	gemeinsames Bad- und Beckenfeld	9	saiin · daiin · olkeedy · okedy · dykain · shek · chdy · dalal · oldy	S+AIIN | AIIN | SOLK+EE+DY | OK+E+DY | D_ADDR+Y+K+AIN | SH+E+K | CHD+Y | AL+AL | OL+DY	7	Nach Sollmaß wählen in den nächsten Lauf. Nach Sollmaß länger auffangen; fertig. Kurz ansetzen; fertig. Aus diesem Teil als eine Portion diesen Posten zugeben. Kurz halten und zugeben. Diesen Posten umsetzen. Weiter zur Ziel- oder Anschlussstelle weiterarbeiten; fertig.
f81v	f81v	f81v.4	BIOLOGICAL	PROSE	gemeinsames Bad- und Beckenfeld	10	qokaiin · okain · cheeky · dy · ol · kaiin · dain · dy · daiin · chcthy	OK+AIIN | OK+AIN | CHK+EE+Y | Y | OL | K+AIIN | AIN | Y | AIIN | CH+CTH+Y	5	Nach Sollmaß ansetzen. Als eine Portion ansetzen. Diesen Posten länger behandeln. Weiter nach Sollmaß diesen Posten zugeben. Als eine Portion nach Sollmaß diesen Posten entnehmen und bereitstellen.
f81v	f81v	f81v.5	BIOLOGICAL	PROSE	gemeinsames Bad- und Beckenfeld	9	okaiin · daiin · otain · chckhy · okeedy · qoky · kar · daiin · okar	OK+AIIN | AIIN | OT+AIN | CKH+Y | OK+EE+DY | OK+Y | K+AR | AIIN | OK+AR	5	Nach Sollmaß ansetzen. Danach nach Sollmaß als eine Portion diesen Posten länger ansetzen durch den Durchlass; fertig. Diesen Posten ansetzen. Von der Entnahmestelle zugeben. Von der Entnahmestelle nach Sollmaß ansetzen.
f81v	f81v	f81v.6	BIOLOGICAL	PROSE	gemeinsames Bad- und Beckenfeld	11	qokain · okaiin · ol · chedy · cheol · lky · l · s · aiin · okain · daldy	OK+AIN | OK+AIIN | OL | CHD+Y | CHEO+L | L+K+Y | L | S | AIIN | OK+AIN | AL+DY	7	Als eine Portion ansetzen. Nach Sollmaß ansetzen. Weiter diesen Posten umsetzen. Den Auszug und diesen Posten zugeben in den nächsten Lauf. Wählen in den nächsten Lauf. Nach Sollmaß als eine Portion ansetzen. Zur Ziel- oder Anschlussstelle weiterarbeiten; fertig.
f81v	f81v	f81v.7	BIOLOGICAL	PROSE	gemeinsames Bad- und Beckenfeld	9	olor · ol · sheckhal · daiin · qokeedal · daiin · chckhy · schedy · qol	OL+OR | OL | SH+E+CKH+AL | AIIN | OK+EE+AL | AIIN | CKH+Y | CHD+DY | OL	4	Weiter den Ansatz kurz halten durch den Durchlass zur Ziel- oder Anschlussstelle. Nach Sollmaß länger ansetzen zur Ziel- oder Anschlussstelle. Nach Sollmaß diesen Posten umsetzen durch den Durchlass; fertig. Weiter diesen Posten zugeben.
f81v	f81v	f81v.8	BIOLOGICAL	PROSE	gemeinsames Bad- und Beckenfeld	9	ykol · or · shedy · sheedy · qolkeedy · daiin · dkain · cphedy · oldy	Y+K+OL | OR | SHED+DY | SH+EE+DY | SOLK+EE+D_ADDR+Y | AIIN | D_ADDR+K+AIN | CPH+E+DY | OL+DY	7	Weiter diesen Posten zugeben. Den Ansatz absetzen; fertig. Länger halten; fertig. Aus diesem Teil diesen Posten länger auffangen. Aus diesem Teil nach Sollmaß als eine Portion zugeben. Kurz umleiten; fertig. Weiter weiterarbeiten; fertig.
f81v	f81v	f81v.9	BIOLOGICAL	PROSE	gemeinsames Bad- und Beckenfeld	8	yar · olchey · kaiin · okeey · daiin · olor · checkhy · daiidy	Y+AR | OL+Y | K+AIIN | OK+EE+Y | AIIN | OL+OR | CH+E+CKH+Y | DA+IIN+DY	4	Weiter von der Entnahmestelle nach Sollmaß diesen Posten zugeben. Diesen Posten länger ansetzen. Weiter nach Sollmaß den Ansatz und diesen Posten kurz entnehmen durch den Durchlass. Auf der zweiten Stufe auf der angegebenen Stufe weiterarbeiten; fertig.
f81v	f81v	f81v.10	BIOLOGICAL	PROSE	gemeinsames Bad- und Beckenfeld	8	polshy · ashyteed · qop · okeedy · otedy · okshedy · qoty · dairam	P+OL+SH+Y | A_ADDR+SH+Y+T+EE+D_ADDR | CARRIER_Q+O+P | OK+EE+DY | OT+E+DY | OK+SH+E+DY | OT+Y | D_ADDR+AIR+A_ADDR+AM_ADDR	7	Weiter diesen Posten einsetzen und halten. Von der lokalen Stelle aus diesem Teil diesen Posten länger halten und einstellen. Ausführen und einsetzen unter q-Träger. Länger ansetzen; fertig. Danach kurz weiterarbeiten; fertig. Kurz ansetzen und halten; fertig. Danach aus diesem Teil von der lokalen Stelle diesen Posten kurz halten entlang des Laufs zur Innenstelle.
f81v	f81v	f81v.11	BIOLOGICAL	PROSE	gemeinsames Bad- und Beckenfeld	11	yshey · qokeey · okeey · oky · ykeey · qoky · oky · lky · olchy · ky · dsholyd	Y+SH+E+Y | OK+EE+Y | OK+EE+Y | OK+Y | Y+K+EE+Y | OK+Y | OK+Y | L+K+Y | OL+CH+Y | K+Y | D_ADDR+SH+OL+Y+D_ADDR	11	Danach aus diesem Teil von der lokalen Stelle diesen Posten kurz halten entlang des Laufs zur Innenstelle. Diesen Posten länger ansetzen. Diesen Posten länger ansetzen. Diesen Posten ansetzen. Diesen Posten länger zugeben. Diesen Posten ansetzen. Diesen Posten ansetzen. Diesen Posten zugeben in den nächsten Lauf. Weiter diesen Posten entnehmen. Diesen Posten zugeben. Weiter aus diesem Teil diesen Posten halten.
f81v	f81v	f81v.12	BIOLOGICAL	PROSE	gemeinsames Bad- und Beckenfeld	9	qol · ol · chdy · shedy · qokedy · ytedy · chetedy · lkedey · ytedy	OL | OL | CHD+Y | SHED+DY | OK+E+DY | Y+T+E+DY | CH+E+T+E+D_ADDR+Y | L+K+E+D_ADDR+E+Y | Y+T+E+DY	7	Weiter diesen Posten umsetzen. Absetzen; fertig. Kurz ansetzen; fertig. Diesen Posten kurz einstellen; fertig. Aus diesem Teil diesen Posten kurz entnehmen und einstellen. Aus diesem Teil diesen Posten kurz zugeben in den nächsten Lauf. Diesen Posten kurz einstellen; fertig.
f81v	f81v	f81v.13	BIOLOGICAL	PROSE	gemeinsames Bad- und Beckenfeld	9	ykeshey · dchsed · ytedy · ytedy · dar · ykeday · qoty · ykedy · okal	Y+K+E+SH+E+Y | D_ADDR+CH+S+E+D_ADDR | Y+T+E+DY | Y+T+E+DY | D_ADDR+AR | Y+K+E+DA+Y | OT+Y | Y+K+E+DY | OK+AL	7	Diesen Posten kurz zugeben und halten. Aus diesem Teil kurz entnehmen und wählen. Diesen Posten kurz einstellen; fertig. Diesen Posten kurz einstellen; fertig. Aus diesem Teil von der Entnahmestelle auf der zweiten Stufe diesen Posten kurz zugeben. Danach diesen Posten kurz zugeben; fertig. Ansetzen zur Ziel- oder Anschlussstelle.
f81v	f81v	f81v.14	BIOLOGICAL	PROSE	gemeinsames Bad- und Beckenfeld	8	dshedy · ykeedy · sheeky · daiin · okedy · qokeed · qokedy · lchpchdy	SH+E+DY | Y+K+EE+D_ADDR+Y | SH+EE+K+Y | AIIN | OK+E+DY | OK+EE+D_ADDR | OK+E+DY | L+CH+P+CHD+Y	7	Kurz halten; fertig. Aus diesem Teil diesen Posten länger zugeben. Diesen Posten länger halten und zugeben. Nach Sollmaß kurz ansetzen; fertig. Aus diesem Teil länger ansetzen. Kurz ansetzen; fertig. Diesen Posten entnehmen, einsetzen und umsetzen in den nächsten Lauf.
f81v	f81v	f81v.15	BIOLOGICAL	PROSE	gemeinsames Bad- und Beckenfeld	9	qokal · chedy · ol · sheey · salshcthdy · qofchedy · r · chedy · ltary	OK+AL | CHD+Y | OL | SH+EE+Y | S+A_ADDR+LSH+CTH+D_ADDR+Y | CARRIER_Q+O+LOCAL_CHAR_F+CHD+Y | R | CHD+Y | L+T+AR+Y	8	Ansetzen zur Ziel- oder Anschlussstelle. Diesen Posten umsetzen. Weiter diesen Posten länger halten. Von der lokalen Stelle aus diesem Teil diesen Posten wählen, spülen und bereitstellen. Diesen Posten ausführen und umsetzen unter q-Träger mit f-Zeichen. Kennzeichnen. Diesen Posten umsetzen. Von der Entnahmestelle diesen Posten einstellen in den nächsten Lauf.
f81v	f81v	f81v.16	BIOLOGICAL	PROSE	gemeinsames Bad- und Beckenfeld	10	lor · shedy · qoeedy · ol · chy · rshdy · lshedy · dar · chdy · pchdy	L+OR | SHED+DY | CARRIER_Q+O+EE+D_ADDR+Y | OL | Y | R+SH+D_ADDR+Y | LSH+E+DY | D_ADDR+AR | CHD+Y | P+CHD+Y	6	Den Ansatz absetzen in den nächsten Lauf; fertig. Aus diesem Teil diesen Posten länger ausführen unter q-Träger. Weiter aus diesem Teil diesen Posten kennzeichnen und halten. Kurz spülen; fertig. Aus diesem Teil von der Entnahmestelle diesen Posten umsetzen. Diesen Posten einsetzen und umsetzen.
f81v	f81v	f81v.17	BIOLOGICAL	PROSE	gemeinsames Bad- und Beckenfeld	9	sshkchdy · chedy · ol · shedy · qolchedy · qokain · ckhy · dl · ral	SH+K+CHD+DY | CHD+Y | OL | SHED+DY | OL+CHD+DY | OK+AIN | CKH+Y | L | R+AL	6	Halten, zugeben und umsetzen; fertig. Diesen Posten umsetzen. Weiter absetzen; fertig. Weiter umsetzen; fertig. Als eine Portion ansetzen. Diesen Posten kennzeichnen durch den Durchlass in den nächsten Lauf zur Ziel- oder Anschlussstelle.
f81v	f81v	f81v.18	BIOLOGICAL	PROSE	gemeinsames Bad- und Beckenfeld	10	qokchdy · chey · ol · cheky · ol · shedy · qokedy · qokedy · chckhy · qoky	OK+CHD+DY | Y | OL | CHK+E+Y | OL | SHED+DY | OK+E+DY | OK+E+DY | CKH+Y | OK+Y	6	Ansetzen und umsetzen; fertig. Weiter diesen Posten kurz behandeln. Weiter absetzen; fertig. Kurz ansetzen; fertig. Kurz ansetzen; fertig. Diesen Posten ansetzen durch den Durchlass.
f81v	f81v	f81v.19	BIOLOGICAL	PROSE	gemeinsames Bad- und Beckenfeld	10	solkeey · ol · shedy · qokar · shckhy · dedy · qokar · qokal · dol · chy	SOLK+EE+Y | OL | SHED+DY | OK+AR | SH+CKH+Y | D_ADDR+E+DY | OK+AR | OK+AL | D_ADDR+OL | Y	8	Diesen Posten länger auffangen. Weiter absetzen; fertig. Von der Entnahmestelle ansetzen. Diesen Posten halten durch den Durchlass. Aus diesem Teil kurz weiterarbeiten; fertig. Von der Entnahmestelle ansetzen. Ansetzen zur Ziel- oder Anschlussstelle. Weiter aus diesem Teil diesen Posten kurz ausführen und bereitstellen unter q-Träger.
f81v	f81v	f81v.20	BIOLOGICAL	PROSE	gemeinsames Bad- und Beckenfeld	8	qocthey · chekal · chedy · qokedy · lshety · qoldy · ltedy · qotain	CARRIER_Q+O+CTH+E+Y | CHK+AL | CHD+Y | OK+E+DY | LSH+E+T+Y | OL+DY | L+T+E+DY | OT+AIN	8	Weiter aus diesem Teil diesen Posten kurz ausführen und bereitstellen unter q-Träger. Behandeln zur Ziel- oder Anschlussstelle. Diesen Posten umsetzen. Kurz ansetzen; fertig. Diesen Posten kurz spülen und einstellen. Weiter weiterarbeiten; fertig. Kurz einstellen in den nächsten Lauf; fertig. Danach als eine Portion spülen und ausführen.
f81v	f81v	f81v.21	BIOLOGICAL	PROSE	gemeinsames Bad- und Beckenfeld	9	lsho · qokey · lshedy · lshedy · chedy · qolky · lchedal · qol · otar	LSH+O | OK+E+Y | LSH+E+DY | LSH+E+DY | CHD+Y | SOLK+Y | L+CHD+AL | OL | OT+AR	8	Danach als eine Portion spülen und ausführen. Diesen Posten kurz ansetzen. Kurz spülen; fertig. Kurz spülen; fertig. Diesen Posten umsetzen. Diesen Posten auffangen. Umsetzen in den nächsten Lauf zur Ziel- oder Anschlussstelle. Weiter danach von der Entnahmestelle ansetzen zur Ziel- oder Anschlussstelle.
f81v	f81v	f81v.22	BIOLOGICAL	PROSE	gemeinsames Bad- und Beckenfeld	8	qokal · qol · oiin · cheey · dal · lchedy · chedy · salchtedytar	OK+AL | OL | O+IIN | SH+EE+Y | AL | L+CHD+DY | CHD+Y | S+AL+CH+T+E+D_ADDR+Y+T+AR	6	Weiter danach von der Entnahmestelle ansetzen zur Ziel- oder Anschlussstelle. Weiter auf der angegebenen Stufe ausführen. Diesen Posten länger halten. Umsetzen zur Ziel- oder Anschlussstelle in den nächsten Lauf; fertig. Diesen Posten umsetzen. Aus diesem Teil von der Entnahmestelle diesen Posten kurz wählen, entnehmen und einstellen zur Ziel- oder Anschlussstelle.
f81v	f81v	f81v.23	BIOLOGICAL	PROSE	gemeinsames Bad- und Beckenfeld	9	shol · qetchy · ykaiin · olkain · shedy · qoky · dchedy · rol · olcthdy	SH+OL | CARRIER_Q+E+T+CH+Y | Y+K+AIIN | OL+K+AIN | SHED+DY | OK+Y | D_ADDR+CHD+Y | R+OL | OL+CTH+D_ADDR+Y	9	Weiter halten. Diesen Posten kurz einstellen und entnehmen unter q-Träger. Nach Sollmaß diesen Posten zugeben. Weiter als eine Portion zugeben. Absetzen; fertig. Diesen Posten ansetzen. Aus diesem Teil diesen Posten umsetzen. Weiter kennzeichnen. Weiter aus diesem Teil diesen Posten bereitstellen.
f81v	f81v	f81v.24	BIOLOGICAL	PROSE	gemeinsames Bad- und Beckenfeld	10	ytey · okchedy · qokal · okeey · qol · cheedy · sal · teol · dchdy · ly	T+E+Y | OK+CHD+DY | OK+AL | OK+EE+Y | OL | CH+EE+D_ADDR+Y | S+AL | E+OL | CHD+DY | L+Y	8	Diesen Posten kurz einstellen. Ansetzen und umsetzen; fertig. Ansetzen zur Ziel- oder Anschlussstelle. Diesen Posten länger ansetzen. Weiter aus diesem Teil diesen Posten länger entnehmen. Wählen zur Ziel- oder Anschlussstelle. Weiter kurz umsetzen; fertig. Diesen Posten ausführen und absetzen in den nächsten Lauf.
f81v	f81v	f81v.25	BIOLOGICAL	PROSE	gemeinsames Bad- und Beckenfeld	12	oshedy · qotedy · shol · chedy · y · shchey · ol · chey · qol · chedy · tchd · oky	O+SHED+Y | OT+E+DY | SH+OL | CHD+Y | Y | SH+Y | OL | Y | OL | CHD+Y | T+CHD | OK+Y	8	Diesen Posten ausführen und absetzen in den nächsten Lauf. Danach kurz weiterarbeiten; fertig. Weiter halten. Diesen Posten umsetzen. Diesen Posten halten. Weiter diesen Posten umsetzen. Einstellen und umsetzen. Diesen Posten ansetzen.
f81v	f81v	f81v.26	BIOLOGICAL	PROSE	gemeinsames Bad- und Beckenfeld	9	ol · checholtar · oiin · okedy · dal · shey · olkeol · olkeedy · okeol	OL | CH+E+OL+T+AR | O+IIN | OK+E+DY | AL | SH+E+Y | OL+K+E+OL | SOLK+EE+DY | OK+E+OL	7	Weiter von der Entnahmestelle kurz entnehmen und einstellen. Auf der angegebenen Stufe ausführen. Kurz ansetzen; fertig. Diesen Posten kurz halten zur Ziel- oder Anschlussstelle. Weiter kurz zugeben. Länger auffangen; fertig. Weiter kurz ansetzen.
f81v	f81v	f81v.27	BIOLOGICAL	PROSE	gemeinsames Bad- und Beckenfeld	7	dsheol · oiiin · olkeedy · tedy · cheky · shckhedy · chal	SH+E+OL | O+IIN | SOLK+EE+DY | T+E+DY | CHK+E+Y | SH+CKH+E+DY | CH+AL	7	Weiter kurz halten. Auf der angegebenen Stufe ausführen. Länger auffangen; fertig. Kurz einstellen; fertig. Diesen Posten kurz behandeln. Kurz halten durch den Durchlass; fertig. Entnehmen zur Ziel- oder Anschlussstelle.
f81v	f81v	f81v.28	BIOLOGICAL	LABEL	gemeinsames Bad- und Beckenfeld	2	otain · olkal	OT+AIN | OL+K+AL	2	gemeinsames Bad- und Beckenfeld: nächster Platz, Einheit. gemeinsames Bad- und Beckenfeld: gleiche Reihe weiter, Wert zuordnen, Zielplatz.
f82r	f82r	f82r.1	BIOLOGICAL	PROSE	mehrere lokale Bad- und Leitungsstationen	8	qosheedy · qokeol · daiin · shckhy · okeeor · cheey · daiin · shey	CARRIER_Q+O+SH+EE+D_ADDR+Y | OK+E+OL | AIIN | SH+CKH+Y | OK+EE+OR | SH+EE+Y | AIIN | SH+E+Y	6	Aus diesem Teil diesen Posten länger ausführen und halten unter q-Träger. Weiter kurz ansetzen. Nach Sollmaß diesen Posten halten durch den Durchlass. Den Ansatz länger ansetzen. Diesen Posten länger halten. Nach Sollmaß diesen Posten kurz halten.
f82r	f82r	f82r.2	BIOLOGICAL	PROSE	mehrere lokale Bad- und Leitungsstationen	8	dchedy · qolchedy · qokain · dy · qokeedy · qokal · lcheckhy · lched	D_ADDR+CHD+Y | OL+CHD+DY | OK+AIN | Y | OK+EE+DY | OK+AL | L+CKH+Y | L+CHD	6	Aus diesem Teil diesen Posten umsetzen. Weiter umsetzen; fertig. Als eine Portion ansetzen. Diesen Posten länger ansetzen; fertig. Ansetzen zur Ziel- oder Anschlussstelle. Diesen Posten umsetzen in den nächsten Lauf durch den Durchlass.
f82r	f82r	f82r.3	BIOLOGICAL	PROSE	mehrere lokale Bad- und Leitungsstationen	6	qokeey · lcheckhedy · qokaly · solkaiin · chckhy · qokaiin	OK+EE+Y | L+CKH+E+DY | OK+AL+Y | SOLK+AIIN | CKH+Y | OK+AIIN	5	Diesen Posten länger ansetzen. Kurz in den nächsten Lauf durch den Durchlass weiterarbeiten; fertig. Diesen Posten ansetzen zur Ziel- oder Anschlussstelle. Nach Sollmaß auffangen. Nach Sollmaß diesen Posten ansetzen durch den Durchlass.
f82r	f82r	f82r.4	BIOLOGICAL	PROSE	mehrere lokale Bad- und Leitungsstationen	8	qokaiin · octheol · chkeey · ldy · oteey · qokal · sheckhy · qoky	OK+AIIN | O+CTH+E+OL | CHK+EE+Y | L+DY | OT+EE+Y | OK+AL | SH+E+CKH+Y | OK+Y	7	Nach Sollmaß ansetzen. Weiter kurz ausführen und bereitstellen. Diesen Posten länger behandeln. In den nächsten Lauf weiterarbeiten; fertig. Danach diesen Posten länger ansetzen zur Ziel- oder Anschlussstelle. Diesen Posten kurz halten durch den Durchlass. Diesen Posten ansetzen.
f82r	f82r	f82r.5	BIOLOGICAL	PROSE	mehrere lokale Bad- und Leitungsstationen	8	sol · lkchedy · qokeedy · qokal · cthol · chedy · qoteedy · qokal	OL | L+K+CHD+Y | OK+EE+DY | OK+AL | CTH+OL | CHD+Y | OT+EE+DY | OK+AL	7	Weiter diesen Posten zugeben und umsetzen in den nächsten Lauf. Länger ansetzen; fertig. Ansetzen zur Ziel- oder Anschlussstelle. Weiter bereitstellen. Diesen Posten umsetzen. Danach länger weiterarbeiten; fertig. Ansetzen zur Ziel- oder Anschlussstelle.
f82r	f82r	f82r.6	BIOLOGICAL	PROSE	mehrere lokale Bad- und Leitungsstationen	9	sar · shedy · qol · shedaiin · sheckhy · okal · sheky · qotaiin · chedol	S+AR | SHED+DY | OL | SHED+AIIN | SH+E+CKH+Y | OK+AL | SH+E+K+Y | OT+AIIN | CHD+OL	7	Von der Entnahmestelle wählen. Absetzen; fertig. Weiter nach Sollmaß absetzen. Diesen Posten kurz halten durch den Durchlass. Ansetzen zur Ziel- oder Anschlussstelle. Diesen Posten kurz halten und zugeben. Danach weiter nach Sollmaß umsetzen.
f82r	f82r	f82r.7	BIOLOGICAL	PROSE	mehrere lokale Bad- und Leitungsstationen	9	dshedy · sotaiin · qokar · shedy · solshedy · qokeey · qoky · ls · cheey	SH+E+DY | S+OT+AIIN | OK+AR | SHED+DY | OL+SH+E+DY | OK+EE+Y | OK+Y | OL | SH+EE+Y	8	Kurz halten; fertig. Danach nach Sollmaß wählen. Von der Entnahmestelle ansetzen. Absetzen; fertig. Weiter kurz halten; fertig. Diesen Posten länger ansetzen. Diesen Posten ansetzen. Weiter diesen Posten länger halten.
f82r	f82r	f82r.8	BIOLOGICAL	PROSE	mehrere lokale Bad- und Leitungsstationen	10	qekeey · sheedy · qokedy · lcho · r · cheey · qokey · qotal · chedy · qoteor	CARRIER_Q+E+K+EE+Y | SH+EE+DY | OK+E+DY | L+CH+O | R | SH+EE+Y | OK+E+Y | OT+AL | CHD+Y | OT+E+OR	9	Diesen Posten kurz länger zugeben unter q-Träger. Länger halten; fertig. Kurz ansetzen; fertig. Entnehmen und ausführen in den nächsten Lauf. Kennzeichnen. Diesen Posten länger halten. Diesen Posten kurz ansetzen. Danach diesen Posten umsetzen zur Ziel- oder Anschlussstelle. Danach den Ansatz und diesen Posten kurz wählen, halten, ausführen, spülen und bereitstellen.
f82r	f82r	f82r.9	BIOLOGICAL	PROSE	mehrere lokale Bad- und Leitungsstationen	6	ssholshecthy · qokaiin · chkedy · rchey · dairchey · qokaiin	S+SH+O+LSH+E+CTH+Y | OK+AIIN | CHK+E+D_ADDR+Y | R+CH+E+Y | D_ADDR+AIR+CH+E+Y | OK+AIIN	6	Danach den Ansatz und diesen Posten kurz wählen, halten, ausführen, spülen und bereitstellen. Nach Sollmaß ansetzen. Aus diesem Teil diesen Posten kurz behandeln. Diesen Posten kurz kennzeichnen und entnehmen. Aus diesem Teil diesen Posten kurz entnehmen entlang des Laufs. Nach Sollmaß ansetzen.
f82r	f82r	f82r.10	BIOLOGICAL	LABEL	mehrere lokale Bad- und Leitungsstationen	1	oroldair	OR+OL+D_ADDR+AIR	1	mehrere lokale Bad- und Leitungsstationen: Eintragsklasse, gleiche Reihe weiter, Unterplatz, Ringlauf.
f82r	f82r	f82r.11	BIOLOGICAL	PROSE	mehrere lokale Bad- und Leitungsstationen	8	kolchdy · qokedy · qopol · qotedor · chopchedy · qotal · chedy · kam	K+OL+CHD+Y | OK+E+DY | CARRIER_Q+O+P+OL | OT+E+D_ADDR+OR | CH+O+P+CHD+Y | OT+AL | CHD+Y | K+AM_ADDR	6	Weiter diesen Posten zugeben und umsetzen. Kurz ansetzen; fertig. Weiter ausführen und einsetzen unter q-Träger. Danach aus diesem Teil den Ansatz und diesen Posten kurz entnehmen, ausführen, einsetzen und umsetzen. Danach diesen Posten umsetzen zur Ziel- oder Anschlussstelle. Zugeben zur Innenstelle.
