dictionary_entry_id	surfaces	component_recipe	short_component_reading_de	events	physical_pages	registers	channels	default_rule
P912-D1226	sshey	S+SH+E+Y	WAEHLEN + HALTEN + KURZ + DIESER POSTEN	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0111	chedyqokam	CHD+Y+OK+AM_ADDR	UMSETZEN + DIESER POSTEN + ANSETZEN + INNENSTELLE	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0700	olkeey	SOLK+EE+Y	AUFFANGEN + LAENGER + DIESER POSTEN	2	f75r,f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0989	qolkary	SOLK+AR+Y	AUFFANGEN + ENTNAHMESTELLE + DIESER POSTEN	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0098	checthy	CTH+Y	BEREITSTELLEN + DIESER POSTEN	3	f75r,f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1115	shckhy	SH+CKH+Y	HALTEN + DURCHLASS + DIESER POSTEN	4	f75r,f81v,f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1043	ram	R+AM_ADDR	KENNZEICHNEN + INNENSTELLE	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1154	sheol	SH+E+OL	HALTEN + KURZ + FORTSETZEN	4	f75r,f82r,f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0993	qoly	OL+Y	FORTSETZEN + DIESER POSTEN	2	f75r,f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0015	ajy	A_ADDR+Y	LOKALE ADRESSE + DIESER POSTEN	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0891	pdalshor	P+D_ADDR+AL+SH+OR	EINSETZEN + TEILSTELLE + ZIELSTELLE + HALTEN + ANSATZ	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1185	shtol	SH+T+OL	HALTEN + EINSTELLEN + FORTSETZEN	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1027	qoty	OT+Y	DANACH/NAECHSTER + DIESER POSTEN	7	f75r,f81v,f82r,f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0897	pshar	P+SH+AR	EINSETZEN + HALTEN + ENTNAHMESTELLE	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0584	okaldy	OK+AL+DY	ANSETZEN + ZIELSTELLE + SCHLUSS	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0843	otody	OT+O+DY	DANACH/NAECHSTER + AUSFUEHREN + SCHLUSS	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1049	rol	R+OL	KENNZEICHNEN + FORTSETZEN	3	f75r,f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1243	tchedy	T+CHD+Y	EINSTELLEN + UMSETZEN + DIESER POSTEN	4	f75r,f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0687	oldair	OL+D_ADDR+AIR	FORTSETZEN + TEILSTELLE + LAUF	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1128	shecthy	SH+E+CTH+Y	HALTEN + KURZ + BEREITSTELLEN + DIESER POSTEN	3	f75r,f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0452	l	L	LEITEN	6	f75r,f81v,f82r,f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0488	lolchedy	L+OL+CHD+DY	LEITEN + FORTSETZEN + UMSETZEN + SCHLUSS	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0172	chkal	CHK+AL	BEHANDELN + ZIELSTELLE	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0475	lkaiin	L+K+AIIN	LEITEN + ZUGEBEN + SOLLMASS	2	f75r,f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0615	okeedyqol	OK+EE+DY+OL	ANSETZEN + LAENGER + SCHLUSS + FORTSETZEN	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0683	olchey	OL+Y	FORTSETZEN + DIESER POSTEN	2	f75r,f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1010	qotan	OT+AN	DANACH/NAECHSTER + ZUSATZ	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0911	qo	O	AUSFUEHREN	2	f75r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0118	cheeky	CHK+EE+Y	BEHANDELN + LAENGER + DIESER POSTEN	3	f75r,f81v,f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0971	qokey	OK+E+Y	ANSETZEN + KURZ + DIESER POSTEN	9	f75r,f81v,f82r,f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0135	cheky	CHK+E+Y	BEHANDELN + KURZ + DIESER POSTEN	4	f75r,f81v,f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0506	o	O	AUSFUEHREN	2	f75r,f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0415	kalol	K+AL+OL	ZUGEBEN + ZIELSTELLE + FORTSETZEN	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0706	olom	OL+O+AM_ADDR	FORTSETZEN + AUSFUEHREN + INNENSTELLE	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0950	qoked	OK+E+D_ADDR	ANSETZEN + KURZ + TEILSTELLE	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0316	daldy	AL+DY	ZIELSTELLE + SCHLUSS	3	f75r,f81v,f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0895	polshy	P+OL+SH+Y	EINSETZEN + FORTSETZEN + HALTEN + DIESER POSTEN	2	f75r,f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0241	chsdy	CH+S+DY	ENTNEHMEN + WAEHLEN + SCHLUSS	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0474	ldy	L+DY	LEITEN + SCHLUSS	5	f75r,f82r,f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0078	chcthedy	CH+CTH+E+DY	ENTNEHMEN + BEREITSTELLEN + KURZ + SCHLUSS	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0503	ltedy	L+T+E+DY	LEITEN + EINSTELLEN + KURZ + SCHLUSS	2	f75r,f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0332	darom	D_ADDR+AR+O+AM_ADDR	TEILSTELLE + ENTNAHMESTELLE + AUSFUEHREN + INNENSTELLE	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1058	s	S	WAEHLEN	8	f75r,f81v,f82r,f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0697	olkedy	SOLK+E+DY	AUFFANGEN + KURZ + SCHLUSS	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0577	okal	OK+AL	ANSETZEN + ZIELSTELLE	5	f75r,f81v,f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0867	oty	OT+Y	DANACH/NAECHSTER + DIESER POSTEN	2	f75r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0718	oltedy	OL+T+E+DY	FORTSETZEN + EINSTELLEN + KURZ + SCHLUSS	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1141	sheety	SH+EE+T+Y	HALTEN + LAENGER + EINSTELLEN + DIESER POSTEN	2	f75r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0690	oldy	OL+DY	FORTSETZEN + SCHLUSS	7	f75r,f81v,f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0329	dardardy	D_ADDR+AR+D_ADDR+AR+DY	TEILSTELLE + ENTNAHMESTELLE + TEILSTELLE + ENTNAHMESTELLE + SCHLUSS	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0949	qokechdy	OK+E+CHD+DY	ANSETZEN + KURZ + UMSETZEN + SCHLUSS	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1350	yshedy	Y+SH+E+DY	DIESER POSTEN + HALTEN + KURZ + SCHLUSS	2	f75r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0699	olkeedy	SOLK+EE+DY	AUFFANGEN + LAENGER + SCHLUSS	5	f75r,f81v,f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0445	koldy	K+OL+DY	ZUGEBEN + FORTSETZEN + SCHLUSS	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1054	rshedy	R+SHED+DY	KENNZEICHNEN + ABSETZEN + SCHLUSS	2	f75r,f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1198	sokeedy	S+OK+EE+DY	WAEHLEN + ANSETZEN + LAENGER + SCHLUSS	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0811	oteedy	OT+EE+DY	DANACH/NAECHSTER + LAENGER + SCHLUSS	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1230	sy	Y	DIESER POSTEN	3	f75r,f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1022	qoteey	OT+EE+Y	DANACH/NAECHSTER + LAENGER + DIESER POSTEN	4	f75r,f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1020	qoteedy	OT+EE+DY	DANACH/NAECHSTER + LAENGER + SCHLUSS	8	f75r,f82r,f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0130	chekar	CHK+AR	BEHANDELN + ENTNAHMESTELLE	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0173	chkar	CHK+AR	BEHANDELN + ENTNAHMESTELLE	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0339	dchedy	D_ADDR+CHD+Y	TEILSTELLE + UMSETZEN + DIESER POSTEN	3	f75r,f81v,f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0609	okedy	OK+E+DY	ANSETZEN + KURZ + SCHLUSS	6	f75r,f81v,f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0807	otedy	OT+E+DY	DANACH/NAECHSTER + KURZ + SCHLUSS	8	f75r,f81v,f82r,f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0658	okoldy	OK+OL+DY	ANSETZEN + FORTSETZEN + SCHLUSS	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0781	otam	OT+AM_ADDR	DANACH/NAECHSTER + INNENSTELLE	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0678	olaiin	OL+AIIN	FORTSETZEN + SOLLMASS	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0058	ch	CH	ENTNEHMEN	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1224	sshedy	S+SH+E+DY	WAEHLEN + HALTEN + KURZ + SCHLUSS	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1098	sarol	S+AR+OL	WAEHLEN + ENTNAHMESTELLE + FORTSETZEN	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1018	qotedy	OT+E+DY	DANACH/NAECHSTER + KURZ + SCHLUSS	5	f75r,f81v,f82r,f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0569	okaiin	OK+AIIN	ANSETZEN + SOLLMASS	4	f75r,f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0848	otol	OT+OL	DANACH/NAECHSTER + FORTSETZEN	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0707	olor	OL+OR	FORTSETZEN + ANSATZ	3	f75r,f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1074	sal	S+AL	WAEHLEN + ZIELSTELLE	1	f75r	BIOLOGICAL	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0612	okeedy	OK+EE+DY	ANSETZEN + LAENGER + SCHLUSS	1	f75r	BIOLOGICAL	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0318	daly	AL+Y	ZIELSTELLE + DIESER POSTEN	1	f75r	BIOLOGICAL	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1279	ychey	Y+Y	DIESER POSTEN + DIESER POSTEN	1	f75r	BIOLOGICAL	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1209	sols	OL+S	FORTSETZEN + WAEHLEN	1	f75r	BIOLOGICAL	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0326	dara	D_ADDR+AR+A_ADDR	TEILSTELLE + ENTNAHMESTELLE + LOKALE ADRESSE	1	f75r	BIOLOGICAL	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1283	ychty	Y+CH+T+Y	DIESER POSTEN + ENTNEHMEN + EINSTELLEN + DIESER POSTEN	1	f75r	BIOLOGICAL	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1072	saino	S+AIN+O	WAEHLEN + PORTION + AUSFUEHREN	1	f75r	BIOLOGICAL	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1083	saldy	S+AL+DY	WAEHLEN + ZIELSTELLE + SCHLUSS	1	f75r	BIOLOGICAL	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0300	dainy	AIN+Y	PORTION + DIESER POSTEN	1	f75r	BIOLOGICAL	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0878	par	P+AR	EINSETZEN + ENTNAHMESTELLE	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1145	shekal	SH+E+K+AL	HALTEN + KURZ + ZUGEBEN + ZIELSTELLE	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1144	shek	SH+E+K	HALTEN + KURZ + ZUGEBEN	2	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0555	ofalsheky	O+LOCAL_CHAR_F+A_ADDR+LSH+E+K+Y	AUSFUEHREN + F-ZEICHEN + LOKALE ADRESSE + SPUELEN + KURZ + ZUGEBEN + DIESER POSTEN	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0412	kair	K+AIR	ZUGEBEN + LAUF	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0694	olkain	OL+K+AIN	FORTSETZEN + ZUGEBEN + PORTION	2	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0357	dl	L	LEITEN	2	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0288	daiin	AIIN	SOLLMASS	19	f81v,f82r,f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0395	dykain	D_ADDR+Y+K+AIN	TEILSTELLE + DIESER POSTEN + ZUGEBEN + PORTION	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0312	dalal	AL+AL	ZIELSTELLE + ZIELSTELLE	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0931	qokaiin	OK+AIIN	ANSETZEN + SOLLMASS	16	f81v,f82r,f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0572	okain	OK+AIN	ANSETZEN + PORTION	5	f81v,f82r,f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0410	kaiin	K+AIIN	ZUGEBEN + SOLLMASS	2	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0147	cheol	CHEO+L	AUSZUG/EINTRAG + LEITEN	7	f81v,f82r,f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0484	lky	L+K+Y	LEITEN + ZUGEBEN + DIESER POSTEN	2	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0002	aiin	AIIN	SOLLMASS	8	f81v,f82r,f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1122	sheckhal	SH+E+CKH+AL	HALTEN + KURZ + DURCHLASS + ZIELSTELLE	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0954	qokeedal	OK+EE+AL	ANSETZEN + LAENGER + ZIELSTELLE	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1102	schedy	CHD+DY	UMSETZEN + SCHLUSS	2	f81v,f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1338	ykol	Y+K+OL	DIESER POSTEN + ZUGEBEN + FORTSETZEN	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0990	qolkeedy	SOLK+EE+D_ADDR+Y	AUFFANGEN + LAENGER + TEILSTELLE + DIESER POSTEN	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0355	dkain	D_ADDR+K+AIN	TEILSTELLE + ZUGEBEN + PORTION	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0260	cphedy	CPH+E+DY	UMLEITEN + KURZ + SCHLUSS	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1276	yar	Y+AR	DIESER POSTEN + ENTNAHMESTELLE	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0286	daiidy	DA+IIN+DY	ZWEITE STUFE + STUFE + SCHLUSS	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0053	ashyteed	A_ADDR+SH+Y+T+EE+D_ADDR	LOKALE ADRESSE + HALTEN + DIESER POSTEN + EINSTELLEN + LAENGER + TEILSTELLE	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0996	qop	CARRIER_Q+O+P	Q-EINTRITTSTRAEGER + AUSFUEHREN + EINSETZEN	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0303	dairam	D_ADDR+AIR+A_ADDR+AM_ADDR	TEILSTELLE + LAUF + LOKALE ADRESSE + INNENSTELLE	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1352	yshey	Y+SH+E+Y	DIESER POSTEN + HALTEN + KURZ + DIESER POSTEN	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0667	oky	OK+Y	ANSETZEN + DIESER POSTEN	4	f81v,f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
