page	quire	general_description	illustrations	text_description	tentative_identifications	other_information	source_tags	source_url	tentative_identifications_are_role_evidence
f27v	q04	This is a herbal page. For general information about herbal pages see here .	The root of the plant has nails or teeth. The leaves are small and oblong and there are five white flowers with a red heart. || Herbal drawing characterisation (Gheuens/Rapaport): α: two distinct leaf shapes α: flat-topped root	This page has 8 text items (loci), as follows: 8 lines of standard text in paragraphs. || The text is in a single paragraph at the top of the page, avoiding the flowers. || Currier language: A RZ language: C- (page) / A- (folio) / A (bifolio) LFD hand: 1 || Browse interlinear transliteration of f27v		>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q04/index.html#f27v	0
f28r	q04	This is a herbal page. For general information about herbal pages see here . There are three holes in this page. The largest one has partly been stitched. It has the folio nr (28) in the upper right corner.	Simple root, a crown of green leaves and a long stem with structure rising from it (like a periscope). || Herbal drawing characterisation (Gheuens/Rapaport): α: stem-root line α: pinwheel α: all leaves connect to one point, flowers or fruit above α: feature interrupts the main stem	This page has 9 text items (loci), as follows: 9 lines of standard text in paragraphs. || The text is in a single paragraph. || Currier language: A RZ language: A (page) / A (folio) / A (bifolio) LFD hand: 1 || Browse interlinear transliteration of f28r	ELV: rumex. ThP: arum, anisarum.	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q04/index.html#f28r	0
f28v	q04	This is a herbal page. For general information about herbal pages see here . There are three holes in this page. The largest one has partly been stitched.	Large white flower with a similar green flower behind it. || Herbal drawing characterisation (Gheuens/Rapaport): α: stem-root line α: veined leaves α: two distinct leaf shapes	This page has 9 text items (loci), as follows: 9 lines of standard text in paragraphs, one of which is right-justified. || The text is in three short paragraphs. The second one ends with a single right-justified word. || There are some very small symbols in the middle of the white flower. || Currier language: A RZ language: A (page) / A (folio) / A (bifolio) LFD hand: 1 || Browse interlinear transliteration of f28v	ELV: arnica?	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager) || The symbols in the middle of the flower are not in the Voynich script, and are not understood.	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q04/index.html#f28v	0
f29r	q04	This is a herbal page. For general information about herbal pages see here . It has the folio nr (29) in the upper right corner.	Plant drawing with alternating blue and green leaves. || Herbal drawing characterisation (Gheuens/Rapaport): α: all leaves connect to one point, flowers or fruit above α: unnatural connections	This page has 9 text items (loci), as follows: 9 lines of standard text in paragraphs. || The text is in two paragraphs. || There is an 'r' in the top of the root system. || Currier language: A RZ language: A+ (page) / A (folio) / A (bifolio) LFD hand: 1 || Browse interlinear transliteration of f29r	ELV: arctium? xanthium? burdoch or the nearly allied burweed. ThP: lappa bur[...] (illegible)	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager) || The character 'r' in the top of the roots appears like a colour annotation (for which see here ).	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q04/index.html#f29r	0
f29v	q04	This is a herbal page. For general information about herbal pages see here .	Plant drawing with different kinds of green. Six green bulbs and one blue flower. The root has some needles. || Herbal drawing characterisation (Gheuens/Rapaport): α: flower(s) seen from the side	This page has 12 text items (loci), as follows: 12 lines of standard text in paragraphs. || The text is in three paragraphs. || Currier language: A RZ language: A (page) / A (folio) / A (bifolio) LFD hand: 1 || Browse interlinear transliteration of f29v		>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q04/index.html#f29v	0
f30r	q04	This is a herbal page. For general information about herbal pages see here . It has the folio nr (30) in the upper right corner.	Plant with long green leaves and small blue flowers. The green painting was done very inaccurately. || This plant shows some similarity with plant fragment #28 on f89r1 . || Herbal drawing characterisation (Gheuens/Rapaport): α: veined leaves	This page has 13 text items (loci), as follows: 13 lines of standard text in paragraphs. || The text is in two paragraphs. || Currier language: A RZ language: A (page) / A (folio) / A (bifolio) LFD hand: 1 || Browse interlinear transliteration of f30r	ELV: meryanthes. ThP: schuppenwurz? menanthes trifolia.	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q04/index.html#f30r	0
f30v	q04	This is a herbal page. For general information about herbal pages see here .	Plant with a conspicuous root, brown leaves and tendrils. || This plant shows some similarity with plant fragment #150 on f101r . || Herbal drawing characterisation (Gheuens/Rapaport): α: stem-root line α: berries that have no added circles	This page has 11 text items (loci), as follows: 11 lines of standard text in paragraphs. || The text is in a single paragraph. || Currier language: A RZ language: A (page) / A (folio) / A (bifolio) LFD hand: 1 || Browse interlinear transliteration of f30v	ELV: lithospermum. ThP: boragine.	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q04/index.html#f30v	0
f31r	q04	This is a herbal page. For general information about herbal pages see here . It has the folio nr (31) in the upper right corner.	Plant drawing. A long twisted brown root, all leaves to the left and unpainted flowers to the right and to the top. The leaves have been painted green very inaccurately. || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup' β: broad many-fingered calyx β: all leaves point to one side	This page has 16 text items (loci), as follows: 16 lines of standard text in paragraphs, of which one is centred. || There text is in three paragraphs. The last line is centred. || Currier language: B RZ language: B+ (page) / Bs (folio) / B (bifolio) LFD hand: 2 || Browse interlinear transliteration of f31r	ELVA: Hyoscyamus, henbane. ThP: hyrciacum aratum, henbane.	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q04/index.html#f31r	0
f31v	q04	This is a herbal page. For general information about herbal pages see here .	A plant with leaves to the right (several green and one brown), two flowers to the left and what looks like seeds at the top.. || Herbal drawing characterisation (Gheuens/Rapaport): β: all leaves point to one side	This page has 11 text items (loci), as follows: 11 lines of standard text in paragraphs. || The text is in two paragraphs. || Currier language: B RZ language: Bs (page) / Bs (folio) / B (bifolio) LFD hand: 2 || Browse interlinear transliteration of f31v	ThP: heracleum cervafolium.	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q04/index.html#f31v	0
f32r	q04	This is a herbal page. For general information about herbal pages see here . It has the folio nr (32) in the upper right corner.	Plant drawing. Many small green leaves. Five flowers in white and blue, with small yellow crown. || Herbal drawing characterisation (Gheuens/Rapaport): α: flower(s) seen from the side α: two distinct leaf shapes	This page has 19 text items (loci), as follows: 19 lines of standard text in paragraphs. || There are 19 lines of text in two paragraphs. The second paragraph has very short lines ending at the plant. || There are two characters written inside the bottom right flower, above each other. The top one looks like a 'p' and the bottom one could be an 'r' or a 'v'. It is unclear if the small stroke right of the 'p' is part of another character, or part of the drawing. || Currier language: A RZ language: A (page) / A (folio) / A (bifolio) LFD hand: 1 || Browse interlinear transliteration of f32r	ELV: mentha, some kind of mint. ThP: mentastrum (O'Neill), rosenmüntz, brunella vulgaris.	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager) || The characters in the bottom right flower are reminiscent of colour annotations, see also f29r above.	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS;TEXT_INSIDE_GRAPHIC	https://www.voynich.nu/q04/index.html#f32r	0
f32v	q04	This is a herbal page. For general information about herbal pages see here . It has the gathering mark (49) in the lower right corner.	A very tall plant drawing. Large root, small starry leaves and three blue flowers with four smaller buds. || This appears to be the same plant as shown in fragment 206 on f102r2 . || Herbal drawing characterisation (Gheuens/Rapaport): α: stem-root line α: flower(s) seen from the side α: typical α calyx shape	This page has 11 text items (loci), as follows: 11 lines of standard text in paragraphs. || There are 11 lines of text in two paragraphs. || Currier language: A RZ language: A (page) / A (folio) / A (bifolio) LFD hand: 1 || Browse interlinear transliteration of f32v	ELV: malva? ThP: campanula, ranunculus, convulvulus orectus?	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q04/index.html#f32v	0
f33r	q05	This is a herbal page. For general information about herbal pages see here . It has the folio nr. (33) in the upper right corner.	Plant with green flowers and faces drawn in the roots. || This plant shows some similarity with plant fragment #31 on f89r1 . || Herbal drawing characterisation (Gheuens/Rapaport): (none)	This page has 7 text items (loci), as follows: 7 lines of standard text in paragraphs. || There are seven lines of text in a single paragraph. || Currier language: B RZ language: C (page) / C (folio) / C (bifolio) LFD hand: 2 || Browse interlinear transliteration of f33r	ELV: mandragora?	Similar heads in roots are found in the alchemical herbals. Alternatively, the heads in the roots could be a reference to to 'testes' and thus to an orchid, though the plant does not look like one.	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q05/index.html#f33r	0
f33v	q05	This is a herbal page. For general information about herbal pages see here .	Plant with 2 huge flowers on top, and a third (dead) one hanging down behind one of the leaves. Starry (fingered) leaves and roots that look like sea mines. || Herbal drawing characterisation (Gheuens/Rapaport): (none)	This page has 11 text items (loci), as follows: 11 lines of standard text in paragraphs. || There are 11 lines of text in two paragraphs, which avoid parts of the drawing. || Currier language: B RZ language: C- (page) / C (folio) / C (bifolio) LFD hand: 2 || Browse interlinear transliteration of f33v	ELV: knautia, scabiosa. ThP: scabiosa.	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager) || This page is occasionally mistaken to be the sunflower that O'Neill described in his 1944 publication . However, O'Neill was referring to f93r instead. || This page is discussed extensively at >> one of Jorge Stolfi's web pages . Illustrations of this page figured in numerous publications.	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q05/index.html#f33v	0
f34r	q05	This is a herbal page. For general information about herbal pages see here . There is a hole in the parchment which has been integrated in the drawing. It has the folio nr. (34) in the upper right corner.	Drawing of a plant with large roots, leaves ending in 'figers' and three flowers. || Herbal drawing characterisation (Gheuens/Rapaport): β: broad many-fingered calyx β: leaves parallel and fused together on one stalk	This page has 15 text items (loci), as follows: 15 lines of standard text in paragraphs. || There are 16 lines of text in three paragraphs. All text is split by the plant and in the second paragraph the lines left and right are not aligned very well. This seems to end in a 'signature'. || Currier language: B RZ language: Bs (page) / B (folio) / B (bifolio) LFD hand: 2 || Browse interlinear transliteration of f34r	ELV: scabiosa. ThP: scabiosa.	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager) || Nick Pelling suggests that the hole in the parchment was created deliberately by the author/artist.	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q05/index.html#f34r	0
f34v	q05	This is a herbal page. For general information about herbal pages see here . There is a hole in the parchment which has been integrated in the drawing.	Drawing of a plant with very extensive roots, that appear like two animals standing face to face. Leaves are green and brown and flowers not painted. || This plant shows some similarity with plant fragment #110 on f99v . || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup' β: broad many-fingered calyx β: 'grass' β: all leaves point to one side β: leaves parallel and fused together on one stalk (tentative)	This page has 11 text items (loci), as follows: 11 lines of standard text in paragraphs. || The text is in two paragraphs. || Currier language: B RZ language: B (page) / B (folio) / B (bifolio) LFD hand: 2 || Browse interlinear transliteration of f34v	ELV: eryngium? ThP: libanotis umbilifera.	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q05/index.html#f34v	0
f35r	q05	This is a herbal page. For general information about herbal pages see here . It has the folio nr. (35) in the upper right corner.	Plant with leaves in the shape of a cur, green inside and brown outside. One flower bud with blue and red. || Herbal drawing characterisation (Gheuens/Rapaport): α: all leaves connect to one point, flowers or fruit above	This page has 15 text items (loci), as follows: 15 lines of standard text in paragraphs. || The text is in two paragraphs, one at the top of the page (lines ending at the drawing) and one at the bottom (lines split by the stem). || Currier language: A RZ language: A (page) / A (folio) / A (bifolio) LFD hand: 1 || Browse interlinear transliteration of f35r	Considered composite by Tiltman. || ThP: leonuris? orchid root?	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q05/index.html#f35r	0
f35v	q05	This is a herbal page. For general information about herbal pages see here .	Plant that looks like a tree with a straight stem (trunk) and strong roots. Oak leaves at the top and sides, and braches with currants twining around it. || This plant shows some similarity with plant fragment #35 on f89r2 . || Herbal drawing characterisation (Gheuens/Rapaport): α: two or more leaf clusters/clumps α: berries that have no added circles	This page has 21 text items (loci), as follows: 21 lines of standard text in paragraphs. || The text is in a single paragraph. All lines short, left of the drawing. || Currier language: A RZ language: A (page) / A (folio) / A (bifolio) LFD hand: 1 || Browse interlinear transliteration of f35v	This is similar to drawings of ivy twining an oak tree in several manuscripts of the Tractatus de Herbis tradition. || ELV: uva quercina, the fabulous 'grapes of oak'. ThP: uva quercina, oak quercus gall apple? No! grapevine?	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q05/index.html#f35v	0
f36r	q05	This is a herbal page. For general information about herbal pages see here . There is a parchment hole in the middle of the drawing. It has the folio nr. (36) in the upper right corner.	Plant drawing with mostly green and two yellow leaves. Small flower buds. || This plant shows some similarity with plant fragment #225 on f102v2 . || Herbal drawing characterisation (Gheuens/Rapaport): α: stem-root line α: veined leaves α: stalk connects to leaf centre α: flat-topped root	This page has 9 text items (loci), as follows: 9 lines of standard text in paragraphs. || The text is in two paragraphs. || Currier language: A RZ language: A (page) / A (folio) / A (bifolio) LFD hand: 1 || Browse interlinear transliteration of f36r	ELV: geranium.	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q05/index.html#f36r	0
f36v	q05	This is a herbal page. For general information about herbal pages see here . There is a parchment hole in the middle of the drawing.	Plant with finger leaves (8-10 fingers) and 'seeds' instead of flowers. || Herbal drawing characterisation (Gheuens/Rapaport): α: stalk connects to leaf centre	This page has 14 text items (loci), as follows: 4 lines of left-justified standard text in paragraphs; 10 lines of indented text in paragraphs. || The text is in two paragraphs. The second paragraph is written to the right of the drawing. || Currier language: A RZ language: A (page) / A (folio) / A (bifolio) LFD hand: 1 || Browse interlinear transliteration of f36v	ELV: cannabis. indian hemp.	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q05/index.html#f36v	0
f37r	q05	This is a herbal page. For general information about herbal pages see here . It has the folio nr. (37) in the upper right corner.	Plant with oblong leaves hanging down and small berries instead of flowers. || This plant shows some similarity with plant fragment #188 on f101v . || Herbal drawing characterisation (Gheuens/Rapaport): α: berries that have no added circles	This page has 11 text items (loci), as follows: 11 lines of standard text in paragraphs. || The text is in three short paragraphs. || Currier language: A RZ language: A+ (page) / A (folio) / A (bifolio) LFD hand: 1 || Browse interlinear transliteration of f37r	ELV: sambucus? dwarf elder (Dnewort). ThP: baldrian, valerian.	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q05/index.html#f37r	0
f37v	q05	This is a herbal page. For general information about herbal pages see here .	Plant with symmetric leaves, alternating white and green. The large root has a humanoid form. || This appears to be the same plant as shown in fragment 203 on f102r1 . || Herbal drawing characterisation (Gheuens/Rapaport): α: stem-root line α: stalk connects to leaf centre α: flat-topped root	This page has 23 text items (loci), as follows: 23 lines of standard text in paragraphs. || The text is in three paragraphs. All lines end at the plant drawing. || Currier language: A RZ language: A (page) / A (folio) / A (bifolio) LFD hand: 1 || Browse interlinear transliteration of f37v		>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager) || While the root strongly suggests a mandrake plant, the leaves and flowers do not.	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q05/index.html#f37v	0
f38r	q05	This is a herbal page. For general information about herbal pages see here . It has the folio nr. (38) in the upper right corner.	Plant with tiny flowers (buds) near bottom and a huge dark green leaf going all the way to the top of the page. Big white commas with dots inside are drawn over the leaf. || Herbal drawing characterisation (Gheuens/Rapaport): α: stem-root line α: flower(s) seen from the side α: everything is at the top of the stem	This page has 6 text items (loci), as follows: 6 lines of standard text in paragraphs. || The text is in a single paragraph, near the bottom of the page, and split by the stem of the plant. || Currier language: A RZ language: A (page) / A (folio) / A (bifolio) LFD hand: 1 || Browse interlinear transliteration of f38r	ThP: aster luzei, asarum?	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q05/index.html#f38r	0
f38v	q05	This is a herbal page. For general information about herbal pages see here .	Bush of stacked leaves, in three colours. There is one blue flower near the top. || Herbal drawing characterisation (Gheuens/Rapaport): α: stem-root line α: everything is at the top of the stem	This page has 8 text items (loci), as follows: 8 lines of standard text in paragraphs. || The text is in a single paragraph, near the bottom of the page, and split by the stem of the plant. || Currier language: A RZ language: A (page) / A (folio) / A (bifolio) LFD hand: 1 || Browse interlinear transliteration of f38v	ELV: cynarum. ThP: (cichrium?), lactuca.	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q05/index.html#f38v	0
f39r	q05	This is a herbal page. For general information about herbal pages see here . It has the folio nr. (39) in the upper right corner.	There is a plateau of earth, with roots below and a bed of flowers above (mostly leaves only). || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup' β: root platform β: leaves parallel and fused together on one stalk	This page has 16 text items (loci), as follows: 16 lines of standard text in paragraphs, one of which is centred. || The text is in three paragraphs. The third one ends with a centred line. || Currier language: B RZ language: Bs (page) / C (folio) / B (bifolio) LFD hand: 2 || Browse interlinear transliteration of f39r	ELV: colchicum (or crocus).	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager) || This looks like the same plant as on f95r2 , where the flowers have just died.	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q05/index.html#f39r	0
f39v	q05	This is a herbal page. For general information about herbal pages see here .	Plant with a large root, unnusual leaves and two composite flowers. || Herbal drawing characterisation (Gheuens/Rapaport): ! α: flat-topped root β: 'grass' β: leaves parallel and fused together on one stalk (tentative)	This page has 14 text items (loci), as follows: 14 lines of standard text in paragraphs. || The text is in two paragraphs. || Currier language: B RZ language: C (page) / C (folio) / B (bifolio) LFD hand: 2 || Browse interlinear transliteration of f39v	ELV: primula?	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager) || There appears to be a faint capital 'B' in the white space between the green parts of the bottom right leaf. It is not clear if this is writing or not. || Below the same leaf, towards the right, are faint lines, of which it is unclear whether they should have been part of the drawing, or are something else.	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q05/index.html#f39v	0
f40r	q05	This is a herbal page. For general information about herbal pages see here . It has the folio nr. (40) in the upper right corner.	Plant with a large tapered bud and one blue flower. The stem has a loop. || Herbal drawing characterisation (Gheuens/Rapaport): ! α: unnatural connections β: 'daisy in a cup' β: leaves parallel and fused together on one stalk	This page has 11 text items (loci), as follows: 11 lines of standard text in paragraphs. || The text is in two paragraphs, just below the top of the page. || Currier language: B RZ language: C (page) / C (folio) / C (bifolio) LFD hand: 2 || Browse interlinear transliteration of f40r	ELV: primula?	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager) || The loop in the stem seems to suggest that this plant can form new roots at the point where the stem touches the ground.	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q05/index.html#f40r	0
f40v	q05	This is a herbal page. For general information about herbal pages see here . Gathering mark (5t9 with arabic-like 5) in lower right corner. It has the folio nr. (33) in the upper right corner.	Two plants, which look the same, apart from the fact that the one on the right has an enormous flower. || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup' β: leaves parallel and fused together on one stalk	This page has 19 text items (loci), as follows: 19 lines of standard text in paragraphs, one of which is centred. || The text is in two rather long paragraphs. The second ends with a centred line. || Currier language: B RZ language: B (page) / C (folio) / C (bifolio) LFD hand: 2 || Browse interlinear transliteration of f40v	ThP: thistle, jerusalem artichoke, helianthus tuberosus.	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q05/index.html#f40v	0
f41r	q06	This is a herbal page. For general information about herbal pages see here . The page has several stains. It has the folio nr. (41) in the upper right corner.	Plant drawing with many leaves that have been painted quite summarily in light green. Barely visible unpainted flower near the top. || Herbal drawing characterisation (Gheuens/Rapaport): (none)	This page has 11 text items (loci), as follows: 11 lines of standard text in paragraphs. || There are 11 lines of text in two paragraphs, one near the top and one near the bottom, avoiding the root. || Currier language: B RZ language: Bs+ (page) / B+ (folio) / B (bifolio) LFD hand: 5 || Browse interlinear transliteration of f41r	ELV: curduas? (cnicus?) ThP: thistle.		SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q06/index.html#f41r	0
f41v	q06	This is a herbal page. For general information about herbal pages see here .	Plant drawing with bright brown roots, frilled fingered leaves and seeds at the top. || Herbal drawing characterisation (Gheuens/Rapaport): ! α: veined leaves	This page has 8 text items (loci), as follows: 7 lines of standard text in paragraphs; 1 plant label. || There are 7 lines of writing in a single paragraph, near the bottom of the page. || There is a single and separate word (label?) just above the start of the text. || Currier language: B RZ language: B (page) / B+ (folio) / B (bifolio) LFD hand: 5 || Browse interlinear transliteration of f41v	ELV: daucus. ThP: fern, maidenham fern??? tansy?	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS	https://www.voynich.nu/q06/index.html#f41v	0
f42r	q06	This is a herbal page. For general information about herbal pages see here . It has the folio nr. (42) in the upper right corner, written over (or under) the largest leaf.	Two plants, both consisting of leaves only on slim stems. The larger one has an accurately painted green leaf. The smaller has three small bright brown leaves. || Herbal drawing characterisation (Gheuens/Rapaport): α: veined leaves α: no fruits or flowers α: everything is at the top of the stem	This page has 23 text items (loci), as follows: 23 lines of standard text in paragraphs, of which 1 is centred and 2 are right-justified. || There are 23 lines of text in three paragraphs. The characters are large and the text fills almost all of the page. the first paragraph ends with a centred line, the other two with a right-justified 'signature' or 'title'. || Currier language: A RZ language: A (page) / A (folio) / A (bifolio) LFD hand: 1 || Browse interlinear transliteration of f42r	ELV: renunculus? ThP: arum sagittarium.	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS;TEXT_TITLES	https://www.voynich.nu/q06/index.html#f42r	0
f42v	q06	This is a herbal page. For general information about herbal pages see here .	A plant with narrow roots, a thin vertical stem, a handful of green leaves in the middle and a faint flower at the top. || Herbal drawing characterisation (Gheuens/Rapaport): α: all leaves connect to one point, flowers or fruit above	This page has 16 text items (loci), as follows: 15 lines of standard text in paragraphs; 1 right justified word at the end of the last line ('title'). || There are 15 lines of text in two paragraphs. The initial character has been drawn with many ornamental loops with dots in them. The second paragraph ends with a 'signature' or 'title'. || Currier language: A RZ language: A (page) / A (folio) / A (bifolio) LFD hand: 1 || Browse interlinear transliteration of f42v	ELV: aquilegia? ThP: Ranuncularia (ELV).	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS;TEXT_TITLES	https://www.voynich.nu/q06/index.html#f42v	0
f43r	q06	This is a herbal page. For general information about herbal pages see here . It has the folio nr. (43) in the upper right corner.	Long row of plants with a forest of roots. Many small leaves alternating white and green and several small flowers. || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup' β: broad many-fingered calyx β: root platform	This page has 14 text items (loci), as follows: 14 lines of standard text in paragraphs; || There are 14 lines of text in three paragraphs, all at the top of the page. || Currier language: B RZ language: Bs (page) / Bs (folio) / Bs (bifolio) LFD hand: 2 || Browse interlinear transliteration of f43r	ELV: belledactrum. ThP: antemum gnaphalium.	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager) || There are many thin scratches in all directions among the roots, that appear to be in similar ink as the drawing outlines.	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q06/index.html#f43r	0
f43v	q06	This is a herbal page. For general information about herbal pages see here .	There are two different plants drawn side by side. The left one has a single stem and a snake-like root. The right one has a large bushy root system, several stems and leaves like crescents. || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup' β: 'grass' β: leaves parallel and fused together on one stalk	This page has 16 text items (loci), as follows: 16 lines of standard text in paragraphs; || There are 16 lines of text in three paragraphs, at the top of the page. || Currier language: B RZ language: B (page) / Bs (folio) / Bs (bifolio) LFD hand: 2 || Browse interlinear transliteration of f43v	"The right-hand plant could perhaps be a lunaria, and somewhat resembles a plant drawn in one of the copies of the ""Buch der heiligen Dreifaltigkeit"" (Wellcome MS) >>IMAGE: link . || ELV: polygonum. ThP: polygonum? bistorta?"	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q06/index.html#f43v	0
f44r	q06	This is a herbal page. For general information about herbal pages see here . Folio nr. (44) in upper right	Plant with thick stem, ascending leaves with appendages, and a small flower, not unlike f1v. Root has thick hairs or thorns. || This plant shows some similarity with plant fragment #95 on f99v . || Herbal drawing characterisation (Gheuens/Rapaport): α: flower(s) seen from the side α: all leaves connect to one point, flowers or fruit above	This page has 11 text items (loci), as follows: 11 lines of standard text in paragraphs; || There are 11 lines of text in tree paragraphs. Two are at the top of the page and one near bottom. All lines end at the plant drawing. || Currier language: A RZ language: A+ (page) / A (folio) / A (bifolio) LFD hand: 1 || Browse interlinear transliteration of f44r	ELV: veratrum? ThP: veratrum.	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q06/index.html#f44r	0
f44v	q06	This is a herbal page. For general information about herbal pages see here .	Plant with tall root, unusual leaves and two flower buds with red stripes. || Herbal drawing characterisation (Gheuens/Rapaport): α: stem-root line α: flat-topped root	This page has 13 text items (loci), as follows: 13 lines of standard text in paragraphs; || There are 13 lines of text in three paragraphs, in very neat writing at the top of the page. || Currier language: A RZ language: A (page) / A (folio) / A (bifolio) LFD hand: 1 || Browse interlinear transliteration of f44v		>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q06/index.html#f44v	0
