locus	page	section	currier	hand	code	kind	grammar_scope	symbol_count	family_sequence	zl_sta_codes	it_sta_codes	rf_sta_codes	alternative_sites	strict_zero_alternative	union_boundary_positions	synchronized_boundary_positions	three_reading_boundary_positions	two_reading_boundary_positions	one_reading_boundary_positions	exact_boundary_position_sets	exact_typed_boundary_maps
f106r.35	f106r	S	B	3	+P0	P	CONFIRMED_PROSE	20	AQAGKAQABQACKBABKJBA	A1 Q1 A3 G1 K1 A1 Q1 A2 B2 Q1 A3 C1 K1 B1 A2 B2 K1 J1 B1 A2	A1 Q1 A3 G1 K1 A1 Q1 A2 B2 Q1 A3 C1 K1 B1 A2 B2 K1 J1 B1 A2	A1 Q1 A3 G1 K1 A1 Q1 A2 B2 Q1 A3 C1 K1 B1 A2 B2 K1 J1 B1 A2	0	1	4,8,12,15	4,8,12,15	4,8,12,15			1	1
f106r.36	f106r	S	B	3	+P0	P	CONFIRMED_PROSE	47	PLJABABABACLJABABDAQJBADAQJCAGAQABABLBAAQAGLJBA	P1 L1 J1 A1 B1 A3 B2 A1 B1 A3 C1 L1 J1 A1 B1 A3 B2 D1 A1 Q2 J1 B1 A2 D1 A1 Q2 J1 C2 A3 G1 A1 Q1 A3 B2 A3 B2 L1 B1 A2 A1 Q2 A3 G1 L1 J1 B1 A2	P1 L1 J1 A1 B1 A3 B2 A1 B1 A3 C1 L1 J1 A1 B1 A3 B2 D1 A1 Q2 J1 B1 A2 D1 A1 Q2 J1 C2 A3 G1 A1 Q1 A3 B2 A3 B2 L1 B1 A2 A1 Q2 A3 G1 L1 J1 B1 A2	P1 L1 J1 A1 B1 A3 B2 A1 B1 A3 C1 L1 J1 A1 B1 A3 B2 D1 A1 Q2 J1 B1 A2 D1 A1 Q2 J1 C2 A3 G1 A1 Q1 A3 B2 A3 B2 L1 Ba A2 A1 Q2 A3 G1 L1 J1 B1 A2	0	1	8,11,17,23,28,30,36,39,43	8,11,17,23,28,30,36,39,43	8,11,17,23,28,30,36,39,43			1	0
f106r.37	f106r	S	B	3	+P0	P	CONFIRMED_PROSE	14	QKABAGQKJABBKA	Q2 K1 A1 B1 A3 G1 Q2 K1 J1 A1 B1 B2 K1 A2	Q2 K1 A1 B1 A3 G1 Q2 K1 J1 A1 B1 B2 K1 A2	Q2 K1 A1 Ba A3 G1 Q2 K1 J1 A1 B1 B2 K1 A2	0	1	6,10	6,10	6,10			1	0
f106r.38	f106r	S	B	3	+P0	P	CONFIRMED_PROSE	45	PLABAGAPKALAQKABALAQKJAAQKALABPAGAPKBABKBABAB	P1 L1 A1 B1 A3 G1 A1 P1 K1 A2 L1 A1 Q2 K2 A1 B1 A2 L1 A1 Q2 K1 J1 A2 A2 Q2 K2 A2 L1 A1 B2 P2 A3 G1 A1 P1 K1 B1 A2 B2 K1 B1 A2 B1 A1 B2	P1 L1 A1 B1 A3 G1 A1 P1 K1 A2 L1 A1 Q2 K2 A1 B1 A2 L1 A1 Q2 K1 J1 A2 A2 Q2 K2 A2 L1 A1 B2 P2 A3 G1 A1 P1 K1 B1 A2 B2 K1 B1 A2 B1 A1 B2	P1 L1 A1 B1 A3 G1 A1 P1 K1 A2 L1 A1 Q2 K2 A1 Ba A2 L1 A1 Q2 K1 J1 A2 A2 Q2 K2 A2 L1 A1 B2 P2 A3 G1 A1 P1 K1 Ba A2 B2 K1 B1 A2 B1 A1 B2	0	1	6,10,11,12,17,23,27,33,38,42	6,10,17,23,27,33,38,42	6,10,17,23,27,33,38,42		11,12	0	0
f106r.39	f106r	S	B	3	+P0	P	CONFIRMED_PROSE	41	AKJAABKMAABAGKJABABAHKJQABKKAAQKACAGABAAB	A2 K1 J1 A1 A1 B2 K1 M1 A2 A1 B2 A3 G1 K1 J1 A1 B1 A2 B2 A3 H1 K1 J1 Q1 A1 B2 K1 K2 A2 A1 Q1 K1 A3 C1 A3 G1 A3 B2 A1 A3 B2	A2 K1 J1 A1 A1 B2 K1 M1 A2 A1 B2 A3 G1 K1 J1 A1 B1 A2 B2 A3 H1 K1 J1 Q1 A1 B2 K1 K2 A2 A1 Q1 K1 A3 C1 A3 G1 A3 B2 A1 A3 B2	A2 K1 J1 A1 A1 B2 K1 M1 Ab A1 B2 A3 G1 K1 J1 A1 B1 A2 B2 A3 H1 K1 J1 Q1 Aa B2 K1 K2 A2 A1 Q1 K1 A3 C1 A3 G1 A3 B2 A1 A3 B2	0	1	6,9,11,13,18,21,26,29,34,36	6,9,11,13,18,21,26,29,34,36	6,9,11,13,18,21,26,29,34,36			1	0
f106r.40	f106r	S	B	3	+P0	P	CONFIRMED_PROSE	40	LAGACAGLKABQAGLKBALJBADAQABKJAAQAGKBABBA	L1 A3 G1 A3 C1 A3 G1 L1 K2 A2 B2 Q1 A3 G1 L1 K2 B1 A2 L1 J1 B1 A2 D1 A1 Q1 A3 B2 K1 J1 A2 A1 Q1 A3 G1 K1 B1 A3 B2 B1 A2	L1 A3 G1 A3 C1 A3 G1 L1 K2 A2 B2 Q1 A3 G1 L1 K2 B1 A2 L1 J1 B1 A2 D1 A1 Q1 A3 B2 K1 J1 A2 A1 Q1 A3 G1 K1 B1 A3 B2 B1 A2	L1 A3 G1 A3 C1 A3 G1 L1 K2 A2 B2 Q1 A3 G1 Lb K2 B1 A2 L1 J1 Ba A2 D1 A1 Q1 A3 B2 K1 J1 A2 A1 Q1 A3 G1 K1 B1 A3 B2 Ba A2	0	1	3,5,7,10,14,18,22,27,30,34	3,5,7,10,14,18,22,27,30,34	3,5,7,10,14,18,22,27,30,34			1	1
f106r.41	f106r	S	B	3	+P0	P	CONFIRMED_PROSE	28	BAFABLJABLJBAKABKJBAKJABLACA	B1 A3 F3 A3 B2 L1 J1 A1 B1 L1 J1 B1 A2 K1 A1 B2 K1 J1 B1 A2 K1 J1 A1 B2 L1 A1 C1 A2	B1 A3 F3 A3 B2 L1 J1 A1 B1 L1 J1 B1 A2 K1 A1 B2 K1 J1 B1 A2 K1 J1 A1 B2 L1 A1 C1 A2	B1 A3 F3 A3 B2 L1 J1 A1 Ba L1 J1 Ba A2 K1 A1 B2 K1 J1 B1 A2 K1 J1 Aa B2 Lb A1 C1 A2	0	1	3,5,9,13,16,20,24	3,9,13,20,24	9,13,20,24	3	5,16	0	0
f106r.43	f106r	S	B	3	+P0	P	CONFIRMED_PROSE	46	BAGABLJABBAGAQJBADAQAFAQACKJACABQAGKJQABAQACAC	B1 A3 G3 A3 B2 L1 J1 A1 B2 B1 A3 G1 A1 Q2 J1 B1 A2 D1 A1 Q1 A3 F1 A1 Q1 A3 C1 K1 J1 A1 C1 A3 B2 Q2 A3 G1 K1 J1 Q1 A3 B2 A1 Q2 A3 C1 A3 C2	B1 A3 G3 A3 B2 L1 J1 A1 B2 B1 A3 G1 A1 Q2 J1 B1 A2 D1 A1 Q1 A3 F1 A3 Q1 A3 C1 K1 J1 A1 C1 A3 B2 Q2 A3 G1 K1 J1 Q1 A3 B2 A1 Q2 A3 C1 A3 C2	B1 A3 G3 A3 B2 L1 J1 Aa B2 Ba A3 G1 A1 Q2 J1 Ba A2 D1 A1 Q1 A3 F1 A3 Q1 A3 C1 K1 J1 A1 C1 A3 B2 Q2 A3 G1 K1 J1 Q1 A3 B2 A1 Q2 A3 C1 A3 C1	0	1	5,9,12,17,22,26,30,32,35,40	5,9,12,17,22,26,30,32,35,40	5,9,12,17,22,26,30,32,35,40			1	1
f106r.44	f106r	S	B	3	+P0	P	CONFIRMED_PROSE	42	BLJBADAQKAAQAGKAKJABABKBKBAGAQAAQAFAQAFQAB	B1 L1 J1 B1 A2 D1 A1 Q2 K2 A2 A1 Q2 A3 G1 K1 A2 K1 J1 A3 B2 A1 B2 K1 B2 K1 B1 A3 G1 A1 Q2 A2 A1 Q2 A3 F3 A1 Q2 A3 F2 Q1 A3 B3	B1 L1 J1 B1 A2 D1 A1 Q2 K2 A2 A1 Q2 A3 G1 K1 A2 K1 J1 A3 B2 A1 B2 K1 B2 K1 B1 A3 G1 A1 Q2 A2 A1 Q2 A3 F3 A1 Q2 A3 F2 Q1 A3 B3	B1 L1 J1 B1 A2 D1 A1 Q2 K2 A2 A1 Q2 A3 G1 K1 A2 K1 J1 A3 B2 A1 B2 K1 B2 K1 Ba A3 G1 A1 Q2 A2 A1 Q2 A3 F3 A1 Q2 A3 F2 Q1 A3 B3	0	1	5,10,14,16,22,26,28,31,35	5,10,14,16,22,26,28,31,35	5,10,14,16,22,26,28,31,35			1	0
f106r.46	f106r	S	B	3	+P0	P	CONFIRMED_PROSE	44	CAQKBAGLABAGAQJBADAQKBADAQAGAQACDAQAFKKBABAB	C2 A1 Q2 K1 B1 A3 G1 L1 A1 B1 A3 G1 A1 Q2 J1 B1 A2 D1 A1 Q1 K2 B1 A2 D1 A1 Q1 A3 G1 A2 Q1 A3 C1 D1 A1 Q1 A3 F1 K1 K2 B1 A2 B2 A1 B2	C2 A1 Q2 K1 B1 A3 G1 L1 A1 B1 A3 G1 A1 Q2 J1 B1 A2 D1 A1 Q1 K2 B1 A2 D1 A1 Q1 A3 G1 A2 Q1 A3 C1 D1 A1 Q1 A3 F1 K1 K2 B1 A2 B2 A1 B2	C2 A1 Q2 K1 B1 A3 G1 L1 Aa B1 A3 G1 A1 Q2 J1 Ba A2 D1 A1 Q1 K2 B1 A2 D1 A1 Q1 A3 G1 A2 Q1 A3 C1 D1 A1 Q1 A3 F1 K1 K2 B1 A2 B2 A1 B2	0	1	7,12,17,23,28,32,37,41	7,12,17,23,28,32,37,41	7,12,17,23,28,32,37,41			1	1
f106r.47	f106r	S	B	3	+P0	P	CONFIRMED_PROSE	27	AKJAACAQAFDAQAFKACAQAKJAQAB	A2 K1 J1 A1 A3 C1 A1 Q1 A3 F1 D1 A1 Q1 A3 F1 K1 A3 C1 A1 Q1 A2 K1 J1 A1 Q1 A3 B3	A2 K1 J1 A1 A3 C1 A1 Q1 A3 F1 D1 A1 Q1 A3 F1 K1 A3 C1 A1 Q1 A2 K1 J1 A1 Q1 A3 B3	A2 K1 J1 A1 A3 C1 A1 Q1 A3 F1 D1 A1 Q1 A3 F1 K1 A3 C1 A1 Q1 A2 K1 J1 A1 Q1 A3 B3	0	1	4,6,10,15,18,21	6,10,15,18,21	6,10,15,18,21		4	0	0
f106r.5	f106r	S	B	3	+P0	P	CONFIRMED_PROSE	47	ALJACAGKACAQAGDAQKKAKJUADAQJABACDAQJABQJABKACAB	A2 L1 J1 A1 C1 A3 G1 K1 A3 C1 A1 Q1 A3 G1 D1 A1 Q1 K2 K1 A2 K1 J1 U1 A2 D1 A1 Q1 J1 A1 B1 A3 C1 D1 A1 Q1 J1 A1 B2 Q1 J1 A1 B2 K1 A1 C1 A1 B3	A2 L1 J1 A1 C1 A3 G1 K1 A3 C1 A1 Q1 A3 G1 D1 A1 Q1 K2 K1 A2 K1 J1 U1 A2 D1 A1 Q1 J1 A1 B1 A3 C1 D1 A1 Q1 J1 A1 B2 Q1 J1 A1 B2 K2 A1 C1 A3 B3	A2 L1 J1 A1 C1 A3 G1 K1 A3 C1 A1 Q1 A3 G1 D1 A1 Q1 K2 K1 A2 K1 J1 U1 A2 D1 A1 Q1 J1 A1 B1 A3 C1 D1 A1 Q1 J1 A1 B2 Q1 J1 A1 B2 K1 A1 C1 A3 B3	1	0	5,7,10,14,20,24,27,30,32,37,41,44	5,7,10,14,20,24,30,32,37,41,44	5,7,10,14,20,24,30,32,37,41	44	27	0	0
f106r.6	f106r	S	B	3	+P0	P	CONFIRMED_PROSE	53	LACLJACACQKCBAQAFACDAQKACAGDAQKABKJBAABKJBADAQJABDAQA	L1 A1 C1 L1 J1 A1 C1 A1 C1 Q1 K1 C2 B1 A1 Q2 A3 F3 A1 C1 D1 A1 Q1 K2 A1 C1 A3 G1 D1 A1 Q1 K2 A1 B2 K1 J1 B1 A2 A1 B2 K1 J1 B1 A2 D1 A1 Q1 J1 A1 B2 D1 A1 Q1 A2	L1 A1 C1 L1 J1 A1 C1 A1 C1 Q1 K1 C2 B1 A1 Q2 A3 F3 A1 C1 D1 A1 Q1 K2 A1 C1 A3 G1 D1 A1 Q1 K2 A1 B2 K1 J1 B1 A2 A1 B2 K1 J1 B1 A2 D1 A1 Q1 J1 A1 B2 D1 A1 Q1 A2	L1 A1 C1 L1 J1 A1 C1 A1 C1 Q1 K1 C2 B1 A1 Q2 A3 F3 A1 C1 D1 A1 Q1 K2 A1 C1 A3 G1 D1 A1 Q1 K2 A1 B2 K1 J1 B1 A2 A1 B2 K1 J1 Ba A2 D1 A1 Q1 J1 A1 B2 D1 A1 Q1 A2	0	1	3,7,13,17,19,24,27,32,37,39,43,49	3,7,13,17,19,24,27,32,37,43,49	3,7,13,19,24,27,37,43,49	17,32	39	0	0
f106r.7	f106r	S	B	3	+P0	P	CONFIRMED_PROSE	30	ABKJBDAGAKJBADAQABLJABDAQACKMC	A1 B2 K1 J1 B1 D1 A1 G1 A2 K1 J1 B1 A2 D1 A1 Q1 A3 B3 L1 J1 A1 B2 D1 A1 Q1 A1 C1 K1 M1 C2	A1 B2 K1 J1 B1 D1 A1 G1 A2 K1 J1 B1 A2 D1 A1 Q1 A3 B3 L1 J1 A1 B2 D1 A1 Q1 A1 C1 K1 M1 C2	A1 B2 K1 J1 B1 D1 A1 G1 A2 K1 J1 B1 A2 D1 A1 Q1 A3 B3 L1 J1 A1 B2 D1 A1 Q1 Aa C1 K1 M1 C2	0	1	5,8,13,18,22,27	5,8,13,18,22,27	5,8,13,18,22,27			1	1
f106r.8	f106r	S	B	3	+P0	P	CONFIRMED_PROSE	52	PACACKAACACABQAGLJBAAQKBADAQACDAQKBADAQKBABAFAQKBAEB	P1 A1 C1 A3 C1 K1 A2 A1 C1 A3 C1 A1 B2 Q1 A3 G1 L1 J1 B1 A2 A1 Q2 K2 B1 A2 D1 A1 Q2 A1 C1 D1 A1 Q2 K2 B1 A1 D1 A1 Q2 K2 B1 A2 B1 A3 F3 A1 Q1 K1 B1 A3 E1 B3	P1 A1 C1 A3 C1 K1 A2 A1 C1 A1 C1 A1 B2 Q1 A3 G1 L1 J1 B1 A2 A1 Q2 K2 B1 A2 D1 A1 Q2 A1 C1 D1 A1 Q2 K2 B1 A1 D1 A1 Q2 K2 B1 A2 B1 A3 F3 A1 Q1 K2 B1 A3 E1 B3	P1 A1 C1 A3 C1 K1 A2 Aa C1 A3 C1 A1 B2 Q1 A3 G1 L1 J1 B1 A2 A1 Q2 K2 B1 A2 D1 A1 Q2 A1 C1 D1 A1 Q2 K2 B1 A1 D1 A1 Q2 K2 B1 A2 B1 A3 F3 A1 Qa K2 B1 A3 E1 B3	1	0	7,11,13,16,20,25,30,36,42,45	7,11,13,16,20,25,30,36,42,45	7,11,16,20,25,30,36,42,45	13		0	0
f106r.9	f106r	S	B	3	+P0	P	CONFIRMED_PROSE	32	AKACKABDAQAFKATABBKJBADAKJADAQAC	A2 K1 A1 C1 K1 A1 B2 D1 A1 Q1 A3 F1 K1 A1 T1 A1 B2 B2 K1 J1 B1 A2 D1 A1 K1 J1 A1 D1 A1 Q1 A3 C1	A2 K1 A1 C1 K1 A1 B2 D1 A1 Q1 A3 F1 K1 A1 T1 A1 B2 B2 K1 J1 B1 A2 D1 A1 K1 J1 A1 D1 A1 Q1 A3 C1	A2 K1 A1 C1 K1 A1 B2 D1 A1 Q1 A3 F1 K1 A1 T1 A1 B2 B2 K1 J1 B1 A2 D1 A1 K1 J1 A1 D1 A1 Q1 A3 C1	0	1	4,7,12,17,22,27	4,7,12,17,22,27	4,7,12,17,22,27			1	1
f106v.1	f106v	S	B	3	@P0	P	CONFIRMED_PROSE	48	PLJBABAAFAPAGABAQJABAGKAPKAAQAFQACABABACAGABAQAC	P2 L1 J1 B1 A3 B2 A1 A1 F1 A1 P1 A3 G3 A3 B2 A1 Q2 J1 A1 B1 A3 G1 K1 A1 P1 K1 A2 A1 Q2 A3 F3 Q1 A3 C1 A3 B2 A3 B2 A1 C1 A3 G1 A3 B2 A2 Q1 A3 C1	P2 L1 J1 B1 A3 B2 A1 A3 F1 A1 P1 A3 G3 A3 B2 A1 Q2 J1 A1 B1 A3 G1 K1 A1 P1 K1 A2 A1 Q2 A3 F3 Q1 A3 C1 A3 B2 A3 B2 A1 C1 A3 G1 A3 B2 A2 Q1 A3 C1	P2 L1 J1 B1 A3 B2 A1 A3 F1 A1 P1 A3 G3 A3 B2 A1 Q2 J1 A1 B1 A3 G1 K1 A1 P1 K1 A2 A1 Q2 A3 F3 Q1 A3 C1 A3 B2 A3 B2 A1 C1 A3 G1 A3 B2 A2 Q1 A3 C1	0	1	5,9,15,19,22,27,31,34,40,42,45	5,9,15,22,27,31,34,40,42,45	5,9,15,22,27,31,34,40,42,45		19	0	0
f106v.10	f106v	S	B	3	+P0	P	CONFIRMED_PROSE	33	ALJABAKJABAQKADABAGAQAFAKBAABQABA	A2 L1 J1 A1 B1 A2 K1 J1 A1 B2 A1 Q2 K2 A2 D1 A1 B1 A3 G1 A2 Q2 A3 F1 A2 K1 B1 A2 A1 B2 Q2 A2 B1 A2	A2 L1 J1 A1 B1 A2 K1 J1 A1 B2 A1 Q2 K2 A2 D1 A1 B1 A3 G1 A2 Q2 A3 F1 A2 K1 B1 A2 A1 B2 Q2 A2 B1 A2	A2 L1 J1 A1 B1 A2 K1 J1 A1 B2 A1 Q2 K2 Ab D1 A1 Ba A3 G1 A2 Q2 A3 F1 A2 K1 B1 A2 A1 B2 Q2 A2 B1 A2	0	1	6,10,14,19,23,27	6,10,14,19,23,27	6,10,14,19,23,27			1	1
f106v.12	f106v	S	B	3	+P0	P	CONFIRMED_PROSE	48	AKKADAKBAKABAFAQABKBADAQAGKAQAGKABADAQABAQABAQAB	A2 K1 K2 A2 D1 A1 K2 B1 A3 K1 A1 B1 A3 F1 A1 Q2 A3 B2 K1 B1 A2 D1 A1 Q1 A3 G1 K1 A1 Q1 A3 G1 K1 A1 B1 A2 D1 A1 Q1 A3 B2 A1 Q2 A3 B2 A1 Q2 A3 B3	A2 K1 K2 A2 D1 A1 K2 B1 A2 K1 A1 B1 A3 F1 A1 Q2 A3 B2 K1 B1 A2 D1 A1 Q1 A3 G1 K1 A1 Q1 A3 G1 K1 A1 B1 A2 D1 A1 Q1 A3 B2 A1 Q2 A3 B2 A1 Q2 A3 B3	A2 K1 K2 A2 D1 A1 K2 B1 A2 K1 A1 B1 A3 F1 A1 Q2 A3 B2 K1 Ba A2 D1 A1 Q1 A3 G1 K1 A1 Q1 A3 G1 K1 A1 B1 A2 D1 A1 Q1 A3 B2 A1 Q2 A3 B2 A1 Q2 A3 B3	0	1	4,9,14,18,21,26,31,35,40,44	4,9,14,18,21,26,31,35,40,44	4,9,14,21,26,31,35,40,44	18		0	0
f106v.13	f106v	S	B	3	+P0	P	CONFIRMED_PROSE	44	ABQKABQKJBADAMACABKJCABAQACLCABKJAAQAGLABQAB	A1 B2 Q1 K2 A3 B2 Q1 K1 J1 B1 A2 D1 A1 M1 A2 C1 A3 B2 K1 J1 C2 A3 B2 A2 Q2 A3 C1 L1 C2 A2 B2 K1 J1 A2 A2 Q1 A3 G1 L1 A2 B2 Q1 A3 B3	A1 B2 Q1 K2 A3 B2 Q1 K1 J1 B1 A2 D1 A1 M1 A2 C1 A3 B2 K1 J1 C2 A3 B2 A2 Q2 A3 C1 L1 C2 A2 B2 K1 J1 A2 A2 Q1 A3 G1 L1 A2 B2 Q1 A3 B3	A1 B2 Q1 K2 A3 B2 Q1 K1 J1 B1 A2 D1 A1 M1 A2 C1 A3 B2 K1 J1 C2 A3 B2 A2 Q2 A3 C1 L1 C2 A2 B2 K1 J1 A2 A2 Q1 A3 G1 L1 A2 B2 Q1 A3 B3	0	1	6,11,15,18,21,23,27,30,34,38,40	11,15,18,21,23,27,30,34,38,40	11,15,18,21,23,27,30,34,38,40		6	0	0
f106v.14	f106v	S	B	3	+P0	P	CONFIRMED_PROSE	27	CKJBACAGKACACLJAKJBAAHABQAB	C2 K1 J1 B1 A2 C1 A3 G1 K1 A3 C1 A3 C1 L1 J1 A2 K1 J1 B1 A2 A3 H1 A3 B2 Q1 A3 B3	C2 K1 J1 B1 A2 C1 A3 G1 K1 A3 C1 A3 C1 L1 J1 A2 K1 J1 B1 A2 A3 H1 A3 B2 Q1 A3 B3	C2 K1 J1 Ba A2 C1 A3 G1 K1 A3 C1 A3 C1 L1 J1 A2 K1 J1 Ba A2 A3 H1 A3 B2 Q1 A3 B3	0	1	5,8,11,13,16,20,22	5,8,11,16,20,22	5,8,11,16,20,22		13	0	0
f106v.15	f106v	S	B	3	+P0	P	CONFIRMED_PROSE	50	QKJAAQACLJBADAPKBAAQLJBADAQKBADAQLBADAQKBAQAFABABA	Q1 K1 J1 A1 A3 Q1 A3 C1 L1 J1 B1 A2 D1 A1 P2 K1 B1 A2 A1 Q2 L1 J1 B1 A2 D1 A1 Q1 K1 B1 A2 D1 A1 Q2 L1 B1 A2 D1 A1 Q1 K1 B1 A2 Q1 A3 F3 A3 B2 A1 B1 A2	Q1 K1 J1 A1 A1 Q1 A3 C1 L1 J1 B1 A2 D1 A1 P2 K1 B1 A2 A1 Q2 L1 J1 B1 A2 D1 A1 Q1 K1 B1 A2 D1 A1 Q2 L1 B1 A2 D1 A1 Q1 K1 B1 A2 Q1 A3 F3 A3 B2 A1 B1 A2	Q2 K1 J1 A1 A2 Q1 A3 C1 L1 J1 Ba A2 D1 A1 P2 K1 Ba A2 A1 Q2 Lb J1 B1 A2 D1 A1 Q1 K1 B1 A2 D1 A1 Q2 L1 B1 A2 D1 A1 Q1 K1 Ba A2 Qa A3 F3 A3 B2 A1 B1 A2	1	0	4,8,12,18,24,30,36,42,45,48	8,12,18,24,30,36,42,45	8,12,18,24,30,36,42,45		4,48	0	0
f106v.16	f106v	S	B	3	+P0	P	CONFIRMED_PROSE	50	CACACAQJACAGKAQABLABADAQKBADAQACLJBAKABABKJBADAQAB	C2 A3 C1 A3 C1 A1 Q1 J1 A3 C1 A3 G1 K1 A1 Q2 A3 B2 L1 A1 B1 A2 D1 A1 Q2 K1 B1 A2 D1 A1 Q2 A3 C1 L1 J1 B1 A2 K1 A1 B1 A3 B2 K1 J1 B1 A2 D1 A1 Q2 A3 B3	C2 A3 C1 A3 C1 A1 Q1 J1 A1 C1 A3 G1 K1 A1 Q2 A3 B2 L1 A1 B1 A2 D1 A1 Q2 K1 B1 A2 D1 A1 Q2 A3 C1 L1 J1 B1 A2 K1 A1 B1 A3 B2 K1 J1 B1 A2 D1 A1 Q2 A3 B3	C2 A3 C1 A3 C1 A1 Q1 J1 A3 C1 A3 G1 K1 A1 Q2 A3 B2 L1 A1 B1 A2 D1 A1 Q2 K1 Ba A2 D1 A1 Q2 A3 C1 L1 J1 Ba A2 K1 A1 B1 A3 B2 K1 J1 Ba A2 D1 A1 Q2 A3 B3	0	1	5,10,12,17,21,27,32,36,41,45	5,10,12,17,21,27,32,36,41,45	5,10,12,17,21,27,32,36,41,45			1	1
f106v.18	f106v	S	B	3	+P0	P	CONFIRMED_PROSE	49	PLABABACDAQLBADAQLAAPKBADAQLBACLBACAKBADAQABABAFA	P1 L1 A1 B1 A3 B2 A1 C2 D1 A1 Q1 L1 B1 A2 D1 A1 Q1 L1 A2 A1 P1 K1 B1 A2 D1 A1 Q1 L1 B1 A3 C1 L1 B1 A3 C1 A1 K2 B1 A2 D1 A1 Q2 A3 B2 A2 B1 A3 F3 A2	P1 L1 A1 B1 A3 B2 A1 C2 D1 A1 Q1 L1 B1 A2 D1 A1 Q1 L1 A2 A1 P1 K1 B1 A2 D1 A1 Q1 L1 B1 A3 C1 L1 B1 A3 C1 A1 K2 B1 A2 D1 A1 Q2 A3 B2 A2 B1 A3 F3 A2	P1 L1 A1 B1 A3 B2 A1 C2 D1 A1 Q1 L1 B1 A2 D1 A1 Q1 Lb A2 A1 P1 K1 B1 A2 D1 A1 Q1 L1 B1 A3 C1 L1 B1 A3 C1 A1 K2 B1 A2 D1 A1 Q2 A3 B2 A2 Ba A3 F3 A2	0	1	8,14,19,24,29,31,35,39,45	8,14,19,24,29,31,35,39,45	8,14,19,24,29,31,35,39,45			1	1
f106v.19	f106v	S	B	3	+P0	P	CONFIRMED_PROSE	31	BACLAAQAGAQABKJBACAFABAGAQAGCAF	B1 A3 C1 L1 A2 A1 Q2 A3 G1 A1 Q2 A3 B2 K1 J1 B1 A2 C1 A3 F1 A1 B2 A3 G1 A1 Q2 A3 G1 C2 A3 F1	B1 A3 C1 L1 A2 A1 Q2 A3 G1 A1 Q2 A3 B2 K1 J1 B1 A2 C1 A3 F1 A1 B2 A3 G1 A1 Q2 A3 G1 C2 A3 F1	B1 A3 C1 L1 A2 A1 Q2 A3 G1 A1 Q2 A3 B2 K1 J1 Ba A2 C1 A3 F1 A1 B2 A3 G1 A1 Q2 A3 G1 C2 A3 F1	0	1	3,5,9,13,17,18,20,24,28	3,5,9,13,17,18,20,24,28	5,9,13,17,20,24,28	3,18		0	0
f106v.2	f106v	S	B	3	+P0	P	CONFIRMED_PROSE	48	BAGABLKABACAKQAFKACAQACDAQACAQACLJBLJAQJACAFABKA	B1 A3 G1 A3 B2 L1 K2 A1 B1 A3 C1 A2 K1 Q2 A3 F1 K1 A3 C1 A1 Q2 A3 C1 D1 A1 Q1 A3 C1 A1 Q2 A3 C1 L1 J1 B1 L1 J1 A1 Q1 J1 A1 C1 A3 F1 A3 B3 K1 A2	B1 A3 G1 A3 B2 L1 K2 A1 B1 A3 C1 A2 K1 Q2 A3 F1 K1 A1 C1 A1 Q2 A3 C1 D1 A1 Q1 A3 C1 A1 Q1 A3 C1 L1 J1 B1 L1 J1 A1 Q1 J1 A1 C1 A3 F1 A3 B3 K1 A2	B1 A3 G1 A3 B2 L1 K2 A1 Ba A3 C1 A2 K1 Q2 A3 F1 K1 A3 C1 A1 Q2 A3 C1 D1 A1 Q1 A3 C1 A1 Q1 A3 C1 L1 J1 B1 L1 J1 A1 Q1 J1 A1 C1 A3 F1 A3 B3 K1 A2	1	0	3,5,11,12,16,19,23,28,32,35,38,42,44	3,5,11,12,16,19,23,28,32,35,38,44	3,5,11,16,19,23,28,32,35,38,44	12	42	0	0
f106v.21	f106v	S	B	3	+P0	P	CONFIRMED_PROSE	35	AKJABQAGKJABKBAGACAGAQABLKBADAQKJBA	A2 K1 J1 A1 B2 Q1 A3 G1 K1 J1 A1 B2 K1 B1 A3 G1 A1 C2 A3 G1 A1 Q1 A3 B2 L1 K2 B1 A2 D1 A1 Q1 K1 J1 B1 A2	A2 K1 J1 A1 B2 Q1 A3 G1 K1 J1 A1 B2 K1 B1 A3 G1 A1 C2 A3 G1 A1 Q1 A3 B2 L1 K2 B1 A2 D1 A1 Q1 K1 J1 B1 A2	A2 K1 J1 A1 B2 Q1 A3 G1 K1 J1 A1 B2 K1 B1 A3 G1 A1 C2 A3 G1 A1 Q1 A3 B2 Lb K2 B1 A2 D1 A1 Q1 K1 J1 B1 A2	0	1	4,8,11,16,20,24,28	4,8,11,16,20,24,28	8,16,20,24,28	4,11		0	0
