pair_order	target_record_order	target_segment_id	target_page	target_section	target_currier	target_hand	target_group_count	target_family_expression	target_sta_expression	target_basic_eva_lossy	target_formal_expression	candidate_rank	candidate_pool_size	candidate_record_order	candidate_segment_id	candidate_page	candidate_section	candidate_currier	candidate_hand	same_section	candidate_family_expression	candidate_sta_expression	candidate_basic_eva_lossy	candidate_formal_expression	structure_distance	adjacency_distance	first_last_mismatches	edge_core_mismatches	opening_count_distance	closing_count_distance	family_distance	sta_member_distance	favored_path_distance	exact_structure_match
539	1331	f58v.28|S01	f58v	S	A	3	7	AKJAUA AQJA AQAB AQABA AQABBA AQJAC LKA	A2 K1 J1 A1 U1 A2 | A1 Q1 J1 A2 | A1 Q1 A3 B2 | A1 Q2 A3 B2 A2 | A1 Q1 A3 B2 B1 A2 | A1 Q1 J1 A1 C1 | L1 K2 A2	ycheockhy okey okal otaly okaldy okeor sheey	F:AKJAUA{adj=DFUUU;fl=I;ec=I;o=1;c=1;p=KJ} | C:AQJA{adj=FUU;fl=I;ec=U;o=1;c=0;p=AQ} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:AQABA{adj=FUUU;fl=I;ec=U;o=0;c=0;p=AQ} | C:AQABBA{adj=FUUDU;fl=I;ec=U;o=0;c=0;p=AQ} | C:AQJAC{adj=FUUU;fl=I;ec=U;o=2;c=0;p=AQ} | L:LKA{adj=UU;fl=I;ec=C;o=1;c=0;p=-}	1	48	3237	f102r1.3|S01	f102r1	P	A	1	0	PABAG LAUA DAQJAB BAH AQKAC TJABAC LABBAG	P1 A1 B2 A3 G1 | L1 A1 U2 A2 | D1 A1 Q2 J1 A1 B2 | B2 A1 H1 | A1 Q2 K2 A1 C1 | T1 J1 A1 B1 A3 C1 | L1 A1 B2 B1 A3 G1	polaiin shocthy qoteol loiiin oteeor cpheodar sholdaiin	F:PABAG{adj=UUUU;fl=I;ec=I;o=2;c=0;p=-} | C:LAUA{adj=UUU;fl=I;ec=I;o=1;c=1;p=-} | C:DAQJAB{adj=FFUUU;fl=I;ec=U;o=0;c=2;p=DAQ} | C:BAH{adj=UU;fl=I;ec=I;o=0;c=3;p=-} | C:AQKAC{adj=FFUU;fl=I;ec=U;o=2;c=0;p=AQK} | C:TJABAC{adj=UUUUU;fl=I;ec=I;o=2;c=0;p=-} | L:LABBAG{adj=UUDUU;fl=I;ec=I;o=1;c=0;p=-}	27	14	1	4	3	5	26	32	10	0
540	1331	f58v.28|S01	f58v	S	A	3	7	AKJAUA AQJA AQAB AQABA AQABBA AQJAC LKA	A2 K1 J1 A1 U1 A2 | A1 Q1 J1 A2 | A1 Q1 A3 B2 | A1 Q2 A3 B2 A2 | A1 Q1 A3 B2 B1 A2 | A1 Q1 J1 A1 C1 | L1 K2 A2	ycheockhy okey okal otaly okaldy okeor sheey	F:AKJAUA{adj=DFUUU;fl=I;ec=I;o=1;c=1;p=KJ} | C:AQJA{adj=FUU;fl=I;ec=U;o=1;c=0;p=AQ} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:AQABA{adj=FUUU;fl=I;ec=U;o=0;c=0;p=AQ} | C:AQABBA{adj=FUUDU;fl=I;ec=U;o=0;c=0;p=AQ} | C:AQJAC{adj=FUUU;fl=I;ec=U;o=2;c=0;p=AQ} | L:LKA{adj=UU;fl=I;ec=C;o=1;c=0;p=-}	2	48	231	f9r.3|S01	f9r	H	A	1	0	QAG TA DAQAB AQAG UA AQAC KJA	Q2 A1 G1 | T1 A2 | D1 A1 Q2 A1 B1 | A1 Q2 A3 G1 | U2 A2 | A1 Q1 A1 C1 | K1 J1 A2	toiin cphy qotod otaiin cthy okor chey	F:QAG{adj=UU;fl=I;ec=U;o=2;c=0;p=-} | C:TA{adj=U;fl=I;ec=I;o=0;c=1;p=-} | C:DAQAB{adj=FFUU;fl=U;ec=U;o=0;c=2;p=DAQ} | C:AQAG{adj=FUU;fl=U;ec=U;o=0;c=0;p=AQ} | C:UA{adj=U;fl=L;ec=U;o=0;c=4;p=-} | C:AQAC{adj=FUU;fl=U;ec=U;o=2;c=0;p=AQ} | L:KJA{adj=FU;fl=I;ec=C;o=1;c=2;p=KJ}	29	13	4	2	2	8	19	22	9	0
541	1331	f58v.28|S01	f58v	S	A	3	7	AKJAUA AQJA AQAB AQABA AQABBA AQJAC LKA	A2 K1 J1 A1 U1 A2 | A1 Q1 J1 A2 | A1 Q1 A3 B2 | A1 Q2 A3 B2 A2 | A1 Q1 A3 B2 B1 A2 | A1 Q1 J1 A1 C1 | L1 K2 A2	ycheockhy okey okal otaly okaldy okeor sheey	F:AKJAUA{adj=DFUUU;fl=I;ec=I;o=1;c=1;p=KJ} | C:AQJA{adj=FUU;fl=I;ec=U;o=1;c=0;p=AQ} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:AQABA{adj=FUUU;fl=I;ec=U;o=0;c=0;p=AQ} | C:AQABBA{adj=FUUDU;fl=I;ec=U;o=0;c=0;p=AQ} | C:AQJAC{adj=FUUU;fl=I;ec=U;o=2;c=0;p=AQ} | L:LKA{adj=UU;fl=I;ec=C;o=1;c=0;p=-}	3	48	3008	f93v.8|S01	f93v	H	A	1	0	BKA KABA QJAB LJAB KKABBAF AQKJA UJA	B1 K1 A1 | K1 A1 B1 A2 | Q2 J1 A1 B2 | L1 J1 A1 B2 | K1 K2 A1 B2 B1 A3 F3 | A1 Q1 K1 J1 A2 | U2 J1 A2	dcho chody teol sheol cheeoldair okchey cthey	F:BKA{adj=UU;fl=I;ec=U;o=2;c=0;p=-} | C:KABA{adj=UUU;fl=I;ec=U;o=0;c=2;p=-} | C:QJAB{adj=UUU;fl=I;ec=U;o=1;c=2;p=-} | C:LJAB{adj=FUU;fl=I;ec=C;o=0;c=3;p=LJ} | C:KKABBAF{adj=UUUDUU;fl=I;ec=I;o=2;c=2;p=-} | C:AQKJA{adj=FFFU;fl=I;ec=U;o=1;c=0;p=AQKJ} | L:UJA{adj=UU;fl=I;ec=U;o=1;c=1;p=-}	30	10	1	4	6	9	19	24	12	0
542	1331	f58v.28|S01	f58v	S	A	3	7	AKJAUA AQJA AQAB AQABA AQABBA AQJAC LKA	A2 K1 J1 A1 U1 A2 | A1 Q1 J1 A2 | A1 Q1 A3 B2 | A1 Q2 A3 B2 A2 | A1 Q1 A3 B2 B1 A2 | A1 Q1 J1 A1 C1 | L1 K2 A2	ycheockhy okey okal otaly okaldy okeor sheey	F:AKJAUA{adj=DFUUU;fl=I;ec=I;o=1;c=1;p=KJ} | C:AQJA{adj=FUU;fl=I;ec=U;o=1;c=0;p=AQ} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:AQABA{adj=FUUU;fl=I;ec=U;o=0;c=0;p=AQ} | C:AQABBA{adj=FUUDU;fl=I;ec=U;o=0;c=0;p=AQ} | C:AQJAC{adj=FUUU;fl=I;ec=U;o=2;c=0;p=AQ} | L:LKA{adj=UU;fl=I;ec=C;o=1;c=0;p=-}	4	48	1198	f52r.5|S01	f52r	H	A	1	0	AQA KAC AQKAB AQKAC LAC QAB AQAF	A1 Q1 A2 | K1 A1 C1 | A1 Q1 K1 A3 B2 | A1 Q1 K1 A3 C1 | L1 A1 C1 | Q2 A1 B2 | A2 Q1 A3 F3	oky chor okchal okchar shor tol ykair	F:AQA{adj=FU;fl=L;ec=U;o=0;c=1;p=AQ} | C:KAC{adj=UU;fl=I;ec=C;o=2;c=2;p=-} | C:AQKAB{adj=FFUU;fl=I;ec=U;o=0;c=2;p=AQK} | C:AQKAC{adj=FFUU;fl=I;ec=U;o=2;c=0;p=AQK} | C:LAC{adj=UU;fl=I;ec=U;o=3;c=0;p=-} | C:QAB{adj=UU;fl=U;ec=U;o=2;c=2;p=-} | L:AQAF{adj=FUU;fl=U;ec=U;o=2;c=0;p=AQ}	31	12	4	3	8	4	23	27	12	0
543	1331	f58v.28|S01	f58v	S	A	3	7	AKJAUA AQJA AQAB AQABA AQABBA AQJAC LKA	A2 K1 J1 A1 U1 A2 | A1 Q1 J1 A2 | A1 Q1 A3 B2 | A1 Q2 A3 B2 A2 | A1 Q1 A3 B2 B1 A2 | A1 Q1 J1 A1 C1 | L1 K2 A2	ycheockhy okey okal otaly okaldy okeor sheey	F:AKJAUA{adj=DFUUU;fl=I;ec=I;o=1;c=1;p=KJ} | C:AQJA{adj=FUU;fl=I;ec=U;o=1;c=0;p=AQ} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:AQABA{adj=FUUU;fl=I;ec=U;o=0;c=0;p=AQ} | C:AQABBA{adj=FUUDU;fl=I;ec=U;o=0;c=0;p=AQ} | C:AQJAC{adj=FUUU;fl=I;ec=U;o=2;c=0;p=AQ} | L:LKA{adj=UU;fl=I;ec=C;o=1;c=0;p=-}	5	48	2802	f87r.14|S01	f87r	H	A	1	0	BAG LAB UJA AQJAB KJAC AQKA BAFB	B1 A3 G1 | L1 A1 B2 | U2 J1 A2 | A1 Q1 J1 A1 B2 | K1 J1 A1 C1 | A1 Q1 K2 A1 | B1 A3 F2 B3	daiin shol cthey okeol cheor okeeo daiim	F:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-} | C:LAB{adj=UU;fl=I;ec=U;o=1;c=2;p=-} | C:UJA{adj=UU;fl=I;ec=U;o=1;c=1;p=-} | C:AQJAB{adj=FUUU;fl=I;ec=U;o=0;c=2;p=AQ} | C:KJAC{adj=FUU;fl=I;ec=C;o=2;c=2;p=KJ} | C:AQKA{adj=FFU;fl=F;ec=U;o=1;c=0;p=AQK} | L:BAFB{adj=UUU;fl=I;ec=I;o=0;c=2;p=-}	31	10	3	3	6	9	25	30	9	0
544	1331	f58v.28|S01	f58v	S	A	3	7	AKJAUA AQJA AQAB AQABA AQABBA AQJAC LKA	A2 K1 J1 A1 U1 A2 | A1 Q1 J1 A2 | A1 Q1 A3 B2 | A1 Q2 A3 B2 A2 | A1 Q1 A3 B2 B1 A2 | A1 Q1 J1 A1 C1 | L1 K2 A2	ycheockhy okey okal otaly okaldy okeor sheey	F:AKJAUA{adj=DFUUU;fl=I;ec=I;o=1;c=1;p=KJ} | C:AQJA{adj=FUU;fl=I;ec=U;o=1;c=0;p=AQ} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:AQABA{adj=FUUU;fl=I;ec=U;o=0;c=0;p=AQ} | C:AQABBA{adj=FUUDU;fl=I;ec=U;o=0;c=0;p=AQ} | C:AQJAC{adj=FUUU;fl=I;ec=U;o=2;c=0;p=AQ} | L:LKA{adj=UU;fl=I;ec=C;o=1;c=0;p=-}	6	48	229	f9r.2|S01	f9r	H	A	1	0	AAQKA KAB AQAG AQKABA QAJAQA AQAG BA	A1 A2 Q1 K2 A2 | K1 A1 B2 | A2 Q2 A3 G1 | A1 Q1 K1 A1 B1 A2 | Q2 A1 J1 A1 Q1 A2 | A1 Q1 A1 G1 | B1 A2	oykeey chol ytaiin okchody toeoky okoiin dy	F:AAQKA{adj=DFFU;fl=I;ec=I;o=2;c=0;p=AQK} | C:KAB{adj=UU;fl=U;ec=C;o=0;c=4;p=-} | C:AQAG{adj=FUU;fl=U;ec=U;o=0;c=0;p=AQ} | C:AQKABA{adj=FFUUU;fl=I;ec=U;o=0;c=0;p=AQK} | C:QAJAQA{adj=UDUFU;fl=I;ec=I;o=2;c=1;p=AQ} | C:AQAG{adj=FUU;fl=U;ec=U;o=0;c=0;p=AQ} | L:BA{adj=U;fl=L;ec=U;o=0;c=2;p=-}	33	9	4	3	7	10	18	25	6	0
545	1331	f58v.28|S01	f58v	S	A	3	7	AKJAUA AQJA AQAB AQABA AQABBA AQJAC LKA	A2 K1 J1 A1 U1 A2 | A1 Q1 J1 A2 | A1 Q1 A3 B2 | A1 Q2 A3 B2 A2 | A1 Q1 A3 B2 B1 A2 | A1 Q1 J1 A1 C1 | L1 K2 A2	ycheockhy okey okal otaly okaldy okeor sheey	F:AKJAUA{adj=DFUUU;fl=I;ec=I;o=1;c=1;p=KJ} | C:AQJA{adj=FUU;fl=I;ec=U;o=1;c=0;p=AQ} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:AQABA{adj=FUUU;fl=I;ec=U;o=0;c=0;p=AQ} | C:AQABBA{adj=FUUDU;fl=I;ec=U;o=0;c=0;p=AQ} | C:AQJAC{adj=FUUU;fl=I;ec=U;o=2;c=0;p=AQ} | L:LKA{adj=UU;fl=I;ec=C;o=1;c=0;p=-}	7	48	289	f13v.1|S01	f13v	H	A	1	0	QAAF KQAG AQKA QKAB AQAB AQKA AUAC	Q1 A1 A3 F3 | K1 Q2 A1 G1 | A1 Q2 K1 A2 | Q1 K1 A1 B1 | A1 Q2 A1 B2 | A1 Q2 K1 A2 | A1 U2 A1 C2	koair chtoiin otchy kchod otol otchy octhos	F:QAAF{adj=UDU;fl=I;ec=I;o=4;c=0;p=-} | C:KQAG{adj=DUU;fl=I;ec=I;o=0;c=1;p=-} | C:AQKA{adj=FFU;fl=F;ec=U;o=1;c=0;p=AQK} | C:QKAB{adj=FUU;fl=I;ec=U;o=2;c=2;p=QK} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:AQKA{adj=FFU;fl=F;ec=U;o=1;c=0;p=AQK} | L:AUAC{adj=UUU;fl=I;ec=I;o=2;c=0;p=-}	33	11	3	2	9	8	20	29	8	0
546	1331	f58v.28|S01	f58v	S	A	3	7	AKJAUA AQJA AQAB AQABA AQABBA AQJAC LKA	A2 K1 J1 A1 U1 A2 | A1 Q1 J1 A2 | A1 Q1 A3 B2 | A1 Q2 A3 B2 A2 | A1 Q1 A3 B2 B1 A2 | A1 Q1 J1 A1 C1 | L1 K2 A2	ycheockhy okey okal otaly okaldy okeor sheey	F:AKJAUA{adj=DFUUU;fl=I;ec=I;o=1;c=1;p=KJ} | C:AQJA{adj=FUU;fl=I;ec=U;o=1;c=0;p=AQ} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:AQABA{adj=FUUU;fl=I;ec=U;o=0;c=0;p=AQ} | C:AQABBA{adj=FUUDU;fl=I;ec=U;o=0;c=0;p=AQ} | C:AQJAC{adj=FUUU;fl=I;ec=U;o=2;c=0;p=AQ} | L:LKA{adj=UU;fl=I;ec=C;o=1;c=0;p=-}	8	48	1178	f51r.12|S01	f51r	H	A	1	0	AAKC UKA QAB KKAB AQJAC DAUJA PKABAB	A2 A1 K2 C2 | U1 K2 A2 | Q1 A1 B2 | K1 K2 A3 B2 | A1 Q1 J1 A1 C1 | D1 A1 U1 J1 A2 | P1 K1 A1 B1 A3 B2	yoees ckheey kol cheeal okeor qockhey pchodal	F:AAKC{adj=DDD;fl=I;ec=I;o=3;c=0;p=-} | C:UKA{adj=DU;fl=I;ec=I;o=1;c=1;p=-} | C:QAB{adj=UU;fl=U;ec=U;o=2;c=2;p=-} | C:KKAB{adj=UUU;fl=I;ec=I;o=0;c=4;p=-} | C:AQJAC{adj=FUUU;fl=I;ec=U;o=2;c=0;p=AQ} | C:DAUJA{adj=FUUU;fl=I;ec=I;o=1;c=0;p=DA} | L:PKABAB{adj=FUUUU;fl=I;ec=I;o=2;c=2;p=PK}	33	12	1	4	8	8	22	26	12	0
547	1331	f58v.28|S01	f58v	S	A	3	7	AKJAUA AQJA AQAB AQABA AQABBA AQJAC LKA	A2 K1 J1 A1 U1 A2 | A1 Q1 J1 A2 | A1 Q1 A3 B2 | A1 Q2 A3 B2 A2 | A1 Q1 A3 B2 B1 A2 | A1 Q1 J1 A1 C1 | L1 K2 A2	ycheockhy okey okal otaly okaldy okeor sheey	F:AKJAUA{adj=DFUUU;fl=I;ec=I;o=1;c=1;p=KJ} | C:AQJA{adj=FUU;fl=I;ec=U;o=1;c=0;p=AQ} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:AQABA{adj=FUUU;fl=I;ec=U;o=0;c=0;p=AQ} | C:AQABBA{adj=FUUDU;fl=I;ec=U;o=0;c=0;p=AQ} | C:AQJAC{adj=FUUU;fl=I;ec=U;o=2;c=0;p=AQ} | L:LKA{adj=UU;fl=I;ec=C;o=1;c=0;p=-}	9	48	293	f13v.6|S01	f13v	H	A	1	0	PABBAG ABTA LAB BA AQA LAC DAQAB	P2 A1 B2 B1 A3 G1 | A1 B2 T1 A2 | L1 A1 B2 | B1 A2 | A1 Q2 A2 | L1 A1 C1 | D1 A1 Q2 A2 B1	foldaiin olcphy shol dy oty shor qotyd	F:PABBAG{adj=UUDUU;fl=I;ec=I;o=2;c=0;p=-} | C:ABTA{adj=UUU;fl=I;ec=I;o=0;c=1;p=-} | C:LAB{adj=UU;fl=I;ec=U;o=1;c=2;p=-} | C:BA{adj=U;fl=L;ec=U;o=0;c=2;p=-} | C:AQA{adj=FU;fl=L;ec=U;o=0;c=1;p=AQ} | C:LAC{adj=UU;fl=I;ec=U;o=3;c=0;p=-} | L:DAQAB{adj=FFUU;fl=U;ec=U;o=0;c=2;p=DAQ}	33	15	4	2	5	7	22	26	13	0
548	1331	f58v.28|S01	f58v	S	A	3	7	AKJAUA AQJA AQAB AQABA AQABBA AQJAC LKA	A2 K1 J1 A1 U1 A2 | A1 Q1 J1 A2 | A1 Q1 A3 B2 | A1 Q2 A3 B2 A2 | A1 Q1 A3 B2 B1 A2 | A1 Q1 J1 A1 C1 | L1 K2 A2	ycheockhy okey okal otaly okaldy okeor sheey	F:AKJAUA{adj=DFUUU;fl=I;ec=I;o=1;c=1;p=KJ} | C:AQJA{adj=FUU;fl=I;ec=U;o=1;c=0;p=AQ} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:AQABA{adj=FUUU;fl=I;ec=U;o=0;c=0;p=AQ} | C:AQABBA{adj=FUUDU;fl=I;ec=U;o=0;c=0;p=AQ} | C:AQJAC{adj=FUUU;fl=I;ec=U;o=2;c=0;p=AQ} | L:LKA{adj=UU;fl=I;ec=C;o=1;c=0;p=-}	10	48	426	f18v.8|S01	f18v	H	A	1	0	QABAB L TAA BACAC BBA AQAC AQAB	Q2 A1 B2 A1 B2 | L1 | T1 A1 A2 | B1 A3 C1 A1 C1 | B1 B1 A2 | A2 Q2 A1 C1 | A2 Q1 A3 B3	tolol sh cphoy daror ddy ytor ykam	F:QABAB{adj=UUUU;fl=I;ec=I;o=2;c=2;p=-} | C:L{adj=-;fl=I;ec=I;o=0;c=0;p=-} | C:TAA{adj=UD;fl=I;ec=I;o=0;c=0;p=-} | C:BACAC{adj=UUUU;fl=I;ec=I;o=2;c=1;p=-} | C:BBA{adj=DU;fl=I;ec=E;o=0;c=1;p=-} | C:AQAC{adj=FUU;fl=U;ec=U;o=2;c=0;p=AQ} | L:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ}	33	13	3	5	5	7	23	29	12	0
549	1331	f58v.28|S01	f58v	S	A	3	7	AKJAUA AQJA AQAB AQABA AQABBA AQJAC LKA	A2 K1 J1 A1 U1 A2 | A1 Q1 J1 A2 | A1 Q1 A3 B2 | A1 Q2 A3 B2 A2 | A1 Q1 A3 B2 B1 A2 | A1 Q1 J1 A1 C1 | L1 K2 A2	ycheockhy okey okal otaly okaldy okeor sheey	F:AKJAUA{adj=DFUUU;fl=I;ec=I;o=1;c=1;p=KJ} | C:AQJA{adj=FUU;fl=I;ec=U;o=1;c=0;p=AQ} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:AQABA{adj=FUUU;fl=I;ec=U;o=0;c=0;p=AQ} | C:AQABBA{adj=FUUDU;fl=I;ec=U;o=0;c=0;p=AQ} | C:AQJAC{adj=FUUU;fl=I;ec=U;o=2;c=0;p=AQ} | L:LKA{adj=UU;fl=I;ec=C;o=1;c=0;p=-}	11	48	269	f10v.6|S01	f10v	H	A	1	0	LAG KAC LUA DAQA DAQAG DAQAB KACAG	L1 A1 G1 | K1 A1 C1 | L1 U2 A2 | D1 A1 Q2 A2 | D1 A1 Q2 A1 G1 | D1 A1 Q1 A1 B2 | K1 A1 C1 A3 G1	shoiin chor shcthy qoty qotoiin qokol choraiin	F:LAG{adj=UU;fl=I;ec=U;o=1;c=0;p=-} | C:KAC{adj=UU;fl=I;ec=C;o=2;c=2;p=-} | C:LUA{adj=UU;fl=I;ec=C;o=0;c=1;p=-} | C:DAQA{adj=FFU;fl=L;ec=U;o=0;c=1;p=DAQ} | C:DAQAG{adj=FFUU;fl=U;ec=U;o=0;c=0;p=DAQ} | C:DAQAB{adj=FFUU;fl=U;ec=U;o=0;c=2;p=DAQ} | L:KACAG{adj=UUUU;fl=I;ec=I;o=0;c=2;p=-}	33	12	4	4	4	9	26	30	9	0
550	1331	f58v.28|S01	f58v	S	A	3	7	AKJAUA AQJA AQAB AQABA AQABBA AQJAC LKA	A2 K1 J1 A1 U1 A2 | A1 Q1 J1 A2 | A1 Q1 A3 B2 | A1 Q2 A3 B2 A2 | A1 Q1 A3 B2 B1 A2 | A1 Q1 J1 A1 C1 | L1 K2 A2	ycheockhy okey okal otaly okaldy okeor sheey	F:AKJAUA{adj=DFUUU;fl=I;ec=I;o=1;c=1;p=KJ} | C:AQJA{adj=FUU;fl=I;ec=U;o=1;c=0;p=AQ} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:AQABA{adj=FUUU;fl=I;ec=U;o=0;c=0;p=AQ} | C:AQABBA{adj=FUUDU;fl=I;ec=U;o=0;c=0;p=AQ} | C:AQJAC{adj=FUUU;fl=I;ec=U;o=2;c=0;p=AQ} | L:LKA{adj=UU;fl=I;ec=C;o=1;c=0;p=-}	12	48	718	f32v.5|S01	f32v	H	A	1	0	KAQKA BAG LA KAC DA QAG BAF	K1 A1 Q1 K1 A2 | B1 A3 G1 | L1 A2 | K1 A1 C1 | D1 A1 | Q1 A3 G1 | B1 A3 F1	chokchy daiin shy chor qo kaiin dain	F:KAQKA{adj=UFFU;fl=I;ec=U;o=1;c=2;p=AQK} | C:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-} | C:LA{adj=U;fl=F;ec=U;o=2;c=1;p=-} | C:KAC{adj=UU;fl=I;ec=C;o=2;c=2;p=-} | C:DA{adj=F;fl=I;ec=U;o=0;c=1;p=DA} | C:QAG{adj=UU;fl=I;ec=U;o=2;c=0;p=-} | L:BAF{adj=UU;fl=U;ec=U;o=2;c=1;p=-}	33	14	3	3	6	7	26	30	13	0
551	1331	f58v.28|S01	f58v	S	A	3	7	AKJAUA AQJA AQAB AQABA AQABBA AQJAC LKA	A2 K1 J1 A1 U1 A2 | A1 Q1 J1 A2 | A1 Q1 A3 B2 | A1 Q2 A3 B2 A2 | A1 Q1 A3 B2 B1 A2 | A1 Q1 J1 A1 C1 | L1 K2 A2	ycheockhy okey okal otaly okaldy okeor sheey	F:AKJAUA{adj=DFUUU;fl=I;ec=I;o=1;c=1;p=KJ} | C:AQJA{adj=FUU;fl=I;ec=U;o=1;c=0;p=AQ} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:AQABA{adj=FUUU;fl=I;ec=U;o=0;c=0;p=AQ} | C:AQABBA{adj=FUUDU;fl=I;ec=U;o=0;c=0;p=AQ} | C:AQJAC{adj=FUUU;fl=I;ec=U;o=2;c=0;p=AQ} | L:LKA{adj=UU;fl=I;ec=C;o=1;c=0;p=-}	13	48	2844	f88r.30|S01	f88r	P	A	1	0	AQMA KJAC KJAQJA KJAB DAQJAC KJQKA APAB	A2 Q1 M1 A2 | K1 J1 A1 C1 | K1 J1 A1 Q2 J1 A2 | K1 J1 A1 B2 | D1 A1 Q1 J1 A1 C1 | K1 J1 Q2 K1 A2 | A1 P2 A3 B2	ykeeey cheor cheotey cheol qokeor chetchy ofal	F:AQMA{adj=FUU;fl=I;ec=U;o=1;c=0;p=AQ} | C:KJAC{adj=FUU;fl=I;ec=C;o=2;c=2;p=KJ} | C:KJAQJA{adj=FUFUU;fl=I;ec=I;o=1;c=2;p=AQ} | C:KJAB{adj=FUU;fl=I;ec=U;o=0;c=4;p=KJ} | C:DAQJAC{adj=FFUUU;fl=I;ec=U;o=2;c=0;p=DAQ} | C:KJQKA{adj=FUFU;fl=I;ec=I;o=1;c=2;p=KJ} | L:APAB{adj=UUU;fl=I;ec=I;o=0;c=3;p=-}	33	9	1	5	6	12	26	31	9	0
552	1331	f58v.28|S01	f58v	S	A	3	7	AKJAUA AQJA AQAB AQABA AQABBA AQJAC LKA	A2 K1 J1 A1 U1 A2 | A1 Q1 J1 A2 | A1 Q1 A3 B2 | A1 Q2 A3 B2 A2 | A1 Q1 A3 B2 B1 A2 | A1 Q1 J1 A1 C1 | L1 K2 A2	ycheockhy okey okal otaly okaldy okeor sheey	F:AKJAUA{adj=DFUUU;fl=I;ec=I;o=1;c=1;p=KJ} | C:AQJA{adj=FUU;fl=I;ec=U;o=1;c=0;p=AQ} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:AQABA{adj=FUUU;fl=I;ec=U;o=0;c=0;p=AQ} | C:AQABBA{adj=FUUDU;fl=I;ec=U;o=0;c=0;p=AQ} | C:AQJAC{adj=FUUU;fl=I;ec=U;o=2;c=0;p=AQ} | L:LKA{adj=UU;fl=I;ec=C;o=1;c=0;p=-}	14	48	560	f25r.5|S01	f25r	H	A	1	0	DAQKJAG BKAF UAF BAG BAG UAF DAQAG	D1 A1 Q2 K1 J1 A3 G1 | B1 K1 A3 F1 | U2 A3 F1 | B1 A3 G1 | B1 A3 G1 | U2 A3 F1 | D1 A1 Q2 A3 G1	qotcheaiin dchain cthain daiin daiin cthain qotaiin	F:DAQKJAG{adj=FFFFUU;fl=I;ec=I;o=0;c=0;p=DAQKJ} | C:BKAF{adj=UUU;fl=I;ec=I;o=3;c=0;p=-} | C:UAF{adj=UU;fl=I;ec=I;o=2;c=2;p=-} | C:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-} | C:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-} | C:UAF{adj=UU;fl=I;ec=I;o=2;c=2;p=-} | L:DAQAG{adj=FFUU;fl=U;ec=U;o=0;c=0;p=DAQ}	33	14	4	4	6	5	28	32	16	0
