record_order	segment_id	locus	page	section	currier	hand	code	kind	grammar_scope	segment_index	segment_count	physical_line_segment_position	starts_after_drawing	ends_before_drawing	group_count	symbol_count	family_expression	zl_sta_expression	it_sta_expression	rf_sta_expression	zl_basic_eva_lossy_expression	it_basic_eva_lossy_expression	rf_basic_eva_lossy_expression	member_exact_agreement_groups	member_exact_agreement_rate	lossy_eva_exact_agreement_groups	lossy_eva_exact_agreement_rate	internal_boundaries	unanimous_internal_boundaries	boundary_consensus_rate	favored_transitions	disfavored_transitions	unresolved_transitions	transition_opportunities	resolved_transition_rate	resolved_tendency_slots	tendency_opportunities	tendency_resolution_rate	opening_feature_groups	closing_feature_groups	favored_path_groups	formal_resolved_units	formal_opportunities	formal_resolution_rate	transcription_consensus_status	formal_expression	packet_eligible	packet_cell	packet_rank	packet_selected
773	f34v.10|S01	f34v.10	f34v	H	B	2	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	12	44	BAG KBA QJBA QKBA AQKBA KJUA KBA QAF KJAC AC AQJBA AQAB	B1 A3 G1 | K1 B1 A2 | Q2 J1 B1 A2 | Q1 K1 B1 A2 | A1 Q1 K2 B1 A2 | K1 J1 U1 A2 | K1 B1 A2 | Q1 A3 F1 | K1 J1 A3 C1 | A1 C1 | A1 Q1 J1 B1 A2 | A1 Q1 A3 B3	B1 A3 G1 | K1 B1 A2 | Q2 J1 B1 A2 | Q1 K1 B1 A2 | A1 Q1 K2 B1 A2 | K1 J1 U1 A2 | K1 B1 A2 | Q1 A3 F1 | K1 J1 A1 C1 | A1 C1 | A1 Q1 J1 B1 A2 | A1 Q1 A3 B3	B1 A1 G1 | K1 B1 A2 | Q2 J1 Ba A2 | Q1 K1 B1 A2 | A1 Q1 K2 Ba A2 | K1 J1 U1 A2 | K1 Ba A2 | Q1 A3 F1 | K1 J1 A3 C1 | A1 C1 | Aa Q1 J1 Ba A2 | A1 Q1 A3 B3	daiin chdy tedy kchdy okeedy checkhy chdy kain chear or okedy okam	daiin chdy tedy kchdy okeedy checkhy chdy kain cheor or okedy okam	doiin chdy tedy kchdy okeedy checkhy chdy kain chear or akedy okam	6	0.500000	9	0.750000	11	11	1.000000	7	0	25	32	0.218750	5	24	0.208333	5	7	6	12	56	0.214286	READING_OR_BOUNDARY_VARIANT	F:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-} | C:KBA{adj=UU;fl=I;ec=U;o=0;c=2;p=-} | C:QJBA{adj=UUU;fl=I;ec=C;o=1;c=0;p=-} | C:QKBA{adj=FUU;fl=I;ec=U;o=2;c=0;p=QK} | C:AQKBA{adj=FFUU;fl=U;ec=U;o=0;c=0;p=AQK} | C:KJUA{adj=FUU;fl=I;ec=C;o=0;c=3;p=KJ} | C:KBA{adj=UU;fl=I;ec=U;o=0;c=2;p=-} | C:QAF{adj=UU;fl=I;ec=U;o=4;c=0;p=-} | C:KJAC{adj=FUU;fl=I;ec=C;o=2;c=2;p=KJ} | C:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-} | C:AQJBA{adj=FUUU;fl=I;ec=C;o=0;c=0;p=AQ} | L:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ}	0	H|B	0	0
774	f35r.2|S01	f35r.2	f35r	H	A	1	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	4	19	DAQKAG KAQAG DAQKA BAG	D1 A1 Q1 K2 A3 G1 | K1 A1 Q1 A3 G1 | D1 A1 Q2 K1 A2 | B1 A3 G1	D1 A1 Q1 K2 A3 G1 | K1 A1 Q1 A3 G1 | D1 A1 Q2 K1 A2 | B1 A3 G1	D1 A1 Q1 K2 A3 G1 | K1 A1 Q1 A3 G1 | D1 A1 Q2 K1 A2 | B1 A3 G1	qokeeaiin chokaiin qotchy daiin	qokeeaiin chokaiin qotchy daiin	qokeeaiin chokaiin qotchy daiin	4	1.000000	4	1.000000	3	3	1.000000	7	0	8	15	0.466667	1	8	0.125000	1	2	3	8	23	0.347826	ALL_MEMBER_AND_BOUNDARY_STABLE	F:DAQKAG{adj=FFFUU;fl=I;ec=I;o=0;c=0;p=DAQK} | C:KAQAG{adj=UFUU;fl=I;ec=I;o=0;c=2;p=AQ} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | L:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-}	0	H|A	0	0
775	f35r.3|S01	f35r.3	f35r	H	A	1	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	5	20	BKAG UJA DAQKJA QAG UACA	B1 K1 A3 G1 | U2 J1 A2 | D1 A1 Q2 K1 J1 A2 | Q2 A3 G1 | U2 A1 C1 A2	B1 K1 A3 G1 | U2 J1 A2 | D1 A1 Q2 K1 J1 A2 | Q2 A3 G1 | U2 A1 C1 A2	B1 K1 A3 G1 | U2 J1 A2 | D1 A1 Q2 K1 J1 A2 | Q2 A3 G1 | U2 A1 C1 A2	dchaiin cthey qotchey taiin cthory	dchaiin cthey qotchey taiin cthory	dchaiin cthey qotchey taiin cthory	5	1.000000	5	1.000000	4	4	1.000000	4	0	11	15	0.266667	0	10	0.000000	4	2	1	4	25	0.160000	ALL_MEMBER_AND_BOUNDARY_STABLE	F:BKAG{adj=UUU;fl=I;ec=I;o=1;c=0;p=-} | C:UJA{adj=UU;fl=I;ec=U;o=1;c=1;p=-} | C:DAQKJA{adj=FFFFU;fl=I;ec=U;o=1;c=0;p=DAQKJ} | C:QAG{adj=UU;fl=I;ec=U;o=2;c=0;p=-} | L:UACA{adj=UUU;fl=I;ec=I;o=0;c=3;p=-}	1	H|A	228	0
776	f35r.4|S01	f35r.4	f35r	H	A	1	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	6	23	DAQKA LJQKA UAB KKA BAG BAFB	D1 A1 Q2 K1 A2 | L1 J1 Q2 K1 A2 | U1 A1 B2 | K1 K2 A2 | B1 A3 G1 | B1 A3 F1 B2	D1 A1 Q2 K1 A2 | L1 J1 Q2 K1 A2 | U1 A1 B2 | K1 K2 A2 | B1 A3 G1 | B1 A3 F1 B2	D1 A1 Q2 K1 A2 | L1 J1 Q2 K1 A2 | U1 A1 B2 | K1 K2 A2 | Ba A3 G1 | Ba A3 F1 B2	qotchy shetchy ckhol cheey daiin dainl	qotchy shetchy ckhol cheey daiin dainl	qotchy shetchy ckhol cheey daiin dainl	4	0.666667	6	1.000000	5	5	1.000000	5	0	12	17	0.294118	2	12	0.166667	3	5	2	7	29	0.241379	READING_OR_BOUNDARY_VARIANT	F:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:LJQKA{adj=FUFU;fl=I;ec=I;o=1;c=1;p=LJ} | C:UAB{adj=UU;fl=I;ec=U;o=0;c=4;p=-} | C:KKA{adj=UU;fl=I;ec=C;o=1;c=2;p=-} | C:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-} | L:BAFB{adj=UUU;fl=I;ec=I;o=0;c=2;p=-}	0	H|A	0	0
777	f35r.5|S01	f35r.5	f35r	H	A	1	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	6	23	AQKAC LA QKKA CKKA BAG BAFAC	A1 Q2 K1 A1 C1 | L1 A1 | Q2 K1 K2 A2 | C2 K1 K2 A2 | B1 A3 G1 | B1 A3 F1 A1 C1	A1 Q2 K1 A1 C1 | L1 A1 | Q2 K1 K2 A2 | C2 K1 K2 A2 | B1 A3 G1 | B1 A3 F1 A1 C1	A1 Q2 K1 A1 C1 | L1 A1 | Q2 K1 K2 A2 | C2 K1 K2 A2 | B1 A3 G1 | B1 A3 F1 A1 Cd	otchor sho tcheey scheey daiin dainor	otchor sho tcheey scheey daiin dainor	otchor sho tcheey scheey daiin dainor	5	0.833333	6	1.000000	5	5	1.000000	3	0	14	17	0.176471	1	12	0.083333	5	3	2	4	29	0.137931	READING_OR_BOUNDARY_VARIANT	F:AQKAC{adj=FFUU;fl=I;ec=U;o=2;c=0;p=AQK} | C:LA{adj=U;fl=F;ec=U;o=2;c=1;p=-} | C:QKKA{adj=FUU;fl=I;ec=I;o=3;c=0;p=QK} | C:CKKA{adj=UUU;fl=I;ec=I;o=3;c=0;p=-} | C:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-} | L:BAFAC{adj=UUUU;fl=I;ec=I;o=2;c=1;p=-}	0	H|A	0	0
778	f35r.6|S01	f35r.6	f35r	H	A	1	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	4	13	CKAG KAC KAE BAG	C2 K1 A3 G1 | K1 A3 C1 | K1 A3 E2 | B1 A3 G1	C2 K1 A3 G1 | K1 A3 C1 | K1 A3 E2 | B1 A3 G1	C2 K1 A3 G1 | K1 A3 C1 | K1 A3 E2 | Ba A3 G1	schaiin char chan daiin	schaiin char chan daiin	schaiin char chan daiin	3	0.750000	4	1.000000	3	3	1.000000	0	0	9	9	0.000000	1	8	0.125000	2	3	0	1	17	0.058824	READING_OR_BOUNDARY_VARIANT	F:CKAG{adj=UUU;fl=I;ec=I;o=2;c=0;p=-} | C:KAC{adj=UU;fl=I;ec=C;o=2;c=2;p=-} | C:KAE{adj=UU;fl=I;ec=I;o=0;c=4;p=-} | L:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-}	0	H|A	0	0
779	f35r.7|S01	f35r.7	f35r	H	A	1	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	3	13	LACAG QKAC KAQA	L1 A1 C2 A3 G1 | Q2 K1 A1 C1 | K1 A1 Q1 A2	L1 A1 C2 A3 G1 | Q2 K1 A1 C1 | K1 A1 Q1 A2	L1 A1 C2 A3 G1 | Q2 K1 A1 C1 | K1 A1 Q1 A2	shosaiin tchor choky	shosaiin tchor choky	shosaiin tchor choky	3	1.000000	3	1.000000	2	2	1.000000	2	0	8	10	0.200000	0	6	0.000000	2	1	2	2	16	0.125000	ALL_MEMBER_AND_BOUNDARY_STABLE	F:LACAG{adj=UUUU;fl=I;ec=I;o=1;c=0;p=-} | C:QKAC{adj=FUU;fl=I;ec=U;o=4;c=0;p=QK} | L:KAQA{adj=UFU;fl=I;ec=U;o=0;c=3;p=AQ}	0	H|A	0	0
780	f35r.8|S01	f35r.8	f35r	H	A	1	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	4	13	DAQKA QA QAG BAG	D1 A1 Q1 K2 A2 | Q1 A2 | Q1 A3 G1 | B1 A3 G1	D1 A1 Q2 K1 A2 | Q1 A2 | Q1 A3 G1 | B1 A3 G1	D1 A1 Q1 K2 A2 | Q1 A2 | Q1 A3 G1 | B1 A3 G1	qokeey ky kaiin daiin	qotchy ky kaiin daiin	qokeey ky kaiin daiin	3	0.750000	3	0.750000	3	2	0.666667	3	0	6	9	0.333333	1	8	0.125000	3	2	1	4	17	0.235294	READING_OR_BOUNDARY_VARIANT	F:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:QA{adj=U;fl=I;ec=U;o=2;c=2;p=-} | C:QAG{adj=UU;fl=I;ec=U;o=2;c=0;p=-} | L:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-}	0	H|A	0	0
781	f35r.10|S01	f35r.10	f35r	H	A	1	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	9	19	A AG KAG UA C KB C KAKA BAG	A1 | A3 G1 | K1 A3 G1 | U1 A2 | C1 | K1 B2 | C2 | K1 A1 K1 A2 | B1 A3 G1	A1 | A3 G1 | K1 A3 G1 | U1 A2 | C1 | K1 B2 | C2 | K1 A1 K1 A2 | B1 A3 G1	A1 | A3 G1 | K1 A3 G1 | U1 A2 | C1 | K1 B2 | C2 | K1 A1 K1 A2 | B1 A3 G1	o aiin chaiin ckhy r chl s chochy daiin	o aiin chaiin ckhy r chl s chochy daiin	o aiin chaiin ckhy r chl s chochy daiin	9	1.000000	9	1.000000	8	8	1.000000	0	1	9	10	0.100000	4	18	0.222222	4	8	0	5	28	0.178571	ALL_MEMBER_AND_BOUNDARY_STABLE	F:A{adj=-;fl=U;ec=U;o=2;c=0;p=-} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | C:KAG{adj=UU;fl=I;ec=U;o=0;c=2;p=-} | C:UA{adj=U;fl=L;ec=U;o=0;c=4;p=-} | C:C{adj=-;fl=U;ec=U;o=2;c=2;p=-} | C:KB{adj=U;fl=I;ec=C;o=0;c=4;p=-} | C:C{adj=-;fl=U;ec=U;o=2;c=2;p=-} | C:KAKA{adj=UDU;fl=I;ec=I;o=1;c=2;p=-} | L:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-}	1	H|A	194	0
782	f35r.12|S01	f35r.12	f35r	H	A	1	+P0	P	CONFIRMED_PROSE	1	2	FIRST	0	1	7	23	ABAC KA KAG KA QAG QKJA QABBA	A1 B2 A1 C1 | K1 A2 | K1 A3 G1 | K1 A2 | Q2 A3 G1 | Q1 K1 J1 A2 | Q1 A1 B2 B1 A2	A1 B2 A1 C1 | K1 A2 | K1 A3 G1 | K1 A2 | Q2 A3 G1 | Q1 K1 J1 A2 | Q1 A1 B2 B1 A2	A1 B2 A1 C1 | K1 A2 | K1 A3 G1 | K1 A2 | Q2 A3 G1 | Q1 K1 J1 A2 | Q1 A1 B2 Ba A2	olor chy chaiin chy taiin kchey koldy	olor chy chaiin chy taiin kchey koldy	olor chy chaiin chy taiin kchey koldy	6	0.857143	7	1.000000	6	6	1.000000	2	1	13	16	0.187500	2	14	0.142857	6	4	1	5	30	0.166667	READING_OR_BOUNDARY_VARIANT	F:ABAC{adj=UUU;fl=I;ec=U;o=2;c=1;p=-} | C:KA{adj=U;fl=I;ec=C;o=1;c=3;p=-} | C:KAG{adj=UU;fl=I;ec=U;o=0;c=2;p=-} | C:KA{adj=U;fl=I;ec=C;o=1;c=3;p=-} | C:QAG{adj=UU;fl=I;ec=U;o=2;c=0;p=-} | C:QKJA{adj=FFU;fl=I;ec=U;o=3;c=0;p=QKJ} | L:QABBA{adj=UUDU;fl=I;ec=I;o=2;c=0;p=-}	0	H|A	0	0
783	f35r.12|S02	f35r.12	f35r	H	A	1	+P0	P	CONFIRMED_PROSE	2	2	LAST	1	0	1	6	KJQKAG	K1 J1 Q2 K1 A3 G1	K1 J1 Q2 K1 A3 G1	K1 J1 Q2 K1 A3 G1	chetchaiin	chetchaiin	chetchaiin	1	1.000000	1	1.000000	0	0	1.000000	2	0	3	5	0.400000	0	2	0.000000	0	1	1	2	7	0.285714	ALL_MEMBER_AND_BOUNDARY_STABLE	S:KJQKAG{adj=FUFUU;fl=I;ec=I;o=0;c=2;p=KJ}	0	H|A	0	0
784	f35r.13|S01	f35r.13	f35r	H	A	1	+P0	P	CONFIRMED_PROSE	1	2	FIRST	0	1	5	23	DAQAG KAG DAQKAG BLA BABABA	D1 A1 Q1 A1 G1 | K1 A3 G1 | D1 A1 Q1 K1 A3 G1 | B2 L1 A2 | B2 A1 B1 A3 B2 A2	D1 A1 Q1 A1 G1 | K1 A3 G1 | D1 A1 Q1 K1 A3 G1 | B2 L1 A2 | B2 A1 B1 A3 B2 A2	D1 A1 Q1 A1 G1 | K1 A3 G1 | D1 A1 Q1 K1 A3 G1 | B2 L1 A2 | B2 A1 B1 A3 B2 A2	qokoiin chaiin qokchaiin lshy lodaly	qokoiin chaiin qokchaiin lshy lodaly	qokoiin chaiin qokchaiin lshy lodaly	5	1.000000	5	1.000000	4	4	1.000000	5	0	13	18	0.277778	0	10	0.000000	1	2	2	5	28	0.178571	ALL_MEMBER_AND_BOUNDARY_STABLE	F:DAQAG{adj=FFUU;fl=U;ec=U;o=0;c=0;p=DAQ} | C:KAG{adj=UU;fl=I;ec=U;o=0;c=2;p=-} | C:DAQKAG{adj=FFFUU;fl=I;ec=I;o=0;c=0;p=DAQK} | C:BLA{adj=UU;fl=I;ec=I;o=2;c=0;p=-} | L:BABABA{adj=UUUUU;fl=I;ec=I;o=0;c=1;p=-}	1	H|A	199	0
785	f35r.13|S02	f35r.13	f35r	H	A	1	+P0	P	CONFIRMED_PROSE	2	2	LAST	1	0	2	7	AQKA QAG	A1 Q2 K2 A2 | Q2 A3 G1	A1 Q2 K2 A2 | Q2 A3 G1	A1 Q2 K2 A2 | Q2 A3 G1	oteey taiin	oteey taiin	oteey taiin	2	1.000000	2	1.000000	1	1	1.000000	2	0	3	5	0.400000	1	4	0.250000	2	0	1	3	9	0.333333	ALL_MEMBER_AND_BOUNDARY_STABLE	F:AQKA{adj=FFU;fl=F;ec=U;o=1;c=0;p=AQK} | L:QAG{adj=UU;fl=I;ec=U;o=2;c=0;p=-}	0	H|A	0	0
786	f35r.14|S01	f35r.14	f35r	H	A	1	+P0	P	CONFIRMED_PROSE	1	2	FIRST	0	1	6	21	UAB KAB AG DAQKA AQKAC BAG	U2 A1 B2 | K1 A1 B2 | A3 G1 | D1 A1 Q2 K1 A2 | A1 Q2 K1 A1 C1 | B1 A3 G1	U2 A1 B2 | K1 A1 B2 | A3 G1 | D1 A1 Q2 K1 A2 | A1 Q2 K1 A1 C1 | B1 A3 G1	U2 A1 B2 | K1 A1 B2 | A3 G1 | D1 A1 Q2 K1 A2 | A1 Q2 K1 A1 C1 | B1 A3 G1	cthol chol aiin qotchy otchor daiin	cthol chol aiin qotchy otchor daiin	cthol chol aiin qotchy otchor daiin	6	1.000000	6	1.000000	5	5	1.000000	5	0	10	15	0.333333	4	12	0.333333	2	4	2	9	27	0.333333	ALL_MEMBER_AND_BOUNDARY_STABLE	F:UAB{adj=UU;fl=I;ec=U;o=0;c=4;p=-} | C:KAB{adj=UU;fl=U;ec=C;o=0;c=4;p=-} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:AQKAC{adj=FFUU;fl=I;ec=U;o=2;c=0;p=AQK} | L:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-}	1	H|A	26	0
787	f35r.14|S02	f35r.14	f35r	H	A	1	+P0	P	CONFIRMED_PROSE	2	2	LAST	1	0	2	8	LAB DAQAG	L1 A1 B2 | D1 A1 Q2 A3 G1	L1 A1 B2 | D1 A1 Q2 A3 G1	L1 A1 B2 | D1 A1 Q2 A3 G1	shol qotaiin	shol qotaiin	shol qotaiin	2	1.000000	2	1.000000	1	1	1.000000	2	0	4	6	0.333333	0	4	0.000000	1	1	1	2	10	0.200000	ALL_MEMBER_AND_BOUNDARY_STABLE	F:LAB{adj=UU;fl=I;ec=U;o=1;c=2;p=-} | L:DAQAG{adj=FFUU;fl=U;ec=U;o=0;c=0;p=DAQ}	0	H|A	0	0
788	f35r.15|S01	f35r.15	f35r	H	A	1	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	5	14	AKAC C KG BAG AQAF	A1 K1 A1 C1 | C2 | K1 G1 | B1 A3 G1 | A2 Q2 A3 F1	A1 K1 A1 C1 | C2 | K1 G1 | B1 A3 G1 | A2 Q2 A3 F1	A1 K1 A1 C1 | C2 | K1 G1 | B1 A3 G1 | A2 Q2 A3 F1	ochor s chiin daiin ytain	ochor s chiin daiin ytain	ochor s chiin daiin ytain	5	1.000000	5	1.000000	4	4	1.000000	1	2	6	9	0.333333	1	10	0.100000	3	3	1	4	19	0.210526	ALL_MEMBER_AND_BOUNDARY_STABLE	F:AKAC{adj=DUU;fl=I;ec=E;o=3;c=0;p=-} | C:C{adj=-;fl=U;ec=U;o=2;c=2;p=-} | C:KG{adj=D;fl=I;ec=I;o=0;c=2;p=-} | C:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-} | L:AQAF{adj=FUU;fl=U;ec=U;o=2;c=0;p=AQ}	1	H|A	146	0
789	f35v.1|S01	f35v.1	f35v	H	A	1	@P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	4	16	PACKAC KAUA CAAG AC	P1 A3 C1 K1 A1 C1 | K1 A1 U2 A2 | C1 A1 A3 G1 | A3 C1	P1 A3 C1 K1 A1 C1 | K1 A1 U2 A2 | C1 A1 A3 G1 | A3 C1	P1 A3 C1 K1 A1 C1 | K1 A1 U2 A2 | C2 A1 A3 G1 | A3 C1	parchor chocthy roaiin ar	parchor chocthy roaiin ar	parchor chocthy soaiin ar	3	0.750000	3	0.750000	3	3	1.000000	0	1	11	12	0.083333	0	8	0.000000	3	2	0	1	20	0.050000	READING_OR_BOUNDARY_VARIANT	F:PACKAC{adj=UUUUU;fl=I;ec=I;o=4;c=0;p=-} | C:KAUA{adj=UUU;fl=I;ec=U;o=0;c=3;p=-} | C:CAAG{adj=UDU;fl=I;ec=I;o=2;c=0;p=-} | L:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-}	0	H|A	0	0
790	f35v.2|S01	f35v.2	f35v	H	A	1	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	4	17	DAQKA AQKJA QKAC AQA	D1 A1 Q2 K1 A2 | A1 Q2 K1 J1 A2 | Q1 K1 A1 C1 | A2 Q2 A2	D1 A1 Q2 K1 A2 | A1 Q2 K1 J1 A2 | Q1 K1 A1 C1 | A2 Q2 A2	D1 A1 Q2 K1 A2 | A1 Q2 K1 J1 A2 | Q1 K1 A1 C1 | A2 Q2 A2	qotchy otchey kchor yty	qotchy otchey kchor yty	qotchy otchey kchor yty	4	1.000000	4	1.000000	3	3	1.000000	8	0	5	13	0.615385	2	8	0.250000	3	1	4	10	21	0.476190	ALL_MEMBER_AND_BOUNDARY_STABLE	F:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:AQKJA{adj=FFFU;fl=I;ec=U;o=1;c=0;p=AQKJ} | C:QKAC{adj=FUU;fl=I;ec=U;o=4;c=0;p=QK} | L:AQA{adj=FU;fl=L;ec=U;o=0;c=1;p=AQ}	0	H|A	0	0
791	f35v.3|S01	f35v.3	f35v	H	A	1	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	4	15	BKAC KAQA KAQA BAG	B1 K1 A1 C1 | K1 A1 Q2 A2 | K1 A2 Q2 A2 | B1 A3 G1	B1 K1 A1 C1 | K1 A1 Q2 A2 | K1 A2 Q2 A2 | B1 A3 G1	B1 K1 A1 C1 | K1 A1 Q2 A2 | K1 A2 Q2 A2 | B1 A3 G1	dchor choty chyty daiin	dchor choty chyty daiin	dchor choty chyty daiin	4	1.000000	4	1.000000	3	3	1.000000	2	0	9	11	0.181818	1	8	0.125000	1	3	2	3	19	0.157895	ALL_MEMBER_AND_BOUNDARY_STABLE	F:BKAC{adj=UUU;fl=I;ec=E;o=3;c=0;p=-} | C:KAQA{adj=UFU;fl=I;ec=U;o=0;c=3;p=AQ} | C:KAQA{adj=UFU;fl=I;ec=U;o=0;c=3;p=AQ} | L:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-}	0	H|A	0	0
792	f35v.4|S01	f35v.4	f35v	H	A	1	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	4	14	AQKA DAQKA BKA UA	A2 Q2 K1 A2 | D1 A1 Q2 K1 A2 | B1 K1 A2 | U2 A2	A2 Q2 K1 A2 | D1 A1 Q2 K1 A2 | B1 K1 A2 | U2 A2	A2 Q2 K1 A2 | D1 A1 Q2 K1 A2 | B1 K1 A2 | U2 A2	ytchy qotchy dchy cthy	ytchy qotchy dchy cthy	ytchy qotchy dchy cthy	4	1.000000	4	1.000000	3	3	1.000000	5	0	5	10	0.500000	3	8	0.375000	3	1	2	8	18	0.444444	ALL_MEMBER_AND_BOUNDARY_STABLE	F:AQKA{adj=FFU;fl=F;ec=U;o=1;c=0;p=AQK} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:BKA{adj=UU;fl=I;ec=U;o=2;c=0;p=-} | L:UA{adj=U;fl=L;ec=U;o=0;c=4;p=-}	0	H|A	0	0
793	f35v.5|S01	f35v.5	f35v	H	A	1	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	3	14	BKAQKA KAUA KUAC	B1 K1 A1 Q1 K1 A2 | K1 A1 U2 A2 | K1 U1 A1 C1	B1 K1 A1 Q1 K1 A2 | K1 A1 U2 A2 | K1 U1 A1 C1	B1 K1 A1 Q1 K1 A2 | K1 A1 U2 A2 | K1 U1 A1 C1	dchokchy chocthy chckhor	dchokchy chocthy chckhor	dchokchy chocthy chckhor	3	1.000000	3	1.000000	2	2	1.000000	2	0	9	11	0.181818	0	6	0.000000	2	2	1	2	17	0.117647	ALL_MEMBER_AND_BOUNDARY_STABLE	F:BKAQKA{adj=UUFFU;fl=I;ec=I;o=2;c=0;p=AQK} | C:KAUA{adj=UUU;fl=I;ec=U;o=0;c=3;p=-} | L:KUAC{adj=UUU;fl=I;ec=I;o=2;c=2;p=-}	0	H|A	0	0
794	f35v.7|S01	f35v.7	f35v	H	A	1	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	6	19	QKAQKAC LAB LA K QAB BAG	Q2 K1 A1 Q2 K1 A1 C1 | L1 A1 B2 | L1 A1 | Kb | Q1 A1 B2 | B1 A3 G1	Q2 K1 A1 Q2 K1 A1 C1 | L1 A1 B2 | L1 A1 | Kb | Q1 A1 B2 | B1 A3 G1	Q2 K1 A1 Q2 K1 A1 C1 | L1 A1 B2 | L1 A1 | Kb | Q1 A1 B2 | B1 A3 G1	tchotchor shol sho co kol daiin	tchotchor shol sho co kol daiin	tchotchor shol sho co kol daiin	6	1.000000	6	1.000000	5	5	1.000000	3	0	10	13	0.230769	1	12	0.083333	4	5	1	4	25	0.160000	ALL_MEMBER_AND_BOUNDARY_STABLE	F:QKAQKAC{adj=FUFFUU;fl=I;ec=I;o=4;c=0;p=AQK} | C:LAB{adj=UU;fl=I;ec=U;o=1;c=2;p=-} | C:LA{adj=U;fl=F;ec=U;o=2;c=1;p=-} | C:K{adj=-;fl=I;ec=I;o=0;c=1;p=-} | C:QAB{adj=UU;fl=U;ec=U;o=2;c=2;p=-} | L:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-}	1	H|A	222	0
795	f35v.8|S01	f35v.8	f35v	H	A	1	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	5	19	AAG QKAC KA KAQKA BKABB	A1 A3 G1 | Q2 K1 A1 C1 | K1 A1 | K1 A1 Q2 K1 A2 | B1 K1 A1 B2 B1	A1 A3 G1 | Q2 K1 A1 C1 | K1 A1 | K1 A1 Q2 K1 A2 | B1 K1 A1 B2 B1	A1 A3 G1 | Q2 K1 A1 C1 | K1 A1 | K1 A1 Q2 K1 A2 | B1 K1 A1 B2 B1	oaiin tchor cho chotchy dchold	oaiin tchor cho chotchy dchold	oaiin tchor cho chotchy dchold	5	1.000000	5	1.000000	4	4	1.000000	3	2	9	14	0.357143	2	10	0.200000	5	3	2	7	24	0.291667	ALL_MEMBER_AND_BOUNDARY_STABLE	F:AAG{adj=DU;fl=I;ec=E;o=1;c=0;p=-} | C:QKAC{adj=FUU;fl=I;ec=U;o=4;c=0;p=QK} | C:KA{adj=U;fl=I;ec=C;o=1;c=3;p=-} | C:KAQKA{adj=UFFU;fl=I;ec=U;o=1;c=2;p=AQK} | L:BKABB{adj=UUUD;fl=I;ec=I;o=1;c=2;p=-}	1	H|A	56	0
