pair_order	target_record_order	target_segment_id	target_page	target_section	target_currier	target_hand	target_group_count	target_family_expression	target_sta_expression	target_basic_eva_lossy	target_formal_expression	candidate_rank	candidate_pool_size	candidate_record_order	candidate_segment_id	candidate_page	candidate_section	candidate_currier	candidate_hand	same_section	candidate_family_expression	candidate_sta_expression	candidate_basic_eva_lossy	candidate_formal_expression	structure_distance	adjacency_distance	first_last_mismatches	edge_core_mismatches	opening_count_distance	closing_count_distance	family_distance	sta_member_distance	favored_path_distance	exact_structure_match
529	1326	f58v.18|S01	f58v	S	A	3	10	QAG KAB LJAB DAUA BAC AG AUJA DAQKA DAAG ACAB	Q2 A3 G1 | K1 A3 B2 | L1 J1 A3 B2 | D1 A1 U1 A2 | B1 A3 C1 | A3 G1 | A1 U1 J1 A2 | D1 A1 Q1 K2 A2 | D1 A1 A3 G1 | A3 C1 A3 B2	taiin chal sheal qockhy dar aiin ockhey qokeey qoaiin aral	F:QAG{adj=UU;fl=I;ec=U;o=2;c=0;p=-} | C:KAB{adj=UU;fl=U;ec=C;o=0;c=4;p=-} | C:LJAB{adj=FUU;fl=I;ec=C;o=0;c=3;p=LJ} | C:DAUA{adj=FUU;fl=I;ec=I;o=0;c=1;p=DA} | C:BAC{adj=UU;fl=U;ec=U;o=2;c=1;p=-} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | C:AUJA{adj=UUU;fl=I;ec=I;o=1;c=0;p=-} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:DAAG{adj=FDU;fl=I;ec=I;o=0;c=0;p=DA} | L:ACAB{adj=UUU;fl=L;ec=E;o=0;c=3;p=-}	1	10	3106	f99r.18|S01	f99r	P	A	1	0	DAQJAC KAB AQAB KKA KABA UAB BAG AQJABA BAG UA	D1 A1 Q1 J1 A1 C1 | K1 A1 B2 | A2 Q1 A1 B2 | K1 K2 A2 | K1 A1 B1 A2 | U1 A1 B2 | B1 A3 G1 | A1 Q1 J1 A1 B2 A2 | B1 A3 G1 | U1 A2	qokeor chol ykol cheey chody ckhol daiin okeoly daiin ckhy	F:DAQJAC{adj=FFUUU;fl=I;ec=U;o=2;c=0;p=DAQ} | C:KAB{adj=UU;fl=U;ec=C;o=0;c=4;p=-} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:KKA{adj=UU;fl=I;ec=C;o=1;c=2;p=-} | C:KABA{adj=UUU;fl=I;ec=U;o=0;c=2;p=-} | C:UAB{adj=UU;fl=I;ec=U;o=0;c=4;p=-} | C:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-} | C:AQJABA{adj=FUUUU;fl=I;ec=U;o=0;c=0;p=AQ} | C:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-} | L:UA{adj=U;fl=L;ec=U;o=0;c=4;p=-}	39	14	6	6	5	8	27	34	11	0
530	1326	f58v.18|S01	f58v	S	A	3	10	QAG KAB LJAB DAUA BAC AG AUJA DAQKA DAAG ACAB	Q2 A3 G1 | K1 A3 B2 | L1 J1 A3 B2 | D1 A1 U1 A2 | B1 A3 C1 | A3 G1 | A1 U1 J1 A2 | D1 A1 Q1 K2 A2 | D1 A1 A3 G1 | A3 C1 A3 B2	taiin chal sheal qockhy dar aiin ockhey qokeey qoaiin aral	F:QAG{adj=UU;fl=I;ec=U;o=2;c=0;p=-} | C:KAB{adj=UU;fl=U;ec=C;o=0;c=4;p=-} | C:LJAB{adj=FUU;fl=I;ec=C;o=0;c=3;p=LJ} | C:DAUA{adj=FUU;fl=I;ec=I;o=0;c=1;p=DA} | C:BAC{adj=UU;fl=U;ec=U;o=2;c=1;p=-} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | C:AUJA{adj=UUU;fl=I;ec=I;o=1;c=0;p=-} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:DAAG{adj=FDU;fl=I;ec=I;o=0;c=0;p=DA} | L:ACAB{adj=UUU;fl=L;ec=E;o=0;c=3;p=-}	2	10	251	f10r.2|S01	f10r	H	A	1	0	BKJA UAAC KAC KQA AC KAF AQAQKAB AQA BAG JQAB	B1 K1 J1 A2 | U2 A1 A1 C1 | K1 A3 C1 | K1 Q2 A2 | A1 C2 | K1 A3 F3 | A1 Q2 A2 Q2 K1 A1 B2 | A1 Q1 A2 | B1 A3 G1 | J1 Q2 A2 B1	dchey cthoor char chty os chair otytchol oky daiin etyd	F:BKJA{adj=UFU;fl=I;ec=U;o=2;c=0;p=KJ} | C:UAAC{adj=UDU;fl=I;ec=I;o=2;c=2;p=-} | C:KAC{adj=UU;fl=I;ec=C;o=2;c=2;p=-} | C:KQA{adj=DU;fl=I;ec=I;o=0;c=2;p=-} | C:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-} | C:KAF{adj=UU;fl=I;ec=I;o=2;c=2;p=-} | C:AQAQKAB{adj=FUFFUU;fl=I;ec=I;o=0;c=2;p=AQK} | C:AQA{adj=FU;fl=L;ec=U;o=0;c=1;p=AQ} | C:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-} | L:JQAB{adj=UUU;fl=I;ec=I;o=0;c=2;p=-}	41	14	5	4	8	10	27	33	13	0
531	1326	f58v.18|S01	f58v	S	A	3	10	QAG KAB LJAB DAUA BAC AG AUJA DAQKA DAAG ACAB	Q2 A3 G1 | K1 A3 B2 | L1 J1 A3 B2 | D1 A1 U1 A2 | B1 A3 C1 | A3 G1 | A1 U1 J1 A2 | D1 A1 Q1 K2 A2 | D1 A1 A3 G1 | A3 C1 A3 B2	taiin chal sheal qockhy dar aiin ockhey qokeey qoaiin aral	F:QAG{adj=UU;fl=I;ec=U;o=2;c=0;p=-} | C:KAB{adj=UU;fl=U;ec=C;o=0;c=4;p=-} | C:LJAB{adj=FUU;fl=I;ec=C;o=0;c=3;p=LJ} | C:DAUA{adj=FUU;fl=I;ec=I;o=0;c=1;p=DA} | C:BAC{adj=UU;fl=U;ec=U;o=2;c=1;p=-} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | C:AUJA{adj=UUU;fl=I;ec=I;o=1;c=0;p=-} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:DAAG{adj=FDU;fl=I;ec=I;o=0;c=0;p=DA} | L:ACAB{adj=UUU;fl=L;ec=E;o=0;c=3;p=-}	3	10	2842	f88r.28|S01	f88r	P	A	1	0	AQAC KJAB KAB KJA UJA C AC LJAC AC ABCA	A2 Q1 A3 C1 | K1 J1 A1 B2 | K1 A1 B2 | K1 J1 A2 | U1 J1 A2 | C2 | A1 C1 | L1 J1 A3 C1 | A3 C1 | A3 B2 C2 A2	ykar cheol chol chey ckhey s or shear ar alsy	F:AQAC{adj=FUU;fl=U;ec=U;o=2;c=0;p=AQ} | C:KJAB{adj=FUU;fl=I;ec=U;o=0;c=4;p=KJ} | C:KAB{adj=UU;fl=U;ec=C;o=0;c=4;p=-} | C:KJA{adj=FU;fl=I;ec=C;o=1;c=2;p=KJ} | C:UJA{adj=UU;fl=I;ec=U;o=1;c=1;p=-} | C:C{adj=-;fl=U;ec=U;o=2;c=2;p=-} | C:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-} | C:LJAC{adj=FUU;fl=I;ec=C;o=2;c=1;p=LJ} | C:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-} | L:ABCA{adj=UDU;fl=I;ec=I;o=0;c=2;p=-}	44	12	9	7	8	8	26	30	14	0
539	1331	f58v.28|S01	f58v	S	A	3	7	AKJAUA AQJA AQAB AQABA AQABBA AQJAC LKA	A2 K1 J1 A1 U1 A2 | A1 Q1 J1 A2 | A1 Q1 A3 B2 | A1 Q2 A3 B2 A2 | A1 Q1 A3 B2 B1 A2 | A1 Q1 J1 A1 C1 | L1 K2 A2	ycheockhy okey okal otaly okaldy okeor sheey	F:AKJAUA{adj=DFUUU;fl=I;ec=I;o=1;c=1;p=KJ} | C:AQJA{adj=FUU;fl=I;ec=U;o=1;c=0;p=AQ} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:AQABA{adj=FUUU;fl=I;ec=U;o=0;c=0;p=AQ} | C:AQABBA{adj=FUUDU;fl=I;ec=U;o=0;c=0;p=AQ} | C:AQJAC{adj=FUUU;fl=I;ec=U;o=2;c=0;p=AQ} | L:LKA{adj=UU;fl=I;ec=C;o=1;c=0;p=-}	1	48	3237	f102r1.3|S01	f102r1	P	A	1	0	PABAG LAUA DAQJAB BAH AQKAC TJABAC LABBAG	P1 A1 B2 A3 G1 | L1 A1 U2 A2 | D1 A1 Q2 J1 A1 B2 | B2 A1 H1 | A1 Q2 K2 A1 C1 | T1 J1 A1 B1 A3 C1 | L1 A1 B2 B1 A3 G1	polaiin shocthy qoteol loiiin oteeor cpheodar sholdaiin	F:PABAG{adj=UUUU;fl=I;ec=I;o=2;c=0;p=-} | C:LAUA{adj=UUU;fl=I;ec=I;o=1;c=1;p=-} | C:DAQJAB{adj=FFUUU;fl=I;ec=U;o=0;c=2;p=DAQ} | C:BAH{adj=UU;fl=I;ec=I;o=0;c=3;p=-} | C:AQKAC{adj=FFUU;fl=I;ec=U;o=2;c=0;p=AQK} | C:TJABAC{adj=UUUUU;fl=I;ec=I;o=2;c=0;p=-} | L:LABBAG{adj=UUDUU;fl=I;ec=I;o=1;c=0;p=-}	27	14	1	4	3	5	26	32	10	0
540	1331	f58v.28|S01	f58v	S	A	3	7	AKJAUA AQJA AQAB AQABA AQABBA AQJAC LKA	A2 K1 J1 A1 U1 A2 | A1 Q1 J1 A2 | A1 Q1 A3 B2 | A1 Q2 A3 B2 A2 | A1 Q1 A3 B2 B1 A2 | A1 Q1 J1 A1 C1 | L1 K2 A2	ycheockhy okey okal otaly okaldy okeor sheey	F:AKJAUA{adj=DFUUU;fl=I;ec=I;o=1;c=1;p=KJ} | C:AQJA{adj=FUU;fl=I;ec=U;o=1;c=0;p=AQ} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:AQABA{adj=FUUU;fl=I;ec=U;o=0;c=0;p=AQ} | C:AQABBA{adj=FUUDU;fl=I;ec=U;o=0;c=0;p=AQ} | C:AQJAC{adj=FUUU;fl=I;ec=U;o=2;c=0;p=AQ} | L:LKA{adj=UU;fl=I;ec=C;o=1;c=0;p=-}	2	48	231	f9r.3|S01	f9r	H	A	1	0	QAG TA DAQAB AQAG UA AQAC KJA	Q2 A1 G1 | T1 A2 | D1 A1 Q2 A1 B1 | A1 Q2 A3 G1 | U2 A2 | A1 Q1 A1 C1 | K1 J1 A2	toiin cphy qotod otaiin cthy okor chey	F:QAG{adj=UU;fl=I;ec=U;o=2;c=0;p=-} | C:TA{adj=U;fl=I;ec=I;o=0;c=1;p=-} | C:DAQAB{adj=FFUU;fl=U;ec=U;o=0;c=2;p=DAQ} | C:AQAG{adj=FUU;fl=U;ec=U;o=0;c=0;p=AQ} | C:UA{adj=U;fl=L;ec=U;o=0;c=4;p=-} | C:AQAC{adj=FUU;fl=U;ec=U;o=2;c=0;p=AQ} | L:KJA{adj=FU;fl=I;ec=C;o=1;c=2;p=KJ}	29	13	4	2	2	8	19	22	9	0
541	1331	f58v.28|S01	f58v	S	A	3	7	AKJAUA AQJA AQAB AQABA AQABBA AQJAC LKA	A2 K1 J1 A1 U1 A2 | A1 Q1 J1 A2 | A1 Q1 A3 B2 | A1 Q2 A3 B2 A2 | A1 Q1 A3 B2 B1 A2 | A1 Q1 J1 A1 C1 | L1 K2 A2	ycheockhy okey okal otaly okaldy okeor sheey	F:AKJAUA{adj=DFUUU;fl=I;ec=I;o=1;c=1;p=KJ} | C:AQJA{adj=FUU;fl=I;ec=U;o=1;c=0;p=AQ} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:AQABA{adj=FUUU;fl=I;ec=U;o=0;c=0;p=AQ} | C:AQABBA{adj=FUUDU;fl=I;ec=U;o=0;c=0;p=AQ} | C:AQJAC{adj=FUUU;fl=I;ec=U;o=2;c=0;p=AQ} | L:LKA{adj=UU;fl=I;ec=C;o=1;c=0;p=-}	3	48	3008	f93v.8|S01	f93v	H	A	1	0	BKA KABA QJAB LJAB KKABBAF AQKJA UJA	B1 K1 A1 | K1 A1 B1 A2 | Q2 J1 A1 B2 | L1 J1 A1 B2 | K1 K2 A1 B2 B1 A3 F3 | A1 Q1 K1 J1 A2 | U2 J1 A2	dcho chody teol sheol cheeoldair okchey cthey	F:BKA{adj=UU;fl=I;ec=U;o=2;c=0;p=-} | C:KABA{adj=UUU;fl=I;ec=U;o=0;c=2;p=-} | C:QJAB{adj=UUU;fl=I;ec=U;o=1;c=2;p=-} | C:LJAB{adj=FUU;fl=I;ec=C;o=0;c=3;p=LJ} | C:KKABBAF{adj=UUUDUU;fl=I;ec=I;o=2;c=2;p=-} | C:AQKJA{adj=FFFU;fl=I;ec=U;o=1;c=0;p=AQKJ} | L:UJA{adj=UU;fl=I;ec=U;o=1;c=1;p=-}	30	10	1	4	6	9	19	24	12	0
587	1396	f66r.69|S01	f66r	T	B	5	9	QALJA DAQABBA AQA AB QKKQA DAQA BACA AQKC ABA	Q2 A1 L1 J1 A1 | D1 A1 Q1 A3 B2 B1 A2 | A1 Q1 A2 | A1 B2 | Q1 K1 K2 Q1 A2 | D1 A1 Q1 A2 | B1 A3 C1 A2 | A1 Q1 K2 C2 | A1 B2 A2	tosheo qokaldy oky ol kcheeky qoky dary okees oly	F:QALJA{adj=UDFU;fl=I;ec=I;o=3;c=0;p=LJ} | C:DAQABBA{adj=FFUUDU;fl=I;ec=I;o=0;c=0;p=DAQ} | C:AQA{adj=FU;fl=L;ec=U;o=0;c=1;p=AQ} | C:AB{adj=U;fl=L;ec=U;o=0;c=4;p=-} | C:QKKQA{adj=FUDU;fl=I;ec=I;o=2;c=1;p=QK} | C:DAQA{adj=FFU;fl=L;ec=U;o=0;c=1;p=DAQ} | C:BACA{adj=UUU;fl=I;ec=I;o=0;c=2;p=-} | C:AQKC{adj=FFD;fl=I;ec=I;o=2;c=0;p=AQK} | L:ABA{adj=UU;fl=L;ec=E;o=0;c=1;p=-}	1	36	2291	f79r.29|S01	f79r	B	B	2	0	BKKA DAKJA DABA DAQAB ABAC AQKB BKAB BKA ABA	B2 K1 K2 A2 | D1 A1 K1 J1 A2 | D1 A1 B1 A2 | D1 A1 Q1 A3 B2 | A1 B2 A1 C1 | A1 Q1 K1 B1 | B1 K1 A1 B2 | B1 K1 A2 | A1 B2 A2	lcheey qochey qody qokal olor okchd dchol dchy oly	F:BKKA{adj=UUU;fl=I;ec=I;o=2;c=0;p=-} | C:DAKJA{adj=FDFU;fl=I;ec=I;o=1;c=0;p=DA} | C:DABA{adj=FUU;fl=I;ec=I;o=0;c=0;p=DA} | C:DAQAB{adj=FFUU;fl=U;ec=U;o=0;c=2;p=DAQ} | C:ABAC{adj=UUU;fl=I;ec=U;o=2;c=1;p=-} | C:AQKB{adj=FFU;fl=I;ec=I;o=0;c=1;p=AQK} | C:BKAB{adj=UUU;fl=I;ec=U;o=1;c=2;p=-} | C:BKA{adj=UU;fl=I;ec=U;o=2;c=0;p=-} | L:ABA{adj=UU;fl=L;ec=E;o=0;c=1;p=-}	29	15	3	5	3	3	27	29	15	0
588	1396	f66r.69|S01	f66r	T	B	5	9	QALJA DAQABBA AQA AB QKKQA DAQA BACA AQKC ABA	Q2 A1 L1 J1 A1 | D1 A1 Q1 A3 B2 B1 A2 | A1 Q1 A2 | A1 B2 | Q1 K1 K2 Q1 A2 | D1 A1 Q1 A2 | B1 A3 C1 A2 | A1 Q1 K2 C2 | A1 B2 A2	tosheo qokaldy oky ol kcheeky qoky dary okees oly	F:QALJA{adj=UDFU;fl=I;ec=I;o=3;c=0;p=LJ} | C:DAQABBA{adj=FFUUDU;fl=I;ec=I;o=0;c=0;p=DAQ} | C:AQA{adj=FU;fl=L;ec=U;o=0;c=1;p=AQ} | C:AB{adj=U;fl=L;ec=U;o=0;c=4;p=-} | C:QKKQA{adj=FUDU;fl=I;ec=I;o=2;c=1;p=QK} | C:DAQA{adj=FFU;fl=L;ec=U;o=0;c=1;p=DAQ} | C:BACA{adj=UUU;fl=I;ec=I;o=0;c=2;p=-} | C:AQKC{adj=FFD;fl=I;ec=I;o=2;c=0;p=AQK} | L:ABA{adj=UU;fl=L;ec=E;o=0;c=1;p=-}	2	36	3745	f112r.5|S01	f112r	S	B	3	0	AQAF AQABA AQABA AQAB AQMA AQAC AB AAF AA	A1 Q2 A3 F3 | A1 Q1 A1 B1 A2 | A1 Q2 A1 B1 A2 | A1 Q2 A3 B2 | A1 Q1 M1 A2 | A1 Q2 A3 C1 | A3 B3 | A1 A3 F1 | A1 A2	otair okody otody otal okeeey otar am oain oy	F:AQAF{adj=FUU;fl=U;ec=U;o=2;c=0;p=AQ} | C:AQABA{adj=FUUU;fl=I;ec=U;o=0;c=0;p=AQ} | C:AQABA{adj=FUUU;fl=I;ec=U;o=0;c=0;p=AQ} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:AQMA{adj=FUU;fl=I;ec=U;o=1;c=0;p=AQ} | C:AQAC{adj=FUU;fl=U;ec=U;o=2;c=0;p=AQ} | C:AB{adj=U;fl=L;ec=U;o=0;c=4;p=-} | C:AAF{adj=DU;fl=I;ec=I;o=3;c=0;p=-} | L:AA{adj=D;fl=I;ec=I;o=1;c=1;p=-}	41	18	5	5	6	7	23	27	11	0
589	1396	f66r.69|S01	f66r	T	B	5	9	QALJA DAQABBA AQA AB QKKQA DAQA BACA AQKC ABA	Q2 A1 L1 J1 A1 | D1 A1 Q1 A3 B2 B1 A2 | A1 Q1 A2 | A1 B2 | Q1 K1 K2 Q1 A2 | D1 A1 Q1 A2 | B1 A3 C1 A2 | A1 Q1 K2 C2 | A1 B2 A2	tosheo qokaldy oky ol kcheeky qoky dary okees oly	F:QALJA{adj=UDFU;fl=I;ec=I;o=3;c=0;p=LJ} | C:DAQABBA{adj=FFUUDU;fl=I;ec=I;o=0;c=0;p=DAQ} | C:AQA{adj=FU;fl=L;ec=U;o=0;c=1;p=AQ} | C:AB{adj=U;fl=L;ec=U;o=0;c=4;p=-} | C:QKKQA{adj=FUDU;fl=I;ec=I;o=2;c=1;p=QK} | C:DAQA{adj=FFU;fl=L;ec=U;o=0;c=1;p=DAQ} | C:BACA{adj=UUU;fl=I;ec=I;o=0;c=2;p=-} | C:AQKC{adj=FFD;fl=I;ec=I;o=2;c=0;p=AQK} | L:ABA{adj=UU;fl=L;ec=E;o=0;c=1;p=-}	3	36	2752	f86v5.24|S01	f86v5	T	B	2	1	AAC AG AQAF AQAB QKABA KUA AQAG ABQAC AQAG	A1 A3 C1 | A3 G1 | A2 Q1 A3 F1 | A1 Q1 A3 B2 | Q1 K1 A1 B1 A2 | K1 U1 A2 | A1 Q2 A3 G1 | A1 B2 Q1 A3 C1 | A1 Q2 A3 G1	oar aiin ykain okal kchody chckhy otaiin olkar otaiin	F:AAC{adj=DU;fl=I;ec=I;o=3;c=0;p=-} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | C:AQAF{adj=FUU;fl=U;ec=U;o=2;c=0;p=AQ} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:QKABA{adj=FUUU;fl=I;ec=I;o=2;c=0;p=QK} | C:KUA{adj=UU;fl=I;ec=C;o=0;c=3;p=-} | C:AQAG{adj=FUU;fl=U;ec=U;o=0;c=0;p=AQ} | C:ABQAC{adj=UUUU;fl=I;ec=C;o=2;c=1;p=-} | L:AQAG{adj=FUU;fl=U;ec=U;o=0;c=0;p=AQ}	43	19	5	5	2	12	25	30	17	0
623	2070	f76r.17|S01	f76r	T	B	2	12	KJA KU LJA DMA KAB BQAF LJBA DAQKBA AQAF KJBA AQKB DAQABACA	K1 J1 A2 | K1 U1 | L1 J1 A2 | D1 M1 A2 | K1 A1 B2 | B2 Q1 A3 F1 | L1 J1 B1 A2 | D1 A1 Q1 K2 B1 A2 | A1 Q1 A3 F1 | K1 J1 B1 A2 | A1 Q1 K2 B1 | D1 A1 Q1 A3 B2 A1 C1 A1	chey chckh shey qeeey chol lkain shedy qokeedy okain chedy okeed qokaloro	F:KJA{adj=FU;fl=I;ec=C;o=1;c=2;p=KJ} | C:KU{adj=U;fl=I;ec=I;o=0;c=3;p=-} | C:LJA{adj=FU;fl=I;ec=C;o=1;c=1;p=LJ} | C:DMA{adj=UU;fl=I;ec=I;o=1;c=0;p=-} | C:KAB{adj=UU;fl=U;ec=C;o=0;c=4;p=-} | C:BQAF{adj=UUU;fl=I;ec=U;o=2;c=1;p=-} | C:LJBA{adj=FUU;fl=I;ec=C;o=0;c=1;p=LJ} | C:DAQKBA{adj=FFFUU;fl=F;ec=U;o=0;c=0;p=DAQK} | C:AQAF{adj=FUU;fl=U;ec=U;o=2;c=0;p=AQ} | C:KJBA{adj=FUU;fl=L;ec=C;o=0;c=2;p=KJ} | C:AQKB{adj=FFU;fl=I;ec=I;o=0;c=1;p=AQK} | L:DAQABACA{adj=FFUUUUU;fl=I;ec=I;o=0;c=1;p=DAQ}	1	29	3562	f107r.46|S01	f107r	S	B	3	0	CAC KKA DABAG DAQAG AB KJAC AG AQAB QAG DAQAG AQAB ABQAB	C2 A3 C1 | K1 K2 A2 | D1 A1 B1 A3 G1 | D1 A1 Q1 A3 G1 | A1 B2 | K1 J1 A1 C1 | A3 G1 | A1 Q2 A3 B2 | Q2 A3 G1 | D1 A1 Q1 A3 G1 | A1 Q2 A3 B2 | A3 B2 Q1 A3 B2	sar cheey qodaiin qokaiin ol cheor aiin otal taiin qokaiin otal alkal	F:CAC{adj=UU;fl=U;ec=E;o=4;c=0;p=-} | C:KKA{adj=UU;fl=I;ec=C;o=1;c=2;p=-} | C:DABAG{adj=FUUU;fl=I;ec=C;o=0;c=0;p=DA} | C:DAQAG{adj=FFUU;fl=U;ec=U;o=0;c=0;p=DAQ} | C:AB{adj=U;fl=L;ec=U;o=0;c=4;p=-} | C:KJAC{adj=FUU;fl=I;ec=C;o=2;c=2;p=KJ} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:QAG{adj=UU;fl=I;ec=U;o=2;c=0;p=-} | C:DAQAG{adj=FFUU;fl=U;ec=U;o=0;c=0;p=DAQ} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | L:ABQAB{adj=UUUU;fl=I;ec=E;o=0;c=3;p=-}	53	18	8	8	6	13	35	44	22	0
624	2070	f76r.17|S01	f76r	T	B	2	12	KJA KU LJA DMA KAB BQAF LJBA DAQKBA AQAF KJBA AQKB DAQABACA	K1 J1 A2 | K1 U1 | L1 J1 A2 | D1 M1 A2 | K1 A1 B2 | B2 Q1 A3 F1 | L1 J1 B1 A2 | D1 A1 Q1 K2 B1 A2 | A1 Q1 A3 F1 | K1 J1 B1 A2 | A1 Q1 K2 B1 | D1 A1 Q1 A3 B2 A1 C1 A1	chey chckh shey qeeey chol lkain shedy qokeedy okain chedy okeed qokaloro	F:KJA{adj=FU;fl=I;ec=C;o=1;c=2;p=KJ} | C:KU{adj=U;fl=I;ec=I;o=0;c=3;p=-} | C:LJA{adj=FU;fl=I;ec=C;o=1;c=1;p=LJ} | C:DMA{adj=UU;fl=I;ec=I;o=1;c=0;p=-} | C:KAB{adj=UU;fl=U;ec=C;o=0;c=4;p=-} | C:BQAF{adj=UUU;fl=I;ec=U;o=2;c=1;p=-} | C:LJBA{adj=FUU;fl=I;ec=C;o=0;c=1;p=LJ} | C:DAQKBA{adj=FFFUU;fl=F;ec=U;o=0;c=0;p=DAQK} | C:AQAF{adj=FUU;fl=U;ec=U;o=2;c=0;p=AQ} | C:KJBA{adj=FUU;fl=L;ec=C;o=0;c=2;p=KJ} | C:AQKB{adj=FFU;fl=I;ec=I;o=0;c=1;p=AQK} | L:DAQABACA{adj=FFUUUUU;fl=I;ec=I;o=0;c=1;p=DAQ}	2	29	3618	f108r.22|S01	f108r	S	B	3	0	BKJAB LAB BAB DAQAG AQAB AB LJBA DAQJA KJA BAC AG AQKAB	B1 K1 J1 A1 B2 | L1 A1 B2 | B1 A3 B2 | D1 A1 Q1 A3 G1 | A1 Q2 A3 B2 | A1 B2 | L1 J1 B1 A2 | D1 A1 Q1 J1 A2 | K1 J1 A2 | B2 A1 C1 | A3 G1 | A1 Q1 K2 A3 B3	dcheol shol dal qokaiin otal ol shedy qokey chey lor aiin okeeam	F:BKJAB{adj=UFUU;fl=I;ec=I;o=1;c=2;p=KJ} | C:LAB{adj=UU;fl=I;ec=U;o=1;c=2;p=-} | C:BAB{adj=UU;fl=L;ec=U;o=0;c=3;p=-} | C:DAQAG{adj=FFUU;fl=U;ec=U;o=0;c=0;p=DAQ} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:AB{adj=U;fl=L;ec=U;o=0;c=4;p=-} | C:LJBA{adj=FUU;fl=I;ec=C;o=0;c=1;p=LJ} | C:DAQJA{adj=FFUU;fl=I;ec=U;o=1;c=0;p=DAQ} | C:KJA{adj=FU;fl=I;ec=C;o=1;c=2;p=KJ} | C:BAC{adj=UU;fl=U;ec=U;o=2;c=1;p=-} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | L:AQKAB{adj=FFUU;fl=I;ec=U;o=0;c=2;p=AQK}	56	17	8	9	9	13	32	40	17	0
