page	locus	source_locus	old_locus	unit	normalized_code	unit_description	local_comment	object_tags	context_class	local_relation_tags	unit_relation_tags	relation_scope	certainty	source_path
f71v	f71v.10	f71v.10	f71v.S1.9	S1	&Lz	Labels in star/nymph band 1 (outer).	Label at 08:00. Grove's #10. Kluge's 14A. Star/nymph at 07:15?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f71v	f71v.11	f71v.11	f71v.S1.10	S1	&Lz	Labels in star/nymph band 1 (outer).	Label at 09:30. Grove's #1. Kluge's 15A. Star/nymph at 09:00?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f71v	f71v.13	f71v.13	f71v.S2.1	S2	@Lz	Labels in star/nymph band 2 (inner).	Label at 11:15. Grove's #2. Kluge's 01A. Star/nymph at 10:30? &Cf; chould be a @C ligd to a NON-platf gallows @f. &Iz; = an @i with a lig stroke that touches the leg of a NON-platf gallows @z. &Ip; = an @i with a lig stroke that touches the leg of a NON-platf gallows @p. &I-z; = an @i with a longer lig stroke that touches the leg of a NON-platf gallows @z.	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING	REL_OVERLAP_OR_CONTACT		EXACT_LOCAL_COMMENT	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f71v	f71v.14	f71v.14	f71v.S2.2	S2	&Lz	Labels in star/nymph band 2 (inner).	Label at 01:00. Grove's #3. Kluge's 02A. Star/nymph at 00:00?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f71v	f71v.15	f71v.15	f71v.S2.3	S2	&Lz	Labels in star/nymph band 2 (inner).	Label at 03:30. Grove's #4. Kluge's 03A. Star/nymph at 03:00?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f71v	f71v.16	f71v.16	f71v.S2.4	S2	&Lz	Labels in star/nymph band 2 (inner).	Label at 06:30. Grove's #5. Kluge's 04A. Star/nymph at 05:45?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f71v	f71v.17	f71v.17	f71v.S2.5	S2	&Lz	Labels in star/nymph band 2 (inner).	Label at 09:15. Grove's #1. Kluge's 05A. Star/nymph at 08:45?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r1	f72r1.1	f72r1.1	f72r1.R1.1	R1	@Cc	Circular text, band 1 (outermost).	"Single text ring. No obvious starting place, but words seem to get smaller abruptly at 09:45, where a star almost intrudes into a word space (marked ""<!sm>""); and then and then get bigger again 10:45 (after the word space marked ""<!bg>""). Transcribed clockwise from the first of these points."	STAR_OR_SKY	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r1	f72r1.2	f72r1.2	f72r1.S1.1	S1	@Lz	Labels in star/nymph band 1 (outer).	Label at 09:45. Kluge's 06A. Grove's #1. Star/nymph at 09:30?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r1	f72r1.3	f72r1.3	f72r1.S1.2	S1	&Lz	Labels in star/nymph band 1 (outer).	Label at 10:45. Grove's #2. Kluge's 07A. Star/nymph at 10:30?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r1	f72r1.4	f72r1.4	f72r1.S1.3	S1	&Lz	Labels in star/nymph band 1 (outer).	Label at 00:15. Grove's #3. Kluge's 08A. Star/nymph at 00:00?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r1	f72r1.5	f72r1.5	f72r1.S1.4	S1	&Lz	Labels in star/nymph band 1 (outer).	Label at 01:30. Grove's #4. Kluge's 09A. Star/nymph at 01:00?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r1	f72r1.6	f72r1.6	f72r1.S1.5	S1	&Lz	Labels in star/nymph band 1 (outer).	Label at 02:30. Grove's #5. Kluge's 10A. Star/nymph at 02:00?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r1	f72r1.7	f72r1.7	f72r1.S1.6	S1	&Lz	Labels in star/nymph band 1 (outer).	Label at 03:15. Grove's #6. Kluge's 11A. Star/nymph at 03:00?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r1	f72r1.8	f72r1.8	f72r1.S1.7	S1	&Lz	Labels in star/nymph band 1 (outer).	Label at 04:30. Grove's #7. Kluge's 12A. Star/nymph at 04:00?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r1	f72r1.9	f72r1.9	f72r1.S1.8	S1	&Lz	Labels in star/nymph band 1 (outer).	Label at 06:00. Grove's #8. Kluge's 13A. Star/nymph at 05:15?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r1	f72r1.10	f72r1.10	f72r1.S1.9	S1	&Lz	Labels in star/nymph band 1 (outer).	Label at 07:30. Was <f72r1.14A;K>. Grove's #9. Star/nymph at 07:00?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r1	f72r1.11	f72r1.11	f72r1.S1.10	S1	&Lz	Labels in star/nymph band 1 (outer).	Label at 09:00. Grove's #10. Kluge's 15A. Star/nymph at 08:30?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r1	f72r1.13	f72r1.13	f72r1.S2.1	S2	@Lz	Labels on star/nymph band 2 (inner).	Label at 10:30. Grove's #1. Kluge's 01A. Star/nymph at 08:45?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING		REL_EXPLICIT_ATTACHMENT	UNIT_DESCRIPTION	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r1	f72r1.14	f72r1.14	f72r1.S2.2	S2	&Lz	Labels on star/nymph band 2 (inner).	Label at 01:00. Kluge's 02A. Grove's #2. Star/nymph at 00:15?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING		REL_EXPLICIT_ATTACHMENT	UNIT_DESCRIPTION	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r1	f72r1.15	f72r1.15	f72r1.S2.3	S2	&Lz	Labels on star/nymph band 2 (inner).	Label at 03:00. Kluge's 03A. Grove's #3. Star/nymph at 02:15?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING		REL_EXPLICIT_ATTACHMENT	UNIT_DESCRIPTION	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r1	f72r1.16	f72r1.16	f72r1.S2.4	S2	&Lz	Labels on star/nymph band 2 (inner).	Label at 06:00. Kluge's 04A. Grove's #4. Star/nymph at 05:00?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING		REL_EXPLICIT_ATTACHMENT	UNIT_DESCRIPTION	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r1	f72r1.17	f72r1.17	f72r1.S2.5	S2	&Lz	Labels on star/nymph band 2 (inner).	Label at 07:15. Kluge's 05A. Grove's #5. Star/nymph at 07:00?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING		REL_EXPLICIT_ATTACHMENT	UNIT_DESCRIPTION	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r2	f72r2.1	f72r2.1	f72r2.S0.1	S0	@Lz	Labels on stars/nymphs outside diagram.	Transcribed clockwise left to right Label at 10:45. Grove's #1. Kluge's 26A. Star/nymph at 10:30?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING		REL_EXPLICIT_ATTACHMENT	UNIT_DESCRIPTION	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r2	f72r2.2	f72r2.2	f72r2.S0.2	S0	&Lz	Labels on stars/nymphs outside diagram.	Label at 11:00. Grove's #2. Kluge's 27A. Star/nymph at 11:00?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING		REL_EXPLICIT_ATTACHMENT	UNIT_DESCRIPTION	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r2	f72r2.3	f72r2.3	f72r2.S0.3	S0	&Lz	Labels on stars/nymphs outside diagram.	Label at 11:45. Grove's #3. Kluge's 28A. Star/nymph at 00:00?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING		REL_EXPLICIT_ATTACHMENT	UNIT_DESCRIPTION	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r2	f72r2.4	f72r2.4	f72r2.S0.4	S0	&Lz	Labels on stars/nymphs outside diagram.	Label at 00:15. Grove's #4. Kluge's 29A. Star/nymph at 00:30?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING		REL_EXPLICIT_ATTACHMENT	UNIT_DESCRIPTION	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r2	f72r2.5	f72r2.5	f72r2.S0.5	S0	&Lz	Labels on stars/nymphs outside diagram.	Label at 01:00. Grove's #5. Kluge's 30A. Star/nymph at 01:00?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING		REL_EXPLICIT_ATTACHMENT	UNIT_DESCRIPTION	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r2	f72r2.6	f72r2.6	f72r2.R1.1	R1	@Cc	Circular text, band 1 (outermost).	Single text ring. Transcribed clockwise from slightly wider gap word space at 09:15, above starless nymph.	FIGURE	OBJECT_BEARING	REL_ARRAY_OR_GROUP;REL_PROXIMITY		EXACT_LOCAL_COMMENT	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r2	f72r2.7	f72r2.7	f72r2.S1.1	S1	@Lz	Labels in star/nymph band 1 (outermost band inside diagram).	Label at 10:30. Grove's #1. Kluge's 10A. Star/nymph at 10:00.	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING		REL_ENCLOSURE	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r2	f72r2.8	f72r2.8	f72r2.S1.2	S1	&Lz	Labels in star/nymph band 1 (outermost band inside diagram).	Label at 11:00. Grove's #2. Kluge's 11A. Star/nymph at 11:00?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING		REL_ENCLOSURE	UNIT_DESCRIPTION	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r2	f72r2.9	f72r2.9	f72r2.S1.3	S1	&Lz	Labels in star/nymph band 1 (outermost band inside diagram).	Label at 00:00. Grove's #3. Kluge's 12A. Star/nymph at 11:45?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING		REL_ENCLOSURE	UNIT_DESCRIPTION	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r2	f72r2.10	f72r2.10	f72r2.S1.4	S1	&Lz	Labels in star/nymph band 1 (outermost band inside diagram).	Label at 00:45. Grove's #4. Kluge's 13A. Star/nymph at 00:15?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING		REL_ENCLOSURE	UNIT_DESCRIPTION	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r2	f72r2.11	f72r2.11	f72r2.S1.5	S1	&Lz	Labels in star/nymph band 1 (outermost band inside diagram).	Label at 01:15. Grove's #5. Kluge's 14A. Star/nymph at 01:00?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING		REL_ENCLOSURE	UNIT_DESCRIPTION	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r2	f72r2.12	f72r2.12	f72r2.S1.6	S1	&Lz	Labels in star/nymph band 1 (outermost band inside diagram).	Label at 02:00. Grove's #6. Kluge's 15A. Star/nymph at 02:00?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING		REL_ENCLOSURE	UNIT_DESCRIPTION	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r2	f72r2.13	f72r2.13	f72r2.S1.7	S1	&Lz	Labels in star/nymph band 1 (outermost band inside diagram).	Label at 03:00. Grove's #7. Kluge's 16A. Star/nymph at 03:00?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING		REL_ENCLOSURE	UNIT_DESCRIPTION	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r2	f72r2.14	f72r2.14	f72r2.S1.8	S1	&Lz	Labels in star/nymph band 1 (outermost band inside diagram).	Label at 04:00. Grove's #8. Kluge's 17A. Star/nymph at 04:00?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING		REL_ENCLOSURE	UNIT_DESCRIPTION	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r2	f72r2.15	f72r2.15	f72r2.S1.9	S1	&Lz	Labels in star/nymph band 1 (outermost band inside diagram).	Label at 05:15. Grove's #9. Kluge's 18A. Star/nymph at 05:00?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING		REL_ENCLOSURE	UNIT_DESCRIPTION	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r2	f72r2.16	f72r2.16	f72r2.S1.10	S1	&Lz	Labels in star/nymph band 1 (outermost band inside diagram).	Label at 06:15. Grove's #10. Kluge's 19A. Star/nymph at 06:00?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING		REL_ENCLOSURE	UNIT_DESCRIPTION	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r2	f72r2.17	f72r2.17	f72r2.S1.11	S1	&Lz	Labels in star/nymph band 1 (outermost band inside diagram).	Label at 06:45. Grove's #11. Kluge's 20A. Star/nymph at 06:30? &an; = @a and @n run together. &A~; = @a with an @s-plume. &er; = an @e glued to an @r at the top.	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING		REL_ENCLOSURE	UNIT_DESCRIPTION	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r2	f72r2.18	f72r2.18	f72r2.S1.12	S1	&Lz	Labels in star/nymph band 1 (outermost band inside diagram).	Label at 07:15. Grove's #12. Kluge's 21A. Star/nymph at 07:30?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING		REL_ENCLOSURE	UNIT_DESCRIPTION	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r2	f72r2.19	f72r2.19	f72r2.S1.13	S1	&Lz	Labels in star/nymph band 1 (outermost band inside diagram).	Label at 08:00. Grove's #13. Kluge's 22A. Star/nymph at 08:00?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING		REL_ENCLOSURE	UNIT_DESCRIPTION	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r2	f72r2.33	f72r2.33		S1		Labels in star/nymph band 1 (outermost band inside diagram).	Label at 08:45 (missing). Grove's #14. Star/nymph at 08:30. The nymph at 08:30 is not labeled.	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING		REL_ENCLOSURE	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r2	f72r2.20	f72r2.20	f72r2.S1.15	S1	&Lz	Labels in star/nymph band 1 (outermost band inside diagram).	Label at 09:00. Grove's #15. Kluge's 24A. Star/nymph at 09:00?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING		REL_ENCLOSURE	UNIT_DESCRIPTION	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r2	f72r2.21	f72r2.21	f72r2.S1.16	S1	&Lz	Labels in star/nymph band 1 (outermost band inside diagram).	Label at 09:30. Grove's #16. Kluge's 25A. Star/nymph at 09:30?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING		REL_ENCLOSURE	UNIT_DESCRIPTION	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r2	f72r2.22	f72r2.22	f72r2.R2.1	R2	@Cc	Circular text, band 2 (middle).	"Single text ring. &Cs; = a @C ligd to the top of an @s. Maybe mfd @'sh'. Transcribed clockwise from the radial stroke ""!"" at 10:00. There is also a wider word-gap ""{:}"" at 09:00, and the characters between it the radial stroke (two words) are smaller than the rest. The @o in @'sheocthy' is indeed @o not @y; the supposed tail of the latter is in fact a star point."	STAR_OR_SKY	OBJECT_BEARING	REL_PROXIMITY		EXACT_LOCAL_COMMENT	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r2	f72r2.23	f72r2.23	f72r2.S2.1	S2	@Lz	Labels in star/nymph band 1 (inner).	Label at 11:00. Kluge's 01A. Grove's #1. Star/nymph at 10:30.	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r2	f72r2.24	f72r2.24	f72r2.S2.2	S2	&Lz	Labels in star/nymph band 1 (inner).	Label at 00:00. Grove's #2. Kluge's 02A. Star/nymph at 11:30?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r2	f72r2.25	f72r2.25	f72r2.S2.3	S2	&Lz	Labels in star/nymph band 1 (inner).	Label at 00:45. Grove's #3. Kluge's 03A. Star/nymph at 00:30?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r2	f72r2.26	f72r2.26	f72r2.S2.4	S2	&Lz	Labels in star/nymph band 1 (inner).	Label at 01:45. Grove's #4. Kluge's 04A. Star/nymph at 02:00?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r2	f72r2.27	f72r2.27	f72r2.S2.5	S2	&Lz	Labels in star/nymph band 1 (inner).	Label at 03:30. Grove's #5. Kluge's 05A. Star/nymph at 03:30?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r2	f72r2.28	f72r2.28	f72r2.S2.6	S2	&Lz	Labels in star/nymph band 1 (inner).	Label at 05:30. Grove's #6. Kluge's 06A. Star/nymph at 05:00?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r2	f72r2.29	f72r2.29	f72r2.S2.7	S2	&Lz	Labels in star/nymph band 1 (inner).	Label at 06:30. Grove's #7. Kluge's 07A. Star/nymph at 06:30?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r2	f72r2.30	f72r2.30	f72r2.S2.8	S2	&Lz	Labels in star/nymph band 1 (inner).	Label at 07:15. Grove's #8. Kluge's 08A. Star/nymph at 08:00?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r2	f72r2.31	f72r2.31	f72r2.S2.9	S2	&Lz	Labels in star/nymph band 1 (inner).	Label at 08:45. Grove's #9. Kluge's 09A. Star/nymph at 09:00?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r3	f72r3.13	f72r3.13	f72r3.S1.1	S1	&Lz	Labels in star/nymph band 1 (outermost)	Label at 10:00. Grove's #1. Star/nymph at 10:00?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r3	f72r3.2	f72r3.2	f72r3.S1.2	S1	@Lz	Labels in star/nymph band 1 (outermost)	Label at 10:30. Grove's #2. Star/nymph at 10:30?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r3	f72r3.3	f72r3.3	f72r3.S1.3	S1	&Lz	Labels in star/nymph band 1 (outermost)	Label at 11:00. Grove's #3. Star/nymph at 11:00?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r3	f72r3.4	f72r3.4	f72r3.S1.4	S1	&Lz	Labels in star/nymph band 1 (outermost)	Label at 00:00. Grove's #4. Star/nymph at 00:00?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r3	f72r3.5	f72r3.5	f72r3.S1.5	S1	&Lz	Labels in star/nymph band 1 (outermost)	Label at 00:45. Grove's #5. Star/nymph at 01:00?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r3	f72r3.6	f72r3.6	f72r3.S1.6	S1	&Lz	Labels in star/nymph band 1 (outermost)	Label at 01:30. Grove's #6. Star/nymph at 02:00?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r3	f72r3.7	f72r3.7	f72r3.S1.7	S1	&Lz	Labels in star/nymph band 1 (outermost)	Label at 02:15. Grove's #7. Star/nymph at 02:30?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r3	f72r3.8	f72r3.8	f72r3.S1.8	S1	&Lz	Labels in star/nymph band 1 (outermost)	Label at 03:45. Grove's #8. Star/nymph at 04:00? The @y is nested under the arm of the hooked one-leg two-loop gallows &246;, AFTER the hook.	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r3	f72r3.9	f72r3.9	f72r3.S1.9	S1	&Lz	Labels in star/nymph band 1 (outermost)	Label at 05:00. Grove's #9. Star/nymph at 05:00?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r3	f72r3.10	f72r3.10	f72r3.S1.10	S1	&Lz	Labels in star/nymph band 1 (outermost)	Label at 06:15. Grove's #10. Star/nymph at 06:30?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r3	f72r3.11	f72r3.11	f72r3.S1.11	S1	&Lz	Labels in star/nymph band 1 (outermost)	Label at 07:00. Grove's #11. Star/nymph at 07:00?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r3	f72r3.12	f72r3.12	f72r3.S1.12	S1	&Lz	Labels in star/nymph band 1 (outermost)	Label at 08:00. Grove's #12. Star/nymph at 08:00?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r3	f72r3.25	f72r3.25	f72r3.S2.1	S2	&Lz	Labels in star/nymph band 2 (middle).	Label at 10:00. Grove's #1. Star/nymph at 10:00?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r3	f72r3.15	f72r3.15	f72r3.S2.2	S2	@Lz	Labels in star/nymph band 2 (middle).	Label at 11:00. Grove's #2. Star/nymph at 11:00?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r3	f72r3.16	f72r3.16	f72r3.S2.3	S2	&Lz	Labels in star/nymph band 2 (middle).	Label at 00:00. Grove's #3. Star/nymph at 00:00?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r3	f72r3.17	f72r3.17	f72r3.S2.4	S2	&Lz	Labels in star/nymph band 2 (middle).	Label at 01:00. Grove's #4. Star/nymph at 01:00?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r3	f72r3.18	f72r3.18	f72r3.S2.5	S2	&Lz	Labels in star/nymph band 2 (middle).	Label at 01:45. Grove's #5. Star/nymph at 01:30?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r3	f72r3.19	f72r3.19	f72r3.S2.6	S2	&Lz	Labels in star/nymph band 2 (middle).	Label at 02:30. Grove's #6. Star/nymph at 02:30?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r3	f72r3.20	f72r3.20	f72r3.S2.7	S2	&Lz	Labels in star/nymph band 2 (middle).	Label at 03:15. Grove's #7. Star/nymph at 03:30?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r3	f72r3.21	f72r3.21	f72r3.S2.8	S2	&Lz	Labels in star/nymph band 2 (middle).	Label at 05:00. Grove's #8. Star/nymph at 05:00?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r3	f72r3.22	f72r3.22	f72r3.S2.9	S2	&Lz	Labels in star/nymph band 2 (middle).	Label at 06:30. Grove's #9. Star/nymph at 06:30?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f72r3	f72r3.23	f72r3.23	f72r3.S2.10	S2	&Lz	Labels in star/nymph band 2 (middle).	Label at 08:00. Grove's #10. Star/nymph at 08:00?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
