feature_id	namespace	value	first_count	last_count	total_count	full_log_likelihood_ratio	positive_folds	negative_folds	zero_folds	minimum_fold_coefficient	maximum_fold_coefficient	mean_fold_coefficient	structural_label	family_member_examples
S2:AF	S2	AF	213	121	334	0.5637225698880761	102	0	0	0.5124978649583527	0.5971984990844659	0.5636556397811051	OPEN_EDGE_ASSOCIATED	A1=o;A2=y;A3=a;A4=u;F1=in;F2=ii;F3=ir
S2:AG	S2	AG	426	294	720	0.37033336384009274	102	0	0	0.3471961999841886	0.40487496350561347	0.3703237844949536	UNRESOLVED	A1=o;A2=y;A3=a;A4=u;G1=iin;G2=iii;G3=iir
S2:AH	S2	AH	6	14	20	-0.8023464725249374	0	102	0	-0.9694005571881039	-0.6539264674066638	-0.802311148359006	CLOSE_EDGE_ASSOCIATED	A1=o;A2=y;A3=a;A4=u;H1=iiin;H2=iiiin;H3=iiir
S2:AJ	S2	AJ	1	0	1	1.09861228866811	101	0	1	0.0	1.098612288668111	1.0878415799556773	UNRESOLVED	A1=o;A2=y;A3=a;A4=u;J1=e;J2=b;Ja=c;Jb=h
S2:AK	S2	AK	2	0	2	1.6094379124341005	102	0	0	1.0986122886681091	1.6094379124341014	1.5994217237328066	UNRESOLVED	A1=o;A2=y;A3=a;A4=u;K1=ch;K2=ee;K3={ee};Ka={oh}
S2:AL	S2	AL	1	0	1	1.09861228866811	101	0	1	0.0	1.098612288668111	1.0878415799556773	UNRESOLVED	A1=o;A2=y;A3=a;A4=u;L1=sh;Lb={ch'};Lg={i'h};Lh={cr}
S2:AP	S2	AP	1	1	2	0.0	1	1	100	-1.0986122886681091	1.09861228866811	8.707631565687502e-18	UNRESOLVED	A1=o;A2=y;A3=a;A4=u;P1=p;P2=f;Pc=@171;;Pd=@167;
S2:AQ	S2	AQ	11	2	13	1.52605630349505	102	0	0	1.3350010667323398	2.0368819272610406	1.5261724800334584	UNRESOLVED	A1=o;A2=y;A3=a;A4=u;Q1=k;Q2=t;Qa=@176;;Qe=@146;
S2:AW	S2	AW	0	1	1	-1.09861228866811	0	101	1	-1.098612288668111	0.0	-1.0878415799556773	UNRESOLVED	A1=o;A2=y;A3=a;A4=u;W1={ckhh};W2={cthh};Wa={ckhhh};Wb={cthhh}
S2:B	S2	B	3	9	12	-0.9985288301111277	0	102	0	-1.3350010667323406	-0.8873031950009027	-0.9986110457373196	UNRESOLVED	B1=d;B2=l;B3=m;B4=g
S2:BA	S2	BA	398	635	1033	-0.4667045923992388	0	102	0	-0.4900581042335126	-0.4526727240451882	-0.4667404789685027	UNRESOLVED	B1=d;B2=l;B3=m;B4=g;A1=o;A2=y;A3=a;A4=u
S2:BB	S2	BB	5	39	44	-1.9715525796686517	0	102	0	-2.1722232751308024	-1.8647846042429448	-1.9714838546168414	CLOSE_EDGE_ASSOCIATED	B1=d;B2=l;B3=m;B4=g
S2:BC	S2	BC	8	40	48	-1.561235810616223	0	102	0	-1.829499797210902	-1.484274769480094	-1.5613604378067187	CLOSE_EDGE_ASSOCIATED	B1=d;B2=l;B3=m;B4=g;C1=r;C2=s;Cd=@206;;Cf={c'}
S2:BJ	S2	BJ	1	1	2	0.0	1	1	100	-1.09861228866811	1.09861228866811	0.0	UNRESOLVED	B1=d;B2=l;B3=m;B4=g;J1=e;J2=b;Ja=c;Jb=h
S2:BL	S2	BL	1	0	1	1.09861228866811	101	0	1	0.0	1.098612288668111	1.0878415799556773	UNRESOLVED	B1=d;B2=l;B3=m;B4=g;L1=sh;Lb={ch'};Lg={i'h};Lh={cr}
S2:C	S2	C	13	27	40	-0.7114963192281412	0	102	0	-0.8718389693033206	-0.5959834321062978	-0.7114640707823828	CLOSE_EDGE_ASSOCIATED	C1=r;C2=s;Cd=@206;;Cf={c'}
S2:CA	S2	CA	15	129	144	-2.122840857214392	0	102	0	-2.2609911956952082	-2.091465734646637	-2.122879906605327	CLOSE_EDGE_ASSOCIATED	C1=r;C2=s;Cd=@206;;Cf={c'};A1=o;A2=y;A3=a;A4=u
S2:CB	S2	CB	0	5	5	-2.3978952727983707	0	102	0	-2.3978952727983716	-2.197224577336219	-2.3880584740012063	UNRESOLVED	C1=r;C2=s;Cd=@206;;Cf={c'};B1=d;B2=l;B3=m;B4=g
S2:CC	S2	CC	0	1	1	-1.09861228866811	0	101	1	-1.098612288668111	0.0	-1.0878415799556773	UNRESOLVED	C1=r;C2=s;Cd=@206;;Cf={c'}
S2:CG	S2	CG	0	1	1	-1.09861228866811	0	101	1	-1.098612288668111	0.0	-1.0878415799556773	UNRESOLVED	C1=r;C2=s;Cd=@206;;Cf={c'};G1=iin;G2=iii;G3=iir
S2:CJ	S2	CJ	1	0	1	1.09861228866811	101	0	1	0.0	1.098612288668111	1.0878415799556773	UNRESOLVED	C1=r;C2=s;Cd=@206;;Cf={c'};J1=e;J2=b;Ja=c;Jb=h
S2:DA	S2	DA	7	1	8	1.6094379124341005	102	0	0	1.4663370687934263	2.7080502011022096	1.6103879750143295	UNRESOLVED	D1=q;Da=q';Dc={q@207;};A1=o;A2=y;A3=a;A4=u
S2:E	S2	E	0	2	2	-1.6094379124341005	0	102	0	-1.6094379124341014	-1.0986122886681091	-1.5994217237328066	UNRESOLVED	E1=i;E2=n;Ea=I;Eb=@172;
S2:EB	S2	EB	3	12	15	-1.2729656758128876	0	102	0	-1.6094379124341005	-0.9985288301111277	-1.2725909196943619	UNRESOLVED	E1=i;E2=n;Ea=I;Eb=@172;;B1=d;B2=l;B3=m;B4=g
S2:EC	S2	EC	1	0	1	1.09861228866811	101	0	1	0.0	1.098612288668111	1.0878415799556773	UNRESOLVED	E1=i;E2=n;Ea=I;Eb=@172;;C1=r;C2=s;Cd=@206;;Cf={c'}
S2:FA	S2	FA	4	9	13	-0.7472144018302211	0	102	0	-1.2237754316221157	-0.6359887667199962	-0.7480907234524947	UNRESOLVED	F1=in;F2=ii;F3=ir;A1=o;A2=y;A3=a;A4=u
S2:FB	S2	FB	0	8	8	-2.833213344056216	0	102	0	-2.833213344056217	-2.7080502011022087	-2.8233966269617845	UNRESOLVED	F1=in;F2=ii;F3=ir;B1=d;B2=l;B3=m;B4=g
S2:FC	S2	FC	2	0	2	1.6094379124341005	102	0	0	1.0986122886681091	1.6094379124341014	1.5994217237328066	UNRESOLVED	F1=in;F2=ii;F3=ir;C1=r;C2=s;Cd=@206;;Cf={c'}
S2:GA	S2	GA	1	8	9	-1.7346010553881062	0	102	0	-2.833213344056216	-1.2992829841302607	-1.7349684916885009	UNRESOLVED	G1=iin;G2=iii;G3=iir;A1=o;A2=y;A3=a;A4=u
S2:GB	S2	GB	0	3	3	-1.9459101490553135	0	102	0	-1.9459101490553143	-1.6094379124341005	-1.9360139068017483	UNRESOLVED	G1=iin;G2=iii;G3=iir;B1=d;B2=l;B3=m;B4=g
S2:GC	S2	GC	0	1	1	-1.09861228866811	0	101	1	-1.098612288668111	0.0	-1.0878415799556773	UNRESOLVED	G1=iin;G2=iii;G3=iir;C1=r;C2=s;Cd=@206;;Cf={c'}
S2:HA	S2	HA	0	1	1	-1.09861228866811	0	101	1	-1.098612288668111	0.0	-1.0878415799556773	UNRESOLVED	H1=iiin;H2=iiiin;H3=iiir;A1=o;A2=y;A3=a;A4=u
S2:JA	S2	JA	160	65	225	0.8962437999288642	102	0	0	0.8645955889780828	0.9431273858277147	0.896248861984986	OPEN_EDGE_ASSOCIATED	J1=e;J2=b;Ja=c;Jb=h;A1=o;A2=y;A3=a;A4=u
S2:JB	S2	JB	8	10	18	-0.2113090936672073	0	101	1	-0.4795730802618863	0.0	-0.2115561895778178	UNRESOLVED	J1=e;J2=b;Ja=c;Jb=h;B1=d;B2=l;B3=m;B4=g
S2:JC	S2	JC	9	2	11	1.3350010667323406	102	0	0	1.09861228866811	1.7346010553881062	1.3350665865724989	UNRESOLVED	J1=e;J2=b;Ja=c;Jb=h;C1=r;C2=s;Cd=@206;;Cf={c'}
S2:JP	S2	JP	3	2	5	0.33647223662121295	99	0	3	0.0	0.8472978603872043	0.3365921830689418	UNRESOLVED	J1=e;J2=b;Ja=c;Jb=h;P1=p;P2=f;Pc=@171;;Pd=@167;
S2:JQ	S2	JQ	0	1	1	-1.09861228866811	0	101	1	-1.098612288668111	0.0	-1.0878415799556773	UNRESOLVED	J1=e;J2=b;Ja=c;Jb=h;Q1=k;Q2=t;Qa=@176;;Qe=@146;
S2:KA	S2	KA	286	97	383	1.077886158150993	102	0	0	1.0459685551826876	1.1127718172717445	1.077894503835837	OPEN_EDGE_ASSOCIATED	K1=ch;K2=ee;K3={ee};Ka={oh};A1=o;A2=y;A3=a;A4=u
S2:KB	S2	KB	9	14	23	-0.42285685082003344	0	102	0	-0.5340824859302584	-0.27443684570175986	-0.4226380118100052	UNRESOLVED	K1=ch;K2=ee;K3={ee};Ka={oh};B1=d;B2=l;B3=m;B4=g
S2:KC	S2	KC	31	6	37	1.5781853689299963	102	0	0	1.5125880864441825	1.9136492868370922	1.5784525250635073	OPEN_EDGE_ASSOCIATED	K1=ch;K2=ee;K3={ee};Ka={oh};C1=r;C2=s;Cd=@206;;Cf={c'}
S2:KJ	S2	KJ	1	0	1	1.09861228866811	101	0	1	0.0	1.098612288668111	1.0878415799556773	UNRESOLVED	K1=ch;K2=ee;K3={ee};Ka={oh};J1=e;J2=b;Ja=c;Jb=h
S2:KK	S2	KK	1	0	1	1.09861228866811	101	0	1	0.0	1.098612288668111	1.0878415799556773	UNRESOLVED	K1=ch;K2=ee;K3={ee};Ka={oh}
S2:L	S2	L	1	0	1	1.09861228866811	101	0	1	0.0	1.098612288668111	1.0878415799556773	UNRESOLVED	L1=sh;Lb={ch'};Lg={i'h};Lh={cr}
S2:LA	S2	LA	73	15	88	1.5564453822935906	102	0	0	1.5004867286455457	1.6231367567922628	1.556371534759827	OPEN_EDGE_ASSOCIATED	L1=sh;Lb={ch'};Lg={i'h};Lh={cr};A1=o;A2=y;A3=a;A4=u
S2:LB	S2	LB	4	4	8	0.0	4	4	94	-0.25131442828090655	0.25131442828090655	0.0	UNRESOLVED	L1=sh;Lb={ch'};Lg={i'h};Lh={cr};B1=d;B2=l;B3=m;B4=g
S2:LJ	S2	LJ	4	0	4	2.19722457733622	102	0	0	1.6094379124341014	2.19722457733622	2.1865342290865732	UNRESOLVED	L1=sh;Lb={ch'};Lg={i'h};Lh={cr};J1=e;J2=b;Ja=c;Jb=h
S2:LK	S2	LK	2	0	2	1.6094379124341005	102	0	0	1.0986122886681091	1.6094379124341014	1.5994217237328066	UNRESOLVED	L1=sh;Lb={ch'};Lg={i'h};Lh={cr};K1=ch;K2=ee;K3={ee};Ka={oh}
S2:MA	S2	MA	17	5	22	1.1574527886910433	102	0	0	1.0360919316867756	1.3581234841531948	1.1573385293683693	OPEN_EDGE_ASSOCIATED	M1=eee;M2=eeb;M3={eee};M4=e{ee};A1=o;A2=y;A3=a;A4=u
S2:MB	S2	MB	0	2	2	-1.6094379124341005	0	102	0	-1.6094379124341014	-1.0986122886681091	-1.5994217237328066	UNRESOLVED	M1=eee;M2=eeb;M3={eee};M4=e{ee};B1=d;B2=l;B3=m;B4=g
S2:MC	S2	MC	2	2	4	0.0	2	2	98	-0.5108256237659914	0.5108256237659914	0.0	UNRESOLVED	M1=eee;M2=eeb;M3={eee};M4=e{ee};C1=r;C2=s;Cd=@206;;Cf={c'}
S2:NC	S2	NC	1	0	1	1.09861228866811	101	0	1	0.0	1.098612288668111	1.0878415799556773	UNRESOLVED	N1=eeee;N2=eeeb;Na={eeee};Nb=e{eee};C1=r;C2=s;Cd=@206;;Cf={c'}
S2:PA	S2	PA	2	10	12	-1.435084525289323	0	102	0	-1.9459101490553135	-1.3350010667323398	-1.4352886102105202	UNRESOLVED	P1=p;P2=f;Pc=@171;;Pd=@167;;A1=o;A2=y;A3=a;A4=u
S2:QA	S2	QA	49	128	177	-0.9539562347606294	0	102	0	-0.9951991932946793	-0.8979415932059585	-0.9539369583466349	CLOSE_EDGE_ASSOCIATED	Q1=k;Q2=t;Qa=@176;;Qe=@146;;A1=o;A2=y;A3=a;A4=u
S2:QB	S2	QB	3	1	4	0.8472978603872034	102	0	0	0.5108256237659905	1.6094379124341005	0.848172326846071	UNRESOLVED	Q1=k;Q2=t;Qa=@176;;Qe=@146;;B1=d;B2=l;B3=m;B4=g
S2:QF	S2	QF	0	1	1	-1.09861228866811	0	101	1	-1.098612288668111	0.0	-1.0878415799556773	UNRESOLVED	Q1=k;Q2=t;Qa=@176;;Qe=@146;;F1=in;F2=ii;F3=ir
S2:QG	S2	QG	2	0	2	1.6094379124341005	102	0	0	1.0986122886681091	1.6094379124341014	1.5994217237328066	UNRESOLVED	Q1=k;Q2=t;Qa=@176;;Qe=@146;;G1=iin;G2=iii;G3=iir
S2:QK	S2	QK	1	1	2	0.0	1	1	100	-1.098612288668111	1.09861228866811	-8.707631565687502e-18	UNRESOLVED	Q1=k;Q2=t;Qa=@176;;Qe=@146;;K1=ch;K2=ee;K3={ee};Ka={oh}
S2:QL	S2	QL	1	0	1	1.09861228866811	101	0	1	0.0	1.098612288668111	1.0878415799556773	UNRESOLVED	Q1=k;Q2=t;Qa=@176;;Qe=@146;;L1=sh;Lb={ch'};Lg={i'h};Lh={cr}
S2:QM	S2	QM	1	0	1	1.09861228866811	101	0	1	0.0	1.098612288668111	1.0878415799556773	UNRESOLVED	Q1=k;Q2=t;Qa=@176;;Qe=@146;;M1=eee;M2=eeb;M3={eee};M4=e{ee}
S2:TA	S2	TA	3	8	11	-0.8873031950009027	0	102	0	-1.2237754316221165	-0.7621400520468962	-0.887382720160036	UNRESOLVED	T1=cph;T2=cfh;T3={iph};T4={ifh};A1=o;A2=y;A3=a;A4=u
S2:U	S2	U	0	2	2	-1.6094379124341005	0	102	0	-1.6094379124341014	-1.0986122886681091	-1.5994217237328066	UNRESOLVED	U1=ckh;U2=cth;U3={ikh};U4={ith}
S2:UA	S2	UA	20	59	79	-1.0655514264072221	0	102	0	-1.1512560221535315	-1.0138157520080324	-1.065515615670482	CLOSE_EDGE_ASSOCIATED	U1=ckh;U2=cth;U3={ikh};U4={ith};A1=o;A2=y;A3=a;A4=u
S2:UB	S2	UB	0	2	2	-1.6094379124341005	0	102	0	-1.6094379124341014	-1.09861228866811	-1.5994217237328066	UNRESOLVED	U1=ckh;U2=cth;U3={ikh};U4={ith};B1=d;B2=l;B3=m;B4=g
S2:UC	S2	UC	1	4	5	-1.09861228866811	0	102	0	-2.19722457733622	-0.8472978603872034	-1.0995275296048204	UNRESOLVED	U1=ckh;U2=cth;U3={ikh};U4={ith};C1=r;C2=s;Cd=@206;;Cf={c'}
S2:VA	S2	VA	0	1	1	-1.09861228866811	0	101	1	-1.098612288668111	0.0	-1.0878415799556773	UNRESOLVED	V1={cphh};V2={cfhh};Va={iphh};Vb={ifhh};A1=o;A2=y;A3=a;A4=u
S2:WA	S2	WA	1	3	4	-0.8472978603872034	0	102	0	-1.9459101490553135	-0.5108256237659905	-0.848172326846071	UNRESOLVED	W1={ckhh};W2={cthh};Wa={ckhhh};Wb={cthhh};A1=o;A2=y;A3=a;A4=u
S2:XA	S2	XA	0	3	3	-1.9459101490553135	0	102	0	-1.9459101490553143	-1.6094379124340996	-1.9360139068017483	UNRESOLVED	X1=x;X2=v;Xb=@140;;Xc=@223;;A1=o;A2=y;A3=a;A4=u
LEN:1	LEN	1	47	57	104	-0.19105523676270897	0	102	0	-0.25629575863111054	-0.13747099062860313	-0.19109608651849255	UNRESOLVED	
LEN:2	LEN	2	104	362	466	-1.2438374028898638	0	102	0	-1.2801043140996886	-1.2054210305023005	-1.2438271834053938	CLOSE_EDGE_ASSOCIATED	
LEN:3	LEN	3	709	728	1437	-0.02642712903516231	0	102	0	-0.049939049355075316	-0.008589888179018068	-0.026439934258879264	UNRESOLVED	
LEN:4	LEN	4	631	731	1362	-0.14699927866963325	0	102	0	-0.1637834357950434	-0.1196346431156956	-0.1469835765137994	UNRESOLVED	
LEN:5	LEN	5	774	559	1333	0.3251741321049435	102	0	0	0.31319999764824824	0.3443411296831238	0.32518790266144915	UNRESOLVED	
LEN:6	LEN	6	401	297	698	0.2997933084011317	102	0	0	0.2668789448220177	0.32493750492010864	0.2997897033335402	UNRESOLVED	
LEN:7	LEN	7	153	102	255	0.4038377684487888	102	0	0	0.36696662997528007	0.47198579044972666	0.4038400110640926	UNRESOLVED	
LEN:8+	LEN	8+	54	37	91	0.3738597686928333	102	0	0	0.29763240330494867	0.46813621507094005	0.37389434265707805	UNRESOLVED	
