root_tuple	atom_count	structural_class	hybrid95_status	present_all_readings	ZL3b_count	ZL3b_prose_count	ZL3b_pages	ZL3b_sections	ZL3b_dominant_role_pattern	ZL3b_role_patterns	ZL3b_kind_counts	ZL3b_top_surfaces	ZL3b_line_start_share	ZL3b_line_end_share	IT2a_count	IT2a_prose_count	IT2a_pages	IT2a_sections	IT2a_dominant_role_pattern	IT2a_role_patterns	IT2a_kind_counts	IT2a_top_surfaces	IT2a_line_start_share	IT2a_line_end_share	RF1b_count	RF1b_prose_count	RF1b_pages	RF1b_sections	RF1b_dominant_role_pattern	RF1b_role_patterns	RF1b_kind_counts	RF1b_top_surfaces	RF1b_line_start_share	RF1b_line_end_share
H+ood	2	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	1	1	1	BOUND_E+BARE	BOUND_E+BARE:1	P:1	sheoody:1	0.0	0.0										
H+ook	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	BOUND_E+BARE	BOUND_E+BARE:1	P:1	cheooky:1	0.0	0.0	1	1	1	1	BOUND_E+BARE	BOUND_E+BARE:1	P:1	cheooky:1	0.0	0.0	1	1	1	1	BOUND_E+BARE	BOUND_E+BARE:1	P:1	cheooky:1	0.0	0.0
H+or	2	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	239	218	118	8	BOUND_E+BARE	BOUND_E+BARE:189;FREE_L+BARE:10;BOUND_D+BARE:9;FREE_R+BARE:6;BOUND_E+REL_I:3;BOUND_E+Q_FREE_R:1	P:223;C:14;R:1;L:1	cheor:93;sheor:47;cheeor:16;ycheor:8;sheeor:6;kcheor:5;cholor:5;pcheor:5	0.1926605504587156	0.05504587155963303	251	233	123	8	BOUND_E+BARE	BOUND_E+BARE:207;FREE_L+BARE:9;BOUND_D+BARE:9;FREE_R+BARE:6;BOUND_E+REL_I:1;BOUND_E+FREE_A:1	P:237;C:13;L:1	cheor:100;sheor:51;cheeor:14;ycheor:9;sheeor:9;cholor:5;pcheor:5;ysheor:4	0.19313304721030042	0.03862660944206009	223	201	113	8	BOUND_E+BARE	BOUND_E+BARE:175;FREE_L+BARE:8;BOUND_D+BARE:7;FREE_R+BARE:5;BOUND_E+REL_I:4;BOUND_E+FREE_L:1;BOUND_E+Q_FREE_R:1	P:206;C:15;R:1;L:1	cheor:87;sheor:41;cheeor:15;ycheor:8;sheeor:8;ysheor:4;kcheor:4;cholor:4	0.19402985074626866	0.05472636815920398
H+or+H	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0																					2	2	2	1	BOUND_E+BARE+BOUND_E	BOUND_E+BARE+BOUND_E:2	P:2	cheorchey:1;scheorchey:1	0.0	0.0
H+or+H+H+ol	5	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0																					1	1	1	1	BOUND_E+BARE+BOUND_E+BOUND_E+BARE	BOUND_E+BARE+BOUND_E+BOUND_E+BARE:1	P:1	cheorchepcheol:1	0.0	1.0
H+or+Ho	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	1	1	1	1	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:1	P:1	tcheorsho:1	1.0	0.0	1	1	1	1	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:1	P:1	tcheorsho:1	1.0	0.0	1	1	1	1	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:1	P:1	tcheorsho:1	1.0	0.0
H+or+d	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0	1	1	1	1	FREE_L+BARE+REL_I	FREE_L+BARE+REL_I:1	P:1	sholfordaiin:1	0.0	0.0																				
H+or+o	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0											1	1	1	1	FREE_L+BARE+BARE	FREE_L+BARE+BARE:1	P:1	choloro:1	0.0	0.0										
H+or+ol	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	2	1	2	2	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:1	L:1;P:1	cheorol:2	0.0	0.0	2	1	2	2	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:1	L:1;P:1	cheorol:2	0.0	0.0	2	1	2	2	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:1	L:1;P:1	cheorol:2	0.0	0.0
H+or+or	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	1	1	1	1	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:1	P:1	cheeorfor:1	0.0	0.0	1	1	1	1	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:1	P:1	cheeorfor:1	0.0	0.0	1	1	1	1	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:1	P:1	cheeorfor:1	0.0	0.0
H+os	2	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	90	74	58	6	BOUND_E+BARE	BOUND_E+BARE:68;BOUND_D+BARE:2;BOUND_E+REL_I:2;FREE_L+BARE:1;FREE_R+BARE:1	P:80;C:5;R:3;L:2	cheos:37;sheos:13;cheeos:7;sheeos:3;pcheos:3;dcheos:3;ysheos:2;tcheos:2	0.1891891891891892	0.05405405405405406	80	66	50	6	BOUND_E+BARE	BOUND_E+BARE:63;BOUND_D+BARE:2;BOUND_E+REL_I:1	P:72;C:5;R:2;L:1	cheos:33;sheos:17;cheeos:7;tcheos:2;dcheeos:2;dcheos:2;pcheos:2;tsheos:1	0.16666666666666666	0.06060606060606061	88	72	56	7	BOUND_E+BARE	BOUND_E+BARE:66;FREE_L+BARE:2;BOUND_E+REL_I:2;FREE_R+BARE:1;BOUND_D+BARE:1	P:78;C:5;R:3;L:2	cheos:36;sheos:14;cheeos:6;dcheos:3;pcheos:3;tcheos:2;dcheeos:2;scheos:2	0.20833333333333334	0.041666666666666664
H+os+H	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0																					1	0	1	1			C:1	cheeoschey:1	0.0	0.0
H+os+ees+e	4	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	BOUND_E+BARE+BARE+BARE	BOUND_E+BARE+BARE+BARE:1	P:1	cheoseesey:1	0.0	0.0	1	1	1	1	BOUND_E+BARE+BARE+BARE	BOUND_E+BARE+BARE+BARE:1	P:1	cheoseesey:1	0.0	0.0	1	1	1	1	BOUND_E+BARE+BARE+BARE	BOUND_E+BARE+BARE+BARE:1	P:1	cheoseesey:1	0.0	0.0
H+osd	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	0	1	1			L:1	cheosdy:1	0.0	0.0	2	1	2	2	FREE_L+REL_I	FREE_L+REL_I:1	P:1;L:1	sholfosdaiin:1;cheosdy:1	0.0	0.0	1	0	1	1			L:1	cheosdy:1	0.0	0.0
H+oss	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	FREE_R+BARE	FREE_R+BARE:1	P:1	choross:1	0.0	1.0	1	1	1	1	FREE_R+BARE	FREE_R+BARE:1	P:1	choross:1	0.0	1.0	1	1	1	1	FREE_R+BARE	FREE_R+BARE:1	P:1	choross:1	0.0	1.0
H+ot	2	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	25	18	22	7	BOUND_E+BARE	BOUND_E+BARE:9;BOUND_E+BOUND_E:3;BOUND_E+REL_I:3;BOUND_E+FREE_R:1;BOUND_E+FREE_L:1;BOUND_E+FREE_A:1	P:23;C:2	cheoty:5;cheotey:3;sheoty:2;cheoteey:2;cheot:2;psheot:1;cheotar:1;cheotam:1	0.16666666666666666	0.0	23	18	20	6	BOUND_E+BARE	BOUND_E+BARE:8;BOUND_E+REL_I:4;BOUND_E+BOUND_E:3;BOUND_E+FREE_R:1;BOUND_E+FREE_L:1;BOUND_E+FREE_A:1	P:22;C:1	cheoty:5;cheotey:2;sheot:2;cheeotaiin:1;psheot:1;cheotar:1;sheoty:1;cheoteey:1	0.16666666666666666	0.0	29	22	26	7	BOUND_E+BARE	BOUND_E+BARE:12;BOUND_E+REL_I:4;BOUND_E+BOUND_E:3;BOUND_E+FREE_R:1;BOUND_E+FREE_L:1;BOUND_E+FREE_A:1	P:26;C:3	cheoty:5;cheot:3;sheoty:2;cheotey:2;cheoteey:2;cheeotaiin:1;chepoty:1;psheot:1	0.18181818181818182	0.0
H+ot+H	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	4	3	4	3	BOUND_E+BARE+FREE_R	BOUND_E+BARE+FREE_R:1;BOUND_E+BARE+BOUND_E:1;BOUND_E+BARE+BOUND_D:1	P:3;L:1	cheotchar:1;cheotchy:1;cheotchey:1;sheotchedy:1	0.3333333333333333	0.0	4	3	4	3	BOUND_E+BARE+FREE_R	BOUND_E+BARE+FREE_R:1;BOUND_E+BARE+BOUND_E:1;BOUND_E+BARE+BOUND_D:1	P:3;L:1	cheotchar:1;cheotchy:1;cheotchey:1;sheotchedy:1	0.3333333333333333	0.0	4	3	4	3	BOUND_E+BARE+FREE_R	BOUND_E+BARE+FREE_R:1;BOUND_E+BARE+BOUND_E:1;BOUND_E+BARE+BOUND_D:1	P:3;L:1	cheotchar:1;cheotchy:1;cheotchey:1;sheotched:1	0.3333333333333333	0.0
H+ot+o	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	1	1	1	1	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:1	P:1	ycheoto:1	1.0	0.0	2	1	2	2	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:1	C:1;P:1	cheoteeo:1;ycheoto:1	1.0	0.0	1	1	1	1	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:1	P:1	ycheoto:1	1.0	0.0
H+ot+od	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0	1	0	1	1			C:1	cheoteeodal:1	0.0	0.0	1	0	1	1			C:1	cheoteeodal:1	0.0	0.0										
H+ot+ol	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	2	2	2	1	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:2	P:2	cheotol:2	0.0	0.0	3	3	3	1	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:2;BOUND_E+BOUND_E+BARE:1	P:3	cheotol:2;sheoteoly:1	0.0	0.0	3	3	3	1	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:2;BOUND_E+BOUND_E+BARE:1	P:3	cheotol:2;sheoteoly:1	0.0	0.0
H+ot+or+H	4	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0																					1	0	1	1			P:1	cheotorchey:1	0.0	0.0
H+ot+os	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	1	1	1	1	BOUND_E+BOUND_E+BARE	BOUND_E+BOUND_E+BARE:1	P:1	dcheoteos:1	1.0	0.0	1	1	1	1	BOUND_E+BOUND_E+BARE	BOUND_E+BOUND_E+BARE:1	P:1	dcheoteos:1	1.0	0.0	1	1	1	1	BOUND_E+BOUND_E+BARE	BOUND_E+BOUND_E+BARE:1	P:1	dcheoteos:1	1.0	0.0
H+otd	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	BOUND_E+BARE	BOUND_E+BARE:1	P:1	cheotydy:1	0.0	1.0	2	2	2	1	BOUND_E+REL_I	BOUND_E+REL_I:1;BOUND_E+BARE:1	P:2	cheotdaiin:1;cheotydy:1	0.0	0.5	1	1	1	1	BOUND_E+BARE	BOUND_E+BARE:1	P:1	cheotydy:1	0.0	1.0
H+s	2	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	20	14	19	7	FREE_L+BARE	FREE_L+BARE:6;BOUND_E+BARE:5;FREE_A+BARE:2;FREE_R+BARE:1	P:14;C:3;L:2;R:1	chols:4;cheas:2;chals:2;chas:2;kcheals:1;ytchas:1;shols:1;kchorsy:1	0.07142857142857142	0.21428571428571427	19	14	17	6	FREE_L+BARE	FREE_L+BARE:6;BOUND_E+BARE:4;FREE_A+BARE:2;BOUND_D+BARE:2	P:14;C:2;L:2;R:1	chols:3;tchols:2;chals:2;cheas:1;kcheals:1;ytchas:1;shols:1;chas:1	0.14285714285714285	0.07142857142857142	18	13	17	7	FREE_L+BARE	FREE_L+BARE:6;BOUND_E+BARE:5;FREE_A+BARE:2	P:13;C:3;R:1;L:1	chols:4;tchols:2;chals:2;chas:2;kcheals:1;ytchas:1;cheedals:1;sheals:1	0.15384615384615385	0.15384615384615385
H+s+H	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0											1	0	1	1			P:1	sholschey:1	0.0	0.0										
H+t	2	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	130	107	72	8	BOUND_E+BARE	BOUND_E+BARE:52;BOUND_E+BOUND_E:12;BOUND_E+REL_I:11;BOUND_E+FREE_R:7;BOUND_E+FREE_A:7;BOUND_E+BOUND_D:5;FREE_L+FREE_R:2;BOUND_D+BOUND_D:2;BOUND_D+BOUND_E:2;FREE_L+REL_I:1;BOUND_D+BARE:1;FREE_L+FREE_A:1;BOUND_E+FREE_L:1;BOUND_E+Q_REL_I:1;BOUND_D+REL_I:1;FREE_R+FREE_R:1	P:112;C:11;L:4;R:3	chety:22;shety:9;sheety:8;chetey:7;chetar:6;chetain:5;shet:4;sheet:4	0.04672897196261682	0.12149532710280374	122	101	72	8	BOUND_E+BARE	BOUND_E+BARE:52;BOUND_E+BOUND_E:10;BOUND_E+REL_I:9;BOUND_E+FREE_R:7;BOUND_E+FREE_A:6;BOUND_E+BOUND_D:4;FREE_L+FREE_R:2;FREE_L+FREE_L:2;BOUND_E+FREE_L:2;FREE_L+REL_I:1;FREE_L+BARE:1;BOUND_D+BARE:1;FREE_L+FREE_A:1;FREE_A+REL_I:1;BOUND_D+BOUND_E:1;BOUND_D+REL_I:1	P:106;C:12;R:3;L:1	chety:25;shety:9;sheety:8;chetar:6;chetey:5;chetain:5;shetey:4;cheeteey:4	0.039603960396039604	0.13861386138613863	135	107	76	8	BOUND_E+BARE	BOUND_E+BARE:49;BOUND_E+BOUND_E:14;BOUND_E+REL_I:12;BOUND_E+FREE_R:8;BOUND_E+FREE_A:6;BOUND_E+BOUND_D:3;BOUND_E+FREE_L:3;FREE_L+REL_I:2;FREE_L+FREE_R:2;BOUND_D+BOUND_E:2;FREE_L+FREE_A:1;FREE_L+FREE_L:1;FREE_L+BOUND_E:1;BOUND_D+BOUND_D:1;BOUND_D+REL_I:1;FREE_R+FREE_R:1	P:112;C:16;L:4;R:3	chety:23;shety:10;chetey:7;chetar:7;sheety:7;chetain:5;cheteey:4;cheeteey:4	0.056074766355140186	0.14018691588785046
H+t+H	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	12	9	11	4	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:6;BOUND_E+BARE+BOUND_E:1;BOUND_E+BARE+REL_I:1;BOUND_E+FREE_L+BARE:1	P:11;C:1	chetchy:4;chetchey:1;chetchaiin:1;sheetchy:1;sheeetchy:1;chetshedy:1;cheeetchol:1;shetchy:1	0.0	0.1111111111111111	16	10	14	6	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:7;BOUND_E+BARE+BOUND_E:1;BOUND_E+BARE+REL_I:1;BOUND_E+FREE_L+BARE:1	P:12;C:3;R:1	chetchy:4;shetchy:2;chetchey:1;chetchaiin:1;sheetchy:1;sheeetchy:1;chetechy:1;chetshedy:1	0.0	0.1	13	10	11	4	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:8;BOUND_E+BARE+BOUND_E:1;BOUND_E+BARE+REL_I:1	P:12;C:1	chetchy:4;shetchy:2;chetchey:1;chetchaiin:1;sheetchy:1;chetshedy:1;cheeetchol:1;shetsh:1	0.0	0.1
H+t+H+od+Hs	5	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	BOUND_E+BARE+BOUND_E+BARE+BARE	BOUND_E+BARE+BOUND_E+BARE+BARE:1	P:1	shetcheodchs:1	1.0	0.0	1	1	1	1	BOUND_E+BARE+BOUND_E+BARE+BARE	BOUND_E+BARE+BOUND_E+BARE+BARE:1	P:1	shetcheodchs:1	1.0	0.0	1	1	1	1	BOUND_E+BARE+BOUND_E+BARE+BARE	BOUND_E+BARE+BOUND_E+BARE+BARE:1	P:1	shetcheodchs:1	1.0	0.0
H+t+Hd	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	3	3	3	3	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:3	P:3	sheytchdy:1;shetshdy:1;chetchdy:1	0.0	0.0	3	3	3	3	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:3	P:3	sheytchdy:1;shetshdy:1;chetchdy:1	0.0	0.0	1	1	1	1	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:1	P:1	sheytchdy:1	0.0	0.0
H+t+Ho	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	1	1	1	1	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:1	P:1	chetcho:1	0.0	1.0	2	2	2	2	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:2	P:2	chetcho:1;shetsho:1	0.0	0.5	1	1	1	1	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:1	P:1	chetcho:1	0.0	1.0
H+t+Hod	3	CORE34_SPARSE_OR_MIXED	UNCOVERED_AT_95	1	1	0	1	1			C:1	chetchody:1	0.0	0.0	1	0	1	1			C:1	chetchody:1	0.0	0.0	1	0	1	1			C:1	chetchody:1	0.0	0.0
H+t+Hr	3	NONCORE_PRESENT	UNCOVERED_AT_95	0																					1	0	1	1			C:1	chetalchr:1	0.0	0.0
H+t+Hs	3	NONCORE_PRESENT	UNCOVERED_AT_95	0	1	0	1	1			C:1	chetalchs:1	0.0	0.0																				
H+t+j	3	NONCORE_PRESENT	UNCOVERED_AT_95	0	1	0	1	1			C:1	chetejy:1	0.0	0.0																				
H+t+od	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	2	1	2	2	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:1	P:1;C:1	chetody:2	0.0	0.0	2	1	2	2	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:1	P:1;C:1	chetody:2	0.0	0.0	2	1	2	2	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:1	P:2	chetody:2	0.0	0.0
H+t+oj	3	NONCORE_PRESENT	UNCOVERED_AT_95	0																					1	0	1	1			C:1	chetojy:1	0.0	0.0
H+t+ok	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0	1	1	1	1	BOUND_D+BOUND_E+REL_I	BOUND_D+BOUND_E+REL_I:1	P:1	chedyteokain:1	0.0	0.0	1	1	1	1	BOUND_D+BOUND_E+REL_I	BOUND_D+BOUND_E+REL_I:1	P:1	chedyteokain:1	0.0	0.0										
H+t+ol	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	2	1	2	2	FREE_L+BOUND_E+BARE	FREE_L+BOUND_E+BARE:1	P:1;C:1	sholteol:1;chetolain:1	0.0	0.0	2	1	2	2	FREE_L+BOUND_E+BARE	FREE_L+BOUND_E+BARE:1	P:1;C:1	sholteol:1;chetolain:1	0.0	0.0	2	1	2	2	FREE_L+BOUND_E+BARE	FREE_L+BOUND_E+BARE:1	P:1;C:1	sholteol:1;chetolain:1	0.0	0.0
H+t+or	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0																					1	1	1	1	BOUND_D+BARE+BARE	BOUND_D+BARE+BARE:1	P:1	chedytor:1	0.0	0.0
H+t+os	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	1	0	1	1			C:1	cheteeeos:1	0.0	0.0	1	0	1	1			C:1	cheteeeosaiin:1	0.0	0.0	1	0	1	1			C:1	cheteeeosaiin:1	0.0	0.0
H+t+s	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	1	1	1	1	BOUND_E+FREE_A+BARE	BOUND_E+FREE_A+BARE:1	P:1	chetas:1	0.0	0.0	1	1	1	1	BOUND_E+FREE_A+BARE	BOUND_E+FREE_A+BARE:1	P:1	chetas:1	0.0	0.0	1	1	1	1	BOUND_E+FREE_A+BARE	BOUND_E+FREE_A+BARE:1	P:1	chetas:1	0.0	0.0
H+td	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	3	2	3	3	BOUND_E+REL_I	BOUND_E+REL_I:1;BOUND_E+FREE_R:1	P:2;C:1	chetdy:1;ycheeytydaiin:1;chetydar:1	0.5	0.5	3	1	3	3	BOUND_E+REL_I	BOUND_E+REL_I:1	L:1;C:1;P:1	dchetdy:1;chetdy:1;ycheeytydaiin:1	1.0	0.0	1	1	1	1	BOUND_E+REL_I	BOUND_E+REL_I:1	P:1	ycheeytydaiin:1	1.0	0.0
H+tees+eeer	3	NONCORE_PRESENT	UNCOVERED_AT_95	0																					1	0	1	1			C:1	cheteeseeer:1	0.0	0.0
H+tees+er	3	NONCORE_PRESENT	UNCOVERED_AT_95	0	1	0	1	1			C:1	cheteeser:1	0.0	0.0																				
H+tes+es+Her	4	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	0	1	1			C:1	chetesescher:1	0.0	0.0										
H+tr	2	NONCORE_PRESENT	UNCOVERED_AT_95	0	1	1	1	1	BOUND_E+BARE	BOUND_E+BARE:1	P:1	chetyry:1	0.0	1.0											1	1	1	1	BOUND_E+BARE	BOUND_E+BARE:1	P:1	chetyry:1	0.0	1.0
H+ts	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	BOUND_E+BARE	BOUND_E+BARE:1	P:1	shets:1	0.0	0.0	1	1	1	1	BOUND_E+BARE	BOUND_E+BARE:1	P:1	shets:1	0.0	0.0	1	1	1	1	BOUND_E+BARE	BOUND_E+BARE:1	P:1	shets:1	0.0	0.0
H+x	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	FREE_L+BARE	FREE_L+BARE:1	P:1	cholxy:1	0.0	1.0	1	1	1	1	FREE_L+BARE	FREE_L+BARE:1	P:1	cholxy:1	0.0	1.0	1	1	1	1	FREE_L+BARE	FREE_L+BARE:1	P:1	cholxy:1	0.0	1.0
Haiir	1	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	1	1	1	BARE	BARE:1	P:1	chaiir:1	1.0	0.0										
Hair	1	NONCORE_PRESENT	UNCOVERED_AT_95	1	6	6	5	2	BARE	BARE:5;FREE_L:1	P:6	chair:2;ychair:1;shair:1;dchair:1;chairal:1	0.3333333333333333	0.0	6	6	5	2	BARE	BARE:4;FREE_A:1;FREE_L:1	P:6	chair:1;ychair:1;shair:1;pchair:1;dchairam:1;chairal:1	0.3333333333333333	0.0	6	6	5	2	BARE	BARE:5;FREE_L:1	P:6	chair:1;ychair:1;shair:1;pchair:1;dchair:1;chairal:1	0.3333333333333333	0.0
Hal	1	NONCORE_PRESENT	UNCOVERED_AT_95	1	4	1	4	2	FREE_L	FREE_L:1	C:3;P:1	chalal:2;chalaly:1;chalaiin:1	0.0	1.0	3	1	3	2	FREE_L	FREE_L:1	C:2;P:1	chalaly:1;chalaiin:1;chalal:1	0.0	1.0	3	1	3	2	FREE_L	FREE_L:1	C:2;P:1	chalaly:1;chalaiin:1;chalal:1	0.0	1.0
Hallar	1	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	FREE_R	FREE_R:1	P:1	pchallarar:1	1.0	0.0	1	1	1	1	FREE_R	FREE_R:1	P:1	pchallarar:1	1.0	0.0	1	1	1	1	FREE_R	FREE_R:1	P:1	pchallarar:1	1.0	0.0
Halr	1	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	BARE	BARE:1	P:1	chalr:1	0.0	1.0	1	1	1	1	BARE	BARE:1	P:1	chalr:1	0.0	1.0	2	2	2	1	BARE	BARE:1;REL_I:1	P:2	chalr:1;chalraiin:1	0.0	0.5
Har	1	NONCORE_PRESENT	ATOMIC_SINGLETON	1	12	9	9	3	FREE_A	FREE_A:5;REL_I:3;FREE_L:1	P:9;L:2;C:1	sharam:3;charam:2;charain:2;sharal:1;chparam:1;ypsharal:1;charaiin:1;charan:1	0.1111111111111111	0.5555555555555556	13	10	10	3	FREE_A	FREE_A:5;REL_I:4;FREE_L:1	P:10;L:2;C:1	charam:4;charain:3;sharam:2;sharal:1;chparam:1;ypsharal:1;charaiin:1	0.1	0.4	14	10	11	3	FREE_A	FREE_A:5;REL_I:4;FREE_L:1	P:10;C:2;L:2	charam:3;charain:3;sharam:2;sharal:1;chparam:1;ypsharal:1;chparaiin:1;charaiin:1	0.1	0.4
Har+or	2	NONCORE_PRESENT	UNCOVERED_AT_95	0	1	1	1	1	FREE_L+BARE	FREE_L+BARE:1	P:1	pcharalor:1	1.0	0.0	1	1	1	1	FREE_L+BARE	FREE_L+BARE:1	P:1	pcharalor:1	1.0	0.0										
Har+s	2	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	1	1	1	FREE_A+BARE	FREE_A+BARE:1	P:1	pcharasy:1	1.0	0.0										
Haral	1	NONCORE_PRESENT	UNCOVERED_AT_95	0																					1	1	1	1	FREE_R	FREE_R:1	P:1	pcharalar:1	1.0	0.0
Harii	1	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	BARE	BARE:1	P:1	chariin:1	0.0	0.0	1	1	1	1	BARE	BARE:1	P:1	chariin:1	0.0	0.0	1	1	1	1	BARE	BARE:1	P:1	chariin:1	0.0	0.0
Harl+k+o	3	NONCORE_PRESENT	UNCOVERED_AT_95	0																					1	1	1	1	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:1	P:1	charlkeeo:1	0.0	0.0
Hc	1	NONCORE_PRESENT	UNCOVERED_AT_95	0											2	1	2	2	REL_I	REL_I:1	P:1;L:1	chcpaiin:1;chcpy:1	0.0	0.0										
Hcfh	1	NONCORE_PRESENT	ATOMIC_SINGLETON	1	8	8	8	3	BARE	BARE:3;FREE_L:2;BOUND_D:1;BOUND_E:1;FREE_R:1	P:8	chcfhy:2;chcfhal:1;fchcfhy:1;chcfhol:1;shcfhedy:1;chcfhey:1;chcfhor:1	0.0	0.125	8	8	8	3	BARE	BARE:3;FREE_R:2;FREE_L:2;BOUND_E:1	P:8	chcfhy:2;shcfhor:1;chcfhal:1;fchcfhy:1;chcfhol:1;chcfhey:1;chcfhor:1	0.0	0.25	8	8	8	3	BARE	BARE:3;FREE_L:2;BOUND_D:1;BOUND_E:1;FREE_R:1	P:8	chcfhy:2;chcfhal:1;fchcfhy:1;chcfhol:1;shcfhedy:1;chcfhey:1;chcfhor:1	0.0	0.125
Hcfh+d	2	NONCORE_PRESENT	UNCOVERED_AT_95	0																					1	1	1	1	FREE_R+REL_I	FREE_R+REL_I:1	P:1	shcfhordaiin:1	0.0	0.0
Hcfh+or	2	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	1	1	1	BOUND_E+BARE	BOUND_E+BARE:1	P:1	chcfheor:1	0.0	0.0	1	1	1	1	BOUND_E+BARE	BOUND_E+BARE:1	P:1	chcfheor:1	0.0	0.0
