locus	page	section	currier	hand	kind	readings_present	reading_status	exact_surface_all	exact_root_sequence_all	exact_role_sequence_all	word_counts	stable_core_atoms	union_core_atoms	stable_confirmed_edges	union_confirmed_edges	minimum_core34_word_coverage	minimum_hybrid95_word_coverage
f114v.20	f114v	S	B	3	P	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:10;IT2a:10;RF1b:10	H;Hd;Hod;aii;ar;o;ok;ol;or;ot	H;Hd;Hod;aii;ar;o;ok;ol;or;ot	W1>W2:BOUND_D>Q_BARE;W4>W5:BOUND_D>Q_BARE	W1>W2:BOUND_D>Q_BARE;W4>W5:BOUND_D>Q_BARE	1.0	1.0
f114v.21	f114v	S	B	3	P	ZL3b;IT2a;RF1b	EXACT_ROOT_SEQUENCE	0	1	0	ZL3b:10;IT2a:10;RF1b:10	H;Hd;ai;air;ar;o;od;ok;ot	H;Hd;ai;air;ar;o;od;ok;ot			1.0	1.0
f114v.22	f114v	S	B	3	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:8;IT2a:8;RF1b:9	H;Ho;Hod;ckh;k;ok;ol;ot	H;Ho;Hod;ckh;e;ed;k;ok;ol;ot			1.0	0.875
f114v.23	f114v	S	B	3	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:8;IT2a:8;RF1b:9	H;Hd;o;od;os;ot;t	H;Hd;aii;l;o;od;ok;ol;os;ot;t	W1>W2:BOUND_D>Q_BARE	W1>W2:BOUND_D>Q_BARE;W4>W5:BOUND_D>Q_BARE;W5>W6:BOUND_D>Q_BARE	1.0	1.0
f114v.24	f114v	S	B	3	P	ZL3b;IT2a;RF1b	ROLE_SEQUENCE_ONLY	0	0	1	ZL3b:9;IT2a:9;RF1b:9	H;a;aii;e;o;od;ok;ol;ot	H;a;aii;e;k;o;od;ok;ol;ot;t	W5>W6:BOUND_D>Q_BARE	W5>W6:BOUND_D>Q_BARE	1.0	1.0
f114v.25	f114v	S	B	3	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:6;IT2a:6;RF1b:6	H;aii;al;k;or;ot	H;aii;al;k;ok;or;ot			1.0	1.0
f114v.26	f114v	S	B	3	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:11;IT2a:8;RF1b:10	H;Hcth;Hd;ar;o;od;ot	H;Hcth;Hd;Ho;aii;ar;l;o;od;ol;os;ot;s			1.0	1.0
f114v.27	f114v	S	B	3	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:11;IT2a:10;RF1b:9	H;Hd;Hok;ai;ar;l;o;ok;or;ot	H;Hd;Hok;ai;ar;k;l;o;ok;or;ot		W3>W4:BOUND_E>Q_BOUND_E;W5>W6:BOUND_E>Q_BOUND_E	1.0	0.8888888888888888
f114v.28	f114v	S	B	3	P	ZL3b;IT2a;RF1b	EXACT_ROOT_SEQUENCE	0	1	0	ZL3b:7;IT2a:7;RF1b:7	H;Hd;aii;ar;o;ot;t	H;Hd;aii;ar;o;ot;t			0.8571428571428571	1.0
f114v.29	f114v	S	B	3	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:10;IT2a:9;RF1b:10	H;Hd;Ho;cph;o;od;ot	H;Hd;Ho;cph;o;od;os;ot;r;s		W5>W6:BOUND_D>Q_BARE;W5>W6:BOUND_E>Q_BARE	0.7777777777777778	0.8888888888888888
f114v.3	f114v	S	B	3	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:12;IT2a:12;RF1b:14	H;Hd;Hot;al;l;o;ol;os;ot	H;Hd;Hot;ai;aii;al;l;o;od;ol;os;ot			1.0	1.0
f114v.30	f114v	S	B	3	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:10;IT2a:10;RF1b:10	H;e;o;ol;ot;r	H;e;o;ol;ot;r	W3>W4:BOUND_E>Q_BOUND_E	W1>W2:BOUND_E>Q_BARE;W1>W2:BOUND_E>Q_BOUND_E;W3>W4:BOUND_E>Q_BOUND_E	0.9	0.9
f114v.31	f114v	S	B	3	P	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:9;IT2a:9;RF1b:9	H;k;l;o;od;ok;ol;ot	H;k;l;o;od;ok;ol;ot			1.0	1.0
f114v.32	f114v	S	B	3	P	ZL3b;IT2a;RF1b	ROLE_SEQUENCE_ONLY	0	0	1	ZL3b:5;IT2a:5;RF1b:5	H;e;o;od;ol;t	H;e;o;od;ol;t			1.0	1.0
f114v.33	f114v	S	B	3	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:10;IT2a:9;RF1b:11	H;aii;cth;k;l;o;ok;ol;ot	H;aii;cth;e;k;l;o;ok;ol;ot		W7>W8:BOUND_E>Q_BOUND_E;W8>W9:BOUND_E>Q_BARE;W8>W9:BOUND_E>Q_BOUND_E	1.0	1.0
f114v.34	f114v	S	B	3	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:10;IT2a:10;RF1b:11	H;Ho;aii;air;cth;k;o;ol;ot	H;Ho;aii;air;al;cth;k;o;ol;or;os;ot		W5>W6:BOUND_E>Q_BOUND_E	1.0	1.0
f114v.35	f114v	S	B	3	P	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:7;IT2a:7;RF1b:7	H;Hckh;Hod;air;e;k;ok;ol	H;Hckh;Hod;air;e;k;ok;ol			1.0	1.0
f114v.36	f114v	S	B	3	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:11;IT2a:10;RF1b:11	H;Hok;al;o;ot;r	H;Hok;al;d;k;o;ol;ot;r	W5>W6:BOUND_E>Q_BARE	W5>W6:BOUND_E>Q_BARE	0.9090909090909091	0.9090909090909091
f114v.37	f114v	S	B	3	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:11;IT2a:10;RF1b:11	H;ar;od;ok;ol;ot	H;aii;ar;o;od;ok;ol;ot			0.9090909090909091	1.0
f114v.38	f114v	S	B	3	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:8;IT2a:8;RF1b:8	H;od;ok;ot	H;al;o;od;ok;ot;s	W4>W5:BOUND_E>Q_BOUND_E	W4>W5:BOUND_E>Q_BOUND_E	0.875	0.875
f114v.39	f114v	S	B	3	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:10;IT2a:9;RF1b:10	H;Hot;aii;e;o;od;ok;ot	H;Hot;aii;e;o;od;ok;ol;ot			1.0	1.0
f114v.4	f114v	S	B	3	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:10;IT2a:10;RF1b:11	H;aii;cth;o;ok;ol;ot	H;aii;cth;o;ok;ol;ot	W2>W3:BOUND_D>Q_BOUND_D	W2>W3:BOUND_D>Q_BOUND_D;W5>W6:BOUND_D>Q_BOUND_D	1.0	1.0
f114v.40	f114v	S	B	3	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:10;IT2a:9;RF1b:9	H;aii;e;o;ot	H;aii;e;l;o;ol;ot			1.0	1.0
f114v.41	f114v	S	B	3	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:9;IT2a:9;RF1b:9	H;Hot;ai;aii;al;od;ok;ot	H;Hot;ai;aii;al;e;o;od;ok;ot			0.8888888888888888	0.8888888888888888
f114v.5	f114v	S	B	3	P	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:5;IT2a:5;RF1b:5	H;ok	H;ok	W1>W2:BOUND_D>Q_BOUND_D	W1>W2:BOUND_D>Q_BOUND_D	1.0	1.0
f114v.6	f114v	S	B	3	P	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:10;IT2a:10;RF1b:10	H;air;cth;e;ed;o;ot	H;air;cth;e;ed;o;ot	W3>W4:BOUND_D>Q_BARE;W4>W5:BOUND_D>Q_REL_I;W7>W8:BOUND_D>Q_BARE	W3>W4:BOUND_D>Q_BARE;W4>W5:BOUND_D>Q_REL_I;W7>W8:BOUND_D>Q_BARE	1.0	0.9
f114v.7	f114v	S	B	3	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:10;IT2a:10;RF1b:13	H;Hod;aii;ed;ot;s	H;Ho;Hod;Hok;aii;ar;ed;k;ot;s			1.0	0.9
f114v.8	f114v	S	B	3	P	ZL3b;IT2a;RF1b	EXACT_ROOT_SEQUENCE	0	1	0	ZL3b:9;IT2a:9;RF1b:9	H;Hd;o;ok;ot	H;Hd;o;ok;ot	W6>W7:BOUND_D>Q_BOUND_D	W6>W7:BOUND_D>Q_BOUND_D	1.0	1.0
f114v.9	f114v	S	B	3	P	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:11;IT2a:11;RF1b:11	H;aii;ckh;e;k;o;ol;os;ot	H;aii;ckh;e;k;o;ol;os;ot	W6>W7:BOUND_D>Q_BARE	W6>W7:BOUND_D>Q_BARE	0.9090909090909091	0.9090909090909091
f115r.1	f115r	S	B	@	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:11;IT2a:9;RF1b:10	H;o;or;ot	H;Hd;ar;e;o;ol;or;ot;t		W10>W11:BOUND_D>Q_BARE;W8>W9:BOUND_D>Q_BARE;W9>W10:BOUND_E>Q_BARE	0.8888888888888888	0.8888888888888888
f115r.10	f115r	S	B	@	P	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:10;IT2a:10;RF1b:10	H;air;e;k;ok;or;ot	H;air;e;k;ok;or;ot	W2>W3:BOUND_D>Q_BARE;W4>W5:BOUND_D>Q_BARE;W8>W9:BOUND_D>Q_BARE;W9>W10:BOUND_D>Q_BARE	W2>W3:BOUND_D>Q_BARE;W4>W5:BOUND_D>Q_BARE;W8>W9:BOUND_D>Q_BARE;W9>W10:BOUND_D>Q_BARE	1.0	1.0
f115r.11	f115r	S	B	@	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:12;IT2a:12;RF1b:12	H;Hk;Ho;aii;l;o;ok;or;ot;r	H;Hk;Ho;aii;l;o;oii;ok;or;ot;r		W4>W5:BOUND_D>Q_BARE;W4>W5:BOUND_D>Q_REL_I;W6>W7:BOUND_D>Q_BARE;W6>W7:BOUND_E>Q_BARE	1.0	1.0
f115r.12	f115r	S	B	@	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:9;IT2a:7;RF1b:9	H;Hd;o;ok;or	H;Hd;aii;o;od;ok;or;r			1.0	1.0
f115r.13	f115r	S	B	@	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:9;IT2a:9;RF1b:10	H;Hd;Ho;air;k;l;o;ok;or;ot	H;Hd;Ho;air;k;l;o;ok;or;ot	W2>W3:BOUND_D>Q_BARE;W3>W4:BOUND_D>Q_BARE;W5>W6:BOUND_D>Q_BARE	W2>W3:BOUND_D>Q_BARE;W3>W4:BOUND_D>Q_BARE;W5>W6:BOUND_D>Q_BARE	0.7777777777777778	0.7777777777777778
f115r.14	f115r	S	B	@	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:13;IT2a:13;RF1b:14	H;a;aii;k;l;o;od;r;s	H;a;ai;aii;k;l;o;od;r;s			0.9230769230769231	1.0
f115r.15	f115r	S	B	@	P	ZL3b;IT2a;RF1b	EXACT_ROOT_SEQUENCE	0	1	1	ZL3b:12;IT2a:12;RF1b:12	H;Hcth;Hod;air;k;l;o;od;ok;ol;ot	H;Hcth;Hod;air;k;l;o;od;ok;ol;ot	W5>W6:BOUND_D>Q_REL_I	W5>W6:BOUND_D>Q_REL_I	1.0	1.0
f115r.16	f115r	S	B	@	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:11;IT2a:11;RF1b:11	H;Hd;Hod;ar;cth;o;ol;or;ot;t	H;Hd;Hod;ar;cth;o;ol;or;ot;t	W1>W2:BOUND_D>Q_BARE	W1>W2:BOUND_D>Q_BARE;W4>W5:BOUND_D>Q_BARE;W4>W5:BOUND_E>Q_BARE	1.0	1.0
f115r.17	f115r	S	B	@	P	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:11;IT2a:11;RF1b:11	H;aii;cth;k;o;ok;ol;ot	H;aii;cth;k;o;ok;ol;ot	W2>W3:BOUND_E>Q_BARE;W7>W8:BOUND_D>Q_REL_I	W2>W3:BOUND_E>Q_BARE;W7>W8:BOUND_D>Q_REL_I	1.0	1.0
f115r.18	f115r	S	B	@	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:6;IT2a:6;RF1b:7	H;Ho;e;l;ok;or	H;Ho;e;l;o;ok;ol;or			0.8333333333333334	0.8333333333333334
f115r.19	f115r	S	B	@	P	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:10;IT2a:10;RF1b:10	H;Hod;o;od;ok;ol;ot;r	H;Hod;o;od;ok;ol;ot;r	W2>W3:BOUND_E>Q_BARE;W8>W9:BOUND_D>Q_BARE	W2>W3:BOUND_E>Q_BARE;W8>W9:BOUND_D>Q_BARE	0.9	0.9
f115r.2	f115r	S	B	@	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:11;IT2a:11;RF1b:11	H;o;od;ok;ol;or;os;r	H;o;od;ok;ol;or;os;r	W2>W3:BOUND_D>Q_BOUND_E	W2>W3:BOUND_D>Q_BOUND_E	1.0	1.0
f115r.20	f115r	S	B	@	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:14;IT2a:13;RF1b:13	H;Ho;al;ckh;e;k;l;od;ok;ol;or	H;Ho;al;ckh;e;k;l;o;od;ok;ol;or;r	W10>W11:BOUND_E>Q_BARE;W4>W5:BOUND_D>Q_BARE;W5>W6:BOUND_D>Q_BARE	W10>W11:BOUND_E>Q_BARE;W4>W5:BOUND_D>Q_BARE;W5>W6:BOUND_D>Q_BARE	1.0	1.0
f115r.21	f115r	S	B	@	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:9;IT2a:10;RF1b:10	H;al;ckh;o;od;or;r	H;aii;al;ckh;d;o;od;or;r			0.8888888888888888	1.0
f115r.22	f115r	S	B	@	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:11;IT2a:12;RF1b:12	H;Hd;ar;e;k;l;od;or	H;Hd;ar;e;k;l;o;od;ok;or		W10>W11:BOUND_D>Q_BARE;W9>W10:BOUND_D>Q_BARE	0.8333333333333334	0.8333333333333334
f115r.23	f115r	S	B	@	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:13;IT2a:12;RF1b:13	H;Hod;d;e;l;od;ok;ol	H;Ho;Hod;ckh;cth;d;e;l;od;ok;ol;s	W2>W3:BOUND_E>Q_BOUND_E	W10>W11:BOUND_D>Q_BARE;W11>W12:BOUND_D>Q_BARE;W11>W12:BOUND_E>Q_BARE;W2>W3:BOUND_E>Q_BOUND_E	1.0	1.0
f115r.24	f115r	S	B	@	P	ZL3b;IT2a;RF1b	ROLE_SEQUENCE_ONLY	0	0	1	ZL3b:14;IT2a:14;RF1b:14	H;aii;ar;l;o;ok;ol;or	H;aii;ar;l;o;ok;ol;or			0.8571428571428571	0.9285714285714286
f115r.25	f115r	S	B	@	P	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:6;IT2a:6;RF1b:6	H;Ho;od;ok;ot	H;Ho;od;ok;ot	W2>W3:BOUND_E>Q_BARE;W3>W4:BOUND_D>Q_BOUND_E	W2>W3:BOUND_E>Q_BARE;W3>W4:BOUND_D>Q_BOUND_E	1.0	1.0
f115r.26	f115r	S	B	@	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:12;IT2a:11;RF1b:12	H;Hot;al;ar;o;ol;ot	H;Hd;Hot;al;ar;o;ol;os;ot;s	W2>W3:BOUND_E>Q_BOUND_E	W2>W3:BOUND_E>Q_BOUND_E	0.8181818181818182	0.9090909090909091
f115r.27	f115r	S	B	@	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:12;IT2a:12;RF1b:13	H;ar;l;o;ok;os;t	H;ar;k;l;o;ok;os;t	W4>W5:BOUND_E>Q_BARE	W10>W11:BOUND_E>Q_BOUND_E;W4>W5:BOUND_E>Q_BARE;W7>W8:BOUND_D>Q_REL_I;W9>W10:BOUND_E>Q_BOUND_E	0.9166666666666666	1.0
f115r.28	f115r	S	B	@	P	ZL3b;IT2a;RF1b	ROLE_SEQUENCE_ONLY	0	0	1	ZL3b:7;IT2a:7;RF1b:7	H;aii;al;ar;o;or;s	H;aii;al;ar;o;od;or;s			0.5714285714285714	0.7142857142857143
f115r.29	f115r	S	B	@	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:10;IT2a:9;RF1b:9	H;Hd;Ho;Hod;k;l;o;ol;or;r	H;Hd;Ho;Hod;k;l;o;ol;or;r	W3>W4:BOUND_D>Q_BARE;W4>W5:BOUND_D>Q_BARE	W3>W4:BOUND_D>Q_BARE;W4>W5:BOUND_D>Q_BARE	0.8888888888888888	0.8888888888888888
f115r.3	f115r	S	B	@	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:10;IT2a:9;RF1b:11	H;a;ckh;o;od;ol;or;os	H;a;ckh;l;o;od;ol;or;os		W5>W6:BOUND_D>Q_BARE;W6>W7:BOUND_D>Q_BARE;W7>W8:BOUND_E>Q_BARE	1.0	1.0
f115r.30	f115r	S	B	@	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:10;IT2a:10;RF1b:11	H;k;l;o;od;ok;ol;os;ot;r	H;k;l;o;od;ok;ol;os;ot;r			1.0	1.0
f115r.31	f115r	S	B	@	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:11;IT2a:11;RF1b:12	H;Hd;Hod;aii;l;o;ot;r	H;Hd;Hod;aii;l;o;or;ot;r			0.9090909090909091	0.9090909090909091
f115r.32	f115r	S	B	@	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:11;IT2a:11;RF1b:12	H;l;o;ok;or;ot;t	H;e;l;o;ok;or;ot;t		W6>W7:BOUND_D>Q_REL_I;W7>W8:BOUND_D>Q_REL_I;W8>W9:BOUND_D>Q_REL_I	1.0	1.0
f115r.33	f115r	S	B	@	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:10;IT2a:10;RF1b:10	H;Hckh;Hok;aii;k;l;ok;ot	H;Hckh;Hok;aii;k;l;ok;ot	W4>W5:BOUND_E>Q_BARE	W4>W5:BOUND_E>Q_BARE	1.0	1.0
f115r.34	f115r	S	B	@	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:6;IT2a:5;RF1b:5	H;k;l;o;ok;r	H;e;k;l;o;ok;r			1.0	1.0
f115r.35	f115r	S	B	@	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:11;IT2a:11;RF1b:11	H;Hk;al;ar;o;os;ot;s	H;Hk;aii;al;ar;o;od;os;ot;s			0.7272727272727273	0.9090909090909091
f115r.36	f115r	S	B	@	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:8;IT2a:8;RF1b:9	H;Hod;ar;k;o;od;or	H;Hod;ai;aii;ar;k;l;o;od;ol;or	W2>W3:BOUND_E>Q_BOUND_E	W2>W3:BOUND_E>Q_BOUND_E	1.0	1.0
f115r.37	f115r	S	B	@	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:10;IT2a:10;RF1b:10	H;Hk;Ho;aii;k;l;ok;ol;or;os;s	H;Hk;Ho;aii;k;l;ok;ol;or;os;r;s	W3>W4:BOUND_E>Q_BARE	W3>W4:BOUND_E>Q_BARE	0.9	0.9
f115r.38	f115r	S	B	@	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:12;IT2a:12;RF1b:12	H;Hot;aii;ok;ol;or;ot;r	H;Hot;aii;ok;ol;or;ot;r		W11>W12:BOUND_D>Q_BARE;W11>W12:BOUND_E>Q_BARE	0.9166666666666666	0.9166666666666666
f115r.39	f115r	S	B	@	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:5;IT2a:5;RF1b:6	H;e;od;ok	H;e;od;ok;or;r			1.0	1.0
f115r.4	f115r	S	B	@	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:11;IT2a:11;RF1b:12	H;ar;k;od;ok;ol;or;ot	H;Hd;ar;k;od;ok;ol;or;ot	W1>W2:BOUND_D>Q_BOUND_D	W1>W2:BOUND_D>Q_BOUND_D	0.9090909090909091	0.9090909090909091
f115r.40	f115r	S	B	@	P	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:10;IT2a:10;RF1b:10	H;Hd;aii;ar;k;l;o;od;ok	H;Hd;aii;ar;k;l;o;od;ok	W4>W5:BOUND_D>Q_BARE	W4>W5:BOUND_D>Q_BARE	0.8	0.9
f115r.41	f115r	S	B	@	P	ZL3b;IT2a;RF1b	ROLE_SEQUENCE_ONLY	0	0	1	ZL3b:5;IT2a:5;RF1b:5	H;ar;ok;ol;or	H;al;ar;ok;ol;or	W3>W4:BOUND_E>Q_BARE	W3>W4:BOUND_E>Q_BARE	1.0	1.0
f115r.42	f115r	S	B	@	P	ZL3b;IT2a;RF1b	ROLE_SEQUENCE_ONLY	0	0	1	ZL3b:10;IT2a:10;RF1b:10	H;Hd;Hk;Hot;l;ok;ol;or;r	H;Hd;Hk;Hot;l;ok;ol;or;ot;r			0.9	0.8
f115r.43	f115r	S	B	@	P	ZL3b;IT2a;RF1b	ROLE_SEQUENCE_ONLY	0	0	1	ZL3b:10;IT2a:10;RF1b:10	H;Hd;Hot;ai;o;ok;ol;or;ot	H;Hd;Hot;ai;aii;o;oii;ok;ol;or;ot	W4>W5:BOUND_D>Q_BARE;W5>W6:BOUND_D>Q_BARE	W4>W5:BOUND_D>Q_BARE;W5>W6:BOUND_D>Q_BARE	0.9	0.9
f115r.44	f115r	S	B	@	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:12;IT2a:11;RF1b:13	H;Hod;ar;o;ok;or;ot	H;Hod;al;ar;k;o;ok;ol;or;os;ot			1.0	0.9090909090909091
f115r.45	f115r	S	B	@	P	ZL3b;IT2a;RF1b	EXACT_ROOT_SEQUENCE	0	1	1	ZL3b:4;IT2a:4;RF1b:4	H;od;ok;s	H;od;ok;s			1.0	1.0
f115r.5	f115r	S	B	@	P	ZL3b;IT2a;RF1b	EXACT_ROOT_SEQUENCE	0	1	0	ZL3b:11;IT2a:11;RF1b:11	H;l;o;od;ok;ol;ot;r	H;l;o;od;ok;ol;ot;r	W4>W5:BOUND_D>Q_REL_I;W9>W10:BOUND_D>Q_BARE	W4>W5:BOUND_D>Q_REL_I;W9>W10:BOUND_D>Q_BARE	0.9090909090909091	0.9090909090909091
f115r.6	f115r	S	B	@	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:12;IT2a:11;RF1b:13	H;Hd;o;ok;ot	H;Hd;Ho;Hod;ar;ckh;o;ok;or;os;ot			0.8181818181818182	0.9090909090909091
f115r.7	f115r	S	B	@	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:8;IT2a:7;RF1b:8	H;ar;ot	H;ar;ot		W1>W2:BOUND_D>Q_BARE;W2>W3:BOUND_D>Q_BARE	0.8571428571428571	1.0
f115r.8	f115r	S	B	@	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:14;IT2a:13;RF1b:13	H;aii;al;ar;l;o;ok;ol;or;ot	H;aii;al;ar;l;o;ok;ol;or;ot			0.9230769230769231	0.9230769230769231
f115r.9	f115r	S	B	@	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:10;IT2a:9;RF1b:10	H;ar;l;o;od;ok;or;ot	H;ar;l;o;od;ok;or;ot;r	W1>W2:BOUND_D>Q_BOUND_D	W1>W2:BOUND_D>Q_BOUND_D	1.0	1.0
f115v.1	f115v	S	B	3	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:11;IT2a:11;RF1b:12	H;ai;o;ol;or;ot;r	H;ai;d;e;o;oii;ol;or;ot;r	W2>W3:BOUND_D>Q_BARE	W2>W3:BOUND_D>Q_BARE	0.7272727272727273	0.7272727272727273
f115v.10	f115v	S	B	3	P	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:7;IT2a:7;RF1b:7	H;Ho;aii;al;o;od;ok;ot	H;Ho;aii;al;o;od;ok;ot			1.0	1.0
f115v.11	f115v	S	B	3	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:9;IT2a:10;RF1b:10	H;Hd;Hk;Hod;ol;or;ot	H;Hd;Hk;Hod;ol;or;ot;t		W6>W7:BOUND_D>Q_BARE;W7>W8:BOUND_D>Q_BARE	0.8888888888888888	0.8888888888888888
f115v.12	f115v	S	B	3	P	ZL3b;IT2a;RF1b	EXACT_ROOT_SEQUENCE	0	1	0	ZL3b:4;IT2a:4;RF1b:4	H;k;l;or	H;k;l;or			1.0	1.0
f115v.13	f115v	S	B	3	P	ZL3b;IT2a;RF1b	EXACT_ROOT_SEQUENCE	0	1	1	ZL3b:11;IT2a:11;RF1b:11	H;Hd;cph;l;od;ol;r	H;Hd;cph;l;od;ol;r			0.8181818181818182	0.8181818181818182
f115v.14	f115v	S	B	3	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:10;IT2a:9;RF1b:9	H;Ho;ckh;d;k;l;o;ok;or	H;Ho;aii;ckh;d;k;l;o;ok;or		W6>W7:BOUND_D>Q_BOUND_E;W7>W8:BOUND_D>Q_BOUND_E	1.0	1.0
f115v.15	f115v	S	B	3	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:12;IT2a:11;RF1b:12	H;Hd;aii;od;ok;ot;r	H;Hd;aii;ar;od;ok;ot;r			0.8181818181818182	1.0
f115v.16	f115v	S	B	3	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:12;IT2a:11;RF1b:12	H;Hd;ai;ar;d;k;l;o;ok;ot;r	H;Hd;ai;ar;d;k;l;o;ok;ol;ot;r		W2>W3:BOUND_E>Q_BOUND_E;W3>W4:BOUND_E>Q_BOUND_E	1.0	0.9090909090909091
f115v.17	f115v	S	B	3	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:5;IT2a:5;RF1b:6	H;Ho;e;l;ok;r	H;Ho;a;cth;e;l;ok;r			0.8	0.8
