left_tuple	right_tuple	present_all_readings	stable_confirmed_role_edges	ZL3b_count	ZL3b_pages	ZL3b_sections	ZL3b_role_edges	IT2a_count	IT2a_pages	IT2a_sections	IT2a_role_edges	RF1b_count	RF1b_pages	RF1b_sections	RF1b_role_edges
H+Hd	cphod	0		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1				
H+Hd	e+od	1		2	2	1	BARE>BARE:2	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H+Hd	o	1		4	4	2	BARE>BOUND_D:1;BARE>Q_FREE_R:1;FREE_R>FREE_R:1;BARE>REL_I:1	3	3	2	BARE>BOUND_D:1;BARE>Q_FREE_R:1;BARE>REL_I:1	3	3	2	BARE>BOUND_E:1;BARE>Q_FREE_R:1;FREE_R>FREE_R:1
H+Hd	ok	0										1	1	1	BARE>BOUND_E:1
H+Hd	ok+H	0		1	1	1	REL_I>Q_BARE:1	1	1	1	REL_I>Q_BARE:1				
H+Hd	ok+or	0		1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1				
H+Hd	ok+s	0		1	1	1	BARE>BOUND_D:1	1	1	1	BARE>BOUND_D:1				
H+Hd	ol	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H+Hd	ot	1		1	1	1	BARE>Q_BOUND_D:1	1	1	1	BARE>Q_BOUND_D:1	1	1	1	BARE>Q_BOUND_D:1
H+Hes	ok	0		1	1	1	BARE>REL_I:1								
H+Ho	H	0		1	1	1	BARE>REL_I:1								
H+Ho	Ho+H	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H+Hod	H+k+od	0										1	1	1	BARE>BOUND_E:1
H+Hx	H+k	1		1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1
H+b	d	0		1	1	1	BARE>BARE:1					1	1	1	BARE>BARE:1
H+b	e+or	0		1	1	1	BARE>BARE:1					1	1	1	BARE>BARE:1
H+b	o+H	0		1	1	1	BARE>BARE:1					1	1	1	BARE>BARE:1
H+b	ol+s	0		2	2	2	BARE>BARE:2					2	2	2	BARE>BARE:2
H+b	ot	0		1	1	1	BARE>Q_REL_I:1								
H+cfh	H+H	0		1	1	1	BARE>BOUND_E:1					1	1	1	BARE>BOUND_E:1
H+cfh	aii	0										1	1	1	BARE>BARE:1
H+cfh	l+k	0						1	1	1	BARE>BARE:1				
H+cfh	or	1		1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1
H+ck	l+Hckh	0						1	1	1	BOUND_E>BARE:1				
H+ckh	EMPTY	0		1	1	1	BARE>Q_BARE:1					1	1	1	BARE>Q_BARE:1
H+ckh	H	1		3	3	2	BARE>BOUND_E:2;BARE>BOUND_D:1	3	3	2	BARE>BOUND_E:2;BARE>BOUND_D:1	3	3	3	BARE>BOUND_E:2;BARE>BARE:1
H+ckh	H+ckh	1		3	3	2	BARE>BOUND_E:1;FREE_L>BOUND_E:1;BOUND_E>BOUND_E:1	3	3	2	BARE>BOUND_E:1;FREE_L>BOUND_E:1;BOUND_E>BOUND_E:1	2	2	2	FREE_L>BOUND_E:1;BOUND_E>BOUND_E:1
H+ckh	H+cth	0										1	1	1	BARE>BOUND_E:1
H+ckh	H+k	1		3	3	2	BARE>BOUND_E:1;BOUND_E>BOUND_E:1;FREE_L>FREE_L:1	3	3	2	BARE>BOUND_E:1;BOUND_E>BOUND_E:1;FREE_L>FREE_L:1	1	1	1	FREE_L>FREE_L:1
H+ckh	H+ol	1		2	2	2	BOUND_E>BOUND_E:1;BARE>BOUND_E:1	3	3	3	BARE>BOUND_E:2;BOUND_E>BOUND_E:1	2	2	2	BOUND_E>BOUND_E:1;BARE>BOUND_E:1
H+ckh	H+ol+H	0		1	1	1	BARE>BOUND_E:1					1	1	1	BARE>BOUND_E:1
H+ckh	Hckh	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H+ckh	Hd	1		3	3	2	BARE>BARE:2;FREE_L>FREE_A:1	3	3	2	BARE>BARE:2;FREE_L>FREE_A:1	2	2	2	BARE>BARE:1;FREE_L>FREE_A:1
H+ckh	Ho	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H+ckh	Hot	0		1	1	1	BARE>BOUND_E:1					1	1	1	BARE>BOUND_E:1
H+ckh	Hot+h	0						1	1	1	BARE>BOUND_E:1				
H+ckh	Ht	1		1	1	1	BARE>REL_I:1	1	1	1	BARE>REL_I:1	1	1	1	BARE>REL_I:1
H+ckh	a	0										1	1	1	BARE>BARE:1
H+ckh	a+k	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H+ckh	ai	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H+ckh	aii	1		2	2	2	BOUND_E>BARE:1;FREE_L>BARE:1	2	2	2	BOUND_E>BARE:1;FREE_L>BARE:1	4	3	2	BARE>BARE:2;BOUND_E>BARE:1;FREE_L>BARE:1
H+ckh	aii+d	0		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1				
H+ckh	air	0						1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H+ckh	al	1		2	2	1	BARE>BARE:2	2	2	1	BARE>BARE:2	3	3	1	BARE>BARE:3
H+ckh	ar	0		1	1	1	BARE>BARE:1	2	2	2	BARE>BARE:2				
H+ckh	ar+H	0		1	1	1	BARE>BARE:1					1	1	1	BARE>BARE:1
H+ckh	ar+or	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H+ckh	cph+o+cth	1		1	1	1	BOUND_E>BOUND_E:1	1	1	1	BOUND_E>BOUND_E:1	1	1	1	BOUND_E>BOUND_E:1
H+ckh	cs+ed	0						1	1	1	BARE>BARE:1				
H+ckh	cthh	0						1	1	1	BARE>Q_BARE:1				
H+ckh	d	0										1	1	1	BARE>BARE:1
H+ckh	e	1		1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1
H+ckh	e+k	0										1	1	1	BOUND_E>BOUND_E:1
H+ckh	e+o+H	0		1	1	1	BARE>BOUND_E:1					1	1	1	BARE>BOUND_E:1
H+ckh	e+ol	1		1	1	1	BOUND_E>BOUND_E:1	1	1	1	BOUND_E>BOUND_E:1	1	1	1	BOUND_E>BOUND_E:1
H+ckh	iir	1		1	1	1	BOUND_D>BARE:1	1	1	1	BOUND_D>BARE:1	1	1	1	BOUND_D>BARE:1
H+ckh	k+o+H	0						1	1	1	BARE>BOUND_E:1				
H+ckh	l	0		2	2	1	BARE>BARE:2					1	1	1	BARE>BARE:1
H+ckh	l+H	1		3	3	2	BARE>BARE:2;BOUND_E>BARE:1	3	3	2	BARE>BARE:2;BOUND_E>BARE:1	3	3	2	BARE>BARE:2;BOUND_E>BARE:1
H+ckh	l+Hckh	0										1	1	1	BOUND_E>BARE:1
H+ckh	l+d	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H+ckh	l+k	1		4	3	2	BARE>BARE:4	5	3	2	BARE>BARE:5	4	3	2	BARE>BARE:4
H+ckh	l+ok	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H+ckh	o	1		2	2	2	BOUND_E>BARE:1;BOUND_E>REL_I:1	1	1	1	BOUND_E>REL_I:1	2	2	2	BOUND_E>BARE:1;BOUND_E>REL_I:1
H+ckh	o+cthh	0						1	1	1	BOUND_E>BARE:1				
H+ckh	oii	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H+ckh	ok	1	BOUND_D>Q_BOUND_E;BOUND_E>Q_BOUND_E	29	16	4	BARE>Q_REL_I:6;BARE>Q_BOUND_D:4;BARE>Q_FREE_R:3;BARE>Q_FREE_L:3;BARE>Q_BOUND_E:2;BOUND_E>Q_BOUND_E:2;BARE>FREE_A:1;BOUND_E>BOUND_D:1;BARE>REL_I:1;BARE>Q_BARE:1;BARE>FREE_L:1;BARE>BOUND_E:1;BOUND_D>Q_FREE_L:1;BOUND_E>BOUND_E:1;BOUND_D>Q_BOUND_E:1	30	17	4	BARE>Q_REL_I:6;BARE>Q_BOUND_D:4;BARE>Q_FREE_R:3;BARE>Q_FREE_L:3;BARE>Q_BOUND_E:3;BOUND_E>Q_BOUND_E:2;BARE>FREE_A:1;BOUND_E>BOUND_D:1;BARE>REL_I:1;BARE>Q_BARE:1;BARE>FREE_L:1;BARE>BOUND_E:1;BOUND_D>Q_FREE_L:1;BOUND_E>BOUND_E:1;BOUND_D>Q_BOUND_E:1	28	17	4	BARE>Q_REL_I:6;BARE>Q_FREE_R:3;BARE>Q_FREE_L:3;BARE>Q_BOUND_E:3;BARE>Q_BOUND_D:2;BARE>Q_BARE:2;BOUND_E>Q_BOUND_E:2;BARE>FREE_A:1;BOUND_E>BOUND_D:1;BARE>REL_I:1;BARE>FREE_L:1;BOUND_E>Q_FREE_L:1;BOUND_E>BOUND_E:1;BOUND_D>Q_BOUND_E:1
H+ckh	ok+H	1		2	2	1	BARE>Q_BOUND_E:1;BARE>Q_BARE:1	2	2	1	BARE>Q_BOUND_E:1;BARE>Q_BARE:1	2	2	1	BARE>Q_BOUND_E:1;BARE>Q_BARE:1
H+ckh	ok+od	0		1	1	1	BARE>Q_BOUND_E:1	1	1	1	BARE>Q_BOUND_E:1				
H+ckh	ok+ol	1		1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1
H+ckh	ok+or	0		1	1	1	BOUND_E>BOUND_D:1								
H+ckh	ol	1	BOUND_D>Q_BARE	2	2	2	BOUND_D>Q_BARE:1;BARE>BARE:1	2	2	2	BOUND_D>Q_BARE:1;BARE>BARE:1	2	2	2	BOUND_D>Q_BARE:1;BARE>BARE:1
H+ckh	ol+H	1		5	4	3	BARE>BARE:3;BOUND_E>BARE:1;BARE>Q_BARE:1	4	3	2	BARE>BARE:2;BOUND_E>BARE:1;BARE>Q_BARE:1	5	4	3	BARE>BARE:3;BOUND_E>BARE:1;BARE>Q_BARE:1
H+ckh	ol+k	0		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1				
H+ckh	ol+t	0		1	1	1	BOUND_D>BARE:1	1	1	1	BOUND_D>BARE:1				
H+ckh	or	1		5	5	3	BARE>BARE:3;BOUND_D>BARE:1;BOUND_E>BARE:1	4	4	3	BARE>BARE:1;BOUND_D>BARE:1;BOUND_E>BARE:1;BARE>REL_I:1	2	2	2	BOUND_D>BARE:1;BOUND_E>BARE:1
H+ckh	or+ol	0						1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H+ckh	os	1		1	1	1	BARE>REL_I:1	1	1	1	BARE>REL_I:1	1	1	1	BARE>REL_I:1
H+ckh	ot	1	BOUND_D>Q_BOUND_D	10	8	2	BARE>FREE_L:2;BARE>Q_FREE_L:1;BARE>Q_REL_I:1;BARE>Q_BARE:1;BARE>FREE_R:1;BARE>BOUND_D:1;BOUND_D>Q_BOUND_D:1;BARE>BOUND_E:1;BOUND_E>REL_I:1	10	8	2	BARE>FREE_L:2;BARE>Q_FREE_L:1;BARE>Q_REL_I:1;BARE>Q_BARE:1;BARE>FREE_R:1;BARE>BOUND_D:1;BOUND_D>Q_BOUND_D:1;BARE>BOUND_E:1;BOUND_E>REL_I:1	8	7	2	BARE>Q_FREE_L:1;BARE>FREE_L:1;BARE>Q_BARE:1;BARE>FREE_R:1;BARE>BOUND_D:1;BOUND_D>Q_BOUND_D:1;BARE>BOUND_E:1;BOUND_E>REL_I:1
H+ckh	ot+Hod	1		1	1	1	BARE>Q_BARE:1	1	1	1	BARE>Q_BARE:1	1	1	1	BARE>Q_BARE:1
H+ckh	ot+ol	0										1	1	1	BARE>BOUND_E:1
H+ckh	ot+ol+d	0		1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1				
H+ckh	r	1		2	2	1	BARE>REL_I:1;BOUND_E>BARE:1	2	2	1	BARE>REL_I:1;BOUND_E>BARE:1	2	2	1	BARE>BARE:1;BOUND_E>BARE:1
H+ckh	r+Hs	1		1	1	1	BARE>FREE_L:1	1	1	1	BARE>FREE_L:1	1	1	1	BARE>FREE_L:1
H+ckh	s	0		1	1	1	BARE>BARE:1								
H+ckh+ol+ol	ok	0										1	1	1	BARE>FREE_L:1
H+ckhd	Ht	0						1	1	1	BARE>BOUND_D:1	1	1	1	BARE>BOUND_D:1
H+ckhd	a	0		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1				
H+ckhd	al	0		1	1	1	BARE>BARE:1								
H+ckhd	l	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H+ckho	l+ol+ol	0		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1				
H+ckhor	ot	0										1	1	1	REL_I>FREE_R:1
H+ckhos	H+t	1		1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1
H+cph	H+ol	1		1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1
H+cph	aii	0		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1				
H+cph	al	0						1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H+cph	o+H	1	BOUND_E>Q_BARE	1	1	1	BOUND_E>Q_BARE:1	1	1	1	BOUND_E>Q_BARE:1	1	1	1	BOUND_E>Q_BARE:1
H+cph	ok	1	BOUND_D>Q_BOUND_D	1	1	1	BOUND_D>Q_BOUND_D:1	1	1	1	BOUND_D>Q_BOUND_D:1	1	1	1	BOUND_D>Q_BOUND_D:1
H+cph	ok+H	0		1	1	1	BARE>Q_BARE:1	1	1	1	BARE>Q_BARE:1				
H+cph	ot+H	1		1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1
H+cphhd	ol+k	0						1	1	1	BARE>BARE:1				
H+cth	H	1		1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1	3	3	2	BARE>BOUND_E:2;BARE>FREE_R:1
H+cth	H+cth	1		1	1	1	BOUND_D>BOUND_E:1	1	1	1	BOUND_D>BOUND_E:1	1	1	1	BOUND_D>BOUND_E:1
H+cth	H+e	0		1	1	1	BARE>BOUND_D:1	1	1	1	BARE>BOUND_D:1				
H+cth	H+k	1		1	1	1	FREE_L>BOUND_E:1	1	1	1	FREE_L>BOUND_E:1	1	1	1	FREE_L>BOUND_E:1
H+cth	H+t	1		1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1
H+cth	Hckh	1		1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1
H+cth	Healr+or	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H+cth	a	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H+cth	aii	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H+cth	ar	1		2	2	1	BARE>BARE:2	2	2	1	BARE>BARE:2	2	2	1	BARE>BARE:2
H+cth	cph+or	1		1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1
H+cth	cthos	1		1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1
H+cth	l+H	1		1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1
H+cth	l+k	0										1	1	1	BARE>BARE:1
H+cth	l+or	1		2	2	1	BARE>BARE:2	2	2	1	BARE>BARE:2	2	2	1	BARE>BARE:2
H+cth	l+s	0		1	1	1	BOUND_D>BARE:1								
H+cth	lr	0						1	1	1	BOUND_D>BARE:1	1	1	1	BOUND_E>BARE:1
H+cth	ok	1	BOUND_D>Q_BOUND_D	15	11	3	BARE>Q_REL_I:3;BARE>Q_BOUND_E:2;BARE>BOUND_D:2;BARE>Q_BOUND_D:2;BARE>Q_FREE_L:2;BARE>FREE_L:2;BOUND_E>Q_REL_I:1;BOUND_D>Q_BOUND_D:1	15	10	3	BARE>Q_REL_I:4;BARE>Q_FREE_L:3;BARE>BOUND_D:2;BARE>Q_BOUND_D:2;BARE>Q_BOUND_E:1;BOUND_E>Q_REL_I:1;BOUND_D>Q_BOUND_D:1;BARE>FREE_L:1	16	12	3	BARE>Q_BOUND_E:4;BARE>Q_REL_I:3;BARE>BOUND_E:2;BARE>Q_FREE_L:2;BARE>FREE_L:2;BARE>BOUND_D:1;BOUND_E>Q_REL_I:1;BOUND_D>Q_BOUND_D:1
H+cth	ok+H	0						1	1	1	BARE>FREE_L:1				
H+cth	ok+Hok	1		1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1
H+cth	ok+k+ol	0		1	1	1	BARE>Q_FREE_L:1					1	1	1	BARE>Q_FREE_L:1
H+cth	ok+ol	0		1	1	1	BARE>Q_BOUND_E:1	1	1	1	BARE>Q_BOUND_E:1				
H+cth	ok+or	0						1	1	1	BOUND_E>BOUND_D:1	1	1	1	BOUND_E>BOUND_D:1
H+cth	ol	1		4	3	2	BARE>Q_BARE:2;BARE>BARE:2	5	4	2	BARE>Q_BARE:3;BARE>BARE:2	4	3	2	BARE>Q_BARE:2;BARE>BARE:2
H+cth	ol+or	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H+cth	or+ol	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H+cth	ot	1		3	3	2	BARE>BOUND_D:1;BOUND_E>BOUND_D:1;BARE>Q_FREE_L:1	6	5	2	BARE>Q_REL_I:2;BARE>BOUND_D:1;BARE>BOUND_E:1;BOUND_E>BOUND_D:1;BARE>Q_FREE_L:1	6	6	2	BARE>BOUND_E:2;BARE>Q_REL_I:1;BARE>BARE:1;BOUND_E>BOUND_D:1;BARE>Q_FREE_L:1
H+cth	ot+al	0		1	1	1	BARE>Q_REL_I:1					1	1	1	BARE>Q_REL_I:1
H+cth	ot+e	0		1	1	1	BARE>BOUND_D:1	1	1	1	BARE>BOUND_D:1				
H+cth	ot+o	0										1	1	1	BARE>BOUND_E:1
H+cth	ot+od	1		2	1	1	BOUND_E>BOUND_E:1;BARE>BOUND_E:1	2	1	1	BOUND_E>BOUND_E:1;BARE>BOUND_E:1	1	1	1	BOUND_E>BOUND_E:1
H+cth	ot+ol	1		2	2	2	BARE>BARE:1;BARE>Q_REL_I:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H+cth	ot+or	0		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1				
H+cth	otal	1		1	1	1	BARE>FREE_A:1	1	1	1	BARE>FREE_A:1	1	1	1	BARE>FREE_A:1
H+cth	oteel+H	0		1	1	1	BARE>BARE:1					1	1	1	BARE>BARE:1
H+cth	r	0		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1				
H+cth	r+ol	0										1	1	1	BARE>BARE:1
H+cth+H	ok	1		1	1	1	BARE>Q_BARE:1	1	1	1	BARE>Q_BARE:1	1	1	1	BARE>Q_BARE:1
H+cthd	ot	0		1	1	1	BARE>Q_BOUND_D:1								
H+cthd	otedl	0						1	1	1	BARE>Q_BARE:1	1	1	1	BARE>Q_BARE:1
H+cthh	aii	0						1	1	1	BARE>BARE:1				
H+d	H	1		4	4	2	REL_I>FREE_R:1;FREE_R>BOUND_E:1;BARE>BOUND_E:1;BARE>FREE_L:1	3	3	2	FREE_R>BOUND_E:1;BARE>BOUND_E:1;BARE>FREE_L:1	2	2	2	REL_I>FREE_R:1;BARE>BOUND_E:1
H+d	H+d	0										1	1	1	FREE_L>REL_I:1
H+d	H+ol	0		1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1				
H+d	H+ol+s	0						1	1	1	BARE>FREE_L:1				
H+d	Hod	0		1	1	1	REL_I>BARE:1								
H+d	Hod+H+ol	0										1	1	1	REL_I>BARE:1
H+d	Hok+H	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H+d	Hos	0		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1				
H+d	Ht+od	0						1	1	1	BARE>BARE:1				
H+d	ai	0		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1				
H+d	aii	1		2	2	1	BARE>BARE:2	2	2	1	BARE>BARE:2	2	2	1	BARE>BARE:2
H+d	air	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H+d	ar	0		1	1	1	BARE>BARE:1					1	1	1	BARE>BARE:1
H+d	cthd	1		2	2	2	BARE>BARE:2	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H+d	e	0						1	1	1	BARE>BOUND_E:1				
H+d	o+H	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	2	2	2	BARE>BARE:1;BARE>FREE_L:1
H+d	o+k	0		1	1	1	BARE>Q_BOUND_E:1								
H+d	od	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H+d	ok	1		2	2	2	BARE>Q_FREE_L:2	2	2	2	BARE>Q_FREE_L:2	2	2	2	BARE>Q_FREE_L:2
H+d	ok+H	1		1	1	1	BARE>Q_BARE:1	1	1	1	BARE>Q_BARE:1	1	1	1	BARE>Q_BARE:1
H+d	ok+ol	1		1	1	1	FREE_R>BARE:1	2	2	2	FREE_R>BARE:1;BARE>Q_BARE:1	2	2	2	FREE_R>BARE:1;BARE>Q_BARE:1
H+d	ok+os	0		1	1	1	FREE_R>Q_BOUND_E:1	1	1	1	FREE_R>Q_BOUND_E:1				
H+d	ok+s	0		1	1	1	BARE>FREE_L:1	1	1	1	BARE>FREE_L:1				
H+d	ol	0						1	1	1	REL_I>BARE:1				
H+d	ol+d	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H+d	or	1		2	2	2	BARE>REL_I:1;FREE_A>REL_I:1	2	2	2	FREE_A>Q_REL_I:1;BARE>REL_I:1	2	2	2	BARE>REL_I:1;FREE_A>REL_I:1
H+d	or+o	0		1	1	1	BARE>BARE:1								
H+d	ot	1		3	3	2	BARE>Q_BARE:1;BARE>BARE:1;BARE>Q_FREE_L:1	2	2	1	BARE>Q_BARE:1;BARE>BARE:1	2	2	1	BARE>Q_BARE:1;BARE>BARE:1
H+d	ot+H	1		2	2	2	BARE>BARE:1;FREE_L>FREE_L:1	2	2	2	BARE>BARE:1;FREE_L>FREE_L:1	2	2	2	BARE>BARE:1;FREE_L>FREE_L:1
H+d	ot+ok+Ho	0		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1				
H+d	ot+ol	0										1	1	1	REL_I>Q_BARE:1
H+d	r	0										1	1	1	BARE>BARE:1
H+d	r+H	0		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1				
H+d+H	l+H	0		1	1	1	BARE>BARE:1								
H+d+H	ot+H	1		1	1	1	BARE>Q_BARE:1	1	1	1	BARE>Q_BARE:1	1	1	1	BARE>Q_BARE:1
H+d+H	z+H	1		1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1
H+d+o	or	0						1	1	1	BARE>REL_I:1				
H+daiir	al+k	0		1	1	1	BARE>BARE:1					1	1	1	BARE>BARE:1
H+e	H	1		1	1	1	BARE>BOUND_D:1	1	1	1	BARE>BOUND_D:1	1	1	1	BARE>BOUND_D:1
H+e	H+ol	0		1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1				
H+e	o+H	0		1	1	1	BOUND_E>Q_BARE:1	1	1	1	BOUND_E>Q_BARE:1				
H+e	ok	1		3	3	2	FREE_A>Q_BOUND_D:1;BOUND_E>Q_BOUND_D:1;BARE>BOUND_E:1	3	3	2	FREE_A>Q_BOUND_D:1;BOUND_E>Q_BOUND_D:1;BARE>BOUND_E:1	2	2	1	BOUND_E>Q_BOUND_D:1;BARE>BOUND_E:1
H+e	ol+H	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H+e	ol+k	1		1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1
H+e	r	1		1	1	1	BARE>FREE_R:1	1	1	1	BARE>FREE_R:1	1	1	1	BARE>FREE_R:1
H+e+os	H	0										1	1	1	BARE>BOUND_E:1
H+eiii	ot	0										1	1	1	BARE>REL_I:1
H+eiir	ot+Hd	0										1	1	1	BARE>BARE:1
H+es	ckh	0		1	1	1	BARE>FREE_L:1					1	1	1	BARE>FREE_L:1
H+h	o+H+ol	0						1	1	1	BOUND_D>BARE:1				
H+j	H	0										1	1	1	FREE_R>BOUND_E:1
H+j	ot+ok+Ho	0										1	1	1	BARE>BARE:1
H+k	H	1		33	27	5	BARE>BOUND_D:6;REL_I>BOUND_E:4;BARE>BOUND_E:3;REL_I>BOUND_D:3;BARE>FREE_R:2;FREE_L>BOUND_D:2;BOUND_D>BOUND_D:2;BARE>FREE_L:2;BOUND_E>BOUND_E:2;BOUND_E>FREE_L:2;REL_I>FREE_L:1;BOUND_E>BOUND_D:1;FREE_R>BOUND_E:1;FREE_L>BARE:1;BOUND_D>FREE_L:1	34	28	5	BARE>BOUND_D:6;REL_I>BOUND_D:4;BARE>BOUND_E:3;BOUND_E>BOUND_E:3;REL_I>BOUND_E:3;BARE>FREE_R:2;BOUND_D>BOUND_D:2;BARE>FREE_L:2;BOUND_E>FREE_L:2;BOUND_E>FREE_R:1;BARE>BARE:1;FREE_L>BOUND_D:1;BOUND_E>BOUND_D:1;FREE_R>BOUND_E:1;FREE_L>BARE:1;BOUND_D>FREE_L:1	36	27	5	REL_I>BOUND_E:7;BARE>BOUND_E:6;BARE>FREE_L:3;BOUND_E>BOUND_E:3;BARE>FREE_R:2;FREE_R>BOUND_E:2;REL_I>BOUND_D:2;BOUND_E>FREE_L:2;FREE_L>BOUND_E:1;BOUND_E>BARE:1;BARE>BOUND_D:1;BOUND_D>BOUND_E:1;REL_I>FREE_L:1;FREE_L>BOUND_D:1;FREE_L>BARE:1;BOUND_D>FREE_L:1;BOUND_D>BOUND_D:1
H+k	H+H	1		1	1	1	BARE>FREE_L:1	1	1	1	BARE>FREE_L:1	2	2	2	BARE>FREE_L:1;BARE>BOUND_E:1
H+k	H+ckh	1		4	3	3	REL_I>BOUND_E:3;BARE>BOUND_E:1	4	3	3	REL_I>BOUND_E:3;BARE>BOUND_E:1	4	3	3	REL_I>BOUND_E:3;BARE>BOUND_E:1
H+k	H+k	1		9	7	2	BARE>BOUND_E:4;FREE_R>BOUND_E:2;FREE_L>FREE_L:1;BOUND_D>BOUND_E:1;REL_I>BOUND_E:1	9	7	2	BARE>BOUND_E:4;FREE_R>BOUND_E:2;FREE_L>FREE_L:1;BOUND_D>BOUND_E:1;REL_I>BOUND_E:1	10	8	2	BARE>BOUND_E:5;FREE_R>BOUND_E:2;FREE_L>FREE_L:1;BOUND_E>BOUND_E:1;REL_I>BOUND_E:1
