root	core_id	hybrid_class	present_all_readings	stable_dominant_role	ZL3b_all_count	ZL3b_prose_count	ZL3b_pages	ZL3b_sections	ZL3b_standalone_share	ZL3b_line_start_share	ZL3b_line_end_share	ZL3b_selector	ZL3b_dependent	ZL3b_dominant_role	ZL3b_role_counts	ZL3b_kind_counts	ZL3b_left_neighbors	ZL3b_right_neighbors	ZL3b_tuple_partners	IT2a_all_count	IT2a_prose_count	IT2a_pages	IT2a_sections	IT2a_standalone_share	IT2a_line_start_share	IT2a_line_end_share	IT2a_selector	IT2a_dependent	IT2a_dominant_role	IT2a_role_counts	IT2a_kind_counts	IT2a_left_neighbors	IT2a_right_neighbors	IT2a_tuple_partners	RF1b_all_count	RF1b_prose_count	RF1b_pages	RF1b_sections	RF1b_standalone_share	RF1b_line_start_share	RF1b_line_end_share	RF1b_selector	RF1b_dependent	RF1b_dominant_role	RF1b_role_counts	RF1b_kind_counts	RF1b_left_neighbors	RF1b_right_neighbors	RF1b_tuple_partners
Hdair		NONCORE	1	BARE	11	10	9	4	0.9090909090909091	0.4	0.0	0	0	BARE	BARE:10	P:10;C:1	od:3;ol:2;H:1;ot:1;l:1;os:1;air:1	H:5;Hd:3;o:3;or:3;ol:1;k:1;ok:1;ot:1	od:1	11	10	9	4	0.8181818181818182	0.4	0.0	0	0	BARE	BARE:10	P:10;C:1	od:3;ol:2;H:1;ot:1;l:1;os:1;air:1	Hd:4;H:4;o:3;or:2;Hshd:1;ol:1;k:1;ok:1	or:1;od:1	9	8	7	4	0.8888888888888888	0.375	0.0	0	0	BARE	BARE:8	P:8;C:1	od:3;ol:2;H:1;l:1;os:1;al:1;d:1;air:1	H:4;Hd:2;o:2;or:2;k:1;ok:1;ot:1;Ho:1	od:1
Hdal		NONCORE	1	FREE_L	1	1	1	1	1.0	0.0	0.0	0	0	FREE_L	FREE_L:1	P:1	H:1	o:1		1	1	1	1	1.0	0.0	0.0	0	0	FREE_L	FREE_L:1	P:1	H:1	o:1		1	1	1	1	1.0	0.0	0.0	0	0	FREE_L	FREE_L:1	P:1	H:1	o:1	
Hdar		NONCORE	1		2	0	2	2	0.0	0.0	0.0	0	0			R:1;L:1			ok:2	1	0	1	1	0.0	0.0	0.0	0	0			R:1			ok:1	2	0	2	2	0.0	0.0	0.0	0	0			R:1;L:1			ok:2
Hdd		NONCORE	1		4	4	4	3	1.0	0.0	0.0	0	0	BARE	BARE:4	P:4	H:3;Hd:2;o:1;l:1;k:1	Hd:2;ot:1;H:1;Hes:1;Hcph:1		5	5	5	3	1.0	0.0	0.0	0	0	BARE	BARE:4;REL_I:1	P:5	H:3;o:2;Hd:2;l:1;k:1	Hd:3;ot:1;H:1;Her:1;okair:1;ol:1;Hcth:1		1	1	1	1	1.0	0.0	0.0	0	0	REL_I	REL_I:1	P:1	o:1;Hd:1	okair:1	
Hdi		NONCORE	0		1	1	1	1	1.0	1.0	0.0	0	0	BARE	BARE:1	P:1		H:1;ckh:1																															
Hdl		NONCORE	1	BARE	5	4	5	4	0.4	0.25	0.25	0	0	BARE	BARE:3;FREE_R:1	P:4;L:1	H:2;aii:1	H:3;os:1;ees:1;e:1;ol:1;or:1	ok:2;e:1;t:1;dl:1;o:1	4	3	4	4	0.25	0.3333333333333333	0.3333333333333333	0	0	BARE	BARE:2;FREE_R:1	P:3;L:1	aii:1;H:1	H:2;ol:1;or:1	ok:2;ct:1;dl:1;o:1	7	6	7	4	0.2857142857142857	0.16666666666666666	0.5	0	0	BARE	BARE:5;FREE_R:1	P:6;L:1	H:2;aii:1;Hd:1;l:1;k:1	H:3;os:1;ees:1;e:1	ok:2;o:2;e:1;t:1;dl:1;d:1;H:1
Hdr		NONCORE	1	BARE	1	1	1	1	0.0	1.0	0.0	0	0	BARE	BARE:1	P:1		l:1;k:1	al:1	1	1	1	1	0.0	1.0	0.0	0	0	BARE	BARE:1	P:1		l:1;k:1	al:1	1	1	1	1	0.0	1.0	0.0	0	0	BARE	BARE:1	P:1		l:1;k:1	al:1
Hds		NONCORE	1	BARE	3	3	3	2	0.6666666666666666	0.3333333333333333	0.3333333333333333	0	0	BARE	BARE:3	P:3	aiii:1;aii:1	ar:1;H:1;e:1;ol:1	ol:1	2	2	2	2	0.5	0.5	0.5	0	0	BARE	BARE:2	P:2	aiii:1	ar:1	ol:1	2	2	2	2	0.5	0.5	0.5	0	0	BARE	BARE:2	P:2	aiii:1	ar:1	ol:1
Hdsd		NONCORE	1		1	0	1	1	0.0	0.0	0.0	0	0			L:1			o:1	1	0	1	1	0.0	0.0	0.0	0	0			L:1			o:1	1	0	1	1	0.0	0.0	0.0	0	0			L:1			o:1
He		NONCORE	0																	2	2	2	2	1.0	0.0	0.0	0	0	BOUND_D	BOUND_D:1;BOUND_E:1	P:2	ot:1;H:1	al:1;Hcph:1		1	1	1	1	1.0	0.0	0.0	0	0	BOUND_D	BOUND_D:1	P:1	ot:1	al:1	
Hea		NONCORE	1	FREE_R	1	1	1	1	1.0	0.0	1.0	0	0	FREE_R	FREE_R:1	P:1	ok:1			1	1	1	1	1.0	0.0	1.0	0	0	FREE_R	FREE_R:1	P:1	ok:1			1	1	1	1	1.0	0.0	1.0	0	0	FREE_R	FREE_R:1	P:1	ok:1		
Heal		NONCORE	1	REL_I	3	2	3	2	0.0	0.0	0.5	0	0	REL_I	REL_I:2	P:2;R:1	H:1;or:1;l:1;ot:1	Ho:1;ckh:1	o:1;or:1;l:1	4	3	4	3	0.0	0.0	0.3333333333333333	0	0	REL_I	REL_I:2;FREE_A:1	P:3;R:1	ot:2;Hd:1;cs:1;es:1;or:1;H:1	or:1;Ho:1;ckh:1	l:2;s:1;o:1	5	3	5	3	0.4	0.0	0.3333333333333333	0	0	REL_I	REL_I:2;FREE_A:1	P:3;R:1;C:1	ot:2;Hd:1;H:1;or:1;Hot:1;l:1	e:1;od:1;or:1;Ho:1;ckh:1	s:1;o:1;l:1
Healr		NONCORE	1	BARE	1	1	1	1	0.0	0.0	1.0	0	0	BARE	BARE:1	P:1	H:1;cth:1		or:1	1	1	1	1	0.0	0.0	1.0	0	0	BARE	BARE:1	P:1	H:1;cth:1		or:1	1	1	1	1	0.0	0.0	1.0	0	0	BARE	BARE:1	P:1	H:1;cth:1		or:1
Hear		NONCORE	1	REL_I	2	2	2	1	1.0	0.0	0.5	0	0	REL_I	REL_I:1;FREE_A:1	P:2	l:1;k:1;Hckh:1	ok:1		1	1	1	1	1.0	0.0	0.0	0	0	REL_I	REL_I:1	P:1	l:1;k:1	ok:1		2	2	2	1	1.0	0.0	0.5	0	0	REL_I	REL_I:1;FREE_A:1	P:2	l:1;k:1;Hckh:1	ai:1	
Hedaiir		NONCORE	1	BARE	3	3	3	2	0.6666666666666666	0.3333333333333333	0.0	0	0	BARE	BARE:3	P:3	ot:1;o:1;H:1;ol:1	Hees:1;ot:1;od:1;o:1;cph:1	o:1	1	1	1	1	1.0	1.0	0.0	0	0	BARE	BARE:1	P:1		ot:1;od:1		3	3	3	2	0.6666666666666666	0.3333333333333333	0.0	0	0	BARE	BARE:3	P:3	ot:1;o:1;H:1;ol:1	Hees:1;ot:1;od:1;o:1;cph:1	o:1
Hedair		NONCORE	1	BARE	7	7	4	3	0.7142857142857143	0.7142857142857143	0.0	0	0	BARE	BARE:7	P:7	H:1;Hod:1	H:2;ot:2;ol:1;Hd:1;Hot:1;ok:1;Hod:1;oeail:1	ot:1;s:1	7	7	5	4	0.7142857142857143	0.5714285714285714	0.0	0	0	BARE	BARE:7	P:7	ot:1;H:1;Hod:1	H:2;ot:2;ol:1;Heer:1;Hd:1;ok:1;o:1;Hod:1	ot:1;s:1	5	5	4	3	0.8	1.0	0.0	0	0	BARE	BARE:5	P:5		H:3;ol:1;k:1;ot:1;Hot:1;Hod:1;oeail:1	s:1
Hedar		NONCORE	0		2	2	2	1	0.5	0.0	1.0	0	0	FREE_L	FREE_L:1;FREE_A:1	P:2	ot:2;l:1		Hk:1	1	1	1	1	0.0	0.0	1.0	0	0	FREE_A	FREE_A:1	P:1	ot:1		Hk:1															
Hedd		NONCORE	1	BARE	4	4	4	1	0.5	0.0	0.25	0	0	BARE	BARE:4	P:4	H:2;ol:1;air:1;od:1;o:1;ok:1	l:2;k:2;air:1;Ho:1	o:2	5	5	5	2	0.6	0.0	0.2	0	0	BARE	BARE:5	P:5	H:2;Hod:1;ol:1;air:1;od:1;o:1;ok:1	k:3;l:2;H:1;air:1;Ho:1	o:2	5	5	5	2	0.6	0.0	0.2	0	0	BARE	BARE:5	P:5	H:3;ok:2;air:1;od:1;o:1	l:2;k:2;ar:1;air:1;Ho:1	o:2
Heddl		NONCORE	1	BARE	1	1	1	1	0.0	0.0	0.0	0	0	BARE	BARE:1	P:1	H:1	Hd:1	o:1	1	1	1	1	0.0	0.0	0.0	0	0	BARE	BARE:1	P:1	H:1	Hd:1	o:1	1	1	1	1	0.0	0.0	0.0	0	0	BARE	BARE:1	P:1	H:1	Hd:1	o:1
Hedl		NONCORE	1	BARE	4	4	3	2	1.0	0.25	0.5	0	0	BARE	BARE:4	P:4	ok:2;l:1	al:1;ar:1		4	3	4	3	0.75	0.3333333333333333	0.3333333333333333	0	0	BARE	BARE:3	P:3;C:1	ok:2;ot:1	Hd:1;al:1;ar:1	ok:1	4	3	4	4	0.75	0.0	0.3333333333333333	0	0	BARE	BARE:2;FREE_L:1	P:3;C:1	ok:3;o:1	Hd:1;cph:1;l:1;kair:1	o:1;H:1
Hedr		NONCORE	1	BARE	3	3	3	3	0.6666666666666666	0.0	0.6666666666666666	0	0	BARE	BARE:3	P:3	ot:1;or:1;otl:1;ol:1;k:1;okair:1;od:1	H:1	l:1	3	3	3	2	0.3333333333333333	0.0	0.6666666666666666	0	0	BARE	BARE:3	P:3	H:1;otl:1;ol:1;k:1;okair:1;od:1	H:1;t:1	ol:1;l:1	3	3	3	3	1.0	0.0	0.3333333333333333	0	0	BARE	BARE:3	P:3	ol:2;ot:1;or:1;otl:1;k:1	H:1;ar:1	
Heds		NONCORE	1	BARE	3	3	3	2	0.6666666666666666	0.0	0.3333333333333333	0	0	BARE	BARE:3	P:3	ot:2;ol:1	H:1;k:1;ar:1	o:1	4	4	4	3	0.75	0.0	0.25	0	0	BARE	BARE:4	P:4	ot:3;or:1;ol:1	H:2;k:1;ar:1	o:1	2	2	2	2	0.5	0.0	0.5	0	0	BARE	BARE:2	P:2	r:1;ot:1	H:1;k:1	o:1
Heedal		NONCORE	1	REL_I	1	1	1	1	1.0	0.0	1.0	0	0	REL_I	REL_I:1	P:1	o:1;H:1			1	1	1	1	1.0	0.0	1.0	0	0	REL_I	REL_I:1	P:1	o:1;H:1			1	1	1	1	1.0	0.0	1.0	0	0	REL_I	REL_I:1	P:1	o:1;H:1		
Heedl		NONCORE	1	BARE	1	1	1	1	0.0	0.0	0.0	0	0	BARE	BARE:1	P:1	or:1	ar:1	s:1	1	1	1	1	0.0	0.0	0.0	0	0	BARE	BARE:1	P:1	or:1	ar:1	s:1	2	1	2	2	0.5	0.0	0.0	0	0	BARE	BARE:1	P:1;C:1	or:1;aiir:1	ar:1;H:1;o:1	s:1
Heeer		NONCORE	0		1	1	1	1	1.0	1.0	0.0	0	0	BARE	BARE:1	P:1		H:2;t:1																															
Heeerl		NONCORE	0																	1	1	1	1	1.0	0.0	0.0	0	0	BARE	BARE:1	P:1	oes:1;ed:1	H:1		1	1	1	1	1.0	0.0	0.0	0	0	BARE	BARE:1	P:1	oes:1;e:1	H:1	
Heees		NONCORE	1	BARE	4	3	4	2	0.75	0.0	0.3333333333333333	0	0	BARE	BARE:3	P:3;C:1	or:2;ar:1;ok:1;H:1;ai:1	e:1;aii:1;ol:1	ol:1	5	4	5	3	0.8	0.25	0.25	0	0	BARE	BARE:4	P:4;C:1	or:2;ar:1;ok:1;H:1;ai:1	H:2;a:1;d:1;t:1;aii:1;ol:1	ol:1	5	4	5	3	0.8	0.25	0.25	0	0	BARE	BARE:4	P:4;C:1	ar:1;r:1;H:1;or:1;ai:1	H:2;e:1;t:1;aii:1;ol:1	ol:1
Heeil		NONCORE	0		1	1	1	1	1.0	1.0	0.0	0	0	BARE	BARE:1	P:1		oair:1																															
Heeir		NONCORE	0																	1	1	1	1	1.0	0.0	0.0	0	0	BARE	BARE:1	P:1	aii:1	H:1																
Heel		NONCORE	1	BARE	3	2	3	3	0.6666666666666666	0.0	0.0	0	0	BARE	BARE:2	P:2;C:1	Ht:1;s:1;Hk:1	Hes:1;H:1;ol:1;l:1;k:1	l:1	4	3	4	4	0.75	0.3333333333333333	0.0	0	0	BARE	BARE:3	P:3;C:1	Ht:1;s:1;Hk:1	Hes:1;aii:1;H:1;ol:1;l:1;k:1	l:1	3	2	3	2	0.6666666666666666	0.0	0.5	0	0	BARE	BARE:2	P:2;C:1	Ht:1;Hk:1;H:1	Hes:1;l:1;k:1	l:1
Heer		NONCORE	0																	3	3	3	3	1.0	0.0	0.0	0	0	BARE	BARE:3	P:3	Hedair:1;l:1;Hd:1;o:1	ar:1;d:1;Hees:1;ai:1		1	1	1	1	1.0	0.0	0.0	0	0	BARE	BARE:1	P:1	H:1	ai:1	
Hees		NONCORE	1	BARE	77	62	53	8	0.7402597402597403	0.14516129032258066	0.08064516129032258	0	0	BARE	BARE:62	P:64;C:10;L:3	H:13;ok:10;l:8;ot:6;or:6;ol:4;aii:4;od:3	ol:11;H:10;o:8;al:7;od:6;ot:5;ar:4;k:4	o:5;ol:4;or:3;l:2;H:2;ar:2;od:1;ees:1	70	58	49	8	0.7428571428571429	0.13793103448275862	0.06896551724137931	0	0	BARE	BARE:58	P:60;C:8;L:2	H:12;ok:9;ot:8;or:5;aii:5;l:4;ol:4;o:3	ol:10;al:8;H:8;ot:7;aii:6;e:4;od:4;k:4	l:5;ol:4;o:3;od:1;ees:1;s:1;oc:1;e:1	75	60	55	8	0.72	0.15	0.08333333333333333	0	0	BARE	BARE:60	P:62;C:10;L:3	H:12;ok:10;l:7;ot:6;or:5;r:4;aii:4;Hd:3	H:11;ol:10;ot:7;o:7;al:6;ar:5;e:4;aii:4	o:6;ol:4;l:3;H:2;k:2;r:2;or:2;od:1
Hei		NONCORE	0		1	1	1	1	0.0	0.0	1.0	0	0	BARE	BARE:1	P:1	aii:1		t:1	1	0	1	1	0.0	0.0	0.0	0	0			C:1	aii:1	ot:1;ol:1	s:1															
Heii		NONCORE	0																																2	2	2	1	0.5	0.0	0.0	0	0	BARE	BARE:2	P:2	r:2;k:1;H:1	o:1;k:1;ok:1	o:1
Heir		NONCORE	0																																1	1	1	1	1.0	0.0	1.0	0	0	BARE	BARE:1	P:1	ok:1;H:1		
Hel		NONCORE	1		2	2	2	2	1.0	0.0	0.0	0	0	FREE_L	FREE_L:1;BARE:1	P:2	ok:1;e:1	ok:1;e:1		4	4	4	3	0.75	0.0	0.5	0	0	BARE	BARE:2;REL_I:1;FREE_L:1	P:4	H:2;ar:1;ok:1;or:1	ai:1;ok:1	l:1;H:1	3	3	3	3	0.3333333333333333	0.0	0.6666666666666666	0	0	BARE	BARE:2;FREE_L:1	P:3	H:2;ok:1	ok:1	l:2;ol:1;H:1
Her		NONCORE	1	BARE	9	7	9	5	0.6666666666666666	0.0	0.0	0	0	BARE	BARE:7	P:7;C:2	H:2;ol:2;Hoo:1;k:1;Hd:1;or:1;s:1;t:1	s:2;ol:2;Ho:1;ar:1;H:1;Hes:1;okair:1;al:1	o:2;ot:1	15	10	14	6	0.8666666666666667	0.1	0.0	0	0	BARE	BARE:10	P:10;C:5	ot:2;H:2;Hoii:1;Hoo:1;k:1;Hdd:1;oar:1;e:1	H:4;aii:2;ol:2;ok:2;ot:1;d:1;ar:1;s:1	H:1;tes:1;es:1;o:1	9	7	9	5	0.7777777777777778	0.14285714285714285	0.0	0	0	BARE	BARE:7	P:7;C:2	H:2;Ho:1;k:1;ol:1;or:1;s:1;Hckh:1	aii:2;d:1;Ho:1;ar:1;ol:1;s:1;H:1;Hes:1	o:1;ol:1
Hes		NONCORE	1	BARE	111	79	72	8	0.6846846846846847	0.1518987341772152	0.02531645569620253	0	0	BARE	BARE:79	P:80;C:22;L:5;R:4	H:23;ot:14;ol:9;o:8;ok:8;k:7;ar:6;od:6	H:20;ok:17;aii:13;ol:11;or:8;ar:8;o:7;e:6	o:7;e:5;ot:5;ok:4;k:4;l:4;ol:3;H:2	105	81	69	8	0.6095238095238096	0.14814814814814814	0.024691358024691357	0	0	BARE	BARE:81	P:82;C:18;L:3;R:2	H:31;ot:12;ol:9;ok:8;o:7;k:6;od:6;ar:5	H:20;ok:15;ol:12;aii:11;o:8;ar:8;or:7;al:6	o:8;ot:7;e:6;ok:5;l:5;ol:4;k:4;al:2	108	79	71	8	0.6759259259259259	0.1518987341772152	0.0379746835443038	0	0	BARE	BARE:78;FREE_L:1	P:80;C:20;L:4;R:4	H:25;ot:11;ol:9;o:8;ok:8;ar:6;al:6;k:5	H:19;ok:15;ol:13;aii:12;or:8;ar:8;o:6;od:5	o:7;e:5;ot:5;k:5;l:4;ol:3;ok:2;H:2
Hesd		NONCORE	1	BARE	1	1	1	1	0.0	0.0	0.0	0	0	BARE	BARE:1	P:1	ed:1	ar:1	ol:1	1	1	1	1	0.0	0.0	0.0	0	0	BARE	BARE:1	P:1	ed:1	ar:1	ol:1	1	1	1	1	0.0	0.0	0.0	0	0	BARE	BARE:1	P:1	ed:1	ar:1	ol:1
Hess		NONCORE	0																	1	0	1	1	1.0	0.0	0.0	0	0			C:1	air:1	cth:1																
Hh		NONCORE	0																	3	2	3	3	0.6666666666666666	0.0	0.0	0	0	BARE	BARE:2	P:2;R:1	ok:1;Hok:1;Hr:1;r:1;H:1	ok:2;ot:1	ok:1															
Hhd		NONCORE	0																	1	0	1	1	1.0	0.0	0.0	0	0			P:1	cph:1	H:1																
Hhs		NONCORE	0		1	1	1	1	0.0	0.0	1.0	0	0	BARE	BARE:1	P:1	ot:1;Hd:1		H:1																														
Hi		NONCORE	0		3	2	3	2	0.0	0.0	0.5	0	0	BARE	BARE:2	P:2;C:1	o:2;ok:1;H:1	oi:1;ol:1;ot:1;os:1	l:1;od:1;o:1;ol:1;d:1																7	4	7	4	0.0	0.25	0.25	0	0	BARE	BARE:4	P:4;C:2;R:1	ol:2;ok:2;od:1;o:1;e:1;k:1;H:1	ol:2;H:2;oi:1;Hot:1;or:1;ot:1;os:1;od:1	s:3;ol:2;od:2;o:1;ok:1;d:1
Hii		NONCORE	1	BARE	1	1	1	1	1.0	0.0	0.0	0	0	BARE	BARE:1	P:1	s:1	aii:1		1	1	1	1	1.0	0.0	0.0	0	0	BARE	BARE:1	P:1	s:1	aii:1		1	1	1	1	1.0	0.0	0.0	0	0	BARE	BARE:1	P:1	s:1	aii:1	
Hiir		NONCORE	0																	1	0	1	1	1.0	0.0	0.0	0	0			C:1	e:1;H:1	ar:1																
Hir		NONCORE	0																	1	1	1	1	1.0	0.0	0.0	0	0	BARE	BARE:1	P:1	Ho:1	Hod:1;H:1		1	0	1	1	1.0	0.0	0.0	0	0			C:1	e:1	u:1	
Hk	C29	SPARSE_CORE_ATOM	1	BARE	232	205	123	8	0.6767241379310345	0.05365853658536585	0.11219512195121951	5	0	BARE	BARE:82;REL_I:42;BOUND_E:38;FREE_L:17;FREE_R:14;BOUND_D:8;FREE_A:4	P:215;C:10;L:5;R:2	H:69;ok:39;ot:20;aii:14;ol:13;k:11;or:10;o:8	H:62;ok:31;ot:25;ol:21;s:9;aii:9;od:9;k:9	H:28;ol:13;o:7;or:7;od:7;d:5;ot:3;k:2	239	213	124	8	0.6694560669456067	0.051643192488262914	0.11267605633802817	5	0	BARE	BARE:83;REL_I:41;BOUND_E:40;FREE_R:17;FREE_L:16;BOUND_D:9;FREE_A:7	P:223;C:7;L:6;R:3	H:69;ok:37;ot:21;aii:16;ol:14;or:11;o:11;k:10	H:62;ok:28;ot:27;ol:23;k:11;l:10;s:9;od:9	H:34;ol:13;o:9;od:6;or:5;d:3;Hod:3;ok:2	237	211	123	8	0.6751054852320675	0.052132701421800945	0.10426540284360189	4	0	BARE	BARE:91;BOUND_E:44;REL_I:39;FREE_L:17;FREE_R:13;BOUND_D:4;FREE_A:3	P:221;C:8;L:5;R:3	H:74;ok:38;ot:21;ol:14;aii:14;or:11;o:11;k:10	H:59;ok:31;ot:29;ol:19;r:12;aii:10;s:9;k:9	H:37;ol:13;o:9;od:6;or:5;ot:3;k:3;d:2
Hkair		NONCORE	1	BARE	2	2	2	2	1.0	0.0	0.0	0	0	BARE	BARE:2	P:2	or:1;o:1;H:1	H:1;o:1;Hd:1		2	2	2	2	1.0	0.0	0.0	0	0	BARE	BARE:2	P:2	or:1;o:1;H:1	H:1;o:1;Hd:1		1	1	1	1	1.0	0.0	0.0	0	0	BARE	BARE:1	P:1	r:1	H:1	
Hkal		NONCORE	1	FREE_R	2	1	2	2	0.0	0.0	1.0	0	0	FREE_R	FREE_R:1	P:1;L:1	ar:2		ol:1;e:1	1	1	1	1	1.0	0.0	0.0	0	0	FREE_R	FREE_R:1	P:1	H:1;t:1	ol:1		2	1	2	2	0.5	0.0	0.0	0	0	FREE_R	FREE_R:1	P:1;L:1	ar:2	ol:1	e:1
Hkd		NONCORE	0																	1	1	1	1	1.0	0.0	0.0	0	0	REL_I	REL_I:1	P:1	aii:1	ot:1;H:1		1	1	1	1	1.0	0.0	0.0	0	0	REL_I	REL_I:1	P:1	aii:1	ot:1;H:1	
Hkeii		NONCORE	0																																1	1	1	1	1.0	0.0	0.0	0	0	BARE	BARE:1	P:1	a:1	okair:1	
Hkh		NONCORE	0																	1	1	1	1	1.0	0.0	0.0	0	0	BARE	BARE:1	P:1	ol:1	ok:1																
Hkl		NONCORE	1	BARE	1	1	1	1	0.0	1.0	0.0	0	0	BARE	BARE:1	P:1		Hckh:1	k:1	1	1	1	1	1.0	1.0	0.0	0	0	BARE	BARE:1	P:1		aii:1		1	1	1	1	0.0	1.0	0.0	0	0	BARE	BARE:1	P:1		Hckh:1	k:1
Hl		NONCORE	1	BARE	66	62	43	8	0.6363636363636364	0.04838709677419355	0.11290322580645161	0	0	BARE	BARE:56;FREE_R:2;FREE_L:2;REL_I:1;FREE_A:1	P:64;C:2	H:18;ok:9;ol:8;aii:7;ot:5;od:4;ai:4;r:3	H:17;l:13;ol:7;or:6;aii:5;ok:5;s:4;k:4	ol:5;d:4;l:3;or:2;s:2;al:2;os:1;Hot:1	62	58	42	8	0.5806451612903226	0.05172413793103448	0.13793103448275862	0	0	BARE	BARE:53;FREE_R:2;REL_I:1;FREE_A:1;FREE_L:1	P:60;C:2	H:16;ok:9;ol:9;aii:7;ot:6;od:4;e:3;al:3	H:15;l:10;ol:8;or:6;aii:5;k:5;ok:4;Ho:2	ol:5;d:4;s:4;r:3;l:3;or:2;os:1;Hot:1	64	59	42	8	0.609375	0.03389830508474576	0.11864406779661017	0	0	BARE	BARE:54;FREE_R:2;FREE_L:2;FREE_A:1	P:61;C:3	H:16;ok:9;ol:7;aii:7;ot:6;od:4;r:3;al:3	H:15;l:10;ol:6;s:5;ok:5;k:5;or:5;aii:4	ol:5;d:4;l:3;or:2;s:2;al:2;os:1;Hot:1
Hlii		NONCORE	0		1	0	1	1	0.0	0.0	0.0	0	0			C:1	r:1	or:1	t:1																														
Hll		NONCORE	1	BARE	1	1	1	1	0.0	0.0	0.0	0	0	BARE	BARE:1	P:1	H:1	rl:1	o:1	3	3	2	1	0.6666666666666666	0.0	0.0	0	0	BARE	BARE:3	P:3	H:2;ai:1;l:1	rl:1;s:1;l:1;k:1	o:1	3	3	2	1	0.6666666666666666	0.0	0.0	0	0	BARE	BARE:3	P:3	H:2;ai:1;l:1	rl:1;s:1;l:1;k:1	o:1
Hlr		NONCORE	0																	1	1	1	1	1.0	0.0	0.0	0	0	BARE	BARE:1	P:1	r:1	ar:1;ol:1																
Ho	C15	SUPPORTED_COMPONENT	1	BARE	727	655	182	8	0.5667125171939478	0.233587786259542	0.06564885496183206	0	0	BARE	BARE:596;FREE_R:17;BOUND_E:17;REL_I:13;FREE_L:10;FREE_A:1;Q_BARE:1	P:666;C:45;L:11;R:5	H:175;ok:61;ot:55;o:54;ol:54;od:50;Ho:40;or:34	H:205;ot:59;o:59;ok:56;ol:51;e:46;l:41;Ho:40	H:58;cth:51;ckh:47;ok:39;ot:28;o:19;k:16;cph:11	701	624	181	8	0.5306704707560628	0.23237179487179488	0.06570512820512821	0	0	BARE	BARE:564;BOUND_E:18;FREE_R:17;REL_I:13;FREE_L:11;FREE_A:1	P:635;C:44;L:12;R:10	H:157;ol:56;ot:55;ok:53;o:53;od:49;Ho:45;Hod:31	H:192;o:61;ot:54;ok:52;ol:47;Ho:45;e:40;or:35	H:58;cth:51;ckh:44;ok:38;ot:36;o:19;k:17;ol:11	739	656	184	8	0.564276048714479	0.2301829268292683	0.07317073170731707	1	0	BARE	BARE:595;FREE_R:18;BOUND_E:17;REL_I:12;FREE_L:9;FREE_A:2;BOUND_D:2;Q_BARE:1	P:669;C:45;L:16;R:9	H:169;ok:60;o:58;ol:58;ot:53;od:45;Ho:38;or:34	H:196;o:72;ot:64;ok:57;ol:52;e:46;Ho:38;aii:35	H:61;cth:55;ckh:50;ok:36;ot:32;o:19;k:19;cph:12
Hoair		NONCORE	0		1	1	1	1	1.0	1.0	0.0	0	0	BARE	BARE:1	P:1		l:1;k:1;H:1		1	1	1	1	1.0	1.0	0.0	0	0	BARE	BARE:1	P:1		l:1;k:1;H:1																
Hoc		NONCORE	0																	1	1	1	1	1.0	0.0	0.0	0	0	BARE	BARE:1	P:1	H:1	ok:1																
Hock		NONCORE	0																	1	1	1	1	0.0	1.0	0.0	0	0	FREE_A	FREE_A:1	P:1		ol:1	e:1															
Hoct		NONCORE	0																	4	4	4	1	0.75	0.0	0.5	0	0	BARE	BARE:4	P:4	H:1;cth:1;s:1;ot:1;Hod:1;or:1	H:2;od:1;Hod:1;k:1	o:1															
Hod	C22	SPARSE_CORE_ATOM	1	BARE	476	443	158	8	0.7710084033613446	0.17607223476297967	0.1399548532731377	0	0	BARE	BARE:292;REL_I:106;FREE_R:22;FREE_L:16;FREE_A:6;Q_FREE_L:1	P:448;L:11;C:9;R:8	H:122;ok:47;od:44;ot:37;ol:35;o:27;aii:25;or:24	H:121;ok:59;ot:56;ol:37;Ho:32;o:29;od:24;aii:21	ok:21;ot:20;o:17;ol:14;e:11;H:11;l:5;d:4	492	454	161	8	0.7642276422764228	0.17841409691629956	0.13656387665198239	0	0	BARE	BARE:301;REL_I:107;FREE_R:22;FREE_L:16;FREE_A:7;Q_FREE_L:1	P:459;L:13;C:12;R:8	H:125;ok:51;od:42;ol:35;ot:35;aii:27;or:27;o:26	H:124;ok:61;ot:55;ol:39;o:34;Ho:31;od:25;aii:21	ok:22;ot:21;o:18;H:16;ol:14;e:12;l:5;ees:3	435	409	155	7	0.7724137931034483	0.1882640586797066	0.13691931540342298	0	0	BARE	BARE:271;REL_I:97;FREE_R:21;FREE_L:13;FREE_A:6;Q_FREE_L:1	P:413;C:9;L:8;R:5	H:116;od:40;ok:37;ot:33;ol:31;o:29;aii:28;or:19	H:116;ok:51;ot:49;ol:36;Ho:31;o:29;od:20;aii:17	ok:21;ot:19;o:17;ol:13;e:11;H:11;l:4;ees:3
Hoda		NONCORE	0		1	1	1	1	1.0	0.0	0.0	0	0	FREE_L	FREE_L:1	P:1	o:1	aii:1																															
Hodaiir		NONCORE	0																																1	0	1	1	1.0	0.0	0.0	0	0			R:1		ot:1;H:1	
