source_group_id	edition	locus	page	section	currier	hand	code	kind	grammar_scope	source_row_index	source_group_index	source_group_count	paragraph_start	paragraph_end	left_separator	right_separator	ivtff_group_raw	clean_ascii_fragments	clean_ascii_fragment_count	legacy_surface_positions_1based	legacy_interlinear_row_present	legacy_mapping_status
ZL3b|f22r.3|G003	ZL3b	f22r.3	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	511	3	9	0	1	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	o	o	1	3	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.3|G004	ZL3b	f22r.3	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	511	4	9	0	1	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	kchy	kchy	1	4	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.3|G005	ZL3b	f22r.3	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	511	5	9	0	1	DEFINITE_SPACE	DEFINITE_SPACE	daiin	daiin	1	5	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.3|G006	ZL3b	f22r.3	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	511	6	9	0	1	DEFINITE_SPACE	DEFINITE_SPACE	cthol	cthol	1	6	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.3|G007	ZL3b	f22r.3	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	511	7	9	0	1	DEFINITE_SPACE	DEFINITE_SPACE	ctholo	ctholo	1	7	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.3|G008	ZL3b	f22r.3	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	511	8	9	0	1	DEFINITE_SPACE	DEFINITE_SPACE	dar	dar	1	8	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.3|G009	ZL3b	f22r.3	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	511	9	9	0	1	DEFINITE_SPACE	LINE_END	shain	shain	1	9	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.4|G001	ZL3b	f22r.4	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	512	1	9	1	0	LINE_START	DEFINITE_SPACE	pchaiin	pchaiin	1	1	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.4|G002	ZL3b	f22r.4	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	512	2	9	1	0	DEFINITE_SPACE	DEFINITE_SPACE	ofchy	ofchy	1	2	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.4|G003	ZL3b	f22r.4	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	512	3	9	1	0	DEFINITE_SPACE	DEFINITE_SPACE	daiin	daiin	1	3	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.4|G004	ZL3b	f22r.4	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	512	4	9	1	0	DEFINITE_SPACE	DEFINITE_SPACE	cfhy	cfhy	1	4	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.4|G005	ZL3b	f22r.4	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	512	5	9	1	0	DEFINITE_SPACE	DEFINITE_SPACE	doroiin	doroiin	1	5	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.4|G006	ZL3b	f22r.4	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	512	6	9	1	0	DEFINITE_SPACE	DEFINITE_SPACE	ypchol	ypchol	1	6	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.4|G007	ZL3b	f22r.4	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	512	7	9	1	0	DEFINITE_SPACE	DRAWING_INTERRUPTION	sy	sy	1	7	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.4|G008	ZL3b	f22r.4	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	512	8	9	1	0	DRAWING_INTERRUPTION	DEFINITE_SPACE	schor	schor	1	8	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.4|G009	ZL3b	f22r.4	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	512	9	9	1	0	DEFINITE_SPACE	LINE_END	daiin	daiin	1	9	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.5|G001	ZL3b	f22r.5	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	513	1	10	0	0	LINE_START	DEFINITE_SPACE	ol	ol	1	1	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.5|G002	ZL3b	f22r.5	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	513	2	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	daiin	daiin	1	2	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.5|G003	ZL3b	f22r.5	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	513	3	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qokchy	qokchy	1	3	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.5|G004	ZL3b	f22r.5	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	513	4	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	dar	dar	1	4	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.5|G005	ZL3b	f22r.5	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	513	5	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	daiin	daiin	1	5	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.5|G006	ZL3b	f22r.5	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	513	6	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	chor	chor	1	6	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.5|G007	ZL3b	f22r.5	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	513	7	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	oldor	oldor	1	7	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.5|G008	ZL3b	f22r.5	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	513	8	10	0	0	DEFINITE_SPACE	DRAWING_INTERRUPTION	oky	oky	1	8	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.5|G009	ZL3b	f22r.5	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	513	9	10	0	0	DRAWING_INTERRUPTION	UNCERTAIN_SMALL_SPACE	y	y	1	9	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.5|G010	ZL3b	f22r.5	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	513	10	10	0	0	UNCERTAIN_SMALL_SPACE	LINE_END	choldchy	choldchy	1	10	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.6|G001	ZL3b	f22r.6	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	514	1	3	0	1	LINE_START	DEFINITE_SPACE	y	y	1	1	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.6|G002	ZL3b	f22r.6	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	514	2	3	0	1	DEFINITE_SPACE	DEFINITE_SPACE	chokshchy	chokshchy	1	2	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.6|G003	ZL3b	f22r.6	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	514	3	3	0	1	DEFINITE_SPACE	LINE_END	cth[eeb:een]	ctheeb	1	3	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.7|G001	ZL3b	f22r.7	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	515	1	9	1	0	LINE_START	DEFINITE_SPACE	kchol	kchol	1	1	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.7|G002	ZL3b	f22r.7	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	515	2	9	1	0	DEFINITE_SPACE	DEFINITE_SPACE	shol	shol	1	2	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.7|G003	ZL3b	f22r.7	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	515	3	9	1	0	DEFINITE_SPACE	DEFINITE_SPACE	dsheor	dsheor	1	3	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.7|G004	ZL3b	f22r.7	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	515	4	9	1	0	DEFINITE_SPACE	DEFINITE_SPACE	{c'@162;@136;}		0		1	ZERO_ASCII_FRAGMENT
ZL3b|f22r.7|G005	ZL3b	f22r.7	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	515	5	9	1	0	DEFINITE_SPACE	DEFINITE_SPACE	chdoly	chdoly	1	4	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.7|G006	ZL3b	f22r.7	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	515	6	9	1	0	DEFINITE_SPACE	DEFINITE_SPACE	ytaiin	ytaiin	1	5	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.7|G007	ZL3b	f22r.7	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	515	7	9	1	0	DEFINITE_SPACE	DRAWING_INTERRUPTION	ol	ol	1	6	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.7|G008	ZL3b	f22r.7	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	515	8	9	1	0	DRAWING_INTERRUPTION	DEFINITE_SPACE	otchy	otchy	1	7	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.7|G009	ZL3b	f22r.7	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	515	9	9	1	0	DEFINITE_SPACE	LINE_END	cphal	cphal	1	8	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.8|G001	ZL3b	f22r.8	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	516	1	9	0	0	LINE_START	DEFINITE_SPACE	dchor	dchor	1	1	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.8|G002	ZL3b	f22r.8	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	516	2	9	0	0	DEFINITE_SPACE	DEFINITE_SPACE	oty	oty	1	2	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.8|G003	ZL3b	f22r.8	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	516	3	9	0	0	DEFINITE_SPACE	DEFINITE_SPACE	daiin	daiin	1	3	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.8|G004	ZL3b	f22r.8	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	516	4	9	0	0	DEFINITE_SPACE	DEFINITE_SPACE	ctholy	ctholy	1	4	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.8|G005	ZL3b	f22r.8	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	516	5	9	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qoky	qoky	1	5	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.8|G006	ZL3b	f22r.8	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	516	6	9	0	0	DEFINITE_SPACE	DEFINITE_SPACE	chotaiin	chotaiin	1	6	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.8|G007	ZL3b	f22r.8	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	516	7	9	0	0	DEFINITE_SPACE	DRAWING_INTERRUPTION	chocthy	chocthy	1	7	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.8|G008	ZL3b	f22r.8	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	516	8	9	0	0	DRAWING_INTERRUPTION	DEFINITE_SPACE	do[@203;:l]iin	do iin	2	8,9	1	MULTI_ASCII_FRAGMENT
ZL3b|f22r.8|G009	ZL3b	f22r.8	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	516	9	9	0	0	DEFINITE_SPACE	LINE_END	dchor	dchor	1	10	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.9|G001	ZL3b	f22r.9	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	517	1	6	0	1	LINE_START	DEFINITE_SPACE	odaiin	odaiin	1	1	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.9|G002	ZL3b	f22r.9	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	517	2	6	0	1	DEFINITE_SPACE	DEFINITE_SPACE	dain	dain	1	2	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.9|G003	ZL3b	f22r.9	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	517	3	6	0	1	DEFINITE_SPACE	DEFINITE_SPACE	cthy	cthy	1	3	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.9|G004	ZL3b	f22r.9	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	517	4	6	0	1	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	ctheo	ctheo	1	4	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.9|G005	ZL3b	f22r.9	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	517	5	6	0	1	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	r	r	1	5	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.9|G006	ZL3b	f22r.9	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	517	6	6	0	1	DEFINITE_SPACE	LINE_END	o[r:in]aiino	oraiino	1	6	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.10|G001	ZL3b	f22r.10	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	518	1	10	1	0	LINE_START	DEFINITE_SPACE	kchol	kchol	1	1	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.10|G002	ZL3b	f22r.10	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	518	2	10	1	0	DEFINITE_SPACE	DEFINITE_SPACE	chor	chor	1	2	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.10|G003	ZL3b	f22r.10	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	518	3	10	1	0	DEFINITE_SPACE	DEFINITE_SPACE	daiin	daiin	1	3	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.10|G004	ZL3b	f22r.10	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	518	4	10	1	0	DEFINITE_SPACE	DEFINITE_SPACE	cthoiin	cthoiin	1	4	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.10|G005	ZL3b	f22r.10	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	518	5	10	1	0	DEFINITE_SPACE	DEFINITE_SPACE	dchor	dchor	1	5	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.10|G006	ZL3b	f22r.10	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	518	6	10	1	0	DEFINITE_SPACE	DEFINITE_SPACE	chey	chey	1	6	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.10|G007	ZL3b	f22r.10	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	518	7	10	1	0	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	qokol	qokol	1	7	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.10|G008	ZL3b	f22r.10	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	518	8	10	1	0	UNCERTAIN_SMALL_SPACE	DRAWING_INTERRUPTION	dy	dy	1	8	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.10|G009	ZL3b	f22r.10	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	518	9	10	1	0	DRAWING_INTERRUPTION	DEFINITE_SPACE	opchol	opchol	1	9	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.10|G010	ZL3b	f22r.10	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	518	10	10	1	0	DEFINITE_SPACE	LINE_END	oldam	oldam	1	10	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.11|G001	ZL3b	f22r.11	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	519	1	10	0	0	LINE_START	DEFINITE_SPACE	do[iin:iir]	doiin	1	1	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.11|G002	ZL3b	f22r.11	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	519	2	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	yckhody	yckhody	1	2	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.11|G003	ZL3b	f22r.11	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	519	3	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qokchy	qokchy	1	3	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.11|G004	ZL3b	f22r.11	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	519	4	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	oky	oky	1	4	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.11|G005	ZL3b	f22r.11	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	519	5	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	otoldy	otoldy	1	5	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.11|G006	ZL3b	f22r.11	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	519	6	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	yty	yty	1	6	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.11|G007	ZL3b	f22r.11	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	519	7	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	dol	dol	1	7	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.11|G008	ZL3b	f22r.11	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	519	8	10	0	0	DEFINITE_SPACE	DRAWING_INTERRUPTION	or	or	1	8	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.11|G009	ZL3b	f22r.11	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	519	9	10	0	0	DRAWING_INTERRUPTION	DEFINITE_SPACE	d[ch:a]chy	dchchy	1	9	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.11|G010	ZL3b	f22r.11	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	519	10	10	0	0	DEFINITE_SPACE	LINE_END	daiin	daiin	1	10	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.12|G001	ZL3b	f22r.12	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	520	1	7	0	0	LINE_START	DEFINITE_SPACE	odchaiin	odchaiin	1	1	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.12|G002	ZL3b	f22r.12	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	520	2	7	0	0	DEFINITE_SPACE	DEFINITE_SPACE	cthy	cthy	1	2	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.12|G003	ZL3b	f22r.12	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	520	3	7	0	0	DEFINITE_SPACE	DEFINITE_SPACE	okchy	okchy	1	3	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.12|G004	ZL3b	f22r.12	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	520	4	7	0	0	DEFINITE_SPACE	DEFINITE_SPACE	kchy	kchy	1	4	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.12|G005	ZL3b	f22r.12	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	520	5	7	0	0	DEFINITE_SPACE	DEFINITE_SPACE	dchol	dchol	1	5	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.12|G006	ZL3b	f22r.12	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	520	6	7	0	0	DEFINITE_SPACE	DRAWING_INTERRUPTION	daiin	daiin	1	6	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.12|G007	ZL3b	f22r.12	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	520	7	7	0	0	DRAWING_INTERRUPTION	LINE_END	ydaiin	ydaiin	1	7	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.13|G001	ZL3b	f22r.13	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	521	1	6	0	1	LINE_START	DEFINITE_SPACE	dchor	dchor	1	1	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.13|G002	ZL3b	f22r.13	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	521	2	6	0	1	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	dy	dy	1	2	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.13|G003	ZL3b	f22r.13	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	521	3	6	0	1	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	dain	dain	1	3	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.13|G004	ZL3b	f22r.13	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	521	4	6	0	1	DEFINITE_SPACE	DEFINITE_SPACE	qockhy	qockhy	1	4	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.13|G005	ZL3b	f22r.13	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	521	5	6	0	1	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	ykol	ykol	1	5	1	ONE_ASCII_FRAGMENT
ZL3b|f22r.13|G006	ZL3b	f22r.13	f22r	H	A	1	+P0	P	CONFIRMED_PROSE	521	6	6	0	1	UNCERTAIN_SMALL_SPACE	LINE_END	okain	okain	1	6	1	ONE_ASCII_FRAGMENT
ZL3b|f22v.1|G001	ZL3b	f22v.1	f22v	H	A	1	@P0	P	CONFIRMED_PROSE	522	1	8	1	0	LINE_START	DEFINITE_SPACE	pysaiinor	pysaiinor	1	1	1	ONE_ASCII_FRAGMENT
ZL3b|f22v.1|G002	ZL3b	f22v.1	f22v	H	A	1	@P0	P	CONFIRMED_PROSE	522	2	8	1	0	DEFINITE_SPACE	DEFINITE_SPACE	ofchar	ofchar	1	2	1	ONE_ASCII_FRAGMENT
ZL3b|f22v.1|G003	ZL3b	f22v.1	f22v	H	A	1	@P0	P	CONFIRMED_PROSE	522	3	8	1	0	DEFINITE_SPACE	DEFINITE_SPACE	oky	oky	1	3	1	ONE_ASCII_FRAGMENT
ZL3b|f22v.1|G004	ZL3b	f22v.1	f22v	H	A	1	@P0	P	CONFIRMED_PROSE	522	4	8	1	0	DEFINITE_SPACE	DEFINITE_SPACE	tchy	tchy	1	4	1	ONE_ASCII_FRAGMENT
ZL3b|f22v.1|G005	ZL3b	f22v.1	f22v	H	A	1	@P0	P	CONFIRMED_PROSE	522	5	8	1	0	DEFINITE_SPACE	DRAWING_INTERRUPTION	otdy	otdy	1	5	1	ONE_ASCII_FRAGMENT
ZL3b|f22v.1|G006	ZL3b	f22v.1	f22v	H	A	1	@P0	P	CONFIRMED_PROSE	522	6	8	1	0	DRAWING_INTERRUPTION	DEFINITE_SPACE	sor	sor	1	6	1	ONE_ASCII_FRAGMENT
ZL3b|f22v.1|G007	ZL3b	f22v.1	f22v	H	A	1	@P0	P	CONFIRMED_PROSE	522	7	8	1	0	DEFINITE_SPACE	DEFINITE_SPACE	shy	shy	1	7	1	ONE_ASCII_FRAGMENT
ZL3b|f22v.1|G008	ZL3b	f22v.1	f22v	H	A	1	@P0	P	CONFIRMED_PROSE	522	8	8	1	0	DEFINITE_SPACE	LINE_END	qo'd	qod	1	8	1	ONE_ASCII_FRAGMENT
ZL3b|f22v.2|G001	ZL3b	f22v.2	f22v	H	A	1	+P0	P	CONFIRMED_PROSE	523	1	8	0	0	LINE_START	DEFINITE_SPACE	daiin	daiin	1	1	1	ONE_ASCII_FRAGMENT
ZL3b|f22v.2|G002	ZL3b	f22v.2	f22v	H	A	1	+P0	P	CONFIRMED_PROSE	523	2	8	0	0	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	y	y	1	2	1	ONE_ASCII_FRAGMENT
ZL3b|f22v.2|G003	ZL3b	f22v.2	f22v	H	A	1	+P0	P	CONFIRMED_PROSE	523	3	8	0	0	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	kaiin	kaiin	1	3	1	ONE_ASCII_FRAGMENT
ZL3b|f22v.2|G004	ZL3b	f22v.2	f22v	H	A	1	+P0	P	CONFIRMED_PROSE	523	4	8	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qotchy	qotchy	1	4	1	ONE_ASCII_FRAGMENT
ZL3b|f22v.2|G005	ZL3b	f22v.2	f22v	H	A	1	+P0	P	CONFIRMED_PROSE	523	5	8	0	0	DEFINITE_SPACE	DEFINITE_SPACE	kchy	kchy	1	5	1	ONE_ASCII_FRAGMENT
ZL3b|f22v.2|G006	ZL3b	f22v.2	f22v	H	A	1	+P0	P	CONFIRMED_PROSE	523	6	8	0	0	DEFINITE_SPACE	DRAWING_INTERRUPTION	[o:y]tchyd	otchyd	1	6	1	ONE_ASCII_FRAGMENT
ZL3b|f22v.2|G007	ZL3b	f22v.2	f22v	H	A	1	+P0	P	CONFIRMED_PROSE	523	7	8	0	0	DRAWING_INTERRUPTION	DEFINITE_SPACE	dshor	dshor	1	7	1	ONE_ASCII_FRAGMENT
ZL3b|f22v.2|G008	ZL3b	f22v.2	f22v	H	A	1	+P0	P	CONFIRMED_PROSE	523	8	8	0	0	DEFINITE_SPACE	LINE_END	ychy	ychy	1	8	1	ONE_ASCII_FRAGMENT
ZL3b|f22v.3|G001	ZL3b	f22v.3	f22v	H	A	1	+P0	P	CONFIRMED_PROSE	524	1	7	0	0	LINE_START	DEFINITE_SPACE	qoky	qoky	1	1	1	ONE_ASCII_FRAGMENT
ZL3b|f22v.3|G002	ZL3b	f22v.3	f22v	H	A	1	+P0	P	CONFIRMED_PROSE	524	2	7	0	0	DEFINITE_SPACE	DEFINITE_SPACE	kchorl	kchorl	1	2	1	ONE_ASCII_FRAGMENT
ZL3b|f22v.3|G003	ZL3b	f22v.3	f22v	H	A	1	+P0	P	CONFIRMED_PROSE	524	3	7	0	0	DEFINITE_SPACE	DEFINITE_SPACE	otchy	otchy	1	3	1	ONE_ASCII_FRAGMENT
ZL3b|f22v.3|G004	ZL3b	f22v.3	f22v	H	A	1	+P0	P	CONFIRMED_PROSE	524	4	7	0	0	DEFINITE_SPACE	DEFINITE_SPACE	cthy	cthy	1	4	1	ONE_ASCII_FRAGMENT
ZL3b|f22v.3|G005	ZL3b	f22v.3	f22v	H	A	1	+P0	P	CONFIRMED_PROSE	524	5	7	0	0	DEFINITE_SPACE	DRAWING_INTERRUPTION	otchyky	otchyky	1	5	1	ONE_ASCII_FRAGMENT
ZL3b|f22v.3|G006	ZL3b	f22v.3	f22v	H	A	1	+P0	P	CONFIRMED_PROSE	524	6	7	0	0	DRAWING_INTERRUPTION	DEFINITE_SPACE	ytchol	ytchol	1	6	1	ONE_ASCII_FRAGMENT
ZL3b|f22v.3|G007	ZL3b	f22v.3	f22v	H	A	1	+P0	P	CONFIRMED_PROSE	524	7	7	0	0	DEFINITE_SPACE	LINE_END	otam	otam	1	7	1	ONE_ASCII_FRAGMENT
ZL3b|f22v.4|G001	ZL3b	f22v.4	f22v	H	A	1	+P0	P	CONFIRMED_PROSE	525	1	6	0	0	LINE_START	DEFINITE_SPACE	otchaiin	otchaiin	1	1	1	ONE_ASCII_FRAGMENT
ZL3b|f22v.4|G002	ZL3b	f22v.4	f22v	H	A	1	+P0	P	CONFIRMED_PROSE	525	2	6	0	0	DEFINITE_SPACE	DEFINITE_SPACE	shoty	shoty	1	2	1	ONE_ASCII_FRAGMENT
ZL3b|f22v.4|G003	ZL3b	f22v.4	f22v	H	A	1	+P0	P	CONFIRMED_PROSE	525	3	6	0	0	DEFINITE_SPACE	DRAWING_INTERRUPTION	qoky	qoky	1	3	1	ONE_ASCII_FRAGMENT
ZL3b|f22v.4|G004	ZL3b	f22v.4	f22v	H	A	1	+P0	P	CONFIRMED_PROSE	525	4	6	0	0	DRAWING_INTERRUPTION	DRAWING_INTERRUPTION	saiin	saiin	1	4	1	ONE_ASCII_FRAGMENT
ZL3b|f22v.4|G005	ZL3b	f22v.4	f22v	H	A	1	+P0	P	CONFIRMED_PROSE	525	5	6	0	0	DRAWING_INTERRUPTION	DEFINITE_SPACE	odaiin	odaiin	1	5	1	ONE_ASCII_FRAGMENT
