source_order	manifest_id	manifest_sha256	label	manuscript_number	century	archetype	theme	description	circle_match	people_match	element_quality_match	marking_match	metadata_candidate
46	1157df29-ae78-4274-b90d-73995fffa716	1958e0c1ca144bacece0614af6dbe133862a9b2af81bff405dac166c1f652f7c	Channels and Bones	1931927, p. 104	1633 AD	Vein Man | Phlebotomy Man	Pedagogy	This diagram is part of the first edition of Orbis Pictus, considered to be the first picture-book made for children, it is an educational encyclopaedia devised by a school master, reprinted and reedited numerous times throughout the following two centuries. It contains over 150 pictures that illustrate various subjects of interest for young children and their learning, each accompanied by small schematic descriptions of all things a child should learn about the world, visible and invisible, within a perceptible moral educational context. The diagram of the Channels (veins, arteries and nerves) and Bones of the human body is located on page 104, chapter XXIX (Caro et Viscera). Two figures are placed on a landscape background, one made up of blood channels to the left and the other of bones to the right. The descriptions have a numeral correspondence easily detectable in each figure and are presented in five languages.	0	0	0	0	0
47	1c425fce-5690-489e-8c3b-7b8c4daef9e4	7a5868bf31e422eb1cdf629ea3eeb516aedd1f8c64fc9a8693edb8b8e322a208	Dante and Beatrice	Yates Thompson 36, f. 132r	1450 AD		Science	Parchment codex, carefully produced, of the Divina Comedia of Dante, decorated with an extensive number of miniatures, borders and initials painted with rich colours and gold, made for Alfonso V (see f.1). On folio 132r, one of the first pages of Paradise, illuminated by Giovanni di Paolo, Dante is identifiable for his long blue robe and beret, Beatrice is next to him, in a light-pink long gown; both hover over a scenery that illustrates (rather diagrammatically) scientific theories and knowledge (Beatrice, always at a higher level than Dante, is the one explaining how the Universe works), such as lunar eclipses, vision and light, mirrors, etc. This action of looking down on earthly things is reminiscent of the angelic spirituality of the Late Middle Ages, a state of observation (or contemplation) that conducts to wisdom.	0	0	0	0	0
48	8be8fb56-fbb6-4a38-abd5-3572ad7d5680	715e00fc414efab988226aa5bac1eae30456c5867cf39318eecd039d447efdd0	Alchemy: sun, moon, orbs, globe and dragon	Add MS 5025, f. 1cr	c. 1600 AD		Alchemy	A red dragon, with its tail interlaced in a knot, has the crescent moon stuck in its teeth, moon that it holds high and which includes also a radiant sun, in the center of which three orbs (green, white and red) are seen, chain-linked and arranged in a triangular shape. The orbs represent the 'white' stone (used for the purpose of making silver), the 'red' stone (for making gold) and the 'elixir of life' (the universal panacea that could prolong life, being the alleged remedy for all physical and moral ills). The dragon (fabulous animal often represented as winged) is standing on the terrestrial globe, which has the wings of the animal itself attached to it and whose wide 'waist' marks the northern hemisphere of the south. From the dragon's belly descend three orbs, the same colors as the orbs mentioned above, linked by strands.	0	0	0	0	0
49	8e6f2098-8e40-4fe4-8da3-cbccc4648bac	9e50147977a0e1cc478fa3b04c7be8cb10964ff6398bdeeefa297d815ab0b740	Christ before Pilate	Harley 1211, f. 8v	1465 AD		Christian Doctrine	A full-page miniature, with full foliate borders, of an episode in the life of Jesus: men taking Jesus to Pilate for trial in the palace. Pilate is represented by looking attentively at Jesus and manifesting a conversational posture (with a finger pointed at him), while Christ is crestfallen and without looking at him. According to the Bible, Jesus remained silent in the face of so many false accusations against him. His silence before Pilate is full of meanings.	0	0	0	0	0
50	22f2a59f-9fb3-41d5-97f8-d7185b5f50dd	9110619db8e5a620e7c06f37e4cc8a24bf985a48d306af9d51311cf46e04734c	Celestial Magnitudes	18	1660 AD		Cartography | Cosmography	This diagram is part of the Atlas Harmonia Macrocosmica, published and reprinted between 1660 and 1708. It is a hand painted double-folio celestial map of the magnitude of astral bodies, printed from a metal plate, sized 400x336mm. The diagram superimposes celestial bodies in order of grandness (the smaller one in the front and the bigger in the back), so the reader can see the comparative sizes of body masses (in different colours to ease visual distinctions). The smaller sphere/body is Mercury, followed by Earth, Mars and so on, ending with the Sun's sphere. Sizes are presented in a central bar scale, using the Earth's diameter as reference (for example: I diameter Terrae; II diameter Terrea, etc), ending with a notation of 9000 Miliaria Germanica, just before the sun’s circumference ends, at 9450 miliaria.	0	0	0	0	0
51	92deb46b-b722-4c34-a849-47faedec6662	7e919b74a2e66104c398e9979412b39cd10c81bdc563402ede66ad522bdeb55d	Alchemy: Hermes, flask, bird, toad, droplets of fire, sun, moon, basilisk, feathers	Add MS 5025, f. 3ar	c. 1600 AD		Alchemy	A male figure (the legendary Hermes Trismegistus), with an accessory on his head and dressed imposingly with golden wide robes and a white and blue mantle, has in front of him a big flask with two side handles and inside there are a golden bird ('spiritus volans'), a toad ('venenum rana latens'), and droplets of fire. Beneath, there are a golden sun ('pater') and a white crescent moon ('mater') that a colorful dragon ('basiliscus': a chimerical monster, part reptile and part cock) holds in its teeth and touches it with its tail. More droplets of golden fire are found in the illustration, as well as two large feathers, one golden and one white (both labelled 'spiritus'. In Ripley, the basilisk represents the force of fire (in the transmutation process).	0	0	0	0	0
52	3e32edf9-545b-4e38-9b84-ac18fdbdaab5	8819fe83b20a9704644a663b31c916c1b4f453aef460fca81d37744965052c9b	T-O Map	VITR/14/2, f. 63v-64r	1047 AD	T-O Map	Christian Doctrine | Cartography	Produced for the kings of Castilla y Leon, this codex is a copy of the Comentarios al Apocalipsis of the monk Beatus Leibanensis, originally written by the end of the 8th century. Beatus encyclopaedical work collects commentaries from various authors on the theme of end of the world, popular even before Christ's era. The world map, or circle of the Lands, is located after f. 63, inside 'De ecclesia et sinagoga' (f. 58-77v); it occupies two facing sheets and is decorated with vibrant colours (dark blue, red, black, yellow) and labelled in light brown in a visigothic hand. The drawing style is Mozarabic with Romanesque influence. Such as in other TO Maps, most influenced by Isidorus and Beatus himself, the world is encircled by water and the land is divided in three main regions (Asia, Europe and Africa), Adam and Eve are depicted in the East, between the Holy Land and India; there are also depictions of the 12 Winds, the Mediterranean Sea and main rivers, as well as small icons and written labels for geological features and cities.	1	0	0	1	0
53	9a1d3c41-93d7-48b4-88db-2ff288faaa98	d61013e2fdcf52d0264fc20a7ca0881e226f394c9e71b9868f8519860c1666de	The legend of Saint George and the Dragon	Harley 1251, f. 45	c. 1400-1450 AD		Christian Doctrine	A full-page miniature of St George and the dragon, with full foliate borders, also with a bird and an hybrid figure. George is depicted as a youth on a radiant white horse, wearing knight’s armour with a shield (with a cross), sword and spear, and also with an halo (indicating his holiness). He inserts a spear into the mouth of a dragon at his feet and it is pierced. In the background, there are a castle and a princess. Saint George was immortalized in the legend in which kills the dragon and saves the Libyan king’s daughter.	0	0	0	0	0
54	9b3629f6-f382-4bc2-844c-d05377ca5978	f557f1a360f01e1ccd39371c6d187bc67abc03fb1c74ebec0f523aad4c2cec19	Alchemical apparatuses	Sloane 3548, f. 25r	c. 1400 AD		Medicine | Alchemy	Drawings of furnaces (when filled with burning coals, they are used to apply a uniform and constant heat to a substance for alchemical digestion), stills (forming a distillation apparatus, with vessels connected by a tube, by using selective boiling and condensation, collecting the vapours rising from a boiling substance and channelling the condensed vapours into a container), jars (for drawing off liquid), and other apparatuses used in the alchemical transmutation of metals (ultimately into gold) and medicine preparation (ultimately the Elixir, also called the Philosopher's Stone, which has the power to “perfect” everyone or everything it touches).	0	0	0	0	0
55	4c9abb3f-605d-492c-86e5-2c1e8ab8ad12	d507a41792ff8e36df4ac0b72761a4cc1143e75eb7d48a66084bb55e838c2c69	Earth Circles	Cod. F III 15a, f. 18v	c. 0750-0800 AD	Five Circles | Climate Zones	Natural Philosophy	Produced in the Monastery of Fulda in the late eighth century, this manuscript contains a copy of Isidorus' De natura rerum, calendars, medical recipes, astronomical excerpts, a letter by Hieronymus and a list of the books at the library of Fulda, written in an Anglo-Saxon hand and containing fifteen diagrams. On folio 18v, there is a diagram representing the celestial sphere and its five main circles: circulus glacialis septentrionalis; circulus temperalis solstitialis; circulus equinoctialis; circulus hiemalis temperalis; and circulus australis glacialis. Furthermore, these five circles are duplicated in two variants/inclinations ('vertix caeli' or 'axis unus cardo', notated to signal the poles). The diagram is painted with red, beige and green and it contains small circles at the poles of the two axes.	0	0	0	0	0
56	4d86f747-8fc0-4d96-9fd0-df0690e9129c	df69a2c0a408ab29df0fae7efd2a3f4df151eb146fb2fc8f5afeaf00cc48e15b	Winds Diagram	Latin 5239, f. 138r	c. 0950-1000 AD	Classical Winds | Wind Rose	Natural Philosophy | Computistics	Oddly represented as an horizontal rectangle, the Earth sits as the centre as the Sun occupies its own rectangular orbit around it, drawn as a red circle at each corner. In a central position, blue circles (bottom ant top) notate the equinoxes and play with the worlds 'sol' and 'nocti' (in 'aequinoctium'). From the three top sun circles spring oval lines, to the right, connecting them to the three bottom sun circles. Each of the resulting three lines is notated with a particular calendar and with East, South and West Winds, respectively; giving the impression that the winds follow the cyclical trajectory of the sun in the course of the year. The texts that follows on folio 138v in De natura rerum (chapter 37: De nominibus ventorum), concerns the winds and their names; it is attributed to Isidore but appears in a set of diagrams and charts commonly associated with computus and sun dials.	1	0	0	0	0
57	5b168399-21cc-4b0b-be19-0dcd0c30046e	9c61b41ff1e3b3fef3250d4c4ffb4d1c396ee4fe3043a0a8a2c1f90b20a08cb2	Series of diagrams of the lunar eclipses	Arundel 207, ff. 29v-30	c. 1400 AD		Astronomy	Series of diagrams of the lunar eclipses, from Nicholas of Lynn’s “Kalendarium”. The mathematician and astrologer produced the calendar in 1386, calculated for the latitude and longitude of Oxford (using information provided by a famous “school” of astronomy at Oxford’s Merton College in the fourteenth century) and arranged in four Metonic cycles beginning in 1387 and ending in 1462. A new Metonic cycle occurs every nineteen years and, because of the moon's nineteen-year rhythm, it is possible to provide a scheme to calculate its positions and phases, and hence Lynn’s figures of lunar eclipses, as they would be visible from Oxford. Lunar eclipses are predicted and illustrated covering these time periods: 1387-1405, 1406-1424, 1425-1443, 1444-1462.	0	0	0	0	0
58	5bd37226-d246-4e4a-a3cf-f56bb165afda	019b97503e42eccfef7d8c0df06d955ea2fc192a4dca589fd13003da74db64d5	Horologium	Cod. 250, f. 14r	c. 1000 AD	Horologium	Computistics	This diagram (f. 14r) is part of a codex containing a Calculus text by Victorius Aquitanus and a Computus text by Abbo Floriacensis. The codex is made up of 28 folios in parchment, c. 280x230mm, it was written in different centuries and in different Carolingian and Uncial hands, and the text is profusely accompanied by charts, schemes and abacus. The Horologium diagram contains information about the moonlight, the sun and zodiacal constellations, and the size of the sun’s shadow during daylight. It is a geometrical composition, made out of circular lines that form intersections at some points. There are three main connected circles: on top left, the first circle is divided into six sections, each of which contains 5 sequential moon ages (from 1 to 30) used here to calculate moonlight; on top right the circle is divided into 12 intersecting sections (resulting in 4 sub categories) used to calculate hours the sun enters the zodiac signs in each month. Bellow, in the centre, a large circle is divided horizontally by a shape emanating from the centre: on the upper part we find to the left, hours I to VI, on the right, hours VI to XI, bellow it contains sections for the twelve months of the year (written in the outer circle) and the length of the sun’s shadow (from 1 to 29 pedes) for each month. The diagram and its textual content were written in brown and red ink and atramentum, in uncial script. Rotae schemata were popular during the Middle Ages; they were the preferred vehicles of knowledge transmission because they could present information in a clear, and at the same time, conceptual fashion. The circle is a God-like perfect shape, it represents the cycles of nature and it enhances memory capabilities. Beda's system for calculating Easter, marked by the correct definition of embolisms and epact sequences, would be the reference for the following centuries. Abbo de Fleury's is a refinement of his system.	1	0	0	1	0
59	61e77c03-d1dd-4842-8c00-6abfd520d4c5	ce4d350f1e8cd65799a5c89dfb2749b6f638870312ff2a525babb9d3356ba338	Hand Proportions	4-KC-2 (B), p. 10	1656 AD		Geometry	Jean Cousin engraved this in-4 book originally in 1571, containing forty woodcuts, although no copies of the editio princepts seem to exist; this is one of the many subsequent reprints of the geometry manual. The release of the Livre de Pourtraiture (original name) followed the publication of Cousin's father Livre de Perspective (1560). This is a diagram of geometric perspectives of a human hand, in different positions, as visualised by the human eye, with relational coordinates that unify measurements in three different orthographical projections or planes: horizontal, vertical (or left/right profile plane) and frontal. The diagram includes the observer's line of sight and it also contains points and lines representing symmetrical projections. In addition, the author places a source of light (represented by a small icon of the sun) in each drawing and colours the different views of the hand with the appropriate shadow. Descriptive geometry would only be systematised in the modern era, in works such as that of Gaspard Monge (1746-1818).	0	0	0	0	0
60	ae74a8af-1162-4e0c-a140-6ad431f3014c	405a8dfcf0db2dcc804a7a8580d1a9f07464a3a3c80a72d255ab591e4afdaa83	Mandrake and Nigella plants, dog, hands, clod of earth, and horn	Harley 3736, f. 59	c. 1500-1600 AD		Botany | Medicine	The 'Mandragora' plant depicted with the figure of a naked man, with a beard and long hair, with his feet buried but not for long, as two ropes were attached to his ankles and a dog will pull on them, being it already explicitly in a moving position. Above the plant’s leaves, and connected to it, are also represented two hands and a clod of earth. Beside, in the landscape, there is a man standing, looking sideways at the dog and with one hand holding a hoe and with the other resoundingly blowing upon a horn (note his cheek full of air). Above, another plant represented, labelled 'Nigella'. Several legends have become connected to the mandrake, namely the association between: (1) the plant and the dog (hands were not to come in contact with the plant and so the animal would be fundamental to get the plant out of the ground, in the safest way for humans, since it was believed that when the root is dug up, it shrieks and could cause madness to those who hear it), (2) the plant and the clods of earth (necessary to stuff the human ears) and (3) the plant and the horn (fundamental instrument to drowning out the screams while at the same time causing agitation in the dog, making it to drag out the plant).	0	0	0	0	0
61	af9a3348-7cfa-4513-8f24-48c19a0e1eda	55410928e916b39c589972accdcce145913d4c0e5abed1b0fd788217f2188995	Cognitive map	QB-201 (170)-FT4	1585 AD		Philosophy	The first edition of this educational copper engraving poster was printed in Rome, in 1581, designed by Andrea Bacci and executed by Natale Bonifacio. Subsequent editions were reworked (with minor changes) and printed both in Rome and in Antwerp (eventually reaching the famous Plantin-Moretus publishing house); they attest to this work’s popularity and to sixteenth-century interest in using diagrams for their efficiency as information vehicles in didactic contexts, mainly used by physicians, philosophers, alchemists and astrologers. Its subject is an encompassing view of natural philosophy, gathering concepts that summarise late medieval knowledge (such as Man as a microcosmos): it presents cognitive processes, such as senses, memory and intellect as part of the larger cosmographical system. This is the 1585 edition, by the engraver Adrianus Hurbertus and the printer Gerard de Jode. The popularity of this diagram and the common reuse of copperplates' designs can be seen, for example, in the work of Robert Fludd 'Microcosmi Historia', printed a few decades later.	0	0	0	0	0
62	699a73cc-d9f2-43f9-8a7c-4a175939162e	60001a4c313fe1cc192c8ee94964a6d439281544eb5ad631f4ea57ce1b265b80	Alchemy: sun caduceus, moon caduceus, pilgrim, crowned and mitred man	Add MS 5025, f. 1dr	c. 1600 AD		Alchemy	Human figure with a crown standing atop a pedestal, with his arms open holding a moon caduceus in one hand (also with a serpent wrapped around his arm) and in the other a sun caduceus. The figure is elegantly dressed, with a red mantle and a belt, placed over wide robes. The figure has seven feet, some painted in the colors of the moon and others in the colors of the sun, as is also the case with the arms and face and hair divided into two colors. On the sides of the pedestal are two more human figures: a pilgrim and a man with a different crown. The pilgrim is humbly dressed and shod but properly wrapped up both on the legs and on the torso and head, with a pouch attached to his waist and a crutch in his hand and in the other a forked staff, which holds a hanging horseshoe. As for the crowned and mitred man, he holds an orb in one hand and in the other a sceptre ending up in the shape of a flower. For alchemists, a pilgrim – for instance – is the symbol of the inner journey of initiation, of overcoming difficulties, while practicing alchemy. Just as a pilgrim is expected to evolve spiritually as he or she advance geographically over time, so too is the alchemist expected to undergo a transformation of the soul.	0	1	0	0	0
63	b2b5c3b2-c943-4afc-ac10-179b72aa820b	05bd97322c1ab987261ffe79836594f2c8687922e1c46e9267c6a7d7e231a7e0	Skeleton	Royal 18 A VI, f. 34v	c. 1400-1500 AD		Medicine	Full page frontal image of a skeleton. Although at this time medieval physicians knew much more bones than those represented in this image, the intention is to show the solid structure that supports the human body: the skull (which protects the brain), the clavicle (which locks the arms at the shoulder), the ribs (which fortify the chest), and so on. The complete knowledge of all bones in human bodies would demand the complete dissection of cadavers, of human beings of all ages, to fully empty them from every matter within – muscles, nerves, tendons, ligaments, etc. – a procedure that, in medieval Europe, was seen with reservations. Later on, in the Early Modern period, skeletons started to be more used for anatomical science teaching purposes.	0	0	0	0	0
64	6c2aaa9d-5ca4-43e7-8389-c9b44d011484	5ae0222c761eb031a7170ec2c77b79e582345b47cebcfd60625a03cbe130cef9	Alchemical marriage	Add MS 5025, f. 3cr	c. 1600 AD		Alchemy	Hermetic flask (with two side handles) inside which are drawn a white woman (labelled with the word 'anima') and a golden man (labelled with the word 'corpus') – giving one hand to each other and the other two arms already extended as if they would touch too–, golden droplets, and a golden bird with open wings (labelled with the word 'spiritus'). Above the flask it reads 'matrimonium viri et mulieris' (being the 'alchemical marriage' or 'coniunctio' the union of man and wife) and below 'hec duo mercurious mundi'. Facing the flask, on the left side is a white lion ('leo viridis') and on the right side a red dragon ('basiliseus horribilis').	0	0	0	1	0
65	b3a99614-c191-41e4-bd2a-87aa8c981e90	8eba9ddd063e4b5d633313d0195047e379a9a1c650358d675469555ca2e6f79a	Ptolomeian Solar System	Cod. Sang. 248, f. 82	c. 0800 AD		Computistics | Astronomy	This manuscript is a compilation of astronomical, mathematical and computistical texts, copied from the 9th to the 12th century. The diagram of the solar system is proceeded by Boethius' 'De arithmetica' (liber II) and succeeded by De natura rerum, by Bede. The diagram illustrates de last part of a computus atributed to Pseudo-Bede (which contains many other diagrams and excerpts from other authors, such as Priscian and Ausonius). It is labelled 'XII figura' and it depicts the solar system according to Ptolomeus as it is often found in Martianus Capella 'De Nuptiis Philologiae et Mercurii'. The Earth sits at the centre of the system, orbiting it there are five circles for Luna, Sun, Mars, Jupiter and Saturn: Mercury and Venus orbit the Sun. Bellow it there is a zoom-in of the orbits of Mercury and Venus (in relation to the earth and the Sun, which explains, visually, a possible solution for the variations on Venus' path in relation to Mercury's path). Next to it there is a list of alphabetical letters and their correspondence to the Zodiac.	0	0	0	0	0
66	b6582bb8-d549-442e-b2b1-a68b3b63a533	857d568120e1c35ff0375f5f49b08beb4282db7bfa4cbba09c2ba06d65c8aec9	Alchemy: suns, moons, animals, flask	Add MS 5025, f. 1dr	c. 1600 AD		Alchemy	A sun with an orange human face, three birds standing on the heads of three animals, these being a red lion, a red dragon and a green lion. The two side birds (a white eagle and a black crow) hold horseshoes in their beaks and the bird in the center (a cockatrice) also appears to have an object inside the beak, whose tip is seen dark. The dragon's paws are on the lions' tails and from the dragon's belly descends a strand that enters a flask, where a sun and a moon are found. Around the flask are more small suns and moons, in equal number, all of them circumscribed in an area bounded by a crescent moon, painted in black, white and green. The alchemy writings have a multiplicity of animal symbolism. Its meaning must be interpreted in the general context and observing the sequence in which they appear. The black crow is, for example, one of the birds of alchemy and it symbolizes a certain stage of the alchemical process: the nigredo experience (the blackening or blackness), a death process (putrefaction, decomposition).	0	0	0	0	0
67	011a9ca4-186c-40a9-887b-d306e49af210	f56db8f370a8794bb96a62ed8a8ab85fdbc2ff441539b00bfba97ca499be74f2	Alchemy: separation and rectification	Harley 2407, f. 107	c. 1450-1500 AD		Alchemy	Drawings of alchemical processes depicted inside of roundels, namely: four to 'separation' (to disunite opposite components) and two to 'rectification' (to purify the matter in vessels by repeating distillations).	0	0	0	0	0
68	bd88e596-04e2-4103-a0bf-f95eac62477a	c75076604514f8d47dae1f294b001953861decc3eebab49dc114809887bfdf86	Alchemy: sun, droplets of fire, Bird of Hermes, orb, sea, feathers, aquila, spiritus, anima, verses	Add MS 5025, f. 2cr	c. 1600 AD		Alchemy	A sun above and droplets of fire falling and beneath it a male Bird of Hermes with a crown, standing on its paws on an orb (which is filled by a sea) pierced by eight large feathers and surrounded by the words – that are repeated – 'aquila', 'spiritus' and 'anima'. Below one reads in a scroll verses in two stanzas and written in English, which help to make the illustration itself and its meanings more understandable and clarify, for example, that the Bird of Hermes is 'eating his [own] wings', detail that in the image, due to damage in The Rippley Scrolls that pass in the area of the bird’s mouth, it was no longer possible to see with evidence.	0	0	0	1	0
69	1b5c56db-0afe-4840-bd7d-c9e4c65cafa3	20af258ad61bca3e9f1ffb1ac9f36346e5553cd5194c78c126128a608cf8e91b	Fruits of Fortune	inv. 1860, 0414.157	c. 1500-1550 AD	Tree of Virtues | Tree of Vices	Ethics	Allegorical illustration composed from two woodcut matrices that still survive at Galleria Estense di Modena, from the Fondo Barelli, n. 6529. It is a large print in a 725x510 mm paper folio. Fortune, a blind female figure, is sitting on top of a tree. Bellow, an angry mod gathers under and around it. The man exemplify different social backgrounds, they all scream, run, hide, cry, they ask for mercy, they try to climb the tree. On her right hand, Fortune holds a rod and on the left hand, a rake. The fruits of the tree range from musical instruments, crowns, old ruins, agricultural instruments, armoury, to books and punishment instruments. All of which are related to the Renaissance context. In the background, there is a ship and a shipwreck, a city and a city in flames. This particular type of iconography is not common, but it can easily be related to the Triumph of Fortune theme.	0	0	0	0	0
70	37ad18b2-2d0b-4403-a08d-bc2fdeb7b7db	1d8d11e608b7890c7590806468140a8b28b09cb5a7dd960ff49e944195c1d4c9	Solar System	Mss/3307, f. 63v-64r	c. 0800-0850 AD	Harmony of the Spheres	Astronomy	Diagram with the sequential order of celestial objects known in the Medieval Ages, with the Earth in the centre, orbited by the Moon, Mercury, Venus, the Sun, Mars, Jupiter and Saturn. It is drawn on folio 63v, and it illustrates the chapter De positione et cursu VII planetarum. Opposite to it (folio 64r) there is a second diagram (De intervalis earum) which repeats the information but adds two extra considerations: the distance between objects and the 'harmony of the spheres', associating astral orbits to musical theory. The diagram can be found on an ecclesiastic computus known as Metz Codex, produced in the first part of the 8th century.	0	0	0	0	0
71	3cfe1342-40e3-466a-bf4f-c23dd68d44cd	c736474b266fd304afa0f637f2c00aef09d0afd19c2ba6335632342b6b2ec771	The circulatory system	Royal 18 A VI, f. 33r	c. 1400-1500 AD	Vein Man | Phlebotomy Man	Medicine	Full page frontal diagram of a man, showing the circulatory system (veins and arteries). As knowledge of medicine and surgery have progressed, the understanding of the vascular system and blood circulation improved. Despite its simplicity, this image is suggestive of anatomy knowledge.	0	0	0	0	0
72	ca58bfea-e56c-48dd-8714-46a17017e1ba	2655145291c41f204232a338b5d13582e448a310a13269276448916a6d7ee0f8	Alchemy and Christianity	Add MS 5025, f. 3ar	c. 1600 AD		Alchemy	Inside the bottom half of a yellow orb – which remind us, in some way, of an egg, even due to the prominence of the oval line that was placed below the bird’s paws – there are clouds and a white dove with open wings. Below it reads in Latin: 'Tres sunt qui testimonium dant in celo pater, filius et spiritus et his tres unum sunt', a clear reference to the Holy Trinity. The white dove is the symbol for the albedo. As a bird – once the eggs are laid – sits on eggs, cover and hatch them, and from the incubation creation will be possible, in religious terms, a correspondance can be seen with Christian iconography, being the Holly Spirit like the 'brooding' dove of Creation.	0	0	0	1	0
73	ccd1edd5-6b4e-4978-8659-24c5b9a39081	1685eb93cff31c3983a10d572d94384b582ad7c39fee50b8827ac7a586162a0a	Stone Clock	BH MSS 156, f. 181v	c. 1250-1300 AD		Astronomy	Put together by request of King Alfonso X the Wise, this codex was for centuries a model for the development of European science. In it participated numerous authors, translators, scribes and illuminators, from different religious backgrounds, summoned by the Translators School in Toledo, with the aim of spreading knowledge. The codex contains sixteen books, written in gothic script, and more than 160 illustrations divided into three fields: astronomy, astronomical instruments and measuring instruments. This diagram is contained in the Libro Primero de la Piedra de la Sombra (that contains step by step instructions on how to build a stone clock), folio 181v, chapter twelve, and it exemplifies how to draw/mark hights in the stone clock, using rulers and a compass. The diagram is a linear drawing, presented inside a rectangle, divided with an horizontal line (west-east) and a vertical line (north-south). In the intersection of these lines there is a circle with a degree scale. Located in the middle of the composition, a symmetrical shape is obliquely subdivided into 10 hours of daylight: concordant hours occupy the same area to the left and to the right of the vertical axis.	1	0	0	0	0
74	ccd7ba69-e654-43a9-a8f3-b167e7105d7c	1c81f00882b8a34409c40ab9473f93fe4b647cf365544dacf1949207f50085ad	Distillation furnace	Add MS 5025, f.3br	c. 1600 AD		Alchemy	Detail of a gothic-style distillation furnace with three levels or degrees, each labelled, namely: putrefaction, corruption and mortification. The furnace has a fueling tower and a door at the bottom, for access to stoke the fires ('ignis'). An alembic stand on top of the furnace or 'furno secretus' and it functions as receiver of the liquid's vapor before it flows down into the stem of the alembic. The tower is releasing smoke, from the burning and heating in the furnace.	0	0	0	0	0
75	4e22a40a-41ae-481c-9cff-38f608dfddcb	c9b601372cc886436b1b62d41730cee46464319338b5bf66ebb70590da900ec1	Stages in the alchemical process	Add MS 5025, f. 1ar	c. 1600 AD		Alchemy	In the centre of the image, there is a large reddish shape (perhaps a depiction of the Philosophers' Stone, specifically the red stone) connected to seven roundels that surround it, linked by ropes or laureal wreaths. In each roundel is a figure similar to a monk carefully carrying out seven steps of the alchemical process. Creation work in alchemical practice (represented by the 'homunculus': a miniature of a fully formed human contained in the flask of the experience) sometimes involved isolation, always an effort of prolonged concentration, lack of rest, always controlling the necessarily different degrees of heat inside the furnace and observing the results in the flask placed on top of a furnace, taking care of these in many ways. Carefully observing the expressions on the face and the activities that the adult figure carries out show this, such as: stoking the fire, keeping it alive, tiredness and patience, reading the instructions from a book, prayers, and removing and cleaning out ashes from the furnace’s tower. The entire image is within a ribboned section.	1	0	0	0	0
76	d0f3eb0c-02b6-4eb9-9b8b-d50b902dac44	4b1c8812fb583ea1f5f04f769998800c091ebf3f139c8fec35db6fdc7e2f7046	Alchemical apparatus in a kitchen	GB 247 MS Ferguson 67, f. 10r	c. 1550-1600 AD		Alchemy	The coloured drawing shows a full kitchen with three people working on the 'preparatio animalium', food to be served at the table. Also in this scene, on the floor there is an alchemical equipment for distillation: the alembic, which heats a substance until it boils and condenses the rising vapours, directing the purified liquid via a funnel or tube to a receiving vessel. Distillation increases substance purity and is a major operation in the alchemy of transformation.	0	0	0	0	0
77	d26c7971-a562-4495-aaad-d4047c7618c5	340096ace23ebb2a2dade36e4a0f339348ae1484feaa1682c452f812b7f5e22a	Hermes Trismegistus	Add MS 5025, f. 2ar	c. 1600 AD		Alchemy	Detail of an alchemist – probably Hermes Trismegistus, the reputed Hellenistic author of the Hermetic writings and considered to be the most important ancient authority on alchemy –, with his hands placed on the sides of a huge stoppered flask. At his head, there is a scroll that is no longer readable, and the upper arms of the flask contain alchemical symbols interspersed with English writing. In the highest or slimest part of the flask, feathers and tadpoles or droplets of liquid can be seen, as well as a frog in the centre highlighted. In the widest or spherical part of the flask, just in the centre, a larger roundel than the other eight that surround it can be seen, all of them containing inscriptions around their borders. The central roundel presents two men (one younger and one much older) holding a thick and heavy book, since it is 'almost' their height, from which chains are connected to seven of the roundels around it. Written in capital letters, the following ideas are highlighted: 'Anima', 'Corpus', 'Spiritus', 'Aqua', being some of them repeated. In seven of the roundels above mentioned, different alchemical stages of transformation are represented (with clear references to 'White', 'Black' and 'Solutio'), with human figures (clearly of different ages and both genders) carrying out experiments in a large flask containing homunculi atop a furnace. The eighth roundel presents a sun and moon connected to silver and gold human figures, two figures dressed in red clothes wielding tools, and some animals.	1	1	0	1	0
