page_order	page	section	currier	hand	quire	P_count	L_count	C_count	R_count	paragraph_start_count	layout_template_id	catalogue_match_status	source_tags	has_general_description	has_illustration_description	has_text_description	source_url
143	f73r	Z		4	L	0	30	3	0	0	LT008	EXACT	SOURCE_ZODIAC_PAGE;TEXT_LABELS	1	1	1	https://www.voynich.nu/q12/index.html#f73r
144	f73v	Z		4	L	0	30	3	0	0	LT008	EXACT	SOURCE_ZODIAC_PAGE;TEXT_LABELS	1	1	1	https://www.voynich.nu/q12/index.html#f73v
145	f75r	B	B	2	M	53	0	0	0	4	LT036	EXACT	SOURCE_BIOLOGICAL_OR_BATH_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q13/index.html#f75r
146	f75v	B	B	2	M	37	33	0	0	5	LT030	EXACT	SOURCE_BIOLOGICAL_OR_BATH_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS;TEXT_BETWEEN_GRAPHICS	1	1	1	https://www.voynich.nu/q13/index.html#f75v
147	f76r	T	B	2	M	47	9	0	0	4	LT032	EXACT	SOURCE_TEXT_ONLY_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS;TEXT_LIST_OR_SEQUENCE	1	1	1	https://www.voynich.nu/q13/index.html#f76r
148	f76v	B	B	2	M	41	0	0	0	6	LT036	EXACT	SOURCE_BIOLOGICAL_OR_BATH_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q13/index.html#f76v
149	f77r	B	B	2	M	40	10	0	0	3	LT032	EXACT	SOURCE_BIOLOGICAL_OR_BATH_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS	1	1	1	https://www.voynich.nu/q13/index.html#f77r
150	f77v	B	B	2	M	37	8	0	0	3	LT032	EXACT	SOURCE_BIOLOGICAL_OR_BATH_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS	1	1	1	https://www.voynich.nu/q13/index.html#f77v
151	f78r	B	B	2	M	41	6	0	0	2	LT032	EXACT	SOURCE_BIOLOGICAL_OR_BATH_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS	1	1	1	https://www.voynich.nu/q13/index.html#f78r
152	f78v	B	B	2	M	32	0	0	0	2	LT036	EXACT	SOURCE_BIOLOGICAL_OR_BATH_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q13/index.html#f78v
153	f79r	B	B	2	M	44	0	0	0	8	LT036	EXACT	SOURCE_BIOLOGICAL_OR_BATH_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q13/index.html#f79r
154	f79v	B	B	2	M	42	0	0	0	7	LT036	EXACT	SOURCE_BIOLOGICAL_OR_BATH_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q13/index.html#f79v
155	f80r	B	B	2	M	43	10	0	0	5	LT032	EXACT	SOURCE_BIOLOGICAL_OR_BATH_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS	1	1	1	https://www.voynich.nu/q13/index.html#f80r
156	f80v	B	B	2	M	44	0	0	0	8	LT036	EXACT	SOURCE_BIOLOGICAL_OR_BATH_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q13/index.html#f80v
157	f81r	B	B	2	M	31	0	0	0	2	LT036	EXACT	SOURCE_BIOLOGICAL_OR_BATH_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q13/index.html#f81r
158	f81v	B	B	2	M	27	1	0	0	2	LT029	EXACT	SOURCE_BIOLOGICAL_OR_BATH_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS	1	1	1	https://www.voynich.nu/q13/index.html#f81v
159	f82r	B	B	2	M	32	13	0	0	3	LT028	EXACT	SOURCE_BIOLOGICAL_OR_BATH_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS;TEXT_BETWEEN_GRAPHICS	1	1	1	https://www.voynich.nu/q13/index.html#f82r
160	f82v	B	B	2	M	34	14	0	0	6	LT028	EXACT	SOURCE_BIOLOGICAL_OR_BATH_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS	1	1	1	https://www.voynich.nu/q13/index.html#f82v
161	f83r	B	B	2	M	51	4	0	0	7	LT031	EXACT	SOURCE_BIOLOGICAL_OR_BATH_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS	1	1	1	https://www.voynich.nu/q13/index.html#f83r
162	f83v	B	B	2	M	31	4	0	0	3	LT031	EXACT	SOURCE_BIOLOGICAL_OR_BATH_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS	1	1	1	https://www.voynich.nu/q13/index.html#f83v
163	f84r	B	B	2	M	34	13	0	0	6	LT028	EXACT	SOURCE_BIOLOGICAL_OR_BATH_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS	1	1	1	https://www.voynich.nu/q13/index.html#f84r
164	f84v	B	B	2	M	51	0	0	0	4	LT036	EXACT	SOURCE_BIOLOGICAL_OR_BATH_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q13/index.html#f84v
165	f85r1	T	B	2	N	35	0	0	0	9	LT036	EXACT	SOURCE_TEXT_ONLY_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q14/index.html#f85r1
166	f85r2	C	B	2	N	22	0	2	0	4	LT014	EXACT	SOURCE_COSMOLOGICAL_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS;TEXT_CIRCULAR	1	1	1	https://www.voynich.nu/q14/index.html#f85r2
167	fRos	C	B	4	N	11	137	12	0	4	LT018	COMPOUND_ALIAS_REQUIRED		0	0	0	
168	f86v4	C	B	2	N	5	0	4	0	1	LT015	EXACT	SOURCE_COSMOLOGICAL_PAGE;TEXT_PARAGRAPHS;TEXT_CIRCULAR	1	1	1	https://www.voynich.nu/q14/index.html#f86v4
169	f86v6	T	B	2	N	45	0	0	0	4	LT036	EXACT	SOURCE_TEXT_ONLY_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q14/index.html#f86v6
170	f86v5	T	B	2	N	39	0	0	0	5	LT036	EXACT	SOURCE_TEXT_ONLY_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q14/index.html#f86v5
171	f86v3	C	B	2	N	36	0	0	0	6	LT036	EXACT	SOURCE_COSMOLOGICAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q14/index.html#f86v3
172	f87r	H	A	1	O	16	0	0	0	2	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q15/index.html#f87r
173	f87v	H	A	1	O	16	0	0	0	2	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q15/index.html#f87v
174	f88r	P	A	1	O	16	15	0	0	3	LT022	EXACT	SOURCE_PHARMACEUTICAL_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS;TEXT_BETWEEN_GRAPHICS	1	1	1	https://www.voynich.nu/q15/index.html#f88r
175	f88v	P	A	1	O	17	13	0	0	3	LT022	EXACT	SOURCE_PHARMACEUTICAL_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS;TEXT_BETWEEN_GRAPHICS	1	1	1	https://www.voynich.nu/q15/index.html#f88v
176	f89r1	P	A	1	O	14	13	0	0	3	LT022	EXACT	SOURCE_PHARMACEUTICAL_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS;TEXT_BETWEEN_GRAPHICS	1	1	1	https://www.voynich.nu/q15/index.html#f89r1
177	f89r2	P	A	1	O	14	20	0	0	3	LT022	EXACT	SOURCE_PHARMACEUTICAL_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS;TEXT_BETWEEN_GRAPHICS	1	1	1	https://www.voynich.nu/q15/index.html#f89r2
178	f89v2	P	A	1	O	12	15	0	0	3	LT022	EXACT	SOURCE_PHARMACEUTICAL_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS;TEXT_BETWEEN_GRAPHICS	1	1	1	https://www.voynich.nu/q15/index.html#f89v2
179	f89v1	P	A	1	O	16	8	0	0	2	LT027	EXACT	SOURCE_PHARMACEUTICAL_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS	1	1	1	https://www.voynich.nu/q15/index.html#f89v1
180	f90r1	H	A	1	O	9	0	0	0	1	LT037	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q15/index.html#f90r1
181	f90r2	H	A	1	O	6	0	0	0	1	LT037	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q15/index.html#f90r2
182	f90v2	H	A	1	O	8	0	0	0	2	LT037	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q15/index.html#f90v2
183	f90v1	H	A	1	O	11	0	0	0	2	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q15/index.html#f90v1
184	f93r	H	A	1	Q	32	0	0	0	1	LT036	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q17/index.html#f93r
185	f93v	H	A	1	Q	10	0	0	0	1	LT037	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS;TEXT_AVOIDS_GRAPHIC	1	1	1	https://www.voynich.nu/q17/index.html#f93v
186	f94r	H	B	3	Q	9	0	0	0	1	LT037	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q17/index.html#f94r
187	f94v	H	B	3	Q	12	0	0	0	3	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q17/index.html#f94v
188	f95r1	H	B	3	Q	11	0	0	0	2	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q17/index.html#f95r1
189	f95r2	H	B	3	Q	9	0	0	0	2	LT037	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q17/index.html#f95r2
190	f95v2	H	B	3	Q	7	0	0	0	1	LT037	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q17/index.html#f95v2
191	f95v1	H	B	3	Q	13	0	0	0	4	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q17/index.html#f95v1
192	f96r	H	A	1	Q	13	0	0	0	1	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q17/index.html#f96r
193	f96v	H	A	1	Q	13	0	0	0	1	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q17/index.html#f96v
194	f99r	P	A	1	S	18	34	0	0	4	LT024	EXACT	SOURCE_PHARMACEUTICAL_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS	1	1	1	https://www.voynich.nu/q19/index.html#f99r
195	f99v	P	A	1	S	19	25	0	0	4	LT024	EXACT	SOURCE_PHARMACEUTICAL_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS	1	1	1	https://www.voynich.nu/q19/index.html#f99v
196	f100r	P	A	1	S	10	17	0	0	2	LT033	EXACT	SOURCE_PHARMACEUTICAL_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS	1	1	1	https://www.voynich.nu/q19/index.html#f100r
197	f100v	P	A	1	S	9	13	0	0	1	LT033	EXACT	SOURCE_PHARMACEUTICAL_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS	1	1	1	https://www.voynich.nu/q19/index.html#f100v
198	f101r	P	A	1	S	10	0	0	0	3	LT037	EXACT	SOURCE_PHARMACEUTICAL_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS;TEXT_BETWEEN_GRAPHICS	1	1	1	https://www.voynich.nu/q19/index.html#f101r
199	f101v	P	A	1	S	10	18	0	0	3	LT033	EXACT	SOURCE_PHARMACEUTICAL_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS;TEXT_BETWEEN_GRAPHICS	1	1	1	https://www.voynich.nu/q19/index.html#f101v
200	f102r1	P	A	1	S	13	4	0	0	3	LT026	EXACT	SOURCE_PHARMACEUTICAL_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS;TEXT_BETWEEN_GRAPHICS	1	1	1	https://www.voynich.nu/q19/index.html#f102r1
201	f102r2	P	A	1	S	15	7	0	0	3	LT027	EXACT	SOURCE_PHARMACEUTICAL_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS	1	1	1	https://www.voynich.nu/q19/index.html#f102r2
202	f102v2	P	A	1	S	17	22	0	0	2	LT024	EXACT	SOURCE_PHARMACEUTICAL_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS	1	1	1	https://www.voynich.nu/q19/index.html#f102v2
203	f102v1	P	A	1	S	14	10	0	0	2	LT027	EXACT	SOURCE_PHARMACEUTICAL_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS	1	1	1	https://www.voynich.nu/q19/index.html#f102v1
204	f103r	S	B	3	T	54	0	0	0	18	LT036	EXACT	TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q20/index.html#f103r
205	f103v	S	B	3	T	46	0	0	0	13	LT036	EXACT	TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q20/index.html#f103v
206	f104r	S	B	3	T	45	0	0	0	13	LT036	EXACT	TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q20/index.html#f104r
207	f104v	S	B	3	T	44	0	0	0	13	LT036	EXACT	TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q20/index.html#f104v
208	f105r	S	B	3	T	37	0	0	0	10	LT036	EXACT	TEXT_PARAGRAPHS;TEXT_BETWEEN_GRAPHICS	1	1	1	https://www.voynich.nu/q20/index.html#f105r
209	f105v	S	B	3	T	38	0	0	0	10	LT036	EXACT	TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q20/index.html#f105v
210	f106r	S	B	3	T	47	0	0	0	15	LT036	EXACT	TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q20/index.html#f106r
211	f106v	S	B	3	T	47	0	0	0	15	LT036	EXACT	TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q20/index.html#f106v
212	f107r	S	B	3	T	51	0	0	0	14	LT036	EXACT	TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q20/index.html#f107r
213	f107v	S	B	3	T	49	0	0	0	15	LT036	EXACT	TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q20/index.html#f107v
214	f108r	S	B	3	T	50	0	0	0	14	LT036	EXACT	TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q20/index.html#f108r
215	f108v	S	B	3	T	53	0	0	0	7	LT036	EXACT	TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q20/index.html#f108v
216	f111r	S	B	3	T	54	0	0	0	6	LT036	EXACT	TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q20/index.html#f111r
217	f111v	S	B	3	T	51	0	0	0	8	LT036	EXACT	TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q20/index.html#f111v
218	f112r	S	B	3	T	45	0	0	0	11	LT036	EXACT	TEXT_PARAGRAPHS;TEXT_BETWEEN_GRAPHICS	1	1	1	https://www.voynich.nu/q20/index.html#f112r
219	f112v	S	B	3	T	47	0	0	0	13	LT036	EXACT	TEXT_PARAGRAPHS;TEXT_BETWEEN_GRAPHICS	1	1	1	https://www.voynich.nu/q20/index.html#f112v
220	f113r	S	B	3	T	51	0	0	0	16	LT036	EXACT	TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q20/index.html#f113r
221	f113v	S	B	3	T	49	0	0	0	15	LT036	EXACT	TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q20/index.html#f113v
222	f114r	S	B	3	T	45	0	0	0	13	LT036	EXACT	TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q20/index.html#f114r
223	f114v	S	B	3	T	41	0	0	0	12	LT036	EXACT	TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q20/index.html#f114v
224	f115r	S	B	@	T	45	0	0	0	13	LT036	EXACT	TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q20/index.html#f115r
225	f115v	S	B	3	T	45	0	0	0	13	LT036	EXACT	TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q20/index.html#f115v
226	f116r	S	B	3	T	50	0	0	0	8	LT036	EXACT	TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q20/index.html#f116r
227	f116v	T		3	T	0	1	0	0	0	LT010	EXACT	TEXT_LABELS	1	1	1	https://www.voynich.nu/q20/index.html#f116v
