statement_id	record_unit_id	register	page	event_count	microcycle_count	slot_sequence	atomic_sequence	owner_sequence	generated_reading_de
B3-S010	B3	BIO	f83r	2	2	S3_PROZESS_TRANSFER → S1_BEZUG_FOLGE	Zielzuführung → Kurzfolge	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	Bei KORB_SAMMELGEFAESS: Führe ihn dem Ziel zu; dann führe ihn kurz zum Folgeschritt weiter.
B3-S011	B3	BIO	f83r	4	3	S3_PROZESS_TRANSFER → S5_ZIEL_ANWENDUNG → S3_PROZESS_TRANSFER → S1_BEZUG_FOLGE	Vorbereitungstransfer → Einsetzen → Umsetzen → Quellposten	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	Bei KORB_SAMMELGEFAESS: Führe die vorbereitete Portion über; dann setze den Posten ein; dann setze den laufenden Posten um; dann nimm den Posten aus der Quelle.
B3-S012	B3	BIO	f83r	2	1	S1_BEZUG_FOLGE → S3_PROZESS_TRANSFER	Ansatz → Kurzabsetzung	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	Bei KORB_SAMMELGEFAESS: Verwende den Ansatz; dann lass ihn kurz absetzen.
B3-S013	B3	BIO	f83r	4	1	S2_MATERIAL_MASS → S2_MATERIAL_MASS → S4_DAUER_ZUSTAND → S4_DAUER_ZUSTAND	Sollstellung → Portion → Kurzvorbereitung → Kurzkontakt	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	Bei KORB_SAMMELGEFAESS: Stelle das Sollmaß ein; dann nimm eine Portion; dann bereite ihn kurz vor; dann lass ihn kurz einwirken.
B3-S014	B3	BIO	f83r	2	2	S5_ZIEL_ANWENDUNG → S3_PROZESS_TRANSFER	Laufeinsatz → Langabsetzen	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	Bei KORB_SAMMELGEFAESS: Setze ihn in den Lauf ein; dann lass ihn lange absetzen.
B3-S015	B3	BIO	f83r	1	1	S3_PROZESS_TRANSFER	abführen	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	Bei KORB_SAMMELGEFAESS: Führe ihn ab.
B3-S016	B3	BIO	f83r	2	1	S3_PROZESS_TRANSFER → S3_PROZESS_TRANSFER	Abzug → Rücktransfer	B3_LOWER_MARGIN_BASKET_VESSEL_STATION|B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	Bei KORB_SAMMELGEFAESS: Ziehe ihn ab. Neuer lokaler Posten: Bei UNVERBUNDENER_UEBERGABEPOSTEN: Führe den vorigen Posten über.
B3-S017	B3	BIO	f83r	1	1	S4_DAUER_ZUSTAND	Langkontakt	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	Bei UNVERBUNDENER_UEBERGABEPOSTEN: Lass ihn lange einwirken.
B3-S018	B3	BIO	f83r	1	1	S3_PROZESS_TRANSFER	Kurzabsetzung	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	Bei UNVERBUNDENER_UEBERGABEPOSTEN: Lass ihn kurz absetzen.
B3-S019	B3	BIO	f83r	1	1	S3_PROZESS_TRANSFER	Einsatzabsetzen	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	Bei UNVERBUNDENER_UEBERGABEPOSTEN: Lass ihn nach dem Einsatz absetzen.
B3-S020	B3	BIO	f83r	2	2	S5_ZIEL_ANWENDUNG → S3_PROZESS_TRANSFER	Stelle → abführen	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	Bei UNVERBUNDENER_UEBERGABEPOSTEN: Binde die bezeichnete Stelle; dann führe ihn ab.
B3-S021	B3	BIO	f83r	11	5	S2_MATERIAL_MASS → S6_BEREIT_ABSCHLUSS → S5_ZIEL_ANWENDUNG → S1_BEZUG_FOLGE → S2_MATERIAL_MASS → S3_PROZESS_TRANSFER → S4_DAUER_ZUSTAND → S1_BEZUG_FOLGE → S5_ZIEL_ANWENDUNG → S6_BEREIT_ABSCHLUSS → S3_PROZESS_TRANSFER	Sollstellung → Bereit → Stelle → Diesposten → Sollmaß → Zielabsetzung → Kurzvorbereitung → Diesposten → Stelle → Bereit → Zieltransfer	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	Bei UNVERBUNDENER_UEBERGABEPOSTEN: Stelle das Sollmaß ein; dann halte den Posten bereit; dann binde die bezeichnete Stelle; dann halte diesen Posten aktiv; dann arbeite nach dem vorgeschriebenen Maß; dann lass ihn am Ziel absetzen; dann bereite ihn kurz vor; dann halte diesen Posten aktiv; dann binde die bezeichnete Stelle; dann halte den Posten bereit; dann führe ihn zum Ziel über.
B3-S022	B3	BIO	f83r	1	1	S3_PROZESS_TRANSFER	Folgetransfer	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	Bei UNVERBUNDENER_UEBERGABEPOSTEN: Führe danach den nächsten Posten über.
B3-S023	B3	BIO	f83r	1	1	S3_PROZESS_TRANSFER	abführen	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	Bei UNVERBUNDENER_UEBERGABEPOSTEN: Führe ihn ab.
B3-S024	B3	BIO	f83r	1	1	S3_PROZESS_TRANSFER	überführen	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	Bei UNVERBUNDENER_UEBERGABEPOSTEN: Führe den Posten über.
B3-S025	B3	BIO	f83r	1	1	S5_ZIEL_ANWENDUNG	Neueinsatz	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	Bei UNVERBUNDENER_UEBERGABEPOSTEN: Setze einen neuen Posten ein.
B3-S026	B3	BIO	f83r	7	4	S3_PROZESS_TRANSFER → S3_PROZESS_TRANSFER → S3_PROZESS_TRANSFER → S2_MATERIAL_MASS → S6_BEREIT_ABSCHLUSS → S5_ZIEL_ANWENDUNG → S3_PROZESS_TRANSFER	Quelltransfer → Sollabsetzung → Umsetzen → Zugabe → Bereit → Zielbereitung → Langsammlung	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED|B3_MAIN_ARCH_LINKED_PAIR	Bei UNVERBUNDENER_UEBERGABEPOSTEN: Führe ihn von der Quelle über; dann lass ihn bis zum Sollstand absetzen; dann setze den laufenden Posten um; dann gib einen Anteil zu; dann halte den Posten bereit; dann stelle ihn am Zielgefäß bereit. Neuer lokaler Posten: Bei SICHTBAR_VERBUNDENES_PAAR: Sammle ihn lange.
B3-S027	B3	BIO	f83r	1	1	S1_BEZUG_FOLGE	Langfolgestufe	B3_MAIN_ARCH_LINKED_PAIR	Bei SICHTBAR_VERBUNDENES_PAAR: Führe die lange Folgestufe aus.
B3-S028	B3	BIO	f83r	2	1	S4_DAUER_ZUSTAND → S4_DAUER_ZUSTAND	Langkontakt → Kurzkontakt	B3_MAIN_ARCH_LINKED_PAIR	Bei SICHTBAR_VERBUNDENES_PAAR: Lass ihn länger einwirken; dann lass ihn kurz einwirken.
B3-S029	B3	BIO	f83r	3	1	S1_BEZUG_FOLGE → S2_MATERIAL_MASS → S4_DAUER_ZUSTAND	Fortsetzung → Vollteil → Kurzkontakt	B3_MAIN_ARCH_LINKED_PAIR	Bei SICHTBAR_VERBUNDENES_PAAR: Führe den laufenden Gang fort; dann nimm den ganzen bezeichneten Teil; dann lass ihn kurz einwirken.
B3-S030	B3	BIO	f83r	4	3	S5_ZIEL_ANWENDUNG → S2_MATERIAL_MASS → S1_BEZUG_FOLGE → S3_PROZESS_TRANSFER	Einsetzen → Sollmaß → Weiterlauf → Folgetransfer	B3_MAIN_ARCH_LINKED_PAIR	Bei SICHTBAR_VERBUNDENES_PAAR: Setze den Posten ein; dann arbeite nach dem vorgeschriebenen Maß; dann führe ihn im Lauf weiter; dann führe danach den nächsten Posten über.
B3-S031	B3	BIO	f83r	1	1	S4_DAUER_ZUSTAND	Langkontakt	B3_MAIN_ARCH_LINKED_PAIR	Bei SICHTBAR_VERBUNDENES_PAAR: Lass ihn lange einwirken.
B3-S032	B3	BIO	f83r	5	3	S3_PROZESS_TRANSFER → S3_PROZESS_TRANSFER → S2_MATERIAL_MASS → S2_MATERIAL_MASS → S1_BEZUG_FOLGE	Anteilstransfer → Umsetzen → Kurzsoll → Folgemaß → Kurzfolge	B3_MAIN_ARCH_LINKED_PAIR	Bei SICHTBAR_VERBUNDENES_PAAR: Führe einen Anteil über; dann setze den laufenden Posten um; dann halte die kurze Sollstufe ein; dann arbeite danach nach dem nächsten Maß; dann führe ihn kurz zum Folgeschritt weiter.
B3-S033	B3	BIO	f83r	1	1	S3_PROZESS_TRANSFER	abziehen	B3_MAIN_ARCH_LINKED_PAIR	Bei SICHTBAR_VERBUNDENES_PAAR: Ziehe ihn ab.
B3-S034	B3	BIO	f83r	6	3	S2_MATERIAL_MASS → S6_BEREIT_ABSCHLUSS → S2_MATERIAL_MASS → S2_MATERIAL_MASS → S5_ZIEL_ANWENDUNG → S3_PROZESS_TRANSFER	Arbeitsstufe → Bereit → Zerkleinern → Folgemaß → Zwischenziel → Kurzabsetzung	B3_MAIN_ARCH_LINKED_PAIR	Bei SICHTBAR_VERBUNDENES_PAAR: Stelle die Arbeitsstufe ein; dann halte den Posten bereit; dann zerkleinere den Posten; dann arbeite danach nach dem nächsten Maß; dann führe zum Zwischenziel; dann lass ihn kurz absetzen.
B4-S001	B4	BIO	f83r	1	1	S4_DAUER_ZUSTAND	Langkontakt	B4_MAIN_ARCH_LINKED_PAIR	Bei ANWENDUNGS_UND_DURCHLASS_PAAR: Lass ihn lange einwirken.
B4-S002	B4	BIO	f83r	3	1	S1_BEZUG_FOLGE → S4_DAUER_ZUSTAND → S4_DAUER_ZUSTAND	Weiterposten → Langkontakt → Kurzkontakt	B4_MAIN_ARCH_LINKED_PAIR	Bei ANWENDUNGS_UND_DURCHLASS_PAAR: Nimm den nächsten Einsatzposten; dann lass ihn länger einwirken; dann lass ihn kurz einwirken.
B4-S003	B4	BIO	f83r	7	3	S3_PROZESS_TRANSFER → S5_ZIEL_ANWENDUNG → S1_BEZUG_FOLGE → S4_DAUER_ZUSTAND → S5_ZIEL_ANWENDUNG → S1_BEZUG_FOLGE → S3_PROZESS_TRANSFER	Umsetzen → Folgeziel → Folgeposten → Langkontakt → Einsetzen → Fortsetzung → Kurzabsetzung	B4_MAIN_ARCH_LINKED_PAIR	Bei ANWENDUNGS_UND_DURCHLASS_PAAR: Setze den laufenden Posten um; dann führe ihn danach dorthin; dann nimm das nächste; dann lass ihn länger einwirken; dann setze den Posten ein; dann führe den laufenden Gang fort; dann lass ihn kurz absetzen.
B4-S004	B4	BIO	f83r	1	1	S6_BEREIT_ABSCHLUSS	befestigen	B4_MAIN_ARCH_LINKED_PAIR	Bei ANWENDUNGS_UND_DURCHLASS_PAAR: Befestige ihn.
B4-S005	B4	BIO	f83r	3	1	S2_MATERIAL_MASS → S3_PROZESS_TRANSFER → S4_DAUER_ZUSTAND	Einlage → Umsetzen → Langkontakt	B4_MAIN_ARCH_LINKED_PAIR	Bei ANWENDUNGS_UND_DURCHLASS_PAAR: Lege die Einlage ein; dann setze den laufenden Posten um; dann lass ihn lange einwirken.
B4-S006	B4	BIO	f83r	1	1	S3_PROZESS_TRANSFER	durchlassen	B4_MAIN_ARCH_LINKED_PAIR	Bei ANWENDUNGS_UND_DURCHLASS_PAAR: Lass ihn hindurch.
B4-S007	B4	BIO	f83r	1	1	S3_PROZESS_TRANSFER	durchlassen	B4_MAIN_ARCH_LINKED_PAIR	Bei ANWENDUNGS_UND_DURCHLASS_PAAR: Lass ihn hindurch.
B4-S008	B4	BIO	f83r	4	1	S2_MATERIAL_MASS → S4_DAUER_ZUSTAND → S4_DAUER_ZUSTAND → S4_DAUER_ZUSTAND	Sollmaß → Langwärme → Langhalt → Kurzkontakt	B4_MAIN_ARCH_LINKED_PAIR	Bei ANWENDUNGS_UND_DURCHLASS_PAAR: Arbeite nach dem vorgeschriebenen Maß; dann halte den Posten länger warm; dann halte ihn lange; dann lass ihn kurz einwirken.
B4-S009	B4	BIO	f83r	1	1	S3_PROZESS_TRANSFER	Kurzabsetzung	B4_MAIN_ARCH_LINKED_PAIR	Bei ANWENDUNGS_UND_DURCHLASS_PAAR: Lass ihn kurz absetzen.
B4-S010	B4	BIO	f83r	1	1	S1_BEZUG_FOLGE	Fortschluss	B4_MAIN_ARCH_LINKED_PAIR	Bei ANWENDUNGS_UND_DURCHLASS_PAAR: Führe fort und schließe.
B4-S011	B4	BIO	f83r	7	3	S2_MATERIAL_MASS → S4_DAUER_ZUSTAND → S1_BEZUG_FOLGE → S2_MATERIAL_MASS → S3_PROZESS_TRANSFER → S1_BEZUG_FOLGE → S3_PROZESS_TRANSFER	Sollmaß → Kurzwärme → Langfortsetzung → Zugabe → Umsetzen → Fortsetzung → Kurzabzugsschluss	B4_MAIN_LEFT_OPEN_FRINGE_STATION	Bei OFFENE_LINKSSTATION: Arbeite nach dem vorgeschriebenen Maß; dann wärme ihn kurz; dann setze den Gang lange fort; dann gib einen Anteil zu; dann setze den laufenden Posten um; dann führe den laufenden Gang fort; dann ziehe kurz ab und schließe.
B4-S012	B4	BIO	f83r	1	1	S3_PROZESS_TRANSFER	abführen	B4_MAIN_LEFT_OPEN_FRINGE_STATION	Bei OFFENE_LINKSSTATION: Führe ihn ab.
B4-S013	B4	BIO	f83r	2	2	S5_ZIEL_ANWENDUNG → S3_PROZESS_TRANSFER	Wiedereinsatz → Kurzabsetzung	B4_MAIN_LEFT_OPEN_FRINGE_STATION	Bei OFFENE_LINKSSTATION: Setze den verbleibenden Posten erneut ein; dann lass ihn kurz absetzen.
B4-S014	B4	BIO	f83r	4	1	S1_BEZUG_FOLGE → S1_BEZUG_FOLGE → S3_PROZESS_TRANSFER → S3_PROZESS_TRANSFER	Ansatz → Diesposten → Kurzdurchgang → Laufschluss	B4_MAIN_LEFT_OPEN_FRINGE_STATION	Bei OFFENE_LINKSSTATION: Verwende den Ansatz; dann halte diesen Posten aktiv; dann führe ihn kurz hindurch; dann schließe den Lauf ab.
B4-S015	B4	BIO	f83r	6	2	S2_MATERIAL_MASS → S3_PROZESS_TRANSFER → S2_MATERIAL_MASS → S3_PROZESS_TRANSFER → S3_PROZESS_TRANSFER → S3_PROZESS_TRANSFER	Zugabe → Klarauszug → Portion → Zielpassage → Kurzsammlung → abführen	B4_MAIN_LEFT_OPEN_FRINGE_STATION|B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	Bei OFFENE_LINKSSTATION: Gib einen Anteil zu; dann nimm den Klarauszug; dann nimm eine Portion; dann führe ihn durch die Zielpassage. Neuer lokaler Posten: Bei S_FOERMIGER_MEHRPORT: Sammle ihn kurz; dann führe ihn ab.
B4-S016	B4	BIO	f83r	4	2	S2_MATERIAL_MASS → S5_ZIEL_ANWENDUNG → S3_PROZESS_TRANSFER → S3_PROZESS_TRANSFER	Folgeportion → Stelle → Quellausguss → Kurzabsetzung	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	Bei S_FOERMIGER_MEHRPORT: Nimm einen weiteren Anteil; dann binde die bezeichnete Stelle; dann gieße ihn von der Quellseite zu; dann lass ihn kurz absetzen.
B5-S001	B5	BIO	f83r	1	1	S3_PROZESS_TRANSFER	Nachtransfer	B5_LEFT_OPEN_FRINGE_STATION	Bei LINKER_NACHTRAGSPOSTEN: Führe ihn danach über.
B5-S002	B5	BIO	f83r	1	1	S5_ZIEL_ANWENDUNG	Neueinsatz	B5_LEFT_OPEN_FRINGE_STATION	Bei LINKER_NACHTRAGSPOSTEN: Setze einen neuen Posten ein.
B5-S003	B5	BIO	f83r	9	4	S3_PROZESS_TRANSFER → S5_ZIEL_ANWENDUNG → S1_BEZUG_FOLGE → S3_PROZESS_TRANSFER → S3_PROZESS_TRANSFER → S2_MATERIAL_MASS → S1_BEZUG_FOLGE → S2_MATERIAL_MASS → S3_PROZESS_TRANSFER	Zielabsetzung → Stelle → Fortsetzung → Weiterabzug → Zieltransfer → Sollmaß → Fortsetzung → Endstufe → Umsetzen	B5_LEFT_OPEN_FRINGE_STATION	Bei LINKER_NACHTRAGSPOSTEN: Lass ihn am Ziel absetzen; dann binde die bezeichnete Stelle; dann führe den laufenden Gang fort; dann ziehe ihn weiter ab; dann führe ihn zum Ziel über; dann arbeite nach dem vorgeschriebenen Maß; dann führe den laufenden Gang fort; dann stelle die Endstufe ein; dann setze den laufenden Posten um.
B6-S001	B6	BIO	f83r	9	4	S3_PROZESS_TRANSFER → S4_DAUER_ZUSTAND → S6_BEREIT_ABSCHLUSS → S1_BEZUG_FOLGE → S2_MATERIAL_MASS → S1_BEZUG_FOLGE → S2_MATERIAL_MASS → S1_BEZUG_FOLGE → S5_ZIEL_ANWENDUNG	Langsammlung → Kurzbearbeitung → Endposten → Fortsetzung → Sollmaß → Fortsetzung → Einlage → Diesposten → Endziel	B6_RIGHT_S_RUN_MULTIPORT_STATION	Bei RECHTER_NACHTRAGSPOSTEN: Sammle ihn lange; dann bearbeite ihn kurz; dann nimm den Endposten; dann führe den laufenden Gang fort; dann arbeite nach dem vorgeschriebenen Maß; dann führe den laufenden Gang fort; dann lege die Einlage ein; dann halte diesen Posten aktiv; dann führe bis zum Endziel.
