unit_id	page	owner_class	template_id	surface_sequence	card_reading_de	content_phrase_ids	fixed_generated_prose_de	previous_fluent_working_reading_de	sentence_specific_lexical_insertions	generation_layers
B1-S018	f81v	BASIN_STATION	T04	ly dsheol oiiin olkeedy	aktuellen Posten abführen; kurz weiter ruhen lassen; Sollstufe; länger sammeln; Schluss	FLUESSIGKEIT|BECKEN|GEFAESS|STELLE	Stationsbesitzer: diese Station. Kartenfolge: aktuellen Posten abführen; kurz weiter ruhen lassen; Sollstufe; länger sammeln; Schluss. Die gezeichnete Station setzt dabei voraus: die aktuelle Becken- oder Arbeitsflüssigkeit; das sichtbar adressierte Becken; das sichtbare oder gelernte Arbeitsgefäß; die bezeichnete örtliche Stelle.	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Fülle danach das Gefäß. Wende es an der markierten Stelle an. Bis es klar ist. Lasse die Flüssigkeit sich setzen und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B1-S019	f81v	BASIN_STATION	T04	tedy	kurz absetzen lassen; Schluss	BECKEN	Stationsbesitzer: diese Station. Kartenfolge: kurz absetzen lassen; Schluss. Die gezeichnete Station setzt dabei voraus: das sichtbar adressierte Becken.	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Lasse es bis zur Bereitschaft stehen und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B1-S020	f81v	BASIN_STATION	T04	cheky shckhedy	kurz wärmen; seihen; Schluss	BECKEN|TUCH	Stationsbesitzer: diese Station. Kartenfolge: kurz wärmen; seihen; Schluss. Die gezeichnete Station setzt dabei voraus: das sichtbar adressierte Becken; das für den Durchgang vorgesehene Tuch.	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Bei sanfter Wärme. Seihe es einmal durch ein Tuch und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B1-S021	f81v	BASIN_STATION	T04	chal	dorthin	BECKEN	Stationsbesitzer: diese Station. Kartenfolge: dorthin. Die gezeichnete Station setzt dabei voraus: das sichtbar adressierte Becken.	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Den aktiven Posten an der örtlich bezeichneten Station führen.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B2-S001	f82r	GENERIC_WORKPIECE	T10	dchedy	Posten überführen; Schluss	BECKEN|GEFAESS	Arbeitsbesitzer: dieses Werkstück. Kartenfolge: Posten überführen; Schluss. Die Werkstatt ergänzt dabei: das sichtbar adressierte Becken; das sichtbare oder gelernte Arbeitsgefäß.	[[LOKALER BESITZER: obere Paarbecken-/Zylinderstation]] Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B2-S002	f82r	GENERIC_WORKPIECE	T10	qolchedy	weiterüberführen; Schluss	BECKEN|GEFAESS|STELLE	Arbeitsbesitzer: dieses Werkstück. Kartenfolge: weiterüberführen; Schluss. Die Werkstatt ergänzt dabei: das sichtbar adressierte Becken; das sichtbare oder gelernte Arbeitsgefäß; die bezeichnete örtliche Stelle.	[[LOKALER BESITZER: obere Paarbecken-/Zylinderstation]] Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B2-S003	f82r	GENERIC_WORKPIECE	T10	qokain dy qokeedy	eine Portion zugeben; dieser Posten; länger ansetzen; Schluss	BECKEN|GEFAESS|TEIL|PORTION	Arbeitsbesitzer: dieses Werkstück. Kartenfolge: eine Portion zugeben; dieser Posten; länger ansetzen; Schluss. Die Werkstatt ergänzt dabei: das sichtbar adressierte Becken; das sichtbare oder gelernte Arbeitsgefäß; der abgeteilte Teil; eine abgeteilte Portion.	[[LOKALER BESITZER: obere Paarbecken-/Zylinderstation]] Gib einen abgemessenen Anteil in das Gefäß. Diese aktive Portion. Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B2-S004	f82r	GENERIC_WORKPIECE	T10	qokal lcheckhy lched qokeey lcheckhedy	dort ansetzen; Ausgangsdurchlass; abführen; länger ansetzen; abseihen; Schluss	BECKEN|OEFFNUNG	Arbeitsbesitzer: dieses Werkstück. Kartenfolge: dort ansetzen; Ausgangsdurchlass; abführen; länger ansetzen; abseihen; Schluss. Die Werkstatt ergänzt dabei: das sichtbar adressierte Becken; die sichtbar bezeichnete Öffnung.	[[LOKALER BESITZER: obere Paarbecken-/Zylinderstation]] Den aktiven Posten an der örtlich bezeichneten Station führen. Die zweite Öffnung. Und gehe zum nächsten Becken weiter. Die Charge für den vorgesehenen Gebrauch temperieren. Seihe es klar und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B2-S005	f82r	GENERIC_WORKPIECE	T10	qokaly solkaiin chckhy qokaiin qokaiin octheol chkeey ldy	dies dort ansetzen; bis Sollmass sammeln; durchleiten; auf Sollmaß einstellen; auf Sollmaß einstellen; bereitgestellten Gang fortsetzen; diesen Posten länger warm halten; abziehen; Ende	BECKEN|GEFAESS|TUCH	Arbeitsbesitzer: dieses Werkstück. Kartenfolge: dies dort ansetzen; bis Sollmass sammeln; durchleiten; auf Sollmaß einstellen; auf Sollmaß einstellen; bereitgestellten Gang fortsetzen; diesen Posten länger warm halten; abziehen; Ende. Die Werkstatt ergänzt dabei: das sichtbar adressierte Becken; das sichtbare oder gelernte Arbeitsgefäß; das für den Durchgang vorgesehene Tuch.	[[LOKALER BESITZER: obere Paarbecken-/Zylinderstation]] Fahre am zweiten Lauf fort. Durch ein Tuch. Durch die verbundenen Läufe. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Unter derselben Einstellung. Das breite Gefäß. Ziehe es ab und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B2-S006	f82r	GENERIC_WORKPIECE	T10	oteey qokal sheckhy qoky	langer Folgeposten; dort ansetzen; kurz durchleiten; aktuellen Posten ansetzen	FLUESSIGKEIT|BECKEN|STELLE|TEIL	Arbeitsbesitzer: dieses Werkstück. Kartenfolge: langer Folgeposten; dort ansetzen; kurz durchleiten; aktuellen Posten ansetzen. Die Werkstatt ergänzt dabei: die aktuelle Becken- oder Arbeitsflüssigkeit; das sichtbar adressierte Becken; die bezeichnete örtliche Stelle; der abgeteilte Teil.	[[LOKALER BESITZER: obere Paarbecken-/Zylinderstation]] Der vorbereitete Bade- oder Waschzusatz. Den aktiven Posten an der örtlich bezeichneten Station führen. Über der örtlich bezeichneten Stelle. Die Badeflüssigkeit am bezeichneten Körper- oder Teilbadbereich gebrauchen.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B2-S007	f82r	BASIN_STATION	T04	dshedy	kurz absetzen; Schluss	WASSER	Stationsbesitzer: diese Station. Kartenfolge: kurz absetzen; Schluss. Die gezeichnete Station setzt dabei voraus: das für den Gang vorgesehene Wasser.	[[LOKALER BESITZER: mittlere linke Geräte-/Inline-Knotenstation]] Gib sauberes Wasser hinzu und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B2-S008	f82r	BASIN_STATION	T04	sotaiin qokar shedy	Folgemaß; daraus ansetzen; kurz absetzen lassen; Schluss	STELLE	Stationsbesitzer: diese Station. Kartenfolge: Folgemaß; daraus ansetzen; kurz absetzen lassen; Schluss. Die gezeichnete Station setzt dabei voraus: die bezeichnete örtliche Stelle.	[[LOKALER BESITZER: mittlere linke Geräte-/Inline-Knotenstation]] Für dieselbe Dauer wie zuvor. Über der örtlich bezeichneten Stelle. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B2-S009	f82r	BASIN_STATION	T03	solshedy	weiter absetzen; Schluss	NONE	Stationsbesitzer: diese Station. Kartenfolge: weiter absetzen; Schluss.	[[LOKALER BESITZER: mittlere linke Geräte-/Inline-Knotenstation]] Halte es warm und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING
B2-S010	f82r	BASIN_STATION	T04	qokeey qoky ls cheey	länger ansetzen; aktuellen Posten ansetzen; Durchlassöffnung; klarer Auszug	FLUESSIGKEIT|OEFFNUNG|STELLE|TEIL	Stationsbesitzer: diese Station. Kartenfolge: länger ansetzen; aktuellen Posten ansetzen; Durchlassöffnung; klarer Auszug. Die gezeichnete Station setzt dabei voraus: die aktuelle Becken- oder Arbeitsflüssigkeit; die sichtbar bezeichnete Öffnung; die bezeichnete örtliche Stelle; der abgeteilte Teil.	[[LOKALER BESITZER: mittlere linke Geräte-/Inline-Knotenstation]] Die Charge für den vorgesehenen Gebrauch temperieren. Die Badeflüssigkeit am bezeichneten Körper- oder Teilbadbereich gebrauchen. Die erste Öffnung. Den örtlichen Prüfzustand der Charge feststellen.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B2-S011	f82r	BASIN_STATION	T04	okain char okain qokeedy	eine Portion zugeben; aus dem Ansatz; eine Portion zugeben; länger ansetzen; Schluss	ANSATZ|GEFAESS|TEIL	Stationsbesitzer: diese Station. Kartenfolge: eine Portion zugeben; aus dem Ansatz; eine Portion zugeben; länger ansetzen; Schluss. Die gezeichnete Station setzt dabei voraus: der laufende Arbeitsansatz; das sichtbare oder gelernte Arbeitsgefäß; der abgeteilte Teil.	[[LOKALER BESITZER: ungelöste mittlere rechte Linie-/Liegepodeststation]] Gib einen abgemessenen Anteil in das Gefäß. Daraus, aus demselben Ansatz. Gib einen abgemessenen Anteil in das Gefäß. Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B2-S012	f82r	GENERIC_WORKPIECE	T10	lchy cheey qcthey qokeey lcheey daiin chey qokeeedy	abziehen; klarer Auszug; kurz bereithalten; länger ansetzen; Klarlauf abfuehren; Sollmaß; dieser Posten; vollständig ansetzen; Schluss	FLUESSIGKEIT|STELLE|PORTION	Arbeitsbesitzer: dieses Werkstück. Kartenfolge: abziehen; klarer Auszug; kurz bereithalten; länger ansetzen; Klarlauf abfuehren; Sollmaß; dieser Posten; vollständig ansetzen; Schluss. Die Werkstatt ergänzt dabei: die aktuelle Becken- oder Arbeitsflüssigkeit; die bezeichnete örtliche Stelle; eine abgeteilte Portion.	[[LOKALER BESITZER: ungelöste mittlere rechte Linie-/Liegepodeststation]] Ziehe die klare Flüssigkeit ab. [[STATIONSWECHSEL: ungelöste mittlere rechte Linie-/Liegepodeststation -> unteres grünes Mehrfigurenfeld; STOFF, ZIEL UND RICHTUNG WERDEN NICHT VERERBT]] Den örtlichen Prüfzustand der Charge feststellen. Unter derselben Einstellung. Die Charge für den vorgesehenen Gebrauch temperieren. Der benetzte Körperbereich. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Diese aktive Portion. Benetze den bezeichneten Körperbereich vollständig und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B2-S013	f82r	GENERIC_WORKPIECE	T10	lchedy	abführen; Schluss	FLUESSIGKEIT	Arbeitsbesitzer: dieses Werkstück. Kartenfolge: abführen; Schluss. Die Werkstatt ergänzt dabei: die aktuelle Becken- oder Arbeitsflüssigkeit.	[[LOKALER BESITZER: unteres grünes Mehrfigurenfeld]] Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B2-S014	f82r	GENERIC_WORKPIECE	T10	lar	von dort abfuehren	ABLAUF	Arbeitsbesitzer: dieses Werkstück. Kartenfolge: von dort abfuehren. Die Werkstatt ergänzt dabei: der lokale sichtbare Auslauf.	[[LOKALER BESITZER: unteres grünes Mehrfigurenfeld]] Schließe den unteren Ablauf.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B2-S015	f82r	BASIN_STATION	T04	tshey qokeedy	Klarlauf zugeben; länger ansetzen; Schluss	TEIL	Stationsbesitzer: diese Station. Kartenfolge: Klarlauf zugeben; länger ansetzen; Schluss. Die gezeichnete Station setzt dabei voraus: der abgeteilte Teil.	[[LOKALER BESITZER: lokale Randstationen des unteren Feldes]] Beginne die Spülung. Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B2-S016	f82r	BASIN_STATION	T04	cheal lchedar ches aiin oteey qokaiin okey pchedy	dorthin; von dort abführen; teilen; Sollmaß; langer Folgeposten; auf Sollmaß einstellen; kurz ansetzen; einführen; Schluss	WASSER|TEIL	Stationsbesitzer: diese Station. Kartenfolge: dorthin; von dort abführen; teilen; Sollmaß; langer Folgeposten; auf Sollmaß einstellen; kurz ansetzen; einführen; Schluss. Die gezeichnete Station setzt dabei voraus: das für den Gang vorgesehene Wasser; der abgeteilte Teil.	[[LOKALER BESITZER: lokale Randstationen des unteren Feldes]] Den aktiven Posten an der örtlich bezeichneten Station führen. Kühles Wasser. Zu gleichen Anteilen. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Der vorbereitete Bade- oder Waschzusatz. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Warmes Wasser. Ziehe es ab und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B2-S017	f82r	BASIN_STATION	T04	rsheal daldy	kurz am Ziel ruhen; Nebenoeffnung; Schluss	WASSER|OEFFNUNG	Stationsbesitzer: diese Station. Kartenfolge: kurz am Ziel ruhen; Nebenoeffnung; Schluss. Die gezeichnete Station setzt dabei voraus: das für den Gang vorgesehene Wasser; die sichtbar bezeichnete Öffnung.	[[LOKALER BESITZER: lokale Randstationen des unteren Feldes]] Gieße das erwärmte Wasser ein. Wiederhole es an der zweiten Öffnung und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B2-S018	f82r	BASIN_STATION	T04	qokeedy	länger ansetzen; Schluss	TEIL	Stationsbesitzer: diese Station. Kartenfolge: länger ansetzen; Schluss. Die gezeichnete Station setzt dabei voraus: der abgeteilte Teil.	[[LOKALER BESITZER: lokale Randstationen des unteren Feldes]] Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B2-S019	f82r	BASIN_STATION	T04	rshedy	Waschgang abschließen	TEIL	Stationsbesitzer: diese Station. Kartenfolge: Waschgang abschließen. Die gezeichnete Station setzt dabei voraus: der abgeteilte Teil.	[[LOKALER BESITZER: lokale Randstationen des unteren Feldes]] Verwende den Anteil als örtliche Waschung und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B2-S020	f82r	BASIN_STATION	T04	qoteedy	lange Folge; Schluss	TUCH|STELLE	Stationsbesitzer: diese Station. Kartenfolge: lange Folge; Schluss. Die gezeichnete Station setzt dabei voraus: das für den Durchgang vorgesehene Tuch; die bezeichnete örtliche Stelle.	[[LOKALER BESITZER: lokale Randstationen des unteren Feldes]] Lege ein warmes Tuch auf die bezeichnete äußere Stelle und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B2-S021	f82r	BASIN_STATION	T04	qokeedy	länger ansetzen; Schluss	TEIL	Stationsbesitzer: diese Station. Kartenfolge: länger ansetzen; Schluss. Die gezeichnete Station setzt dabei voraus: der abgeteilte Teil.	[[LOKALER BESITZER: lokale Randstationen des unteren Feldes]] Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B2-S022	f82r	BASIN_STATION	T04	lochedy	Rest abfuehren; Schluss	TEIL	Stationsbesitzer: diese Station. Kartenfolge: Rest abfuehren; Schluss. Die gezeichnete Station setzt dabei voraus: der abgeteilte Teil.	[[LOKALER BESITZER: lokale Randstationen des unteren Feldes]] Mische zu gleichen Teilen und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B3-S001	f83r	GENERIC_WORKPIECE	T10	olkeedy	länger sammeln; Schluss	FLUESSIGKEIT	Arbeitsbesitzer: dieses Werkstück. Kartenfolge: länger sammeln; Schluss. Die Werkstatt ergänzt dabei: die aktuelle Becken- oder Arbeitsflüssigkeit.	[[LOKALER BESITZER: obere offene Fächer-Randstation]] Lasse die Flüssigkeit sich setzen und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B3-S002	f83r	GENERIC_WORKPIECE	T10	qotal chkeedy	danach dorthin; länger wärmen; Schluss	ABLAUF	Arbeitsbesitzer: dieses Werkstück. Kartenfolge: danach dorthin; länger wärmen; Schluss. Die Werkstatt ergänzt dabei: der lokale sichtbare Auslauf.	[[LOKALER BESITZER: obere offene Fächer-Randstation]] Zum unteren Ablauf hin. Benetze den bezeichneten Bereich vollständig und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B3-S003	f83r	GENERIC_WORKPIECE	T10	chey daiin chey lchedy	dieser Posten; Sollmaß; dieser Posten; abführen; Schluss	FLUESSIGKEIT|PORTION	Arbeitsbesitzer: dieses Werkstück. Kartenfolge: dieser Posten; Sollmaß; dieser Posten; abführen; Schluss. Die Werkstatt ergänzt dabei: die aktuelle Becken- oder Arbeitsflüssigkeit; eine abgeteilte Portion.	[[LOKALER BESITZER: obere offene Fächer-Randstation]] Diese aktive Portion. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Diese aktive Portion. Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B3-S004	f83r	GENERIC_WORKPIECE	T10	qokaiin qotal dar	auf Sollmaß einstellen; danach dorthin; aus dem Ansatz	ANSATZ|ABLAUF	Arbeitsbesitzer: dieses Werkstück. Kartenfolge: auf Sollmaß einstellen; danach dorthin; aus dem Ansatz. Die Werkstatt ergänzt dabei: der laufende Arbeitsansatz; der lokale sichtbare Auslauf.	[[LOKALER BESITZER: obere offene Fächer-Randstation]] Den aktiven Posten nach der örtlichen Vorschrift bemessen. Zum unteren Ablauf hin. Daraus, aus demselben Ansatz.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B3-S005	f83r	BASIN_STATION	T04	schedy	Posten überführen; Schluss	GEFAESS	Stationsbesitzer: diese Station. Kartenfolge: Posten überführen; Schluss. Die gezeichnete Station setzt dabei voraus: das sichtbare oder gelernte Arbeitsgefäß.	[[LOKALER BESITZER: mittlere runde Gefäß-Randstation]] Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B3-S006	f83r	BASIN_STATION	T04	chedchy qokal olchedy	diesen Posten überführen; dort ansetzen; weiterüberführen; Schluss	WASSER|GEFAESS|STELLE	Stationsbesitzer: diese Station. Kartenfolge: diesen Posten überführen; dort ansetzen; weiterüberführen; Schluss. Die gezeichnete Station setzt dabei voraus: das für den Gang vorgesehene Wasser; das sichtbare oder gelernte Arbeitsgefäß; die bezeichnete örtliche Stelle.	[[LOKALER BESITZER: mittlere runde Gefäß-Randstation]] Gieße das erwärmte Wasser ein. Den aktiven Posten an der örtlich bezeichneten Station führen. Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B3-S007	f83r	BASIN_STATION	T04	qokaiin chedy qokeedy	auf Sollmaß einstellen; laufenden Posten umsetzen; länger ansetzen; Schluss	BECKEN|GEFAESS	Stationsbesitzer: diese Station. Kartenfolge: auf Sollmaß einstellen; laufenden Posten umsetzen; länger ansetzen; Schluss. Die gezeichnete Station setzt dabei voraus: das sichtbar adressierte Becken; das sichtbare oder gelernte Arbeitsgefäß.	[[LOKALER BESITZER: mittlere runde Gefäß-Randstation]] Den aktiven Posten nach der örtlichen Vorschrift bemessen. Rühre, bis alles gleichmäßig vermischt ist. Wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B3-S008	f83r	BASIN_STATION	T04	lchedy	abführen; Schluss	FLUESSIGKEIT|GEFAESS	Stationsbesitzer: diese Station. Kartenfolge: abführen; Schluss. Die gezeichnete Station setzt dabei voraus: die aktuelle Becken- oder Arbeitsflüssigkeit; das sichtbare oder gelernte Arbeitsgefäß.	[[LOKALER BESITZER: mittlere runde Gefäß-Randstation]] Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B3-S009	f83r	BASIN_STATION	T04	qoky	aktuellen Posten ansetzen	BECKEN|GEFAESS	Stationsbesitzer: diese Station. Kartenfolge: aktuellen Posten ansetzen. Die gezeichnete Station setzt dabei voraus: das sichtbar adressierte Becken; das sichtbare oder gelernte Arbeitsgefäß.	[[LOKALER BESITZER: mittlere runde Gefäß-Randstation]] Die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B3-S010	f83r	BASIN_STATION	T04	pchedal otedy	Einlass; kurze Folge; Schluss	GEFAESS	Stationsbesitzer: diese Station. Kartenfolge: Einlass; kurze Folge; Schluss. Die gezeichnete Station setzt dabei voraus: das sichtbare oder gelernte Arbeitsgefäß.	[[LOKALER BESITZER: untere korbartige Gefäß-Randstation]] Fülle danach das Gefäß. Lasse es bis zur Klarheit ziehen und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B3-S011	f83r	BASIN_STATION	T04	shecthedchy qoky chedy chary	bereiten Posten umsetzen; aktuellen Posten ansetzen; laufenden Posten umsetzen; aus diesem Posten	BECKEN|GEFAESS|STELLE	Stationsbesitzer: diese Station. Kartenfolge: bereiten Posten umsetzen; aktuellen Posten ansetzen; laufenden Posten umsetzen; aus diesem Posten. Die gezeichnete Station setzt dabei voraus: das sichtbar adressierte Becken; das sichtbare oder gelernte Arbeitsgefäß; die bezeichnete örtliche Stelle.	[[LOKALER BESITZER: untere korbartige Gefäß-Randstation]] Wende es an der markierten Stelle an. Die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen. Rühre, bis alles gleichmäßig vermischt ist. Und lasse es abkühlen.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B3-S012	f83r	BASIN_STATION	T04	sor shedy	Ansatz; kurz absetzen lassen; Schluss	GEFAESS	Stationsbesitzer: diese Station. Kartenfolge: Ansatz; kurz absetzen lassen; Schluss. Die gezeichnete Station setzt dabei voraus: das sichtbare oder gelernte Arbeitsgefäß.	[[LOKALER BESITZER: untere korbartige Gefäß-Randstation]] Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B3-S013	f83r	BASIN_STATION	T04	qokaiin chkain shcthey qokedy	auf Sollmaß einstellen; eine Portion; kurz bereithalten; kurz ansetzen; Schluss	GEFAESS|STELLE|TEIL	Stationsbesitzer: diese Station. Kartenfolge: auf Sollmaß einstellen; eine Portion; kurz bereithalten; kurz ansetzen; Schluss. Die gezeichnete Station setzt dabei voraus: das sichtbare oder gelernte Arbeitsgefäß; die bezeichnete örtliche Stelle; der abgeteilte Teil.	[[LOKALER BESITZER: untere korbartige Gefäß-Randstation]] Den aktiven Posten nach der örtlichen Vorschrift bemessen. Ein abgemessener Anteil. Unter derselben Einstellung. Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B3-S014	f83r	BASIN_STATION	T04	okair sheedy	Wasser einlassen; länger absetzen; Schluss	GEFAESS	Stationsbesitzer: diese Station. Kartenfolge: Wasser einlassen; länger absetzen; Schluss. Die gezeichnete Station setzt dabei voraus: das sichtbare oder gelernte Arbeitsgefäß.	[[LOKALER BESITZER: untere korbartige Gefäß-Randstation]] Öffne danach den oberen Lauf. Wasche einmal und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B3-S015	f83r	BASIN_STATION	T04	lchedy	abführen; Schluss	FLUESSIGKEIT|GEFAESS	Stationsbesitzer: diese Station. Kartenfolge: abführen; Schluss. Die gezeichnete Station setzt dabei voraus: die aktuelle Becken- oder Arbeitsflüssigkeit; das sichtbare oder gelernte Arbeitsgefäß.	[[LOKALER BESITZER: untere korbartige Gefäß-Randstation]] Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B3-S016	f83r	UNRESOLVED_GAP_STATION	T08	lo qokchedy	abfuehren; angesetzten Inhalt überführen; Schluss	GEFAESS|ABLAUF	Zwischenbesitzer: diese Zwischenstelle. Kartenfolge: abfuehren; angesetzten Inhalt überführen; Schluss. Der Meister ergänzt dabei: das sichtbare oder gelernte Arbeitsgefäß; der lokale sichtbare Auslauf.	[[LOKALER BESITZER: untere korbartige Gefäß-Randstation]] Schließe den unteren Ablauf. [[STATIONSWECHSEL: untere korbartige Gefäß-Randstation -> ungelöster Zwischenposten zwischen Randstapel und Hauptpaar; STOFF, ZIEL UND RICHTUNG WERDEN NICHT VERERBT]] Lasse es abkühlen und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B3-S017	f83r	UNRESOLVED_GAP_STATION	T08	qokeedy	länger ansetzen; Schluss	BECKEN	Zwischenbesitzer: diese Zwischenstelle. Kartenfolge: länger ansetzen; Schluss. Der Meister ergänzt dabei: das sichtbar adressierte Becken.	[[LOKALER BESITZER: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar]] Wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B3-S018	f83r	UNRESOLVED_GAP_STATION	T07	shedy	kurz absetzen lassen; Schluss	NONE	Zwischenbesitzer: diese Zwischenstelle. Kartenfolge: kurz absetzen lassen; Schluss.	[[LOKALER BESITZER: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar]] Lasse es bis zur Bereitschaft stehen und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING
B3-S019	f83r	UNRESOLVED_GAP_STATION	T07	qokshedy	Absetzgang ansetzen; Schluss	NONE	Zwischenbesitzer: diese Zwischenstelle. Kartenfolge: Absetzgang ansetzen; Schluss.	[[LOKALER BESITZER: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar]] Erwärme den Bade- oder Waschzusatz sanft und beende den Arbeitsschritt.	0	VISIBLE_OWNER|CARD_READING
