realization_cell_id	frame_id	frozen_frame	action_root	action_recipe	register	portable_component_trace_de	owner_local_slot_trace_de	state_requirement	composed_state_default	composed_working_phrase_de	evidence_status	display_phrase_de	display_phrase_provenance	observed_event_count	observed_clause_form_count	selected_observed_phrase_carrier_count	observed_pages	observed_event_ids	all_observed_clause_forms_de	observed_inherited_argument_roots	composed_phrase_observed_in_exact_cell	selected_phrase_equals_composed_phrase	display_phrase_is_observed_clause	display_phrase_is_composed_working	composed_working_label_visible	all_recipe_value_cells_observed	new_slot_value_required
G493-C050	G493-F05	@ACTION+AL+Y	R	R+AL+Y	PHARMA	MARKIEREN · ZIELORT · POSTEN	R=POSTEN MARKIEREN · AL=ZIELGEFÄSS · Y=DROGENPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Markiere den Drogenposten; zum Zielgefäß.	COMPOSED_WORKING	Markiere den Drogenposten; zum Zielgefäß.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C051	G493-F06	@ACTION+CH+E+Y	T	T+CH+E+Y	SOURCE_SECTION_T	EINSTELLEN · NEHMEN · GRAD I · POSTEN	T=FESTLEGEN · CH=ENTNEHMEN · E=GRAD I · Y=LAUFENDER EINTRAG	SELF_CONTAINED_ARGUMENT	NONE	Lege den laufenden Eintrag fest und entnimm den laufenden Eintrag; auf Grad I.	OBSERVED_CLAUSE	Lege den laufenden Eintrag fest und entnimm den laufenden Eintrag; auf Grad I.	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	1	1	1	f1r	G407-E0129	Lege den laufenden Eintrag fest und entnimm den laufenden Eintrag; auf Grad I.	NONE	YES	YES	YES	NO	NOT_APPLICABLE	YES	NO
G493-C052	G493-F06	@ACTION+CH+E+Y	T	T+CH+E+Y	HERBAL	EINSTELLEN · NEHMEN · GRAD I · POSTEN	T=ARBEITSSTUFE EINSTELLEN · CH=PFLANZENTEIL NEHMEN · E=GRAD I · Y=PFLANZENPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Stelle den Pflanzenposten ein und nimm den Pflanzenposten; auf Grad I.	COMPOSED_WORKING	Stelle den Pflanzenposten ein und nimm den Pflanzenposten; auf Grad I.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C053	G493-F06	@ACTION+CH+E+Y	T	T+CH+E+Y	BIOLOGICAL	EINSTELLEN · NEHMEN · GRAD I · POSTEN	T=STATIONSWERT EINSTELLEN · CH=POSTEN ENTNEHMEN · E=GRAD I · Y=STATIONSPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Stelle den Stationsposten ein und entnimm den Stationsposten; auf Grad I.	COMPOSED_WORKING	Stelle den Stationsposten ein und entnimm den Stationsposten; auf Grad I.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C054	G493-F06	@ACTION+CH+E+Y	T	T+CH+E+Y	CELESTIAL	EINSTELLEN · NEHMEN · GRAD I · POSTEN	T=WERT EINSTELLEN · CH=POSITION AUFNEHMEN · E=GRAD I · Y=POSITIONSPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Stelle den Positionsposten ein und nimm den Positionsposten auf; auf Grad I.	COMPOSED_WORKING	Stelle den Positionsposten ein und nimm den Positionsposten auf; auf Grad I.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C055	G493-F06	@ACTION+CH+E+Y	T	T+CH+E+Y	PHARMA	EINSTELLEN · NEHMEN · GRAD I · POSTEN	T=ANSATZWERT EINSTELLEN · CH=DROGENPOSTEN NEHMEN · E=GRAD I · Y=DROGENPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Stelle den Drogenposten ein und nimm den Drogenposten; auf Grad I.	COMPOSED_WORKING	Stelle den Drogenposten ein und nimm den Drogenposten; auf Grad I.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C056	G493-F06	@ACTION+CH+E+Y	R	R+CH+E+Y	SOURCE_SECTION_T	MARKIEREN · NEHMEN · GRAD I · POSTEN	R=KENNZEICHNEN · CH=ENTNEHMEN · E=GRAD I · Y=LAUFENDER EINTRAG	SELF_CONTAINED_ARGUMENT	NONE	Kennzeichne den laufenden Eintrag und entnimm den laufenden Eintrag; auf Grad I.	COMPOSED_WORKING	Kennzeichne den laufenden Eintrag und entnimm den laufenden Eintrag; auf Grad I.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C057	G493-F06	@ACTION+CH+E+Y	R	R+CH+E+Y	HERBAL	MARKIEREN · NEHMEN · GRAD I · POSTEN	R=TEIL MARKIEREN · CH=PFLANZENTEIL NEHMEN · E=GRAD I · Y=PFLANZENPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Markiere den Pflanzenposten und nimm den Pflanzenposten; auf Grad I.	COMPOSED_WORKING	Markiere den Pflanzenposten und nimm den Pflanzenposten; auf Grad I.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C058	G493-F06	@ACTION+CH+E+Y	R	R+CH+E+Y	BIOLOGICAL	MARKIEREN · NEHMEN · GRAD I · POSTEN	R=STATION MARKIEREN · CH=POSTEN ENTNEHMEN · E=GRAD I · Y=STATIONSPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Markiere den Stationsposten und entnimm den Stationsposten; auf Grad I.	OBSERVED_CLAUSE	Markiere den Stationsposten und entnimm den Stationsposten; auf Grad I.	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	1	1	1	f82r	G407-E3246	Markiere den Stationsposten und entnimm den Stationsposten; auf Grad I.	NONE	YES	YES	YES	NO	NOT_APPLICABLE	YES	NO
G493-C059	G493-F06	@ACTION+CH+E+Y	R	R+CH+E+Y	CELESTIAL	MARKIEREN · NEHMEN · GRAD I · POSTEN	R=POSITION MARKIEREN · CH=POSITION AUFNEHMEN · E=GRAD I · Y=POSITIONSPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Markiere den Positionsposten und nimm den Positionsposten auf; auf Grad I.	COMPOSED_WORKING	Markiere den Positionsposten und nimm den Positionsposten auf; auf Grad I.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C060	G493-F06	@ACTION+CH+E+Y	R	R+CH+E+Y	PHARMA	MARKIEREN · NEHMEN · GRAD I · POSTEN	R=POSTEN MARKIEREN · CH=DROGENPOSTEN NEHMEN · E=GRAD I · Y=DROGENPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Markiere den Drogenposten und nimm den Drogenposten; auf Grad I.	COMPOSED_WORKING	Markiere den Drogenposten und nimm den Drogenposten; auf Grad I.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C061	G493-F07	@ACTION+CHD+Y	T	T+CHD+Y	SOURCE_SECTION_T	EINSTELLEN · BEARBEITEN · POSTEN	T=FESTLEGEN · CHD=EINTRAG BEARBEITEN · Y=LAUFENDER EINTRAG	SELF_CONTAINED_ARGUMENT	NONE	Lege den laufenden Eintrag fest und bearbeite den laufenden Eintrag.	COMPOSED_WORKING	Lege den laufenden Eintrag fest und bearbeite den laufenden Eintrag.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C062	G493-F07	@ACTION+CHD+Y	T	T+CHD+Y	HERBAL	EINSTELLEN · BEARBEITEN · POSTEN	T=ARBEITSSTUFE EINSTELLEN · CHD=MATERIAL BEARBEITEN · Y=PFLANZENPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Stelle den Pflanzenposten ein und bearbeite den Pflanzenposten.	OBSERVED_CLAUSE	Stelle den Pflanzenposten ein und bearbeite den Pflanzenposten.	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	1	1	1	f95v	G407-E4490	Stelle den Pflanzenposten ein und bearbeite den Pflanzenposten.	NONE	YES	YES	YES	NO	NOT_APPLICABLE	YES	NO
G493-C063	G493-F07	@ACTION+CHD+Y	T	T+CHD+Y	BIOLOGICAL	EINSTELLEN · BEARBEITEN · POSTEN	T=STATIONSWERT EINSTELLEN · CHD=POSTEN BEARBEITEN · Y=STATIONSPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Stelle den Stationsposten ein und bearbeite den Stationsposten.	OBSERVED_CLAUSE	Stelle den Stationsposten ein und bearbeite den Stationsposten.	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	4	1	4	f75r|f83r	G407-E1665|G407-E3455|G407-E3597|G407-E3659	Stelle den Stationsposten ein und bearbeite den Stationsposten.	NONE	YES	YES	YES	NO	NOT_APPLICABLE	YES	NO
G493-C064	G493-F07	@ACTION+CHD+Y	T	T+CHD+Y	CELESTIAL	EINSTELLEN · BEARBEITEN · POSTEN	T=WERT EINSTELLEN · CHD=EINTRAG BEARBEITEN · Y=POSITIONSPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Stelle den Positionsposten ein und bearbeite den Positionsposten.	COMPOSED_WORKING	Stelle den Positionsposten ein und bearbeite den Positionsposten.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C065	G493-F07	@ACTION+CHD+Y	T	T+CHD+Y	PHARMA	EINSTELLEN · BEARBEITEN · POSTEN	T=ANSATZWERT EINSTELLEN · CHD=ANSATZ BEARBEITEN · Y=DROGENPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Stelle den Drogenposten ein und bearbeite den Drogenposten.	COMPOSED_WORKING	Stelle den Drogenposten ein und bearbeite den Drogenposten.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C066	G493-F07	@ACTION+CHD+Y	R	R+CHD+Y	SOURCE_SECTION_T	MARKIEREN · BEARBEITEN · POSTEN	R=KENNZEICHNEN · CHD=EINTRAG BEARBEITEN · Y=LAUFENDER EINTRAG	SELF_CONTAINED_ARGUMENT	NONE	Kennzeichne den laufenden Eintrag und bearbeite den laufenden Eintrag.	COMPOSED_WORKING	Kennzeichne den laufenden Eintrag und bearbeite den laufenden Eintrag.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C067	G493-F07	@ACTION+CHD+Y	R	R+CHD+Y	HERBAL	MARKIEREN · BEARBEITEN · POSTEN	R=TEIL MARKIEREN · CHD=MATERIAL BEARBEITEN · Y=PFLANZENPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Markiere den Pflanzenposten und bearbeite den Pflanzenposten.	COMPOSED_WORKING	Markiere den Pflanzenposten und bearbeite den Pflanzenposten.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C068	G493-F07	@ACTION+CHD+Y	R	R+CHD+Y	BIOLOGICAL	MARKIEREN · BEARBEITEN · POSTEN	R=STATION MARKIEREN · CHD=POSTEN BEARBEITEN · Y=STATIONSPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Markiere den Stationsposten und bearbeite den Stationsposten.	OBSERVED_CLAUSE	Markiere den Stationsposten und bearbeite den Stationsposten.	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	2	1	2	f82r|f83r	G407-E3417|G407-E3499	Markiere den Stationsposten und bearbeite den Stationsposten.	NONE	YES	YES	YES	NO	NOT_APPLICABLE	YES	NO
G493-C069	G493-F07	@ACTION+CHD+Y	R	R+CHD+Y	CELESTIAL	MARKIEREN · BEARBEITEN · POSTEN	R=POSITION MARKIEREN · CHD=EINTRAG BEARBEITEN · Y=POSITIONSPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Markiere den Positionsposten und bearbeite den Positionsposten.	COMPOSED_WORKING	Markiere den Positionsposten und bearbeite den Positionsposten.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C070	G493-F07	@ACTION+CHD+Y	R	R+CHD+Y	PHARMA	MARKIEREN · BEARBEITEN · POSTEN	R=POSTEN MARKIEREN · CHD=ANSATZ BEARBEITEN · Y=DROGENPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Markiere den Drogenposten und bearbeite den Drogenposten.	COMPOSED_WORKING	Markiere den Drogenposten und bearbeite den Drogenposten.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C071	G493-F08	@ACTION+OL	T	T+OL	SOURCE_SECTION_T	EINSTELLEN · FORTSETZEN	T=FESTLEGEN · OL=WEITERFÜHREN	ACTIVE_ARGUMENT_REQUIRED	Y=POSTEN [wie zuvor]	Weiter lege den laufenden Eintrag [wie zuvor] fest.	OBSERVED_CLAUSE	Weiter lege den laufenden Eintrag [wie zuvor] fest.	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	1	1	1	f1r	G407-E0150	Weiter lege den laufenden Eintrag [wie zuvor] fest.	Y	YES	YES	YES	NO	NOT_APPLICABLE	YES	NO
G493-C072	G493-F08	@ACTION+OL	T	T+OL	HERBAL	EINSTELLEN · FORTSETZEN	T=ARBEITSSTUFE EINSTELLEN · OL=PFLANZENBEHANDLUNG FORTSETZEN	ACTIVE_ARGUMENT_REQUIRED	Y=POSTEN [wie zuvor]	Weiter stelle den Pflanzenposten [wie zuvor] ein.	OBSERVED_CLAUSE	Weiter stelle den Pflanzenposten [wie zuvor] ein.	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	3	2	2	f11r|f56r	G407-E0339|G407-E0852|G407-E0880	Weiter stelle den Arbeitswert [wie zuvor] ein. || Weiter stelle den Pflanzenposten [wie zuvor] ein.	AIIN|Y	YES	YES	YES	NO	NOT_APPLICABLE	YES	NO
G493-C073	G493-F08	@ACTION+OL	T	T+OL	BIOLOGICAL	EINSTELLEN · FORTSETZEN	T=STATIONSWERT EINSTELLEN · OL=STATION WEITERFÜHREN	ACTIVE_ARGUMENT_REQUIRED	Y=POSTEN [wie zuvor]	Weiter stelle den Stationsposten [wie zuvor] ein.	OBSERVED_CLAUSE	Weiter stelle den Stationsposten [wie zuvor] ein.	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	1	1	1	f83r	G407-E3683	Weiter stelle den Stationsposten [wie zuvor] ein.	Y	YES	YES	YES	NO	NOT_APPLICABLE	YES	NO
G493-C074	G493-F08	@ACTION+OL	T	T+OL	CELESTIAL	EINSTELLEN · FORTSETZEN	T=WERT EINSTELLEN · OL=RINGFOLGE FORTSETZEN	ACTIVE_ARGUMENT_REQUIRED	Y=POSTEN [wie zuvor]	Weiter stelle den Positionsposten [wie zuvor] ein.	COMPOSED_WORKING	Weiter stelle den Positionsposten [wie zuvor] ein.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C075	G493-F08	@ACTION+OL	T	T+OL	PHARMA	EINSTELLEN · FORTSETZEN	T=ANSATZWERT EINSTELLEN · OL=ANSATZ FORTSETZEN	ACTIVE_ARGUMENT_REQUIRED	Y=POSTEN [wie zuvor]	Weiter stelle den Drogenposten [wie zuvor] ein.	OBSERVED_CLAUSE	Weiter stelle den Drogenanteil [wie zuvor] ein.	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	2	2	1	f88v|f89r	G407-E4032|G407-E4218	Weiter stelle den Drogenanteil [wie zuvor] ein. || Weiter stelle den Drogenposten [wie zuvor] ein.	AIN|Y	YES	NO	YES	NO	NOT_APPLICABLE	YES	NO
G493-C076	G493-F08	@ACTION+OL	R	R+OL	SOURCE_SECTION_T	MARKIEREN · FORTSETZEN	R=KENNZEICHNEN · OL=WEITERFÜHREN	ACTIVE_ARGUMENT_REQUIRED	Y=POSTEN [wie zuvor]	Weiter kennzeichne den laufenden Eintrag [wie zuvor].	COMPOSED_WORKING	Weiter kennzeichne den laufenden Eintrag [wie zuvor].	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C077	G493-F08	@ACTION+OL	R	R+OL	HERBAL	MARKIEREN · FORTSETZEN	R=TEIL MARKIEREN · OL=PFLANZENBEHANDLUNG FORTSETZEN	ACTIVE_ARGUMENT_REQUIRED	Y=POSTEN [wie zuvor]	Weiter markiere den Pflanzenposten [wie zuvor].	COMPOSED_WORKING	Weiter markiere den Pflanzenposten [wie zuvor].	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C078	G493-F08	@ACTION+OL	R	R+OL	BIOLOGICAL	MARKIEREN · FORTSETZEN	R=STATION MARKIEREN · OL=STATION WEITERFÜHREN	ACTIVE_ARGUMENT_REQUIRED	Y=POSTEN [wie zuvor]	Weiter markiere den Stationsposten [wie zuvor].	OBSERVED_CLAUSE	Weiter markiere den Stationsposten [wie zuvor].	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	4	2	3	f75r|f76r|f81v	G407-E1664|G407-E1887|G407-E2945|G407-E3137	Weiter markiere den Stationsanteil [wie zuvor]. || Weiter markiere den Stationsposten [wie zuvor].	AIN|Y	YES	YES	YES	NO	NOT_APPLICABLE	YES	NO
G493-C079	G493-F08	@ACTION+OL	R	R+OL	CELESTIAL	MARKIEREN · FORTSETZEN	R=POSITION MARKIEREN · OL=RINGFOLGE FORTSETZEN	ACTIVE_ARGUMENT_REQUIRED	Y=POSTEN [wie zuvor]	Weiter markiere den Positionsposten [wie zuvor].	COMPOSED_WORKING	Weiter markiere den Positionsposten [wie zuvor].	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C080	G493-F08	@ACTION+OL	R	R+OL	PHARMA	MARKIEREN · FORTSETZEN	R=POSTEN MARKIEREN · OL=ANSATZ FORTSETZEN	ACTIVE_ARGUMENT_REQUIRED	Y=POSTEN [wie zuvor]	Weiter markiere den Drogenposten [wie zuvor].	COMPOSED_WORKING	Weiter markiere den Drogenposten [wie zuvor].	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C081	G493-F09	@ACTION+OR+Y	T	T+OR+Y	SOURCE_SECTION_T	EINSTELLEN · EINHEIT · POSTEN	T=FESTLEGEN · OR=EINTRAGSEINHEIT · Y=LAUFENDER EINTRAG	SELF_CONTAINED_ARGUMENT	NONE	Lege die Eintragseinheit und den laufenden Eintrag fest.	COMPOSED_WORKING	Lege die Eintragseinheit und den laufenden Eintrag fest.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C082	G493-F09	@ACTION+OR+Y	T	T+OR+Y	HERBAL	EINSTELLEN · EINHEIT · POSTEN	T=ARBEITSSTUFE EINSTELLEN · OR=ARBEITSEINHEIT · Y=PFLANZENPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Stelle die Arbeitseinheit und den Pflanzenposten ein.	OBSERVED_CLAUSE	Stelle die Arbeitseinheit und den Pflanzenposten ein.	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	1	1	1	f13r	G407-E0428	Stelle die Arbeitseinheit und den Pflanzenposten ein.	NONE	YES	YES	YES	NO	NOT_APPLICABLE	YES	NO
G493-C083	G493-F09	@ACTION+OR+Y	T	T+OR+Y	BIOLOGICAL	EINSTELLEN · EINHEIT · POSTEN	T=STATIONSWERT EINSTELLEN · OR=STATIONSEINHEIT · Y=STATIONSPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Stelle die Stationseinheit und den Stationsposten ein.	COMPOSED_WORKING	Stelle die Stationseinheit und den Stationsposten ein.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C084	G493-F09	@ACTION+OR+Y	T	T+OR+Y	CELESTIAL	EINSTELLEN · EINHEIT · POSTEN	T=WERT EINSTELLEN · OR=POSITIONSEINHEIT · Y=POSITIONSPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Stelle die Positionseinheit und den Positionsposten ein.	COMPOSED_WORKING	Stelle die Positionseinheit und den Positionsposten ein.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C085	G493-F09	@ACTION+OR+Y	T	T+OR+Y	PHARMA	EINSTELLEN · EINHEIT · POSTEN	T=ANSATZWERT EINSTELLEN · OR=ANSATZEINHEIT · Y=DROGENPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Stelle die Ansatzeinheit und den Drogenposten ein.	COMPOSED_WORKING	Stelle die Ansatzeinheit und den Drogenposten ein.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C086	G493-F09	@ACTION+OR+Y	R	R+OR+Y	SOURCE_SECTION_T	MARKIEREN · EINHEIT · POSTEN	R=KENNZEICHNEN · OR=EINTRAGSEINHEIT · Y=LAUFENDER EINTRAG	SELF_CONTAINED_ARGUMENT	NONE	Kennzeichne die Eintragseinheit und den laufenden Eintrag.	COMPOSED_WORKING	Kennzeichne die Eintragseinheit und den laufenden Eintrag.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C087	G493-F09	@ACTION+OR+Y	R	R+OR+Y	HERBAL	MARKIEREN · EINHEIT · POSTEN	R=TEIL MARKIEREN · OR=ARBEITSEINHEIT · Y=PFLANZENPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Markiere die Arbeitseinheit und den Pflanzenposten.	COMPOSED_WORKING	Markiere die Arbeitseinheit und den Pflanzenposten.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C088	G493-F09	@ACTION+OR+Y	R	R+OR+Y	BIOLOGICAL	MARKIEREN · EINHEIT · POSTEN	R=STATION MARKIEREN · OR=STATIONSEINHEIT · Y=STATIONSPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Markiere die Stationseinheit und den Stationsposten.	OBSERVED_CLAUSE	Markiere die Stationseinheit und den Stationsposten.	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	1	1	1	f76r	G407-E2334	Markiere die Stationseinheit und den Stationsposten.	NONE	YES	YES	YES	NO	NOT_APPLICABLE	YES	NO
G493-C089	G493-F09	@ACTION+OR+Y	R	R+OR+Y	CELESTIAL	MARKIEREN · EINHEIT · POSTEN	R=POSITION MARKIEREN · OR=POSITIONSEINHEIT · Y=POSITIONSPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Markiere die Positionseinheit und den Positionsposten.	COMPOSED_WORKING	Markiere die Positionseinheit und den Positionsposten.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C090	G493-F09	@ACTION+OR+Y	R	R+OR+Y	PHARMA	MARKIEREN · EINHEIT · POSTEN	R=POSTEN MARKIEREN · OR=ANSATZEINHEIT · Y=DROGENPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Markiere die Ansatzeinheit und den Drogenposten.	COMPOSED_WORKING	Markiere die Ansatzeinheit und den Drogenposten.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C091	G493-F10	@ACTION+Y	T	T+Y	SOURCE_SECTION_T	EINSTELLEN · POSTEN	T=FESTLEGEN · Y=LAUFENDER EINTRAG	SELF_CONTAINED_ARGUMENT	NONE	Lege den laufenden Eintrag fest.	COMPOSED_WORKING	Lege den laufenden Eintrag fest.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C092	G493-F10	@ACTION+Y	T	T+Y	HERBAL	EINSTELLEN · POSTEN	T=ARBEITSSTUFE EINSTELLEN · Y=PFLANZENPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Stelle den Pflanzenposten ein.	OBSERVED_CLAUSE	Stelle den Pflanzenposten ein.	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	2	1	2	f10r|f13r	G407-E0235|G407-E0402	Stelle den Pflanzenposten ein.	NONE	YES	YES	YES	NO	NOT_APPLICABLE	YES	NO
G493-C093	G493-F10	@ACTION+Y	T	T+Y	BIOLOGICAL	EINSTELLEN · POSTEN	T=STATIONSWERT EINSTELLEN · Y=STATIONSPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Stelle den Stationsposten ein.	OBSERVED_CLAUSE	Stelle den Stationsposten ein.	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	1	1	1	f83r	G407-E3670	Stelle den Stationsposten ein.	NONE	YES	YES	YES	NO	NOT_APPLICABLE	YES	NO
