duplicate_group_ordinal	duplicate_group_id	event_id	statement_id	physical_page	register	surface	final_context_recipe	phrase_card_id	alignment_key	full_phrase_de	scope	phrase_occurrence_count	extra_mention_count	underlying_atom_sequence	underlying_atom_positions_zero_based	intervening_atom_sequences	duplicate_topology	action_atom_between	recommended_treatment	working_clause_de	guard
52	GDT575-D052	G407-E2755	G407-S397	f81r	BIOLOGICAL	eses	E+S+E+S	GDT575-P-E-01	E	auf Grad I	PLAIN	2	1	E+E	0+2	S	SAME_ROOT_INTERRUPTED	YES	KEEP_ORDER_AND_RESTORE_LOCAL_ATTACHMENT	Wähle denselben Stationsanteil und wähle ihn; auf Grad I und auf Grad I.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
53	GDT575-D053	G407-E2783	G407-S402	f81r	BIOLOGICAL	sheckhedy	SH+E+CH+K+E+DY	GDT575-P-E-01	E	auf Grad I	PLAIN	2	1	E+E	1+4	CH+K	SAME_ROOT_INTERRUPTED	YES	KEEP_ORDER_AND_RESTORE_LOCAL_ATTACHMENT	Halte denselben Stationsposten und entnimm ihn und führe ihn zu; auf Grad I und auf Grad I; schließe den Schritt.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
54	GDT575-D054	G407-E2934	G407-S443	f81v	BIOLOGICAL	ofalsheky	O+LOCAL_CHAR_F+A_ADDR+L+SH+E+K+Y	GDT575-P-ADDRESS-01	ADDRESS	an der bezeichneten Stelle	PLAIN	2	1	LOCAL_CHAR_F+A_ADDR	1+2	NONE	DIFFERENT_ROOTS_RAW_ADJACENT	NO	DIFFERENTIATE_ROOT_VOICE_BEFORE_COMPRESSION	Halte den Stationsposten und führe ihn zu; über die sichtbare Verbindung; als Ausführung und auf Grad I; an der bezeichneten Stelle und an der bezeichneten Stelle.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
55	GDT575-D055	G407-E3013	G407-S455	f81v	BIOLOGICAL	ashyteed	A_ADDR+SH+Y+T+EE+D_ADDR	GDT575-P-ADDRESS-01	ADDRESS	an der bezeichneten Stelle	PLAIN	2	1	A_ADDR+D_ADDR	0+5	SH+Y+T+EE	DIFFERENT_ROOTS_INTERRUPTED	YES	DIFFERENTIATE_ROOT_VOICE_AND_KEEP_ORDER	Halte den Stationsposten und stelle ihn ein; auf Grad II; an der bezeichneten Stelle und an der bezeichneten Stelle.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
56	GDT575-D056	G407-E3019	G407-S458	f81v	BIOLOGICAL	dairam	D_ADDR+AIR+A_ADDR+AM_ADDR	GDT575-P-ADDRESS-01	ADDRESS	an der bezeichneten Stelle	PLAIN	3	2	D_ADDR+A_ADDR+AM_ADDR	0+2+3	AIR|NONE	DIFFERENT_ROOTS_INTERRUPTED	NO	DIFFERENTIATE_ROOT_VOICE_AND_KEEP_ORDER	Im laufenden Gang halte denselben Stationsposten; entlang der Stationsbahn; an der bezeichneten Stelle, an der bezeichneten Stelle und an der bezeichneten Stelle.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
57	GDT575-D057	G407-E3030	G407-S458	f81v	BIOLOGICAL	dsholyd	D_ADDR+SH+OL+Y+D_ADDR	GDT575-P-ADDRESS-01	ADDRESS	an der bezeichneten Stelle	PLAIN	2	1	D_ADDR+D_ADDR	0+4	SH+OL+Y	SAME_ROOT_INTERRUPTED	YES	KEEP_ORDER_AND_RESTORE_LOCAL_ATTACHMENT	Weiter: halte den Stationsposten; an der bezeichneten Stelle und an der bezeichneten Stelle.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
58	GDT575-D058	G407-E3037	G407-S461	f81v	BIOLOGICAL	chetedy	CH+E+T+E+D_ADDR+Y	GDT575-P-E-01	E	auf Grad I	PLAIN	2	1	E+E	1+3	T	SAME_ROOT_INTERRUPTED	YES	KEEP_ORDER_AND_RESTORE_LOCAL_ATTACHMENT	Entnimm den Stationsposten und stelle ihn ein; auf Grad I und auf Grad I; an der bezeichneten Stelle.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
59	GDT575-D059	G407-E3038	G407-S461	f81v	BIOLOGICAL	lkedey	L+K+E+D_ADDR+E+Y	GDT575-P-E-01	E	auf Grad I	PLAIN	2	1	E+E	2+4	D_ADDR	SAME_ROOT_INTERRUPTED	NO	KEEP_ORDER_AND_RESTORE_LOCAL_ATTACHMENT	Führe den Stationsposten zu; über die sichtbare Verbindung; auf Grad I und auf Grad I; an der bezeichneten Stelle.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
60	GDT575-D060	G407-E3040	G407-S462	f81v	BIOLOGICAL	ykeshey	Y+K+E+SH+E+Y	GDT575-P-E-01	E	auf Grad I	PLAIN	2	1	E+E	2+4	SH	SAME_ROOT_INTERRUPTED	YES	KEEP_ORDER_AND_RESTORE_LOCAL_ATTACHMENT	Führe den äußeren Stationsposten und den inneren Stationsposten zu und halte den äußeren Stationsposten und den inneren Stationsposten; auf Grad I und auf Grad I.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
61	GDT575-D061	G407-E3041	G407-S462	f81v	BIOLOGICAL	dchsed	D_ADDR+CH+S+E+D_ADDR	GDT575-P-ADDRESS-01	ADDRESS	an der bezeichneten Stelle	PLAIN	2	1	D_ADDR+D_ADDR	0+4	CH+S+E	SAME_ROOT_INTERRUPTED	YES	KEEP_ORDER_AND_RESTORE_LOCAL_ATTACHMENT	Entnimm denselben Stationsposten und wähle ihn; auf Grad I; an der bezeichneten Stelle und an der bezeichneten Stelle.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
62	GDT575-D062	G407-E3061	G407-S468	f81v	BIOLOGICAL	salshcthdy	S+A_ADDR+L+SH+CH+T+D_ADDR+Y	GDT575-P-ADDRESS-01	ADDRESS	an der bezeichneten Stelle	PLAIN	2	1	A_ADDR+D_ADDR	1+6	L+SH+CH+T	DIFFERENT_ROOTS_INTERRUPTED	YES	DIFFERENTIATE_ROOT_VOICE_AND_KEEP_ORDER	Wähle den Stationsposten, halte ihn, entnimm ihn und stelle ihn ein; über die sichtbare Verbindung; an der bezeichneten Stelle und an der bezeichneten Stelle.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
63	GDT575-D063	G407-E3278	G407-S513	f82r	BIOLOGICAL	deeedy	D_ADDR+EEE+D_ADDR+Y	GDT575-P-ADDRESS-01	ADDRESS	an der bezeichneten Stelle	PLAIN	2	1	D_ADDR+D_ADDR	0+2	EEE	SAME_ROOT_INTERRUPTED	NO	KEEP_ORDER_AND_RESTORE_LOCAL_ATTACHMENT	Im laufenden Gang setze den Stationsposten im Stationsgang an; auf Grad III; an der bezeichneten Stelle und an der bezeichneten Stelle.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
64	GDT575-D064	G407-E3377	G407-S535	f82r	BIOLOGICAL	qoesedy	CARRIER_Q+O+E+S+E+DY	GDT575-P-E-01	E	auf Grad I	PLAIN	2	1	E+E	2+4	S	SAME_ROOT_INTERRUPTED	YES	KEEP_ORDER_AND_RESTORE_LOCAL_ATTACHMENT	Wähle denselben Stationsposten; als neuen Einsatz, als Ausführung, auf Grad I und auf Grad I; schließe den Schritt.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
65	GDT575-D065	G407-E3528	G407-S576	f83r	BIOLOGICAL	checphedy	CH+E+CH+P+E+DY	GDT575-P-E-01	E	auf Grad I	PLAIN	2	1	E+E	1+4	CH+P	SAME_ROOT_INTERRUPTED	YES	KEEP_ORDER_AND_RESTORE_LOCAL_ATTACHMENT	Entnimm dieselbe Stationseinheit und entnimm sie und setze sie ein; auf Grad I und auf Grad I; schließe den Schritt.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
66	GDT575-D066	G407-E3533	G407-S579	f83r	BIOLOGICAL	shedkedy	SH+E+K+E+D_ADDR+Y	GDT575-P-E-01	E	auf Grad I	PLAIN	2	1	E+E	1+3	K	SAME_ROOT_INTERRUPTED	YES	KEEP_ORDER_AND_RESTORE_LOCAL_ATTACHMENT	Halte den Stationsposten und führe ihn zu; auf Grad I und auf Grad I; an der bezeichneten Stelle.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
67	GDT575-D067	G407-E3605	G407-S597	f83r	BIOLOGICAL	dcheokedy	D_ADDR+CH+E+O+K+E+D_ADDR+Y	GDT575-P-E-01	E	auf Grad I	PLAIN	2	1	E+E	2+5	O+K	SAME_ROOT_INTERRUPTED	YES	KEEP_ORDER_AND_RESTORE_LOCAL_ATTACHMENT	Entnimm den Stationsposten und führe ihn zu; auf Grad I, als Ausführung und auf Grad I; an der bezeichneten Stelle und an der bezeichneten Stelle.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
68	GDT575-D068	G407-E3605	G407-S597	f83r	BIOLOGICAL	dcheokedy	D_ADDR+CH+E+O+K+E+D_ADDR+Y	GDT575-P-ADDRESS-01	ADDRESS	an der bezeichneten Stelle	PLAIN	2	1	D_ADDR+D_ADDR	0+6	CH+E+O+K+E	SAME_ROOT_INTERRUPTED	YES	KEEP_ORDER_AND_RESTORE_LOCAL_ATTACHMENT	Entnimm den Stationsposten und führe ihn zu; auf Grad I, als Ausführung und auf Grad I; an der bezeichneten Stelle und an der bezeichneten Stelle.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
69	GDT575-D069	G407-E3664	G407-S616	f83r	BIOLOGICAL	shecthedy	SH+E+CH+T+E+D_ADDR+Y	GDT575-P-E-01	E	auf Grad I	PLAIN	2	1	E+E	1+4	CH+T	SAME_ROOT_INTERRUPTED	YES	KEEP_ORDER_AND_RESTORE_LOCAL_ATTACHMENT	Halte den Stationsposten, entnimm ihn und stelle ihn ein; auf Grad I und auf Grad I; an der bezeichneten Stelle.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
70	GDT575-D070	G407-E3700	G407-S628	f83r	BIOLOGICAL	kesd	K+E+S_ADDR+D_ADDR	GDT575-P-ADDRESS-01	ADDRESS	an der bezeichneten Stelle	PLAIN	2	1	S_ADDR+D_ADDR	2+3	NONE	DIFFERENT_ROOTS_RAW_ADJACENT	NO	DIFFERENTIATE_ROOT_VOICE_BEFORE_COMPRESSION	Führe denselben Stationsposten zu; auf Grad I; an der bezeichneten Stelle und an der bezeichneten Stelle.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
71	GDT575-D071	G407-E3781	G407-S647	f83r	BIOLOGICAL	qekey	E+K+E+Y	GDT575-P-E-01	E	auf Grad I	PLAIN	2	1	E+E	0+2	K	SAME_ROOT_INTERRUPTED	YES	KEEP_ORDER_AND_RESTORE_LOCAL_ATTACHMENT	Führe den Stationsposten zu; auf Grad I und auf Grad I.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
72	GDT575-D072	G407-E3835	G407-S648	f88r	PHARMA	cheojam	CH+E+O+LOCAL_CHAR_J+A_ADDR+AM_ADDR	GDT575-P-ADDRESS-01	ADDRESS	an der bezeichneten Stelle	PLAIN	2	1	A_ADDR+AM_ADDR	4+5	NONE	DIFFERENT_ROOTS_RAW_ADJACENT	NO	DIFFERENTIATE_ROOT_VOICE_BEFORE_COMPRESSION	Nimm dieselbe Ansatzeinheit; auf Grad I und als Ausführung; mit der lokalen Variante, an der bezeichneten Stelle und an der bezeichneten Stelle.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
73	GDT575-D073	G407-E3870	G407-S650	f88r	PHARMA	olsheody	O+L+SH+E+O+D_ADDR+Y	GDT575-P-O-01	O	als Ausführung	PLAIN	2	1	O+O	0+4	L+SH+E	SAME_ROOT_INTERRUPTED	YES	KEEP_ORDER_AND_RESTORE_LOCAL_ATTACHMENT	Halte den Drogenposten; über die Gefäßverbindung; als Ausführung, auf Grad I und als Ausführung; an der bezeichneten Stelle.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
74	GDT575-D074	G407-E3919	G407-S652	f88r	PHARMA	cheotey	CH+E+O+T+E+Y	GDT575-P-E-01	E	auf Grad I	PLAIN	2	1	E+E	1+4	O+T	SAME_ROOT_INTERRUPTED	YES	KEEP_ORDER_AND_RESTORE_LOCAL_ATTACHMENT	Nimm den Drogenposten und stelle ihn ein; auf Grad I, als Ausführung und auf Grad I.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
75	GDT575-D075	G407-E3928	G407-S652	f88r	PHARMA	qoekeor	CARRIER_Q+O+E+K+E+OR	GDT575-P-E-01	E	auf Grad I	PLAIN	2	1	E+E	2+4	K	SAME_ROOT_INTERRUPTED	YES	KEEP_ORDER_AND_RESTORE_LOCAL_ATTACHMENT	Gib die Ansatzeinheit zu; als neuen Einsatz, als Ausführung, auf Grad I und auf Grad I.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
76	GDT575-D076	G407-E3950	G407-S654	f88v	PHARMA	qoekeol	O+E+K+E+OL	GDT575-P-E-01	E	auf Grad I	PLAIN	2	1	E+E	1+3	K	SAME_ROOT_INTERRUPTED	YES	KEEP_ORDER_AND_RESTORE_LOCAL_ATTACHMENT	Weiter: gib denselben Drogenposten zu; als Ausführung, auf Grad I und auf Grad I.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
77	GDT575-D077	G407-E3962	G407-S654	f88v	PHARMA	okearcheol	OK+E+AR+CH+E+O+L	GDT575-P-E-01	E	auf Grad I	PLAIN	2	1	E+E	1+4	AR+CH	SAME_ROOT_INTERRUPTED	YES	KEEP_ORDER_AND_RESTORE_LOCAL_ATTACHMENT	Setze denselben Drogenposten als Ansatz an und nimm ihn; vom Ausgangsgefäß und über die Gefäßverbindung; auf Grad I, auf Grad I und als Ausführung.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
78	GDT575-D078	G407-E4023	G407-S662	f88v	PHARMA	dairodain	D_ADDR+AIR+O+D_ADDR+AIN	GDT575-P-ADDRESS-01	ADDRESS	an der bezeichneten Stelle	PLAIN	2	1	D_ADDR+D_ADDR	0+3	AIR+O	SAME_ROOT_INTERRUPTED	NO	KEEP_ORDER_AND_RESTORE_LOCAL_ATTACHMENT	Im laufenden Gang gib den Drogenanteil zu; entlang der Transferbahn; als Ausführung; an der bezeichneten Stelle und an der bezeichneten Stelle.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
79	GDT575-D079	G407-E4040	G407-S663	f88v	PHARMA	daimd	DA+IIN+M_LOCAL+D_ADDR	GDT575-P-ADDRESS-01	ADDRESS	an der bezeichneten Stelle	PLAIN	2	1	M_LOCAL+D_ADDR	2+3	NONE	DIFFERENT_ROOTS_RAW_ADJACENT	NO	DIFFERENTIATE_ROOT_VOICE_BEFORE_COMPRESSION	Im laufenden Gang setze denselben Mengenwert als Ansatz an; auf der zweiten Stufe und auf der bezeichneten Stufe; an der bezeichneten Stelle und an der bezeichneten Stelle.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
80	GDT575-D080	G407-E4152	G407-S672	f89r	PHARMA	daim	A_ADDR+LOCAL_CHAR_I+M_LOCAL	GDT575-P-ADDRESS-01	ADDRESS	an der bezeichneten Stelle	PLAIN	2	1	A_ADDR+M_LOCAL	0+2	LOCAL_CHAR_I	DIFFERENT_ROOTS_INTERRUPTED	NO	DIFFERENTIATE_ROOT_VOICE_AND_KEEP_ORDER	Im laufenden Gang setze denselben Drogenposten als Ansatz an; an der bezeichneten Stelle, mit der lokalen Variante und an der bezeichneten Stelle.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
81	GDT575-D081	G407-E4178	G407-S672	f89r	PHARMA	chead	CH+E+A_ADDR+D_ADDR	GDT575-P-ADDRESS-01	ADDRESS	an der bezeichneten Stelle	PLAIN	2	1	A_ADDR+D_ADDR	2+3	NONE	DIFFERENT_ROOTS_RAW_ADJACENT	NO	DIFFERENTIATE_ROOT_VOICE_BEFORE_COMPRESSION	Nimm denselben Drogenposten; auf Grad I; an der bezeichneten Stelle und an der bezeichneten Stelle.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
82	GDT575-D082	G407-E4201	G407-S675	f89r	PHARMA	daim	A_ADDR+LOCAL_CHAR_I+M_LOCAL	GDT575-P-ADDRESS-01	ADDRESS	an der bezeichneten Stelle	PLAIN	2	1	A_ADDR+M_LOCAL	0+2	LOCAL_CHAR_I	DIFFERENT_ROOTS_INTERRUPTED	NO	DIFFERENTIATE_ROOT_VOICE_AND_KEEP_ORDER	Im laufenden Gang nimm denselben Drogenposten; an der bezeichneten Stelle, mit der lokalen Variante und an der bezeichneten Stelle.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
83	GDT575-D083	G407-E4353	G407-S685	f89r	PHARMA	doigom	D_ADDR+O+LOCAL_CHAR_I+G_LABEL+O+M_LOCAL	GDT575-P-O-01	O	als Ausführung	PLAIN	2	1	O+O	1+4	LOCAL_CHAR_I+G_LABEL	SAME_ROOT_INTERRUPTED	NO	KEEP_ORDER_AND_RESTORE_LOCAL_ATTACHMENT	Im laufenden Gang nimm denselben Drogenposten; als Ausführung und als Ausführung; an der bezeichneten Stelle, mit der lokalen Variante, mit der lokalen Variante und an der bezeichneten Stelle.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
84	GDT575-D084	G407-E4353	G407-S685	f89r	PHARMA	doigom	D_ADDR+O+LOCAL_CHAR_I+G_LABEL+O+M_LOCAL	GDT575-P-ADDRESS-01	ADDRESS	an der bezeichneten Stelle	PLAIN	2	1	D_ADDR+M_LOCAL	0+5	O+LOCAL_CHAR_I+G_LABEL+O	DIFFERENT_ROOTS_INTERRUPTED	NO	DIFFERENTIATE_ROOT_VOICE_AND_KEEP_ORDER	Im laufenden Gang nimm denselben Drogenposten; als Ausführung und als Ausführung; an der bezeichneten Stelle, mit der lokalen Variante, mit der lokalen Variante und an der bezeichneten Stelle.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
85	GDT575-D085	G407-E4353	G407-S685	f89r	PHARMA	doigom	D_ADDR+O+LOCAL_CHAR_I+G_LABEL+O+M_LOCAL	GDT575-P-LOCAL_VARIANT-02	LOCAL_VARIANT	mit der lokalen Variante	PLAIN	2	1	LOCAL_CHAR_I+G_LABEL	2+3	NONE	DIFFERENT_ROOTS_RAW_ADJACENT	NO	DIFFERENTIATE_ROOT_VOICE_BEFORE_COMPRESSION	Im laufenden Gang nimm denselben Drogenposten; als Ausführung und als Ausführung; an der bezeichneten Stelle, mit der lokalen Variante, mit der lokalen Variante und an der bezeichneten Stelle.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
86	GDT575-D086	G407-E4380	G407-S685	f89r	PHARMA	ocheol	O+CH+E+O+L	GDT575-P-O-01	O	als Ausführung	PLAIN	2	1	O+O	0+3	CH+E	SAME_ROOT_INTERRUPTED	YES	KEEP_ORDER_AND_RESTORE_LOCAL_ATTACHMENT	Nimm denselben Mengenwert; über die Gefäßverbindung; als Ausführung, auf Grad I und als Ausführung.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
87	GDT575-D087	G407-E4467	G407-S695	f95v	HERBAL	alfshed	AL+LOCAL_CHAR_F+SH+E+D_ADDR	GDT575-P-ADDRESS-01	ADDRESS	an der bezeichneten Stelle	PLAIN	2	1	LOCAL_CHAR_F+D_ADDR	1+4	SH+E	DIFFERENT_ROOTS_INTERRUPTED	YES	DIFFERENTIATE_ROOT_VOICE_AND_KEEP_ORDER	Halte denselben Materialanteil; zur Zielstelle; auf Grad I; an der bezeichneten Stelle und an der bezeichneten Stelle.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
88	GDT575-D088	G407-E4493	G407-S698	f95v	HERBAL	shekshey	SH+E+K+SH+E+Y	GDT575-P-E-01	E	auf Grad I	PLAIN	2	1	E+E	1+4	K+SH	SAME_ROOT_INTERRUPTED	YES	KEEP_ORDER_AND_RESTORE_LOCAL_ATTACHMENT	Halte den Pflanzenposten, gib ihn zu und halte ihn; auf Grad I und auf Grad I.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
89	GDT575-D089	G407-E4528	G407-S707	f95v	HERBAL	fchodaiin	LOCAL_CHAR_F+CH+O+D_ADDR+AIIN	GDT575-P-ADDRESS-01	ADDRESS	an der bezeichneten Stelle	PLAIN	2	1	LOCAL_CHAR_F+D_ADDR	0+3	CH+O	DIFFERENT_ROOTS_INTERRUPTED	YES	DIFFERENTIATE_ROOT_VOICE_AND_KEEP_ORDER	Nimm den Arbeitswert; als Ausführung; an der bezeichneten Stelle und an der bezeichneten Stelle.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
90	GDT575-D090	G515-E0104	G515-S008	f20v	HERBAL	fshodchy	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	GDT575-P-ADDRESS-01	ADDRESS	an der bezeichneten Stelle	PLAIN	2	1	LOCAL_CHAR_F+D_ADDR	0+3	SH+O	DIFFERENT_ROOTS_INTERRUPTED	YES	DIFFERENTIATE_ROOT_VOICE_AND_KEEP_ORDER	Halte den Pflanzenposten und nimm ihn; zur Ausführung; an der bezeichneten Stelle und an der bezeichneten Stelle.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
91	GDT575-D091	G515-E0239	G515-S023	f31r	HERBAL	qoekedy	CARRIER_Q+O+E+K+E+DY	GDT575-P-E-01	E	auf Grad I	PLAIN	2	1	E+E	2+4	K	SAME_ROOT_INTERRUPTED	YES	KEEP_ORDER_AND_RESTORE_LOCAL_ATTACHMENT	Gib dieselbe Arbeitseinheit zu; als neuen Einsatz, als Ausführung, auf Grad I und auf Grad I; schließe den Schritt.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
92	GDT575-D092	G515-E0251	G515-S027	f31r	HERBAL	okedam	OK+E+D_ADDR+AM_ADDR	GDT575-P-ADDRESS-01	ADDRESS	an der bezeichneten Stelle	PLAIN	2	1	D_ADDR+AM_ADDR	2+3	NONE	DIFFERENT_ROOTS_RAW_ADJACENT	NO	DIFFERENTIATE_ROOT_VOICE_BEFORE_COMPRESSION	Setze denselben Pflanzenposten im Arbeitsgang an; auf Grad I; an der bezeichneten Stelle und an der bezeichneten Stelle.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
93	GDT575-D093	G515-E0379	G515-S042	f66r	SOURCE_SECTION_T	dalalshedy	AL+AL+SH+E+DY	GDT575-P-AL-01	AL	zur Zielspalte	PLAIN	2	1	AL+AL	0+1	NONE	SAME_ROOT_RAW_ADJACENT	NO	COUNT_VOICE_CANDIDATE	Halte denselben laufenden Eintrag fest; zur Zielspalte und zur Zielspalte; auf Grad I; schließe den Schritt.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
94	GDT575-D094	G515-E0415	G515-S047	f66r	SOURCE_SECTION_T	sholfordaiin	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	GDT575-P-ADDRESS-01	ADDRESS	an der bezeichneten Stelle	PLAIN	2	1	LOCAL_CHAR_F+D_ADDR	2+4	OR	DIFFERENT_ROOTS_INTERRUPTED	NO	DIFFERENTIATE_ROOT_VOICE_AND_KEEP_ORDER	Weiter: halte die Eintragseinheit und den Kennwert fest; an der bezeichneten Stelle und an der bezeichneten Stelle.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
95	GDT575-D095	G515-E0422	G515-S047	f66r	SOURCE_SECTION_T	ofaram	O+LOCAL_CHAR_F+AR+AM_ADDR	GDT575-P-ADDRESS-01	ADDRESS	an der bezeichneten Stelle	PLAIN	2	1	LOCAL_CHAR_F+AM_ADDR	1+3	AR	DIFFERENT_ROOTS_INTERRUPTED	NO	DIFFERENTIATE_ROOT_VOICE_AND_KEEP_ORDER	Im laufenden Satz bearbeite denselben laufenden Eintrag; von der Ausgangszeile; zur Ausführung; an der bezeichneten Stelle und an der bezeichneten Stelle.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
96	GDT575-D096	G515-E0525	G515-S067	f66r	SOURCE_SECTION_T	oteochey	OT+E+O+CH+E+Y	GDT575-P-E-01	E	auf Grad I	PLAIN	2	1	E+E	1+4	O+CH	SAME_ROOT_INTERRUPTED	YES	KEEP_ORDER_AND_RESTORE_LOCAL_ATTACHMENT	Danach: entnimm den laufenden Eintrag; auf Grad I, als Ausführung und auf Grad I.	EXACT_PHRASE_INVENTORY__NO_COMPRESSION_OR_ROOT_CHANGE
