card_order	master_card_id	canonical_surface	canonical_value_de	final_recipe	ordered_slots	slot_count	production_mechanic	production_instruction_de	event_support	event_count_crosscheck	contextual_renderer_override	choice_context	writer_rule
84	MC003	sheedy	Langabsetzen; Schluss	E_GRADE+DY+SHED[GRADE=EE_LONG]	E_GRADE>DY>SHED	3	GRADE_INSERTION_OR_LENGTHENING	Halte den Kartenrahmen fest und setze E, EE oder EEE an den lizenzierten Gradplatz.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
85	MC094	cheeety	Vollteil	E_GRADE+TY	E_GRADE>TY	2	GRADE_INSERTION_OR_LENGTHENING	Halte den Kartenrahmen fest und setze E, EE oder EEE an den lizenzierten Gradplatz.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
86	MC095	sheey	Langhalt	E_GRADE+Y	E_GRADE>Y	2	GRADE_INSERTION_OR_LENGTHENING	Halte den Kartenrahmen fest und setze E, EE oder EEE an den lizenzierten Gradplatz.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
87	MC166	chkeey	Langwärmen	E_GRADE+Y+CHK[GRADE=EE_LONG][SUBTYPE=LONG_WARMING]	E_GRADE>Y>CHK	3	GRADE_INSERTION_OR_LENGTHENING	Halte den Kartenrahmen fest und setze E, EE oder EEE an den lizenzierten Gradplatz.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
88	MC132	sheckhy	Kurzpassage	E_GRADE+Y+CKH[GRADE=E_SHORT]	E_GRADE>Y>CKH	3	GRADE_INSERTION_OR_LENGTHENING	Halte den Kartenrahmen fest und setze E, EE oder EEE an den lizenzierten Gradplatz.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
89	MC137	shecthy	Kurzvorbereitung	E_GRADE+Y+CTH[GRADE=E_SHORT][SUBTYPE=LOCAL_CTH_ALLOGRAPH][OWNER=UNPICTURED_TRANSITION_ZONE]	E_GRADE>Y>CTH	3	GRADE_INSERTION_OR_LENGTHENING	Halte den Kartenrahmen fest und setze E, EE oder EEE an den lizenzierten Gradplatz.	1	1	YES	OWNER=UNPICTURED_TRANSITION_ZONE	WRITE_FULL_CARRIER_CARD
90	MC020	solkeey	Langsammlung	E_GRADE+Y+SOLK	E_GRADE>Y>SOLK	3	GRADE_INSERTION_OR_LENGTHENING	Halte den Kartenrahmen fest und setze E, EE oder EEE an den lizenzierten Gradplatz.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
91	MC050	solkey	Kurzsammlung	E_GRADE+Y+SOLK[GRADE=E_SHORT]	E_GRADE>Y>SOLK	3	GRADE_INSERTION_OR_LENGTHENING	Halte den Kartenrahmen fest und setze E, EE oder EEE an den lizenzierten Gradplatz.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
92	MC048	kaiiin	die Arbeitsstufe setzen	IIN+K_BINDER	IIN>K_BINDER	2	ORDERED_SLOT_FRAME_ASSEMBLY	Setze Selektor, Adresse, Menge, Posten und Handlung in der im Rezept angegebenen Reihenfolge zusammen.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
93	MC172	daiiin	Endstufe	IIN[SUBTYPE=END_STAGE]	IIN	1	REGISTERED_BASE_FAMILY_CARD	Wähle die gelernte Grundkarte oder ihre registrierte Unterform.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
94	MC090	kchol	weiter bearbeiten	K_BINDER[SUBTYPE=CONTINUATION_BINDER]	K_BINDER	1	REGISTERED_BASE_FAMILY_CARD	Wähle die gelernte Grundkarte oder ihre registrierte Unterform.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
95	MC104	keol	kurz weiterbearbeiten	K_BINDER[SUBTYPE=SHORT_CONTINUATION_BINDER]	K_BINDER	1	REGISTERED_BASE_FAMILY_CARD	Wähle die gelernte Grundkarte oder ihre registrierte Unterform.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
96	MC136	kchoar	bearbeiteter Quellauszug	K_BINDER[SUBTYPE=SOURCE_EXTRACT_BINDER]	K_BINDER	1	REGISTERED_BASE_FAMILY_CARD	Wähle die gelernte Grundkarte oder ihre registrierte Unterform.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
97	MC077	kchal	an der Zielstelle bearbeiten	K_BINDER[SUBTYPE=TARGET_BINDER]	K_BINDER	1	REGISTERED_BASE_FAMILY_CARD	Wähle die gelernte Grundkarte oder ihre registrierte Unterform.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
98	MC127	lched	Abführung	L+CHED_TRANSFER	L>CHED_TRANSFER	2	SHARED_TRANSFER_CORE_OVERLAY	Lege die beteiligten Karten am gemeinsamen CHD/CHED-Transferkörper übereinander und behalte ihre freien Slots.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
99	MC133	lcheckhedy	Trennabzug; Schluss	L+CKHE[LICENSED_CLOSE=YES]	L>CKHE	2	ORDERED_SLOT_FRAME_ASSEMBLY	Setze Selektor, Adresse, Menge, Posten und Handlung in der im Rezept angegebenen Reihenfolge zusammen.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
100	MC167	lochedy	Abführung; Schluss	L+DY+CHED_TRANSFER+O_WITHDRAW	L>DY>CHED_TRANSFER>O_WITHDRAW	4	SHARED_TRANSFER_CORE_OVERLAY	Lege die beteiligten Karten am gemeinsamen CHD/CHED-Transferkörper übereinander und behalte ihre freien Slots.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
101	MC030	lo	Abzug	L+O_WITHDRAW	L>O_WITHDRAW	2	ORDERED_SLOT_FRAME_ASSEMBLY	Setze Selektor, Adresse, Menge, Posten und Handlung in der im Rezept angegebenen Reihenfolge zusammen.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
102	MC008	lchy	Abführgut	L+Y	L>Y	2	ORDERED_SLOT_FRAME_ASSEMBLY	Setze Selektor, Adresse, Menge, Posten und Handlung in der im Rezept angegebenen Reihenfolge zusammen.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
103	MC168	lcheckhy	Abführpassage	L+Y+CKH	L>Y>CKH	3	ORDERED_SLOT_FRAME_ASSEMBLY	Setze Selektor, Adresse, Menge, Posten und Handlung in der im Rezept angegebenen Reihenfolge zusammen.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
104	MC130	lsho	Waschgang	LSH	LSH	1	REGISTERED_BASE_FAMILY_CARD	Wähle die gelernte Grundkarte oder ihre registrierte Unterform.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
105	MC066	lcheey	Klarabzug	L[SUBTYPE=CLEAR_WITHDRAWAL]	L	1	REGISTERED_BASE_FAMILY_CARD	Wähle die gelernte Grundkarte oder ihre registrierte Unterform.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
106	MC065	ls	Auslass	L[SUBTYPE=OUTLET]	L	1	REGISTERED_BASE_FAMILY_CARD	Wähle die gelernte Grundkarte oder ihre registrierte Unterform.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
107	MC041	okchol	die Fortsetzung einsetzen	OK	OK	1	REGISTERED_BASE_FAMILY_CARD	Wähle die gelernte Grundkarte oder ihre registrierte Unterform.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
108	MC081	okair	Laufeinsatz	OK+AIR	OK>AIR	2	ORDERED_SLOT_FRAME_ASSEMBLY	Setze Selektor, Adresse, Menge, Posten und Handlung in der im Rezept angegebenen Reihenfolge zusammen.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
109	MC096	qokeedal	Langer Zieleinsatz	OK+AL+E_GRADE	OK>AL>E_GRADE	3	GRADE_INSERTION_OR_LENGTHENING	Halte den Kartenrahmen fest und setze E, EE oder EEE an den lizenzierten Gradplatz.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
110	MC054	qokaly	Zieleinsatz	OK+AL+Y	OK>AL>Y	3	ORDERED_SLOT_FRAME_ASSEMBLY	Setze Selektor, Adresse, Menge, Posten und Handlung in der im Rezept angegebenen Reihenfolge zusammen.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
111	MC044	qokar	Quelleinsatz	OK+AR	OK>AR	2	ORDERED_SLOT_FRAME_ASSEMBLY	Setze Selektor, Adresse, Menge, Posten und Handlung in der im Rezept angegebenen Reihenfolge zusammen.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
112	MC006	chokcheo	Auszug einsetzen	OK+CHEO	OK>CHEO	2	ORDERED_SLOT_FRAME_ASSEMBLY	Setze Selektor, Adresse, Menge, Posten und Handlung in der im Rezept angegebenen Reihenfolge zusammen.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
113	MC151	qokshedy	Einsatzabsetzen; Schluss	OK+DY+SHED	OK>DY>SHED	3	ORDERED_SLOT_FRAME_ASSEMBLY	Setze Selektor, Adresse, Menge, Posten und Handlung in der im Rezept angegebenen Reihenfolge zusammen.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
114	MC140	qokeeedy	Volleinsatz; Schluss	OK+E_GRADE+DY[GRADE=EEE_FULL]	OK>E_GRADE>DY	3	GRADE_INSERTION_OR_LENGTHENING	Halte den Kartenrahmen fest und setze E, EE oder EEE an den lizenzierten Gradplatz.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
115	MC165	qockhey	Kurzdurchgang	OK+E_GRADE+Y+CKH[GRADE=E_SHORT]	OK>E_GRADE>Y>CKH	4	GRADE_INSERTION_OR_LENGTHENING	Halte den Kartenrahmen fest und setze E, EE oder EEE an den lizenzierten Gradplatz.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
116	MC024	qokol	Weiter einsetzen	OK+OL	OK>OL	2	ORDERED_SLOT_FRAME_ASSEMBLY	Setze Selektor, Adresse, Menge, Posten und Handlung in der im Rezept angegebenen Reihenfolge zusammen.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
117	MC150	okeeol	Langfortsetzung	OK+OL+E_GRADE[GRADE=EE_LONG]	OK>OL>E_GRADE	3	GRADE_INSERTION_OR_LENGTHENING	Halte den Kartenrahmen fest und setze E, EE oder EEE an den lizenzierten Gradplatz.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
118	MC015	qokokchy	denselben Posten erneut einsetzen	OK+Y[REPEAT=YES]	OK>Y	2	ORDERED_SLOT_FRAME_ASSEMBLY	Setze Selektor, Adresse, Menge, Posten und Handlung in der im Rezept angegebenen Reihenfolge zusammen.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
119	MC112	octheol	Fortsetzung vorbereiten	OL+CTH	OL>CTH	2	ORDERED_SLOT_FRAME_ASSEMBLY	Setze Selektor, Adresse, Menge, Posten und Handlung in der im Rezept angegebenen Reihenfolge zusammen.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
120	MC149	solshedy	Folgeabsetzen; Schluss	OL+DY+SHED	OL>DY>SHED	3	ORDERED_SLOT_FRAME_ASSEMBLY	Setze Selektor, Adresse, Menge, Posten und Handlung in der im Rezept angegebenen Reihenfolge zusammen.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
121	MC106	teol	kurz weiterführen	OL+E_GRADE[GRADE=E_SHORT][SUBTYPE=SHORT_CONTINUATION]	OL>E_GRADE	2	GRADE_INSERTION_OR_LENGTHENING	Halte den Kartenrahmen fest und setze E, EE oder EEE an den lizenzierten Gradplatz.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
122	MC076	dsheol	Kurzhalt	OL+E_GRADE[GRADE=E_SHORT][SUBTYPE=SHORT_HOLD]	OL>E_GRADE	2	GRADE_INSERTION_OR_LENGTHENING	Halte den Kartenrahmen fest und setze E, EE oder EEE an den lizenzierten Gradplatz.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
123	MC092	lol	Weiterabzug	OL+L	OL>L	2	ORDERED_SLOT_FRAME_ASSEMBLY	Setze Selektor, Adresse, Menge, Posten und Handlung in der im Rezept angegebenen Reihenfolge zusammen.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
124	MC115	qoctholy	danach mit diesem Posten weiter	OL+OT+Y	OL>OT>Y	3	ORDERED_SLOT_FRAME_ASSEMBLY	Setze Selektor, Adresse, Menge, Posten und Handlung in der im Rezept angegebenen Reihenfolge zusammen.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
125	MC053	otol	danach im selben Gang weiter	OL+OT[SUBTYPE=CONTINUE_SAME_PROCESS]	OL>OT	2	ORDERED_SLOT_FRAME_ASSEMBLY	Setze Selektor, Adresse, Menge, Posten und Handlung in der im Rezept angegebenen Reihenfolge zusammen.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
126	MC163	qotchol	zum Folgegang wechseln	OL+OT[SUBTYPE=SWITCH_TO_FOLLOWING_PROCESS]	OL>OT	2	ORDERED_SLOT_FRAME_ASSEMBLY	Setze Selektor, Adresse, Menge, Posten und Handlung in der im Rezept angegebenen Reihenfolge zusammen.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
127	MC162	qolchey	Weiterposten	OL+Y	OL>Y	2	ORDERED_SLOT_FRAME_ASSEMBLY	Setze Selektor, Adresse, Menge, Posten und Handlung in der im Rezept angegebenen Reihenfolge zusammen.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
128	MC021	oltchy	die laufende Bereitung fortsetzen	OL+Y+TCH_PREPARATION	OL>Y>TCH_PREPARATION	3	ORDERED_SLOT_FRAME_ASSEMBLY	Setze Selektor, Adresse, Menge, Posten und Handlung in der im Rezept angegebenen Reihenfolge zusammen.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
129	MC016	rol	Anschluss	OL[SUBTYPE=CONNECTION_CONTINUATION]	OL	1	REGISTERED_BASE_FAMILY_CARD	Wähle die gelernte Grundkarte oder ihre registrierte Unterform.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
130	MC134	qolky	Weiterweg	OL[SUBTYPE=PATH_CONTINUATION]	OL	1	REGISTERED_BASE_FAMILY_CARD	Wähle die gelernte Grundkarte oder ihre registrierte Unterform.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
131	MC075	ycheor	aktueller Auszugsansatz	OR+CHEO	OR>CHEO	2	ORDERED_SLOT_FRAME_ASSEMBLY	Setze Selektor, Adresse, Menge, Posten und Handlung in der im Rezept angegebenen Reihenfolge zusammen.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
132	MC125	chochor	Zugabeansatz	OR+CHO_INPUT	OR>CHO_INPUT	2	ORDERED_SLOT_FRAME_ASSEMBLY	Setze Selektor, Adresse, Menge, Posten und Handlung in der im Rezept angegebenen Reihenfolge zusammen.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
133	MC158	cthoor	den Ansatz bereitstellen	OR+CTH	OR>CTH	2	ORDERED_SLOT_FRAME_ASSEMBLY	Setze Selektor, Adresse, Menge, Posten und Handlung in der im Rezept angegebenen Reihenfolge zusammen.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
134	MC027	oykchor	Gefäß für den Ansatz	OR+OYK_VESSEL	OR>OYK_VESSEL	2	ORDERED_SLOT_FRAME_ASSEMBLY	Setze Selektor, Adresse, Menge, Posten und Handlung in der im Rezept angegebenen Reihenfolge zusammen.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
135	MC159	os	AUFNAHMEFELD_ODER_UMSCHLUSS	OS_RECEIVER	OS_RECEIVER	1	REGISTERED_BASE_FAMILY_CARD	Wähle die gelernte Grundkarte oder ihre registrierte Unterform.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
136	MC018	qotedaiin	Kurzsoll	OT+AIIN+E_GRADE[GRADE=E_SHORT]	OT>AIIN>E_GRADE	3	GRADE_INSERTION_OR_LENGTHENING	Halte den Kartenrahmen fest und setze E, EE oder EEE an den lizenzierten Gradplatz.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
137	MC121	otar	Folgequelle	OT+AR	OT>AR	2	ORDERED_SLOT_FRAME_ASSEMBLY	Setze Selektor, Adresse, Menge, Posten und Handlung in der im Rezept angegebenen Reihenfolge zusammen.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
138	MC067	otchdy	Nachtransfer; Schluss	OT+DY+CHED_TRANSFER[SUBTYPE=LOCAL_OT_TRANSFER_ALLOGRAPH][DOCUMENT=COMPACT_TECHNICAL_ADDENDUM]	OT>DY>CHED_TRANSFER	3	SHARED_TRANSFER_CORE_OVERLAY	Lege die beteiligten Karten am gemeinsamen CHD/CHED-Transferkörper übereinander und behalte ihre freien Slots.	1	1	YES	DOCUMENT=COMPACT_TECHNICAL_ADDENDUM	WRITE_SHORT_CHD_FORM
139	MC069	otytchol	Folgeteil	OT+YTY_PART	OT>YTY_PART	2	ORDERED_SLOT_FRAME_ASSEMBLY	Setze Selektor, Adresse, Menge, Posten und Handlung in der im Rezept angegebenen Reihenfolge zusammen.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
140	MC107	qotchy	zum nächsten Posten wechseln	OT+Y[SUBTYPE=SWITCH_TO_NEXT_PROCESS]	OT>Y	2	ORDERED_SLOT_FRAME_ASSEMBLY	Setze Selektor, Adresse, Menge, Posten und Handlung in der im Rezept angegebenen Reihenfolge zusammen.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
141	MC070	pchedy	Zuführung; Schluss	P+CHED_TRANSFER[LICENSED_CLOSE=YES]	P>CHED_TRANSFER	2	SHARED_TRANSFER_CORE_OVERLAY	Lege die beteiligten Karten am gemeinsamen CHD/CHED-Transferkörper übereinander und behalte ihre freien Slots.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
142	MC043	shecthedchy	Vorbereitungstransfer	Y+CHED_TRANSFER+CTH	Y>CHED_TRANSFER>CTH	3	SHARED_TRANSFER_CORE_OVERLAY	Lege die beteiligten Karten am gemeinsamen CHD/CHED-Transferkörper übereinander und behalte ihre freien Slots.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
143	MC064	chedchy	Postentransfer	Y+CHED_TRANSFER[SUBTYPE=EXPANDED_TRANSFER_FORM]	Y>CHED_TRANSFER	2	SHARED_TRANSFER_CORE_OVERLAY	Lege die beteiligten Karten am gemeinsamen CHD/CHED-Transferkörper übereinander und behalte ihre freien Slots.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
144	MC131	choy	aktuelle Zutat	Y+CHO_INPUT[SUBTYPE=CURRENT_INPUT]	Y>CHO_INPUT	2	ORDERED_SLOT_FRAME_ASSEMBLY	Setze Selektor, Adresse, Menge, Posten und Handlung in der im Rezept angegebenen Reihenfolge zusammen.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
145	MC010	chodaly	Zugabe am aktuellen Ziel	Y+CHO_INPUT[SUBTYPE=CURRENT_INPUT_AT_TARGET]	Y>CHO_INPUT	2	ORDERED_SLOT_FRAME_ASSEMBLY	Setze Selektor, Adresse, Menge, Posten und Handlung in der im Rezept angegebenen Reihenfolge zusammen.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
146	MC091	dairydy	Laufschluss	Y+DY+AIR	Y>DY>AIR	3	ORDERED_SLOT_FRAME_ASSEMBLY	Setze Selektor, Adresse, Menge, Posten und Handlung in der im Rezept angegebenen Reihenfolge zusammen.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
147	MC117	kchy	den laufenden Posten bearbeiten	Y+K_BINDER[SUBTYPE=PROCESS_CURRENT_ITEM]	Y>K_BINDER	2	ORDERED_SLOT_FRAME_ASSEMBLY	Setze Selektor, Adresse, Menge, Posten und Handlung in der im Rezept angegebenen Reihenfolge zusammen.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
148	MC122	kchey	den laufenden Posten kurz bearbeiten	Y+K_BINDER[SUBTYPE=SHORT_PROCESS_CURRENT_ITEM]	Y>K_BINDER	2	ORDERED_SLOT_FRAME_ASSEMBLY	Setze Selektor, Adresse, Menge, Posten und Handlung in der im Rezept angegebenen Reihenfolge zusammen.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
149	MC062	shoyty	Zugabeteil	YTY_PART	YTY_PART	1	REGISTERED_BASE_FAMILY_CARD	Wähle die gelernte Grundkarte oder ihre registrierte Unterform.	1	1	NO	SEMANTIC_RECIPE_ONLY	WRITE_REGISTERED_CANONICAL_CARD
