statement_id	record	page	events	surfaces	card_classes	literal_component_chain_de	procedure_program	whole_sign_events
B5-S003	B5	f83r	9	shedal dal cheol lol chdal aiin sol daiiin chedy	FULL_COMPONENT_COMPOSITION|ATOMIC_CORE_CARD|ATOMIC_CORE_CARD|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|ATOMIC_CORE_CARD|ATOMIC_CORE_CARD|COMPRESSED_KNOWN_VALUE_SIGN|FULL_COMPONENT_COMPOSITION	absetzen · Zielstelle ; Zielstelle ; fortsetzen ; führen · fortsetzen ; umsetzen · Zielstelle ; Maß ; fortsetzen ; Sollstufe · zweite ; umsetzen · dies	TARGET_HANDOFF>TARGET_HANDOFF>CONTINUE_USE>MOVE_PASS>TARGET_HANDOFF>METER_CHECK>CONTINUE_USE>METER_CHECK>MOVE_PASS	0
B6-S001	B6	f83r	9	solkeey qekey raly ol daiin ol dain chey ldalor	FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|ATOMIC_CORE_CARD|ATOMIC_CORE_CARD|ATOMIC_CORE_CARD|ATOMIC_CORE_CARD|ATOMIC_CORE_CARD|FULL_COMPONENT_COMPOSITION	auffangen · länger · dies ; kurz · zuführen · kurz · dies ; abkühlen · Zielstelle · dies ; fortsetzen ; Maß ; fortsetzen ; Portion ; dies ; führen · Zielstelle · Ansatz	HOLD_STATE>HOLD_STATE>HOLD_STATE>CONTINUE_USE>METER_CHECK>CONTINUE_USE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>ACTIVATE_CHARGE	0
H1-S001	H1	f10r	10	dchey cthoor char chty os chair otytchol oky daiin etyd	FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|ATOMIC_CORE_CARD|FULL_COMPONENT_COMPOSITION|MEMORIZED_WHOLE_SIGN|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|ATOMIC_CORE_CARD|FULL_COMPONENT_COMPOSITION	abziehen · kurz · dies ; bereit · Arbeitsgang · Ansatz ; von dort ; eintragen · dies ; Arbeitsfach ; abziehen · Lauf ; danach · dies · eintragen · abziehen · fortsetzen ; ansetzen · dies ; Maß ; kurz · eintragen · dies	SOURCE_DRAW>ACTIVATE_CHARGE>SOURCE_DRAW>ACTIVATE_CHARGE>TARGET_HANDOFF>SOURCE_DRAW>SOURCE_DRAW>CONTINUE_USE>METER_CHECK>ACTIVATE_CHARGE	1
H1-S002	H1	f10r	4	qokchy qotchol chol cthy	FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|ATOMIC_CORE_CARD|FULL_COMPONENT_COMPOSITION	ansetzen · dies ; danach · abziehen · fortsetzen ; fortsetzen ; bereit · dies	ACTIVATE_CHARGE>SOURCE_DRAW>CONTINUE_USE>HOLD_STATE	0
H2-S001	H2	f10r	9	ycheor cthy chor cthaiin qoctholy dy chy taiin shy	FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|ATOMIC_CORE_CARD|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|ATOMIC_CORE_CARD|ATOMIC_CORE_CARD|ATOMIC_CORE_CARD|ATOMIC_CORE_CARD	dies · abziehen · kurz · Ansatz ; bereit · dies ; Ansatz ; bereit · Maß ; Arbeitsgang · bereit · fortsetzen · dies ; dies ; dies ; Maß ; dies	SOURCE_DRAW>HOLD_STATE>ACTIVATE_CHARGE>METER_CHECK>CONTINUE_USE>MOVE_PASS>CONTINUE_USE>METER_CHECK>TARGET_HANDOFF	0
H2-S002	H2	f10r	8	qotchor chor otol chol cholor chol daiin dar	FULL_COMPONENT_COMPOSITION|ATOMIC_CORE_CARD|FULL_COMPONENT_COMPOSITION|ATOMIC_CORE_CARD|FULL_COMPONENT_COMPOSITION|ATOMIC_CORE_CARD|ATOMIC_CORE_CARD|ATOMIC_CORE_CARD	danach · abziehen · Ansatz ; Ansatz ; danach · fortsetzen ; fortsetzen ; fortsetzen · Ansatz ; fortsetzen ; Maß ; von dort	ACTIVATE_CHARGE>ACTIVATE_CHARGE>CONTINUE_USE>CONTINUE_USE>ACTIVATE_CHARGE>CONTINUE_USE>METER_CHECK>SOURCE_DRAW	0
H2-S003	H2	f10r	7	oykchor shor chor chy kaiiin dy chodaiin	FULL_COMPONENT_COMPOSITION|ATOMIC_CORE_CARD|ATOMIC_CORE_CARD|ATOMIC_CORE_CARD|FULL_COMPONENT_COMPOSITION|ATOMIC_CORE_CARD|FULL_COMPONENT_COMPOSITION	Arbeitsgang · dies · zuführen · Ansatz ; Ansatz ; Ansatz ; dies ; zuführen · Sollstufe ; dies ; abziehen · Arbeitsgang · Maß	ACTIVATE_CHARGE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>CONTINUE_USE>METER_CHECK>CONTINUE_USE>SOURCE_DRAW	0
H3-S001	H3	f11r	7	tshol schoal cfhy shfydaiin cphy shey tchody	FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|MEMORIZED_WHOLE_SIGN|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|MEMORIZED_WHOLE_SIGN|FULL_COMPONENT_COMPOSITION	eintragen · halten · fortsetzen ; halten · Arbeitsgang · Zielstelle ; auswringen ; halten · dies · Maß ; hinein · dies ; Empfangsbestand ; eintragen · abziehen · Arbeitsgang · Schluss	HOLD_STATE>TARGET_HANDOFF>SOURCE_DRAW>METER_CHECK>MOVE_PASS>HOLD_STATE>SOURCE_DRAW>CLOSE	2
H3-S002	H3	f11r	1	shoyty	FULL_COMPONENT_COMPOSITION	halten · Arbeitsgang · dies · eintragen · dies	HOLD_STATE	0
H3-S003	H3	f11r	5	dchol chy kchy dy daiin	ATOMIC_CORE_CARD|ATOMIC_CORE_CARD|FULL_COMPONENT_COMPOSITION|ATOMIC_CORE_CARD|ATOMIC_CORE_CARD	fortsetzen ; dies ; zuführen · dies ; dies ; Maß	CONTINUE_USE>CONTINUE_USE>ACTIVATE_CHARGE>CONTINUE_USE>METER_CHECK	0
H3-S004	H3	f11r	4	qotchy okchol cthy dy	FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|ATOMIC_CORE_CARD	danach · dies ; ansetzen · fortsetzen ; bereit · dies ; dies	ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CONTINUE_USE	0
H4-S001	H4	f55v	5	qokaiin chaiin ykain ykan ody	FULL_COMPONENT_COMPOSITION|ATOMIC_CORE_CARD|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION	ansetzen · Maß ; Maß ; dies · zuführen · Portion ; dies · zuführen · Portion ; Arbeitsgang · Schluss	METER_CHECK>METER_CHECK>ACTIVATE_CHARGE>ACTIVATE_CHARGE>CONTINUE_USE>CLOSE	0
H4-S002	H4	f55v	3	daiin chedy talam	ATOMIC_CORE_CARD|FULL_COMPONENT_COMPOSITION|MEMORIZED_WHOLE_SIGN	Maß ; umsetzen · dies ; verwahren	METER_CHECK>ACTIVATE_CHARGE>CONTINUE_USE	1
H4-S003	H4	f55v	4	ykaiin cheoar cheeky oldy	FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION	dies · zuführen · Maß ; abziehen · kurz · Arbeitsgang · von dort ; wärmen · länger · dies ; fortsetzen · Schluss	METER_CHECK>SOURCE_DRAW>ACTIVATE_CHARGE>CONTINUE_USE>CLOSE	0
H4-S004	H4	f55v	6	aiin okal oltchy or y orain	ATOMIC_CORE_CARD|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|ATOMIC_CORE_CARD|ATOMIC_CORE_CARD|FULL_COMPONENT_COMPOSITION	Maß ; ansetzen · Zielstelle ; fortsetzen · eintragen · dies ; Ansatz ; dies ; Ansatz · Portion	METER_CHECK>TARGET_HANDOFF>ACTIVATE_CHARGE>ACTIVATE_CHARGE>CONTINUE_USE>ACTIVATE_CHARGE	0
H5-S001	H5	f56r	9	chochor cho chodaly daiin sho kchol otchor choky dal	FULL_COMPONENT_COMPOSITION|ATOMIC_CORE_CARD|FULL_COMPONENT_COMPOSITION|ATOMIC_CORE_CARD|ATOMIC_CORE_CARD|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|ATOMIC_CORE_CARD	Gabe · abziehen · Ansatz ; Gabe ; Gabe · Zielstelle · dies ; Maß ; Gabe ; zuführen · fortsetzen ; danach · abziehen · Ansatz ; ansetzen · dies ; Zielstelle	ACTIVATE_CHARGE>ACTIVATE_CHARGE>TARGET_HANDOFF>METER_CHECK>ACTIVATE_CHARGE>MOVE_PASS>ACTIVATE_CHARGE>CONTINUE_USE>TARGET_HANDOFF	0
H5-S002	H5	f56r	4	schol choy choky cheeckhody	ATOMIC_CORE_CARD|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION	fortsetzen ; Gabe · dies ; ansetzen · dies ; abziehen · länger · Durchlass · Arbeitsgang · Schluss	CONTINUE_USE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	0
H5-S003	H5	f56r	4	sh cho kchey qokokchy	ATOMIC_CORE_CARD|ATOMIC_CORE_CARD|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION	halten ; Gabe ; zuführen · kurz · dies ; ansetzen · ansetzen · dies	HOLD_STATE>ACTIVATE_CHARGE>HOLD_STATE>ACTIVATE_CHARGE	0
H5-S004	H5	f56r	3	okchy chokcheo kchal	FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION	ansetzen · dies ; ansetzen · abziehen · kurz · Arbeitsgang ; zuführen · Zielstelle	ACTIVATE_CHARGE>ACTIVATE_CHARGE>TARGET_HANDOFF	0
H5-S005	H5	f56r	4	sho chokchy kchoar sotodan	ATOMIC_CORE_CARD|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION	Gabe ; ansetzen · dies ; zuführen · Gabe · von dort ; danach · Arbeitsgang · Portion	ACTIVATE_CHARGE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>ACTIVATE_CHARGE	0
H5-S006	H5	f56r	3	otchey keol daiin	FULL_COMPONENT_COMPOSITION|FULL_COMPONENT_COMPOSITION|ATOMIC_CORE_CARD	danach · dies ; zuführen · kurz · fortsetzen ; Maß	ACTIVATE_CHARGE>HOLD_STATE>METER_CHECK	0
