surface_id	visible_surface	register_status	observed_groups	pages	atom_sequence	teaching_class	short_spoken_value_de	owner_rule_de	apprentice_action_de	memorized_body_or_residue	example_group	example_owner	example_value_de	original_classification
SF0076	chokal	ASTRO_ONLY	1	f68r1	HO+AL	REGISTERED_RENDERER_ALLOGRAPH	Eingangsposten + Ziel	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A2:G022	A2_RIGHT_PANEL_HEADER	Eingangsposten + Ziel	REGISTERED_RELATIONAL_CORE_ALLOGRAPH
SF0077	chokcheo	PROSE_ONLY	1	f56r	OK+CHEO	PRODUCTIVE_COMMON_COMPOSITION	Auszug zugeben	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E092	H5	Auszug zugeben	PRODUCTIVE_CORE_PLUS_EDGE
SF0078	chokchy	PROSE_ONLY	1	f56r	OK+Y	PRODUCTIVE_COMMON_COMPOSITION	Posten zur Weiterbearbeitung ansetzen	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E095	H5	Posten zur Weiterbearbeitung ansetzen	PRODUCTIVE_BREVIGRAPH
SF0079	choky	PROSE_AND_ASTRO	3	f56r|f69v	OK+Y	PRODUCTIVE_COMMON_COMPOSITION	aktuellen Posten ansetzen	gemeinsamer Kern bleibt; Bild oder Diagramm konkretisiert den Gegenstand	gemeinsame Kerne in Reihenfolge lesen	NONE	E081	H5	aktuellen Posten ansetzen	PRODUCTIVE_BREVIGRAPH
SF0080	chol	PROSE_AND_ASTRO	7	f10r|f67r2|f69v	OL	REGISTERED_RENDERER_ALLOGRAPH	fortsetzen	gemeinsamer Kern bleibt; Bild oder Diagramm konkretisiert den Gegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	E013	H1	fortsetzen	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
SF0081	cholor	PROSE_ONLY	1	f10r	OL+OR	PRODUCTIVE_COMMON_COMPOSITION	Fortsetzungsansatz	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E028	H2	Fortsetzungsansatz	PRODUCTIVE_BREVIGRAPH
SF0082	choly	ASTRO_ONLY	1	f69v	HO	REGISTERED_RENDERER_ALLOGRAPH	im selben Ring, Band oder Satz fortsetzen	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A3:G048	A3_MIDDLE_WHEEL_RING_TEXT	im selben Ring, Band oder Satz fortsetzen	REGISTERED_ASTRO_OPERATION_ALLOGRAPH
SF0083	chor	PROSE_ONLY	3	f10r	OR	PRODUCTIVE_COMMON_COMPOSITION	Ansatz	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E017	H2	Ansatz	PRODUCTIVE_BREVIGRAPH
SF0084	chos	ASTRO_ONLY	2	f67r2	HO	REGISTERED_RENDERER_ALLOGRAPH	Eingangsposten	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A1:G104	A1_LEFT_LOCAL_FIELD_42	Eingangsposten	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
SF0085	choteey	ASTRO_ONLY	1	f68r1	HO+OT+EE	BOUND_MODIFIER_COMPOSITION	nächsten Eingangsposten länger halten	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	nur innerhalb der lizenzierten Familie auswerten	NONE	A2:G003	A2_LEFT_PANEL_HEADER	nächsten Eingangsposten länger halten	ASTRO_PRODUCTIVE_BOUND_EE_GRADE
SF0086	choy	PROSE_ONLY	1	f56r	HO+Y	PRODUCTIVE_COMMON_COMPOSITION	diese Zutat	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E084	H5	diese Zutat	PRODUCTIVE_CORE_PLUS_EDGE
SF0087	chpor	ASTRO_ONLY	1	f68r1	OR	REGISTERED_RENDERER_ALLOGRAPH	Bedingungs-, Tabellen- oder Wahlansatz	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A2:G016	A2_MIDDLE_PANEL_HEADER	Bedingungs-, Tabellen- oder Wahlansatz	REGISTERED_RELATIONAL_CORE_ALLOGRAPH
SF0088	chsdy	ASTRO_ONLY	1	f69v	CH+S+DY	TABLE_LOCAL_CODE	sekundären Zustand festhalten	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A3:G023	A3_LEFT_WHEEL_RING_TEXT	sekundären Zustand festhalten	ASTRO_LOCAL_PRIMITIVE_MICROCODE
SF0089	chteey	ASTRO_ONLY	1	f68r1	EE	BOUND_MODIFIER_COMPOSITION	lange Tabellenstufe	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	nur innerhalb der lizenzierten Familie auswerten	NONE	A2:G002	A2_LEFT_PANEL_HEADER	lange Tabellenstufe	ASTRO_PRODUCTIVE_BOUND_EE_GRADE
SF0090	chty	PROSE_ONLY	1	f10r	PARTITION+TY	LEARNED_TECHNICAL_BODY	Teil abtrennen	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	Fachkörper als Einheit lernen und Argumente anhängen	PARTITION=ABTRENNEN	E004	H1	Teil abtrennen	COMPOSED_LEARNED_PROSE_BODY
SF0091	chy	PROSE_AND_ASTRO	5	f10r|f11r|f67r2|f69v	Y	REGISTERED_RENDERER_ALLOGRAPH	dieser Posten	gemeinsamer Kern bleibt; Bild oder Diagramm konkretisiert den Gegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	E021	H2	dieser Posten	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
SF0092	chykar	ASTRO_ONLY	1	f69v	AR	REGISTERED_RENDERER_ALLOGRAPH	Ausgangssektor, Ursprung oder Bezugswert	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A3:G006	A3_LEFT_WHEEL_RING_TEXT	Ausgangssektor, Ursprung oder Bezugswert	REGISTERED_RELATIONAL_CORE_ALLOGRAPH
SF0093	chykchs	ASTRO_ONLY	1	f67r2	KCH	REGISTERED_RENDERER_ALLOGRAPH	Diagrammplatz berechnen oder bearbeiten	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A1:G025	A1_RIGHT_SECTOR_SLOT_11	Diagrammplatz berechnen oder bearbeiten	REGISTERED_ASTRO_OPERATION_ALLOGRAPH
SF0094	cpheey	ASTRO_ONLY	1	f67r2	EE	BOUND_MODIFIER_COMPOSITION	lange Tabellenstufe	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	nur innerhalb der lizenzierten Familie auswerten	NONE	A1:G148	A1_RIGHT_PHASE_STATION_03	lange Tabellenstufe	ASTRO_PRODUCTIVE_BOUND_EE_GRADE
SF0095	cphocthy	ASTRO_ONLY	1	f68r1	CTH	REGISTERED_RENDERER_ALLOGRAPH	Himmelsobjekt oder Eingangsbedingung	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A2:G041	A2_STAR_STATION_09	Himmelsobjekt oder Eingangsbedingung	REGISTERED_ASTRO_OPERATION_ALLOGRAPH
SF0096	cphol	ASTRO_ONLY	1	f68r1	OL	REGISTERED_RENDERER_ALLOGRAPH	im selben Ring, Band oder Satz fortsetzen	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A2:G004	A2_LEFT_PANEL_HEADER	im selben Ring, Band oder Satz fortsetzen	REGISTERED_RELATIONAL_CORE_ALLOGRAPH
SF0097	cphy	PROSE_ONLY	1	f11r	CPH+Y	LEARNED_TECHNICAL_BODY	aktuellen Posten nachseihen	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	Fachkörper als Einheit lernen und Argumente anhängen	CPH=NACHSEIHEN	E043	H3	aktuellen Posten nachseihen	COMPOSED_LEARNED_PROSE_BODY
SF0098	cthaiin	PROSE_ONLY	1	f10r	CTH+AIIN	PRODUCTIVE_COMMON_COMPOSITION	Fertigmaß	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E018	H2	Fertigmaß	PRODUCTIVE_CORE_PLUS_EDGE
SF0099	cthoor	PROSE_ONLY	1	f10r	CTH+OR	PRODUCTIVE_COMMON_COMPOSITION	Ansatz bereit	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E002	H1	Ansatz bereit	PRODUCTIVE_CORE_PLUS_EDGE
SF0100	cthy	PROSE_ONLY	3	f10r|f11r	CTH+Y	PRODUCTIVE_COMMON_COMPOSITION	bereit	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E014	H1	bereit	PRODUCTIVE_CORE_PLUS_EDGE
SF0101	d	ASTRO_ONLY	1	f69v	D	TABLE_LOCAL_CODE	Festwert	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A3:G134	A3_LEFT_RADIAL_SLOT_23	Festwert	ASTRO_LOCAL_PRIMITIVE_MICROCODE
SF0102	dadaiin	ASTRO_ONLY	1	f67r2	AIIN	REGISTERED_RENDERER_ALLOGRAPH	Sollwert	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A1:G127	A1_LEFT_LOCAL_FIELD_51	Sollwert	REGISTERED_IIN_AIIN_ALLOGRAPH
SF0103	daiial	ASTRO_ONLY	1	f69v	AL	REGISTERED_RENDERER_ALLOGRAPH	Zielsektor, Zielstern oder Zielfeld	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A3:G056	A3_MIDDLE_WHEEL_RING_TEXT	Zielsektor, Zielstern oder Zielfeld	REGISTERED_RELATIONAL_CORE_ALLOGRAPH
SF0104	daiiin	PROSE_ONLY	1	f83r	IIN	PRODUCTIVE_COMMON_COMPOSITION	Öffnungsstufe	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E371	B5	Öffnungsstufe	PRODUCTIVE_BREVIGRAPH
SF0105	daiin	PROSE_AND_ASTRO	15	f10r|f11r|f55v|f56r|f67r2|f81v|f82r|f83r	AIIN	REGISTERED_RENDERER_ALLOGRAPH	Sollwert	gemeinsamer Kern bleibt; Bild oder Diagramm konkretisiert den Gegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	E009	H1	Sollmaß	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
SF0106	dain	PROSE_AND_ASTRO	3	f67r2|f83r	AIN	REGISTER_SPLIT	Portion	gemeinsamer Kern bleibt; Bild oder Diagramm konkretisiert den Gegenstand	Register zuerst bestimmen und dann getrennte Lesung wählen	PROSE:DAIN_WHOLE	E327	B4	Tuch	REGISTER_SPLIT_ASTRO_AIN_PROSE_DAIN_WHOLE
SF0107	dair	ASTRO_ONLY	3	f69v	AIR	REGISTERED_RENDERER_ALLOGRAPH	Lauf/Bahn	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A3:G001	A3_LEFT_WHEEL_RING_TEXT	Lauf/Bahn	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
SF0108	dairydy	PROSE_ONLY	1	f83r	AIR+Y+CLOSE	PRODUCTIVE_COMMON_COMPOSITION	Wasserlauf schliessen; Schluss	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E351	B4	Wasserlauf schliessen; Schluss	PRODUCTIVE_CORE_PLUS_EDGE
SF0109	dal	PROSE_AND_ASTRO	10	f56r|f67r2|f69v|f83r	AL	REGISTERED_RENDERER_ALLOGRAPH	Ziel	gemeinsamer Kern bleibt; Bild oder Diagramm konkretisiert den Gegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	E082	H5	dorthin	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
SF0110	dalchdy	PROSE_ONLY	1	f83r	AL+CHD+CLOSE	PRODUCTIVE_COMMON_COMPOSITION	dorthin umsetzen; Schluss	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E280	B3	dorthin umsetzen; Schluss	PRODUCTIVE_CORE_PLUS_EDGE
SF0111	daldy	PROSE_ONLY	1	f82r	AL+CLOSE	PRODUCTIVE_COMMON_COMPOSITION	Nebenoeffnung; Schluss	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E223	B2	Nebenoeffnung; Schluss	PRODUCTIVE_CORE_PLUS_EDGE
SF0112	dar	PROSE_AND_ASTRO	4	f10r|f67r2|f69v|f83r	AR	REGISTERED_RENDERER_ALLOGRAPH	Quelle	gemeinsamer Kern bleibt; Bild oder Diagramm konkretisiert den Gegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	E031	H2	aus dem Ansatz	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
SF0113	daram	ASTRO_ONLY	1	f68r1	AR+AM	TABLE_LOCAL_CODE	Quellaspekt	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A2:G026	A2_RIGHT_PANEL_HEADER	Quellaspekt	ASTRO_LOCAL_PRODUCTIVE_CONTENT_ROOT
SF0114	dary	ASTRO_ONLY	1	f68r1	AR	REGISTERED_RENDERER_ALLOGRAPH	Ausgangssektor, Ursprung oder Bezugswert	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A2:G030	A2_MULTIPANEL_HEADER_FRAGMENT_06	Ausgangssektor, Ursprung oder Bezugswert	REGISTERED_RELATIONAL_CORE_ALLOGRAPH
SF0115	dchdar	ASTRO_ONLY	1	f67r2	CHD+AR	REGISTERED_RENDERER_ALLOGRAPH	von Quelle umsetzen	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A1:G129	A1_LEFT_OUTER_STAR_STATION_02	von Quelle umsetzen	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
SF0116	dchdy	PROSE_ONLY	1	f81v	CHD+CLOSE	PRODUCTIVE_COMMON_COMPOSITION	weitergeführten Posten überführen; Schluss	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E158	B1	weitergeführten Posten überführen; Schluss	PRODUCTIVE_CORE_PLUS_EDGE
SF0117	dchedy	PROSE_ONLY	1	f82r	CHD+CLOSE	PRODUCTIVE_COMMON_COMPOSITION	Posten überführen; Schluss	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E167	B2	Posten überführen; Schluss	PRODUCTIVE_CORE_PLUS_EDGE
SF0118	dchetay	ASTRO_ONLY	1	f67r2	D+CH+T+A+Y	TABLE_LOCAL_CODE	fester aktueller Hauptphasen-Zustand	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G014	A1_RIGHT_SECTOR_SLOT_06	fester aktueller Hauptphasen-Zustand	ASTRO_LOCAL_PHASE_SELECTION_MICROCODE
SF0119	dchey	PROSE_ONLY	1	f10r	DCHE+Y	LEARNED_TECHNICAL_BODY	Wurzel als aktueller Posten	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	Fachkörper als Einheit lernen und Argumente anhängen	DCHE=WURZEL	E001	H1	Wurzel als aktueller Posten	COMPOSED_LEARNED_PROSE_BODY
SF0120	dchol	PROSE_ONLY	1	f11r	PREV+OL	LEARNED_TECHNICAL_BODY	vorigen Posten fortsetzen	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	Fachkörper als Einheit lernen und Argumente anhängen	NONE	E047	H3	vorigen Posten fortsetzen	FINAL_PRODUCTIVE_BODY_OR_REGISTER_SPLIT
SF0121	dchor	ASTRO_ONLY	2	f68r1|f69v	HO	REGISTERED_RENDERER_ALLOGRAPH	Bedingungs-, Tabellen- oder Wahlansatz	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A2:G027	A2_MULTIPANEL_HEADER_FRAGMENT_04	Bedingungs-, Tabellen- oder Wahlansatz	REGISTERED_ASTRO_OPERATION_ALLOGRAPH
SF0122	dchy	ASTRO_ONLY	1	f69v	D+CH+Y	TABLE_LOCAL_CODE	fester aktueller Zustand	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A3:G097	A3_RIGHT_WHEEL_RING_TEXT	fester aktueller Zustand	ASTRO_LOCAL_PRIMITIVE_MICROCODE
SF0123	dl	PROSE_ONLY	2	f81v	LOCAL_WHOLE	MEMORIZED_WHOLE_CARD	Zusatz	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gesamte Karte auswendig aus dem Exemplar lernen	LOCAL_WHOLE	E112	B1	Zusatz	NOMENCLATOR_WHOLE_SIGN
SF0124	doair	ASTRO_ONLY	1	f69v	AIR	REGISTERED_RENDERER_ALLOGRAPH	Himmels-, Ring- oder Zeigerlauf	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A3:G079	A3_RIGHT_WHEEL_RING_TEXT	Himmels-, Ring- oder Zeigerlauf	REGISTERED_ASTRO_OPERATION_ALLOGRAPH
SF0125	doiin	ASTRO_ONLY	1	f67r2	IIN	REGISTERED_RENDERER_ALLOGRAPH	Tabellenstufe	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A1:G034	A1_RIGHT_RING_BAND_02	Tabellenstufe	REGISTERED_IIN_AIIN_ALLOGRAPH
SF0126	doiir	ASTRO_ONLY	1	f69v	D+O+IIR	TABLE_LOCAL_CODE	fester Grundindex	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A3:G016	A3_LEFT_WHEEL_RING_TEXT	fester Grundindex	ASTRO_LOCAL_INDEX_PAIR_CLASS_MICROCODE
SF0127	dokan	ASTRO_ONLY	1	f67r2	OK	REGISTERED_RENDERER_ALLOGRAPH	Diagrammposten setzen oder aktivieren	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A1:G081	A1_LEFT_LOCAL_FIELD_33	Diagrammposten setzen oder aktivieren	REGISTERED_ASTRO_OPERATION_ALLOGRAPH
SF0128	dolchedy	ASTRO_ONLY	1	f68r1	OL+CHD	REGISTERED_RENDERER_ALLOGRAPH	Fortsetzen + Umsetzen	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A2:G060	A2_STAR_STATION_28	Fortsetzen + Umsetzen	REGISTERED_RELATIONAL_CORE_ALLOGRAPH
SF0129	dolchsody	ASTRO_ONLY	1	f67r2	OL	REGISTERED_RENDERER_ALLOGRAPH	im selben Ring, Band oder Satz fortsetzen	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A1:G036	A1_LEFT_LOCAL_FIELD_15	im selben Ring, Band oder Satz fortsetzen	REGISTERED_RELATIONAL_CORE_ALLOGRAPH
SF0130	dosar	ASTRO_ONLY	1	f67r2	AR	REGISTERED_RENDERER_ALLOGRAPH	Ausgangssektor, Ursprung oder Bezugswert	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A1:G077	A1_LEFT_LOCAL_FIELD_32	Ausgangssektor, Ursprung oder Bezugswert	REGISTERED_RELATIONAL_CORE_ALLOGRAPH
SF0131	dshedy	PROSE_ONLY	1	f82r	SHED+E+CLOSE	PRODUCTIVE_COMMON_COMPOSITION	kurz absetzen; Schluss	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E189	B2	kurz absetzen; Schluss	PRODUCTIVE_CORE_PLUS_EDGE
SF0132	dsheol	PROSE_ONLY	1	f81v	SH+E+OL	PRODUCTIVE_COMMON_COMPOSITION	kurz weiter ruhen lassen	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E160	B1	kurz weiter ruhen lassen	PRODUCTIVE_CORE_PLUS_EDGE
SF0133	dy	PROSE_AND_ASTRO	14	f10r|f11r|f67r2|f69v|f82r	Y	REGISTERED_RENDERER_ALLOGRAPH	dieser Posten	gemeinsamer Kern bleibt; Bild oder Diagramm konkretisiert den Gegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	E020	H2	dieser Posten	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
SF0134	eckhear	ASTRO_ONLY	1	f68r1	CKHE+AR	REGISTERED_RENDERER_ALLOGRAPH	Seihen/Trennen + Quelle	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A2:G025	A2_RIGHT_PANEL_HEADER	Seihen/Trennen + Quelle	REGISTERED_RELATIONAL_CORE_ALLOGRAPH
SF0135	eesydy	ASTRO_ONLY	1	f67r2	EE+DY	BOUND_MODIFIER_COMPOSITION	lange Tabellenstufe festhalten	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	nur innerhalb der lizenzierten Familie auswerten	NONE	A1:G006	A1_RIGHT_SECTOR_SLOT_02	lange Tabellenstufe festhalten	ASTRO_PRODUCTIVE_BOUND_EE_GRADE
SF0136	es	ASTRO_ONLY	1	f67r2	SEL+S	TABLE_LOCAL_CODE	ausgewählter Nebenwert	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G114	A1_LEFT_LOCAL_FIELD_45	ausgewählter Nebenwert	ASTRO_LOCAL_PHASE_SELECTION_MICROCODE
SF0137	etyd	PROSE_ONLY	1	f10r	E+TY	PRODUCTIVE_COMMON_COMPOSITION	kleiner Restteil	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E010	H1	kleiner Restteil	PRODUCTIVE_BREVIGRAPH
SF0138	ey	ASTRO_ONLY	1	f67r2	SEL+Y	TABLE_LOCAL_CODE	aktuelle Auswahl	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G007	A1_RIGHT_SECTOR_SLOT_03	aktuelle Auswahl	ASTRO_LOCAL_PHASE_SELECTION_MICROCODE
SF0139	eykeody	ASTRO_ONLY	1	f69v	E+YK+E+OD+Y	TABLE_LOCAL_CODE	Klassenposten in kurzer Stufe markieren	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A3:G038	A3_LEFT_WHEEL_RING_TEXT	Klassenposten in kurzer Stufe markieren	ASTRO_OD_PRODUCTIVE_MODIFIER
SF0140	g	ASTRO_ONLY	1	f67r2	G	TABLE_LOCAL_CODE	GRAD	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G139	A1_LEFT_OUTER_STAR_STATION_07	GRAD	ASTRO_LOCAL_PRODUCTIVE_CONTENT_ROOT
SF0141	giin	ASTRO_ONLY	1	f67r2	G+IIN	TABLE_LOCAL_CODE	Gradstufe	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G087	A1_LEFT_LOCAL_FIELD_35	Gradstufe	ASTRO_LOCAL_PRODUCTIVE_CONTENT_ROOT
SF0142	iokeeor	ASTRO_ONLY	1	f69v	OK+EE+OR	BOUND_MODIFIER_COMPOSITION	Tabellensatz länger aktivieren	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	nur innerhalb der lizenzierten Familie auswerten	NONE	A3:G046	A3_MIDDLE_WHEEL_RING_TEXT	Tabellensatz länger aktivieren	ASTRO_PRODUCTIVE_BOUND_EE_GRADE
SF0143	kaiiin	PROSE_ONLY	1	f10r	IIN	PRODUCTIVE_COMMON_COMPOSITION	Weichstufe	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E036	H2	Weichstufe	PRODUCTIVE_BREVIGRAPH
SF0144	kain	PROSE_ONLY	2	f81v|f83r	AIN	REGISTERED_RENDERER_ALLOGRAPH	eine Portion	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	Schreiberrahmen normalisieren und Kern lesen	NONE	E107	B1	eine Portion	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
SF0145	kair	PROSE_ONLY	1	f81v	AIR	PRODUCTIVE_COMMON_COMPOSITION	Beckenwasser	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E103	B1	Beckenwasser	PRODUCTIVE_BREVIGRAPH
SF0146	kchal	PROSE_ONLY	1	f56r	KCH+AL	PRODUCTIVE_COMMON_COMPOSITION	an der Zielstelle bearbeiten	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E093	H5	an der Zielstelle bearbeiten	PRODUCTIVE_CORE_PLUS_EDGE
SF0147	kchey	PROSE_AND_ASTRO	2	f56r|f67r2	KCH+E+Y	PRODUCTIVE_COMMON_COMPOSITION	diesen Posten kurz bearbeiten	gemeinsamer Kern bleibt; Bild oder Diagramm konkretisiert den Gegenstand	gemeinsame Kerne in Reihenfolge lesen	NONE	E089	H5	diesen Posten kurz bearbeiten	PRODUCTIVE_CORE_PLUS_EDGE
SF0148	kchoar	PROSE_ONLY	1	f56r	CHEO+AR	PRODUCTIVE_COMMON_COMPOSITION	Auszug daraus	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	CHEO	E096	H5	Auszug daraus	PRODUCTIVE_CORE_PLUS_EDGE
SF0149	kchol	PROSE_ONLY	1	f56r	KCH+OL	PRODUCTIVE_COMMON_COMPOSITION	weiter bearbeiten	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E079	H5	weiter bearbeiten	PRODUCTIVE_CORE_PLUS_EDGE
SF0150	kchy	PROSE_AND_ASTRO	2	f11r|f67r2	KCH+Y	PRODUCTIVE_COMMON_COMPOSITION	diesen Posten bearbeiten	gemeinsamer Kern bleibt; Bild oder Diagramm konkretisiert den Gegenstand	gemeinsame Kerne in Reihenfolge lesen	NONE	E049	H3	diesen Posten bearbeiten	PRODUCTIVE_CORE_PLUS_EDGE
