bath_action_ordinal	primary_governor_key	action_slot_id	source_event_id	statement_id	physical_page	locus	paragraph_key	paragraph_locus_range	bath_segment_key	host_ordinal_in_statement	surface	component_recipe	carrier_slot_count	carrier_slot_ids	carrier_root_sequence	aiin_fill_present	body_blockers_present	state_before_object_class	state_before_source_event_id	reset_before	object_selection_route	gdt592_object_class	gdt592_object_lemma_de	gdt592_object_form_de	gdt592_object_source_event_id	gdt592_reference_origin_route	gdt592_reference_origin_event_id	carry_source_event_id	carry_source_action_slot_id	carry_source_primary_governor_key	carry_source_locus	carry_host_ordinal_distance	carry_intervening_host_count	carry_intervening_event_number_count	carry_locus_line_distance	carry_reference_class	carry_working_strength	handoff_donor_anchor_event_id	handoff_donor_carrier_source_event_id	handoff_source_action_slot_id	handoff_source_carrier_slot_ids	handoff_source_primary_governor_key	handoff_donor_host_ordinal_in_statement	handoff_source_root	handoff_source_locus	handoff_host_ordinal_distance	handoff_anchor_intervening_event_number_count	handoff_intervening_event_number_count	handoff_locus_line_distance	handoff_manual_visible_span	handoff_donor_clause_de	handoff_donor_phrase_provenance	retained_episode_alternative_de	gdt569_state_join_status	gdt569_state_edition_ordinal	gdt569_argument_carry	gdt569_action_carry	gdt569_argument_source_type	gdt569_inherited_argument_root	gdt569_explicit_argument_phrase_de	gdt569_carried_argument_phrase_de	gdt569_parallel_relation	gdt569_parallel_note_de	gdt590_current_clause_de	gdt592_completed_clause_de	clause_patch_required	retained_alternative_de	retained_generic_alternative_de	paragraph_boundary_after	guard
126	ACTION:G407-E2863@1:SH	RUNNING:G407-E2863@1	G407-E2863	G407-S426	f81r	f81r.24	f81r:P2	f81r.16–.31	G407-S426:BSEG01	1	shecphy	SH+E+CH+P+Y	0	NONE	NONE	NO	NONE	NONE	NONE	STATEMENT_START	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Badegut	das zu badende Gut	G407-E2863	COLD_BATH_OBJECT_DEFAULT	G407-E2863	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO_STATE_ROW	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO_GDT569_STATE_ROW	Keine ältere GDT569-State-Zeile für dieses Event.	Halte im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	YES	NOT_APPLICABLE	NOT_APPLICABLE	NONE	WRITTEN_OBJECT_FIRST__BLOCKER_THEN_13_EXACT_LOCAL_HANDOFFS__THEN_SAME_SEGMENT_BATH_CARRY__THEN_NEUTRAL_DEFAULT
127	ACTION:G407-E2869@1:SH	RUNNING:G407-E2869@1	G407-E2869	G407-S427	f81r	f81r.25	f81r:P2	f81r.16–.31	G407-S427:BSEG01	3	shedy	SH+E+DY	0	NONE	NONE	NO	NONE	NONE	NONE	NONE	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Badegut	das zu badende Gut	G407-E2869	COLD_BATH_OBJECT_DEFAULT	G407-E2869	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	MATCHED	925	YES	NO	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	GDT569_SPECIFIC_CANDIDATE_OVER_GENERIC_DEFAULT	Die ältere Wurzel ist ein konkreter Kandidat für das noch neutrale Badegut und wird für den nächsten Pass behalten.	Halte im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	YES	NOT_APPLICABLE	NOT_APPLICABLE	NONE	WRITTEN_OBJECT_FIRST__BLOCKER_THEN_13_EXACT_LOCAL_HANDOFFS__THEN_SAME_SEGMENT_BATH_CARRY__THEN_NEUTRAL_DEFAULT
128	ACTION:G407-E2880@1:SH	RUNNING:G407-E2880@1	G407-E2880	G407-S429	f81r	f81r.26	f81r:P2	f81r.16–.31	G407-S429:BSEG02	6	sheor	SH+E+OR	1	RUNNING:G407-E2880@3	OR	NO	NONE	NONE	NONE	NONE	WRITTEN_OR_UNIT	BATH_UNIT	Badeinheit	die Badeinheit	G407-E2880	WRITTEN_OR_UNIT	G407-E2880	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO_STATE_ROW	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO_GDT569_STATE_ROW	Keine ältere GDT569-State-Zeile für dieses Event.	Halte die Badeinheit im Bad auf Grad I	Halte die Badeinheit im Bad auf Grad I	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	WRITTEN_OBJECT_FIRST__BLOCKER_THEN_13_EXACT_LOCAL_HANDOFFS__THEN_SAME_SEGMENT_BATH_CARRY__THEN_NEUTRAL_DEFAULT
129	ACTION:G407-E2881@1:SH	RUNNING:G407-E2881@1	G407-E2881	G407-S429	f81r	f81r.26	f81r:P2	f81r.16–.31	G407-S429:BSEG02	7	shedy	SH+E+DY	0	NONE	NONE	NO	NONE	BATH_UNIT	G407-E2880	NONE	EPISODE_CARRY	BATH_UNIT	Badeinheit	dieselbe Badeinheit	G407-E2880	WRITTEN_OR_UNIT	G407-E2880	G407-E2880	RUNNING:G407-E2880@1	ACTION:G407-E2880@1:SH	f81r.26	1	0	0	0	TYPED_BATH_ACTION_CARRY	ADJACENT_VISIBLE_EVENT	NONE	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	MATCHED	931	YES	NO	CONTEXT_CARRY	OR	die Stationseinheit	dieselbe Stationseinheit	GDT569_CARRY_CLASS_ALIGNED	Die ältere Argumentwurzel und die neue Objektklasse sind kompatibel; Identität wird nicht behauptet.	Halte im Bad auf Grad I	Halte dieselbe Badeinheit im Bad auf Grad I	YES	NOT_APPLICABLE	Badegut	NONE	WRITTEN_OBJECT_FIRST__BLOCKER_THEN_13_EXACT_LOCAL_HANDOFFS__THEN_SAME_SEGMENT_BATH_CARRY__THEN_NEUTRAL_DEFAULT
130	ACTION:G407-E2897@1:SH	RUNNING:G407-E2897@1	G407-E2897	G407-S433	f81r	f81r.29	f81r:P2	f81r.16–.31	G407-S433:BSEG02	7	sheedy	SH+EE+DY	0	NONE	NONE	NO	NONE	NONE	NONE	NONE	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Badegut	das zu badende Gut	G407-E2897	COLD_BATH_OBJECT_DEFAULT	G407-E2897	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	MATCHED	938	YES	NO	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	GDT569_SPECIFIC_CANDIDATE_OVER_GENERIC_DEFAULT	Die ältere Wurzel ist ein konkreter Kandidat für das noch neutrale Badegut und wird für den nächsten Pass behalten.	Halte im Bad auf Grad II	Halte das zu badende Gut im Bad auf Grad II	YES	NOT_APPLICABLE	NOT_APPLICABLE	NONE	WRITTEN_OBJECT_FIRST__BLOCKER_THEN_13_EXACT_LOCAL_HANDOFFS__THEN_SAME_SEGMENT_BATH_CARRY__THEN_NEUTRAL_DEFAULT
131	ACTION:G407-E2906@1:SH	RUNNING:G407-E2906@1	G407-E2906	G407-S434	f81r	f81r.30	f81r:P2	f81r.16–.31	G407-S434:BSEG01	9	shedy	SH+E+DY	0	NONE	NONE	NO	NONE	NONE	NONE	NONE	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Badegut	das zu badende Gut	G407-E2906	COLD_BATH_OBJECT_DEFAULT	G407-E2906	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	MATCHED	941	YES	NO	CONTEXT_CARRY	AIIN	den Stationswert	denselben Stationswert	GDT569_CARRY_FILL_PARALLEL	AIIN bleibt Füllung/Wertspur und wird nicht mit dem Badegut gleichgesetzt.	Halte im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	YES	NOT_APPLICABLE	NOT_APPLICABLE	NONE	WRITTEN_OBJECT_FIRST__BLOCKER_THEN_13_EXACT_LOCAL_HANDOFFS__THEN_SAME_SEGMENT_BATH_CARRY__THEN_NEUTRAL_DEFAULT
132	ACTION:G407-E2912@3:SH	RUNNING:G407-E2912@3	G407-E2912	G407-S436	f81r	f81r.30	f81r:P2	f81r.16–.31	G407-S436:BSEG01	8	olkshdy	OL+K+SH+D_ADDR+Y	1	RUNNING:G407-E2912@5	Y	NO	D_ADDR	NONE	NONE	NONE	WRITTEN_Y_GDT590	STATION	Stationsansatz	den Stationsansatz	G407-E2912	WRITTEN_Y_GDT590	G407-E2912	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	MATCHED	945	NO	NO	VISIBLE_ARGUMENT_IN_CARD	NONE	den Stationsposten	NOT_APPLICABLE	GDT569_LOCAL_EXPLICIT_PARALLEL	Lokales GDT569-Argument bleibt als parallele Ereignisspur sichtbar.	Halte den Stationsansatz im Bad an der Stations-Arbeitsstelle	Halte den Stationsansatz im Bad an der Stations-Arbeitsstelle	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	WRITTEN_OBJECT_FIRST__BLOCKER_THEN_13_EXACT_LOCAL_HANDOFFS__THEN_SAME_SEGMENT_BATH_CARRY__THEN_NEUTRAL_DEFAULT
133	ACTION:G407-E2914@1:SH	RUNNING:G407-E2914@1	G407-E2914	G407-S436	f81r	f81r.31	f81r:P2	f81r.16–.31	G407-S436:BSEG01	10	shedy	SH+E+DY	0	NONE	NONE	NO	NONE	STATION	G407-E2912	NONE	EPISODE_CARRY	STATION	Stationsansatz	denselben Stationsansatz	G407-E2912	WRITTEN_Y_GDT590	G407-E2912	G407-E2912	RUNNING:G407-E2912@3	ACTION:G407-E2912@3:SH	f81r.30	2	1	1	1	TYPED_BATH_ACTION_CARRY	SHORT_VISIBLE_EVENT	NONE	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	MATCHED	947	YES	NO	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	GDT569_CARRY_CLASS_ALIGNED	Die ältere Argumentwurzel und die neue Objektklasse sind kompatibel; Identität wird nicht behauptet.	Halte im Bad auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	YES	NOT_APPLICABLE	Badegut	NONE	WRITTEN_OBJECT_FIRST__BLOCKER_THEN_13_EXACT_LOCAL_HANDOFFS__THEN_SAME_SEGMENT_BATH_CARRY__THEN_NEUTRAL_DEFAULT
134	ACTION:G407-E2917@1:SH	RUNNING:G407-E2917@1	G407-E2917	G407-S438	f81r	f81r.31	f81r:P2	f81r.16–.31	G407-S438:BSEG01	1	shedy	SH+E+DY	0	NONE	NONE	NO	NONE	NONE	NONE	STATEMENT_START	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Badegut	das zu badende Gut	G407-E2917	COLD_BATH_OBJECT_DEFAULT	G407-E2917	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	MATCHED	950	YES	NO	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	GDT569_SPECIFIC_CANDIDATE_OVER_GENERIC_DEFAULT	Die ältere Wurzel ist ein konkreter Kandidat für das noch neutrale Badegut und wird für den nächsten Pass behalten.	Halte im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	YES	NOT_APPLICABLE	NOT_APPLICABLE	NONE	WRITTEN_OBJECT_FIRST__BLOCKER_THEN_13_EXACT_LOCAL_HANDOFFS__THEN_SAME_SEGMENT_BATH_CARRY__THEN_NEUTRAL_DEFAULT
135	ACTION:G407-E2925@1:SH	RUNNING:G407-E2925@1	G407-E2925	G407-S441	f81v	f81v.1	f81v:P1	f81v.1–.9	G407-S441:BSEG01	2	shey	SH+E+Y	1	RUNNING:G407-E2925@3	Y	NO	NONE	NONE	NONE	NONE	WRITTEN_Y_GDT590	BODY	Körper	den Körper	G407-E2925	WRITTEN_Y_GDT590	G407-E2925	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO_STATE_ROW	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO_GDT569_STATE_ROW	Keine ältere GDT569-State-Zeile für dieses Event.	Halte den Körper im Bad auf Grad I	Halte den Körper im Bad auf Grad I	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	WRITTEN_OBJECT_FIRST__BLOCKER_THEN_13_EXACT_LOCAL_HANDOFFS__THEN_SAME_SEGMENT_BATH_CARRY__THEN_NEUTRAL_DEFAULT
136	ACTION:G407-E2927@1:SH	RUNNING:G407-E2927@1	G407-E2927	G407-S442	f81v	f81v.1	f81v:P1	f81v.1–.9	G407-S442:BSEG01	1	shekal	SH+E+K+AL	0	NONE	NONE	NO	NONE	NONE	NONE	STATEMENT_START	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Badegut	das zu badende Gut	G407-E2927	COLD_BATH_OBJECT_DEFAULT	G407-E2927	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO_STATE_ROW	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO_GDT569_STATE_ROW	Keine ältere GDT569-State-Zeile für dieses Event.	Halte im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	YES	NOT_APPLICABLE	NOT_APPLICABLE	NONE	WRITTEN_OBJECT_FIRST__BLOCKER_THEN_13_EXACT_LOCAL_HANDOFFS__THEN_SAME_SEGMENT_BATH_CARRY__THEN_NEUTRAL_DEFAULT
137	ACTION:G407-E2932@1:SH	RUNNING:G407-E2932@1	G407-E2932	G407-S443	f81v	f81v.1	f81v:P1	f81v.1–.9	G407-S443:BSEG01	1	shek	SH+E+K	0	NONE	NONE	NO	NONE	NONE	NONE	STATEMENT_START	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Badegut	das zu badende Gut	G407-E2932	COLD_BATH_OBJECT_DEFAULT	G407-E2932	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO_STATE_ROW	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO_GDT569_STATE_ROW	Keine ältere GDT569-State-Zeile für dieses Event.	Halte im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	YES	NOT_APPLICABLE	NOT_APPLICABLE	NONE	WRITTEN_OBJECT_FIRST__BLOCKER_THEN_13_EXACT_LOCAL_HANDOFFS__THEN_SAME_SEGMENT_BATH_CARRY__THEN_NEUTRAL_DEFAULT
138	ACTION:G407-E2934@5:SH	RUNNING:G407-E2934@5	G407-E2934	G407-S443	f81v	f81v.1	f81v:P1	f81v.1–.9	G407-S443:BSEG01	3	ofalsheky	O+LOCAL_CHAR_F+A_ADDR+L+SH+E+K+Y	0	NONE	NONE	NO	A_ADDR|L|LOCAL_CHAR_F|O	BATH_OBJECT	G407-E2932	NONE	BODY_BLOCKER_STATION	STATION	Stationsansatz	den Stationsansatz	G407-E2934	BODY_BLOCKER_STATION	G407-E2934	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO_STATE_ROW	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO_GDT569_STATE_ROW	Keine ältere GDT569-State-Zeile für dieses Event.	Halte im Bad in Anwendungsform, auf Grad I, in Feinform, an der Stations-Hauptstelle und über den Stationskontakt oder die Leitung	Halte den Stationsansatz im Bad in Anwendungsform, auf Grad I, in Feinform, an der Stations-Hauptstelle und über den Stationskontakt oder die Leitung	YES	NOT_APPLICABLE	NOT_APPLICABLE	NONE	WRITTEN_OBJECT_FIRST__BLOCKER_THEN_13_EXACT_LOCAL_HANDOFFS__THEN_SAME_SEGMENT_BATH_CARRY__THEN_NEUTRAL_DEFAULT
139	ACTION:G407-E2952@1:SH	RUNNING:G407-E2952@1	G407-E2952	G407-S446	f81v	f81v.3	f81v:P1	f81v.1–.9	G407-S446:BSEG01	2	shek	SH+E+K	0	NONE	NONE	NO	NONE	NONE	NONE	NONE	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Badegut	das zu badende Gut	G407-E2952	COLD_BATH_OBJECT_DEFAULT	G407-E2952	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO_STATE_ROW	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO_GDT569_STATE_ROW	Keine ältere GDT569-State-Zeile für dieses Event.	Halte im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	YES	NOT_APPLICABLE	NOT_APPLICABLE	NONE	WRITTEN_OBJECT_FIRST__BLOCKER_THEN_13_EXACT_LOCAL_HANDOFFS__THEN_SAME_SEGMENT_BATH_CARRY__THEN_NEUTRAL_DEFAULT
140	ACTION:G407-E2988@1:SH	RUNNING:G407-E2988@1	G407-E2988	G407-S449	f81v	f81v.7	f81v:P1	f81v.1–.9	G407-S449:BSEG01	4	sheckhal	SH+E+CH+K+AL	0	NONE	NONE	NO	NONE	NONE	NONE	NONE	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Badegut	das zu badende Gut	G407-E2988	COLD_BATH_OBJECT_DEFAULT	G407-E2988	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO_STATE_ROW	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO_GDT569_STATE_ROW	Keine ältere GDT569-State-Zeile für dieses Event.	Halte im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	YES	NOT_APPLICABLE	NOT_APPLICABLE	NONE	WRITTEN_OBJECT_FIRST__BLOCKER_THEN_13_EXACT_LOCAL_HANDOFFS__THEN_SAME_SEGMENT_BATH_CARRY__THEN_NEUTRAL_DEFAULT
141	ACTION:G407-E2997@1:SH	RUNNING:G407-E2997@1	G407-E2997	G407-S450	f81v	f81v.8	f81v:P1	f81v.1–.9	G407-S450:BSEG01	4	shedy	SH+E+DY	0	NONE	NONE	NO	NONE	NONE	NONE	NONE	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Badegut	das zu badende Gut	G407-E2997	COLD_BATH_OBJECT_DEFAULT	G407-E2997	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	MATCHED	973	YES	NO	CONTEXT_CARRY	OR	die Stationseinheit	dieselbe Stationseinheit	GDT569_SPECIFIC_CANDIDATE_OVER_GENERIC_DEFAULT	Die ältere Wurzel ist ein konkreter Kandidat für das noch neutrale Badegut und wird für den nächsten Pass behalten.	Halte im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	YES	NOT_APPLICABLE	NOT_APPLICABLE	NONE	WRITTEN_OBJECT_FIRST__BLOCKER_THEN_13_EXACT_LOCAL_HANDOFFS__THEN_SAME_SEGMENT_BATH_CARRY__THEN_NEUTRAL_DEFAULT
142	ACTION:G407-E2998@1:SH	RUNNING:G407-E2998@1	G407-E2998	G407-S451	f81v	f81v.8	f81v:P1	f81v.1–.9	G407-S451:BSEG01	1	sheedy	SH+EE+DY	0	NONE	NONE	NO	NONE	NONE	NONE	STATEMENT_START	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Badegut	das zu badende Gut	G407-E2998	COLD_BATH_OBJECT_DEFAULT	G407-E2998	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	MATCHED	974	YES	NO	CONTEXT_CARRY	OR	die Stationseinheit	dieselbe Stationseinheit	GDT569_SPECIFIC_CANDIDATE_OVER_GENERIC_DEFAULT	Die ältere Wurzel ist ein konkreter Kandidat für das noch neutrale Badegut und wird für den nächsten Pass behalten.	Halte im Bad auf Grad II	Halte das zu badende Gut im Bad auf Grad II	YES	NOT_APPLICABLE	NOT_APPLICABLE	NONE	WRITTEN_OBJECT_FIRST__BLOCKER_THEN_13_EXACT_LOCAL_HANDOFFS__THEN_SAME_SEGMENT_BATH_CARRY__THEN_NEUTRAL_DEFAULT
143	ACTION:G407-E3012@3:SH	RUNNING:G407-E3012@3	G407-E3012	G407-S455	f81v	f81v.10	f81v:P2	f81v.10–.27	G407-S455:BSEG01	3	polshy	P+OL+SH+Y	1	RUNNING:G407-E3012@4	Y	NO	NONE	NONE	NONE	NONE	WRITTEN_Y_GDT590	BODY	Körper	den Körper	G407-E3012	WRITTEN_Y_GDT590	G407-E3012	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	MATCHED	981	NO	NO	VISIBLE_ARGUMENT_IN_CARD	NONE	den Stationsposten	NOT_APPLICABLE	GDT569_LOCAL_EXPLICIT_PARALLEL	Lokales GDT569-Argument bleibt als parallele Ereignisspur sichtbar.	Halte den Körper im Bad	Halte den Körper im Bad	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	WRITTEN_OBJECT_FIRST__BLOCKER_THEN_13_EXACT_LOCAL_HANDOFFS__THEN_SAME_SEGMENT_BATH_CARRY__THEN_NEUTRAL_DEFAULT
