bath_episode_ordinal	bath_segment_key	statement_id	physical_page	paragraph_key	paragraph_locus_range	bath_action_count	action_slot_sequence	primary_governor_sequence	source_event_sequence	surface_sequence	object_class_sequence	object_lemma_sequence_de	selection_route_sequence	patch_count	carry_count	local_handoff_count	cold_start_route	guard
63	G407-S358:BSEG01	G407-S358	f77r	f77r:P2	f77r.25–.37	1	RUNNING:G407-E2537@1	ACTION:G407-E2537@1:SH	G407-E2537	shedy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
64	G407-S359:BSEG01	G407-S359	f77r	f77r:P2	f77r.25–.37	1	RUNNING:G407-E2539@1	ACTION:G407-E2539@1:SH	G407-E2539	shedar	STATION	Stationsansatz	BODY_BLOCKER_STATION	1	0	0	BODY_BLOCKER_STATION	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
65	G407-S362:BSEG01	G407-S362	f77r	f77r:P2	f77r.25–.37	1	RUNNING:G407-E2552@1	ACTION:G407-E2552@1:SH	G407-E2552	shedy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
66	G407-S370:BSEG02	G407-S370	f77r	f77r:P2	f77r.25–.37	1	RUNNING:G407-E2584@1	ACTION:G407-E2584@1:SH	G407-E2584	cheey	BODY	Körper	WRITTEN_Y_GDT590	0	0	0	WRITTEN_Y_GDT590	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
67	G407-S372:BSEG01	G407-S372	f77r	f77r:P2	f77r.25–.37	1	RUNNING:G407-E2597@1	ACTION:G407-E2597@1:SH	G407-E2597	shedy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
68	G407-S374:BSEG01	G407-S374	f77r	f77r:P2	f77r.25–.37	1	RUNNING:G407-E2608@1	ACTION:G407-E2608@1:SH	G407-E2608	sheedy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
69	G407-S375:BSEG01	G407-S375	f77r	f77r:P2	f77r.25–.37	1	RUNNING:G407-E2612@1	ACTION:G407-E2612@1:SH	G407-E2612	dshedy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
70	G407-S379:BSEG01	G407-S379	f77r	f77r:P2	f77r.25–.37	1	RUNNING:G407-E2625@1	ACTION:G407-E2625@1:SH	G407-E2625	cheey	BODY	Körper	WRITTEN_Y_GDT590	0	0	0	WRITTEN_Y_GDT590	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
71	G407-S380:BSEG01	G407-S380	f77r	f77r:P3	f77r.38–.48	1	RUNNING:G407-E2628@1	ACTION:G407-E2628@1:SH	G407-E2628	shedy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
72	G407-S381:BSEG01	G407-S381	f77r	f77r:P3	f77r.38–.48	1	RUNNING:G407-E2634@1	ACTION:G407-E2634@1:SH	G407-E2634	shedy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
73	G407-S382:BSEG01	G407-S382	f77r	f77r:P3	f77r.38–.48	4	RUNNING:G407-E2637@1|RUNNING:G407-E2638@1|RUNNING:G407-E2639@2|RUNNING:G407-E2641@1	ACTION:G407-E2637@1:SH|ACTION:G407-E2638@1:SH|ACTION:G407-E2639@2:SH|ACTION:G407-E2641@1:SH	G407-E2637|G407-E2638|G407-E2639|G407-E2641	cheey|sheckhey|lsheey|sheedy	BODY→BODY→STATION→STATION	Körper→Körper→Stationsansatz→Stationsansatz	WRITTEN_Y_GDT590→EPISODE_CARRY→WRITTEN_Y_GDT590→INTERVENING_OBJECT_HANDOFF	2	1	1	WRITTEN_Y_GDT590	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
74	G407-S384:BSEG01	G407-S384	f77r	f77r:P3	f77r.38–.48	1	RUNNING:G407-E2647@1	ACTION:G407-E2647@1:SH	G407-E2647	sheeol	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
75	G407-S384:BSEG02	G407-S384	f77r	f77r:P3	f77r.38–.48	1	RUNNING:G407-E2649@1	ACTION:G407-E2649@1:SH	G407-E2649	shody	STATION	Stationsansatz	BODY_BLOCKER_STATION	1	0	0	BODY_BLOCKER_STATION	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
76	G407-S385:BSEG02	G407-S385	f77r	f77r:P3	f77r.38–.48	1	RUNNING:G407-E2652@1	ACTION:G407-E2652@1:SH	G407-E2652	sh	BODY	Körper	WRITTEN_Y_GDT590	0	0	0	WRITTEN_Y_GDT590	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
77	G407-S390:BSEG01	G407-S390	f77r	f77r:P3	f77r.38–.48	1	RUNNING:G407-E2670@1	ACTION:G407-E2670@1:SH	G407-E2670	chee	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
78	G407-S392:BSEG01	G407-S392	f77r	f77r:P3	f77r.38–.48	3	RUNNING:G407-E2677@1|RUNNING:G407-E2682@1|RUNNING:G407-E2697@5	ACTION:G407-E2677@1:SH|ACTION:G407-E2682@1:SH|ACTION:G407-E2697@5:SH	G407-E2677|G407-E2682|G407-E2697	sheey|cheey|chlchpsheey	BODY→STATION→BODY	Körper→Stationsansatz→Körper	WRITTEN_Y_GDT590→WRITTEN_Y_GDT590→WRITTEN_Y_GDT590	0	0	0	WRITTEN_Y_GDT590	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
79	G407-S392:BSEG02	G407-S392	f77r	f77r:P3	f77r.38–.48	1	RUNNING:G407-E2704@2	ACTION:G407-E2704@2:SH	G407-E2704	ysheey	STATION	Stationsansatz	WRITTEN_Y_GDT590	0	0	0	WRITTEN_Y_GDT590	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
80	G407-S396:BSEG01	G407-S396	f81r	f81r:P1	f81r.1–.15	1	RUNNING:G407-E2719@3	ACTION:G407-E2719@3:SH	G407-E2719	ofshdy	STATION	Stationsansatz	WRITTEN_Y_GDT590	0	0	0	WRITTEN_Y_GDT590	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
81	G407-S396:BSEG03	G407-S396	f81r	f81r:P1	f81r.1–.15	2	RUNNING:G407-E2731@1|RUNNING:G407-E2736@1	ACTION:G407-E2731@1:SH|ACTION:G407-E2736@1:SH	G407-E2731|G407-E2736	chees|shedy	STATION→STATION	Stationsansatz→Stationsansatz	BODY_BLOCKER_STATION→INTERVENING_OBJECT_HANDOFF	2	0	1	BODY_BLOCKER_STATION	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
82	G407-S397:BSEG02	G407-S397	f81r	f81r:P1	f81r.1–.15	2	RUNNING:G407-E2757@1|RUNNING:G407-E2760@2	ACTION:G407-E2757@1:SH|ACTION:G407-E2760@2:SH	G407-E2757|G407-E2760	shor|dshees	BATH_UNIT→STATION	Badeinheit→Stationsansatz	WRITTEN_OR_UNIT→BODY_BLOCKER_STATION	1	0	0	WRITTEN_OR_UNIT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
83	G407-S401:BSEG01	G407-S401	f81r	f81r:P1	f81r.1–.15	1	RUNNING:G407-E2778@1	ACTION:G407-E2778@1:SH	G407-E2778	cheey	STATION	Stationsansatz	WRITTEN_Y_GDT590	0	0	0	WRITTEN_Y_GDT590	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
84	G407-S402:BSEG01	G407-S402	f81r	f81r:P1	f81r.1–.15	1	RUNNING:G407-E2783@1	ACTION:G407-E2783@1:SH	G407-E2783	sheckhedy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
85	G407-S405:BSEG01	G407-S405	f81r	f81r:P1	f81r.1–.15	1	RUNNING:G407-E2788@1	ACTION:G407-E2788@1:SH	G407-E2788	sheedy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
86	G407-S406:BSEG01	G407-S406	f81r	f81r:P1	f81r.1–.15	1	RUNNING:G407-E2792@1	ACTION:G407-E2792@1:SH	G407-E2792	shedy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
87	G407-S416:BSEG01	G407-S416	f81r	f81r:P2	f81r.16–.31	1	RUNNING:G407-E2817@1	ACTION:G407-E2817@1:SH	G407-E2817	shey	BODY	Körper	WRITTEN_Y_GDT590	0	0	0	WRITTEN_Y_GDT590	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
88	G407-S417:BSEG01	G407-S417	f81r	f81r:P2	f81r.16–.31	1	RUNNING:G407-E2821@2	ACTION:G407-E2821@2:SH	G407-E2821	osheedy	STATION	Stationsansatz	BODY_BLOCKER_STATION	1	0	0	BODY_BLOCKER_STATION	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
89	G407-S418:BSEG01	G407-S418	f81r	f81r:P2	f81r.16–.31	1	RUNNING:G407-E2822@1	ACTION:G407-E2822@1:SH	G407-E2822	shedy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
90	G407-S419:BSEG01	G407-S419	f81r	f81r:P2	f81r.16–.31	1	RUNNING:G407-E2824@1	ACTION:G407-E2824@1:SH	G407-E2824	shedy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
91	G407-S422:BSEG01	G407-S422	f81r	f81r:P2	f81r.16–.31	1	RUNNING:G407-E2828@1	ACTION:G407-E2828@1:SH	G407-E2828	sheedy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
92	G407-S424:BSEG01	G407-S424	f81r	f81r:P2	f81r.16–.31	1	RUNNING:G407-E2839@1	ACTION:G407-E2839@1:SH	G407-E2839	dshedy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
93	G407-S425:BSEG02	G407-S425	f81r	f81r:P2	f81r.16–.31	1	RUNNING:G407-E2843@2	ACTION:G407-E2843@2:SH	G407-E2843	olshey	STATION	Stationsansatz	WRITTEN_Y_GDT590	0	0	0	WRITTEN_Y_GDT590	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
94	G407-S425:BSEG04	G407-S425	f81r	f81r:P2	f81r.16–.31	1	RUNNING:G407-E2857@1	ACTION:G407-E2857@1:SH	G407-E2857	sheckhy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
95	G407-S426:BSEG01	G407-S426	f81r	f81r:P2	f81r.16–.31	1	RUNNING:G407-E2863@1	ACTION:G407-E2863@1:SH	G407-E2863	shecphy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
96	G407-S427:BSEG01	G407-S427	f81r	f81r:P2	f81r.16–.31	1	RUNNING:G407-E2869@1	ACTION:G407-E2869@1:SH	G407-E2869	shedy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
97	G407-S429:BSEG02	G407-S429	f81r	f81r:P2	f81r.16–.31	2	RUNNING:G407-E2880@1|RUNNING:G407-E2881@1	ACTION:G407-E2880@1:SH|ACTION:G407-E2881@1:SH	G407-E2880|G407-E2881	sheor|shedy	BATH_UNIT→BATH_UNIT	Badeinheit→Badeinheit	WRITTEN_OR_UNIT→EPISODE_CARRY	1	1	0	WRITTEN_OR_UNIT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
98	G407-S433:BSEG02	G407-S433	f81r	f81r:P2	f81r.16–.31	1	RUNNING:G407-E2897@1	ACTION:G407-E2897@1:SH	G407-E2897	sheedy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
99	G407-S434:BSEG01	G407-S434	f81r	f81r:P2	f81r.16–.31	1	RUNNING:G407-E2906@1	ACTION:G407-E2906@1:SH	G407-E2906	shedy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
100	G407-S436:BSEG01	G407-S436	f81r	f81r:P2	f81r.16–.31	2	RUNNING:G407-E2912@3|RUNNING:G407-E2914@1	ACTION:G407-E2912@3:SH|ACTION:G407-E2914@1:SH	G407-E2912|G407-E2914	olkshdy|shedy	STATION→STATION	Stationsansatz→Stationsansatz	WRITTEN_Y_GDT590→EPISODE_CARRY	1	1	0	WRITTEN_Y_GDT590	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
101	G407-S438:BSEG01	G407-S438	f81r	f81r:P2	f81r.16–.31	1	RUNNING:G407-E2917@1	ACTION:G407-E2917@1:SH	G407-E2917	shedy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
102	G407-S441:BSEG01	G407-S441	f81v	f81v:P1	f81v.1–.9	1	RUNNING:G407-E2925@1	ACTION:G407-E2925@1:SH	G407-E2925	shey	BODY	Körper	WRITTEN_Y_GDT590	0	0	0	WRITTEN_Y_GDT590	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
103	G407-S442:BSEG01	G407-S442	f81v	f81v:P1	f81v.1–.9	1	RUNNING:G407-E2927@1	ACTION:G407-E2927@1:SH	G407-E2927	shekal	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
104	G407-S443:BSEG01	G407-S443	f81v	f81v:P1	f81v.1–.9	2	RUNNING:G407-E2932@1|RUNNING:G407-E2934@5	ACTION:G407-E2932@1:SH|ACTION:G407-E2934@5:SH	G407-E2932|G407-E2934	shek|ofalsheky	BATH_OBJECT→STATION	Badegut→Stationsansatz	COLD_BATH_OBJECT_DEFAULT→BODY_BLOCKER_STATION	2	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
105	G407-S446:BSEG01	G407-S446	f81v	f81v:P1	f81v.1–.9	1	RUNNING:G407-E2952@1	ACTION:G407-E2952@1:SH	G407-E2952	shek	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
106	G407-S449:BSEG01	G407-S449	f81v	f81v:P1	f81v.1–.9	1	RUNNING:G407-E2988@1	ACTION:G407-E2988@1:SH	G407-E2988	sheckhal	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
107	G407-S450:BSEG01	G407-S450	f81v	f81v:P1	f81v.1–.9	1	RUNNING:G407-E2997@1	ACTION:G407-E2997@1:SH	G407-E2997	shedy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
108	G407-S451:BSEG01	G407-S451	f81v	f81v:P1	f81v.1–.9	1	RUNNING:G407-E2998@1	ACTION:G407-E2998@1:SH	G407-E2998	sheedy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
109	G407-S455:BSEG01	G407-S455	f81v	f81v:P2	f81v.10–.27	2	RUNNING:G407-E3012@3|RUNNING:G407-E3013@2	ACTION:G407-E3012@3:SH|ACTION:G407-E3013@2:SH	G407-E3012|G407-E3013	polshy|ashyteed	BODY→STATION	Körper→Stationsansatz	WRITTEN_Y_GDT590→WRITTEN_Y_GDT590	0	0	0	WRITTEN_Y_GDT590	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
110	G407-S457:BSEG01	G407-S457	f81v	f81v:P2	f81v.10–.27	1	RUNNING:G407-E3017@2	ACTION:G407-E3017@2:SH	G407-E3017	okshedy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
111	G407-S458:BSEG02	G407-S458	f81v	f81v:P2	f81v.10–.27	3	RUNNING:G407-E3020@2|RUNNING:G407-E3030@2|RUNNING:G407-E3034@1	ACTION:G407-E3020@2:SH|ACTION:G407-E3030@2:SH|ACTION:G407-E3034@1:SH	G407-E3020|G407-E3030|G407-E3034	yshey|dsholyd|shedy	STATION→STATION→STATION	Stationsansatz→Stationsansatz→Stationsansatz	WRITTEN_Y_GDT590→WRITTEN_Y_GDT590→INTERVENING_OBJECT_HANDOFF	1	0	1	WRITTEN_Y_GDT590	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
112	G407-S462:BSEG01	G407-S462	f81v	f81v:P2	f81v.10–.27	1	RUNNING:G407-E3040@4	ACTION:G407-E3040@4:SH	G407-E3040	ykeshey	BODY	Körper	WRITTEN_Y_GDT590	0	0	0	WRITTEN_Y_GDT590	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
113	G407-S465:BSEG01	G407-S465	f81v	f81v:P2	f81v.10–.27	1	RUNNING:G407-E3049@1	ACTION:G407-E3049@1:SH	G407-E3049	dshedy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
114	G407-S466:BSEG01	G407-S466	f81v	f81v:P2	f81v.10–.27	1	RUNNING:G407-E3051@1	ACTION:G407-E3051@1:SH	G407-E3051	sheeky	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
115	G407-S468:BSEG01	G407-S468	f81v	f81v:P2	f81v.10–.27	2	RUNNING:G407-E3060@1|RUNNING:G407-E3067@1	ACTION:G407-E3060@1:SH|ACTION:G407-E3067@1:SH	G407-E3060|G407-E3067	sheey|shedy	BODY→BATH_UNIT	Körper→Stationseinheit	WRITTEN_Y_GDT590→INTERVENING_OBJECT_HANDOFF	1	0	1	WRITTEN_Y_GDT590	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
116	G407-S469:BSEG01	G407-S469	f81v	f81v:P2	f81v.10–.27	2	RUNNING:G407-E3071@2|RUNNING:G407-E3072@2	ACTION:G407-E3071@2:SH|ACTION:G407-E3072@2:SH	G407-E3071|G407-E3072	rshdy|lshedy	STATION→STATION	Stationsansatz→Stationsansatz	WRITTEN_Y_GDT590→BODY_BLOCKER_STATION	1	0	0	WRITTEN_Y_GDT590	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
117	G407-S471:BSEG01	G407-S471	f81v	f81v:P2	f81v.10–.27	1	RUNNING:G407-E3079@1	ACTION:G407-E3079@1:SH	G407-E3079	shedy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
118	G407-S474:BSEG01	G407-S474	f81v	f81v:P2	f81v.10–.27	1	RUNNING:G407-E3090@1	ACTION:G407-E3090@1:SH	G407-E3090	shedy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
119	G407-S477:BSEG01	G407-S477	f81v	f81v:P2	f81v.10–.27	1	RUNNING:G407-E3097@1	ACTION:G407-E3097@1:SH	G407-E3097	shedy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
120	G407-S480:BSEG01	G407-S480	f81v	f81v:P2	f81v.10–.27	1	RUNNING:G407-E3109@2	ACTION:G407-E3109@2:SH	G407-E3109	lshety	STATION	Stationsansatz	BODY_BLOCKER_STATION	1	0	0	BODY_BLOCKER_STATION	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
121	G407-S482:BSEG02	G407-S482	f81v	f81v:P2	f81v.10–.27	2	RUNNING:G407-E3113@2|RUNNING:G407-E3115@2	ACTION:G407-E3113@2:SH|ACTION:G407-E3115@2:SH	G407-E3113|G407-E3115	lsho|lshedy	PORTION→STATION	Anwendungsportion→Stationsansatz	WRITTEN_AIN_PORTION→BODY_BLOCKER_STATION	1	0	0	WRITTEN_AIN_PORTION	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
122	G407-S483:BSEG01	G407-S483	f81v	f81v:P2	f81v.10–.27	1	RUNNING:G407-E3116@2	ACTION:G407-E3116@2:SH	G407-E3116	lshedy	STATION	Stationsansatz	BODY_BLOCKER_STATION	1	0	0	BODY_BLOCKER_STATION	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
123	G407-S484:BSEG02	G407-S484	f81v	f81v:P2	f81v.10–.27	1	RUNNING:G407-E3125@1	ACTION:G407-E3125@1:SH	G407-E3125	cheey	STATION	Stationsansatz	WRITTEN_Y_GDT590	0	0	0	WRITTEN_Y_GDT590	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
124	G407-S485:BSEG01	G407-S485	f81v	f81v:P2	f81v.10–.27	1	RUNNING:G407-E3134@1	ACTION:G407-E3134@1:SH	G407-E3134	shedy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
125	G407-S488:BSEG01	G407-S488	f81v	f81v:P2	f81v.10–.27	1	RUNNING:G407-E3149@2	ACTION:G407-E3149@2:SH	G407-E3149	oshedy	STATION	Stationsansatz	WRITTEN_Y_GDT590	0	0	0	WRITTEN_Y_GDT590	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
126	G407-S489:BSEG01	G407-S489	f81v	f81v:P2	f81v.10–.27	1	RUNNING:G407-E3154@1	ACTION:G407-E3154@1:SH	G407-E3154	shchey	BODY	Körper	WRITTEN_Y_GDT590	0	0	0	WRITTEN_Y_GDT590	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
127	G407-S490:BSEG01	G407-S490	f81v	f81v:P2	f81v.10–.27	1	RUNNING:G407-E3166@1	ACTION:G407-E3166@1:SH	G407-E3166	shey	BODY	Körper	WRITTEN_Y_GDT590	0	0	0	WRITTEN_Y_GDT590	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
