within_event_carrier_id	global_running_event_id	global_statement_id	card_ordinal_in_statement	physical_page	register	owner_class	owner_de	surface	component_recipe	explicit_action_roots	chch_action_pair_ordinal	left_component_position	right_component_position	between_component_atoms	extra_action_roots	extra_action_count	nonaction_frame_atoms	nonaction_frame_atom_count	explicit_argument_roots	inherited_argument_root	argument_mode	context_compatible	stream_active_argument_before	stream_active_argument_after	stream_state_matches_reference	stream_clause_matches_reference	factorized_action_replay_status	imperative_clause_de	guard
G507-W47	G407-E3010	G407-S454	7	f81v	BIOLOGICAL	BAD_ODER_BECKENFELD	gemeinsames zweireihiges Badfeld	checkhy	CH+E+CH+K+Y	CH|CH|K	1	1	3	E	K	1	E+Y	2	Y	NONE	EXPLICIT_ARGUMENTS	NO	OR	Y	YES	YES	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Entnimm den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu; auf Grad I.	WORKING_CONTEXT_BRIDGE_ONLY__TARGETS_REMAIN_COMPOSED_AND_UNOBSERVED
G507-W48	G407-E3261	G407-S510	4	f82r	BIOLOGICAL	BAD_ODER_BECKENFELD	mehrere getrennte Bad- und Leitungsstationen	checkho	CH+E+CH+K+O	CH|CH|K	1	1	3	E	K	1	E+O	2	NONE	Y	INHERITED_ARGUMENT	YES	Y	Y	YES	YES	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Entnimm den Stationsposten [wie zuvor], entnimm den Stationsposten [wie zuvor] und führe den Stationsposten [wie zuvor] zu; auf Grad I und als Ausführung.	WORKING_CONTEXT_BRIDGE_ONLY__TARGETS_REMAIN_COMPOSED_AND_UNOBSERVED
G507-W49	G407-E3407	G407-S548	2	f82r	BIOLOGICAL	BAD_ODER_BECKENFELD	mehrere getrennte Bad- und Leitungsstationen	chcthey	CH+CH+T+E+Y	CH|CH|T	1	1	2	NONE	T	1	E+Y	2	Y	NONE	EXPLICIT_ARGUMENTS	NO	AIIN	Y	YES	YES	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Entnimm den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein; auf Grad I.	WORKING_CONTEXT_BRIDGE_ONLY__TARGETS_REMAIN_COMPOSED_AND_UNOBSERVED
G507-W50	G407-E3442	G407-S556	8	f82r	BIOLOGICAL	BAD_ODER_BECKENFELD	mehrere getrennte Bad- und Leitungsstationen	chckhey	CH+CH+K+E+Y	CH|CH|K	1	1	2	NONE	K	1	E+Y	2	Y	NONE	EXPLICIT_ARGUMENTS	NO	AIIN	Y	YES	YES	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Entnimm den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu; auf Grad I.	WORKING_CONTEXT_BRIDGE_ONLY__TARGETS_REMAIN_COMPOSED_AND_UNOBSERVED
G507-W51	G407-E3494	G407-S566	5	f83r	BIOLOGICAL	LOKALE_STATIONSGRUPPE	Variantenatlas lokaler Becken und Anwendungen	checkhy	CH+E+CH+K+Y	CH|CH|K	1	1	3	E	K	1	E+Y	2	Y	NONE	EXPLICIT_ARGUMENTS	NO	AIIN	Y	YES	YES	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Entnimm den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu; auf Grad I.	WORKING_CONTEXT_BRIDGE_ONLY__TARGETS_REMAIN_COMPOSED_AND_UNOBSERVED
G507-W52	G407-E3528	G407-S576	6	f83r	BIOLOGICAL	LOKALE_STATIONSGRUPPE	Variantenatlas lokaler Becken und Anwendungen	checphedy	CH+E+CH+P+E+DY	CH|CH|P	1	1	3	E	P	1	E+E+DY	3	NONE	OR	INHERITED_ARGUMENT	YES	OR	OR	YES	YES	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Entnimm die Stationseinheit [wie zuvor], entnimm die Stationseinheit [wie zuvor] und setze die Stationseinheit [wie zuvor] ein; auf Grad I und auf Grad I; schließe den Schritt.	WORKING_CONTEXT_BRIDGE_ONLY__TARGETS_REMAIN_COMPOSED_AND_UNOBSERVED
G507-W53	G407-E3576	G407-S588	1	f83r	BIOLOGICAL	LOKALE_STATIONSGRUPPE	Variantenatlas lokaler Becken und Anwendungen	lchcphedy	L+CH+CH+P+E+DY	CH|CH|P	1	2	3	NONE	P	1	L+E+DY	3	NONE	Y	INHERITED_ARGUMENT	YES	Y	Y	YES	YES	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Entnimm den Stationsposten [wie zuvor], entnimm den Stationsposten [wie zuvor] und setze den Stationsposten [wie zuvor] ein; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	WORKING_CONTEXT_BRIDGE_ONLY__TARGETS_REMAIN_COMPOSED_AND_UNOBSERVED
G507-W54	G407-E3648	G407-S609	1	f83r	BIOLOGICAL	LOKALE_STATIONSGRUPPE	Variantenatlas lokaler Becken und Anwendungen	chckhdy	CH+CH+K+D_ADDR+Y	CH|CH|K	1	1	2	NONE	K	1	D_ADDR+Y	2	Y	NONE	EXPLICIT_ARGUMENTS	NO	Y	Y	YES	YES	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Entnimm den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu; an der bezeichneten Stelle.	WORKING_CONTEXT_BRIDGE_ONLY__TARGETS_REMAIN_COMPOSED_AND_UNOBSERVED
G507-W55	G407-E3748	G407-S641	4	f83r	BIOLOGICAL	LOKALE_STATIONSGRUPPE	Variantenatlas lokaler Becken und Anwendungen	chckhal	CH+CH+K+AL	CH|CH|K	1	1	2	NONE	K	1	AL	1	NONE	AIN	INHERITED_ARGUMENT	YES	AIN	AIN	YES	YES	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Entnimm den Stationsanteil [wie zuvor], entnimm den Stationsanteil [wie zuvor] und führe den Stationsanteil [wie zuvor] zu; zur Zielstation.	WORKING_CONTEXT_BRIDGE_ONLY__TARGETS_REMAIN_COMPOSED_AND_UNOBSERVED
G507-W56	G407-E3758	G407-S643	5	f83r	BIOLOGICAL	LOKALE_STATIONSGRUPPE	Variantenatlas lokaler Becken und Anwendungen	chcthdy	CH+CH+T+D_ADDR+Y	CH|CH|T	1	1	2	NONE	T	1	D_ADDR+Y	2	Y	NONE	EXPLICIT_ARGUMENTS	NO	AIN	Y	YES	YES	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Entnimm den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein; an der bezeichneten Stelle.	WORKING_CONTEXT_BRIDGE_ONLY__TARGETS_REMAIN_COMPOSED_AND_UNOBSERVED
G507-W57	G407-E3803	G407-S648	8	f88r	PHARMA	DROGEN_UND_GEFÄSSPOSTEN	sechzehn Drogenposten und drei Gefäßansätze	chcthol	CH+CH+T+OL	CH|CH|T	1	1	2	NONE	T	1	OL	1	NONE	OR	INHERITED_ARGUMENT	YES	OR	OR	YES	YES	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter nimm die Ansatzeinheit [wie zuvor], nimm die Ansatzeinheit [wie zuvor] und stelle die Ansatzeinheit [wie zuvor] ein.	WORKING_CONTEXT_BRIDGE_ONLY__TARGETS_REMAIN_COMPOSED_AND_UNOBSERVED
G507-W58	G407-E4007	G407-S660	9	f88v	PHARMA	GEFÄSS_UND_ZUTATGRUPPE	zweite Gefaess-/Zutatengruppe	chocthey	CH+O+CH+T+E+Y	CH|CH|T	1	1	3	O	T	1	O+E+Y	3	Y	NONE	EXPLICIT_ARGUMENTS	NO	Y	Y	YES	YES	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Nimm den Drogenposten, nimm den Drogenposten und stelle den Drogenposten ein; als Ausführung und auf Grad I.	WORKING_CONTEXT_BRIDGE_ONLY__TARGETS_REMAIN_COMPOSED_AND_UNOBSERVED
G507-W59	G407-E4013	G407-S660	15	f88v	PHARMA	GEFÄSS_UND_ZUTATGRUPPE	zweite Gefaess-/Zutatengruppe	cheockhy	CH+E+O+CH+K+Y	CH|CH|K	1	1	4	E+O	K	1	E+O+Y	3	Y	NONE	EXPLICIT_ARGUMENTS	NO	Y	Y	YES	YES	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Nimm den Drogenposten, nimm den Drogenposten und gib den Drogenposten zu; auf Grad I und als Ausführung.	WORKING_CONTEXT_BRIDGE_ONLY__TARGETS_REMAIN_COMPOSED_AND_UNOBSERVED
G507-W60	G407-E4052	G407-S664	9	f88v	PHARMA	GEFÄSS_UND_ZUTATGRUPPE	zweite Gefaess-/Zutatengruppe	checkhy	CH+E+CH+K+Y	CH|CH|K	1	1	3	E	K	1	E+Y	2	Y	NONE	EXPLICIT_ARGUMENTS	NO	OR	Y	YES	YES	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Nimm den Drogenposten, nimm den Drogenposten und gib den Drogenposten zu; auf Grad I.	WORKING_CONTEXT_BRIDGE_ONLY__TARGETS_REMAIN_COMPOSED_AND_UNOBSERVED
G507-W61	G407-E4055	G407-S664	12	f88v	PHARMA	GEFÄSS_UND_ZUTATGRUPPE	zweite Gefaess-/Zutatengruppe	cheockhy	CH+E+O+CH+K+Y	CH|CH|K	1	1	4	E+O	K	1	E+O+Y	3	Y	NONE	EXPLICIT_ARGUMENTS	NO	AIN	Y	YES	YES	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Nimm den Drogenposten, nimm den Drogenposten und gib den Drogenposten zu; auf Grad I und als Ausführung.	WORKING_CONTEXT_BRIDGE_ONLY__TARGETS_REMAIN_COMPOSED_AND_UNOBSERVED
G507-W62	G407-E4113	G407-S669	6	f89r	PHARMA	GEFÄSS_UND_ZUTATGRUPPE	Gefäß-/Pflanzenteilgruppe B	cheocphey	CH+CH+P+E+Y	CH|CH|P	1	1	2	NONE	P	1	E+Y	2	Y	NONE	EXPLICIT_ARGUMENTS	NO	AIIN	Y	YES	YES	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Nimm den Drogenposten, nimm den Drogenposten und setze den Drogenposten ein; auf Grad I.	WORKING_CONTEXT_BRIDGE_ONLY__TARGETS_REMAIN_COMPOSED_AND_UNOBSERVED
G507-W63	G407-E4146	G407-S672	4	f89r	PHARMA	GEFÄSS_UND_ZUTATGRUPPE	Gefäß-/Pflanzenteilgruppe C	cheocphy	CH+E+O+CH+P+Y	CH|CH|P	1	1	4	E+O	P	1	E+O+Y	3	Y	NONE	EXPLICIT_ARGUMENTS	NO	Y	Y	YES	YES	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Nimm den Drogenposten, nimm den Drogenposten und setze den Drogenposten ein; auf Grad I und als Ausführung.	WORKING_CONTEXT_BRIDGE_ONLY__TARGETS_REMAIN_COMPOSED_AND_UNOBSERVED
G507-W64	G407-E4486	G407-S697	7	f95v	HERBAL	GANZPFLANZE	F95V_WHOLE_PLANT	chcthykedy	CH+CH+T+Y+K+E+DY	CH|CH|T|K	1	1	2	NONE	T+K	2	Y+E+DY	3	Y	NONE	EXPLICIT_ARGUMENTS	NO	Y	Y	YES	YES	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Nimm den Pflanzenposten, nimm den Pflanzenposten, stelle den Pflanzenposten ein und gib den Pflanzenposten zu; auf Grad I; schließe den Schritt.	WORKING_CONTEXT_BRIDGE_ONLY__TARGETS_REMAIN_COMPOSED_AND_UNOBSERVED
G507-W65	G407-E4576	G407-S715	1	f95v	HERBAL	GANZPFLANZE	F95V_WHOLE_PLANT	chcthy	CH+CH+T+Y	CH|CH|T	1	1	2	NONE	T	1	Y	1	Y	NONE	EXPLICIT_ARGUMENTS	NO	AIIN	Y	YES	YES	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Nimm den Pflanzenposten, nimm den Pflanzenposten und stelle den Pflanzenposten ein.	WORKING_CONTEXT_BRIDGE_ONLY__TARGETS_REMAIN_COMPOSED_AND_UNOBSERVED
