surface	working_meaning_de	source	strength	scope_state	priority
lcheey	Drogenholz, trocken gebunden, Form II	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
lcheo	trockene Drogenholzzubereitung/Trockenansatz	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
lchey	Drogenholz, trocken gebunden, Form I	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
lchol	trockener Drogenholzstoff/Trockengut	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
lchy	Drogenholz, trockene Grundform	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
lkar	heiße Holzfraktion I	GDT648:STRICT_WHOLE_COMPLETION	EXACT_WHOLE_COMPOSITIONAL_COMPLETION	KNOWN_EXACT_WHOLE	140
lkealy	erwärmte Flüssigkeit	V13:TARGET_SURFACE_DEFAULT	NEW_V11_TARGET_DEFAULT	KNOWN_EXACT_WHOLE	80
lkor	heiße Holzportion	GDT654:NEW_EXACT_WHOLE	EXACT_WHOLE_AR_OR_CONSOLIDATION	KNOWN_EXACT_WHOLE	150
loaiin	Drogenholzzubereitung, Charge III	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
lodaiin	Drogenholzzubereitung, Dosis III	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
lody	Drogenholz, fertig aufbereitet	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
loiiin	Drogenholz: Formklasse IV	GDT637:ATTESTED_LADDER_CELL	SCOPED_LADDER_EXTENSION	KNOWN_EXACT_WHOLE	100
loiin	Drogenholzzubereitung, Form III	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
lol	Holzstoff	V13:SCOPED_CONCRETE_HEAD_FORM	NEW_V12_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
lolchedy	getrockneter Drogenholzstoff/-ansatz	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
lor	Holzportion	V13:SCOPED_CONCRETE_HEAD_FORM	NEW_V12_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
loraiin	Holzportion III	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
loral	Holz-Rohstoffportion	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
lshedy	eingeweichtes Drogenholz	V13:SCOPED_CONCRETE_HEAD_FORM	NEW_V12_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
lsheey	eingeweichtes Drogenholz, Form II	GDT648:STRICT_WHOLE_COMPLETION	EXACT_WHOLE_COMPOSITIONAL_COMPLETION	KNOWN_EXACT_WHOLE	140
lshey	eingeweichtes Drogenholz, Form I	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
ly	rohes Drogenholz	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
oaiin	Ansatzmenge III	V13:TARGET_SURFACE_DEFAULT	NEW_V11_TARGET_DEFAULT	KNOWN_EXACT_WHOLE	80
oaiir	Zubereitung, Teil-/Sortierklasse III	GDT638:ROUND_12	EXACT_WHOLE_SURFACE_PROMOTION	KNOWN_EXACT_WHOLE	110
oal	Rohstoffklasse I im Ansatz	GDT656:NEW_EXACT_WHOLE	EXACT_WHOLE_AL_QUALITY_POSITION_SHELL	KNOWN_EXACT_WHOLE	154
oar	Drogenfraktion I im Ansatz	GDT654:NEW_EXACT_WHOLE	EXACT_WHOLE_AR_OR_CONSOLIDATION	KNOWN_EXACT_WHOLE	150
ockhedy	Ansatz eines Arzneikompositums in der Gradmitte, abgeschlossen	GDT652:PROVISIONAL_LOW_N_BOUNDARY_COMPOUND	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
ockhey	Ansatz eines Arzneikompositums in der Gradmitte	GDT652:STRONG_BOUNDARY_COMPOUND	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
ockhy	Ansatz eines Arzneikompositums am Gradanfang	GDT652:STRONG_BOUNDARY_COMPOUND	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
octhdy	fertig aufbereitete Drogenzubereitung, Grundform	GDT653:STRONG_LOW_N_RESULT_COMPOUND	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
octhey	CTH-Zubereitung/Ansatz, Form I	V13:CTH_PREPARATION_FORM_I	NEW_V10_CONCRETE_DEFAULT	KNOWN_CONTEXT_LICENSED	60
octhy	CTH-Zubereitung/Ansatz, Grundform	V13:CTH_PREPARATION_BASE	NEW_V10_CONCRETE_DEFAULT	KNOWN_CONTEXT_LICENSED	60
odaiim	Ansatzmaß III	GDT639:ROUND_06	EXACT_WHOLE_SURFACE_COMPONENT_REPAIR	KNOWN_EXACT_WHOLE	120
odaiin	Zubereitungsdosis III	GDT648:STRICT_WHOLE_COMPLETION	EXACT_WHOLE_COMPOSITIONAL_COMPLETION	KNOWN_EXACT_WHOLE	140
odal	abgemessene Rohstoffmenge I im Ansatz	GDT655:NEW_EXACT_WHOLE	EXACT_WHOLE_DAL_AL_CONSOLIDATION	KNOWN_EXACT_WHOLE	152
oeeal	Rohstoffklasse I im Ansatz, am Gradende	GDT656:NEW_EXACT_WHOLE_LOCAL_ANALOGY	EXACT_WHOLE_AL_QUALITY_POSITION_SHELL	KNOWN_EXACT_WHOLE	154
oiin	Zubereitungsform III	GDT643:ROUND_02	EXACT_ZL3B_WHOLE_EXPOSED_HOLE	KNOWN_EXACT_WHOLE	124
okaiiin	heiß im Zubereitungsrahmen, Grad IV	V13:QUALITY_DEGREE_SERIES	PRODUCTIVE_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
okaiin	heiß, Grad III, im Ansatzrahmen	V13:TARGET_SURFACE_DEFAULT	NEW_V11_TARGET_DEFAULT	KNOWN_EXACT_WHOLE	80
okain	heiß im Zubereitungsrahmen, Grad II	V13:QUALITY_DEGREE_SERIES	PRODUCTIVE_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
okal	Rohstoffklasse I im Ansatz, heiß am Gradanfang	GDT656:REVISE_AL_QUALITY_MODEL	EXACT_WHOLE_AL_QUALITY_POSITION_SHELL	KNOWN_EXACT_WHOLE	154
okan	heiß im Zubereitungsrahmen, Grad I	V13:QUALITY_DEGREE_SERIES	PRODUCTIVE_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
okar	heiße Drogenfraktion I im Ansatz	GDT654:NEW_EXACT_WHOLE	EXACT_WHOLE_AR_OR_CONSOLIDATION	KNOWN_EXACT_WHOLE	150
okchal	Ansatz aus heiß-trockenem Rohstoff Klasse I am Gradanfang	GDT657:EXACT_NESTED_WHOLE	EXACT_WHOLE_MULTI_QUALITY_AL_ORDER	KNOWN_EXACT_WHOLE	155
okchdy	heiß-trockener Ansatz am Anfang des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
okchedy	heiß-trockener Ansatz in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
okcheey	heiß-trockener Ansatz am Ende des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
okchey	heiß-trockener Ansatz in der Mitte des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
okchy	heiß-trockener Ansatz am Anfang des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
okdy	heißer Ansatz am Anfang des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
okeal	Rohstoffklasse I im Ansatz, heiß in der Gradmitte	GDT656:NEW_EXACT_WHOLE	EXACT_WHOLE_AL_QUALITY_POSITION_SHELL	KNOWN_EXACT_WHOLE	154
okedy	heißer Ansatz in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
okeedy	heißer Ansatz am Ende des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
okeey	heißer Ansatz am Ende des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
okey	heißer Ansatz in der Mitte des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
okor	heiße Drogenportion im Ansatz	GDT654:NEW_EXACT_WHOLE	EXACT_WHOLE_AR_OR_CONSOLIDATION	KNOWN_EXACT_WHOLE	150
okshal	Ansatz aus heiß-feuchtem Rohstoff Klasse I am Gradanfang	GDT657:EXACT_NESTED_WHOLE	EXACT_WHOLE_MULTI_QUALITY_AL_ORDER	KNOWN_EXACT_WHOLE	155
okshdy	heiß-feuchter Ansatz am Anfang des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
okshedy	heiß-feuchter Ansatz in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
okshey	heiß-feuchter Ansatz in der Mitte des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
okshy	heiß-feuchter Ansatz am Anfang des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
oky	heißer Ansatz am Anfang des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
ol	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	V13:QUALITY_STATE_MATERIAL_CARRIER	NEW_PRIMARY_DEFAULT	AMBIGUOUS_ACTIVE_RIVAL	60
olal	Ansatz aus Holzrohstoff, Form I	GDT652:EXPLORATORY_RIVAL_SEGMENTATION	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
olkam	heißes Material [terminal-M]	V13:TARGET_SURFACE_DEFAULT	NEW_V11_TARGET_DEFAULT	KNOWN_EXACT_WHOLE	80
olor	Zutat	V13:TARGET_SURFACE_DEFAULT	NEW_V11_TARGET_DEFAULT	KNOWN_EXACT_WHOLE	80
oor	Drogenportion im Ansatz	GDT654:NEW_EXACT_WHOLE	EXACT_WHOLE_AR_OR_CONSOLIDATION	KNOWN_EXACT_WHOLE	150
opal	Ansatz aus Pulverrohstoff, Form I	GDT652:STRONG_MATERIA_COMPOUND	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
or	Drogenportion	GDT654:REVISE_AMBIGUOUS_TO_EXACT	EXACT_WHOLE_AR_OR_CONSOLIDATION	KNOWN_EXACT_WHOLE	150
oraiin	Portion III	V13:TARGET_SURFACE_DEFAULT	NEW_V11_TARGET_DEFAULT	KNOWN_EXACT_WHOLE	80
oral	Rohstoffportion, Klasse I	GDT655:REVISE_AL_OR_COMPOSITION	EXACT_WHOLE_DAL_AL_CONSOLIDATION	KNOWN_EXACT_WHOLE	152
orol	Drogenstoffportion	GDT653:STRONG_DIRECT_BOUNDARY_COMPOUND	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
osal	Ansatz aus Saatrohstoff, Form I	GDT652:STRONG_MATERIA_COMPOUND	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
oshctho	im o-Rahmen feuchte cth-Pflanzenteilform; Endung o offen	V13:WRAPPED_MOIST_CTH_PART	NEW_LOW_SINGLETON_DEFAULT	KNOWN_CONTEXT_LICENSED	60
otaiiin	kalt im Zubereitungsrahmen, Grad IV	V13:QUALITY_DEGREE_SERIES	PRODUCTIVE_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
otaiin	kalt im Zubereitungsrahmen, Grad III	V13:QUALITY_DEGREE_SERIES	PRODUCTIVE_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
otain	kalt im Zubereitungsrahmen, Grad II	V13:QUALITY_DEGREE_SERIES	PRODUCTIVE_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
otal	Rohstoffklasse I im Ansatz, kalt am Gradanfang	GDT656:REVISE_AL_QUALITY_MODEL	EXACT_WHOLE_AL_QUALITY_POSITION_SHELL	KNOWN_EXACT_WHOLE	154
otam	ein Maß kalten Ansatzes	GDT658:EXACT_CONTEXTUAL_WHOLE	EXACT_WHOLE_RESIDUAL_CONCRETE_COMPLETION	KNOWN_EXACT_WHOLE	156
otan	kalt im Zubereitungsrahmen, Grad I	V13:QUALITY_DEGREE_SERIES	PRODUCTIVE_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
otar	kalte Drogenfraktion I im Ansatz	GDT654:NEW_EXACT_WHOLE	EXACT_WHOLE_AR_OR_CONSOLIDATION	KNOWN_EXACT_WHOLE	150
otchal	Ansatz aus kalt-trockenem Rohstoff Klasse I am Gradanfang	GDT657:EXACT_NESTED_WHOLE	EXACT_WHOLE_MULTI_QUALITY_AL_ORDER	KNOWN_EXACT_WHOLE	155
otchdy	kalt-trockener Ansatz am Anfang des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
otchedy	kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
otcheedy	kalt-trockener Ansatz am Ende des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION_READER_WARNING	ZL3B_QUALITY_SUBDEGREE_READER_WARNING	KNOWN_READER_VARIANT_WHOLE	130
otcheey	kalt-trockener Ansatz am Ende des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
otchey	kalt-trockener Ansatz in der Mitte des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
otcho	kalt-trockene Zubereitung	GDT650:STRONG_ATTESTED_FAMILY	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	145
otchol	kalt-trockener Zubereitungsstoff	GDT638:ROUND_06	EXACT_WHOLE_SURFACE_PROMOTION	KNOWN_EXACT_WHOLE	110
otchor	kalt-trockene Drogenportion im Ansatz	GDT645:ROUND_02	EXACT_ZL3B_WHOLE_DOWNSTREAM_COMPLETION	KNOWN_EXACT_WHOLE	125
otchy	kalt-trockener Ansatz am Anfang des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
otdy	kalter Ansatz am Anfang des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
oteal	Rohstoffklasse I im Ansatz, kalt in der Gradmitte	GDT656:NEW_EXACT_WHOLE	EXACT_WHOLE_AL_QUALITY_POSITION_SHELL	KNOWN_EXACT_WHOLE	154
otedy	kalter Ansatz in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
oteeal	Rohstoffklasse I im Ansatz, kalt am Gradende	GDT656:NEW_EXACT_WHOLE	EXACT_WHOLE_AL_QUALITY_POSITION_SHELL	KNOWN_EXACT_WHOLE	154
oteedy	kalter Ansatz am Ende des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
oteey	kalter Ansatz am Ende des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
otey	kalter Ansatz in der Mitte des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
otol	kaltes Zubereitungsgut	GDT648:STRICT_WHOLE_COMPLETION	EXACT_WHOLE_COMPOSITIONAL_COMPLETION	KNOWN_EXACT_WHOLE	140
otor	kalte Drogenportion im Ansatz	GDT654:NEW_EXACT_WHOLE	EXACT_WHOLE_AR_OR_CONSOLIDATION	KNOWN_EXACT_WHOLE	150
otshal	Ansatz aus kalt-feuchtem Rohstoff Klasse I am Gradanfang	GDT657:EXACT_NESTED_WHOLE	EXACT_WHOLE_MULTI_QUALITY_AL_ORDER	KNOWN_EXACT_WHOLE	155
otshdy	kalt-feuchter Ansatz am Anfang des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
otshedy	kalt-feuchter Ansatz in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
otshey	kalt-feuchter Ansatz in der Mitte des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
otshy	kalt-feuchter Ansatz am Anfang des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
oty	kalter Ansatz am Anfang des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
paiin	Pulver, Typ/Charge III	V13:SCOPED_CONCRETE_HEAD_FORM	NEW_V12_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
paiir	Pulver: Teil-/Sortierklasse III	GDT637:ATTESTED_LADDER_CELL	SCOPED_LADDER_EXTENSION	KNOWN_EXACT_WHOLE	100
pair	Pulverfraktion II	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
pal	Pulverrohstoff I	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
pam	Pulver: Maß-/Einheitsform I	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
par	Pulverfraktion I	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
pchdy	Pulver, getrocknete Kurz-/Kompaktform	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
pchedy	getrocknetes Pulver	V13:SCOPED_CONCRETE_HEAD_FORM	NEW_V12_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
pcheey	Pulver, trocken gebunden, Form II	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
pcheo	trockene Pulverzubereitung/Trockenansatz	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
pchey	Pulver, trocken gebunden, Form I	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
pchol	trockener Pulverstoff/Trockengut	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
pchy	Pulver, trockene Grundform	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
poaiin	Pulverzubereitung, Charge III	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
podaiin	Pulverzubereitung, Dosis III	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
pody	Pulver, fertig aufbereitet	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
poiin	Pulverzubereitung, Form III	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
pol	Pulverstoff	V13:SCOPED_CONCRETE_HEAD_FORM	NEW_V12_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
polchedy	getrockneter Pulverstoff/-ansatz	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
por	Pulverportion	V13:SCOPED_CONCRETE_HEAD_FORM	NEW_V12_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
poraiin	Pulverportion III	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
poral	Pulver-Rohstoffportion	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
posaiin	Salzpulver-Zubereitung III	V13:TARGET_SURFACE_DEFAULT	NEW_V11_TARGET_DEFAULT	KNOWN_EXACT_WHOLE	80
pshedy	angefeuchtetes Pulver/Paste	V13:SCOPED_CONCRETE_HEAD_FORM	NEW_V12_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
pshey	angefeuchtetes Pulver, Form I	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
py	Pulver in Grundform	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
qoal	Rohstoffklasse I	GDT656:NEW_EXACT_WHOLE	EXACT_WHOLE_AL_QUALITY_POSITION_SHELL	KNOWN_EXACT_WHOLE	154
qoar	Drogenfraktion I	GDT654:NEW_EXACT_WHOLE	EXACT_WHOLE_AR_OR_CONSOLIDATION	KNOWN_EXACT_WHOLE	150
qodal	abgemessene Rohstoffmenge I im Ansatz	GDT655:NEW_EXACT_WHOLE	EXACT_WHOLE_DAL_AL_CONSOLIDATION	KNOWN_EXACT_WHOLE	152
qokaiiin	heiß im qo-Rahmen, Grad IV	V13:QUALITY_DEGREE_SERIES	PRODUCTIVE_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
qokaiin	heiß, Grad III	V13:TARGET_SURFACE_DEFAULT	NEW_V11_TARGET_DEFAULT	KNOWN_EXACT_WHOLE	80
qokain	heiß, Grad II	V13:TARGET_SURFACE_DEFAULT	NEW_V11_TARGET_DEFAULT	KNOWN_EXACT_WHOLE	80
qokal	Rohstoffklasse I, heiß am Gradanfang	GDT656:REVISE_AL_QUALITY_MODEL	EXACT_WHOLE_AL_QUALITY_POSITION_SHELL	KNOWN_EXACT_WHOLE	154
qokan	heiß im qo-Rahmen, Grad I	V13:QUALITY_DEGREE_SERIES	PRODUCTIVE_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
qokar	heiße Drogenfraktion I	GDT654:REVISE_CONFLICTING_EXACT	EXACT_WHOLE_AR_OR_CONSOLIDATION	KNOWN_EXACT_WHOLE	150
qokchal	Rohstoffklasse I, heiß-trocken am Gradanfang	GDT657:READER_UNSTABLE_LOCAL_ANALOGY	EXACT_WHOLE_MULTI_QUALITY_AL_ORDER	KNOWN_EXACT_WHOLE	155
qokchdy	heiß und trocken am Anfang des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
qokchedy	heiß und trocken in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
qokcheedy	heiß und trocken am Ende des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
qokcheey	heiß und trocken am Ende des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
qokchey	heiß und trocken in der Mitte des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
qokchy	heiß und trocken am Anfang des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
qokdy	heiß am Anfang des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
qokeal	Rohstoffklasse I, heiß in der Gradmitte	GDT656:NEW_EXACT_WHOLE	EXACT_WHOLE_AL_QUALITY_POSITION_SHELL	KNOWN_EXACT_WHOLE	154
qokedy	heiß in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
qokeeal	Rohstoffklasse I, heiß am Gradende	GDT656:NEW_EXACT_WHOLE	EXACT_WHOLE_AL_QUALITY_POSITION_SHELL	KNOWN_EXACT_WHOLE	154
qokeedy	heiß am Ende des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
qokeeedy	heißer Zustand, Bindungsstufe III	V13:TARGET_SURFACE_DEFAULT	NEW_V11_TARGET_DEFAULT	KNOWN_EXACT_WHOLE	80
