page	locus	section	language	hand	ordinal	surface	before_v50_gloss_de	v50_gloss_de	information_category	licensed_action	literal_narrow_carrier	literal_narrow_match_count	assigned_extended_class_carrier	working_chunk_de	working_narrow_carrier	working_narrow_match_count	literal_hard_generic_hits	working_hard_generic_hits	new_card_surface	new_card_render_mode	new_card_reader_support
f113v	f113v.17	S	B	3	7	yteeeor	[yteeeor:?]	[yteeeor:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦yteeeor:?⟧	0	0	0	0	NONE	NONE	NONE
f113v	f113v.3	S	B	3	1	sar	Samenfraktion I	Samenfraktion I	INHERITED_OTHER_ASSIGNED	0	0	0	1	Samenfraktion I	0	0	0	0	NONE	NONE	NONE
f113v	f113v.3	S	B	3	2	aiin	Menge III	Menge III	INHERITED_OTHER_ASSIGNED	0	0	0	1	Menge III	0	0	0	0	NONE	NONE	NONE
f113v	f113v.3	S	B	3	3	chotar	[chotar:?]	[chotar:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦chotar:?⟧	0	0	0	0	NONE	NONE	NONE
f113v	f113v.3	S	B	3	4	okeeodar	[okeeodar:?]	[okeeodar:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦okeeodar:?⟧	0	0	0	0	NONE	NONE	NONE
f113v	f113v.3	S	B	3	5	qokain	heiß, Grad II	heiß, Grad II	INHERITED_OTHER_ASSIGNED	0	0	0	1	heiß, Grad II	0	0	0	0	NONE	NONE	NONE
f113v	f113v.3	S	B	3	6	olol	Holzdrogen-Grundansatz	Holzdrogen-Grundansatz	INHERITED_NARROW_CARRIER	0	1	1	1	Holzdrogen-Grundansatz	1	1	0	0	NONE	NONE	NONE
f113v	f113v.3	S	B	3	7	olam	[olam:?]	ein Maß Ansatz-/Drogenmaterial; Holzbindung offen	NEW_V50	0	1	1	1	ein Maß Ansatz-/Drogenmaterial	1	1	0	0	olam	OL_BOUNDARY_OPEN	BOTH_EXACT
f114r	f114r.24	S	B	3	1	tchedaiin	[tchedaiin:?]	[tchedaiin:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦tchedaiin:?⟧	0	0	0	0	NONE	NONE	NONE
f114r	f114r.24	S	B	3	2	oldal	abgemessener Drogenrohstoff I	abgemessener Drogenrohstoff I	INHERITED_OTHER_ASSIGNED	0	0	0	1	abgemessener Drogenrohstoff I	0	0	0	0	NONE	NONE	NONE
f114r	f114r.24	S	B	3	3	chor	Pflanzen-/Reproduktionsteil	Pflanzen-/Reproduktionsteil	INHERITED_OTHER_ASSIGNED	0	0	0	1	Pflanzen-/Reproduktionsteil	0	0	0	0	NONE	NONE	NONE
f114r	f114r.24	S	B	3	4	chpcheey	[chpcheey:?]	[chpcheey:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦chpcheey:?⟧	0	0	0	0	NONE	NONE	NONE
f114r	f114r.24	S	B	3	5	chcphey	[chcphey:?]	bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum	NEW_V50	0	1	1	1	bis Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum	1	1	0	0	chcphey	EXTERNAL_NOMINAL_RESULT	BOTH_EXACT
f114r	f114r.24	S	B	3	6	cphochy	[cphochy:?]	[cphochy:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦cphochy:?⟧	0	0	0	0	NONE	NONE	NONE
f114r	f114r.24	S	B	3	7	chos	eine Charge Trockenansatz	eine Charge Trockenansatz	INHERITED_NARROW_CARRIER	0	1	1	1	Charge Trockenansatz	1	1	0	0	NONE	NONE	NONE
f114r	f114r.24	S	B	3	8	aiir	[aiir:?]	[aiir:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦aiir:?⟧	0	0	0	0	NONE	NONE	NONE
f114r	f114r.24	S	B	3	9	chty	trocken-kalt am Gradanfang	trocken-kalt am Gradanfang	INHERITED_OTHER_ASSIGNED	0	0	0	1	trocken-kalt, Anfangsstufe	0	0	0	0	NONE	NONE	NONE
f114r	f114r.24	S	B	3	10	chopo	[chopo:?]	[chopo:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦chopo:?⟧	0	0	0	0	NONE	NONE	NONE
f114r	f114r.24	S	B	3	11	sair	Samenfraktion II	Samenfraktion II	INHERITED_OTHER_ASSIGNED	0	0	0	1	Samenfraktion II	0	0	0	0	NONE	NONE	NONE
f114r	f114r.24	S	B	3	12	cphy	Arzneikompositum in Grundform	Arzneikompositum in Grundform	INHERITED_NARROW_CARRIER	0	1	1	1	Arzneikompositum in Grundform	1	1	0	0	NONE	NONE	NONE
f114r	f114r.24	S	B	3	13	dair	abgemessene Fraktion II	abgemessene Fraktion II	INHERITED_OTHER_ASSIGNED	0	0	0	1	abgemessene Fraktion II	0	0	0	0	NONE	NONE	NONE
f114r	f114r.26	S	B	3	1	ycheeodaiin	[ycheeodaiin:?]	[ycheeodaiin:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦ycheeodaiin:?⟧	0	0	0	0	NONE	NONE	NONE
f114r	f114r.26	S	B	3	2	olkaiir	[olkaiir:?]	[olkaiir:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦olkaiir:?⟧	0	0	0	0	NONE	NONE	NONE
f114r	f114r.26	S	B	3	3	qokaiin	heiß, Grad III	heiß, Grad III	INHERITED_OTHER_ASSIGNED	0	0	0	1	heiß, Grad III	0	0	0	0	NONE	NONE	NONE
f114r	f114r.26	S	B	3	4	chodaiin	Trockenansatz, Dosis III	Trockenansatz, Dosis III	INHERITED_NARROW_CARRIER	0	1	1	1	Trockenansatz, Dosis III	1	1	0	0	NONE	NONE	NONE
f114r	f114r.26	S	B	3	5	okar	heiße Drogenfraktion I im Ansatz	heiße Drogenfraktion I im Ansatz	INHERITED_NARROW_CARRIER	0	1	1	1	heiße Drogenfraktion I im Ansatz	1	1	0	0	NONE	NONE	NONE
f114r	f114r.26	S	B	3	6	olkaiin	heiße Drogenbasis, Stufe III	heiße Drogenbasis, Stufe III	INHERITED_OTHER_ASSIGNED	0	0	0	1	heiße Drogenbasis, Stufe III	0	0	0	0	NONE	NONE	NONE
f114r	f114r.26	S	B	3	7	okaiin	heiß, Grad III, im Ansatzrahmen	heiß, Grad III, im Ansatzrahmen	INHERITED_NARROW_CARRIER	0	1	1	1	heiß, Grad III, im Ansatz	1	1	0	0	NONE	NONE	NONE
f114r	f114r.26	S	B	3	8	cheody	getrockneter Ansatz	getrockneter Ansatz	INHERITED_NARROW_CARRIER	0	1	1	1	getrockneter Ansatz	1	1	0	0	NONE	NONE	NONE
f114r	f114r.26	S	B	3	9	airoy	[airoy:?]	[airoy:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦airoy:?⟧	0	0	0	0	NONE	NONE	NONE
f114r	f114r.26	S	B	3	10	olam	[olam:?]	ein Maß Ansatz-/Drogenmaterial; Holzbindung offen	NEW_V50	0	1	1	1	ein Maß Ansatz-/Drogenmaterial	1	1	0	0	olam	OL_BOUNDARY_OPEN	BOTH_EXACT
f114v	f114v.36	S	B	3	1	tshey	kalt und feucht in der Mitte des Grades	kalt und feucht in der Mitte des Grades	INHERITED_OTHER_ASSIGNED	0	0	0	1	Kalt-feucht, Mittelstufe	0	0	0	0	NONE	NONE	NONE
f114v	f114v.36	S	B	3	2	oidal	[oidal:?]	[oidal:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦oidal:?⟧	0	0	0	0	NONE	NONE	NONE
f114v	f114v.36	S	B	3	3	op	[op:?]	[op:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦op:?⟧	0	0	0	0	NONE	NONE	NONE
f114v	f114v.36	S	B	3	4	shoko	[shoko:?]	[shoko:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦shoko:?⟧	0	0	0	0	NONE	NONE	NONE
f114v	f114v.36	S	B	3	5	otchey	kalt-trockener Ansatz in der Mitte des Grades	kalt-trockener Ansatz in der Mitte des Grades	INHERITED_NARROW_CARRIER	0	1	1	1	kalt-trockener Ansatz, Mittelstufe	1	1	0	0	NONE	NONE	NONE
f114v	f114v.36	S	B	3	6	qopchol	[qopchol:?]	nimm getrockneten Pulverstoff	NEW_V50	1	0	0	1	getrockneten Pulverstoff nehmen	0	0	0	0	qopchol	ACTION_HOLD	BOTH_EXACT
f114v	f114v.36	S	B	3	7	qopaiin	[qopaiin:?]	[qopaiin:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦qopaiin:?⟧	0	0	0	0	NONE	NONE	NONE
f114v	f114v.36	S	B	3	8	qotar	kalte Drogenfraktion I	kalte Drogenfraktion I	INHERITED_OTHER_ASSIGNED	0	0	0	1	kalte Drogenfraktion I	0	0	0	0	NONE	NONE	NONE
f114v	f114v.36	S	B	3	9	al	Rohstoffklasse I	Rohstoffklasse I	INHERITED_OTHER_ASSIGNED	0	0	0	1	Rohstoffklasse I	0	0	0	0	NONE	NONE	NONE
f114v	f114v.36	S	B	3	10	kal	Rohstoffklasse I, heiß am Gradanfang	Rohstoffklasse I, heiß am Gradanfang	INHERITED_OTHER_ASSIGNED	0	0	0	1	Rohstoffklasse I im heißen Anfangsansatz	1	1	0	0	NONE	NONE	NONE
f114v	f114v.36	S	B	3	11	ram	Wurzel/Wurzeldroge: Maß-/Einheitsform I	Wurzel/Wurzeldroge: Maß-/Einheitsform I	INHERITED_OTHER_ASSIGNED	0	0	0	1	Wurzeldroge, Einheit I	0	0	0	0	NONE	NONE	NONE
f115r	f115r.1	S	B	@	1	fdar	[fdar:?]	[fdar:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦fdar:?⟧	0	0	0	0	NONE	NONE	NONE
f115r	f115r.1	S	B	@	2	qopchol	[qopchol:?]	nimm getrockneten Pulverstoff	NEW_V50	1	0	0	1	getrockneten Pulverstoff nehmen	0	0	0	0	qopchol	ACTION_HOLD	BOTH_EXACT
f115r	f115r.1	S	B	@	3	qochedain	[qochedain:?]	[qochedain:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦qochedain:?⟧	0	0	0	0	NONE	NONE	NONE
f115r	f115r.1	S	B	@	4	otedy	kalter Ansatz in der Mitte des Grades, abgeschlossen	kalter Ansatz in der Mitte des Grades, abgeschlossen	INHERITED_NARROW_CARRIER	0	1	1	1	kalter Ansatz, Mittelstufe, abgeschlossen	1	1	0	0	NONE	NONE	NONE
f115r	f115r.1	S	B	@	5	cheop	[cheop:?]	[cheop:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦cheop:?⟧	0	0	0	0	NONE	NONE	NONE
f115r	f115r.1	S	B	@	6	ol	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	INHERITED_NARROW_CARRIER	0	1	1	1	Ansatz/Gut	1	1	0	0	NONE	NONE	NONE
f115r	f115r.1	S	B	@	7	teeedy	vollständig abgekühlt und abgeschlossen	vollständig abgekühlt und abgeschlossen	INHERITED_OTHER_ASSIGNED	0	0	0	0	vollständig abgekühlt und abgeschlossen	0	0	0	0	NONE	NONE	NONE
f115r	f115r.1	S	B	@	8	oroiir	[oroiir:?]	[oroiir:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦oroiir:?⟧	0	0	0	0	NONE	NONE	NONE
f115r	f115r.1	S	B	@	9	oechedy	[oechedy:?]	[oechedy:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦oechedy:?⟧	0	0	0	0	NONE	NONE	NONE
f115r	f115r.1	S	B	@	10	oteedy	kalter Ansatz am Ende des Grades, abgeschlossen	kalter Ansatz am Ende des Grades, abgeschlossen	INHERITED_NARROW_CARRIER	0	1	1	1	kalter Ansatz, Endstufe, abgeschlossen	1	1	0	0	NONE	NONE	NONE
f115r	f115r.1	S	B	@	11	qotchedy	kalt und trocken in der Mitte des Grades, abgeschlossen	kalt und trocken in der Mitte des Grades, abgeschlossen	INHERITED_OTHER_ASSIGNED	0	0	0	1	kalt-trocken, Mittelstufe, abgeschlossen	0	0	0	0	NONE	NONE	NONE
f115r	f115r.23	S	B	@	1	dchey	[dchey:?]	eine Dosis bis zur Mittelstufe trocknen und abschließen	NEW_V50	1	0	0	0	Eine Dosis bis Mittelstufe trocknen und abschließen	0	0	0	0	dchey	INITIAL_ACTION_ELSE_NOMINAL	BOTH_EXACT
f115r	f115r.23	S	B	@	2	keey	heiß am Ende des Grades	heiß am Ende des Grades	INHERITED_OTHER_ASSIGNED	0	0	0	1	heiß, Endstufe	0	0	0	0	NONE	NONE	NONE
f115r	f115r.23	S	B	@	3	qokeod	[qokeod:?]	[qokeod:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦qokeod:?⟧	0	0	0	0	NONE	NONE	NONE
f115r	f115r.23	S	B	@	4	chody	Trockenansatz, abgeschlossen	Trockenansatz, abgeschlossen	INHERITED_NARROW_CARRIER	0	1	1	1	Trockenansatz, abgeschlossen	1	1	0	0	NONE	NONE	NONE
f115r	f115r.23	S	B	@	5	qokcho	erhitze, trockne und setze an	erhitze, trockne und setze an	INHERITED_OTHER_ASSIGNED	1	0	0	0	erhitzen, trocknen und ansetzen	0	0	0	0	NONE	NONE	NONE
f115r	f115r.23	S	B	@	6	s	Samen-/Saatgutposten	Samen-/Saatgutposten	INHERITED_OTHER_ASSIGNED	0	0	0	1	Samen-/Saatgutposten	0	0	0	0	NONE	NONE	NONE
f115r	f115r.23	S	B	@	7	checthy	trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut	trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut	INHERITED_OTHER_ASSIGNED	0	0	0	1	trockenes Blatt-/Krautgut	0	0	0	0	NONE	NONE	NONE
f115r	f115r.23	S	B	@	8	qokeeey	stark erhitzt, Endstufe III	stark erhitzt, Endstufe III	INHERITED_OTHER_ASSIGNED	0	0	0	0	stark erhitzt, Endstufe III	0	0	0	0	NONE	NONE	NONE
f115r	f115r.23	S	B	@	9	keeey	[keeey:?]	[keeey:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦keeey:?⟧	0	0	0	0	NONE	NONE	NONE
f115r	f115r.23	S	B	@	10	lol	Holzstoff	Holzstoff	INHERITED_OTHER_ASSIGNED	0	0	0	1	Holzstoff	0	0	0	0	NONE	NONE	NONE
f115r	f115r.23	S	B	@	11	chedy	trocken in der Mitte des Grades, abgeschlossen	trocken in der Mitte des Grades, abgeschlossen	INHERITED_OTHER_ASSIGNED	0	0	0	1	trocken, Mittelstufe, abgeschlossen	0	0	0	0	NONE	NONE	NONE
f115r	f115r.23	S	B	@	12	qokchedy	heiß und trocken in der Mitte des Grades, abgeschlossen	heiß und trocken in der Mitte des Grades, abgeschlossen	INHERITED_OTHER_ASSIGNED	0	0	0	1	heiß-trocken, Mittelstufe, abgeschlossen	0	0	0	0	NONE	NONE	NONE
f115r	f115r.23	S	B	@	13	ldy	Holzdroge, fertig aufbereitet	Holzdroge, fertig aufbereitet	INHERITED_OTHER_ASSIGNED	0	0	0	1	Holzdroge, fertig aufbereitet	0	0	0	0	NONE	NONE	NONE
f116r	f116r.12	S	B	3	1	qoin	[qoin:?]	[qoin:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦qoin:?⟧	0	0	0	0	NONE	NONE	NONE
f116r	f116r.12	S	B	3	2	ar	Drogenfraktion I	Drogenfraktion I	INHERITED_OTHER_ASSIGNED	0	0	0	1	Drogenfraktion I	0	0	0	0	NONE	NONE	NONE
f116r	f116r.12	S	B	3	3	cholches	[cholches:?]	[cholches:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦cholches:?⟧	0	0	0	0	NONE	NONE	NONE
f116r	f116r.12	S	B	3	4	okain	heiß im Zubereitungsrahmen, Grad II	heiß im Zubereitungsrahmen, Grad II	INHERITED_OTHER_ASSIGNED	0	0	0	1	heiß, Grad II, im Zubereitungsrahmen	0	0	0	0	NONE	NONE	NONE
f116r	f116r.12	S	B	3	5	dain	Grad-/Maßwert II	Grad-/Maßwert II	INHERITED_OTHER_ASSIGNED	0	0	0	1	Grad/Maß II	0	0	0	0	NONE	NONE	NONE
f116r	f116r.12	S	B	3	6	cheey	trocken am Ende des Grades	trocken am Ende des Grades	INHERITED_OTHER_ASSIGNED	0	0	0	1	trocken, Endstufe	0	0	0	0	NONE	NONE	NONE
f116r	f116r.12	S	B	3	7	okeey	heißer Ansatz am Ende des Grades	heißer Ansatz am Ende des Grades	INHERITED_NARROW_CARRIER	0	1	1	1	heißer Ansatz, Endstufe	1	1	0	0	NONE	NONE	NONE
f116r	f116r.12	S	B	3	8	otain	kalt im Zubereitungsrahmen, Grad II	kalt im Zubereitungsrahmen, Grad II	INHERITED_OTHER_ASSIGNED	0	0	0	1	kalt, Grad II, im Zubereitungsrahmen	0	0	0	0	NONE	NONE	NONE
f116r	f116r.12	S	B	3	9	olchdy	Drogenstoff trocknen und fertigstellen	Drogenstoff trocknen und fertigstellen	INHERITED_NARROW_CARRIER	1	1	1	1	Drogenstoff trocknen und fertigstellen	1	1	0	0	NONE	NONE	NONE
f116r	f116r.12	S	B	3	10	otal	Rohstoffklasse I im Ansatz, kalt am Gradanfang	Rohstoffklasse I im Ansatz, kalt am Gradanfang	INHERITED_NARROW_CARRIER	0	1	1	1	Rohstoffklasse I im kalten Anfangsansatz	1	1	0	0	NONE	NONE	NONE
f116r	f116r.12	S	B	3	11	dain	Grad-/Maßwert II	Grad-/Maßwert II	INHERITED_OTHER_ASSIGNED	0	0	0	1	Grad/Maß II	0	0	0	0	NONE	NONE	NONE
f116r	f116r.12	S	B	3	12	olam	[olam:?]	ein Maß Ansatz-/Drogenmaterial; Holzbindung offen	NEW_V50	0	1	1	1	ein Maß Ansatz-/Drogenmaterial	1	1	0	0	olam	OL_BOUNDARY_OPEN	BOTH_EXACT
f23r	f23r.6	H	A	1	1	tshol	[tshol:?]	[tshol:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦tshol:?⟧	0	0	0	0	NONE	NONE	NONE
f23r	f23r.6	H	A	1	2	y	hierzu:	hierzu:	INHERITED_OTHER_ASSIGNED	0	0	0	0	hierzu	0	0	0	0	NONE	NONE	NONE
f23r	f23r.6	H	A	1	3	kor	heiße Drogenportion	heiße Drogenportion	INHERITED_OTHER_ASSIGNED	0	0	0	1	heiße Drogenportion	0	0	0	0	NONE	NONE	NONE
f23r	f23r.6	H	A	1	4	qokaiin	heiß, Grad III	heiß, Grad III	INHERITED_OTHER_ASSIGNED	0	0	0	1	heiß, Grad III	0	0	0	0	NONE	NONE	NONE
f23r	f23r.6	H	A	1	5	yky	hierzu leicht erhitzen	hierzu leicht erhitzen	INHERITED_OTHER_ASSIGNED	1	0	0	0	hierzu leicht erhitzen	0	0	0	0	NONE	NONE	NONE
f23r	f23r.6	H	A	1	6	dar	abgemessene Fraktion I	abgemessene Fraktion I	INHERITED_OTHER_ASSIGNED	0	0	0	1	abgemessene Fraktion I	0	0	0	0	NONE	NONE	NONE
f23r	f23r.6	H	A	1	7	okol	heißer Ansatzstoff	heißer Ansatzstoff	INHERITED_NARROW_CARRIER	0	1	1	1	heißer Ansatzstoff	1	1	0	0	NONE	NONE	NONE
f23r	f23r.6	H	A	1	8	dchey	[dchey:?]	abgemessene Trockendroge der Mittelstufe, abgeschlossen	NEW_V50	0	0	0	1	abgemessene Trockendroge der Mittelstufe, abgeschlossen	0	0	0	0	dchey	INITIAL_ACTION_ELSE_NOMINAL	BOTH_EXACT
f23r	f23r.6	H	A	1	9	daiidal	[daiidal:?]	[daiidal:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦daiidal:?⟧	0	0	0	0	NONE	NONE	NONE
f23r	f23r.6	H	A	1	10	dam	Dosis I	Dosis I	INHERITED_OTHER_ASSIGNED	0	0	0	0	Dosis I	0	0	0	0	NONE	NONE	NONE
f23r	f23r.6	H	A	1	11	ytcho	[ytcho:?]	[ytcho:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦ytcho:?⟧	0	0	0	0	NONE	NONE	NONE
f23r	f23r.6	H	A	1	12	ldals	[ldals:?]	[ldals:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦ldals:?⟧	0	0	0	0	NONE	NONE	NONE
f24v	f24v.15	H	A	1	1	dchey	[dchey:?]	eine Dosis bis zur Mittelstufe trocknen und abschließen	NEW_V50	1	0	0	0	Eine Dosis bis Mittelstufe trocknen und abschließen	0	0	0	0	dchey	INITIAL_ACTION_ELSE_NOMINAL	BOTH_EXACT
f24v	f24v.15	H	A	1	2	kchod	[kchod:?]	[kchod:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦kchod:?⟧	0	0	0	0	NONE	NONE	NONE
f24v	f24v.15	H	A	1	3	dchal	[dchal:?]	[dchal:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦dchal:?⟧	0	0	0	0	NONE	NONE	NONE
f24v	f24v.15	H	A	1	4	ochdy	[ochdy:?]	[ochdy:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦ochdy:?⟧	0	0	0	0	NONE	NONE	NONE
f26r	f26r.2	H	B	2	1	dchey	[dchey:?]	eine Dosis bis zur Mittelstufe trocknen und abschließen	NEW_V50	0	0	0	0	Abgemessene Trockendroge der Mittelstufe, abgeschlossen	0	0	0	0	dchey	INITIAL_ACTION_ELSE_NOMINAL	BOTH_EXACT
f26r	f26r.2	H	B	2	2	aiin	Menge III	Menge III	INHERITED_OTHER_ASSIGNED	0	0	0	1	Menge III	0	0	0	0	NONE	NONE	NONE
f26r	f26r.2	H	B	2	3	adeeody	[adeeody:?]	[adeeody:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦adeeody:?⟧	0	0	0	0	NONE	NONE	NONE
f26r	f26r.2	H	B	2	4	ykecthey	[ykecthey:?]	[ykecthey:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦ykecthey:?⟧	0	0	0	0	NONE	NONE	NONE
f26r	f26r.2	H	B	2	5	chedy	trocken in der Mitte des Grades, abgeschlossen	trocken in der Mitte des Grades, abgeschlossen	INHERITED_OTHER_ASSIGNED	0	0	0	1	trocken, Mittelstufe, abgeschlossen	0	0	0	0	NONE	NONE	NONE
f26r	f26r.2	H	B	2	6	ytedy	[ytedy:?]	[ytedy:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦ytedy:?⟧	0	0	0	0	NONE	NONE	NONE
f26r	f26r.2	H	B	2	7	dy	Qualitäts-/Wertfeld geschlossen	Qualitäts-/Wertfeld geschlossen	INHERITED_OTHER_ASSIGNED	0	0	0	1	Qualitäts-/Wertfeld geschlossen	0	0	0	0	NONE	NONE	NONE
f26r	f26r.2	H	B	2	8	checthedy	[checthedy:?]	[checthedy:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦checthedy:?⟧	0	0	0	0	NONE	NONE	NONE
f26r	f26r.2	H	B	2	9	ls	[ls:?]	[ls:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦ls:?⟧	0	0	0	0	NONE	NONE	NONE
f27r	f27r.9	H	A	1	1	dchey	[dchey:?]	eine Dosis bis zur Mittelstufe trocknen und abschließen	NEW_V50	1	0	0	0	Eine Dosis bis Mittelstufe trocknen und abschließen	0	0	0	0	dchey	INITIAL_ACTION_ELSE_NOMINAL	BOTH_EXACT
f27r	f27r.9	H	A	1	2	keeod	[keeod:?]	[keeod:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦keeod:?⟧	0	0	0	0	NONE	NONE	NONE
f27r	f27r.9	H	A	1	3	shotchey	[shotchey:?]	[shotchey:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦shotchey:?⟧	0	0	0	0	NONE	NONE	NONE
f27r	f27r.9	H	A	1	4	chol	trocken; nominal trockenes Gut/Material	trocken; nominal trockenes Gut/Material	INHERITED_OTHER_ASSIGNED	0	0	0	1	Trockengut	1	1	0	0	NONE	NONE	NONE
f27r	f27r.9	H	A	1	5	oty	kalter Ansatz am Anfang des Grades	kalter Ansatz am Anfang des Grades	INHERITED_NARROW_CARRIER	0	1	1	1	kalter Ansatz, Anfangsstufe	1	1	0	0	NONE	NONE	NONE
f27r	f27r.9	H	A	1	6	chy	trocken am Anfang des Grades	trocken am Anfang des Grades	INHERITED_OTHER_ASSIGNED	0	0	0	1	trocken, Anfangsstufe	0	0	0	0	NONE	NONE	NONE
f27r	f27r.9	H	A	1	7	tolg	[tolg:?]	[tolg:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦tolg:?⟧	0	0	0	0	NONE	NONE	NONE
f30r	f30r.9	H	A	1	1	dchey	[dchey:?]	eine Dosis bis zur Mittelstufe trocknen und abschließen	NEW_V50	1	0	0	0	Eine Dosis bis Mittelstufe trocknen und abschließen	0	0	0	0	dchey	INITIAL_ACTION_ELSE_NOMINAL	BOTH_EXACT
f30r	f30r.9	H	A	1	2	qochar	[qochar:?]	[qochar:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦qochar:?⟧	0	0	0	0	NONE	NONE	NONE
f30r	f30r.9	H	A	1	3	chol	trocken; nominal trockenes Gut/Material	trocken; nominal trockenes Gut/Material	INHERITED_OTHER_ASSIGNED	0	0	0	1	Trockengut	1	1	0	0	NONE	NONE	NONE
f30r	f30r.9	H	A	1	4	keeaiin	[keeaiin:?]	[keeaiin:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦keeaiin:?⟧	0	0	0	0	NONE	NONE	NONE
f30r	f30r.9	H	A	1	5	chcthey	Krautdroge bis zur mittleren Stufe trocknen	Krautdroge bis zur mittleren Stufe trocknen	INHERITED_OTHER_ASSIGNED	1	0	0	1	Krautdroge bis zur Mittelstufe trocknen	0	0	0	0	NONE	NONE	NONE
f30r	f30r.9	H	A	1	6	chor	Pflanzen-/Reproduktionsteil	Pflanzen-/Reproduktionsteil	INHERITED_OTHER_ASSIGNED	0	0	0	1	Pflanzen-/Reproduktionsteil	0	0	0	0	NONE	NONE	NONE
f30r	f30r.9	H	A	1	7	cheky	bis zur mittleren Trockenstufe, dann leicht erhitzen	bis zur mittleren Trockenstufe, dann leicht erhitzen	INHERITED_OTHER_ASSIGNED	1	0	0	0	bis zur mittleren Trockenstufe bringen, dann leicht erhitzen	0	0	0	0	NONE	NONE	NONE
f49r	f49r.16	H	A	1	1	qocho	[qocho:?]	[qocho:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦qocho:?⟧	0	0	0	0	NONE	NONE	NONE
f49r	f49r.16	H	A	1	2	cheey	trocken am Ende des Grades	trocken am Ende des Grades	INHERITED_OTHER_ASSIGNED	0	0	0	1	trocken, Endstufe	0	0	0	0	NONE	NONE	NONE
f49r	f49r.16	H	A	1	3	dchey	[dchey:?]	abgemessene Trockendroge der Mittelstufe, abgeschlossen	NEW_V50	0	0	0	1	abgemessene Trockendroge der Mittelstufe, abgeschlossen	0	0	0	0	dchey	INITIAL_ACTION_ELSE_NOMINAL	BOTH_EXACT
f49r	f49r.16	H	A	1	4	qotchody	[qotchody:?]	[qotchody:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦qotchody:?⟧	0	0	0	0	NONE	NONE	NONE
f56r	f56r.6	H	A	1	1	ykcho	[ykcho:?]	[ykcho:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦ykcho:?⟧	0	0	0	0	NONE	NONE	NONE
f56r	f56r.6	H	A	1	2	dy	Qualitäts-/Wertfeld geschlossen	Qualitäts-/Wertfeld geschlossen	INHERITED_OTHER_ASSIGNED	0	0	0	1	Qualitäts-/Wertfeld geschlossen	0	0	0	0	NONE	NONE	NONE
