record_unit_id	page	protocol_name	step	statement_id	protocol_phase	event_order_in_statement	event_id	field_id	visible_owner	visible_surface	master_card_id	component_or_whole_analysis	concrete_value_de	teaching_status
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	10	B2-S010	DUESEN_ERGEBNIS	3	E196	F056	mittlere linke Geräte-/Inline-Knotenstation	ls	MC065	LS	DÜSE	LEARNED_WHOLE_SIGN
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	10	B2-S010	DUESEN_ERGEBNIS	4	E197	F056	mittlere linke Geräte-/Inline-Knotenstation	cheey	MC119	RESULT	Ergebnis	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	11	B2-S011	RECHTE_STATION_BESCHICKEN	1	E198	F057	ungelöste mittlere rechte Linie-/Liegepodeststation	okain	MC017	OK + AIN	Anteil zugeben	SPECIALIST_COMPONENT_COMPOSITION
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	11	B2-S011	RECHTE_STATION_BESCHICKEN	2	E199	F057	ungelöste mittlere rechte Linie-/Liegepodeststation	char	MC055	AR	davon	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	11	B2-S011	RECHTE_STATION_BESCHICKEN	3	E200	F057	ungelöste mittlere rechte Linie-/Liegepodeststation	okain	MC017	OK + AIN	Anteil zugeben	SPECIALIST_COMPONENT_COMPOSITION
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	11	B2-S011	RECHTE_STATION_BESCHICKEN	4	E201	F057	ungelöste mittlere rechte Linie-/Liegepodeststation	qokeedy	MC082	OK+DY	lange einwirken; Schluss	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	12	B2-S012	KLARABZUG_UND_VOLLEINSATZ	1	E202	F058	ungelöste mittlere rechte Linie-/Liegepodeststation	lchy	MC008	Y	Abführgut	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	12	B2-S012	KLARABZUG_UND_VOLLEINSATZ	2	E203	F059	unteres grünes Mehrfigurenfeld	cheey	MC119	RESULT	Ergebnis	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	12	B2-S012	KLARABZUG_UND_VOLLEINSATZ	3	E204	F059	unteres grünes Mehrfigurenfeld	qcthey	MC073	Y	kurz vorbereiten	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	12	B2-S012	KLARABZUG_UND_VOLLEINSATZ	4	E205	F059	unteres grünes Mehrfigurenfeld	qokeey	MC002	OK+Y	lange einwirken	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	12	B2-S012	KLARABZUG_UND_VOLLEINSATZ	5	E206	F059	unteres grünes Mehrfigurenfeld	lcheey	MC066	L + RESULT	Klarabzug	SPECIALIST_COMPONENT_COMPOSITION
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	12	B2-S012	KLARABZUG_UND_VOLLEINSATZ	6	E207	F059	unteres grünes Mehrfigurenfeld	daiin	MC039	AIIN	Sollwert	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	12	B2-S012	KLARABZUG_UND_VOLLEINSATZ	7	E208	F059	unteres grünes Mehrfigurenfeld	chey	MC123	Y	dies	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	12	B2-S012	KLARABZUG_UND_VOLLEINSATZ	8	E209	F059	unteres grünes Mehrfigurenfeld	qokeeedy	MC140	OK+DY	Volleinsatz; Schluss	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	13	B2-S013	INS_UNTERFELD_ABFUEHREN	1	E210	F060	unteres grünes Mehrfigurenfeld	lchedy	MC155	CHED~CHD	abführen; Schluss	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	14	B2-S014	AUS_QUELLE_ABZIEHEN	1	E211	F061	unteres grünes Mehrfigurenfeld	lar	MC029	AR	Quellabzug	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	15	B2-S015	RANDSTATION_LANG_HALTEN	1	E212	F062	lokale Randstationen des unteren Feldes	tshey	MC141	T + RESULT	Folgeklarlauf	SPECIALIST_COMPONENT_COMPOSITION
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	15	B2-S015	RANDSTATION_LANG_HALTEN	2	E213	F062	lokale Randstationen des unteren Feldes	qokeedy	MC082	OK+DY	lange einwirken; Schluss	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	16	B2-S016	GLEICHTEILEN_BEMESSEN_ZUFUEHREN	1	E214	F063	lokale Randstationen des unteren Feldes	cheal	MC154	AL	dorthin	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	16	B2-S016	GLEICHTEILEN_BEMESSEN_ZUFUEHREN	2	E215	F063	lokale Randstationen des unteren Feldes	lchedar	MC011	AR+CHED~CHD	Quellabführung	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	16	B2-S016	GLEICHTEILEN_BEMESSEN_ZUFUEHREN	3	E216	F063	lokale Randstationen des unteren Feldes	ches	MC152	CHES	GLEICHTEILEN	LEARNED_WHOLE_SIGN
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	16	B2-S016	GLEICHTEILEN_BEMESSEN_ZUFUEHREN	4	E217	F063	lokale Randstationen des unteren Feldes	aiin	MC039	AIIN	Sollwert	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	16	B2-S016	GLEICHTEILEN_BEMESSEN_ZUFUEHREN	5	E218	F063	lokale Randstationen des unteren Feldes	oteey	MC063	OT+Y	Langfolge	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	16	B2-S016	GLEICHTEILEN_BEMESSEN_ZUFUEHREN	6	E219	F063	lokale Randstationen des unteren Feldes	qokaiin	MC120	OK+AIIN	bemessen	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	16	B2-S016	GLEICHTEILEN_BEMESSEN_ZUFUEHREN	7	E220	F063	lokale Randstationen des unteren Feldes	okey	MC007	OK+Y	kurz einwirken	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	16	B2-S016	GLEICHTEILEN_BEMESSEN_ZUFUEHREN	8	E221	F064	lokale Randstationen des unteren Feldes	pchedy	MC070	CHED~CHD	Zuführung; Schluss	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	17	B2-S017	AM_ZIEL_HALTEN	1	E222	F065	lokale Randstationen des unteren Feldes	rsheal	MC102	AL	Kurzhalt am Ziel	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	17	B2-S017	AM_ZIEL_HALTEN	2	E223	F065	lokale Randstationen des unteren Feldes	daldy	MC079	AL+DY	Zielschluss	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	18	B2-S018	LANG_HALTEN	1	E224	F066	lokale Randstationen des unteren Feldes	qokeedy	MC082	OK+DY	lange einwirken; Schluss	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	19	B2-S019	VOLLWASCHUNG	1	E225	F067	lokale Randstationen des unteren Feldes	rshedy	MC084	DY	Vollwaschung; Schluss	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	20	B2-S020	FOLGESTUFE_HALTEN	1	E226	F068	lokale Randstationen des unteren Feldes	qoteedy	MC173	OT	lange Folgestufe; Schluss	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	21	B2-S021	LANG_HALTEN_WIEDERHOLEN	1	E227	F069	lokale Randstationen des unteren Feldes	qokeedy	MC082	OK+DY	lange einwirken; Schluss	BASE_CURRICULUM
B2	f82r	MODULARES_MEHRSTATIONS_SPUEL_UND_VERTEILPROTOKOLL	22	B2-S022	SCHLUSSABFUEHRUNG	1	E228	F070	lokale Randstationen des unteren Feldes	lochedy	MC167	DY+CHED~CHD	Abführung; Schluss	BASE_CURRICULUM
