target_ordinal	surface	gdt516_recipe	final_recipe	recipe_changed_after_gdt516	gdt516_support_tier	final_support_tier	support_tier_changed	final_recipe_atom_count	final_old_tile_coverage_atoms	final_longest_old_fragment_atoms	final_best_old_tiles	observed_requirement_modes	guard
78	olsheor	OL+SH+E+OR	OL+SH+E+OR	NO	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	NO	4	3	3	SH+E+OR	SELF_CONTAINED	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
79	otalor	OT+AL+OR	OT+AL+OR	NO	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	NO	3	2	2	OT+AL	REQUIRES_ACTIVE_ACTION	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
80	oteochey	OT+E+O+CH+E+Y	OT+E+O+CH+E+Y	NO	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	NO	6	6	4	OT+E+O | CH+E+Y	SELF_CONTAINED	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
81	pchof	P+CH+O+LOCAL_CHAR_F	P+CH+O+LOCAL_CHAR_F	NO	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	NO	4	2	2	O+LOCAL_CHAR_F	SELF_CONTAINED	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
82	pdaiin	P+AIIN	P+AIIN	NO	ATOMS_AND_FACTORS_ONLY	ATOMS_AND_FACTORS_ONLY	NO	2	0	0	NONE	SELF_CONTAINED	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
83	pofochey	P+O+LOCAL_CHAR_F+O+CH+E+Y	P+O+LOCAL_CHAR_F+O+CH+E+Y	NO	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	NO	7	6	4	O+LOCAL_CHAR_F | O+CH+E+Y	SELF_CONTAINED	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
84	psheody	P+SH+E+O+D_ADDR+Y	P+SH+E+O+D_ADDR+Y	NO	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	NO	6	5	5	SH+E+O+D_ADDR+Y	SELF_CONTAINED	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
85	pydaiin	P+Y+D_ADDR+AIIN	P+Y+D_ADDR+AIIN	NO	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	NO	4	3	3	Y+D_ADDR+AIIN	SELF_CONTAINED	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
86	qef	E+LOCAL_CHAR_F	E+LOCAL_CHAR_F	NO	ATOMS_AND_FACTORS_ONLY	ATOMS_AND_FACTORS_ONLY	NO	2	0	0	NONE	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
87	qocthedy	CARRIER_Q+O+CH+T+E+Y	CARRIER_Q+O+CH+T+E+Y	NO	FULL_OLD_RECIPE_CARRIER	FULL_OLD_RECIPE_CARRIER	NO	6	6	6	CARRIER_Q+O+CH+T+E+Y	SELF_CONTAINED	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
88	qoekedy	CARRIER_Q+O+E+K+E+DY	CARRIER_Q+O+E+K+E+DY	NO	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	NO	6	3	3	K+E+DY	REQUIRES_ACTIVE_ARGUMENT	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
89	qokaiir	OK+IIN+R	OK+IIN+R	NO	FULL_OLD_RECIPE_CARRIER	FULL_OLD_RECIPE_CARRIER	NO	3	3	3	OK+IIN+R	REQUIRES_ACTIVE_ARGUMENT	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
90	qokchey	OK+CH+E+Y	OK+CH+E+Y	NO	FULL_OLD_RECIPE_CARRIER	FULL_OLD_RECIPE_CARRIER	NO	4	4	4	OK+CH+E+Y	SELF_CONTAINED	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
91	qokee	OK+EE	OK+EE	NO	FULL_OLD_RECIPE_CARRIER	FULL_OLD_RECIPE_CARRIER	NO	2	2	2	OK+EE	REQUIRES_ACTIVE_ARGUMENT	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
92	qokeedar	OK+EE+D_ADDR+AR	OK+EE+D_ADDR+AR	NO	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	NO	4	4	3	OK+EE | D_ADDR+AR	REQUIRES_ACTIVE_ARGUMENT	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
93	qokees	OK+EE+S	OK+EE+S	NO	FULL_OLD_RECIPE_CARRIER	FULL_OLD_RECIPE_CARRIER	NO	3	3	3	OK+EE+S	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
94	qokshd	OK+SH+D_ADDR	OK+SH+D_ADDR	NO	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	NO	3	2	2	OK+SH	SELF_CONTAINED	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
95	qopaiin	CARRIER_Q+O+P+AIIN	CARRIER_Q+O+P+AIIN	NO	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	NO	4	3	3	CARRIER_Q+O+P	SELF_CONTAINED	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
96	qotchoiin	OT+CH+O+IIN	OT+CH+O+IIN	NO	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	NO	4	2	2	O+IIN	REQUIRES_ACTIVE_ARGUMENT	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
97	qotedal	OT+E+AL	OT+E+AL	NO	ATOMS_AND_FACTORS_ONLY	ATOMS_AND_FACTORS_ONLY	NO	3	0	0	NONE	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
98	qoteeod	OT+EE+O+D_ADDR	OT+EE+O+D_ADDR	NO	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	NO	4	3	3	OT+EE+O	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
99	qoteoly	OT+E+OL+Y	OT+E+OL+Y	NO	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	NO	4	3	3	OT+E+OL	REQUIRES_ACTIVE_ACTION	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
100	rotaiin	R+OT+AIIN	R+OT+AIIN	NO	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	NO	3	2	2	OT+AIIN	SELF_CONTAINED	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
101	saiis	S+IIN+S	S+A_ADDR+IIN+S	YES	ATOMS_AND_FACTORS_ONLY	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	YES	4	2	2	S+A_ADDR	SELF_CONTAINED	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
102	shain	SH+AIN	SH+AIN	NO	ATOMS_AND_FACTORS_ONLY	ATOMS_AND_FACTORS_ONLY	NO	2	0	0	NONE	SELF_CONTAINED	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
103	shckhar	SH+CH+K+AR	SH+CH+K+AR	NO	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	NO	4	3	3	CH+K+AR	REQUIRES_ACTIVE_ARGUMENT	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
104	shckheody	SH+CH+K+E+O+DY	SH+CH+K+E+O+DY	NO	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	NO	6	4	2	CH+K | O+DY	REQUIRES_ACTIVE_ARGUMENT	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
105	shd	SH+D_ADDR	SH+D_ADDR	NO	ATOMS_AND_FACTORS_ONLY	ATOMS_AND_FACTORS_ONLY	NO	2	0	0	NONE	REQUIRES_ACTIVE_ARGUMENT	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
106	shddy	SH+D_ADDR+DY	SH+D_ADDR+DY	NO	ATOMS_AND_FACTORS_ONLY	ATOMS_AND_FACTORS_ONLY	NO	3	0	0	NONE	REQUIRES_ACTIVE_ARGUMENT	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
107	shedshey	SH+E+D_ADDR+SH+E+Y	SH+E+D_ADDR+SH+E+Y	NO	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	NO	6	6	4	SH+E+D_ADDR | SH+E+Y	SELF_CONTAINED	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
108	shee	SH+EE	SH+EE	NO	FULL_OLD_RECIPE_CARRIER	FULL_OLD_RECIPE_CARRIER	NO	2	2	2	SH+EE	REQUIRES_ACTIVE_ARGUMENT	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
109	sheeody	SH+EE+O+D_ADDR+Y	SH+EE+O+D_ADDR+Y	NO	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	NO	5	5	3	SH+EE | O+D_ADDR+Y	SELF_CONTAINED	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
110	shekair	SH+E+K+AIR	SH+E+K+AIR	NO	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	NO	4	4	3	SH+E | K+AIR	REQUIRES_ACTIVE_ARGUMENT	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
111	shekaly	SH+E+K+AL+Y	SH+E+K+AL+Y	NO	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	NO	5	5	4	SH+E+K | AL+Y	SELF_CONTAINED	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
112	shekeefy	SH+E+K+EE+LOCAL_CHAR_F+Y	SH+E+K+EE+LOCAL_CHAR_F+Y	NO	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	NO	6	3	3	SH+E+K	SELF_CONTAINED	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
113	shekeey	SH+E+K+EE+Y	SH+E+K+EE+Y	NO	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	NO	5	5	3	SH+E | K+EE+Y	SELF_CONTAINED	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
114	shekey	SH+E+K+E+Y	SH+E+K+E+Y	NO	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	NO	5	5	4	SH+E | K+E+Y	SELF_CONTAINED	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
115	shekol	SH+E+K+OL	SH+E+K+OL	NO	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	NO	4	4	3	SH+E | K+OL	REQUIRES_ACTIVE_ARGUMENT	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
116	sheocthy	SH+E+O+CH+T+Y	SH+E+O+CH+T+Y	NO	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	NO	6	6	4	SH+E | O+CH+T+Y	SELF_CONTAINED	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
117	sheod	SH+E+O+D_ADDR	SH+E+O+D_ADDR	NO	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	NO	4	3	3	SH+E+O	SELF_CONTAINED	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
118	sheodaiin	SH+E+O+D_ADDR+AIIN	SH+E+O+D_ADDR+AIIN	NO	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	NO	5	5	3	SH+E | O+D_ADDR+AIIN	SELF_CONTAINED	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
119	sheoy	SH+E+O+Y	SH+E+O+Y	NO	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	NO	4	4	3	SH+E | O+Y	SELF_CONTAINED	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
120	shofol	SH+O+LOCAL_CHAR_F+OL	SH+O+LOCAL_CHAR_F+OL	NO	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	NO	4	2	2	SH+O	REQUIRES_ACTIVE_ARGUMENT	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
121	shokaiir	SH+OK+IIN+R	SH+OK+IIN+R	NO	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	NO	4	3	3	OK+IIN+R	SELF_CONTAINED	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
122	sholfordaiin	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	NO	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	NO	6	2	2	SH+OL	SELF_CONTAINED	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
123	shso	SH+S+O	SH+S+O	NO	ATOMS_AND_FACTORS_ONLY	ATOMS_AND_FACTORS_ONLY	NO	3	0	0	NONE	SELF_CONTAINED	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
124	shtchy	SH+T+CH+Y	SH+T+CH+Y	NO	ATOMS_AND_FACTORS_ONLY	ATOMS_AND_FACTORS_ONLY	NO	4	0	0	NONE	SELF_CONTAINED	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
125	shyshol	SH+Y+SH+OL	SH+Y+SH+OL	NO	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	NO	4	4	2	SH+Y | SH+OL	SELF_CONTAINED	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
126	shytchy	SH+Y+T+CH+Y	SH+Y+T+CH+Y	NO	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	NO	5	2	2	Y+T	SELF_CONTAINED	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
127	soaiin	S+O+AIIN	S+O+AIIN	NO	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	NO	3	2	2	O+AIIN	SELF_CONTAINED	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
128	tcheo	T+CH+E+O	T+CH+E+O	NO	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	NO	4	3	3	CH+E+O	REQUIRES_ACTIVE_ARGUMENT	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
129	tocpheey	T+O+CH+P+EE+Y	T+O+CH+P+EE+Y	NO	ATOMS_AND_FACTORS_ONLY	ATOMS_AND_FACTORS_ONLY	NO	6	0	0	NONE	SELF_CONTAINED	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
130	todeeey	T+O+D_ADDR+EEE+Y	T+O+D_ADDR+EEE+Y	NO	ATOMS_AND_FACTORS_ONLY	ATOMS_AND_FACTORS_ONLY	NO	5	0	0	NONE	SELF_CONTAINED	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
131	tolchedy	T+OL+CHD+DY	T+OL+CHD+DY	NO	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	NO	4	4	3	T+OL | CHD+DY	REQUIRES_ACTIVE_ARGUMENT	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
132	tolshy	T+OL+SH+Y	T+OL+SH+Y	NO	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	NO	4	4	2	T+OL | SH+Y	SELF_CONTAINED	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
133	tosheo	T+O+SH+E+O	T+O+SH+E+O	NO	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	NO	5	4	4	O+SH+E+O	REQUIRES_ACTIVE_ARGUMENT	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
134	tshokeody	T+SH+OK+E+O+D_ADDR+Y	T+SH+OK+E+O+D_ADDR+Y	NO	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	NO	7	6	5	SH+OK | E+O | D_ADDR+Y	SELF_CONTAINED	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
135	tydy	T+Y+DY	T+Y+DY	NO	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	NO	3	2	2	Y+DY	SELF_CONTAINED	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
136	yches	Y+CH+E+S	Y+CH+E+S	NO	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	NO	4	3	3	CH+E+S	SELF_CONTAINED	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
137	ykeedar	Y+K+EE+D_ADDR+AR	Y+K+EE+D_ADDR+AR	NO	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	NO	5	4	2	Y+K | D_ADDR+AR	SELF_CONTAINED	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
138	ykesho	Y+K+E+SH+O	Y+K+E+SH+O	NO	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	NO	5	4	2	Y+K | SH+O	SELF_CONTAINED	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
139	ykoiin	Y+K+O+IIN	Y+K+O+IIN	NO	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	NO	4	4	2	Y+K | O+IIN	SELF_CONTAINED	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
140	ykshedy	Y+K+SH+E+DY	Y+K+SH+E+DY	NO	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	NO	5	5	4	Y+K | SH+E+DY	SELF_CONTAINED	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
141	ypches	Y+P+CH+E+S	Y+P+CH+E+S	NO	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	NO	5	5	3	Y+P+CH | E+S	SELF_CONTAINED	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
142	yshedair	Y+SH+E+D_ADDR+AIR	Y+SH+E+D_ADDR+AIR	NO	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	NO	5	4	3	SH+E | D_ADDR+AIR	SELF_CONTAINED	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
143	ysheeod	Y+SH+EE+O+D_ADDR	Y+SH+EE+O+D_ADDR	NO	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	NO	5	3	3	SH+EE+O	SELF_CONTAINED	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
144	ytarody	Y+T+AR+O+DY	Y+T+AR+O+DY	NO	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	NO	5	5	3	Y+T+AR | O+DY	SELF_CONTAINED	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
145	ytoy	Y+T+O+Y	Y+T+O+Y	NO	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	NO	4	4	3	Y+T | O+Y	SELF_CONTAINED	FINAL_RECIPE_SUPPORT_RECOUNT__NO_RECIPE_CHANGE
