reading	model	paragraph	leaf	witness	whole_literal_paragraph	L	P	S	OA	OB	OC	complete_atom_groups	contains_permission	unassigned_atom_values	decision	independent_confirmation_leaves
IT2a	M	f42r|f42r.6-f42r.6	42	20	dorain char	do	in	c	har	ra	UNASSIGNED	L+OB+P | S+OA	True	OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	21	dorain char	do	in	ch	ar	ra	UNASSIGNED	L+OB+P | S+OA	True	OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	22	dorain char	do	in	h	ar	ra	c	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	23	dorain char	do	n	c	har	rai	UNASSIGNED	L+OB+P | S+OA	True	OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	24	dorain char	do	n	ch	ar	rai	UNASSIGNED	L+OB+P | S+OA	True	OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	25	dorain char	do	n	h	ar	rai	c	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	26	dorain char	do	r	c	har	UNASSIGNED	ain	L+P+OC | S+OA	True	OB	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	27	dorain char	do	r	ch	ar	UNASSIGNED	ain	L+P+OC | S+OA	True	OB	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	28	dorain char	do	ra	c	har	UNASSIGNED	in	L+P+OC | S+OA	True	OB	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	29	dorain char	do	ra	ch	ar	UNASSIGNED	in	L+P+OC | S+OA	True	OB	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	30	dorain char	do	rai	c	har	UNASSIGNED	n	L+P+OC | S+OA	True	OB	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	31	dorain char	do	rai	ch	ar	UNASSIGNED	n	L+P+OC | S+OA	True	OB	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	32	dorain char	dor	UNASSIGNED	c	har	ain	UNASSIGNED	L+OB | S+OA	False	P,OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	33	dorain char	dor	UNASSIGNED	ch	ar	ain	UNASSIGNED	L+OB | S+OA	False	P,OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	34	dorain char	dor	UNASSIGNED	cha	r	ain	UNASSIGNED	L+OB | S+OA	False	P,OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	35	dorain char	dor	a	c	har	UNASSIGNED	in	L+P+OC | S+OA	True	OB	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	36	dorain char	dor	a	cha	r	UNASSIGNED	in	L+P+OC | S+OA	True	OB	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	37	dorain char	dor	ai	c	har	UNASSIGNED	n	L+P+OC | S+OA	True	OB	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	38	dorain char	dor	ai	ch	ar	UNASSIGNED	n	L+P+OC | S+OA	True	OB	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	39	dorain char	dor	ai	cha	r	UNASSIGNED	n	L+P+OC | S+OA	True	OB	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	40	dorain char	dor	ain	c	har	UNASSIGNED	UNASSIGNED	L+P | S+OA	True	OB,OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	41	dorain char	dor	ain	ch	ar	UNASSIGNED	UNASSIGNED	L+P | S+OA	True	OB,OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	42	dorain char	dor	ain	cha	r	UNASSIGNED	UNASSIGNED	L+P | S+OA	True	OB,OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	43	dorain char	dor	ain	h	ar	UNASSIGNED	c	L+P | OC+S+OA	True	OB	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	44	dorain char	dor	ain	ha	r	UNASSIGNED	c	L+P | OC+S+OA	True	OB	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	45	dorain char	dor	c	h	ar	ain	UNASSIGNED	L+OB | P+S+OA	True	OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	46	dorain char	dor	c	ha	r	ain	UNASSIGNED	L+OB | P+S+OA	True	OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	47	dorain char	dor	in	c	har	a	UNASSIGNED	L+OB+P | S+OA	True	OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	48	dorain char	dor	in	cha	r	a	UNASSIGNED	L+OB+P | S+OA	True	OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	49	dorain char	dor	in	ha	r	a	c	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	50	dorain char	dor	n	c	har	ai	UNASSIGNED	L+OB+P | S+OA	True	OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	51	dorain char	dor	n	ch	ar	ai	UNASSIGNED	L+OB+P | S+OA	True	OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	52	dorain char	dor	n	cha	r	ai	UNASSIGNED	L+OB+P | S+OA	True	OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	53	dorain char	dor	n	h	ar	ai	c	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f42r|f42r.6-f42r.6	42	54	dorain char	dor	n	ha	r	ai	c	L+OB+P | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	D	f42r|f42r.6-f42r.6	42	0	dorain char	dor	UNASSIGNED	c	har	ain	UNASSIGNED	L+OB | S+OA	False	P,OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	D	f42r|f42r.6-f42r.6	42	1	dorain char	dor	UNASSIGNED	ch	ar	ain	UNASSIGNED	L+OB | S+OA	False	P,OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	D	f42r|f42r.6-f42r.6	42	2	dorain char	dor	UNASSIGNED	cha	r	ain	UNASSIGNED	L+OB | S+OA	False	P,OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	D	f42r|f42r.6-f42r.6	42	3	dorain char	dor	c	UNASSIGNED	har	ain	UNASSIGNED	L+OB | P+OA	True	S,OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	D	f42r|f42r.6-f42r.6	42	4	dorain char	dor	ch	UNASSIGNED	ar	ain	UNASSIGNED	L+OB | P+OA	True	S,OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	D	f42r|f42r.6-f42r.6	42	5	dorain char	dor	cha	UNASSIGNED	r	ain	UNASSIGNED	L+OB | P+OA	True	S,OC	LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f94r|f94r.9-f94r.9	94	0	otar chdy dytchdy	o	ch	tc	hdy	tar	dy	L+OB | P+OC | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f94r|f94r.9-f94r.9	94	1	otar chdy dytchdy	ot	ch	tc	hdy	ar	dy	L+OB | P+OC | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f94r|f94r.9-f94r.9	94	2	otar chdy dytchdy	ota	ch	tc	hdy	r	dy	L+OB | P+OC | OC+S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f9r|f9r.10-f9r.10	9	0	ytchas oraiin chkar	ytc	ora	ch	kar	has	iin	L+OB | P+OC | S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
IT2a	M	f9r|f9r.10-f9r.10	9	1	ytchas oraiin chkar	ytc	ora	chk	ar	has	iin	L+OB | P+OC | S+OA	True		LOCAL_ONLY_NO_REGISTERED_JOINT_KEY	0
