source_group_id	unit_id	page	visible_surface	atom_sequence_recovered	clause_shape_recovered	source_slots_recovered	short_dictionary_readback_de	combined_reverse_readback_de	component_status	owner_status	rich_source_status	structural_readback_complete
E077	H5-S001	f56r	daiin	AIIN	C10	QUANTITY_OR_STAGE	Sollmaß	C10 QUANTITY_OR_STAGE: Sollmaß	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E078	H5-S001	f56r	sho	HO	C01	LEARNED_OR_LOCAL_BODY	Zutat	C01 LEARNED_OR_LOCAL_BODY: Zutat	LEARNED_BODY_PRESENT	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E079	H5-S001	f56r	kchol	KCH+OL	C02	ORDER>ACTION	weiter bearbeiten	C02 ORDER>ACTION: weiter bearbeiten	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E080	H5-S001	f56r	otchor	OT+OR	C02	ORDER>SOURCE_OR_PREPARATION	Folgeansatz	C02 ORDER>SOURCE_OR_PREPARATION: Folgeansatz	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E081	H5-S001	f56r	choky	OK+Y	C07	ACTION>REFERENT	aktuellen Posten ansetzen	C07 ACTION>REFERENT: aktuellen Posten ansetzen	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E082	H5-S001	f56r	dal	AL	C11	TARGET	dorthin	C11 TARGET: dorthin	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E083	H5-S002	f56r	schol	PREV+OL	C02	ORDER	vorigen Posten fortsetzen	C02 ORDER: vorigen Posten fortsetzen	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E084	H5-S002	f56r	choy	HO+Y	C01	LEARNED_OR_LOCAL_BODY>REFERENT	diese Zutat	C01 LEARNED_OR_LOCAL_BODY>REFERENT: diese Zutat	LEARNED_BODY_PRESENT	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E085	H5-S002	f56r	choky	OK+Y	C07	ACTION>REFERENT	aktuellen Posten ansetzen	C07 ACTION>REFERENT: aktuellen Posten ansetzen	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E086	H5-S002	f56r	cheeckhody	EE+CKH+HO+CLOSE	C01	LEARNED_OR_LOCAL_BODY>ACTION>GRADE>CLOSE	länger auftragen; Schluss	C01 LEARNED_OR_LOCAL_BODY>ACTION>GRADE>CLOSE: länger auftragen; Schluss	LEARNED_BODY_PRESENT	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E087	H5-S003	f56r	sh	SH	C08	ACTION	halten	C08 ACTION: halten	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E088	H5-S003	f56r	cho	HO	C01	LEARNED_OR_LOCAL_BODY	Eingangsposten oder Zutat	C01 LEARNED_OR_LOCAL_BODY: Eingangsposten oder Zutat	LEARNED_BODY_PRESENT	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E089	H5-S003	f56r	kchey	KCH+E+Y	C03	ACTION>GRADE>REFERENT	diesen Posten kurz bearbeiten	C03 ACTION>GRADE>REFERENT: diesen Posten kurz bearbeiten	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E090	H5-S003	f56r	qokokchy	OK+OK+Y	C07	ACTION>REFERENT	erneut ansetzen	C07 ACTION>REFERENT: erneut ansetzen	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E091	H5-S004	f56r	okchy	OK+Y	C07	ACTION>REFERENT	Posten zur Weiterbearbeitung ansetzen	C07 ACTION>REFERENT: Posten zur Weiterbearbeitung ansetzen	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E092	H5-S004	f56r	chokcheo	OK+CHEO	C05	ACTION>SOURCE_OR_PREPARATION	Auszug zugeben	C05 ACTION>SOURCE_OR_PREPARATION: Auszug zugeben	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E093	H5-S004	f56r	kchal	KCH+AL	C04	ACTION>TARGET	an der Zielstelle bearbeiten	C04 ACTION>TARGET: an der Zielstelle bearbeiten	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E094	H5-S005	f56r	sho	HO	C01	LEARNED_OR_LOCAL_BODY	Zutat	C01 LEARNED_OR_LOCAL_BODY: Zutat	LEARNED_BODY_PRESENT	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E095	H5-S005	f56r	chokchy	OK+Y	C07	ACTION>REFERENT	Posten zur Weiterbearbeitung ansetzen	C07 ACTION>REFERENT: Posten zur Weiterbearbeitung ansetzen	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E096	H5-S005	f56r	kchoar	CHEO+AR	C09	SOURCE_OR_PREPARATION	Auszug daraus	C09 SOURCE_OR_PREPARATION: Auszug daraus	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E097	H5-S005	f56r	sotodan	OT+DAN	C02	ORDER>ACTION	danach anwenden	C02 ORDER>ACTION: danach anwenden	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E098	H5-S006	f56r	otchey	OT+Y	C02	ORDER>REFERENT	nächster Teilposten	C02 ORDER>REFERENT: nächster Teilposten	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E099	H5-S006	f56r	keol	E+OL	C02	ORDER>GRADE	kurz weiterbearbeiten	C02 ORDER>GRADE: kurz weiterbearbeiten	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E100	H5-S006	f56r	daiin	AIIN	C10	QUANTITY_OR_STAGE	Sollmaß	C10 QUANTITY_OR_STAGE: Sollmaß	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E101	B1-S001	f81v	qokedy	OK+E+CLOSE	C03	ACTION>GRADE>CLOSE	kurz ansetzen; Schluss	C03 ACTION>GRADE>CLOSE: kurz ansetzen; Schluss	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E102	B1-S002	f81v	okaiin	OK+AIIN	C06	ACTION>QUANTITY_OR_STAGE	auf Sollmaß einstellen	C06 ACTION>QUANTITY_OR_STAGE: auf Sollmaß einstellen	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E103	B1-S002	f81v	kair	AIR	C09	SOURCE_OR_PREPARATION	Beckenwasser	C09 SOURCE_OR_PREPARATION: Beckenwasser	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E104	B1-S002	f81v	okal	OK+AL	C04	ACTION>TARGET	dort ansetzen	C04 ACTION>TARGET: dort ansetzen	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E105	B1-S002	f81v	sar	AR	C09	SOURCE_OR_PREPARATION	aus dem Ansatz	C09 SOURCE_OR_PREPARATION: aus dem Ansatz	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E106	B1-S002	f81v	ol	OL	C02	ORDER	fortsetzen	C02 ORDER: fortsetzen	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E107	B1-S002	f81v	kain	AIN	C10	QUANTITY_OR_STAGE	eine Portion	C10 QUANTITY_OR_STAGE: eine Portion	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E108	B1-S002	f81v	olkain	OL+AIN	C02	ORDER>QUANTITY_OR_STAGE	weitere Portion	C02 ORDER>QUANTITY_OR_STAGE: weitere Portion	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E109	B1-S002	f81v	al	AL	C11	TARGET	dorthin	C11 TARGET: dorthin	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E110	B1-S002	f81v	ol	OL	C02	ORDER	fortsetzen	C02 ORDER: fortsetzen	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E111	B1-S002	f81v	rol	OL	C02	ORDER	vom vorigen Gang weiterführen	C02 ORDER: vom vorigen Gang weiterführen	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E112	B1-S002	f81v	dl	LOCAL_WHOLE	C01	LEARNED_OR_LOCAL_BODY	Zusatz	C01 LEARNED_OR_LOCAL_BODY: Zusatz	LEARNED_BODY_PRESENT	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E113	B1-S002	f81v	olor	OL+OR	C02	ORDER>SOURCE_OR_PREPARATION	Fortsetzungsansatz	C02 ORDER>SOURCE_OR_PREPARATION: Fortsetzungsansatz	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E114	B1-S002	f81v	ol	OL	C02	ORDER	fortsetzen	C02 ORDER: fortsetzen	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E115	B1-S002	f81v	sheckhal	CKH+E+AL	C03	ACTION>TARGET>GRADE	kurz zur Zielstelle durchleiten	C03 ACTION>TARGET>GRADE: kurz zur Zielstelle durchleiten	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E116	B1-S002	f81v	daiin	AIIN	C10	QUANTITY_OR_STAGE	Sollmaß	C10 QUANTITY_OR_STAGE: Sollmaß	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E117	B1-S002	f81v	qokeedal	OK+EE+AL	C03	ACTION>TARGET>GRADE	dort länger halten	C03 ACTION>TARGET>GRADE: dort länger halten	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E118	B1-S002	f81v	daiin	AIIN	C10	QUANTITY_OR_STAGE	Sollmaß	C10 QUANTITY_OR_STAGE: Sollmaß	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E119	B1-S002	f81v	chckhy	CKH+Y	C07	ACTION>REFERENT	durchleiten	C07 ACTION>REFERENT: durchleiten	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E120	B1-S002	f81v	schedy	CHD+CLOSE	C08	ACTION>CLOSE	Posten überführen; Schluss	C08 ACTION>CLOSE: Posten überführen; Schluss	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E121	B1-S003	f81v	qol	OL	C02	ORDER	fortsetzen	C02 ORDER: fortsetzen	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E122	B1-S003	f81v	sshkchdy	SH+KCH+CHD+CLOSE	C08	ACTION>CLOSE	im Arbeitsgang schwenken; Schluss	C08 ACTION>CLOSE: im Arbeitsgang schwenken; Schluss	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E123	B1-S004	f81v	chedy	CHD+Y	C07	ACTION>REFERENT	laufenden Posten umsetzen	C07 ACTION>REFERENT: laufenden Posten umsetzen	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E124	B1-S004	f81v	ol	OL	C02	ORDER	fortsetzen	C02 ORDER: fortsetzen	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E125	B1-S004	f81v	shedy	SHED+E+CLOSE	C03	ACTION>GRADE>CLOSE	kurz absetzen lassen; Schluss	C03 ACTION>GRADE>CLOSE: kurz absetzen lassen; Schluss	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E126	B1-S005	f81v	qolchedy	OL+CHD+CLOSE	C02	ORDER>ACTION>CLOSE	weiterüberführen; Schluss	C02 ORDER>ACTION>CLOSE: weiterüberführen; Schluss	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E127	B1-S006	f81v	qokain	OK+AIN	C06	ACTION>QUANTITY_OR_STAGE	eine Portion zugeben	C06 ACTION>QUANTITY_OR_STAGE: eine Portion zugeben	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E128	B1-S006	f81v	shckhy	CKH+Y	C07	ACTION>REFERENT	durchleiten	C07 ACTION>REFERENT: durchleiten	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E129	B1-S006	f81v	dl	LOCAL_WHOLE	C01	LEARNED_OR_LOCAL_BODY	Zusatz	C01 LEARNED_OR_LOCAL_BODY: Zusatz	LEARNED_BODY_PRESENT	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E130	B1-S006	f81v	ral	AL	C11	TARGET	zur Zielstelle	C11 TARGET: zur Zielstelle	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E131	B1-S007	f81v	qokchdy	OK+CHD+CLOSE	C08	ACTION>CLOSE	Umsetzung ansetzen; Schluss	C08 ACTION>CLOSE: Umsetzung ansetzen; Schluss	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E132	B1-S008	f81v	chey	Y	C12	REFERENT	dieser Posten	C12 REFERENT: dieser Posten	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E133	B1-S008	f81v	ol	OL	C02	ORDER	fortsetzen	C02 ORDER: fortsetzen	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E134	B1-S008	f81v	cheky	CHK+E+Y	C03	ACTION>GRADE>REFERENT	kurz wärmen	C03 ACTION>GRADE>REFERENT: kurz wärmen	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E135	B1-S008	f81v	ol	OL	C02	ORDER	fortsetzen	C02 ORDER: fortsetzen	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E136	B1-S008	f81v	shedy	SHED+E+CLOSE	C03	ACTION>GRADE>CLOSE	kurz absetzen lassen; Schluss	C03 ACTION>GRADE>CLOSE: kurz absetzen lassen; Schluss	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E137	B1-S009	f81v	qokedy	OK+E+CLOSE	C03	ACTION>GRADE>CLOSE	kurz ansetzen; Schluss	C03 ACTION>GRADE>CLOSE: kurz ansetzen; Schluss	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E138	B1-S010	f81v	qokedy	OK+E+CLOSE	C03	ACTION>GRADE>CLOSE	kurz ansetzen; Schluss	C03 ACTION>GRADE>CLOSE: kurz ansetzen; Schluss	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E139	B1-S011	f81v	chckhy	CKH+Y	C07	ACTION>REFERENT	durchleiten	C07 ACTION>REFERENT: durchleiten	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E140	B1-S011	f81v	qoky	OK+Y	C07	ACTION>REFERENT	aktuellen Posten ansetzen	C07 ACTION>REFERENT: aktuellen Posten ansetzen	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E141	B1-S012	f81v	lsho	WASH+START	C01	LEARNED_OR_LOCAL_BODY>ACTION	Waschgang beginnen	C01 LEARNED_OR_LOCAL_BODY>ACTION: Waschgang beginnen	LEARNED_BODY_PRESENT	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E142	B1-S012	f81v	qokey	OK+E+Y	C03	ACTION>GRADE>REFERENT	kurz ansetzen	C03 ACTION>GRADE>REFERENT: kurz ansetzen	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E143	B1-S012	f81v	lshedy	WASH+CLOSE	C08	ACTION>CLOSE	waschen; Schluss	C08 ACTION>CLOSE: waschen; Schluss	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E144	B1-S013	f81v	lshedy	WASH+CLOSE	C08	ACTION>CLOSE	waschen; Schluss	C08 ACTION>CLOSE: waschen; Schluss	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E145	B1-S014	f81v	chedy	CHD+Y	C07	ACTION>REFERENT	laufenden Posten umsetzen	C07 ACTION>REFERENT: laufenden Posten umsetzen	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E146	B1-S014	f81v	qolky	OL	C02	ORDER	auf dem Arbeitsweg weiterleiten	C02 ORDER: auf dem Arbeitsweg weiterleiten	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E147	B1-S014	f81v	lchedal	L+CHD+AL	C01	LEARNED_OR_LOCAL_BODY>ACTION>TARGET	zur Ablaufstelle führen	C01 LEARNED_OR_LOCAL_BODY>ACTION>TARGET: zur Ablaufstelle führen	LEARNED_BODY_PRESENT	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E148	B1-S014	f81v	qol	OL	C02	ORDER	fortsetzen	C02 ORDER: fortsetzen	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E149	B1-S014	f81v	otar	OT+AR	C02	ORDER>SOURCE_OR_PREPARATION	danach von dort	C02 ORDER>SOURCE_OR_PREPARATION: danach von dort	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E150	B1-S015	f81v	ytey	Y+E+TY	C10	QUANTITY_OR_STAGE>GRADE>REFERENT	kurzen Teil des aktuellen Postens nehmen	C10 QUANTITY_OR_STAGE>GRADE>REFERENT: kurzen Teil des aktuellen Postens nehmen	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E151	B1-S015	f81v	okchedy	OK+CHD+CLOSE	C08	ACTION>CLOSE	angesetzten Inhalt überführen; Schluss	C08 ACTION>CLOSE: angesetzten Inhalt überführen; Schluss	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E152	B1-S016	f81v	qokal	OK+AL	C04	ACTION>TARGET	dort ansetzen	C04 ACTION>TARGET: dort ansetzen	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
E153	B1-S016	f81v	okeey	OK+EE+Y	C03	ACTION>GRADE>REFERENT	länger ansetzen	C03 ACTION>GRADE>REFERENT: länger ansetzen	PRODUCTIVE_COMPONENTS	PAGE_IMAGE_OR_RECORD_OWNER_REQUIRED_FOR_CONCRETE_NOUN	MASTER_EXEMPLAR_REQUIRED_FOR_FULL_PROSE	YES
