unified_serial	register	page	source_group_id	visible_surface	autonomy	classification
303	PROSE	f83r	E303	chedain	FULL	PRODUCTIVE_CORE_PLUS_EDGE
304	PROSE	f83r	E304	chedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
305	PROSE	f83r	E305	qotedaiin	FULL	PRODUCTIVE_BREVIGRAPH
306	PROSE	f83r	E306	otaiin	FULL	PRODUCTIVE_BREVIGRAPH
307	PROSE	f83r	E307	otedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
308	PROSE	f83r	E308	ldy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
309	PROSE	f83r	E309	soiiin	FULL	PRODUCTIVE_BREVIGRAPH
310	PROSE	f83r	E310	checthy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
311	PROSE	f83r	E311	chety	PARTIAL	LEXICAL_BODY_PLUS_PRODUCTIVE_EDGE
312	PROSE	f83r	E312	otaiin	FULL	PRODUCTIVE_BREVIGRAPH
313	PROSE	f83r	E313	olsaly	FULL	PRODUCTIVE_BREVIGRAPH
314	PROSE	f83r	E314	shedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
315	PROSE	f83r	E315	qokeedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
316	PROSE	f83r	E316	qolchey	FULL	PRODUCTIVE_BREVIGRAPH
317	PROSE	f83r	E317	qokeey	FULL	PRODUCTIVE_BREVIGRAPH
318	PROSE	f83r	E318	qokedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
319	PROSE	f83r	E319	chedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
320	PROSE	f83r	E320	otal	FULL	PRODUCTIVE_BREVIGRAPH
321	PROSE	f83r	E321	otchey	FULL	PRODUCTIVE_BREVIGRAPH
322	PROSE	f83r	E322	qokeey	FULL	PRODUCTIVE_BREVIGRAPH
323	PROSE	f83r	E323	qoky	FULL	PRODUCTIVE_BREVIGRAPH
324	PROSE	f83r	E324	tol	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
325	PROSE	f83r	E325	shedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
326	PROSE	f83r	E326	qokylddy	PARTIAL	PRODUCTIVE_FRAME_PLUS_NOMENCLATOR_BODY
327	PROSE	f83r	E327	dain	NONE	REGISTER_SPLIT_ASTRO_AIN_PROSE_DAIN_WHOLE
328	PROSE	f83r	E328	chedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
329	PROSE	f83r	E329	qokeedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
330	PROSE	f83r	E330	shckhedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
331	PROSE	f83r	E331	shckhedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
332	PROSE	f83r	E332	saiin	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
333	PROSE	f83r	E333	cheeky	FULL	PRODUCTIVE_CORE_PLUS_EDGE
334	PROSE	f83r	E334	sheey	FULL	PRODUCTIVE_CORE_PLUS_EDGE
335	PROSE	f83r	E335	qokedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
336	PROSE	f83r	E336	shedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
337	PROSE	f83r	E337	oldy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
338	PROSE	f83r	E338	saiin	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
339	PROSE	f83r	E339	cheky	FULL	PRODUCTIVE_CORE_PLUS_EDGE
340	PROSE	f83r	E340	okeeol	FULL	PRODUCTIVE_BREVIGRAPH
341	PROSE	f83r	E341	okain	FULL	PRODUCTIVE_BREVIGRAPH
342	PROSE	f83r	E342	chdy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
343	PROSE	f83r	E343	sol	FULL	PRODUCTIVE_BREVIGRAPH
344	PROSE	f83r	E344	lkedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
345	PROSE	f83r	E345	lchedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
346	PROSE	f83r	E346	qokol	FULL	PRODUCTIVE_BREVIGRAPH
347	PROSE	f83r	E347	shedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
348	PROSE	f83r	E348	or	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
349	PROSE	f83r	E349	chey	FULL	PRODUCTIVE_BREVIGRAPH
350	PROSE	f83r	E350	qockhey	FULL	PRODUCTIVE_CORE_PLUS_EDGE
351	PROSE	f83r	E351	dairydy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
352	PROSE	f83r	E352	qokain	FULL	PRODUCTIVE_BREVIGRAPH
353	PROSE	f83r	E353	shey	NONE	NOMENCLATOR_WHOLE_SIGN
354	PROSE	f83r	E354	kain	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
355	PROSE	f83r	E355	chckhal	FULL	PRODUCTIVE_CORE_PLUS_EDGE
356	PROSE	f83r	E356	solkey	FULL	PRODUCTIVE_CORE_PLUS_EDGE
357	PROSE	f83r	E357	lchedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
358	PROSE	f83r	E358	qolkain	FULL	PRODUCTIVE_BREVIGRAPH
359	PROSE	f83r	E359	dal	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
360	PROSE	f83r	E360	skar	PARTIAL	PRODUCTIVE_FRAME_PLUS_NOMENCLATOR_BODY
361	PROSE	f83r	E361	shedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
362	PROSE	f83r	E362	otchdy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
363	PROSE	f83r	E363	qokchdy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
364	PROSE	f83r	E364	shedal	FULL	PRODUCTIVE_CORE_PLUS_EDGE
365	PROSE	f83r	E365	dal	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
366	PROSE	f83r	E366	cheol	FULL	PRODUCTIVE_BREVIGRAPH
367	PROSE	f83r	E367	lol	FULL	PRODUCTIVE_BREVIGRAPH
368	PROSE	f83r	E368	chdal	FULL	PRODUCTIVE_CORE_PLUS_EDGE
369	PROSE	f83r	E369	aiin	FULL	PRODUCTIVE_BREVIGRAPH
370	PROSE	f83r	E370	sol	FULL	PRODUCTIVE_BREVIGRAPH
371	PROSE	f83r	E371	daiiin	FULL	PRODUCTIVE_BREVIGRAPH
372	PROSE	f83r	E372	chedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
373	PROSE	f83r	E373	solkeey	FULL	PRODUCTIVE_CORE_PLUS_EDGE
374	PROSE	f83r	E374	qekey	FULL	PRODUCTIVE_CORE_PLUS_EDGE
375	PROSE	f83r	E375	raly	FULL	PRODUCTIVE_BREVIGRAPH
376	PROSE	f83r	E376	ol	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
377	PROSE	f83r	E377	daiin	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
378	PROSE	f83r	E378	ol	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
379	PROSE	f83r	E379	dain	NONE	REGISTER_SPLIT_ASTRO_AIN_PROSE_DAIN_WHOLE
380	PROSE	f83r	E380	chey	FULL	PRODUCTIVE_BREVIGRAPH
381	PROSE	f83r	E381	ldalor	FULL	PRODUCTIVE_BREVIGRAPH
382	ASTRO	f67r2	A1:G001	ykshy	FULL	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
383	ASTRO	f67r2	A1:G002	s	NONE	LOCAL_ASTRO_NOMENCLATOR
384	ASTRO	f67r2	A1:G003	aram	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
385	ASTRO	f67r2	A1:G004	ykecho	FULL	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
386	ASTRO	f67r2	A1:G005	ols	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
387	ASTRO	f67r2	A1:G006	eesydy	NONE	LOCAL_ASTRO_NOMENCLATOR
388	ASTRO	f67r2	A1:G007	ey	NONE	LOCAL_ASTRO_NOMENCLATOR
389	ASTRO	f67r2	A1:G008	shs	NONE	LOCAL_ASTRO_NOMENCLATOR
390	ASTRO	f67r2	A1:G009	okar	FULL	PRODUCTIVE_ASTRO_COMPOSITION
391	ASTRO	f67r2	A1:G010	shekchy	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
392	ASTRO	f67r2	A1:G011	sykos	NONE	LOCAL_ASTRO_NOMENCLATOR
393	ASTRO	f67r2	A1:G012	ykeody	FULL	ASTRO_OD_PRODUCTIVE_MODIFIER
394	ASTRO	f67r2	A1:G013	okchy	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
395	ASTRO	f67r2	A1:G014	dchetay	NONE	LOCAL_ASTRO_NOMENCLATOR
396	ASTRO	f67r2	A1:G015	ykchy	FULL	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
397	ASTRO	f67r2	A1:G016	kchey	FULL	PRODUCTIVE_CORE_PLUS_EDGE
398	ASTRO	f67r2	A1:G017	ykchys	FULL	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
399	ASTRO	f67r2	A1:G018	chkchdar	PARTIAL	LOCAL_NOMENCLATOR_WITH_COMPONENT_HINT
400	ASTRO	f67r2	A1:G019	ykar	FULL	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
401	ASTRO	f67r2	A1:G020	ykaly	FULL	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
402	ASTRO	f67r2	A1:G021	lkshy	NONE	LOCAL_ASTRO_NOMENCLATOR
403	ASTRO	f67r2	A1:G022	kchy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
404	ASTRO	f67r2	A1:G023	okar	FULL	PRODUCTIVE_ASTRO_COMPOSITION
405	ASTRO	f67r2	A1:G024	chky	NONE	LOCAL_ASTRO_NOMENCLATOR
406	ASTRO	f67r2	A1:G025	chykchs	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
407	ASTRO	f67r2	A1:G026	chy	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
408	ASTRO	f67r2	A1:G027	ykees	FULL	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
409	ASTRO	f67r2	A1:G028	ykchos	FULL	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
410	ASTRO	f67r2	A1:G029	opodchol	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
411	ASTRO	f67r2	A1:G030	s	NONE	LOCAL_ASTRO_NOMENCLATOR
412	ASTRO	f67r2	A1:G031	ain	FULL	PRODUCTIVE_CORE_SIGN
413	ASTRO	f67r2	A1:G032	aldy	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
414	ASTRO	f67r2	A1:G033	soeey	NONE	LOCAL_ASTRO_NOMENCLATOR
415	ASTRO	f67r2	A1:G034	doiin	NONE	LOCAL_ASTRO_NOMENCLATOR
416	ASTRO	f67r2	A1:G035	oldy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
417	ASTRO	f67r2	A1:G036	dolchsody	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
418	ASTRO	f67r2	A1:G037	odaeiin	FULL	ASTRO_OD_PRODUCTIVE_MODIFIER
419	ASTRO	f67r2	A1:G038	okoes	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
420	ASTRO	f67r2	A1:G039	oekain	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
421	ASTRO	f67r2	A1:G040	y	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
422	ASTRO	f67r2	A1:G041	otchey	FULL	PRODUCTIVE_BREVIGRAPH
423	ASTRO	f67r2	A1:G042	soraiir	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
424	ASTRO	f67r2	A1:G043	dy	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
425	ASTRO	f67r2	A1:G044	qopchy	NONE	LOCAL_ASTRO_NOMENCLATOR
426	ASTRO	f67r2	A1:G045	daiin	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
427	ASTRO	f67r2	A1:G046	dal	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
428	ASTRO	f67r2	A1:G047	ydchos	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
429	ASTRO	f67r2	A1:G048	ain	FULL	PRODUCTIVE_CORE_SIGN
430	ASTRO	f67r2	A1:G049	ar	FULL	PRODUCTIVE_CORE_SIGN
431	ASTRO	f67r2	A1:G050	amy	NONE	LOCAL_ASTRO_NOMENCLATOR
432	ASTRO	f67r2	A1:G051	chocfhy	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
433	ASTRO	f67r2	A1:G052	saral	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
434	ASTRO	f67r2	A1:G053	sain	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
435	ASTRO	f67r2	A1:G054	am	NONE	LOCAL_ASTRO_NOMENCLATOR
436	ASTRO	f67r2	A1:G055	ar	FULL	PRODUCTIVE_CORE_SIGN
437	ASTRO	f67r2	A1:G056	okal	FULL	PRODUCTIVE_BREVIGRAPH
438	ASTRO	f67r2	A1:G057	oparchy	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
439	ASTRO	f67r2	A1:G058	salsain	PARTIAL	LOCAL_NOMENCLATOR_WITH_COMPONENT_HINT
440	ASTRO	f67r2	A1:G059	sodar	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
441	ASTRO	f67r2	A1:G060	ofar	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
442	ASTRO	f67r2	A1:G061	ar	FULL	PRODUCTIVE_CORE_SIGN
443	ASTRO	f67r2	A1:G062	ydam	NONE	LOCAL_ASTRO_NOMENCLATOR
444	ASTRO	f67r2	A1:G063	yteoor	FULL	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
445	ASTRO	f67r2	A1:G064	yto	FULL	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
446	ASTRO	f67r2	A1:G065	ykor	FULL	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
447	ASTRO	f67r2	A1:G066	okeo	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
448	ASTRO	f67r2	A1:G067	r	NONE	LOCAL_ASTRO_NOMENCLATOR
449	ASTRO	f67r2	A1:G068	aiin	FULL	PRODUCTIVE_BREVIGRAPH
450	ASTRO	f67r2	A1:G069	am	NONE	LOCAL_ASTRO_NOMENCLATOR
451	ASTRO	f67r2	A1:G070	okain	FULL	PRODUCTIVE_BREVIGRAPH
452	ASTRO	f67r2	A1:G071	am	NONE	LOCAL_ASTRO_NOMENCLATOR
453	ASTRO	f67r2	A1:G072	ytody	FULL	ASTRO_OD_PRODUCTIVE_MODIFIER
454	ASTRO	f67r2	A1:G073	saiin	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
455	ASTRO	f67r2	A1:G074	ochol	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
456	ASTRO	f67r2	A1:G075	olol	PARTIAL	UNPROMOTED_MULTI_CORE_HINT
457	ASTRO	f67r2	A1:G076	opcholdy	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
458	ASTRO	f67r2	A1:G077	dosar	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
459	ASTRO	f67r2	A1:G078	odas	FULL	ASTRO_OD_PRODUCTIVE_MODIFIER
460	ASTRO	f67r2	A1:G079	air	FULL	PRODUCTIVE_CORE_SIGN
461	ASTRO	f67r2	A1:G080	alaiin	FULL	PRODUCTIVE_ASTRO_COMPOSITION
462	ASTRO	f67r2	A1:G081	dokan	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
463	ASTRO	f67r2	A1:G082	oear	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
464	ASTRO	f67r2	A1:G083	odal	FULL	ASTRO_OD_PRODUCTIVE_MODIFIER
465	ASTRO	f67r2	A1:G084	ofar	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
466	ASTRO	f67r2	A1:G085	oeoldan	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
467	ASTRO	f67r2	A1:G086	chol	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
468	ASTRO	f67r2	A1:G087	giin	NONE	LOCAL_ASTRO_NOMENCLATOR
469	ASTRO	f67r2	A1:G088	okol	FULL	PRODUCTIVE_ASTRO_COMPOSITION
470	ASTRO	f67r2	A1:G089	ytor	FULL	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
471	ASTRO	f67r2	A1:G090	daiin	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
472	ASTRO	f67r2	A1:G091	or	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
473	ASTRO	f67r2	A1:G092	ytoaiin	FULL	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
474	ASTRO	f67r2	A1:G093	otoldos	FULL	PRODUCTIVE_ASTRO_COMPOSITION
475	ASTRO	f67r2	A1:G094	octhole	PARTIAL	LOCAL_NOMENCLATOR_WITH_COMPONENT_HINT
476	ASTRO	f67r2	A1:G095	sor	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
477	ASTRO	f67r2	A1:G096	chedaiin	FULL	PRODUCTIVE_ASTRO_COMPOSITION
478	ASTRO	f67r2	A1:G097	dy	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
479	ASTRO	f67r2	A1:G098	yteos	FULL	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
480	ASTRO	f67r2	A1:G099	oiin	NONE	LOCAL_ASTRO_NOMENCLATOR
481	ASTRO	f67r2	A1:G100	og	NONE	LOCAL_ASTRO_NOMENCLATOR
482	ASTRO	f67r2	A1:G101	ytoeopchey	FULL	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
483	ASTRO	f67r2	A1:G102	chekody	FULL	ASTRO_OD_PRODUCTIVE_MODIFIER
484	ASTRO	f67r2	A1:G103	sosho	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
485	ASTRO	f67r2	A1:G104	chos	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
486	ASTRO	f67r2	A1:G105	ockhy	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
487	ASTRO	f67r2	A1:G106	daiin	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
488	ASTRO	f67r2	A1:G107	aiin	FULL	PRODUCTIVE_BREVIGRAPH
489	ASTRO	f67r2	A1:G108	os	NONE	NOMENCLATOR_WHOLE_SIGN
490	ASTRO	f67r2	A1:G109	qsg	NONE	LOCAL_ASTRO_NOMENCLATOR
491	ASTRO	f67r2	A1:G110	ofydy	NONE	LOCAL_ASTRO_NOMENCLATOR
492	ASTRO	f67r2	A1:G111	sheody	FULL	ASTRO_OD_PRODUCTIVE_MODIFIER
493	ASTRO	f67r2	A1:G112	aiin	FULL	PRODUCTIVE_BREVIGRAPH
494	ASTRO	f67r2	A1:G113	ycheody	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
495	ASTRO	f67r2	A1:G114	es	NONE	LOCAL_ASTRO_NOMENCLATOR
496	ASTRO	f67r2	A1:G115	odaiiin	FULL	ASTRO_OD_PRODUCTIVE_MODIFIER
497	ASTRO	f67r2	A1:G116	yekees	NONE	LOCAL_ASTRO_NOMENCLATOR
498	ASTRO	f67r2	A1:G117	oraly	PARTIAL	LOCAL_NOMENCLATOR_WITH_COMPONENT_HINT
499	ASTRO	f67r2	A1:G118	yfain	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
500	ASTRO	f67r2	A1:G119	todaiin	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
501	ASTRO	f67r2	A1:G120	dain	FULL	REGISTER_SPLIT_ASTRO_AIN_PROSE_DAIN_WHOLE
502	ASTRO	f67r2	A1:G121	dy	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
503	ASTRO	f67r2	A1:G122	os	NONE	NOMENCLATOR_WHOLE_SIGN
504	ASTRO	f67r2	A1:G123	choer	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
505	ASTRO	f67r2	A1:G124	aiin	FULL	PRODUCTIVE_BREVIGRAPH
506	ASTRO	f67r2	A1:G125	choeea	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
507	ASTRO	f67r2	A1:G126	sal	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
508	ASTRO	f67r2	A1:G127	dadaiin	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
509	ASTRO	f67r2	A1:G128	qotoear	FULL	BOUND_MODIFIER_COMPOSITION
510	ASTRO	f67r2	A1:G129	dchdar	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
511	ASTRO	f67r2	A1:G130	y	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
512	ASTRO	f67r2	A1:G131	saldal	PARTIAL	UNPROMOTED_MULTI_CORE_HINT
513	ASTRO	f67r2	A1:G132	ytodal	FULL	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
514	ASTRO	f67r2	A1:G133	tol	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
515	ASTRO	f67r2	A1:G134	daiin	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
516	ASTRO	f67r2	A1:G135	otar	FULL	PRODUCTIVE_BREVIGRAPH
517	ASTRO	f67r2	A1:G136	dy	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
518	ASTRO	f67r2	A1:G137	cho	NONE	NOMENCLATOR_WHOLE_SIGN
519	ASTRO	f67r2	A1:G138	dal	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
520	ASTRO	f67r2	A1:G139	g	NONE	LOCAL_ASTRO_NOMENCLATOR
521	ASTRO	f67r2	A1:G140	ytchodly	FULL	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
522	ASTRO	f67r2	A1:G141	octhys	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
523	ASTRO	f67r2	A1:G142	ytokar	FULL	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
524	ASTRO	f67r2	A1:G143	otolor	PARTIAL	LOCAL_NOMENCLATOR_WITH_COMPONENT_HINT
525	ASTRO	f67r2	A1:G144	okodar	FULL	ASTRO_OD_PRODUCTIVE_MODIFIER
526	ASTRO	f67r2	A1:G145	s	NONE	LOCAL_ASTRO_NOMENCLATOR
527	ASTRO	f67r2	A1:G146	air	FULL	PRODUCTIVE_CORE_SIGN
528	ASTRO	f67r2	A1:G147	soear	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
529	ASTRO	f67r2	A1:G148	cpheey	NONE	LOCAL_ASTRO_NOMENCLATOR
530	ASTRO	f67r2	A1:G149	okodar	FULL	ASTRO_OD_PRODUCTIVE_MODIFIER
531	ASTRO	f67r2	A1:G150	oepchod	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
532	ASTRO	f67r2	A1:G151	s	NONE	LOCAL_ASTRO_NOMENCLATOR
533	ASTRO	f67r2	A1:G152	ay	NONE	LOCAL_ASTRO_NOMENCLATOR
534	ASTRO	f67r2	A1:G153	osar	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
535	ASTRO	f67r2	A1:G154	oran	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
536	ASTRO	f67r2	A1:G155	dar	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
537	ASTRO	f67r2	A1:G156	aldaiin	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
538	ASTRO	f67r2	A1:G157	ydaiin	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
539	ASTRO	f67r2	A1:G158	qkoy	NONE	LOCAL_ASTRO_NOMENCLATOR
540	ASTRO	f67r2	A1:G159	ydaiin	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
541	ASTRO	f67r2	A1:G160	qofair	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
542	ASTRO	f67r2	A1:G161	ypair	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
543	ASTRO	f67r2	A1:G162	ykoaiin	FULL	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
544	ASTRO	f67r2	A1:G163	ydoly	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
545	ASTRO	f67r2	A1:G164	ytalchos	FULL	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
546	ASTRO	f67r2	A1:G165	oly	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
547	ASTRO	f67r2	A1:G166	okey	FULL	PRODUCTIVE_BREVIGRAPH
548	ASTRO	f67r2	A1:G167	sshey	NONE	LOCAL_ASTRO_NOMENCLATOR
549	ASTRO	f67r2	A1:G168	sy	FULL	PRODUCTIVE_BREVIGRAPH
550	ASTRO	f67r2	A1:G169	shees	NONE	LOCAL_ASTRO_NOMENCLATOR
551	ASTRO	f67r2	A1:G170	qeykeey	NONE	LOCAL_ASTRO_NOMENCLATOR
552	ASTRO	f67r2	A1:G171	ykchey	FULL	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
553	ASTRO	f67r2	A1:G172	ykchey	FULL	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
554	ASTRO	f67r2	A1:G173	qokeochy	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
555	ASTRO	f67r2	A1:G174	oaiin	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
556	ASTRO	f67r2	A1:G175	okol	FULL	PRODUCTIVE_ASTRO_COMPOSITION
557	ASTRO	f67r2	A1:G176	ar	FULL	PRODUCTIVE_CORE_SIGN
558	ASTRO	f67r2	A1:G177	olar	FULL	PRODUCTIVE_ASTRO_COMPOSITION
559	ASTRO	f67r2	A1:G178	yshey	NONE	LOCAL_ASTRO_NOMENCLATOR
560	ASTRO	f67r2	A1:G179	qokeeody	FULL	ASTRO_OD_PRODUCTIVE_MODIFIER
561	ASTRO	f67r2	A1:G180	cheos	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
562	ASTRO	f67r2	A1:G181	oeeos	NONE	LOCAL_ASTRO_NOMENCLATOR
563	ASTRO	f67r2	A1:G182	qockhy	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
564	ASTRO	f67r2	A1:G183	chos	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
565	ASTRO	f67r2	A1:G184	aiin	FULL	PRODUCTIVE_BREVIGRAPH
566	ASTRO	f67r2	A1:G185	okeeody	FULL	ASTRO_OD_PRODUCTIVE_MODIFIER
567	ASTRO	f67r2	A1:G186	qokoaiin	PARTIAL	LOCAL_NOMENCLATOR_WITH_COMPONENT_HINT
568	ASTRO	f67r2	A1:G187	odain	FULL	ASTRO_OD_PRODUCTIVE_MODIFIER
569	ASTRO	f67r2	A1:G188	ar	FULL	PRODUCTIVE_CORE_SIGN
570	ASTRO	f67r2	A1:G189	air	FULL	PRODUCTIVE_CORE_SIGN
571	ASTRO	f67r2	A1:G190	ay	NONE	LOCAL_ASTRO_NOMENCLATOR
572	ASTRO	f68r1	A2:G001	shokchy	PARTIAL	LOCAL_NOMENCLATOR_WITH_COMPONENT_HINT
