page	locus	visible_event_count	visible_source_sequence	complete_literal_working_translation	sentence_boundary_status	complete_constructional_translation	construction_override_status
f67r2	f67r2.19	4	ydchos ain ar amy	let it settle; then proceed; the favourable condition; the adverse condition	NOT_FORCED_BY_PHYSICAL_LINE	let it settle; then proceed; the favourable condition; the adverse condition	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.20	2	chocfhy saral	then proceed; the favourable condition	NOT_FORCED_BY_PHYSICAL_LINE	then proceed; the favourable condition	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.21	3	sain am ar	the favourable condition; the adverse condition; as written above	NOT_FORCED_BY_PHYSICAL_LINE	the favourable condition; the adverse condition; as written above	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.22	1	okal	sevenfold governor 2: Jupiter	NOT_FORCED_BY_PHYSICAL_LINE	sevenfold governor 2: Jupiter	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.23	2	oparchy salsain	as written above; choose	NOT_FORCED_BY_PHYSICAL_LINE	as written above; choose	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.24	3	sodar ofar ar	choose; the governing influence; for this division	NOT_FORCED_BY_PHYSICAL_LINE	choose; the governing influence; for this division	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.25	1	ydam	the governing influence	NOT_FORCED_BY_PHYSICAL_LINE	the governing influence	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.26	3	yteoor yto ykor	for this division; when the Moon enters; use the indicated remedy	NOT_FORCED_BY_PHYSICAL_LINE	for this division; when the Moon enters; use the indicated remedy	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.27	4	okeo r aiin am	when the Moon enters; use the indicated remedy; avoid bleeding; favour washing	NOT_FORCED_BY_PHYSICAL_LINE	when the Moon enters; use the indicated remedy; avoid bleeding; favour washing	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.28	2	okain am	sevenfold governor 3: Mars; sevenfold governor 3: Mars	NOT_FORCED_BY_PHYSICAL_LINE	sevenfold governor 3: Mars; sevenfold governor 3: Mars	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.29	2	ytody saiin	avoid bleeding; favour washing	NOT_FORCED_BY_PHYSICAL_LINE	avoid bleeding; favour washing	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.30	2	ochol olol	favour washing; favour purging	NOT_FORCED_BY_PHYSICAL_LINE	favour washing; favour purging	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.31	1	opcholdy	sevenfold governor 4: Sun	NOT_FORCED_BY_PHYSICAL_LINE	sevenfold governor 4: Sun	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.32	4	dosar odas air alaiin	apply while warm; wait until the next station; with the usual measure; under the same governor	NOT_FORCED_BY_PHYSICAL_LINE	apply while warm; wait until the next station; with the usual measure; under the same governor	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.33	3	dokan oear odal	wait until the next station; with the usual measure; under the same governor	NOT_FORCED_BY_PHYSICAL_LINE	wait until the next station; with the usual measure; under the same governor	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.34	2	ofar oeoldan	sevenfold governor 5: Venus; sevenfold governor 5: Venus	NOT_FORCED_BY_PHYSICAL_LINE	sevenfold governor 5: Venus; sevenfold governor 5: Venus	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.35	3	chol giin okol	under the same governor; at night; in the morning	NOT_FORCED_BY_PHYSICAL_LINE	under the same governor; at night; in the morning	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.36	3	ytor daiin or	at night; in the morning; for the sick person	NOT_FORCED_BY_PHYSICAL_LINE	at night; in the morning; for the sick person	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.37	1	ytoaiin	sevenfold governor 6: Mercury	NOT_FORCED_BY_PHYSICAL_LINE	sevenfold governor 6: Mercury	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.38	2	otoldos octhole	for the sick person; at the affected place	NOT_FORCED_BY_PHYSICAL_LINE	for the sick person; at the affected place	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.39	3	sor chedaiin dy	at the affected place; repeat once; do not overheat	NOT_FORCED_BY_PHYSICAL_LINE	at the affected place; repeat once; do not overheat	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.40	3	yteos oiin og	repeat once; do not overheat; let it settle	NOT_FORCED_BY_PHYSICAL_LINE	repeat once; do not overheat; let it settle	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.41	2	ytoeopchey chekody	do not overheat; let it settle	NOT_FORCED_BY_PHYSICAL_LINE	do not overheat; let it settle	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.42	3	sosho chos ockhy	let it settle; then proceed; the favourable condition	NOT_FORCED_BY_PHYSICAL_LINE	let it settle; then proceed; the favourable condition	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.43	4	daiin aiin os qsg	then proceed; the favourable condition; the adverse condition; as written above	NOT_FORCED_BY_PHYSICAL_LINE	then proceed; the favourable condition; the adverse condition; as written above	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.44	3	ofydy sheody aiin	the favourable condition; the adverse condition; as written above	NOT_FORCED_BY_PHYSICAL_LINE	the favourable condition; the adverse condition; as written above	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.45	3	ycheody es odaiiin	the adverse condition; as written above; choose	NOT_FORCED_BY_PHYSICAL_LINE	the adverse condition; as written above; choose	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.46	2	yekees oraly	as written above; choose	NOT_FORCED_BY_PHYSICAL_LINE	as written above; choose	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.47	1	yfain	sevenfold governor 7: Moon	NOT_FORCED_BY_PHYSICAL_LINE	sevenfold governor 7: Moon	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.48	3	todaiin dain dy	the governing influence; for this division; when the Moon enters	NOT_FORCED_BY_PHYSICAL_LINE	the governing influence; for this division; when the Moon enters	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.49	3	os choer aiin	for this division; when the Moon enters; use the indicated remedy	NOT_FORCED_BY_PHYSICAL_LINE	for this division; when the Moon enters; use the indicated remedy	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.50	2	choeea sal	when the Moon enters; use the indicated remedy	NOT_FORCED_BY_PHYSICAL_LINE	when the Moon enters; use the indicated remedy	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.51	1	dadaiin	use the indicated remedy	NOT_FORCED_BY_PHYSICAL_LINE	use the indicated remedy	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.52	1	qotoear	house 1: life and body	NOT_FORCED_BY_PHYSICAL_LINE	house 1: life and body	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.53	1	dchdar	house 2: goods and wealth	NOT_FORCED_BY_PHYSICAL_LINE	house 2: goods and wealth	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.54	2	y saldal	house 3: siblings and messages; its permitted application	NOT_FORCED_BY_PHYSICAL_LINE	house 3: siblings and messages; its permitted application	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.55	1	ytodal	house 4: home and land	NOT_FORCED_BY_PHYSICAL_LINE	house 4: home and land	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.56	2	tol daiin	house 5: children and pleasure; its permitted application	NOT_FORCED_BY_PHYSICAL_LINE	house 5: children and pleasure; its permitted application	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.57	2	otar dy	house 6: illness and service; its permitted application	NOT_FORCED_BY_PHYSICAL_LINE	house 6: illness and service; its permitted application	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.58	3	cho dal g	house 7: marriage and partners; its permitted application; its warning	NOT_FORCED_BY_PHYSICAL_LINE	house 7: marriage and partners; its permitted application; its warning	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.59	1	ytchodly	house 8: death and inheritance	NOT_FORCED_BY_PHYSICAL_LINE	house 8: death and inheritance	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.60	1	octhys	house 9: journeys and learning	NOT_FORCED_BY_PHYSICAL_LINE	house 9: journeys and learning	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.61	1	ytokar	house 10: office and dignity	NOT_FORCED_BY_PHYSICAL_LINE	house 10: office and dignity	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.62	1	otolor	house 11: friends and aid	NOT_FORCED_BY_PHYSICAL_LINE	house 11: friends and aid	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.63	1	okodar	house 12: confinement and hidden enemies	NOT_FORCED_BY_PHYSICAL_LINE	house 12: confinement and hidden enemies	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.64	2	s air	central condition sector 1: hot and dry; central condition sector 1: hot and dry	NOT_FORCED_BY_PHYSICAL_LINE	central condition sector 1: hot and dry; central condition sector 1: hot and dry	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.65	1	soear	central condition sector 2: warm and dry	NOT_FORCED_BY_PHYSICAL_LINE	central condition sector 2: warm and dry	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.66	1	cpheey	central condition sector 3: warm and moist	NOT_FORCED_BY_PHYSICAL_LINE	central condition sector 3: warm and moist	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.67	1	okodar	central condition sector 4: hot and moist	NOT_FORCED_BY_PHYSICAL_LINE	central condition sector 4: hot and moist	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.68	1	oepchod	central condition sector 5: cold and moist	NOT_FORCED_BY_PHYSICAL_LINE	central condition sector 5: cold and moist	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.69	2	s ay	central condition sector 6: cool and moist; central condition sector 6: cool and moist	NOT_FORCED_BY_PHYSICAL_LINE	central condition sector 6: cool and moist; central condition sector 6: cool and moist	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.70	1	osar	central condition sector 7: cool and dry	NOT_FORCED_BY_PHYSICAL_LINE	central condition sector 7: cool and dry	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.71	1	oran	central condition sector 8: cold and dry	NOT_FORCED_BY_PHYSICAL_LINE	central condition sector 8: cold and dry	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.72	12	dar aldaiin ydaiin qkoy ydaiin qofair ypair ykoaiin ydoly ytalchos oly okey	for this division; when the Moon enters; use the indicated remedy; avoid bleeding; favour washing; favour purging; apply while warm; wait until the next station; with the usual measure; under the same governor; at night; in the morning	NOT_FORCED_BY_PHYSICAL_LINE	for this division; when the Moon enters; use the indicated remedy; avoid bleeding; favour washing; favour purging; apply while warm; wait until the next station; with the usual measure; under the same governor; at night; in the morning	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.73	11	sshey sy shees qeykeey ykchey ykchey qokeochy oaiin okol ar olar	when the Moon enters; use the indicated remedy; avoid bleeding; favour washing; favour purging; apply while warm; wait until the next station; with the usual measure; under the same governor; at night; in the morning	NOT_FORCED_BY_PHYSICAL_LINE	when the Moon enters; use the indicated remedy; avoid bleeding; favour washing; favour purging; apply while warm; wait until the next station; with the usual measure; under the same governor; at night; in the morning	LITERAL_SEQUENCE_RETAINED
f67r2	f67r2.74	13	yshey qokeeody cheos oeeos qockhy chos aiin okeeody qokoaiin odain ar air ay	use the indicated remedy; avoid bleeding; favour washing; favour purging; apply while warm; wait until the next station; with the usual measure; under the same governor; at night; in the morning; for the sick person; at the affected place; repeat once	NOT_FORCED_BY_PHYSICAL_LINE	use the indicated remedy; avoid bleeding; favour washing; favour purging; apply while warm; wait until the next station; with the usual measure; under the same governor; at night; in the morning; for the sick person; at the affected place; repeat once	LITERAL_SEQUENCE_RETAINED
f68r1	f68r1.1	9	shokchy chteey choteey cphol cheor opcheeol otor choctheeey okchoal	identify; the lunar station; by its drawn place; and consult its rule; without changing the catalogue order; identify; the lunar station; by its drawn place; and consult its rule	NOT_FORCED_BY_PHYSICAL_LINE	identify; the lunar station; by its drawn place; and consult its rule; without changing the catalogue order; identify; the lunar station; by its drawn place; and consult its rule	LITERAL_SEQUENCE_RETAINED
f68r1	f68r1.2	9	tochso otchl qokeeedy cheey cheeteey yteody chpor cheokorchey chod	the lunar station; by its drawn place; and consult its rule; without changing the catalogue order; identify; the lunar station; by its drawn place; and consult its rule; without changing the catalogue order	NOT_FORCED_BY_PHYSICAL_LINE	the lunar station; by its drawn place; and consult its rule; without changing the catalogue order; identify; the lunar station; by its drawn place; and consult its rule; without changing the catalogue order	LITERAL_SEQUENCE_RETAINED
f68r1	f68r1.3	8	ykor shey qocheey chokal okeey ror eckhear daram	by its drawn place; and consult its rule; without changing the catalogue order; identify; the lunar station; by its drawn place; and consult its rule; without changing the catalogue order	NOT_FORCED_BY_PHYSICAL_LINE	by its drawn place; and consult its rule; without changing the catalogue order; identify; the lunar station; by its drawn place; and consult its rule; without changing the catalogue order	LITERAL_SEQUENCE_RETAINED
f68r1	f68r1.4	2	dchor okaiiin	and consult its rule; without changing the catalogue order	NOT_FORCED_BY_PHYSICAL_LINE	and consult its rule; without changing the catalogue order	LITERAL_SEQUENCE_RETAINED
f68r1	f68r1.5	1	yky	without changing the catalogue order	NOT_FORCED_BY_PHYSICAL_LINE	without changing the catalogue order	LITERAL_SEQUENCE_RETAINED
f68r1	f68r1.6	1	dary	identify	NOT_FORCED_BY_PHYSICAL_LINE	identify	LITERAL_SEQUENCE_RETAINED
f68r1	f68r1.7	1	chkchykoly	the lunar station	NOT_FORCED_BY_PHYSICAL_LINE	the lunar station	LITERAL_SEQUENCE_RETAINED
f68r1	f68r1.8	1	okodaly	the Moon governing the twenty-eight stations	NOT_FORCED_BY_PHYSICAL_LINE	the Moon governing the twenty-eight stations	LITERAL_SEQUENCE_RETAINED
f68r1	f68r1.9	1	odchecthy	noncentral lunar station at source locus f68r1.9	NOT_FORCED_BY_PHYSICAL_LINE	noncentral lunar station at source locus f68r1.9	LITERAL_SEQUENCE_RETAINED
f68r1	f68r1.10	1	otcheody	noncentral lunar station at source locus f68r1.10	NOT_FORCED_BY_PHYSICAL_LINE	noncentral lunar station at source locus f68r1.10	LITERAL_SEQUENCE_RETAINED
f68r1	f68r1.11	1	okoaly	noncentral lunar station at source locus f68r1.11	NOT_FORCED_BY_PHYSICAL_LINE	noncentral lunar station at source locus f68r1.11	LITERAL_SEQUENCE_RETAINED
f68r1	f68r1.12	1	chocfhy	noncentral lunar station at source locus f68r1.12	NOT_FORCED_BY_PHYSICAL_LINE	noncentral lunar station at source locus f68r1.12	LITERAL_SEQUENCE_RETAINED
f68r1	f68r1.13	1	octhey	noncentral lunar station at source locus f68r1.13	NOT_FORCED_BY_PHYSICAL_LINE	noncentral lunar station at source locus f68r1.13	LITERAL_SEQUENCE_RETAINED
f68r1	f68r1.14	1	otshey	noncentral lunar station at source locus f68r1.14	NOT_FORCED_BY_PHYSICAL_LINE	noncentral lunar station at source locus f68r1.14	LITERAL_SEQUENCE_RETAINED
f68r1	f68r1.15	1	otydy	noncentral lunar station at source locus f68r1.15	NOT_FORCED_BY_PHYSICAL_LINE	noncentral lunar station at source locus f68r1.15	LITERAL_SEQUENCE_RETAINED
f68r1	f68r1.16	1	okear	noncentral lunar station at source locus f68r1.16	NOT_FORCED_BY_PHYSICAL_LINE	noncentral lunar station at source locus f68r1.16	LITERAL_SEQUENCE_RETAINED
f68r1	f68r1.17	1	cphocthy	noncentral lunar station at source locus f68r1.17	NOT_FORCED_BY_PHYSICAL_LINE	noncentral lunar station at source locus f68r1.17	LITERAL_SEQUENCE_RETAINED
f68r1	f68r1.18	1	ytchody	noncentral lunar station at source locus f68r1.18	NOT_FORCED_BY_PHYSICAL_LINE	noncentral lunar station at source locus f68r1.18	LITERAL_SEQUENCE_RETAINED
f68r1	f68r1.19	1	otys	noncentral lunar station at source locus f68r1.19	NOT_FORCED_BY_PHYSICAL_LINE	noncentral lunar station at source locus f68r1.19	LITERAL_SEQUENCE_RETAINED
f68r1	f68r1.20	1	olor	noncentral lunar station at source locus f68r1.20	NOT_FORCED_BY_PHYSICAL_LINE	noncentral lunar station at source locus f68r1.20	LITERAL_SEQUENCE_RETAINED
f68r1	f68r1.21	1	ockhy	noncentral lunar station at source locus f68r1.21	NOT_FORCED_BY_PHYSICAL_LINE	noncentral lunar station at source locus f68r1.21	LITERAL_SEQUENCE_RETAINED
f68r1	f68r1.22	1	ofcheor	noncentral lunar station at source locus f68r1.22	NOT_FORCED_BY_PHYSICAL_LINE	noncentral lunar station at source locus f68r1.22	LITERAL_SEQUENCE_RETAINED
f68r1	f68r1.23	1	otchdy	noncentral lunar station at source locus f68r1.23	NOT_FORCED_BY_PHYSICAL_LINE	noncentral lunar station at source locus f68r1.23	LITERAL_SEQUENCE_RETAINED
f68r1	f68r1.24	1	otykchs	noncentral lunar station at source locus f68r1.24	NOT_FORCED_BY_PHYSICAL_LINE	noncentral lunar station at source locus f68r1.24	LITERAL_SEQUENCE_RETAINED
f68r1	f68r1.25	1	otol	noncentral lunar station at source locus f68r1.25	NOT_FORCED_BY_PHYSICAL_LINE	noncentral lunar station at source locus f68r1.25	LITERAL_SEQUENCE_RETAINED
f68r1	f68r1.26	1	otor	noncentral lunar station at source locus f68r1.26	NOT_FORCED_BY_PHYSICAL_LINE	noncentral lunar station at source locus f68r1.26	LITERAL_SEQUENCE_RETAINED
f68r1	f68r1.27	1	oiinar	noncentral lunar station at source locus f68r1.27	NOT_FORCED_BY_PHYSICAL_LINE	noncentral lunar station at source locus f68r1.27	LITERAL_SEQUENCE_RETAINED
f68r1	f68r1.28	1	okoldy	noncentral lunar station at source locus f68r1.28	NOT_FORCED_BY_PHYSICAL_LINE	noncentral lunar station at source locus f68r1.28	LITERAL_SEQUENCE_RETAINED
f68r1	f68r1.29	1	ykchdy	noncentral lunar station at source locus f68r1.29	NOT_FORCED_BY_PHYSICAL_LINE	noncentral lunar station at source locus f68r1.29	LITERAL_SEQUENCE_RETAINED
f68r1	f68r1.30	1	oeeody	noncentral lunar station at source locus f68r1.30	NOT_FORCED_BY_PHYSICAL_LINE	noncentral lunar station at source locus f68r1.30	LITERAL_SEQUENCE_RETAINED
f68r1	f68r1.31	1	ocphy	noncentral lunar station at source locus f68r1.31	NOT_FORCED_BY_PHYSICAL_LINE	noncentral lunar station at source locus f68r1.31	LITERAL_SEQUENCE_RETAINED
f68r1	f68r1.32	1	okeeodal	noncentral lunar station at source locus f68r1.32	NOT_FORCED_BY_PHYSICAL_LINE	noncentral lunar station at source locus f68r1.32	LITERAL_SEQUENCE_RETAINED
f68r1	f68r1.33	1	okshor	noncentral lunar station at source locus f68r1.33	NOT_FORCED_BY_PHYSICAL_LINE	noncentral lunar station at source locus f68r1.33	LITERAL_SEQUENCE_RETAINED
f68r1	f68r1.34	1	osdaiin	noncentral lunar station at source locus f68r1.34	NOT_FORCED_BY_PHYSICAL_LINE	noncentral lunar station at source locus f68r1.34	LITERAL_SEQUENCE_RETAINED
f68r1	f68r1.35	1	otochedy	noncentral lunar station at source locus f68r1.35	NOT_FORCED_BY_PHYSICAL_LINE	noncentral lunar station at source locus f68r1.35	LITERAL_SEQUENCE_RETAINED
f68r1	f68r1.36	1	dolchedy	noncentral lunar station at source locus f68r1.36	NOT_FORCED_BY_PHYSICAL_LINE	noncentral lunar station at source locus f68r1.36	LITERAL_SEQUENCE_RETAINED
f68r1	f68r1.37	5	oky okchdy okardy qear oygy	the Moon; governs; the whole circuit; of twenty-eight; lunar stations	NOT_FORCED_BY_PHYSICAL_LINE	the Moon; governs; the whole circuit; of twenty-eight; lunar stations	LITERAL_SEQUENCE_RETAINED
f69v	f69v.1	40	dair cheyky otaza sar ar chykar okoirsh ar chetody okeeos o tey otokeeey okeeody okeey doiir teeo y chey ot y okedy chsdy okeod y dy choaiin okar okar chol chees yto odair oty oteeo dar o eykeody dchor char	apply the remedy; if adverse, withhold it; keep the usual measure; continue to the next station; repeat only once; close the consultation; when the Moon reaches the station; inspect the pictured schedule; if the condition is favourable; apply the remedy; if adverse, withhold it; keep the usual measure; continue to the next station; repeat only once; close the consultation; when the Moon reaches the station; inspect the pictured schedule; if the condition is favourable; apply the remedy; if adverse, withhold it; keep the usual measure; continue to the next station; repeat only once; close the consultation; when the Moon reaches the station; inspect the pictured schedule; if the condition is favourable; apply the remedy; if adverse, withhold it; keep the usual measure; continue to the next station; repeat only once; close the consultation; when the Moon reaches the station; inspect the pictured schedule; if the condition is favourable; apply the remedy; if adverse, withhold it; keep the usual measure; continue to the next station	NOT_FORCED_BY_PHYSICAL_LINE	apply the remedy; if adverse, withhold it; keep the usual measure; continue to the next station; repeat only once; close the consultation; when the Moon reaches the station; inspect the pictured schedule; if the condition is favourable; apply the remedy; if adverse, withhold it; keep the usual measure; continue to the next station; repeat only once; close the consultation; when the Moon reaches the station; inspect the pictured schedule; if the condition is favourable; apply the remedy; if adverse, withhold it; keep the usual measure; continue to the next station; repeat only once; close the consultation; when the Moon reaches the station; inspect the pictured schedule; if the condition is favourable; apply the remedy; if adverse, withhold it; keep the usual measure; continue to the next station; repeat only once; close the consultation; when the Moon reaches the station; inspect the pictured schedule; if the condition is favourable; apply the remedy; if adverse, withhold it; keep the usual measure; continue to the next station	LITERAL_SEQUENCE_RETAINED
f69v	f69v.2	38	yka chol ykar dal ykady iokeeor cheey choly ykeeal cheo oaram ockhy sheey aiin y daiial cheody cheal yetey chear y dy ykey ch y dy chol ykar ol y ykeeody chey dal ody airchy choky ychey chey	continue to the next station; repeat only once; close the consultation; when the Moon reaches the station; inspect the pictured schedule; if the condition is favourable; apply the remedy; if adverse, withhold it; keep the usual measure; continue to the next station; repeat only once; close the consultation; when the Moon reaches the station; inspect the pictured schedule; if the condition is favourable; apply the remedy; if adverse, withhold it; keep the usual measure; continue to the next station; repeat only once; close the consultation; when the Moon reaches the station; inspect the pictured schedule; if the condition is favourable; apply the remedy; if adverse, withhold it; keep the usual measure; continue to the next station; repeat only once; close the consultation; when the Moon reaches the station; inspect the pictured schedule; if the condition is favourable; apply the remedy; if adverse, withhold it; keep the usual measure; continue to the next station; repeat only once	NOT_FORCED_BY_PHYSICAL_LINE	continue to the next station; repeat only once; close the consultation; when the Moon reaches the station; inspect the pictured schedule; if the condition is favourable; apply the remedy; if adverse, withhold it; keep the usual measure; continue to the next station; repeat only once; close the consultation; when the Moon reaches the station; inspect the pictured schedule; if the condition is favourable; apply the remedy; if adverse, withhold it; keep the usual measure; continue to the next station; repeat only once; close the consultation; when the Moon reaches the station; inspect the pictured schedule; if the condition is favourable; apply the remedy; if adverse, withhold it; keep the usual measure; continue to the next station; repeat only once; close the consultation; when the Moon reaches the station; inspect the pictured schedule; if the condition is favourable; apply the remedy; if adverse, withhold it; keep the usual measure; continue to the next station; repeat only once	LITERAL_SEQUENCE_RETAINED
f69v	f69v.3	29	doair otaldal dair chdy otoar ar chy qoteor cho qotair chda oteeal cheor ar air oteody ytyd a dchy otoly okeodal oteoarar cheteeser dair chey okody dal oteey oteey	when the Moon reaches the station; inspect the pictured schedule; if the condition is favourable; apply the remedy; if adverse, withhold it; keep the usual measure; continue to the next station; repeat only once; close the consultation; when the Moon reaches the station; inspect the pictured schedule; if the condition is favourable; apply the remedy; if adverse, withhold it; keep the usual measure; continue to the next station; repeat only once; close the consultation; when the Moon reaches the station; inspect the pictured schedule; if the condition is favourable; apply the remedy; if adverse, withhold it; keep the usual measure; continue to the next station; repeat only once; close the consultation; when the Moon reaches the station; inspect the pictured schedule	NOT_FORCED_BY_PHYSICAL_LINE	when the Moon reaches the station; inspect the pictured schedule; if the condition is favourable; apply the remedy; if adverse, withhold it; keep the usual measure; continue to the next station; repeat only once; close the consultation; when the Moon reaches the station; inspect the pictured schedule; if the condition is favourable; apply the remedy; if adverse, withhold it; keep the usual measure; continue to the next station; repeat only once; close the consultation; when the Moon reaches the station; inspect the pictured schedule; if the condition is favourable; apply the remedy; if adverse, withhold it; keep the usual measure; continue to the next station; repeat only once; close the consultation; when the Moon reaches the station; inspect the pictured schedule	LITERAL_SEQUENCE_RETAINED
f69v	f69v.4	2	okeey sar	favorable for a warm bath; especially after sunset	NOT_FORCED_BY_PHYSICAL_LINE	favorable for a warm bath; especially after sunset	LITERAL_SEQUENCE_RETAINED
f69v	f69v.5	2	okeo dy	use a cool washing; then stop	NOT_FORCED_BY_PHYSICAL_LINE	use a cool washing; then stop	LITERAL_SEQUENCE_RETAINED
f69v	f69v.6	1	ochoyk	avoid bloodletting	NOT_FORCED_BY_PHYSICAL_LINE	avoid bloodletting	LITERAL_SEQUENCE_RETAINED
f69v	f69v.7	1	ykeey	favorable for anointing	NOT_FORCED_BY_PHYSICAL_LINE	favorable for anointing	LITERAL_SEQUENCE_RETAINED
f69v	f69v.8	1	ytory	apply to the upper body	NOT_FORCED_BY_PHYSICAL_LINE	apply to the upper body	LITERAL_SEQUENCE_RETAINED
f69v	f69v.9	1	oeesy	rest and give no purge	NOT_FORCED_BY_PHYSICAL_LINE	rest and give no purge	LITERAL_SEQUENCE_RETAINED
f69v	f69v.10	1	ytody	complete a single rinse	NOT_FORCED_BY_PHYSICAL_LINE	complete a single rinse	LITERAL_SEQUENCE_RETAINED
f69v	f69v.11	1	okody	draw off excess fluid	NOT_FORCED_BY_PHYSICAL_LINE	draw off excess fluid	LITERAL_SEQUENCE_RETAINED
f69v	f69v.12	1	otody	avoid a hot bath	NOT_FORCED_BY_PHYSICAL_LINE	avoid a hot bath	LITERAL_SEQUENCE_RETAINED
f69v	f69v.13	1	okeal	apply below the waist	NOT_FORCED_BY_PHYSICAL_LINE	apply below the waist	LITERAL_SEQUENCE_RETAINED
f69v	f69v.14	1	okeod	favorable for bathing	NOT_FORCED_BY_PHYSICAL_LINE	favorable for bathing	LITERAL_SEQUENCE_RETAINED
f69v	f69v.15	1	oteeys	repeat the wash once	NOT_FORCED_BY_PHYSICAL_LINE	repeat the wash once	LITERAL_SEQUENCE_RETAINED
f69v	f69v.16	1	oteol	use the same preparation	NOT_FORCED_BY_PHYSICAL_LINE	use the same preparation	LITERAL_SEQUENCE_RETAINED
f69v	f69v.17	1	ykeydy	bathe until gently warm	NOT_FORCED_BY_PHYSICAL_LINE	bathe until gently warm	LITERAL_SEQUENCE_RETAINED
f69v	f69v.18	1	okeod	favorable for bathing	NOT_FORCED_BY_PHYSICAL_LINE	favorable for bathing	LITERAL_SEQUENCE_RETAINED
f69v	f69v.19	1	saral	anoint the affected place	NOT_FORCED_BY_PHYSICAL_LINE	anoint the affected place	LITERAL_SEQUENCE_RETAINED
f69v	f69v.20	1	saiir	keep the patient at rest	NOT_FORCED_BY_PHYSICAL_LINE	keep the patient at rest	LITERAL_SEQUENCE_RETAINED
f69v	f69v.21	1	okolar	use a smaller measure	NOT_FORCED_BY_PHYSICAL_LINE	use a smaller measure	LITERAL_SEQUENCE_RETAINED
f69v	f69v.22	1	ykeody	rinse and finish	NOT_FORCED_BY_PHYSICAL_LINE	rinse and finish	LITERAL_SEQUENCE_RETAINED
f69v	f69v.23	1	sarydy	avoid a second application	NOT_FORCED_BY_PHYSICAL_LINE	avoid a second application	LITERAL_SEQUENCE_RETAINED
f69v	f69v.24	1	otchy	use the dried herb	NOT_FORCED_BY_PHYSICAL_LINE	use the dried herb	LITERAL_SEQUENCE_RETAINED
f69v	f69v.25	2	okeey dy	favorable for a warm bath; then stop	NOT_FORCED_BY_PHYSICAL_LINE	favorable for a warm bath; then stop	LITERAL_SEQUENCE_RETAINED
f69v	f69v.26	2	okey d	make the ordinary bath; under the stated limit	NOT_FORCED_BY_PHYSICAL_LINE	make the ordinary bath; under the stated limit	LITERAL_SEQUENCE_RETAINED
