replay_id	source_probe_id	source_surface	synthetic_unseen_surface	content_class	insertion_index	expected_function_mask	observed_function_mask	source_cold_route	observed_route	source_channel_signature	observed_channel_signature	shell_shape	source_ordered_recipe_trace	observed_ordered_recipe_trace	source_recipe_support_tier	observed_recipe_support_tier	source_recipe_support_rank	observed_recipe_support_rank	source_bounded_shell_id	observed_bounded_shell_id	bounded_shell_match	running_event_count	running_page_count	address_full_formula_count	address_hybrid_shell_count	observed_reading_de	signature_stable	recipe_stable	tier_and_rank_stable	shell_id_stable	reading_stable	replay_pass
G470-U048	G466-U048	olfsheoral	olfxsheoral	STAR_BEARING_RING_POSITION	3	11001100011	11001100011	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C09+G466-C44+G466-C31	G466-C09+G466-C44+G466-C31	PREFIX+INTERNAL+SUFFIX	OL+SH+AL	OL+SH+AL	ADDRESS_HYBRID_SHELL_ONLY	ADDRESS_HYBRID_SHELL_ONLY	95	95	G467-S2135	G467-S2135	YES	0	0	0	1	FORTSETZEN · [STERNSTELLENNAME:fx] · HALTEN · [STERNSTELLENNAME:eor] · ZIELORT	YES	YES	YES	YES	YES	YES
G470-U049	G466-U049	opalal	oxpalal	STAR_BEARING_RING_POSITION	1	0001111	0001111	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C39+G466-C31	G466-C39+G466-C31	INTERNAL+SUFFIX	AL+AL	AL+AL	RUNNING_EXACT_RECIPE	RUNNING_EXACT_RECIPE	39	39	NONE	NONE	NO	2	2	0	2	[STERNSTELLENNAME:oxp] · ZIELORT · ZIELORT	YES	YES	YES	YES	YES	YES
G470-U050	G466-U050	yfary	yxfary	STAR_BEARING_RING_POSITION	1	000110	000110	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C40	G466-C40	INTERNAL	AR	AR	OUTSIDE_BOUNDED_SHELL_ATLAS	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	NONE	NONE	NO	0	0	0	0	[STERNSTELLENNAME:yxf] · AUSGANG · [STERNSTELLENNAME:y]	YES	YES	YES	YES	YES	YES
G470-U051	G466-U051	oraiiral	oraxiiral	STAR_BEARING_RING_POSITION	3	110000011	110000011	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C10+G466-C31	G466-C10+G466-C31	PREFIX+SUFFIX	OR+AL	OR+AL	RUNNING_EXACT_RECIPE	RUNNING_EXACT_RECIPE	46	46	G467-S0226	G467-S0226	YES	1	1	0	1	EINHEIT · [STERNSTELLENNAME:axiir] · ZIELORT	YES	YES	YES	YES	YES	YES
G470-U052	G466-U052	ytoar	yxtoar	STAR_BEARING_RING_POSITION	1	000011	000011	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C33	G466-C33	SUFFIX	AR	AR	OUTSIDE_BOUNDED_SHELL_ATLAS	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	NONE	NONE	NO	0	0	0	0	[STERNSTELLENNAME:yxto] · AUSGANG	YES	YES	YES	YES	YES	YES
G470-U053	G466-U053	octho	oxctho	STAR_BEARING_RING_POSITION	1	001110	001110	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C37	G466-C37	INTERNAL	CH+T	CH+T	OUTSIDE_BOUNDED_SHELL_ATLAS	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	NONE	NONE	NO	0	0	0	0	[STERNSTELLENNAME:ox] · NEHMEN · EINSTELLEN · [STERNSTELLENNAME:o]	YES	YES	YES	YES	YES	YES
G470-U054	G466-U054	oletal	olextal	STAR_BEARING_RING_POSITION	3	1100011	1100011	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C09+G466-C31	G466-C09+G466-C31	PREFIX+SUFFIX	OL+AL	OL+AL	RUNNING_EXACT_RECIPE	RUNNING_EXACT_RECIPE	38	38	G467-S0203	G467-S0203	YES	3	2	0	1	FORTSETZEN · [STERNSTELLENNAME:ext] · ZIELORT	YES	YES	YES	YES	YES	YES
G470-U055	G466-U055	darchdar	dxarchdar	BATH_OR_OUTLET_STATION	1	001100011	001100011	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C40+G466-C33	G466-C40+G466-C33	INTERNAL+SUFFIX	AR+AR	AR+AR	ADDRESS_HYBRID_SHELL_ONLY	ADDRESS_HYBRID_SHELL_ONLY	90	90	NONE	NONE	NO	0	0	0	2	[BADSTATIONSNAME:dx] · AUSGANG · [BADSTATIONSNAME:chd] · AUSGANG	YES	YES	YES	YES	YES	YES
G470-U056	G466-U056	olkchs	olkxchs	BATH_OR_OUTLET_STATION	3	1100000	1100000	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C09	G466-C09	PREFIX	OL	OL	OUTSIDE_BOUNDED_SHELL_ATLAS	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	NONE	NONE	NO	0	0	0	0	FORTSETZEN · [BADSTATIONSNAME:kxchs]	YES	YES	YES	YES	YES	YES
G470-U057	G466-U057	otork	otoxrk	BATH_OR_OUTLET_STATION	3	110000	110000	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C11	G466-C11	PREFIX	OT	OT	OUTSIDE_BOUNDED_SHELL_ATLAS	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	NONE	NONE	NO	0	0	0	0	DANACH · [BADSTATIONSNAME:oxrk]	YES	YES	YES	YES	YES	YES
G470-U058	G466-U058	soral	sxoral	BATH_OR_OUTLET_STATION	1	000011	000011	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C31	G466-C31	SUFFIX	AL	AL	OUTSIDE_BOUNDED_SHELL_ATLAS	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	NONE	NONE	NO	0	0	0	0	[BADSTATIONSNAME:sxor] · ZIELORT	YES	YES	YES	YES	YES	YES
G470-U059	G466-U059	dotedy	dxotedy	BATH_OR_OUTLET_STATION	1	0011000	0011000	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C43	G466-C43	INTERNAL	OT	OT	OUTSIDE_BOUNDED_SHELL_ATLAS	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	NONE	NONE	NO	0	0	0	0	[BADSTATIONSNAME:dx] · DANACH · [BADSTATIONSNAME:edy]	YES	YES	YES	YES	YES	YES
G470-U060	G466-U060	okalyd	okalyxd	DRUG_OR_INGREDIENT_OBJECT	5	1111000	1111000	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C08+G466-C39	G466-C08+G466-C39	PREFIX+INTERNAL	OK+AL	OK+AL	RUNNING_EXACT_RECIPE	RUNNING_EXACT_RECIPE	6	6	NONE	NONE	NO	47	14	0	2	SETZEN · ZIELORT · [DROGENNAME:yxd]	YES	YES	YES	YES	YES	YES
G470-U061	G466-U061	cheocthy	cxheocthy	DRUG_OR_INGREDIENT_OBJECT	1	000001111	000001111	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C20	G466-C20	SUFFIX	CH+T+Y	CH+T+Y	OUTSIDE_BOUNDED_SHELL_ATLAS	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	NONE	NONE	NO	0	0	0	0	[DROGENNAME:cxheo] · NEHMEN · EINSTELLEN · POSTEN	YES	YES	YES	YES	YES	YES
G470-U062	G466-U062	cpheor	cxpheor	DRUG_OR_INGREDIENT_OBJECT	1	0000011	0000011	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C35	G466-C35	SUFFIX	OR	OR	OUTSIDE_BOUNDED_SHELL_ATLAS	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	NONE	NONE	NO	0	0	0	0	[DROGENNAME:cxphe] · EINHEIT	YES	YES	YES	YES	YES	YES
G470-U063	G466-U063	arody	aroxdy	DRUG_OR_INGREDIENT_OBJECT	3	110000	110000	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C06	G466-C06	PREFIX	AR	AR	OUTSIDE_BOUNDED_SHELL_ATLAS	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	NONE	NONE	NO	0	0	0	0	AUSGANG · [DROGENNAME:oxdy]	YES	YES	YES	YES	YES	YES
G470-U064	G466-U064	otoram	otoxram	DRUG_OR_INGREDIENT_OBJECT	3	1100011	1100011	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C11+G466-C32	G466-C11+G466-C32	PREFIX+SUFFIX	OT+AM_ADDR	OT+AM_ADDR	RUNNING_EXACT_RECIPE	RUNNING_EXACT_RECIPE	22	22	G467-S0250	G467-S0250	YES	6	5	0	1	DANACH · [DROGENNAME:oxr] · HIER	YES	YES	YES	YES	YES	YES
G470-U065	G466-U065	otora	otoxra	DRUG_OR_INGREDIENT_OBJECT	3	110000	110000	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C11	G466-C11	PREFIX	OT	OT	OUTSIDE_BOUNDED_SHELL_ATLAS	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	NONE	NONE	NO	0	0	0	0	DANACH · [DROGENNAME:oxra]	YES	YES	YES	YES	YES	YES
G470-U066	G466-U066	cheosdy	cxheosdy	DRUG_OR_INGREDIENT_OBJECT	1	00000000	00000000	STRICT_OWNER_FAMILY_PLUS_LEARNED_NAME	WHOLE_LEARNED_OWNER_NAME	NONE	NONE	NONE	NONE	NONE	OUTSIDE_BOUNDED_SHELL_ATLAS	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	NONE	NONE	NO	0	0	0	0	[DROGENNAME:cxheosdy]	YES	YES	YES	YES	YES	YES
G470-U067	G466-U067	daramdal	dxaramdal	DRUG_OR_INGREDIENT_OBJECT	1	001100111	001100111	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C40+G466-C24	G466-C40+G466-C24	INTERNAL+SUFFIX	AR+AL	AR+AL	ADDRESS_HYBRID_SHELL_ONLY	ADDRESS_HYBRID_SHELL_ONLY	92	92	NONE	NONE	NO	0	0	0	1	[DROGENNAME:dx] · AUSGANG · [DROGENNAME:am] · ZIELORT	YES	YES	YES	YES	YES	YES
G470-U068	G466-U068	otydary	otyxdary	DRUG_OR_INGREDIENT_OBJECT	3	11001110	11001110	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C11+G466-C38	G466-C11+G466-C38	PREFIX+INTERNAL	OT+D_ADDR+AR	OT+D_ADDR+AR	OUTSIDE_BOUNDED_SHELL_ATLAS	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	NONE	NONE	NO	0	0	0	0	DANACH · [DROGENNAME:yx] · HIER · AUSGANG · [DROGENNAME:y]	YES	YES	YES	YES	YES	YES
G470-U069	G466-U069	otdordy	otdxordy	DRUG_OR_INGREDIENT_OBJECT	3	11000000	11000000	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C11	G466-C11	PREFIX	OT	OT	OUTSIDE_BOUNDED_SHELL_ATLAS	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	NONE	NONE	NO	0	0	0	0	DANACH · [DROGENNAME:dxordy]	YES	YES	YES	YES	YES	YES
G470-U070	G466-U070	dararda	dxararda	DRUG_OR_INGREDIENT_OBJECT	1	00111100	00111100	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C40+G466-C40	G466-C40+G466-C40	INTERNAL+INTERNAL	AR+AR	AR+AR	ADDRESS_HYBRID_SHELL_ONLY	ADDRESS_HYBRID_SHELL_ONLY	90	90	NONE	NONE	NO	0	0	0	2	[DROGENNAME:dx] · AUSGANG · AUSGANG · [DROGENNAME:da]	YES	YES	YES	YES	YES	YES
G470-U071	G466-U071	qkol	qxkol	DRUG_OR_INGREDIENT_OBJECT	1	00011	00011	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C34	G466-C34	SUFFIX	OL	OL	OUTSIDE_BOUNDED_SHELL_ATLAS	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	NONE	NONE	NO	0	0	0	0	[DROGENNAME:qxk] · FORTSETZEN	YES	YES	YES	YES	YES	YES
G470-U072	G466-U072	oldam	oldxam	DRUG_OR_INGREDIENT_OBJECT	3	110011	110011	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C09+G466-C32	G466-C09+G466-C32	PREFIX+SUFFIX	OL+AM_ADDR	OL+AM_ADDR	RUNNING_EXACT_RECIPE	RUNNING_EXACT_RECIPE	48	48	G467-S0204	G467-S0204	YES	1	1	0	1	FORTSETZEN · [DROGENNAME:dx] · HIER	YES	YES	YES	YES	YES	YES
G470-U073	G466-U073	otoldy	otoldxy	DRUG_OR_INGREDIENT_OBJECT	5	1111000	1111000	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C02	G466-C02	PREFIX	OT+OL	OT+OL	RUNNING_EXACT_RECIPE	RUNNING_EXACT_RECIPE	17	17	NONE	NONE	NO	9	8	0	2	DANACH · FORTSETZEN · [DROGENNAME:dxy]	YES	YES	YES	YES	YES	YES
G470-U074	G466-U074	ararchodaiin	ararcxhodaiin	DRUG_OR_INGREDIENT_OBJECT	5	1111000011111	1111000011111	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C06+G466-C40+G466-C14	G466-C06+G466-C40+G466-C14	PREFIX+INTERNAL+SUFFIX	AR+AR+AIIN	AR+AR+AIIN	ADDRESS_HYBRID_SHELL_ONLY	ADDRESS_HYBRID_SHELL_ONLY	93	93	G467-S1405	G467-S1405	YES	0	0	0	1	AUSGANG · AUSGANG · [DROGENNAME:cxho] · WERT	YES	YES	YES	YES	YES	YES
G470-U075	G466-U075	otorain	otoxrain	DRUG_OR_INGREDIENT_OBJECT	3	11000111	11000111	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C11+G466-C22	G466-C11+G466-C22	PREFIX+SUFFIX	OT+AIN	OT+AIN	RUNNING_EXACT_RECIPE	RUNNING_EXACT_RECIPE	18	18	G467-S0240	G467-S0240	YES	17	7	0	1	DANACH · [DROGENNAME:oxr] · ANTEIL	YES	YES	YES	YES	YES	YES
G470-U076	G466-U076	ykocfhy	yxkocfhy	DRUG_OR_INGREDIENT_OBJECT	1	00001111	00001111	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C18	G466-C18	SUFFIX	CH+LOCAL_CHAR_F+Y	CH+LOCAL_CHAR_F+Y	OUTSIDE_BOUNDED_SHELL_ATLAS	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	NONE	NONE	NO	0	0	0	0	[DROGENNAME:yxko] · NEHMEN · HIER · POSTEN	YES	YES	YES	YES	YES	YES
G470-U077	G466-U077	saldam	sxaldam	DRUG_OR_INGREDIENT_OBJECT	1	0011011	0011011	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C39+G466-C32	G466-C39+G466-C32	INTERNAL+SUFFIX	AL+AM_ADDR	AL+AM_ADDR	ADDRESS_HYBRID_SHELL_ONLY	ADDRESS_HYBRID_SHELL_ONLY	96	96	NONE	NONE	NO	0	0	0	1	[DROGENNAME:sx] · ZIELORT · [DROGENNAME:d] · HIER	YES	YES	YES	YES	YES	YES
G470-U078	G466-U078	sydarary	sxydarary	DRUG_OR_INGREDIENT_OBJECT	1	000111110	000111110	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C38+G466-C40	G466-C38+G466-C40	INTERNAL+INTERNAL	D_ADDR+AR+AR	D_ADDR+AR+AR	OUTSIDE_BOUNDED_SHELL_ATLAS	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	NONE	NONE	NO	0	0	0	0	[DROGENNAME:sxy] · HIER · AUSGANG · AUSGANG · [DROGENNAME:y]	YES	YES	YES	YES	YES	YES
G470-U079	G466-U079	odory	oxdory	DRUG_OR_INGREDIENT_OBJECT	1	000111	000111	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C28	G466-C28	SUFFIX	OR+Y	OR+Y	RUNNING_EXACT_RECIPE	RUNNING_EXACT_RECIPE	32	32	NONE	NONE	NO	3	3	0	1	[DROGENNAME:oxd] · EINHEIT · POSTEN	YES	YES	YES	YES	YES	YES
G470-U080	G466-U080	doly	dxoly	DRUG_OR_INGREDIENT_OBJECT	1	00111	00111	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C27	G466-C27	SUFFIX	OL+Y	OL+Y	RUNNING_EXACT_RECIPE	RUNNING_EXACT_RECIPE	11	11	NONE	NONE	NO	31	11	0	1	[DROGENNAME:dx] · FORTSETZEN · POSTEN	YES	YES	YES	YES	YES	YES
G470-U081	G466-U081	opchosam	oxpchosam	DRUG_OR_INGREDIENT_OBJECT	1	000000011	000000011	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C32	G466-C32	SUFFIX	AM_ADDR	AM_ADDR	OUTSIDE_BOUNDED_SHELL_ATLAS	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	NONE	NONE	NO	0	0	0	0	[DROGENNAME:oxpchos] · HIER	YES	YES	YES	YES	YES	YES
G470-U082	G466-U082	saloiinsheol	sxaloiinsheol	DRUG_OR_INGREDIENT_OBJECT	1	0011000011011	0011000011011	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C39+G466-C44+G466-C34	G466-C39+G466-C44+G466-C34	INTERNAL+INTERNAL+SUFFIX	AL+SH+OL	AL+SH+OL	ADDRESS_HYBRID_SHELL_ONLY	ADDRESS_HYBRID_SHELL_ONLY	98	98	NONE	NONE	NO	0	0	0	1	[DROGENNAME:sx] · ZIELORT · [DROGENNAME:oiin] · HALTEN · [DROGENNAME:e] · FORTSETZEN	YES	YES	YES	YES	YES	YES
G470-U083	G466-U083	otold	otoldx	DRUG_OR_INGREDIENT_OBJECT	5	111100	111100	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C02	G466-C02	PREFIX	OT+OL	OT+OL	RUNNING_EXACT_RECIPE	RUNNING_EXACT_RECIPE	17	17	NONE	NONE	NO	9	8	0	2	DANACH · FORTSETZEN · [DROGENNAME:dx]	YES	YES	YES	YES	YES	YES
G470-U084	G466-U084	opchoroiin	oxpchoroiin	DRUG_OR_INGREDIENT_OBJECT	1	00000001111	00000001111	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C21	G466-C21	SUFFIX	O+IIN	O+IIN	OUTSIDE_BOUNDED_SHELL_ATLAS	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	NONE	NONE	NO	0	0	0	0	[DROGENNAME:oxpchor] · AUSFÜHRUNG · STUFE	YES	YES	YES	YES	YES	YES
G470-U085	G466-U085	oporain	oxporain	DRUG_OR_INGREDIENT_OBJECT	1	00000111	00000111	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C22	G466-C22	SUFFIX	AIN	AIN	OUTSIDE_BOUNDED_SHELL_ATLAS	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	NONE	NONE	NO	0	0	0	0	[DROGENNAME:oxpor] · ANTEIL	YES	YES	YES	YES	YES	YES
G470-U086	G466-U086	okshdchos	okshdxchos	DRUG_OR_INGREDIENT_OBJECT	5	1111000000	1111000000	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C08+G466-C44	G466-C08+G466-C44	PREFIX+INTERNAL	OK+SH	OK+SH	OUTSIDE_BOUNDED_SHELL_ATLAS	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	NONE	NONE	NO	0	0	0	0	SETZEN · HALTEN · [DROGENNAME:dxchos]	YES	YES	YES	YES	YES	YES
G470-U087	G466-U087	yorain	yxorain	DRUG_OR_INGREDIENT_OBJECT	1	0000111	0000111	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C22	G466-C22	SUFFIX	AIN	AIN	OUTSIDE_BOUNDED_SHELL_ATLAS	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	NONE	NONE	NO	0	0	0	0	[DROGENNAME:yxor] · ANTEIL	YES	YES	YES	YES	YES	YES
G470-U088	G466-U088	ofakal	ofaxkal	DRUG_OR_INGREDIENT_OBJECT	3	1100011	1100011	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C07+G466-C31	G466-C07+G466-C31	PREFIX+SUFFIX	O+LOCAL_CHAR_F+AL	O+LOCAL_CHAR_F+AL	RUNNING_EXACT_RECIPE	RUNNING_EXACT_RECIPE	45	45	G467-S0157	G467-S0157	YES	1	1	0	1	AUSFÜHRUNG · HIER · [DROGENNAME:axk] · ZIELORT	YES	YES	YES	YES	YES	YES
G470-U089	G466-U089	ytarem	yxtarem	DRUG_OR_INGREDIENT_OBJECT	1	0001100	0001100	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	G466-C40	G466-C40	INTERNAL	AR	AR	OUTSIDE_BOUNDED_SHELL_ATLAS	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	NONE	NONE	NO	0	0	0	0	[DROGENNAME:yxt] · AUSGANG · [DROGENNAME:em]	YES	YES	YES	YES	YES	YES
