source_group_id	unit_id	page	visible_surface	atom_sequence	card_reading_de	semantic_cue_classes	explicit_body_or_patient_noun	domain_decision_from_card_alone	owner_or_master_required
E219	B2-S016	f82r	qokaiin	OK+AIIN	auf Sollmaß einstellen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E220	B2-S016	f82r	okey	OK+E+Y	kurz ansetzen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E221	B2-S016	f82r	pchedy	P+CHD+CLOSE	einführen; Schluss	PROCESS_OR_STATION	NO	NONE	YES
E222	B2-S017	f82r	rsheal	SH+E+AL	kurz am Ziel ruhen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E223	B2-S017	f82r	daldy	AL+CLOSE	Nebenoeffnung; Schluss	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E224	B2-S018	f82r	qokeedy	OK+EE+CLOSE	länger ansetzen; Schluss	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E225	B2-S019	f82r	rshedy	WASH+CLOSE	Waschgang abschließen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E226	B2-S020	f82r	qoteedy	OT+EE+CLOSE	lange Folge; Schluss	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E227	B2-S021	f82r	qokeedy	OK+EE+CLOSE	länger ansetzen; Schluss	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E228	B2-S022	f82r	lochedy	L+CHD+CLOSE	Rest abfuehren; Schluss	PROCESS_OR_STATION	NO	NONE	YES
E229	B3-S001	f83r	olkeedy	SOLK+EE+CLOSE	länger sammeln; Schluss	PROCESS_OR_STATION	NO	NONE	YES
E230	B3-S002	f83r	qotal	OT+AL	danach dorthin	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E231	B3-S002	f83r	chkeedy	CHK+EE+CLOSE	länger wärmen; Schluss	PROCESS_OR_STATION	NO	NONE	YES
E232	B3-S003	f83r	chey	Y	dieser Posten	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E233	B3-S003	f83r	daiin	AIIN	Sollmaß	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E234	B3-S003	f83r	chey	Y	dieser Posten	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E235	B3-S003	f83r	lchedy	L+CHD+CLOSE	abführen; Schluss	PROCESS_OR_STATION	NO	NONE	YES
E236	B3-S004	f83r	qokaiin	OK+AIIN	auf Sollmaß einstellen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E237	B3-S004	f83r	qotal	OT+AL	danach dorthin	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E238	B3-S004	f83r	dar	AR	aus dem Ansatz	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E239	B3-S005	f83r	schedy	CHD+CLOSE	Posten überführen; Schluss	PROCESS_OR_STATION	NO	NONE	YES
E240	B3-S006	f83r	chedchy	CHD+Y	diesen Posten überführen	PROCESS_OR_STATION	NO	NONE	YES
E241	B3-S006	f83r	qokal	OK+AL	dort ansetzen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E242	B3-S006	f83r	olchedy	OL+CHD+CLOSE	weiterüberführen; Schluss	PROCESS_OR_STATION	NO	NONE	YES
E243	B3-S007	f83r	qokaiin	OK+AIIN	auf Sollmaß einstellen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E244	B3-S007	f83r	chedy	CHD+Y	laufenden Posten umsetzen	PROCESS_OR_STATION	NO	NONE	YES
E245	B3-S007	f83r	qokeedy	OK+EE+CLOSE	länger ansetzen; Schluss	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E246	B3-S008	f83r	lchedy	L+CHD+CLOSE	abführen; Schluss	PROCESS_OR_STATION	NO	NONE	YES
E247	B3-S009	f83r	qoky	OK+Y	aktuellen Posten ansetzen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E248	B3-S010	f83r	pchedal	P+CHD+AL	Einlass	PROCESS_OR_STATION	NO	NONE	YES
E249	B3-S010	f83r	otedy	OT+E+CLOSE	kurze Folge; Schluss	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E250	B3-S011	f83r	shecthedchy	CTH+CHD+Y	bereiten Posten umsetzen	PROCESS_OR_STATION	NO	NONE	YES
E251	B3-S011	f83r	qoky	OK+Y	aktuellen Posten ansetzen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E252	B3-S011	f83r	chedy	CHD+Y	laufenden Posten umsetzen	PROCESS_OR_STATION	NO	NONE	YES
E253	B3-S011	f83r	chary	AR+Y	aus diesem Posten	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E254	B3-S012	f83r	sor	OR	Ansatz	MATERIAL_OR_PREPARATION	NO	NONE	YES
E255	B3-S012	f83r	shedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	PROCESS_OR_STATION	NO	NONE	YES
E256	B3-S013	f83r	qokaiin	OK+AIIN	auf Sollmaß einstellen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E257	B3-S013	f83r	chkain	AIN	eine Portion	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E258	B3-S013	f83r	shcthey	CTH+E+Y	kurz bereithalten	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E259	B3-S013	f83r	qokedy	OK+E+CLOSE	kurz ansetzen; Schluss	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E260	B3-S014	f83r	okair	OK+AIR	Wasser einlassen	PROCESS_OR_STATION	NO	NONE	YES
E261	B3-S014	f83r	sheedy	SHED+EE+CLOSE	länger absetzen; Schluss	PROCESS_OR_STATION	NO	NONE	YES
E262	B3-S015	f83r	lchedy	L+CHD+CLOSE	abführen; Schluss	PROCESS_OR_STATION	NO	NONE	YES
E263	B3-S016	f83r	lo	L	abfuehren	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E264	B3-S016	f83r	qokchedy	OK+CHD+CLOSE	angesetzten Inhalt überführen; Schluss	PROCESS_OR_STATION	NO	NONE	YES
E265	B3-S017	f83r	qokeedy	OK+EE+CLOSE	länger ansetzen; Schluss	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E266	B3-S018	f83r	shedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	PROCESS_OR_STATION	NO	NONE	YES
E267	B3-S019	f83r	qokshedy	OK+SHED+CLOSE	Absetzgang ansetzen; Schluss	PROCESS_OR_STATION	NO	NONE	YES
E268	B3-S020	f83r	dal	AL	dorthin	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E269	B3-S020	f83r	lchedy	L+CHD+CLOSE	abführen; Schluss	PROCESS_OR_STATION	NO	NONE	YES
E270	B3-S021	f83r	qokaiin	OK+AIIN	auf Sollmaß einstellen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E271	B3-S021	f83r	shcthy	CTH+Y	bereit	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E272	B3-S021	f83r	dal	AL	dorthin	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E273	B3-S021	f83r	sy	Y	dieser Posten	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E274	B3-S021	f83r	saiin	AIIN	Sollmaß	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E275	B3-S021	f83r	shedal	SHED+AL	dort absetzen	PROCESS_OR_STATION	NO	NONE	YES
E276	B3-S021	f83r	shecthy	CTH+E+Y	kurz bereit halten	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E277	B3-S021	f83r	chey	Y	dieser Posten	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E278	B3-S021	f83r	tal	AL	dorthin	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E279	B3-S021	f83r	shcthy	CTH+Y	bereit	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E280	B3-S021	f83r	dalchdy	AL+CHD+CLOSE	dorthin umsetzen; Schluss	PROCESS_OR_STATION	NO	NONE	YES
E281	B3-S022	f83r	qotchedy	OT+CHD+CLOSE	nächsten Posten überführen; Schluss	PROCESS_OR_STATION	NO	NONE	YES
E282	B3-S023	f83r	lchedy	L+CHD+CLOSE	abführen; Schluss	PROCESS_OR_STATION	NO	NONE	YES
E283	B3-S024	f83r	tchedy	CHD+CLOSE	Posten überführen; Schluss	PROCESS_OR_STATION	NO	NONE	YES
E284	B3-S025	f83r	qokchdy	OK+CHD+CLOSE	Umsetzung ansetzen; Schluss	PROCESS_OR_STATION	NO	NONE	YES
E285	B3-S026	f83r	cheedar	CHD+AR	von dort umsetzen	PROCESS_OR_STATION	NO	NONE	YES
E286	B3-S026	f83r	chldaiin	SHED+AIIN	Absetzmaß	PROCESS_OR_STATION	NO	NONE	YES
E287	B3-S026	f83r	chedy	CHD+Y	laufenden Posten umsetzen	PROCESS_OR_STATION	NO	NONE	YES
E288	B3-S026	f83r	qokain	OK+AIN	eine Portion zugeben	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E289	B3-S026	f83r	checthy	CTH+Y	bereit	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E290	B3-S026	f83r	chealror	AL+OR	Ansatz von dort zur Zielstelle	MATERIAL_OR_PREPARATION	NO	NONE	YES
E291	B3-S026	f83r	solkeedy	SOLK+EE+CLOSE	länger sammeln; Schluss	PROCESS_OR_STATION	NO	NONE	YES
E292	B3-S027	f83r	qoteedy	OT+EE+CLOSE	lange Folge; Schluss	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E293	B3-S028	f83r	qokeey	OK+EE+Y	länger ansetzen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E294	B3-S028	f83r	qokedy	OK+E+CLOSE	kurz ansetzen; Schluss	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E295	B3-S029	f83r	sol	OL	fortsetzen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E296	B3-S029	f83r	cheeety	EEE+TY	ganzen Teilposten	MATERIAL_OR_PREPARATION	NO	NONE	YES
E297	B3-S029	f83r	qokedy	OK+E+CLOSE	kurz ansetzen; Schluss	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E298	B3-S030	f83r	qoky	OK+Y	aktuellen Posten ansetzen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E299	B3-S030	f83r	saiin	AIIN	Sollmaß	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E300	B3-S030	f83r	schedair	AIR	Wasser weiterleiten	PROCESS_OR_STATION	NO	NONE	YES
E301	B3-S030	f83r	otchedy	OT+CHD+CLOSE	nächsten Posten überführen; Schluss	PROCESS_OR_STATION	NO	NONE	YES
E302	B3-S031	f83r	qokeedy	OK+EE+CLOSE	länger ansetzen; Schluss	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E303	B3-S032	f83r	chedain	CHD+AIN	Portion umsetzen	PROCESS_OR_STATION	NO	NONE	YES
E304	B3-S032	f83r	chedy	CHD+Y	laufenden Posten umsetzen	PROCESS_OR_STATION	NO	NONE	YES
E305	B3-S032	f83r	qotedaiin	OT+E+AIIN	kurzes Folgemass	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E306	B3-S032	f83r	otaiin	OT+AIIN	Folgemaß	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E307	B3-S032	f83r	otedy	OT+E+CLOSE	kurze Folge; Schluss	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E308	B3-S033	f83r	ldy	L+CLOSE	abziehen; Ende	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E309	B3-S034	f83r	soiiin	IIN	Sollstufe	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E310	B3-S034	f83r	checthy	CTH+Y	bereit	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E311	B3-S034	f83r	chety	PARTITION+TY	Teil abtrennen	MATERIAL_OR_PREPARATION	NO	NONE	YES
E312	B3-S034	f83r	otaiin	OT+AIIN	Folgemaß	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E313	B3-S034	f83r	olsaly	AL+Y	untere Zielstelle	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E314	B3-S034	f83r	shedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	PROCESS_OR_STATION	NO	NONE	YES
E315	B4-S001	f83r	qokeedy	OK+EE+CLOSE	länger ansetzen; Schluss	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E316	B4-S002	f83r	qolchey	OL+Y	diesen Posten weiterfuehren	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E317	B4-S002	f83r	qokeey	OK+EE+Y	länger ansetzen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E318	B4-S002	f83r	qokedy	OK+E+CLOSE	kurz ansetzen; Schluss	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E319	B4-S003	f83r	chedy	CHD+Y	laufenden Posten umsetzen	PROCESS_OR_STATION	NO	NONE	YES
E320	B4-S003	f83r	otal	OT+AL	danach dorthin	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E321	B4-S003	f83r	otchey	OT+Y	nächster Teilposten	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E322	B4-S003	f83r	qokeey	OK+EE+Y	länger ansetzen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E323	B4-S003	f83r	qoky	OK+Y	aktuellen Posten ansetzen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E324	B4-S003	f83r	tol	OL	fortsetzen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E325	B4-S003	f83r	shedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	PROCESS_OR_STATION	NO	NONE	YES
E326	B4-S004	f83r	qokylddy	OK+Y+LDDY	aktuellen Posten befestigen; Schluss	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E327	B4-S005	f83r	dain	DAIN	Tuch	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E328	B4-S005	f83r	chedy	CHD+Y	laufenden Posten umsetzen	PROCESS_OR_STATION	NO	NONE	YES
E329	B4-S005	f83r	qokeedy	OK+EE+CLOSE	länger ansetzen; Schluss	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E330	B4-S006	f83r	shckhedy	CKHE+CLOSE	seihen; Schluss	PROCESS_OR_STATION	NO	NONE	YES
E331	B4-S007	f83r	shckhedy	CKHE+CLOSE	seihen; Schluss	PROCESS_OR_STATION	NO	NONE	YES
E332	B4-S008	f83r	saiin	AIIN	Sollmaß	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E333	B4-S008	f83r	cheeky	CHK+EE+Y	länger erwärmen und offen halten	PROCESS_OR_STATION	NO	NONE	YES
E334	B4-S008	f83r	sheey	SH+EE+Y	laenger ruhen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E335	B4-S008	f83r	qokedy	OK+E+CLOSE	kurz ansetzen; Schluss	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E336	B4-S009	f83r	shedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	PROCESS_OR_STATION	NO	NONE	YES
E337	B4-S010	f83r	oldy	OL+CLOSE	Fortsetzung abschließen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E338	B4-S011	f83r	saiin	AIIN	Sollmaß	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E339	B4-S011	f83r	cheky	CHK+E+Y	kurz wärmen	PROCESS_OR_STATION	NO	NONE	YES
E340	B4-S011	f83r	okeeol	OK+EE+OL	länger fortführen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E341	B4-S011	f83r	okain	OK+AIN	eine Portion zugeben	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E342	B4-S011	f83r	chdy	CHD+Y	laufenden Posten umsetzen	PROCESS_OR_STATION	NO	NONE	YES
E343	B4-S011	f83r	sol	OL	fortsetzen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E344	B4-S011	f83r	lkedy	L+E+CLOSE	kurz abführen; Schluss	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E345	B4-S012	f83r	lchedy	L+CHD+CLOSE	abführen; Schluss	PROCESS_OR_STATION	NO	NONE	YES
E346	B4-S013	f83r	qokol	OK+OL	Fortsetzung ansetzen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E347	B4-S013	f83r	shedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	PROCESS_OR_STATION	NO	NONE	YES
E348	B4-S014	f83r	or	OR	Ansatz	MATERIAL_OR_PREPARATION	NO	NONE	YES
E349	B4-S014	f83r	chey	Y	dieser Posten	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E350	B4-S014	f83r	qockhey	OK+CKH+E+Y	kurzen Durchlauf ansetzen	PROCESS_OR_STATION	NO	NONE	YES
E351	B4-S014	f83r	dairydy	AIR+Y+CLOSE	Wasserlauf schliessen; Schluss	PROCESS_OR_STATION	NO	NONE	YES
E352	B4-S015	f83r	qokain	OK+AIN	eine Portion zugeben	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E353	B4-S015	f83r	shey	CHEEY	klarer Auszug	PROCESS_OR_STATION	NO	NONE	YES
E354	B4-S015	f83r	kain	AIN	eine Portion	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E355	B4-S015	f83r	chckhal	CKH+AL	zur Zielstelle durchleiten	PROCESS_OR_STATION	NO	NONE	YES
E356	B4-S015	f83r	solkey	SOLK+E+Y	kurz sammeln	PROCESS_OR_STATION	NO	NONE	YES
E357	B4-S015	f83r	lchedy	L+CHD+CLOSE	abführen; Schluss	PROCESS_OR_STATION	NO	NONE	YES
E358	B4-S016	f83r	qolkain	OL+AIN	weitere Portion	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E359	B4-S016	f83r	dal	AL	dorthin	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E360	B4-S016	f83r	skar	SK+AR	vom Ausgang ausgießen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E361	B4-S016	f83r	shedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	PROCESS_OR_STATION	NO	NONE	YES
E362	B5-S001	f83r	otchdy	OT+CHD+CLOSE	Folgegang vollziehen; Schluss	PROCESS_OR_STATION	NO	NONE	YES
E363	B5-S002	f83r	qokchdy	OK+CHD+CLOSE	Umsetzung ansetzen; Schluss	PROCESS_OR_STATION	NO	NONE	YES
E364	B5-S003	f83r	shedal	SHED+AL	dort absetzen	PROCESS_OR_STATION	NO	NONE	YES
E365	B5-S003	f83r	dal	AL	dorthin	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E366	B5-S003	f83r	cheol	OL	fortsetzen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E367	B5-S003	f83r	lol	L+OL	von dort weiterfuehren	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E368	B5-S003	f83r	chdal	CHD+AL	dort umsetzen	PROCESS_OR_STATION	NO	NONE	YES
E369	B5-S003	f83r	aiin	AIIN	Sollmaß	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E370	B5-S003	f83r	sol	OL	fortsetzen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E371	B5-S003	f83r	daiiin	IIN	Öffnungsstufe	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E372	B5-S003	f83r	chedy	CHD+Y	laufenden Posten umsetzen	PROCESS_OR_STATION	NO	NONE	YES
E373	B6-S001	f83r	solkeey	SOLK+EE+Y	länger sammeln	PROCESS_OR_STATION	NO	NONE	YES
E374	B6-S001	f83r	qekey	KCH+E+Y	aktuellen Posten kurz bearbeiten	MATERIAL_OR_PREPARATION	NO	NONE	YES
E375	B6-S001	f83r	raly	AL+Y	diesen Posten dorthin	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E376	B6-S001	f83r	ol	OL	fortsetzen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E377	B6-S001	f83r	daiin	AIIN	Sollmaß	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E378	B6-S001	f83r	ol	OL	fortsetzen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E379	B6-S001	f83r	dain	DAIN	Tuch	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E380	B6-S001	f83r	chey	Y	dieser Posten	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E381	B6-S001	f83r	ldalor	AL	Endziel	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
