event_id	clause_id	physical_page	locus	position_in_clause	surface	component_recipe	reconciled_card_reading_de	natural_event_phrase_de
P912-E0634	P915-C055	f75r	f75r.22	29	or	OR	ANSATZ	den laufenden Ansatz verwenden
P912-E0635	P915-C055	f75r	f75r.22	30	shey	SH+E+Y	HALTEN · KURZ · POSTEN	kurz den Posten halten
P912-E0636	P915-C055	f75r	f75r.22	31	kar	K+AR	IN STATION GEBEN · QUELLSTATION	die bezeichnete Einstellung übernehmen
P912-E0637	P915-C055	f75r	f75r.22	32	chedy	CHD+Y	UMSETZEN · POSTEN	den Posten umsetzen
P912-E0638	P915-C055	f75r	f75r.22	33	sar	S+AR	AUSWÄHLEN · QUELLSTATION	die bezeichnete Station auswählen
P912-E0639	P915-C055	f75r	f75r.23	34	pchey	P+Y	EINSETZEN · POSTEN	den Posten einsetzen
P912-E0640	P915-C055	f75r	f75r.23	35	kshey	K+SH+E+Y	IN STATION GEBEN · HALTEN · KURZ · POSTEN	kurz den Posten halten
P912-E0641	P915-C055	f75r	f75r.23	36	qokeey	OK+EE+Y	AN STATION SETZEN · LÄNGER · POSTEN	länger den aktuellen Posten beibehalten
P912-E0642	P915-C055	f75r	f75r.23	37	qokal	OK+AL	AN STATION SETZEN · ZIELSTATION	die bezeichnete Einstellung übernehmen
P912-E0643	P915-C055	f75r	f75r.23	38	sshey	S+SH+E+Y	AUSWÄHLEN · HALTEN · KURZ · POSTEN	kurz die bezeichnete Station auswählen, dann den Posten halten
P912-E0644	P915-C055	f75r	f75r.23	39	qol	OL	FORTSETZEN	FORTSETZEN verwenden
P912-E0645	P915-C055	f75r	f75r.23	40	chedyqokam	CHD+Y+OK+AM_ADDR	UMSETZEN · POSTEN · AN STATION SETZEN · INNEN	den Posten umsetzen im inneren Becken
P912-E0646	P915-C055	f75r	f75r.24	41	qokain	OK+AIN	AN STATION SETZEN · PORTION	die bezeichnete Einstellung übernehmen mit dem Teilposten
P912-E0647	P915-C055	f75r	f75r.24	42	olkeey	SOLK+EE+Y	AUFFANGEN · LÄNGER · POSTEN	länger den Posten auffangen
P912-E0648	P915-C055	f75r	f75r.24	43	qolkary	SOLK+AR+Y	AUFFANGEN · QUELLSTATION · POSTEN	den Posten auffangen
P912-E0649	P915-C055	f75r	f75r.24	44	sain	S+AIN	AUSWÄHLEN · PORTION	die bezeichnete Station auswählen mit dem Teilposten
P912-E0650	P915-C055	f75r	f75r.24	45	checthy	CTH+Y	BEREIT · POSTEN	den Posten gebrauchsfertig machen
P912-E0651	P915-C055	f75r	f75r.24	46	lor	L+OR	LEITEN · ANSATZ	den Posten weiterleiten
P912-E0652	P915-C055	f75r	f75r.24	47	ol	OL	FORTSETZEN	FORTSETZEN verwenden
P912-E0653	P915-C055	f75r	f75r.25	48	sain	S+AIN	AUSWÄHLEN · PORTION	die bezeichnete Station auswählen mit dem Teilposten
P912-E0654	P915-C055	f75r	f75r.25	49	shckhy	SH+CKH+Y	HALTEN · DURCHLASS · POSTEN	den Posten halten
P912-E0655	P915-C055	f75r	f75r.25	50	qokeedy	OK+EE+DY	AN STATION SETZEN · LÄNGER · SCHLUSS	länger den Teilgang abschließen
P912-E0656	P915-C056	f75r	f75r.25	1	shy	Y	POSTEN	POSTEN verwenden
P912-E0657	P915-C056	f75r	f75r.25	2	dy	Y	POSTEN	POSTEN verwenden
P912-E0658	P915-C056	f75r	f75r.25	3	qokeedy	OK+EE+DY	AN STATION SETZEN · LÄNGER · SCHLUSS	länger den Teilgang abschließen
P912-E0659	P915-C057	f75r	f75r.25	1	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	den Posten weiterleiten, dann den Posten umsetzen, dann den Teilgang abschließen
P912-E0660	P915-C058	f75r	f75r.25	1	ram	R+AM_ADDR	MERKEN · INNEN	den Zustand markieren im inneren Becken
P912-E0661	P915-C058	f75r	f75r.26	2	dain	AIN	PORTION	eine Portion verwenden
P912-E0662	P915-C058	f75r	f75r.26	3	ol	OL	FORTSETZEN	FORTSETZEN verwenden
P912-E0663	P915-C058	f75r	f75r.26	4	sheol	SH+E+OL	HALTEN · KURZ · FORTSETZEN	kurz den Posten halten, dann den Teilgang fortsetzen
P912-E0664	P915-C058	f75r	f75r.26	5	dain	AIN	PORTION	eine Portion verwenden
P912-E0665	P915-C058	f75r	f75r.26	6	ol	OL	FORTSETZEN	FORTSETZEN verwenden
P912-E0666	P915-C058	f75r	f75r.26	7	qoly	OL+Y	FORTSETZEN · POSTEN	den Teilgang fortsetzen
P912-E0667	P915-C058	f75r	f75r.26	8	dar	D_ADDR+AR	TEIL · QUELLSTATION	die bezeichnete Einstellung übernehmen mit dem Teilposten
P912-E0668	P915-C058	f75r	f75r.26	9	ajy	A_ADDR+Y	ORT · POSTEN	den aktuellen Posten beibehalten am bezeichneten Ort
P912-E0669	P915-C058	f75r	f75r.27	10	pdalshor	P+D_ADDR+AL+SH+OR	EINSETZEN · TEIL · ZIELSTATION · HALTEN · ANSATZ	den Posten einsetzen mit dem Teilposten, dann den Posten halten
P912-E0670	P915-C058	f75r	f75r.27	11	shtol	SH+T+OL	HALTEN · STELLEN · FORTSETZEN	den Posten halten, dann die Stufe einstellen, dann den Teilgang fortsetzen
P912-E0671	P915-C058	f75r	f75r.27	12	qoty	OT+Y	DANACH · POSTEN	zum nächsten Teilgang gehen
P912-E0672	P915-C058	f75r	f75r.27	13	pshar	P+SH+AR	EINSETZEN · HALTEN · QUELLSTATION	den Posten einsetzen, dann den Posten halten
P912-E0673	P915-C058	f75r	f75r.27	14	shedy	SHED+DY	ABSETZEN · SCHLUSS	den Posten absetzen lassen, dann den Teilgang abschließen
P912-E0674	P915-C059	f75r	f75r.27	1	okaldy	OK+AL+DY	AN STATION SETZEN · ZIELSTATION · SCHLUSS	den Teilgang abschließen
P912-E0675	P915-C060	f75r	f75r.27	1	dar	D_ADDR+AR	TEIL · QUELLSTATION	die bezeichnete Einstellung übernehmen mit dem Teilposten
P912-E0676	P915-C060	f75r	f75r.27	2	otar	OT+AR	DANACH · QUELLSTATION	zum nächsten Teilgang gehen
P912-E0677	P915-C060	f75r	f75r.27	3	otody	OT+O+DY	DANACH · AUSFÜHREN · SCHLUSS	zum nächsten Teilgang gehen, dann den Stationsgang ausführen, dann den Teilgang abschließen
P912-E0678	P915-C061	f75r	f75r.27	1	dy	Y	POSTEN	POSTEN verwenden
P912-E0679	P915-C061	f75r	f75r.27	2	rol	R+OL	MERKEN · FORTSETZEN	den Zustand markieren, dann den Teilgang fortsetzen
P912-E0680	P915-C061	f75r	f75r.28	3	tchedy	T+CHD+Y	STELLEN · UMSETZEN · POSTEN	die Stufe einstellen, dann den Posten umsetzen
P912-E0681	P915-C061	f75r	f75r.28	4	pchedy	P+CHD+DY	EINSETZEN · UMSETZEN · SCHLUSS	den Posten einsetzen, dann den Posten umsetzen, dann den Teilgang abschließen
P912-E0682	P915-C062	f75r	f75r.28	1	qokeey	OK+EE+Y	AN STATION SETZEN · LÄNGER · POSTEN	länger den aktuellen Posten beibehalten
P912-E0683	P915-C062	f75r	f75r.28	2	sol	OL	FORTSETZEN	FORTSETZEN verwenden
P912-E0684	P915-C062	f75r	f75r.28	3	oldair	OL+D_ADDR+AIR	FORTSETZEN · TEIL · BECKENLAUF	den Teilgang fortsetzen mit dem Teilposten
P912-E0685	P915-C062	f75r	f75r.28	4	shecthy	SH+E+CTH+Y	HALTEN · KURZ · BEREIT · POSTEN	kurz den Posten halten, dann den Posten gebrauchsfertig machen
P912-E0686	P915-C062	f75r	f75r.28	5	qol	OL	FORTSETZEN	FORTSETZEN verwenden
P912-E0687	P915-C062	f75r	f75r.28	6	l	L	LEITEN	LEITEN verwenden
P912-E0688	P915-C062	f75r	f75r.28	7	sheedy	SH+EE+DY	HALTEN · LÄNGER · SCHLUSS	länger den Posten halten, dann den Teilgang abschließen
P912-E0689	P915-C063	f75r	f75r.28	1	qokeedy	OK+EE+DY	AN STATION SETZEN · LÄNGER · SCHLUSS	länger den Teilgang abschließen
P912-E0690	P915-C064	f75r	f75r.28	1	lolchedy	L+OL+CHD+DY	LEITEN · FORTSETZEN · UMSETZEN · SCHLUSS	den Posten weiterleiten, dann den Teilgang fortsetzen, dann den Posten umsetzen, dann den Teilgang abschließen
P912-E0691	P915-C065	f75r	f75r.29	1	dain	AIN	PORTION	eine Portion verwenden
P912-E0692	P915-C065	f75r	f75r.29	2	chkal	CHK+AL	BEHANDELN · ZIELSTATION	den Posten behandeln
P912-E0693	P915-C065	f75r	f75r.29	3	dy	Y	POSTEN	POSTEN verwenden
P912-E0694	P915-C065	f75r	f75r.29	4	lo	L+O	LEITEN · AUSFÜHREN	den Posten weiterleiten, dann den Stationsgang ausführen
P912-E0695	P915-C065	f75r	f75r.29	5	lkaiin	L+K+AIIN	LEITEN · IN STATION GEBEN · STATIONSWERT	den Posten weiterleiten
P912-E0696	P915-C065	f75r	f75r.29	6	ol	OL	FORTSETZEN	FORTSETZEN verwenden
P912-E0697	P915-C065	f75r	f75r.29	7	okeedyqol	OK+EE+DY+OL	AN STATION SETZEN · LÄNGER · SCHLUSS · FORTSETZEN	länger den Teilgang abschließen, dann den Teilgang fortsetzen
P912-E0698	P915-C065	f75r	f75r.29	8	dain	AIN	PORTION	eine Portion verwenden
P912-E0699	P915-C065	f75r	f75r.29	9	olchey	OL+Y	FORTSETZEN · POSTEN	den Teilgang fortsetzen
P912-E0700	P915-C065	f75r	f75r.29	10	qokeedy	OK+EE+DY	AN STATION SETZEN · LÄNGER · SCHLUSS	länger den Teilgang abschließen
P912-E0701	P915-C066	f75r	f75r.29	1	chedy	CHD+Y	UMSETZEN · POSTEN	den Posten umsetzen
P912-E0702	P915-C066	f75r	f75r.29	2	qotan	OT+AN	DANACH · ZUSATZ	zum nächsten Teilgang gehen
P912-E0703	P915-C066	f75r	f75r.30	3	qo	O	AUSFÜHREN	AUSFÜHREN verwenden
P912-E0704	P915-C066	f75r	f75r.30	4	dain	AIN	PORTION	eine Portion verwenden
P912-E0705	P915-C066	f75r	f75r.30	5	cheeky	CHK+EE+Y	BEHANDELN · LÄNGER · POSTEN	länger den Posten behandeln
P912-E0706	P915-C066	f75r	f75r.30	6	qokey	OK+E+Y	AN STATION SETZEN · KURZ · POSTEN	kurz den aktuellen Posten beibehalten
P912-E0707	P915-C066	f75r	f75r.30	7	qokain	OK+AIN	AN STATION SETZEN · PORTION	die bezeichnete Einstellung übernehmen mit dem Teilposten
P912-E0708	P915-C066	f75r	f75r.30	8	cheky	CHK+E+Y	BEHANDELN · KURZ · POSTEN	kurz den Posten behandeln
P912-E0709	P915-C066	f75r	f75r.30	9	qokal	OK+AL	AN STATION SETZEN · ZIELSTATION	die bezeichnete Einstellung übernehmen
P912-E0710	P915-C066	f75r	f75r.30	10	dain	AIN	PORTION	eine Portion verwenden
P912-E0711	P915-C066	f75r	f75r.30	11	chedy	CHD+Y	UMSETZEN · POSTEN	den Posten umsetzen
P912-E0712	P915-C066	f75r	f75r.30	12	o	O	AUSFÜHREN	AUSFÜHREN verwenden
P912-E0713	P915-C066	f75r	f75r.30	13	kalol	K+AL+OL	IN STATION GEBEN · ZIELSTATION · FORTSETZEN	den Teilgang fortsetzen
P912-E0714	P915-C066	f75r	f75r.30	14	shedy	SHED+DY	ABSETZEN · SCHLUSS	den Posten absetzen lassen, dann den Teilgang abschließen
P912-E0715	P915-C067	f75r	f75r.30	1	okar	OK+AR	AN STATION SETZEN · QUELLSTATION	die bezeichnete Einstellung übernehmen
P912-E0716	P915-C067	f75r	f75r.30	2	olom	OL+O+AM_ADDR	FORTSETZEN · AUSFÜHREN · INNEN	den Teilgang fortsetzen im inneren Becken, dann den Stationsgang ausführen
P912-E0717	P915-C067	f75r	f75r.31	3	dshedy	SH+E+DY	HALTEN · KURZ · SCHLUSS	kurz den Posten halten, dann den Teilgang abschließen
P912-E0718	P915-C068	f75r	f75r.31	1	qokey	OK+E+Y	AN STATION SETZEN · KURZ · POSTEN	kurz den aktuellen Posten beibehalten
P912-E0719	P915-C068	f75r	f75r.31	2	chckhy	CKH+Y	DURCHLASS · POSTEN	den Posten durch den sichtbaren Durchlass führen
P912-E0720	P915-C068	f75r	f75r.31	3	qokar	OK+AR	AN STATION SETZEN · QUELLSTATION	die bezeichnete Einstellung übernehmen
P912-E0721	P915-C068	f75r	f75r.31	4	shedy	SHED+DY	ABSETZEN · SCHLUSS	den Posten absetzen lassen, dann den Teilgang abschließen
P912-E0722	P915-C069	f75r	f75r.31	1	chey	Y	POSTEN	POSTEN verwenden
P912-E0723	P915-C069	f75r	f75r.31	2	qoked	OK+E+D_ADDR	AN STATION SETZEN · KURZ · TEIL	kurz die bezeichnete Einstellung übernehmen mit dem Teilposten
P912-E0724	P915-C069	f75r	f75r.31	3	qokedy	OK+E+DY	AN STATION SETZEN · KURZ · SCHLUSS	kurz den Teilgang abschließen
P912-E0725	P915-C070	f75r	f75r.31	1	daldy	AL+DY	ZIELSTATION · SCHLUSS	den Teilgang abschließen
P912-E0726	P915-C071	f75r	f75r.32	1	polshy	P+OL+SH+Y	EINSETZEN · FORTSETZEN · HALTEN · POSTEN	den Posten einsetzen, dann den Teilgang fortsetzen, dann den Posten halten
P912-E0727	P915-C071	f75r	f75r.32	2	dal	AL	ZIELSTATION	ZIELSTATION verwenden
P912-E0728	P915-C071	f75r	f75r.32	3	shedy	SHED+DY	ABSETZEN · SCHLUSS	den Posten absetzen lassen, dann den Teilgang abschließen
P912-E0729	P915-C072	f75r	f75r.32	1	qokain	OK+AIN	AN STATION SETZEN · PORTION	die bezeichnete Einstellung übernehmen mit dem Teilposten
P912-E0730	P915-C072	f75r	f75r.32	2	dar	D_ADDR+AR	TEIL · QUELLSTATION	die bezeichnete Einstellung übernehmen mit dem Teilposten
P912-E0731	P915-C072	f75r	f75r.32	3	chsdy	CH+S+DY	AUS STATION NEHMEN · AUSWÄHLEN · SCHLUSS	die bezeichnete Station auswählen, dann den Teilgang abschließen
P912-E0732	P915-C073	f75r	f75r.32	1	shedy	SHED+DY	ABSETZEN · SCHLUSS	den Posten absetzen lassen, dann den Teilgang abschließen
P912-E0733	P915-C074	f75r	f75r.32	1	qotar	OT+AR	DANACH · QUELLSTATION	zum nächsten Teilgang gehen
P912-E0734	P915-C074	f75r	f75r.32	2	shedy	SHED+DY	ABSETZEN · SCHLUSS	den Posten absetzen lassen, dann den Teilgang abschließen
P912-E0735	P915-C075	f75r	f75r.32	1	ldy	L+DY	LEITEN · SCHLUSS	den Posten weiterleiten, dann den Teilgang abschließen
P912-E0736	P915-C076	f75r	f75r.33	1	qokeey	OK+EE+Y	AN STATION SETZEN · LÄNGER · POSTEN	länger den aktuellen Posten beibehalten
P912-E0737	P915-C076	f75r	f75r.33	2	l	L	LEITEN	LEITEN verwenden
P912-E0738	P915-C076	f75r	f75r.33	3	shedy	SHED+DY	ABSETZEN · SCHLUSS	den Posten absetzen lassen, dann den Teilgang abschließen
P912-E0739	P915-C077	f75r	f75r.33	1	qo	O	AUSFÜHREN	AUSFÜHREN verwenden
P912-E0740	P915-C077	f75r	f75r.33	2	l	L	LEITEN	LEITEN verwenden
P912-E0741	P915-C077	f75r	f75r.33	3	chedy	CHD+Y	UMSETZEN · POSTEN	den Posten umsetzen
P912-E0742	P915-C077	f75r	f75r.33	4	qokain	OK+AIN	AN STATION SETZEN · PORTION	die bezeichnete Einstellung übernehmen mit dem Teilposten
P912-E0743	P915-C077	f75r	f75r.33	5	chcthedy	CH+CTH+E+DY	AUS STATION NEHMEN · BEREIT · KURZ · SCHLUSS	kurz den Posten gebrauchsfertig machen, dann den Teilgang abschließen
P912-E0744	P915-C078	f75r	f75r.33	1	ltedy	L+T+E+DY	LEITEN · STELLEN · KURZ · SCHLUSS	kurz den Posten weiterleiten, dann die Stufe einstellen, dann den Teilgang abschließen
P912-E0745	P915-C079	f75r	f75r.33	1	darom	D_ADDR+AR+O+AM_ADDR	TEIL · QUELLSTATION · AUSFÜHREN · INNEN	den Stationsgang ausführen im inneren Becken mit dem Teilposten
P912-E0746	P915-C079	f75r	f75r.34	2	s	S	AUSWÄHLEN	AUSWÄHLEN verwenden
P912-E0747	P915-C079	f75r	f75r.34	3	olkedy	SOLK+E+DY	AUFFANGEN · KURZ · SCHLUSS	kurz den Posten auffangen, dann den Teilgang abschließen
P912-E0748	P915-C080	f75r	f75r.34	1	okal	OK+AL	AN STATION SETZEN · ZIELSTATION	die bezeichnete Einstellung übernehmen
P912-E0749	P915-C080	f75r	f75r.34	2	dar	D_ADDR+AR	TEIL · QUELLSTATION	die bezeichnete Einstellung übernehmen mit dem Teilposten
P912-E0750	P915-C080	f75r	f75r.34	3	oty	OT+Y	DANACH · POSTEN	zum nächsten Teilgang gehen
P912-E0751	P915-C080	f75r	f75r.34	4	okar	OK+AR	AN STATION SETZEN · QUELLSTATION	die bezeichnete Einstellung übernehmen
P912-E0752	P915-C080	f75r	f75r.34	5	otar	OT+AR	DANACH · QUELLSTATION	zum nächsten Teilgang gehen
P912-E0753	P915-C080	f75r	f75r.34	6	ol	OL	FORTSETZEN	FORTSETZEN verwenden
P912-E0754	P915-C080	f75r	f75r.34	7	kain	K+AIN	IN STATION GEBEN · PORTION	die bezeichnete Einstellung übernehmen mit dem Teilposten
P912-E0755	P915-C080	f75r	f75r.34	8	oltedy	OL+T+E+DY	FORTSETZEN · STELLEN · KURZ · SCHLUSS	kurz den Teilgang fortsetzen, dann die Stufe einstellen, dann den Teilgang abschließen
P912-E0756	P915-C081	f75r	f75r.35	1	qokain	OK+AIN	AN STATION SETZEN · PORTION	die bezeichnete Einstellung übernehmen mit dem Teilposten
P912-E0757	P915-C081	f75r	f75r.35	2	sheety	SH+EE+T+Y	HALTEN · LÄNGER · STELLEN · POSTEN	länger den Posten halten, dann die Stufe einstellen
P912-E0758	P915-C081	f75r	f75r.35	3	qokain	OK+AIN	AN STATION SETZEN · PORTION	die bezeichnete Einstellung übernehmen mit dem Teilposten
P912-E0759	P915-C081	f75r	f75r.35	4	dar	D_ADDR+AR	TEIL · QUELLSTATION	die bezeichnete Einstellung übernehmen mit dem Teilposten
P912-E0760	P915-C081	f75r	f75r.35	5	dar	D_ADDR+AR	TEIL · QUELLSTATION	die bezeichnete Einstellung übernehmen mit dem Teilposten
P912-E0761	P915-C081	f75r	f75r.35	6	shedy	SHED+DY	ABSETZEN · SCHLUSS	den Posten absetzen lassen, dann den Teilgang abschließen
P912-E0762	P915-C082	f75r	f75r.35	1	qokain	OK+AIN	AN STATION SETZEN · PORTION	die bezeichnete Einstellung übernehmen mit dem Teilposten
P912-E0763	P915-C082	f75r	f75r.35	2	oldy	OL+DY	FORTSETZEN · SCHLUSS	den Teilgang fortsetzen, dann den Teilgang abschließen
P912-E0764	P915-C083	f75r	f75r.36	1	sol	OL	FORTSETZEN	FORTSETZEN verwenden
P912-E0765	P915-C083	f75r	f75r.36	2	keedy	K+EE+DY	IN STATION GEBEN · LÄNGER · SCHLUSS	länger den Teilgang abschließen
P912-E0766	P915-C084	f75r	f75r.36	1	qokeedy	OK+EE+DY	AN STATION SETZEN · LÄNGER · SCHLUSS	länger den Teilgang abschließen
P912-E0767	P915-C085	f75r	f75r.36	1	qokey	OK+E+Y	AN STATION SETZEN · KURZ · POSTEN	kurz den aktuellen Posten beibehalten
P912-E0768	P915-C085	f75r	f75r.36	2	okar	OK+AR	AN STATION SETZEN · QUELLSTATION	die bezeichnete Einstellung übernehmen
P912-E0769	P915-C085	f75r	f75r.36	3	otar	OT+AR	DANACH · QUELLSTATION	zum nächsten Teilgang gehen
P912-E0770	P915-C085	f75r	f75r.36	4	dardardy	D_ADDR+AR+D_ADDR+AR+DY	TEIL · QUELLSTATION · TEIL · QUELLSTATION · SCHLUSS	den Teilgang abschließen mit dem Teilposten
P912-E0771	P915-C086	f75r	f75r.37	1	qokedy	OK+E+DY	AN STATION SETZEN · KURZ · SCHLUSS	kurz den Teilgang abschließen
P912-E0772	P915-C087	f75r	f75r.37	1	dy	Y	POSTEN	POSTEN verwenden
P912-E0773	P915-C087	f75r	f75r.37	2	sheety	SH+EE+T+Y	HALTEN · LÄNGER · STELLEN · POSTEN	länger den Posten halten, dann die Stufe einstellen
P912-E0774	P915-C087	f75r	f75r.37	3	qokedy	OK+E+DY	AN STATION SETZEN · KURZ · SCHLUSS	kurz den Teilgang abschließen
P912-E0775	P915-C088	f75r	f75r.37	1	qokeedy	OK+EE+DY	AN STATION SETZEN · LÄNGER · SCHLUSS	länger den Teilgang abschließen
P912-E0776	P915-C089	f75r	f75r.37	1	qokechdy	OK+E+CHD+DY	AN STATION SETZEN · KURZ · UMSETZEN · SCHLUSS	kurz den Posten umsetzen, dann den Teilgang abschließen
P912-E0777	P915-C090	f75r	f75r.37	1	lol	L+OL	LEITEN · FORTSETZEN	den Posten weiterleiten, dann den Teilgang fortsetzen
P912-E0778	P915-C090	f75r	f75r.38	2	qokeedy	OK+EE+DY	AN STATION SETZEN · LÄNGER · SCHLUSS	länger den Teilgang abschließen
P912-E0779	P915-C091	f75r	f75r.38	1	qokeedy	OK+EE+DY	AN STATION SETZEN · LÄNGER · SCHLUSS	länger den Teilgang abschließen
P912-E0780	P915-C092	f75r	f75r.38	1	qokedy	OK+E+DY	AN STATION SETZEN · KURZ · SCHLUSS	kurz den Teilgang abschließen
P912-E0781	P915-C093	f75r	f75r.38	1	qokedy	OK+E+DY	AN STATION SETZEN · KURZ · SCHLUSS	kurz den Teilgang abschließen
P912-E0782	P915-C094	f75r	f75r.38	1	qokeedy	OK+EE+DY	AN STATION SETZEN · LÄNGER · SCHLUSS	länger den Teilgang abschließen
P912-E0783	P915-C095	f75r	f75r.38	1	ldy	L+DY	LEITEN · SCHLUSS	den Posten weiterleiten, dann den Teilgang abschließen
P912-E0784	P915-C096	f75r	f75r.39	1	yshedy	Y+SH+E+DY	POSTEN · HALTEN · KURZ · SCHLUSS	kurz den Posten halten, dann den Teilgang abschließen
P912-E0785	P915-C097	f75r	f75r.39	1	qokeedy	OK+EE+DY	AN STATION SETZEN · LÄNGER · SCHLUSS	länger den Teilgang abschließen
P912-E0786	P915-C098	f75r	f75r.39	1	qokeedy	OK+EE+DY	AN STATION SETZEN · LÄNGER · SCHLUSS	länger den Teilgang abschließen
P912-E0787	P915-C099	f75r	f75r.39	1	olkeedy	SOLK+EE+DY	AUFFANGEN · LÄNGER · SCHLUSS	länger den Posten auffangen, dann den Teilgang abschließen
P912-E0788	P915-C100	f75r	f75r.39	1	otey	OT+E+Y	DANACH · KURZ · POSTEN	kurz zum nächsten Teilgang gehen
P912-E0789	P915-C100	f75r	f75r.39	2	koldy	K+OL+DY	IN STATION GEBEN · FORTSETZEN · SCHLUSS	den Teilgang fortsetzen, dann den Teilgang abschließen
P912-E0790	P915-C101	f75r	f75r.40	1	dar	D_ADDR+AR	TEIL · QUELLSTATION	die bezeichnete Einstellung übernehmen mit dem Teilposten
P912-E0791	P915-C101	f75r	f75r.40	2	shedy	SHED+DY	ABSETZEN · SCHLUSS	den Posten absetzen lassen, dann den Teilgang abschließen
P912-E0792	P915-C102	f75r	f75r.40	1	qokain	OK+AIN	AN STATION SETZEN · PORTION	die bezeichnete Einstellung übernehmen mit dem Teilposten
P912-E0793	P915-C102	f75r	f75r.40	2	shedy	SHED+DY	ABSETZEN · SCHLUSS	den Posten absetzen lassen, dann den Teilgang abschließen
P912-E0794	P915-C103	f75r	f75r.40	1	dal	AL	ZIELSTATION	ZIELSTATION verwenden
P912-E0795	P915-C103	f75r	f75r.40	2	keedy	K+EE+DY	IN STATION GEBEN · LÄNGER · SCHLUSS	länger den Teilgang abschließen
P912-E0796	P915-C104	f75r	f75r.40	1	rshedy	R+SHED+DY	MERKEN · ABSETZEN · SCHLUSS	den Zustand markieren, dann den Posten absetzen lassen, dann den Teilgang abschließen
P912-E0797	P915-C105	f75r	f75r.41	1	sokeedy	S+OK+EE+DY	AUSWÄHLEN · AN STATION SETZEN · LÄNGER · SCHLUSS	länger die bezeichnete Station auswählen, dann den Teilgang abschließen
P912-E0798	P915-C106	f75r	f75r.41	1	qokeedy	OK+EE+DY	AN STATION SETZEN · LÄNGER · SCHLUSS	länger den Teilgang abschließen
P912-E0799	P915-C107	f75r	f75r.41	1	oteedy	OT+EE+DY	DANACH · LÄNGER · SCHLUSS	länger zum nächsten Teilgang gehen, dann den Teilgang abschließen
P912-E0800	P915-C108	f75r	f75r.41	1	qoky	OK+Y	AN STATION SETZEN · POSTEN	den aktuellen Posten beibehalten
P912-E0801	P915-C108	f75r	f75r.41	2	dy	Y	POSTEN	POSTEN verwenden
P912-E0802	P915-C108	f75r	f75r.41	3	keedy	K+EE+DY	IN STATION GEBEN · LÄNGER · SCHLUSS	länger den Teilgang abschließen
P912-E0803	P915-C109	f75r	f75r.41	1	sy	Y	POSTEN	POSTEN verwenden
P912-E0804	P915-C109	f75r	f75r.42	2	dshedy	SH+E+DY	HALTEN · KURZ · SCHLUSS	kurz den Posten halten, dann den Teilgang abschließen
P912-E0805	P915-C110	f75r	f75r.42	1	qokedy	OK+E+DY	AN STATION SETZEN · KURZ · SCHLUSS	kurz den Teilgang abschließen
P912-E0806	P915-C111	f75r	f75r.42	1	qokeedy	OK+EE+DY	AN STATION SETZEN · LÄNGER · SCHLUSS	länger den Teilgang abschließen
P912-E0807	P915-C112	f75r	f75r.42	1	qoteey	OT+EE+Y	DANACH · LÄNGER · POSTEN	länger zum nächsten Teilgang gehen
P912-E0808	P915-C112	f75r	f75r.42	2	qoteedy	OT+EE+DY	DANACH · LÄNGER · SCHLUSS	länger zum nächsten Teilgang gehen, dann den Teilgang abschließen
P912-E0809	P915-C113	f75r	f75r.42	1	dor	D_ADDR+OR	TEIL · ANSATZ	die bezeichnete Einstellung übernehmen mit dem Teilposten
P912-E0810	P915-C113	f75r	f75r.43	2	yshedy	Y+SH+E+DY	POSTEN · HALTEN · KURZ · SCHLUSS	kurz den Posten halten, dann den Teilgang abschließen
P912-E0811	P915-C114	f75r	f75r.43	1	chekar	CHK+AR	BEHANDELN · QUELLSTATION	den Posten behandeln
P912-E0812	P915-C114	f75r	f75r.43	2	oldy	OL+DY	FORTSETZEN · SCHLUSS	den Teilgang fortsetzen, dann den Teilgang abschließen
P912-E0813	P915-C115	f75r	f75r.43	1	qokain	OK+AIN	AN STATION SETZEN · PORTION	die bezeichnete Einstellung übernehmen mit dem Teilposten
P912-E0814	P915-C115	f75r	f75r.43	2	chkar	CHK+AR	BEHANDELN · QUELLSTATION	den Posten behandeln
P912-E0815	P915-C115	f75r	f75r.43	3	otar	OT+AR	DANACH · QUELLSTATION	zum nächsten Teilgang gehen
P912-E0816	P915-C115	f75r	f75r.43	4	oldy	OL+DY	FORTSETZEN · SCHLUSS	den Teilgang fortsetzen, dann den Teilgang abschließen
P912-E0817	P915-C116	f75r	f75r.44	1	dchedy	D_ADDR+CHD+Y	TEIL · UMSETZEN · POSTEN	den Posten umsetzen mit dem Teilposten
P912-E0818	P915-C116	f75r	f75r.44	2	sain	S+AIN	AUSWÄHLEN · PORTION	die bezeichnete Station auswählen mit dem Teilposten
P912-E0819	P915-C116	f75r	f75r.44	3	okedy	OK+E+DY	AN STATION SETZEN · KURZ · SCHLUSS	kurz den Teilgang abschließen
P912-E0820	P915-C117	f75r	f75r.44	1	qokedy	OK+E+DY	AN STATION SETZEN · KURZ · SCHLUSS	kurz den Teilgang abschließen
P912-E0821	P915-C118	f75r	f75r.44	1	otedy	OT+E+DY	DANACH · KURZ · SCHLUSS	kurz zum nächsten Teilgang gehen, dann den Teilgang abschließen
