edition_event_ordinal	event_id	statement_id	card_ordinal_in_statement	physical_page	register	owner_id	surface	final_context_recipe	state_status	state_marker_sequence	gdt570_modifier_voice_clause_de	outer_voice_working_clause_de	owner_bound_control_clause_de	outer_voice_changed	state_atom_alignment	guard
633	G407-E0633	G407-S031	23	f24v	HERBAL	F24V_WHOLE_PLANT	okol	OK+OL	STATE_CARD	OL	Weiter: setze denselben Pflanzenposten im Arbeitsgang an.	Weiter: setze denselben Pflanzenposten im Arbeitsgang an.	Weiter setze den Pflanzenposten [wie zuvor] im Arbeitsgang an.	NO	1:OK=setzen | 2:OL=weiter	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
634	G407-E0634	G407-S031	24	f24v	HERBAL	F24V_WHOLE_PLANT	okaiin	OK+AIIN	NONSTATE_CARD	NOT_APPLICABLE	Setze den Arbeitswert im Arbeitsgang an.	Setze den Arbeitswert im Arbeitsgang an.	Setze den Arbeitswert im Arbeitsgang an.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
635	G407-E0635	G407-S031	25	f24v	HERBAL	F24V_WHOLE_PLANT	odaiin	O+D_ADDR+AIIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang setze den Arbeitswert im Arbeitsgang an; als Ausführung; an der bezeichneten Stelle.	Im laufenden Gang setze den Arbeitswert im Arbeitsgang an; als Ausführung; an der bezeichneten Stelle.	Im laufenden Gang setze den Arbeitswert im Arbeitsgang an; als Ausführung; an der bezeichneten Stelle.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
636	G407-E0636	G407-S031	26	f24v	HERBAL	F24V_WHOLE_PLANT	dlos	D_ADDR+L+O+S	NONSTATE_CARD	NOT_APPLICABLE	Wähle den Arbeitswert [wie zuvor]; über die Verbindung im Pflanzenartikel; als Ausführung; an der bezeichneten Stelle.	Wähle den Arbeitswert [wie zuvor]; über die Verbindung im Pflanzenartikel; als Ausführung; an der bezeichneten Stelle.	Wähle den Arbeitswert [wie zuvor]; über die Verbindung im Pflanzenartikel; als Ausführung; an der bezeichneten Stelle.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
637	G407-E0637	G407-S031	27	f24v	HERBAL	F24V_WHOLE_PLANT	oeor	O+E+OR	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang wähle die Arbeitseinheit; als Ausführung und auf Grad I.	Im laufenden Gang wähle die Arbeitseinheit; als Ausführung und auf Grad I.	Im laufenden Gang wähle die Arbeitseinheit; als Ausführung und auf Grad I.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
638	G407-E0638	G407-S031	28	f24v	HERBAL	F24V_WHOLE_PLANT	oraiin	OR+AIIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang wähle die Arbeitseinheit und den Arbeitswert.	Im laufenden Gang wähle die Arbeitseinheit und den Arbeitswert.	Im laufenden Gang wähle die Arbeitseinheit und den Arbeitswert.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
639	G407-E0639	G407-S031	29	f24v	HERBAL	F24V_WHOLE_PLANT	tchar	T+CH+AR	NONSTATE_CARD	NOT_APPLICABLE	Stelle den Arbeitswert [wie zuvor] ein und nimm den Arbeitswert [wie zuvor]; vom Ausgangsmaterial.	Stelle den Arbeitswert [wie zuvor] ein und nimm den Arbeitswert [wie zuvor]; vom Ausgangsmaterial.	Stelle den Arbeitswert [wie zuvor] ein und nimm den Arbeitswert [wie zuvor]; vom Ausgangsmaterial.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
640	G407-E0640	G407-S031	30	f24v	HERBAL	F24V_WHOLE_PLANT	oro	OR+O	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang nimm die Arbeitseinheit; als Ausführung.	Im laufenden Gang nimm die Arbeitseinheit; als Ausführung.	Im laufenden Gang nimm die Arbeitseinheit; als Ausführung.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
641	G407-E0641	G407-S032	1	f24v	HERBAL	F24V_WHOLE_PLANT	tochol	T+O+CH+OL	STATE_CARD	OL	Weiter: stelle dieselbe Arbeitseinheit ein und nimm dieselbe Arbeitseinheit; als Ausführung.	Weiter: stelle dieselbe Arbeitseinheit ein und nimm dieselbe Arbeitseinheit; als Ausführung.	Weiter stelle die Arbeitseinheit [wie zuvor] ein und nimm die Arbeitseinheit [wie zuvor]; als Ausführung.	NO	1:T=einstellen | 2:O=zur Ausführung | 3:CH=nehmen | 4:OL=weiter	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
642	G407-E0642	G407-S032	2	f24v	HERBAL	F24V_WHOLE_PLANT	chor	CH+OR	NONSTATE_CARD	NOT_APPLICABLE	Nimm die Arbeitseinheit.	Nimm die Arbeitseinheit.	Nimm die Arbeitseinheit.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
643	G407-E0643	G407-S032	3	f24v	HERBAL	F24V_WHOLE_PLANT	arsa	AR+S+A_ADDR	NONSTATE_CARD	NOT_APPLICABLE	Wähle die Arbeitseinheit [wie zuvor]; vom Ausgangsmaterial; an der bezeichneten Stelle.	Wähle die Arbeitseinheit [wie zuvor]; vom Ausgangsmaterial; an der bezeichneten Stelle.	Wähle die Arbeitseinheit [wie zuvor]; vom Ausgangsmaterial; an der bezeichneten Stelle.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
644	G407-E0644	G407-S032	4	f24v	HERBAL	F24V_WHOLE_PLANT	r	R	NONSTATE_CARD	NOT_APPLICABLE	Markiere die Arbeitseinheit [wie zuvor].	Markiere die Arbeitseinheit [wie zuvor].	Markiere die Arbeitseinheit [wie zuvor].	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
645	G407-E0645	G407-S032	5	f24v	HERBAL	F24V_WHOLE_PLANT	ycheol	Y+CH+E+O+L	NONSTATE_CARD	NOT_APPLICABLE	Nimm den Pflanzenposten; über die Verbindung im Pflanzenartikel; auf Grad I und als Ausführung.	Nimm den Pflanzenposten; über die Verbindung im Pflanzenartikel; auf Grad I und als Ausführung.	Nimm den Pflanzenposten; über die Verbindung im Pflanzenartikel; auf Grad I und als Ausführung.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
646	G407-E0646	G407-S032	6	f24v	HERBAL	F24V_WHOLE_PLANT	daid	AIN+D_ADDR	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang nimm den Materialanteil; an der bezeichneten Stelle.	Im laufenden Gang nimm den Materialanteil; an der bezeichneten Stelle.	Im laufenden Gang nimm den Materialanteil; an der bezeichneten Stelle.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
647	G407-E0647	G407-S032	7	f24v	HERBAL	F24V_WHOLE_PLANT	dar	D_ADDR+AR	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang nimm den Materialanteil [wie zuvor]; vom Ausgangsmaterial; an der bezeichneten Stelle.	Im laufenden Gang nimm den Materialanteil [wie zuvor]; vom Ausgangsmaterial; an der bezeichneten Stelle.	Im laufenden Gang nimm den Materialanteil [wie zuvor]; vom Ausgangsmaterial; an der bezeichneten Stelle.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
648	G407-E0648	G407-S032	8	f24v	HERBAL	F24V_WHOLE_PLANT	olom	OL+O+AM_ADDR	STATE_CARD	OL	Weiter im laufenden Gang: nimm denselben Materialanteil; als Ausführung; an der bezeichneten Stelle.	Weiter im laufenden Gang: nimm denselben Materialanteil; als Ausführung; an der bezeichneten Stelle.	Weiter im laufenden Gang nimm den Materialanteil [wie zuvor]; als Ausführung; an der bezeichneten Stelle.	NO	1:OL=weiter | 2:O=zur Ausführung | 3:AM_ADDR=hier	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
649	G407-E0649	G407-S032	9	f24v	HERBAL	F24V_WHOLE_PLANT	kochky	K+O+CH+K+Y	NONSTATE_CARD	NOT_APPLICABLE	Gib den Pflanzenposten zu, nimm den Pflanzenposten und gib den Pflanzenposten zu; als Ausführung.	Gib den Pflanzenposten zu, nimm den Pflanzenposten und gib den Pflanzenposten zu; als Ausführung.	Gib den Pflanzenposten zu, nimm den Pflanzenposten und gib den Pflanzenposten zu; als Ausführung.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
650	G407-E0650	G407-S032	10	f24v	HERBAL	F24V_WHOLE_PLANT	chcthy	CH+CH+T+Y	NONSTATE_CARD	NOT_APPLICABLE	Nimm den Pflanzenposten, nimm den Pflanzenposten und stelle den Pflanzenposten ein.	Nimm den Pflanzenposten, nimm den Pflanzenposten und stelle den Pflanzenposten ein.	Nimm den Pflanzenposten, nimm den Pflanzenposten und stelle den Pflanzenposten ein.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
651	G407-E0651	G407-S032	11	f24v	HERBAL	F24V_WHOLE_PLANT	shol	SH+OL	STATE_CARD	OL	Weiter: halte denselben Pflanzenposten.	Weiter: halte denselben Pflanzenposten.	Weiter halte den Pflanzenposten [wie zuvor].	NO	1:SH=halten | 2:OL=weiter	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
652	G407-E0652	G407-S032	12	f24v	HERBAL	F24V_WHOLE_PLANT	sain	S+AIN	NONSTATE_CARD	NOT_APPLICABLE	Wähle den Materialanteil.	Wähle den Materialanteil.	Wähle den Materialanteil.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
653	G407-E0653	G407-S032	13	f24v	HERBAL	F24V_WHOLE_PLANT	ychol	Y+OL	STATE_CARD	OL	Weiter im laufenden Gang: wähle den Pflanzenposten.	Weiter im laufenden Gang: wähle den Pflanzenposten.	Weiter im laufenden Gang wähle den Pflanzenposten.	NO	1:Y=den Posten | 2:OL=weiter	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
654	G407-E0654	G407-S032	14	f24v	HERBAL	F24V_WHOLE_PLANT	chol	OL	STATE_CARD	OL	Weiter im laufenden Gang: wähle denselben Pflanzenposten.	Weiter im laufenden Gang: wähle denselben Pflanzenposten.	Weiter im laufenden Gang wähle den Pflanzenposten [wie zuvor].	NO	1:OL=weiter	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
655	G407-E0655	G407-S032	15	f24v	HERBAL	F24V_WHOLE_PLANT	or	OR	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang wähle die Arbeitseinheit.	Im laufenden Gang wähle die Arbeitseinheit.	Im laufenden Gang wähle die Arbeitseinheit.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
656	G407-E0656	G407-S032	16	f24v	HERBAL	F24V_WHOLE_PLANT	chor	CH+OR	NONSTATE_CARD	NOT_APPLICABLE	Nimm die Arbeitseinheit.	Nimm die Arbeitseinheit.	Nimm die Arbeitseinheit.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
657	G407-E0657	G407-S032	17	f24v	HERBAL	F24V_WHOLE_PLANT	om	O+AM_ADDR	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang nimm die Arbeitseinheit [wie zuvor]; als Ausführung; an der bezeichneten Stelle.	Im laufenden Gang nimm die Arbeitseinheit [wie zuvor]; als Ausführung; an der bezeichneten Stelle.	Im laufenden Gang nimm die Arbeitseinheit [wie zuvor]; als Ausführung; an der bezeichneten Stelle.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
658	G407-E0658	G407-S032	18	f24v	HERBAL	F24V_WHOLE_PLANT	okoeor	OK+O+E+OR	NONSTATE_CARD	NOT_APPLICABLE	Setze die Arbeitseinheit im Arbeitsgang an; als Ausführung und auf Grad I.	Setze die Arbeitseinheit im Arbeitsgang an; als Ausführung und auf Grad I.	Setze die Arbeitseinheit im Arbeitsgang an; als Ausführung und auf Grad I.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
659	G407-E0659	G407-S032	19	f24v	HERBAL	F24V_WHOLE_PLANT	ctheod	CH+T+E+O+D_ADDR	NONSTATE_CARD	NOT_APPLICABLE	Nimm die Arbeitseinheit [wie zuvor] und stelle die Arbeitseinheit [wie zuvor] ein; auf Grad I und als Ausführung; an der bezeichneten Stelle.	Nimm die Arbeitseinheit [wie zuvor] und stelle die Arbeitseinheit [wie zuvor] ein; auf Grad I und als Ausführung; an der bezeichneten Stelle.	Nimm die Arbeitseinheit [wie zuvor] und stelle die Arbeitseinheit [wie zuvor] ein; auf Grad I und als Ausführung; an der bezeichneten Stelle.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
660	G407-E0660	G407-S032	20	f24v	HERBAL	F24V_WHOLE_PLANT	choy	HO+Y	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang stelle den Pflanzenposten ein; in der bezeichneten Klasse.	Im laufenden Gang stelle den Pflanzenposten ein; in der bezeichneten Klasse.	Im laufenden Gang stelle den Pflanzenposten ein; in der bezeichneten Klasse.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
661	G407-E0661	G407-S032	21	f24v	HERBAL	F24V_WHOLE_PLANT	keol	K+E+OL	STATE_CARD	OL	Weiter: gib denselben Pflanzenposten zu; auf Grad I.	Weiter: gib denselben Pflanzenposten zu; auf Grad I.	Weiter gib den Pflanzenposten [wie zuvor] zu; auf Grad I.	NO	1:K=geben | 2:E=auf Grad I | 3:OL=weiter	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
662	G407-E0662	G407-S032	22	f24v	HERBAL	F24V_WHOLE_PLANT	ydaiin	Y+D_ADDR+AIIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang gib den Pflanzenposten und den Arbeitswert zu; an der bezeichneten Stelle.	Im laufenden Gang gib den Pflanzenposten und den Arbeitswert zu; an der bezeichneten Stelle.	Im laufenden Gang gib den Pflanzenposten und den Arbeitswert zu; an der bezeichneten Stelle.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
663	G407-E0663	G407-S032	23	f24v	HERBAL	F24V_WHOLE_PLANT	chear	CH+E+AR	NONSTATE_CARD	NOT_APPLICABLE	Nimm den Arbeitswert [wie zuvor]; vom Ausgangsmaterial; auf Grad I.	Nimm den Arbeitswert [wie zuvor]; vom Ausgangsmaterial; auf Grad I.	Nimm den Arbeitswert [wie zuvor]; vom Ausgangsmaterial; auf Grad I.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
664	G407-E0664	G407-S032	24	f24v	HERBAL	F24V_WHOLE_PLANT	qodom	CARRIER_Q+O+D_ADDR+O+AM_ADDR	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang nimm den Arbeitswert [wie zuvor]; als neuen Einsatz, als Ausführung und als Ausführung; an der bezeichneten Stelle und an der bezeichneten Stelle.	Im laufenden Gang nimm den Arbeitswert [wie zuvor]; als neuen Einsatz, als Ausführung und als Ausführung; an der bezeichneten Stelle und an der bezeichneten Stelle.	Im laufenden Gang nimm den Arbeitswert [wie zuvor]; als neuen Einsatz, als Ausführung und als Ausführung; an der bezeichneten Stelle und an der bezeichneten Stelle.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
665	G407-E0665	G407-S032	25	f24v	HERBAL	F24V_WHOLE_PLANT	okodaiin	OK+O+D_ADDR+AIIN	NONSTATE_CARD	NOT_APPLICABLE	Setze den Arbeitswert im Arbeitsgang an; als Ausführung; an der bezeichneten Stelle.	Setze den Arbeitswert im Arbeitsgang an; als Ausführung; an der bezeichneten Stelle.	Setze den Arbeitswert im Arbeitsgang an; als Ausführung; an der bezeichneten Stelle.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
666	G407-E0666	G407-S032	26	f24v	HERBAL	F24V_WHOLE_PLANT	ksho	K+SH+O	NONSTATE_CARD	NOT_APPLICABLE	Gib den Arbeitswert [wie zuvor] zu und halte den Arbeitswert [wie zuvor]; als Ausführung.	Gib den Arbeitswert [wie zuvor] zu und halte den Arbeitswert [wie zuvor]; als Ausführung.	Gib den Arbeitswert [wie zuvor] zu und halte den Arbeitswert [wie zuvor]; als Ausführung.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
667	G407-E0667	G407-S032	27	f24v	HERBAL	F24V_WHOLE_PLANT	foar	LOCAL_CHAR_F+O+AR	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang halte den Arbeitswert [wie zuvor]; vom Ausgangsmaterial; als Ausführung; an der bezeichneten Stelle.	Im laufenden Gang halte den Arbeitswert [wie zuvor]; vom Ausgangsmaterial; als Ausführung; an der bezeichneten Stelle.	Im laufenden Gang halte den Arbeitswert [wie zuvor]; vom Ausgangsmaterial; als Ausführung; an der bezeichneten Stelle.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
668	G407-E0668	G407-S032	28	f24v	HERBAL	F24V_WHOLE_PLANT	o	O	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang halte den Arbeitswert [wie zuvor]; als Ausführung.	Im laufenden Gang halte den Arbeitswert [wie zuvor]; als Ausführung.	Im laufenden Gang halte den Arbeitswert [wie zuvor]; als Ausführung.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
669	G407-E0669	G407-S032	29	f24v	HERBAL	F24V_WHOLE_PLANT	sho	SH+O	NONSTATE_CARD	NOT_APPLICABLE	Halte den Arbeitswert [wie zuvor]; als Ausführung.	Halte den Arbeitswert [wie zuvor]; als Ausführung.	Halte den Arbeitswert [wie zuvor]; als Ausführung.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
670	G407-E0670	G407-S032	30	f24v	HERBAL	F24V_WHOLE_PLANT	qokch	OK+CH	NONSTATE_CARD	NOT_APPLICABLE	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an und nimm den Arbeitswert [wie zuvor].	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an und nimm den Arbeitswert [wie zuvor].	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an und nimm den Arbeitswert [wie zuvor].	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
671	G407-E0671	G407-S032	31	f24v	HERBAL	F24V_WHOLE_PLANT	ok	OK	NONSTATE_CARD	NOT_APPLICABLE	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an.	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an.	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
672	G407-E0672	G407-S032	32	f24v	HERBAL	F24V_WHOLE_PLANT	okchal	OK+CH+AL	NONSTATE_CARD	NOT_APPLICABLE	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an und nimm den Arbeitswert [wie zuvor]; zur Zielstelle.	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an und nimm den Arbeitswert [wie zuvor]; zur Zielstelle.	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an und nimm den Arbeitswert [wie zuvor]; zur Zielstelle.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
673	G407-E0673	G407-S032	33	f24v	HERBAL	F24V_WHOLE_PLANT	oeeey	O+EEE+Y	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang nimm den Pflanzenposten; als Ausführung und auf Grad III.	Im laufenden Gang nimm den Pflanzenposten; als Ausführung und auf Grad III.	Im laufenden Gang nimm den Pflanzenposten; als Ausführung und auf Grad III.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
674	G407-E0674	G407-S032	34	f24v	HERBAL	F24V_WHOLE_PLANT	cheol	CH+E+O+L	NONSTATE_CARD	NOT_APPLICABLE	Nimm den Pflanzenposten [wie zuvor]; über die Verbindung im Pflanzenartikel; auf Grad I und als Ausführung.	Nimm den Pflanzenposten [wie zuvor]; über die Verbindung im Pflanzenartikel; auf Grad I und als Ausführung.	Nimm den Pflanzenposten [wie zuvor]; über die Verbindung im Pflanzenartikel; auf Grad I und als Ausführung.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
675	G407-E0675	G407-S032	35	f24v	HERBAL	F24V_WHOLE_PLANT	chol	OL	STATE_CARD	OL	Weiter im laufenden Gang: nimm denselben Pflanzenposten.	Weiter im laufenden Gang: nimm denselben Pflanzenposten.	Weiter im laufenden Gang nimm den Pflanzenposten [wie zuvor].	NO	1:OL=weiter	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
676	G407-E0676	G407-S032	36	f24v	HERBAL	F24V_WHOLE_PLANT	odor	O+D_ADDR+OR	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang nimm die Arbeitseinheit; als Ausführung; an der bezeichneten Stelle.	Im laufenden Gang nimm die Arbeitseinheit; als Ausführung; an der bezeichneten Stelle.	Im laufenden Gang nimm die Arbeitseinheit; als Ausführung; an der bezeichneten Stelle.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
677	G407-E0677	G407-S032	37	f24v	HERBAL	F24V_WHOLE_PLANT	sho	SH+O	NONSTATE_CARD	NOT_APPLICABLE	Halte die Arbeitseinheit [wie zuvor]; als Ausführung.	Halte die Arbeitseinheit [wie zuvor]; als Ausführung.	Halte die Arbeitseinheit [wie zuvor]; als Ausführung.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
678	G407-E0678	G407-S032	38	f24v	HERBAL	F24V_WHOLE_PLANT	do	D_ADDR+O	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang halte die Arbeitseinheit [wie zuvor]; als Ausführung; an der bezeichneten Stelle.	Im laufenden Gang halte die Arbeitseinheit [wie zuvor]; als Ausführung; an der bezeichneten Stelle.	Im laufenden Gang halte die Arbeitseinheit [wie zuvor]; als Ausführung; an der bezeichneten Stelle.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
679	G407-E0679	G407-S032	39	f24v	HERBAL	F24V_WHOLE_PLANT	otolodal	OT+OL+O+D_ADDR+AL	STATE_CARD	OT+OL	Danach im laufenden Gang: halte dieselbe Arbeitseinheit; als Ausführung; an der bezeichneten Stelle; zur Zielstelle; weiterführen.	Danach im laufenden Gang: halte dieselbe Arbeitseinheit; als Ausführung; an der bezeichneten Stelle; zur Zielstelle; führe den Gang weiter.	Danach und weiter im laufenden Gang halte die Arbeitseinheit [wie zuvor]; zur Zielstelle; als Ausführung; an der bezeichneten Stelle.	YES	1:OT=danach | 2:OL=weiter | 3:O=zur Ausführung | 4:D_ADDR=hier | 5:AL=zum Zielort	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
680	G407-E0680	G407-S032	40	f24v	HERBAL	F24V_WHOLE_PLANT	doiir	D_ADDR+O+IIN+R	NONSTATE_CARD	NOT_APPLICABLE	Markiere die Arbeitseinheit [wie zuvor]; als Ausführung und auf der bezeichneten Stufe; an der bezeichneten Stelle.	Markiere die Arbeitseinheit [wie zuvor]; als Ausführung und auf der bezeichneten Stufe; an der bezeichneten Stelle.	Markiere die Arbeitseinheit [wie zuvor]; als Ausführung und auf der bezeichneten Stufe; an der bezeichneten Stelle.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
681	G407-E0681	G407-S032	41	f24v	HERBAL	F24V_WHOLE_PLANT	cheeodam	CH+EE+O+D_ADDR+AM_ADDR	NONSTATE_CARD	NOT_APPLICABLE	Nimm die Arbeitseinheit [wie zuvor]; auf Grad II und als Ausführung; an der bezeichneten Stelle und an der bezeichneten Stelle.	Nimm die Arbeitseinheit [wie zuvor]; auf Grad II und als Ausführung; an der bezeichneten Stelle und an der bezeichneten Stelle.	Nimm die Arbeitseinheit [wie zuvor]; auf Grad II und als Ausführung; an der bezeichneten Stelle und an der bezeichneten Stelle.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
682	G407-E0682	G407-S032	42	f24v	HERBAL	F24V_WHOLE_PLANT	sho	SH+O	NONSTATE_CARD	NOT_APPLICABLE	Halte die Arbeitseinheit [wie zuvor]; als Ausführung.	Halte die Arbeitseinheit [wie zuvor]; als Ausführung.	Halte die Arbeitseinheit [wie zuvor]; als Ausführung.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
683	G407-E0683	G407-S032	43	f24v	HERBAL	F24V_WHOLE_PLANT	sho	SH+O	NONSTATE_CARD	NOT_APPLICABLE	Halte die Arbeitseinheit [wie zuvor]; als Ausführung.	Halte die Arbeitseinheit [wie zuvor]; als Ausführung.	Halte die Arbeitseinheit [wie zuvor]; als Ausführung.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
684	G407-E0684	G407-S032	44	f24v	HERBAL	F24V_WHOLE_PLANT	dy	Y	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang halte den Pflanzenposten.	Im laufenden Gang halte den Pflanzenposten.	Im laufenden Gang halte den Pflanzenposten.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
685	G407-E0685	G407-S032	45	f24v	HERBAL	F24V_WHOLE_PLANT	dchey	CH+E+Y	NONSTATE_CARD	NOT_APPLICABLE	Nimm den Pflanzenposten; auf Grad I.	Nimm den Pflanzenposten; auf Grad I.	Nimm den Pflanzenposten; auf Grad I.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
