assignment_ordinal	event_id	statement_id	physical_page	register	surface	final_context_recipe	state_marker_sequence	marker_ordinal_in_sequence	recipe_atom_position	operator	working_value	outer_slot	position_realization_de	finite_voice_changed	guard
499	G407-E1748	G407-S146	f75r	BIOLOGICAL	oldy	OL+DY	OL+DY	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
500	G407-E1748	G407-S146	f75r	BIOLOGICAL	oldy	OL+DY	OL+DY	2	2	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
501	G407-E1749	G407-S147	f75r	BIOLOGICAL	sol	OL	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
502	G407-E1750	G407-S147	f75r	BIOLOGICAL	keedy	K+EE+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
503	G407-E1751	G407-S148	f75r	BIOLOGICAL	qokeedy	OK+EE+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
504	G407-E1754	G407-S149	f75r	BIOLOGICAL	otar	OT+AR	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
505	G407-E1755	G407-S149	f75r	BIOLOGICAL	dardardy	D_ADDR+AR+D_ADDR+AR+DY	DY	1	5	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
506	G407-E1756	G407-S150	f75r	BIOLOGICAL	qokedy	OK+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
507	G407-E1759	G407-S151	f75r	BIOLOGICAL	qokedy	OK+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
508	G407-E1760	G407-S152	f75r	BIOLOGICAL	qokeedy	OK+EE+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
509	G407-E1761	G407-S153	f75r	BIOLOGICAL	qokechdy	OK+E+CHD+DY	DY	1	4	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
510	G407-E1762	G407-S154	f75r	BIOLOGICAL	lol	L+OL	OL	1	2	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
511	G407-E1763	G407-S154	f75r	BIOLOGICAL	qokeedy	OK+EE+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
512	G407-E1764	G407-S155	f75r	BIOLOGICAL	qokeedy	OK+EE+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
513	G407-E1765	G407-S156	f75r	BIOLOGICAL	qokedy	OK+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
514	G407-E1766	G407-S157	f75r	BIOLOGICAL	qokedy	OK+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
515	G407-E1767	G407-S158	f75r	BIOLOGICAL	qokeedy	OK+EE+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
516	G407-E1768	G407-S159	f75r	BIOLOGICAL	ldy	L+DY	DY	1	2	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
517	G407-E1769	G407-S160	f75r	BIOLOGICAL	yshedy	Y+SH+E+DY	DY	1	4	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
518	G407-E1770	G407-S161	f75r	BIOLOGICAL	qokeedy	OK+EE+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
519	G407-E1771	G407-S162	f75r	BIOLOGICAL	qokeedy	OK+EE+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
520	G407-E1772	G407-S163	f75r	BIOLOGICAL	olkeedy	OL+K+EE+DY	OL+DY	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
521	G407-E1772	G407-S163	f75r	BIOLOGICAL	olkeedy	OL+K+EE+DY	OL+DY	2	4	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
522	G407-E1773	G407-S164	f75r	BIOLOGICAL	otey	OT+E+Y	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
523	G407-E1774	G407-S164	f75r	BIOLOGICAL	koldy	K+OL+DY	OL+DY	1	2	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
524	G407-E1774	G407-S164	f75r	BIOLOGICAL	koldy	K+OL+DY	OL+DY	2	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
525	G407-E1776	G407-S165	f75r	BIOLOGICAL	shedy	SH+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
526	G407-E1778	G407-S166	f75r	BIOLOGICAL	shedy	SH+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
527	G407-E1780	G407-S167	f75r	BIOLOGICAL	keedy	K+EE+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
528	G407-E1781	G407-S168	f75r	BIOLOGICAL	rshedy	R+SH+E+DY	DY	1	4	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
529	G407-E1782	G407-S169	f75r	BIOLOGICAL	sokeedy	S+OK+EE+DY	DY	1	4	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
530	G407-E1783	G407-S170	f75r	BIOLOGICAL	qokeedy	OK+EE+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
531	G407-E1784	G407-S171	f75r	BIOLOGICAL	oteedy	OT+EE+DY	OT+DY	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
532	G407-E1784	G407-S171	f75r	BIOLOGICAL	oteedy	OT+EE+DY	OT+DY	2	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
533	G407-E1787	G407-S172	f75r	BIOLOGICAL	keedy	K+EE+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
534	G407-E1789	G407-S173	f75r	BIOLOGICAL	dshedy	SH+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
535	G407-E1790	G407-S174	f75r	BIOLOGICAL	qokedy	OK+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
536	G407-E1791	G407-S175	f75r	BIOLOGICAL	qokeedy	OK+EE+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
537	G407-E1792	G407-S176	f75r	BIOLOGICAL	qoteey	OT+EE+Y	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
538	G407-E1793	G407-S176	f75r	BIOLOGICAL	qoteedy	OT+EE+DY	OT+DY	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
539	G407-E1793	G407-S176	f75r	BIOLOGICAL	qoteedy	OT+EE+DY	OT+DY	2	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
540	G407-E1795	G407-S177	f75r	BIOLOGICAL	yshedy	Y+SH+E+DY	DY	1	4	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
541	G407-E1797	G407-S178	f75r	BIOLOGICAL	oldy	OL+DY	OL+DY	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
542	G407-E1797	G407-S178	f75r	BIOLOGICAL	oldy	OL+DY	OL+DY	2	2	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
543	G407-E1800	G407-S179	f75r	BIOLOGICAL	otar	OT+AR	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
544	G407-E1801	G407-S179	f75r	BIOLOGICAL	oldy	OL+DY	OL+DY	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
545	G407-E1801	G407-S179	f75r	BIOLOGICAL	oldy	OL+DY	OL+DY	2	2	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
546	G407-E1804	G407-S180	f75r	BIOLOGICAL	okedy	OK+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
547	G407-E1805	G407-S181	f75r	BIOLOGICAL	qokedy	OK+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
548	G407-E1806	G407-S182	f75r	BIOLOGICAL	otedy	OT+E+DY	OT+DY	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
549	G407-E1806	G407-S182	f75r	BIOLOGICAL	otedy	OT+E+DY	OT+DY	2	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
550	G407-E1807	G407-S183	f75r	BIOLOGICAL	okoldy	OK+OL+DY	OL+DY	1	2	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
551	G407-E1807	G407-S183	f75r	BIOLOGICAL	okoldy	OK+OL+DY	OL+DY	2	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
552	G407-E1808	G407-S184	f75r	BIOLOGICAL	otar	OT+AR	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
553	G407-E1809	G407-S184	f75r	BIOLOGICAL	otam	OT+AM_ADDR	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
554	G407-E1810	G407-S184	f75r	BIOLOGICAL	olaiin	OL+AIIN	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
555	G407-E1814	G407-S184	f75r	BIOLOGICAL	sshedy	S+SH+E+DY	DY	1	4	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
556	G407-E1817	G407-S185	f75r	BIOLOGICAL	okedy	OK+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
557	G407-E1818	G407-S186	f75r	BIOLOGICAL	sarol	S+AR+OL	OL	1	3	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
558	G407-E1819	G407-S186	f75r	BIOLOGICAL	oty	OT+Y	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
559	G407-E1820	G407-S186	f75r	BIOLOGICAL	otedy	OT+E+DY	OT+DY	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
560	G407-E1820	G407-S186	f75r	BIOLOGICAL	otedy	OT+E+DY	OT+DY	2	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
561	G407-E1821	G407-S187	f75r	BIOLOGICAL	qotedy	OT+E+DY	OT+DY	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
562	G407-E1821	G407-S187	f75r	BIOLOGICAL	qotedy	OT+E+DY	OT+DY	2	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
563	G407-E1822	G407-S188	f75r	BIOLOGICAL	otedy	OT+E+DY	OT+DY	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
564	G407-E1822	G407-S188	f75r	BIOLOGICAL	otedy	OT+E+DY	OT+DY	2	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
565	G407-E1825	G407-S189	f75r	BIOLOGICAL	qokedy	OK+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
566	G407-E1826	G407-S190	f75r	BIOLOGICAL	sheol	SH+E+OL	OL	1	3	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
567	G407-E1827	G407-S190	f75r	BIOLOGICAL	qokedy	OK+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
568	G407-E1829	G407-S191	f75r	BIOLOGICAL	shedy	SH+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
569	G407-E1830	G407-S192	f75r	BIOLOGICAL	otol	OT+OL	OT+OL	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
570	G407-E1830	G407-S192	f75r	BIOLOGICAL	otol	OT+OL	OT+OL	2	2	OL	FORTSETZEN	FOLLOWER_SUFFIX	führe den Gang weiter	YES	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
571	G407-E1832	G407-S192	f75r	BIOLOGICAL	olor	OL+OR	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
572	G407-E1833	G407-S193	f76r	BIOLOGICAL	potchokor	P+OT+CH+OK+OR	OT	1	2	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
573	G407-E1836	G407-S193	f76r	BIOLOGICAL	qolp	OL+P	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
574	G407-E1845	G407-S193	f76r	BIOLOGICAL	dshedy	SH+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
575	G407-E1846	G407-S194	f76r	BIOLOGICAL	qotddyar	OT+D_ADDR+D_ADDR+Y+AR	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
576	G407-E1852	G407-S194	f76r	BIOLOGICAL	shedy	SH+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
577	G407-E1853	G407-S195	f76r	BIOLOGICAL	qol	OL	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
578	G407-E1861	G407-S195	f76r	BIOLOGICAL	okedy	OK+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
579	G407-E1863	G407-S196	f76r	BIOLOGICAL	qotedy	OT+E+DY	OT+DY	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
580	G407-E1863	G407-S196	f76r	BIOLOGICAL	qotedy	OT+E+DY	OT+DY	2	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
581	G407-E1864	G407-S197	f76r	BIOLOGICAL	otedy	OT+E+DY	OT+DY	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
582	G407-E1864	G407-S197	f76r	BIOLOGICAL	otedy	OT+E+DY	OT+DY	2	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
583	G407-E1865	G407-S198	f76r	BIOLOGICAL	shol	SH+OL	OL	1	2	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
584	G407-E1866	G407-S198	f76r	BIOLOGICAL	qoty	OT+Y	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
585	G407-E1867	G407-S198	f76r	BIOLOGICAL	ol	OL	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
586	G407-E1870	G407-S199	f76r	BIOLOGICAL	qokedy	OK+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
587	G407-E1876	G407-S200	f76r	BIOLOGICAL	otey	OT+E+Y	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
588	G407-E1877	G407-S200	f76r	BIOLOGICAL	qokedy	OK+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
589	G407-E1878	G407-S201	f76r	BIOLOGICAL	lkedy	L+K+E+DY	DY	1	4	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
590	G407-E1880	G407-S202	f76r	BIOLOGICAL	qokchdy	OK+CHD+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
591	G407-E1883	G407-S203	f76r	BIOLOGICAL	solchedy	S+OL+CHD+Y	OL	1	2	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
592	G407-E1884	G407-S203	f76r	BIOLOGICAL	qokeedy	OK+EE+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
593	G407-E1887	G407-S204	f76r	BIOLOGICAL	rol	R+OL	OL	1	2	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
594	G407-E1888	G407-S204	f76r	BIOLOGICAL	shedy	SH+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
595	G407-E1889	G407-S205	f76r	BIOLOGICAL	qokedy	OK+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
596	G407-E1901	G407-S207	f76r	BIOLOGICAL	shedy	SH+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
597	G407-E1908	G407-S208	f76r	BIOLOGICAL	oldy	OL+DY	OL+DY	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
598	G407-E1908	G407-S208	f76r	BIOLOGICAL	oldy	OL+DY	OL+DY	2	2	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
599	G407-E1914	G407-S210	f76r	BIOLOGICAL	chcphedy	CH+CH+P+E+DY	DY	1	5	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
600	G407-E1916	G407-S211	f76r	BIOLOGICAL	olkeey	OL+K+EE+Y	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
601	G407-E1919	G407-S211	f76r	BIOLOGICAL	otchy	OT+CH+Y	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
602	G407-E1924	G407-S212	f76r	BIOLOGICAL	qotedshedy	OT+E+D_ADDR+SH+E+DY	OT+DY	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
603	G407-E1924	G407-S212	f76r	BIOLOGICAL	qotedshedy	OT+E+D_ADDR+SH+E+DY	OT+DY	2	6	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
604	G407-E1926	G407-S213	f76r	BIOLOGICAL	oteedy	OT+EE+DY	OT+DY	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
