statement_ordinal	statement_id	physical_page	register	owner_id	host_count	action_count	completed_object_action_count	remaining_action_gap_count	changed_host_count	paragraph_count	coverage_state	completed_root_profile	remaining_root_profile	gdt584_reader_de	gdt598_integrated_reader_de	paragraph_count_preserved
78	G407-S330	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	2	1	1	0	1	1	ALL_ACTIONS_OBJECT_COMPLETE	SH:1	NONE	Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Halte den Körper im Bad auf Grad I. Schließe den Arbeitsgang.	YES
79	G407-S331	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	4	1	1	0	1	2	ALL_ACTIONS_OBJECT_COMPLETE	SH:1	NONE	"Beginne danach den nächsten Arbeitsgang.

Fahre im selben Arbeitsgang fort. Halte im Bad auf Grad I. Schließe den Arbeitsgang."	"Beginne danach den nächsten Arbeitsgang.

Fahre im selben Arbeitsgang fort. Halte den Körper im Bad auf Grad I. Schließe den Arbeitsgang."	YES
80	G407-S332	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	6	5	3	2	3	1	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:1|SH:1|T:1	OK:2	Beschicke oder bereite das Stations- oder Badmaß vor. Halte im Bad auf Grad II. Lass den Stationsansatz anschließend abkühlen. Beschicke oder bereite den Stationsansatz auf Grad II und an der Stations-Arbeitsstelle vor. Behandle den Ansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	Beschicke oder bereite das Stations- oder Badmaß vor. Halte den Körper im Bad auf Grad II. Lass den Körper anschließend abkühlen. Beschicke oder bereite den Stationsansatz auf Grad II und an der Stations-Arbeitsstelle vor. Behandle denselben Stationsansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	YES
81	G407-S333	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	4	2	2	0	1	1	ALL_ACTIONS_OBJECT_COMPLETE	S:1|SH:1	NONE	Leite den Strom über den Stationskontakt oder die Leitung um. Fahre im selben Arbeitsgang fort. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Leite den Strom über den Stationskontakt oder die Leitung um. Fahre im selben Arbeitsgang fort. Halte den Körper im Bad auf Grad I. Schließe den Arbeitsgang.	YES
82	G407-S334	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	5	3	2	1	2	2	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:1|SH:1	OK:1	"Beginne danach den nächsten Arbeitsgang.

Behandle das Stations- oder Badmaß und den Stationsansatz. Beschicke oder bereite das Stations- oder Badmaß vor. Halte im Bad auf Grad I. Schließe den Arbeitsgang."	"Beginne danach den nächsten Arbeitsgang.

Behandle das Stationsmaß und den Stationsansatz. Beschicke oder bereite das Stations- oder Badmaß vor. Halte denselben Stationsansatz im Bad auf Grad I. Schließe den Arbeitsgang."	YES
83	G407-S335	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	4	1	0	1	0	1	GAP_ONLY_ACTIONS	NONE	SH:1	Fahre im selben Arbeitsgang fort. Halte den Zustand. Verwende für den vorangehenden Arbeitsschritt auf Grad II. Schließe den Arbeitsgang.	Fahre im selben Arbeitsgang fort. Halte den Zustand. Verwende für den vorangehenden Arbeitsschritt auf Grad II. Schließe den Arbeitsgang.	YES
84	G407-S340	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	6	5	4	1	3	1	MIXED_COMPLETED_AND_GAP_ACTIONS	S:1|SH:2|T:1	OK:1	Halte den Stationsansatz im Bad auf Grad II, als neuer Bad- oder Stationsansatz und an der Stations-Arbeitsstelle. Wähle das Stations- oder Badmaß aus. Halte im Bad auf Grad II. Lass den Stationsansatz anschließend abkühlen. Beschicke oder bereite auf Grad II vor. Schließe den Arbeitsgang.	Halte den Stationsansatz im Bad auf Grad II, als neuer Bad- oder Stationsansatz und an der Stations-Arbeitsstelle. Wähle das Stationsmaß aus. Halte denselben Stationsansatz im Bad auf Grad II. Lass den Körper anschließend abkühlen. Beschicke oder bereite auf Grad II vor. Schließe den Arbeitsgang.	YES
85	G407-S341	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	10	6	3	3	3	1	MIXED_COMPLETED_AND_GAP_ACTIONS	SH:3	CH:2|K:1	Verwende für den vorangehenden Arbeitsschritt über den Stationskontakt oder die Leitung. Fahre im selben Arbeitsgang fort. Entnimm oder lass das Stations- oder Badmaß und den Stationsansatz auf Grad II und an der Stations-Arbeitsstelle ab. Halte den Stationsansatz und die Becken- oder Körpereinheit im Bad auf Grad I und über den Stationskontakt oder die Leitung. Verwende für den vorangehenden Arbeitsschritt in Anwendungsform. Halte im Bad auf Grad II und an der Stations-Endstelle. Halte im Bad auf Grad I. Entnimm oder lass ab. Führe auf Grad I zu. Schließe den Arbeitsgang.	Verwende für den vorangehenden Arbeitsschritt über den Stationskontakt oder die Leitung. Fahre im selben Arbeitsgang fort. Entnimm oder lass das Stations- oder Badmaß und den Stationsansatz auf Grad II und an der Stations-Arbeitsstelle ab. Halte den Stationsansatz und die Badeinheit im Bad auf Grad I und über den Stationskontakt oder die Leitung. Verwende für den vorangehenden Arbeitsschritt in Anwendungsform. Halte den Stationsansatz im Bad auf Grad II und an der Stations-Endstelle. Halte denselben Stationsansatz im Bad auf Grad I. Entnimm oder lass ab. Führe auf Grad I zu. Schließe den Arbeitsgang.	YES
86	G407-S343	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	3	2	1	1	0	1	MIXED_COMPLETED_AND_GAP_ACTIONS	SH:1	OK:1	Halte den Stationsansatz im Bad auf Grad II und über den Stationskontakt oder die Leitung. Beschicke oder bereite auf Grad II vor. Schließe den Arbeitsgang.	Halte den Stationsansatz im Bad auf Grad II und über den Stationskontakt oder die Leitung. Beschicke oder bereite auf Grad II vor. Schließe den Arbeitsgang.	YES
87	G407-S345	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	6	4	1	3	1	2	MIXED_COMPLETED_AND_GAP_ACTIONS	SH:1	OK:3	"Beschicke oder bereite von der Ausgangsstation oder aus dem Ausgangsbecken vor. Beschicke oder bereite den Stationsansatz, das Stations- oder Badmaß und die Anwendungsportion auf Grad II und über den Stationskontakt oder die Leitung vor. Beginne danach den nächsten Arbeitsgang.

Halte im Bad auf Grad I und zur Zielstation oder ins Zielbecken. Beschicke oder bereite auf Grad II vor. Schließe den Arbeitsgang."	"Beschicke oder bereite von der Ausgangsstation oder aus dem Ausgangsbecken vor. Beschicke oder bereite den Stationsansatz, das Stations- oder Badmaß und die Anwendungsportion auf Grad II und über den Stationskontakt oder die Leitung vor. Beginne danach den nächsten Arbeitsgang.

Halte den Stationsansatz im Bad auf Grad I und zur Zielstation oder ins Zielbecken. Beschicke oder bereite auf Grad II vor. Schließe den Arbeitsgang."	YES
88	G407-S346	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	7	2	1	1	1	3	MIXED_COMPLETED_AND_GAP_ACTIONS	SH:1	OK:1	"Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad II. Beschicke oder bereite den Stationsansatz und die Anwendungsportion vor. Halte den Stationsansatz im Bad auf Grad II. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad I. Schließe den Arbeitsgang."	"Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad II. Beschicke oder bereite den Stationsansatz und die Anwendungsportion vor. Halte den Körper im Bad auf Grad II. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad I. Schließe den Arbeitsgang."	YES
89	G407-S347	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	2	1	1	0	1	1	ALL_ACTIONS_OBJECT_COMPLETE	CHD:1	NONE	Behandle den Ansatz zur Zielstation oder ins Zielbecken. Schließe den Arbeitsgang.	Behandle den Stationsansatz zur Zielstation oder ins Zielbecken. Schließe den Arbeitsgang.	YES
90	G407-S348	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	3	2	2	0	2	1	ALL_ACTIONS_OBJECT_COMPLETE	CHD:1|SH:1	NONE	Behandle das Stations- oder Badmaß. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Behandle das Stationsmaß. Halte den Körper im Bad auf Grad I. Schließe den Arbeitsgang.	YES
91	G407-S351	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	7	3	2	1	1	2	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:1|SH:1	OK:1	"Beschicke oder bereite den Stationsansatz auf Grad II vor. Behandle den Stationsansatz. Halte das Stations- oder Badmaß und den Stationsansatz im Bad auf Grad I und von der Ausgangsstation oder aus dem Ausgangsbecken. Fahre im selben Arbeitsgang fort. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad II. Schließe den Arbeitsgang."	"Beschicke oder bereite den Stationsansatz auf Grad II vor. Behandle den Stationsansatz. Halte den Stationsansatz im Bad bei der angegebenen Füllung auf Grad I und von der Ausgangsstation oder aus dem Ausgangsbecken. Fahre im selben Arbeitsgang fort. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad II. Schließe den Arbeitsgang."	YES
92	G407-S352	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	3	1	1	0	1	1	ALL_ACTIONS_OBJECT_COMPLETE	CHD:1	NONE	Verwende für den vorangehenden Arbeitsschritt zur Zielstation oder ins Zielbecken. Behandle den Ansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	Verwende für den vorangehenden Arbeitsschritt zur Zielstation oder ins Zielbecken. Behandle den Stationsansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	YES
93	G407-S353	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	6	4	2	2	2	1	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:1|SH:1	OK:1|R:1	Kennzeichne oder prüfe den Stationsansatz. Verwende für den vorangehenden Arbeitsschritt in Anwendungsform und auf der Anwendungsstufe. Behandle das Stations- oder Badmaß. Halte den Stationsansatz im Bad auf Grad II. Beschicke oder bereite auf Grad I vor. Schließe den Arbeitsgang.	Kennzeichne oder prüfe den Stationsansatz. Verwende für den vorangehenden Arbeitsschritt in Anwendungsform und auf der Anwendungsstufe. Behandle das Stationsmaß. Halte den Körper im Bad auf Grad II. Beschicke oder bereite auf Grad I vor. Schließe den Arbeitsgang.	YES
94	G407-S354	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	7	6	3	3	2	1	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:2|SH:1	OK:3	Beschicke oder bereite den Stationsansatz vor. Halte im Bad auf Grad I. Beschicke oder bereite den Stationsansatz vor. Beschicke oder bereite das Stations- oder Badmaß vor. Behandle den Stationsansatz. Behandle den Ansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	Beschicke oder bereite den Stationsansatz vor. Halte denselben Stationsansatz im Bad auf Grad I. Beschicke oder bereite den Stationsansatz vor. Beschicke oder bereite das Stations- oder Badmaß vor. Behandle den Stationsansatz. Behandle denselben Stationsansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	YES
95	G407-S355	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	4	1	0	1	0	1	GAP_ONLY_ACTIONS	NONE	SH:1	Fahre im selben Arbeitsgang fort. Halte den Zustand. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Schließe den Arbeitsgang.	Fahre im selben Arbeitsgang fort. Halte den Zustand. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Schließe den Arbeitsgang.	YES
96	G407-S357	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	14	8	2	6	1	2	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:1|SH:1	CH:3|OK:1|P:1|SH:1	"Behandle den Stationsansatz. Beschicke oder bereite das Stations- oder Badmaß zur Zielstation oder ins Zielbecken vor. Verwende für den vorangehenden Arbeitsschritt an der Stations-Arbeitsstelle. Fahre im selben Arbeitsgang fort. Halte die Becken- oder Körpereinheit im Bad. Entnimm oder lass ab. Wende den Stationsansatz auf Grad I an. Entnimm oder lass auf Grad I, in Feinform, zur Zielstation oder ins Zielbecken und über den Stationskontakt oder die Leitung ab. Halte den Zustand auf Grad I und von der Ausgangsstation oder aus dem Ausgangsbecken. Fahre im selben Arbeitsgang fort. Entnimm oder lass den Stationsansatz ab. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad I. Schließe den Arbeitsgang."	"Behandle den Stationsansatz. Beschicke oder bereite das Stations- oder Badmaß zur Zielstation oder ins Zielbecken vor. Verwende für den vorangehenden Arbeitsschritt an der Stations-Arbeitsstelle. Fahre im selben Arbeitsgang fort. Halte die Badeinheit im Bad. Entnimm oder lass ab. Wende den Stationsansatz auf Grad I an. Entnimm oder lass auf Grad I, in Feinform, zur Zielstation oder ins Zielbecken und über den Stationskontakt oder die Leitung ab. Halte den Zustand auf Grad I und von der Ausgangsstation oder aus dem Ausgangsbecken. Fahre im selben Arbeitsgang fort. Entnimm oder lass den Stationsansatz ab. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad I. Schließe den Arbeitsgang."	YES
97	G407-S358	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	3	2	1	1	1	1	MIXED_COMPLETED_AND_GAP_ACTIONS	SH:1	OK:1	Beschicke oder bereite von der Ausgangsstation oder aus dem Ausgangsbecken vor. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Beschicke oder bereite von der Ausgangsstation oder aus dem Ausgangsbecken vor. Halte den Körper im Bad auf Grad I. Schließe den Arbeitsgang.	YES
98	G407-S359	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	6	3	2	1	2	2	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:1|SH:1	OK:1	"Beschicke oder bereite zur Zielstation oder ins Zielbecken vor. Halte im Bad auf Grad I, an der Stations-Arbeitsstelle, zur Zielstation oder ins Zielbecken und von der Ausgangsstation oder aus dem Ausgangsbecken. Behandle den Stationsansatz und die Becken- oder Körpereinheit an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad II. Schließe den Arbeitsgang."	"Beschicke oder bereite zur Zielstation oder ins Zielbecken vor. Halte den Stationsansatz im Bad auf Grad I, an der Stations-Arbeitsstelle, zur Zielstation oder ins Zielbecken und von der Ausgangsstation oder aus dem Ausgangsbecken. Behandle den Stationsansatz und die Stationseinheit an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad II. Schließe den Arbeitsgang."	YES
99	G407-S361	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	6	5	2	3	1	1	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:1|T:1	CH:2|OK:1	Beschicke oder bereite das Stations- oder Badmaß vor. Entnimm oder lass ab. Entnimm oder lass ab. Reguliere den Stationsansatz. Behandle den Ansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	Beschicke oder bereite das Stations- oder Badmaß vor. Entnimm oder lass ab. Entnimm oder lass ab. Reguliere den Stationsansatz. Behandle denselben Stationsansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	YES
100	G407-S362	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	8	6	3	3	2	1	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:1|S:1|SH:1	OK:3	Beschicke oder bereite den Stationsansatz zur Zielstation oder ins Zielbecken vor. Wähle die Einheit aus. Fahre im selben Arbeitsgang fort. Behandle den Stationsansatz. Beschicke oder bereite die Anwendungsportion vor. Beschicke oder bereite das Stations- oder Badmaß vor. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Beschicke oder bereite den Stationsansatz zur Zielstation oder ins Zielbecken vor. Wähle denselben Stationsansatz aus. Fahre im selben Arbeitsgang fort. Behandle den Stationsansatz. Beschicke oder bereite die Anwendungsportion vor. Beschicke oder bereite das Stations- oder Badmaß vor. Halte dieselbe Anwendungsportion im Bad auf Grad I. Schließe den Arbeitsgang.	YES
101	G407-S366	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	7	4	2	2	1	1	MIXED_COMPLETED_AND_GAP_ACTIONS	S:2	OK:1|SH:1	Leite den Strom in Anwendungsform, an der Mittelstelle, von der Ausgangsstation oder aus dem Ausgangsbecken und über den Stationskontakt oder die Leitung um. Wähle das Stations- oder Badmaß aus. Halte den Zustand. Verwende für den vorangehenden Arbeitsschritt auf Grad II. Fahre im selben Arbeitsgang fort. Beschicke oder bereite auf Grad II vor. Schließe den Arbeitsgang.	Leite den Strom in Anwendungsform, an der Mittelstelle, von der Ausgangsstation oder aus dem Ausgangsbecken und über den Stationskontakt oder die Leitung um. Wähle das Stationsmaß aus. Halte den Zustand. Verwende für den vorangehenden Arbeitsschritt auf Grad II. Fahre im selben Arbeitsgang fort. Beschicke oder bereite auf Grad II vor. Schließe den Arbeitsgang.	YES
102	G407-S368	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	19	12	1	11	1	3	MIXED_COMPLETED_AND_GAP_ACTIONS	S:1	CH:4|K:4|OK:3	"Beginne danach den nächsten Arbeitsgang.

Beschicke oder bereite das Stations- oder Badmaß zur Zielstation oder ins Zielbecken vor. Entnimm oder lass ab. Entnimm oder lass ab. Führe den Stationsansatz auf Grad I zu. Wähle die Einheit an der Stations-Hauptstelle aus. Verwende für den vorangehenden Arbeitsschritt auf der Anwendungsstufe. Fahre im selben Arbeitsgang fort. Führe die Anwendungsportion zu. Entnimm oder lass ab. Führe den Stationsansatz auf Grad II und über den Stationskontakt oder die Leitung zu. Fahre im selben Arbeitsgang fort. Beschicke oder bereite die Anwendungsportion vor. Entnimm oder lass ab. Führe den Stationsansatz zu. Beschicke oder bereite den Stationsansatz auf Grad II vor. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad I. Schließe den Arbeitsgang."	"Beginne danach den nächsten Arbeitsgang.

Beschicke oder bereite das Stations- oder Badmaß zur Zielstation oder ins Zielbecken vor. Entnimm oder lass ab. Entnimm oder lass ab. Führe den Stationsansatz auf Grad I zu. Wähle denselben Stationsansatz an der Stations-Hauptstelle aus. Verwende für den vorangehenden Arbeitsschritt auf der Anwendungsstufe. Fahre im selben Arbeitsgang fort. Führe die Anwendungsportion zu. Entnimm oder lass ab. Führe den Stationsansatz auf Grad II und über den Stationskontakt oder die Leitung zu. Fahre im selben Arbeitsgang fort. Beschicke oder bereite die Anwendungsportion vor. Entnimm oder lass ab. Führe den Stationsansatz zu. Beschicke oder bereite den Stationsansatz auf Grad II vor. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad I. Schließe den Arbeitsgang."	YES
103	G407-S370	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	11	6	3	3	2	2	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:1|SH:1|T:1	CH:1|K:1|R:1	"Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt den Stationsansatz und die Becken- oder Körpereinheit und von der Ausgangsstation oder aus dem Ausgangsbecken. Entnimm oder lass die Anwendungsportion und die Becken- oder Körpereinheit in Anwendungsform, auf Grad I, zur Zielstation oder ins Zielbecken und über den Stationskontakt oder die Leitung ab. Fahre im selben Arbeitsgang fort. Halte den Stationsansatz im Bad auf Grad II. Temperiere auf der Anwendungsstufe, auf Grad I und als neuer Bad- oder Stationsansatz. Kennzeichne oder prüfe den Stationsansatz und das Stations- oder Badmaß im zweiten Durchgang. Behandle den Stationsansatz. Fahre im selben Arbeitsgang fort. Führe auf Grad II zu. Schließe den Arbeitsgang."	"Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt den Stationsansatz und die Becken- oder Körpereinheit und von der Ausgangsstation oder aus dem Ausgangsbecken. Entnimm oder lass die Anwendungsportion und die Becken- oder Körpereinheit in Anwendungsform, auf Grad I, zur Zielstation oder ins Zielbecken und über den Stationskontakt oder die Leitung ab. Fahre im selben Arbeitsgang fort. Halte den Körper im Bad auf Grad II. Temperiere den Stationsansatz auf der Anwendungsstufe, auf Grad I und als neuer Bad- oder Stationsansatz. Kennzeichne oder prüfe den Stationsansatz und das Stations- oder Badmaß im zweiten Durchgang. Behandle den Stationsansatz. Fahre im selben Arbeitsgang fort. Führe auf Grad II zu. Schließe den Arbeitsgang."	YES
104	G407-S372	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	7	5	3	2	1	1	MIXED_COMPLETED_AND_GAP_ACTIONS	S:1|SH:1|T:1	CH:1|OK:1	Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um. Verwende für den vorangehenden Arbeitsschritt in Anwendungsform und auf der Anwendungsstufe. Entnimm oder lass auf Grad II ab. Reguliere den Stationsansatz. Beschicke oder bereite das Stations- oder Badmaß vor. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um. Verwende für den vorangehenden Arbeitsschritt in Anwendungsform und auf der Anwendungsstufe. Entnimm oder lass auf Grad II ab. Reguliere den Stationsansatz. Beschicke oder bereite das Stations- oder Badmaß vor. Halte denselben Stationsansatz im Bad auf Grad I. Schließe den Arbeitsgang.	YES
105	G407-S373	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	4	2	2	0	1	1	ALL_ACTIONS_OBJECT_COMPLETE	CHD:2	NONE	Behandle den Stationsansatz. Fahre im selben Arbeitsgang fort. Behandle den Ansatz. Schließe den Arbeitsgang.	Behandle den Stationsansatz. Fahre im selben Arbeitsgang fort. Behandle denselben Stationsansatz. Schließe den Arbeitsgang.	YES
106	G407-S374	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	14	11	2	9	1	1	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:1|SH:1	CH:2|K:2|OK:4|R:1	Beschicke oder bereite das Stations- oder Badmaß vor. Beschicke oder bereite das Stations- oder Badmaß vor. Entnimm oder lass auf Grad I ab. Entnimm oder lass ab. Führe den Stationsansatz zu. Kennzeichne oder prüfe das Stations- oder Badmaß. Fahre im selben Arbeitsgang fort. Führe den Stationsansatz zu. Verwende für den vorangehenden Arbeitsschritt auf Grad II. Beschicke oder bereite das Stations- oder Badmaß vor. Behandle den Stationsansatz. Beschicke oder bereite die Anwendungsportion vor. Halte im Bad auf Grad II. Schließe den Arbeitsgang.	Beschicke oder bereite das Stations- oder Badmaß vor. Beschicke oder bereite das Stations- oder Badmaß vor. Entnimm oder lass auf Grad I ab. Entnimm oder lass ab. Führe den Stationsansatz zu. Kennzeichne oder prüfe das Stations- oder Badmaß. Fahre im selben Arbeitsgang fort. Führe den Stationsansatz zu. Verwende für den vorangehenden Arbeitsschritt auf Grad II. Beschicke oder bereite das Stations- oder Badmaß vor. Behandle den Stationsansatz. Beschicke oder bereite die Anwendungsportion vor. Halte dieselbe Anwendungsportion im Bad auf Grad II. Schließe den Arbeitsgang.	YES
107	G407-S375	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	4	3	2	1	2	1	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:1|SH:1	OK:1	Beschicke oder bereite das Stations- oder Badmaß vor. Behandle das Stations- oder Badmaß und den Stationsansatz zur Zielstation oder ins Zielbecken. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Beschicke oder bereite das Stations- oder Badmaß vor. Behandle das Stationsmaß und den Stationsansatz zur Zielstation oder ins Zielbecken. Halte denselben Stationsansatz im Bad auf Grad I. Schließe den Arbeitsgang.	YES
108	G407-S376	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	3	2	1	1	1	1	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:1	P:1	Wende an. Behandle den Ansatz. Schließe den Arbeitsgang.	Wende an. Behandle den Stationsansatz. Schließe den Arbeitsgang.	YES
109	G407-S377	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	6	3	1	2	1	2	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:1	CH:1|OK:1	"Beginne danach den nächsten Arbeitsgang.

Behandle die Anwendungsportion und den Stationsansatz. Entnimm oder lass an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung ab. Fahre im selben Arbeitsgang fort. Beschicke oder bereite auf Grad II vor. Schließe den Arbeitsgang."	"Beginne danach den nächsten Arbeitsgang.

Behandle den Körperteil. Entnimm oder lass an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung ab. Fahre im selben Arbeitsgang fort. Beschicke oder bereite auf Grad II vor. Schließe den Arbeitsgang."	YES
110	G407-S378	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	9	2	1	1	0	2	MIXED_COMPLETED_AND_GAP_ACTIONS	T:1	OK:1	"Beschicke oder bereite den Stationsansatz vor. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Temperiere die Anwendungsportion und den Stationsansatz. Verwende für den vorangehenden Arbeitsschritt auf Grad II. Fahre im selben Arbeitsgang fort. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad II. Schließe den Arbeitsgang."	"Beschicke oder bereite den Stationsansatz vor. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Temperiere die Anwendungsportion und den Stationsansatz. Verwende für den vorangehenden Arbeitsschritt auf Grad II. Fahre im selben Arbeitsgang fort. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad II. Schließe den Arbeitsgang."	YES
