host_ordinal_global	statement_id	host_ordinal_in_statement	physical_page	register	owner_id	primary_governor_key	anchor_event_id	action_root	action_slot_id	gdt584_rule_id	paragraph_boundary	integration_status	completion_layer	written_carrier_count	written_carrier_roots	written_carrier_lemmas_de	object_class	object_lemma_de	rendered_object_np_de	typing_card_id	reference_scope_card_id	reference_mode	source_pointer	gdt584_upstream_clause_de	gdt598_integrated_clause_de	clause_changed	guard
2147	G407-S190	3	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	CONTROL:G407-E1826@3:OL	G407-E1826	CONTROL	NONE	CONTROL_READER_REALIZATION	NONE	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Fahre im selben Arbeitsgang fort	Fahre im selben Arbeitsgang fort	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT
2148	G407-S190	4	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1827@1:OK	G407-E1827	OK	RUNNING:G407-E1827@1	GDT582_RETAINED_NON_TARGET	NONE	REMAINING_ACTION_GAP	UPSTREAM_GDT584	0	NONE	NONE	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	Beschicke oder bereite auf Grad I vor	Beschicke oder bereite auf Grad I vor	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT
2149	G407-S190	5	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	CONTROL:G407-E1827@3:DY	G407-E1827	CONTROL	NONE	CONTROL_READER_REALIZATION	PARAGRAPH_AFTER	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Schließe den Arbeitsgang	Schließe den Arbeitsgang	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT
2150	G407-S191	1	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1829@1:SH	G407-E1829	SH	RUNNING:G407-E1829@1	SH_BIO_BATHE	NONE	COMPLETED_OBJECT_ACTION	GDT596_SH_OBJECT_PHRASEBOOK	1	AIN	Anwendungsportion	PORTION	Anwendungsportion	die Anwendungsportion	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E1829:RUNNING:G407-E1828@1	Halte die Anwendungsportion im Bad auf Grad I	Halte die Anwendungsportion im Bad auf Grad I	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT
2151	G407-S191	2	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	CONTROL:G407-E1829@3:DY	G407-E1829	CONTROL	NONE	CONTROL_READER_REALIZATION	PARAGRAPH_AFTER	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Schließe den Arbeitsgang	Schließe den Arbeitsgang	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT
2152	G407-S192	1	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	CONTROL:G407-E1830@1:OT	G407-E1830	CONTROL	NONE	CONTROL_READER_REALIZATION	PARAGRAPH_AFTER	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Beginne danach den nächsten Arbeitsgang	Beginne danach den nächsten Arbeitsgang	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT
2153	G407-S192	2	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	CONTROL:G407-E1830@2:OL	G407-E1830	CONTROL	NONE	CONTROL_READER_REALIZATION	NONE	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Fahre im selben Arbeitsgang fort	Fahre im selben Arbeitsgang fort	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT
2154	G407-S192	3	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ACTION:G407-E1831@1:CHD	G407-E1831	CHD	RUNNING:G407-E1831@1	CHD_BIO_TREAT	NONE	COMPLETED_OBJECT_ACTION	GDT597_NONSH_OBJECT_PHRASEBOOK	2	Y+OR	Stationsansatz|Becken- oder Körpereinheit	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1831@1:CHD	Behandle den Stationsansatz und die Becken- oder Körpereinheit	Behandle den Stationsansatz und die Stationseinheit	YES	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT
2155	G407-S192	4	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	CONTROL:G407-E1832@1:OL	G407-E1832	CONTROL	NONE	CONTROL_READER_REALIZATION	NONE	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Fahre im selben Arbeitsgang fort	Fahre im selben Arbeitsgang fort	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT
2806	G407-S311	1	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2393@1:P	G407-E2393	P	RUNNING:G407-E2393@1	GDT582_RETAINED_NON_TARGET	NONE	REMAINING_ACTION_GAP	UPSTREAM_GDT584	0	NONE	NONE	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	Wende an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken an	Wende an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken an	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT
2807	G407-S311	2	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CONTROL:G407-E2393@2:OL	G407-E2393	CONTROL	NONE	CONTROL_READER_REALIZATION	NONE	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Fahre im selben Arbeitsgang fort	Fahre im selben Arbeitsgang fort	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT
2808	G407-S311	3	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2393@7:S	G407-E2393	S	RUNNING:G407-E2393@7	S_REST_SELECT	NONE	COMPLETED_OBJECT_ACTION	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	NONE	UNIT	Stationseinheit	die Stationseinheit	T04_STABLE_CLASS_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Wähle die Einheit auf der Anwendungsstufe und an der Stations-Hauptstelle aus	Wähle die Stationseinheit auf der Anwendungsstufe und an der Stations-Hauptstelle aus	YES	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT
2809	G407-S311	4	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CONTROL:G407-E2394@1:OL	G407-E2394	CONTROL	NONE	CONTROL_READER_REALIZATION	NONE	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Fahre im selben Arbeitsgang fort	Fahre im selben Arbeitsgang fort	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT
2810	G407-S311	5	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2395@1:OK	G407-E2395	OK	RUNNING:G407-E2395@1	GDT582_RETAINED_NON_TARGET	NONE	REMAINING_ACTION_GAP	UPSTREAM_GDT584	1	Y	Stationsansatz	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	Beschicke oder bereite den Stationsansatz vor	Beschicke oder bereite den Stationsansatz vor	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT
2811	G407-S311	6	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CONTROL:G407-E2395@2:OL	G407-E2395	CONTROL	NONE	CONTROL_READER_REALIZATION	NONE	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Fahre im selben Arbeitsgang fort	Fahre im selben Arbeitsgang fort	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT
2812	G407-S311	7	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2397@3:P	G407-E2397	P	RUNNING:G407-E2397@3	GDT582_RETAINED_NON_TARGET	NONE	REMAINING_ACTION_GAP	UPSTREAM_GDT584	0	NONE	NONE	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	Wende in Anwendungsform und als neuer Bad- oder Stationsansatz an	Wende in Anwendungsform und als neuer Bad- oder Stationsansatz an	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT
2813	G407-S311	8	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2397@4:CHD	G407-E2397	CHD	RUNNING:G407-E2397@4	CHD_BIO_TREAT	NONE	COMPLETED_OBJECT_ACTION	GDT597_NONSH_OBJECT_PHRASEBOOK	1	Y	Stationsansatz	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2397@4:CHD	Behandle den Stationsansatz	Behandle den Stationsansatz	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT
2814	G407-S311	9	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2398@3:P	G407-E2398	P	RUNNING:G407-E2398@3	GDT582_RETAINED_NON_TARGET	NONE	REMAINING_ACTION_GAP	UPSTREAM_GDT584	0	NONE	NONE	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	Wende in Anwendungsform und als neuer Bad- oder Stationsansatz an	Wende in Anwendungsform und als neuer Bad- oder Stationsansatz an	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT
2815	G407-S311	10	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2398@4:CHD	G407-E2398	CHD	RUNNING:G407-E2398@4	CHD_BIO_TREAT	NONE	COMPLETED_OBJECT_ACTION	GDT597_NONSH_OBJECT_PHRASEBOOK	1	Y	Stationsansatz	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2398@4:CHD	Behandle den Stationsansatz	Behandle den Stationsansatz	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT
2816	G407-S311	11	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2399@4:CH	G407-E2399	CH	RUNNING:G407-E2399@4	GDT582_RETAINED_NON_TARGET	NONE	REMAINING_ACTION_GAP	UPSTREAM_GDT584	1	Y	Stationsansatz	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	Entnimm oder lass den Stationsansatz auf Grad I, an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung ab	Entnimm oder lass den Stationsansatz auf Grad I, an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung ab	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT
2817	G407-S311	12	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2399@6:S	G407-E2399	S	RUNNING:G407-E2399@6	S_REST_SELECT	NONE	COMPLETED_OBJECT_ACTION	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	NONE	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E2399@4:CH	Wähle die Einheit aus	Wähle denselben Stationsansatz aus	YES	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT
2818	G407-S311	13	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CONTROL:G407-E2400@1:OL	G407-E2400	CONTROL	NONE	CONTROL_READER_REALIZATION	NONE	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Fahre im selben Arbeitsgang fort	Fahre im selben Arbeitsgang fort	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT
2819	G407-S311	14	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2400@2:K	G407-E2400	K	RUNNING:G407-E2400@2	GDT582_RETAINED_NON_TARGET	NONE	REMAINING_ACTION_GAP	UPSTREAM_GDT584	0	NONE	NONE	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	Führe zu	Führe zu	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT
2820	G407-S311	15	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION_CHAIN:G407-E2400:K	G407-E2400	FRAME	NONE	FRAME_READER_REALIZATION	NONE	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Verwende für den vorangehenden Arbeitsschritt auf Grad I	Verwende für den vorangehenden Arbeitsschritt auf Grad I	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT
2821	G407-S311	16	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CONTROL:G407-E2400@4:DY	G407-E2400	CONTROL	NONE	CONTROL_READER_REALIZATION	PARAGRAPH_AFTER	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Schließe den Arbeitsgang	Schließe den Arbeitsgang	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT
2822	G407-S312	1	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2402@1:T	G407-E2402	T	RUNNING:G407-E2402@1	T_BIO_STATION_REGULATE	NONE	COMPLETED_OBJECT_ACTION	GDT597_NONSH_OBJECT_PHRASEBOOK	1	Y	Stationsansatz	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2402@1:T	Reguliere den Stationsansatz über den Stationskontakt oder die Leitung	Reguliere den Stationsansatz über den Stationskontakt oder die Leitung	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT
2823	G407-S312	2	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CONTROL:G407-E2401@2:OL	G407-E2401	CONTROL	NONE	CONTROL_READER_REALIZATION	NONE	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Fahre im selben Arbeitsgang fort	Fahre im selben Arbeitsgang fort	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT
2824	G407-S312	3	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CONTROL:G407-E2402@2:OL	G407-E2402	CONTROL	NONE	CONTROL_READER_REALIZATION	NONE	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Fahre im selben Arbeitsgang fort	Fahre im selben Arbeitsgang fort	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT
2825	G407-S312	4	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2402@3:CHD	G407-E2402	CHD	RUNNING:G407-E2402@3	CHD_BIO_TREAT	NONE	COMPLETED_OBJECT_ACTION	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	NONE	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E2402@1:T	Behandle den Ansatz von der Ausgangsstation oder aus dem Ausgangsbecken	Behandle denselben Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken	YES	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT
2826	G407-S312	5	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2404@1:SH	G407-E2404	SH	RUNNING:G407-E2404@1	SH_BIO_BATHE	NONE	COMPLETED_OBJECT_ACTION	GDT596_SH_OBJECT_PHRASEBOOK	2	Y+AIIN	Stationsansatz|Stations- oder Badmaß	BODY	Körper	den Körper	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E2404:RUNNING:G407-E2404@3|RUNNING:G407-E2405@2	Halte den Stationsansatz und das Stations- oder Badmaß im Bad auf Grad I	Halte den Körper im Bad bei der angegebenen Füllung auf Grad I	YES	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT
2827	G407-S312	6	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CONTROL:G407-E2405@1:OT	G407-E2405	CONTROL	NONE	CONTROL_READER_REALIZATION	PARAGRAPH_AFTER	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Beginne danach den nächsten Arbeitsgang	Beginne danach den nächsten Arbeitsgang	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT
2828	G407-S312	7	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CONTROL:G407-E2406@1:OT	G407-E2406	CONTROL	NONE	CONTROL_READER_REALIZATION	PARAGRAPH_AFTER	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Beginne danach den nächsten Arbeitsgang	Beginne danach den nächsten Arbeitsgang	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT
2829	G407-S312	8	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CONTROL:G407-E2406:OT>G<DY	G407-E2406	FRAME	NONE	FRAME_READER_REALIZATION	NONE	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Verwende für den vorangehenden Arbeitsschritt auf Grad I	Verwende für den vorangehenden Arbeitsschritt auf Grad I	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT
2830	G407-S312	9	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CONTROL:G407-E2406@3:DY	G407-E2406	CONTROL	NONE	CONTROL_READER_REALIZATION	PARAGRAPH_AFTER	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Schließe den Arbeitsgang	Schließe den Arbeitsgang	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT
2831	G407-S313	1	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2407@1:OK	G407-E2407	OK	RUNNING:G407-E2407@1	GDT582_RETAINED_NON_TARGET	NONE	REMAINING_ACTION_GAP	UPSTREAM_GDT584	0	NONE	NONE	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	Beschicke oder bereite vor	Beschicke oder bereite vor	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT
2832	G407-S313	2	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CONTROL:G407-E2407@2:OL	G407-E2407	CONTROL	NONE	CONTROL_READER_REALIZATION	NONE	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Fahre im selben Arbeitsgang fort	Fahre im selben Arbeitsgang fort	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT
