edition	paragraph	at	word	role	R	M
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.26|G004	chedy	UNREAD	⟦chedy⟧	⟦chedy⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.26|G005	otedar	UNREAD	⟦otedar⟧	⟦otedar⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.26|G006	air	UNREAD	⟦air⟧	⟦air⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.26|G007	ykeey	UNREAD	⟦ykeey⟧	⟦ykeey⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.26|G008	shedain	UNREAD	⟦shedain⟧	⟦shedain⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.26|G009	l	UNREAD	⟦l⟧	⟦l⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.26|G010	chedy	UNREAD	⟦chedy⟧	⟦chedy⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.26|G011	qokeedy	UNREAD	⟦qokeedy⟧	⟦qokeedy⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.26|G012	qoteedaiin	UNREAD	⟦qoteedaiin⟧	⟦qoteedaiin⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.27|G001	dar	UNREAD	⟦dar⟧	⟦dar⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.27|G002	sheod	UNREAD	⟦sheod⟧	⟦sheod⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.27|G003	qokeey	UNREAD	⟦qokeey⟧	⟦qokeey⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.27|G004	qokeody	UNREAD	⟦qokeody⟧	⟦qokeody⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.27|G005	otey	UNREAD	⟦otey⟧	⟦otey⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.27|G006	lkeedy	UNREAD	⟦lkeedy⟧	⟦lkeedy⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.27|G007	chl	UNREAD	⟦chl⟧	⟦chl⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.27|G008	lkeey	UNREAD	⟦lkeey⟧	⟦lkeey⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.27|G009	daiin	VALUE_ASSUMED	m(odaiin)/m(?)=C	m(odaiin)=C·Uₚ
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.27|G010	chedar	UNREAD	⟦chedar⟧	⟦chedar⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.27|G011	chedyteedain	UNREAD	⟦chedyteedain⟧	⟦chedyteedain⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.27|G012	olkal	UNREAD	⟦olkal⟧	⟦olkal⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.28|G001	qokeeol	UNREAD	⟦qokeeol⟧	⟦qokeeol⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.28|G002	shedy	UNREAD	⟦shedy⟧	⟦shedy⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.28|G003	qokeod	UNREAD	⟦qokeod⟧	⟦qokeod⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.28|G004	cheokeey	UNREAD	⟦cheokeey⟧	⟦cheokeey⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.28|G005	sheokar	UNREAD	⟦sheokar⟧	⟦sheokar⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.28|G006	shekeey	UNREAD	⟦shekeey⟧	⟦shekeey⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.28|G007	qotees	UNREAD	⟦qotees⟧	⟦qotees⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.28|G008	al	UNREAD	⟦al⟧	⟦al⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.28|G009	dain	VALUE_ASSUMED	m(odaiin)/m(?)=B	m(odaiin)=B·Uₚ
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.28|G010	chedy	UNREAD	⟦chedy⟧	⟦chedy⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.28|G011	qotain	UNREAD	⟦qotain⟧	⟦qotain⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.28|G012	alam	UNREAD	⟦alam⟧	⟦alam⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.29|G001	salkeedy	UNREAD	⟦salkeedy⟧	⟦salkeedy⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.29|G002	lkeedy	UNREAD	⟦lkeedy⟧	⟦lkeedy⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.29|G003	chckhy	UNREAD	⟦chckhy⟧	⟦chckhy⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.29|G004	rky	UNREAD	⟦rky⟧	⟦rky⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.29|G005	chey	UNREAD	⟦chey⟧	⟦chey⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.29|G006	okeeo	UNREAD	⟦okeeo⟧	⟦okeeo⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.29|G007	chr	UNREAD	⟦chr⟧	⟦chr⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.29|G008	al	UNREAD	⟦al⟧	⟦al⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.29|G009	ar	UNREAD	⟦ar⟧	⟦ar⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.29|G010	qokeedy	UNREAD	⟦qokeedy⟧	⟦qokeedy⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.29|G011	qokedy	UNREAD	⟦qokedy⟧	⟦qokedy⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.29|G012	qoteedy	UNREAD	⟦qoteedy⟧	⟦qoteedy⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.29|G013	qod	UNREAD	⟦qod⟧	⟦qod⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.30|G001	qockhedy	UNREAD	⟦qockhedy⟧	⟦qockhedy⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.30|G002	qokeechy	UNREAD	⟦qokeechy⟧	⟦qokeechy⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.30|G003	qotchey	UNREAD	⟦qotchey⟧	⟦qotchey⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.30|G004	chtar	UNREAD	⟦chtar⟧	⟦chtar⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.30|G005	ar	UNREAD	⟦ar⟧	⟦ar⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.30|G006	chkeey	UNREAD	⟦chkeey⟧	⟦chkeey⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.30|G007	lkar	UNREAD	⟦lkar⟧	⟦lkar⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.30|G008	aiin	UNREAD	⟦aiin⟧	⟦aiin⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.30|G009	chedy	UNREAD	⟦chedy⟧	⟦chedy⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.30|G010	qokeey	UNREAD	⟦qokeey⟧	⟦qokeey⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.30|G011	q[o:?]irain	UNREAD	⟦q[o:?]irain⟧	⟦q[o:?]irain⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.31|G001	sheotchedy	UNREAD	⟦sheotchedy⟧	⟦sheotchedy⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.31|G002	shedain	UNREAD	⟦shedain⟧	⟦shedain⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.31|G003	shkeyqokeaiin	UNREAD	⟦shkeyqokeaiin⟧	⟦shkeyqokeaiin⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.31|G004	shkeody	UNREAD	⟦shkeody⟧	⟦shkeody⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.31|G005	qokeey	UNREAD	⟦qokeey⟧	⟦qokeey⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.31|G006	qokeedy	UNREAD	⟦qokeedy⟧	⟦qokeedy⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.31|G007	chkal	UNREAD	⟦chkal⟧	⟦chkal⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.31|G008	checthy	UNREAD	⟦checthy⟧	⟦checthy⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.32|G001	dsheeoteey	UNREAD	⟦dsheeoteey⟧	⟦dsheeoteey⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.32|G002	qokeeo	UNREAD	⟦qokeeo⟧	⟦qokeeo⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.32|G003	l	UNREAD	⟦l⟧	⟦l⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.32|G004	keey	UNREAD	⟦keey⟧	⟦keey⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.32|G005	tear	UNREAD	⟦tear⟧	⟦tear⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.32|G006	qoteey	UNREAD	⟦qoteey⟧	⟦qoteey⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.32|G007	qotain	UNREAD	⟦qotain⟧	⟦qotain⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.32|G008	cho	UNREAD	⟦cho⟧	⟦cho⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.32|G009	lkeeedy	UNREAD	⟦lkeeedy⟧	⟦lkeeedy⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.32|G010	lchechdy	UNREAD	⟦lchechdy⟧	⟦lchechdy⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.32|G011	qokechy	UNREAD	⟦qokechy⟧	⟦qokechy⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.33|G001	qoeeeo	UNREAD	⟦qoeeeo⟧	⟦qoeeeo⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.33|G002	[s:d]	UNREAD	⟦[s:d]⟧	⟦[s:d]⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.33|G003	ain	UNREAD	⟦ain⟧	⟦ain⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.33|G004	ar	UNREAD	⟦ar⟧	⟦ar⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.33|G005	ol	UNREAD	⟦ol⟧	⟦ol⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.33|G006	keey	UNREAD	⟦keey⟧	⟦keey⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.33|G007	lkair	UNREAD	⟦lkair⟧	⟦lkair⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.33|G008	cheda	UNREAD	⟦cheda⟧	⟦cheda⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.33|G009	chkal	UNREAD	⟦chkal⟧	⟦chkal⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.33|G010	keeodal	UNREAD	⟦keeodal⟧	⟦keeodal⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.33|G011	eees	UNREAD	⟦eees⟧	⟦eees⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.33|G012	chody	UNREAD	⟦chody⟧	⟦chody⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.33|G013	qokeedy	UNREAD	⟦qokeedy⟧	⟦qokeedy⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.33|G014	dl	UNREAD	⟦dl⟧	⟦dl⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.34|G001	teo	UNREAD	⟦teo⟧	⟦teo⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.34|G002	olkeeo	UNREAD	⟦olkeeo⟧	⟦olkeeo⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.34|G003	al	UNREAD	⟦al⟧	⟦al⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.34|G004	lkeeey	UNREAD	⟦lkeeey⟧	⟦lkeeey⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.34|G005	olain	UNREAD	⟦olain⟧	⟦olain⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.34|G006	ar	UNREAD	⟦ar⟧	⟦ar⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.34|G007	akeom	UNREAD	⟦akeom⟧	⟦akeom⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.34|G008	qokain	UNREAD	⟦qokain⟧	⟦qokain⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.34|G009	al	UNREAD	⟦al⟧	⟦al⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.34|G010	qokeeod	UNREAD	⟦qokeeod⟧	⟦qokeeod⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.34|G011	lkedlkey	UNREAD	⟦lkedlkey⟧	⟦lkedlkey⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.34|G012	teedar	UNREAD	⟦teedar⟧	⟦teedar⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.35|G001	y	UNREAD	⟦y⟧	⟦y⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.35|G002	chedl	UNREAD	⟦chedl⟧	⟦chedl⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.35|G003	ar	UNREAD	⟦ar⟧	⟦ar⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.35|G004	aiin	UNREAD	⟦aiin⟧	⟦aiin⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.35|G005	aiy	UNREAD	⟦aiy⟧	⟦aiy⟧
ZL3b	f111r|f111r.6-f111r.35	ZL3b|f111r.35|G006	dam	UNREAD	⟦dam⟧	⟦dam⟧
ZL3b	f112r|f112r.11-f112r.14	ZL3b|f112r.11|G001	tchedy	UNREAD	⟦tchedy⟧	⟦tchedy⟧
ZL3b	f112r|f112r.11-f112r.14	ZL3b|f112r.11|G002	qoteey	UNREAD	⟦qoteey⟧	⟦qoteey⟧
ZL3b	f112r|f112r.11-f112r.14	ZL3b|f112r.11|G003	qeol	UNREAD	⟦qeol⟧	⟦qeol⟧
ZL3b	f112r|f112r.11-f112r.14	ZL3b|f112r.11|G004	qokeey	UNREAD	⟦qokeey⟧	⟦qokeey⟧
ZL3b	f112r|f112r.11-f112r.14	ZL3b|f112r.11|G005	otey	UNREAD	⟦otey⟧	⟦otey⟧
ZL3b	f112r|f112r.11-f112r.14	ZL3b|f112r.11|G006	qokeey	UNREAD	⟦qokeey⟧	⟦qokeey⟧
ZL3b	f112r|f112r.11-f112r.14	ZL3b|f112r.11|G007	qokedy	UNREAD	⟦qokedy⟧	⟦qokedy⟧
ZL3b	f112r|f112r.11-f112r.14	ZL3b|f112r.11|G008	chotyr	UNREAD	⟦chotyr⟧	⟦chotyr⟧
ZL3b	f112r|f112r.11-f112r.14	ZL3b|f112r.12|G001	dchedy	UNREAD	⟦dchedy⟧	⟦dchedy⟧
ZL3b	f112r|f112r.11-f112r.14	ZL3b|f112r.12|G002	qo	UNREAD	⟦qo⟧	⟦qo⟧
ZL3b	f112r|f112r.11-f112r.14	ZL3b|f112r.12|G003	otchedy	UNREAD	⟦otchedy⟧	⟦otchedy⟧
ZL3b	f112r|f112r.11-f112r.14	ZL3b|f112r.12|G004	chdy	UNREAD	⟦chdy⟧	⟦chdy⟧
ZL3b	f112r|f112r.11-f112r.14	ZL3b|f112r.12|G005	qokeey	UNREAD	⟦qokeey⟧	⟦qokeey⟧
ZL3b	f112r|f112r.11-f112r.14	ZL3b|f112r.12|G006	qotain	UNREAD	⟦qotain⟧	⟦qotain⟧
ZL3b	f112r|f112r.11-f112r.14	ZL3b|f112r.12|G007	oteedy	UNREAD	⟦oteedy⟧	⟦oteedy⟧
ZL3b	f112r|f112r.11-f112r.14	ZL3b|f112r.12|G008	oteey	UNREAD	⟦oteey⟧	⟦oteey⟧
ZL3b	f112r|f112r.11-f112r.14	ZL3b|f112r.12|G009	ror	UNREAD	⟦ror⟧	⟦ror⟧
ZL3b	f112r|f112r.11-f112r.14	ZL3b|f112r.13|G001	sor	UNREAD	⟦sor⟧	⟦sor⟧
ZL3b	f112r|f112r.11-f112r.14	ZL3b|f112r.13|G002	aiin	UNREAD	⟦aiin⟧	⟦aiin⟧
ZL3b	f112r|f112r.11-f112r.14	ZL3b|f112r.13|G003	chdy	UNREAD	⟦chdy⟧	⟦chdy⟧
ZL3b	f112r|f112r.11-f112r.14	ZL3b|f112r.13|G004	ches	UNREAD	⟦ches⟧	⟦ches⟧
ZL3b	f112r|f112r.11-f112r.14	ZL3b|f112r.13|G005	qokeey	UNREAD	⟦qokeey⟧	⟦qokeey⟧
ZL3b	f112r|f112r.11-f112r.14	ZL3b|f112r.13|G006	okeey	UNREAD	⟦okeey⟧	⟦okeey⟧
ZL3b	f112r|f112r.11-f112r.14	ZL3b|f112r.13|G007	otaiin	UNREAD	⟦otaiin⟧	⟦otaiin⟧
ZL3b	f112r|f112r.11-f112r.14	ZL3b|f112r.13|G008	chcthy	UNREAD	⟦chcthy⟧	⟦chcthy⟧
ZL3b	f112r|f112r.11-f112r.14	ZL3b|f112r.13|G009	oteey	UNREAD	⟦oteey⟧	⟦oteey⟧
ZL3b	f112r|f112r.11-f112r.14	ZL3b|f112r.13|G010	dy	UNREAD	⟦dy⟧	⟦dy⟧
ZL3b	f112r|f112r.11-f112r.14	ZL3b|f112r.14|G001	soarar	UNREAD	⟦soarar⟧	⟦soarar⟧
ZL3b	f112r|f112r.11-f112r.14	ZL3b|f112r.14|G002	al	UNREAD	⟦al⟧	⟦al⟧
ZL3b	f112r|f112r.11-f112r.14	ZL3b|f112r.14|G003	chey	UNREAD	⟦chey⟧	⟦chey⟧
ZL3b	f112r|f112r.11-f112r.14	ZL3b|f112r.14|G004	otaiin	UNREAD	⟦otaiin⟧	⟦otaiin⟧
ZL3b	f112r|f112r.11-f112r.14	ZL3b|f112r.14|G005	okeedy	UNREAD	⟦okeedy⟧	⟦okeedy⟧
ZL3b	f112r|f112r.11-f112r.14	ZL3b|f112r.14|G006	qokeey	UNREAD	⟦qokeey⟧	⟦qokeey⟧
ZL3b	f112v|f112v.39-f112v.41	ZL3b|f112v.39|G001	teodarody	UNREAD	⟦teodarody⟧	⟦teodarody⟧
ZL3b	f112v|f112v.39-f112v.41	ZL3b|f112v.39|G002	opcheed	UNREAD	⟦opcheed⟧	⟦opcheed⟧
ZL3b	f112v|f112v.39-f112v.41	ZL3b|f112v.39|G003	okaiin	MATERIAL_ASSUMED	M(okaiin) [Materialhypothese]	M(okaiin) [Materialhypothese]
ZL3b	f112v|f112v.39-f112v.41	ZL3b|f112v.39|G004	chaiin	UNREAD	⟦chaiin⟧	⟦chaiin⟧
ZL3b	f112v|f112v.39-f112v.41	ZL3b|f112v.39|G005	otam	UNREAD	⟦otam⟧	⟦otam⟧
ZL3b	f112v|f112v.39-f112v.41	ZL3b|f112v.39|G006	oteedy	UNREAD	⟦oteedy⟧	⟦oteedy⟧
ZL3b	f112v|f112v.39-f112v.41	ZL3b|f112v.39|G007	qoteey	UNREAD	⟦qoteey⟧	⟦qoteey⟧
ZL3b	f112v|f112v.39-f112v.41	ZL3b|f112v.39|G008	qotain	UNREAD	⟦qotain⟧	⟦qotain⟧
ZL3b	f112v|f112v.39-f112v.41	ZL3b|f112v.39|G009	chcthd	UNREAD	⟦chcthd⟧	⟦chcthd⟧
ZL3b	f112v|f112v.39-f112v.41	ZL3b|f112v.40|G001	y	UNREAD	⟦y⟧	⟦y⟧
ZL3b	f112v|f112v.39-f112v.41	ZL3b|f112v.40|G002	cheol	UNREAD	⟦cheol⟧	⟦cheol⟧
ZL3b	f112v|f112v.39-f112v.41	ZL3b|f112v.40|G003	lchedy	UNREAD	⟦lchedy⟧	⟦lchedy⟧
ZL3b	f112v|f112v.39-f112v.41	ZL3b|f112v.40|G004	chckhy	UNREAD	⟦chckhy⟧	⟦chckhy⟧
ZL3b	f112v|f112v.39-f112v.41	ZL3b|f112v.40|G005	cheolchal	UNREAD	⟦cheolchal⟧	⟦cheolchal⟧
ZL3b	f112v|f112v.39-f112v.41	ZL3b|f112v.40|G006	shchy	UNREAD	⟦shchy⟧	⟦shchy⟧
ZL3b	f112v|f112v.39-f112v.41	ZL3b|f112v.40|G007	daiin	VALUE_ASSUMED	m(okaiin)/m(?)=C	m(okaiin)=C·Uₚ
ZL3b	f112v|f112v.39-f112v.41	ZL3b|f112v.40|G008	cheolor	UNREAD	⟦cheolor⟧	⟦cheolor⟧
ZL3b	f112v|f112v.39-f112v.41	ZL3b|f112v.40|G009	okain	UNREAD	⟦okain⟧	⟦okain⟧
ZL3b	f112v|f112v.39-f112v.41	ZL3b|f112v.40|G010	chedy	UNREAD	⟦chedy⟧	⟦chedy⟧
ZL3b	f112v|f112v.39-f112v.41	ZL3b|f112v.40|G011	daiin	VALUE_ASSUMED	m(okaiin)/m(?)=C	m(okaiin)=C·Uₚ
ZL3b	f112v|f112v.39-f112v.41	ZL3b|f112v.41|G001	ykeedan	UNREAD	⟦ykeedan⟧	⟦ykeedan⟧
ZL3b	f112v|f112v.39-f112v.41	ZL3b|f112v.41|G002	checkhey	UNREAD	⟦checkhey⟧	⟦checkhey⟧
ZL3b	f112v|f112v.39-f112v.41	ZL3b|f112v.41|G003	oain	UNREAD	⟦oain⟧	⟦oain⟧
ZL3b	f112v|f112v.39-f112v.41	ZL3b|f112v.41|G004	chol	UNREAD	⟦chol⟧	⟦chol⟧
ZL3b	f113r|f113r.37-f113r.38	ZL3b|f113r.37|G001	tshedy	UNREAD	⟦tshedy⟧	⟦tshedy⟧
ZL3b	f113r|f113r.37-f113r.38	ZL3b|f113r.37|G002	qokaiin	UNREAD	⟦qokaiin⟧	⟦qokaiin⟧
ZL3b	f113r|f113r.37-f113r.38	ZL3b|f113r.37|G003	shedar	UNREAD	⟦shedar⟧	⟦shedar⟧
ZL3b	f113r|f113r.37-f113r.38	ZL3b|f113r.37|G004	sheocphy	UNREAD	⟦sheocphy⟧	⟦sheocphy⟧
ZL3b	f113r|f113r.37-f113r.38	ZL3b|f113r.37|G005	okchdy	UNREAD	⟦okchdy⟧	⟦okchdy⟧
ZL3b	f113r|f113r.37-f113r.38	ZL3b|f113r.37|G006	pcheody	UNREAD	⟦pcheody⟧	⟦pcheody⟧
ZL3b	f113r|f113r.37-f113r.38	ZL3b|f113r.37|G007	opchear	UNREAD	⟦opchear⟧	⟦opchear⟧
ZL3b	f113r|f113r.37-f113r.38	ZL3b|f113r.37|G008	opchedy	UNREAD	⟦opchedy⟧	⟦opchedy⟧
ZL3b	f113r|f113r.37-f113r.38	ZL3b|f113r.37|G009	lfchedy	UNREAD	⟦lfchedy⟧	⟦lfchedy⟧
ZL3b	f113r|f113r.37-f113r.38	ZL3b|f113r.37|G010	otal	UNREAD	⟦otal⟧	⟦otal⟧
ZL3b	f113r|f113r.37-f113r.38	ZL3b|f113r.38|G001	daiin	VALUE_ASSUMED	m(?)/m(?)=C	m(?)=C·Uₚ
ZL3b	f113r|f113r.37-f113r.38	ZL3b|f113r.38|G002	sheor	UNREAD	⟦sheor⟧	⟦sheor⟧
ZL3b	f113r|f113r.37-f113r.38	ZL3b|f113r.38|G003	qoteey	UNREAD	⟦qoteey⟧	⟦qoteey⟧
ZL3b	f113r|f113r.37-f113r.38	ZL3b|f113r.38|G004	daiin	VALUE_ASSUMED	m(?)/m(?)=C	m(?)=C·Uₚ
ZL3b	f113r|f113r.37-f113r.38	ZL3b|f113r.38|G005	okchedy	UNREAD	⟦okchedy⟧	⟦okchedy⟧
ZL3b	f113r|f113r.37-f113r.38	ZL3b|f113r.38|G006	sheo[s:r]	UNREAD	⟦sheo[s:r]⟧	⟦sheo[s:r]⟧
ZL3b	f113r|f113r.37-f113r.38	ZL3b|f113r.38|G007	aiin	UNREAD	⟦aiin⟧	⟦aiin⟧
ZL3b	f114v|f114v.29-f114v.32	ZL3b|f114v.29|G001	pchdair	UNREAD	⟦pchdair⟧	⟦pchdair⟧
ZL3b	f114v|f114v.29-f114v.32	ZL3b|f114v.29|G002	sho	UNREAD	⟦sho⟧	⟦sho⟧
ZL3b	f114v|f114v.29-f114v.32	ZL3b|f114v.29|G003	qopchey	UNREAD	⟦qopchey⟧	⟦qopchey⟧
ZL3b	f114v|f114v.29-f114v.32	ZL3b|f114v.29|G004	otcheed	UNREAD	⟦otcheed⟧	⟦otcheed⟧
ZL3b	f114v|f114v.29-f114v.32	ZL3b|f114v.29|G005	chedy	UNREAD	⟦chedy⟧	⟦chedy⟧
ZL3b	f114v|f114v.29-f114v.32	ZL3b|f114v.29|G006	qopcheo	UNREAD	⟦qopcheo⟧	⟦qopcheo⟧
ZL3b	f114v|f114v.29-f114v.32	ZL3b|f114v.29|G007	r	UNREAD	⟦r⟧	⟦r⟧
ZL3b	f114v|f114v.29-f114v.32	ZL3b|f114v.29|G008	ocpheody	UNREAD	⟦ocpheody⟧	⟦ocpheody⟧
ZL3b	f114v|f114v.29-f114v.32	ZL3b|f114v.29|G009	opchdy	UNREAD	⟦opchdy⟧	⟦opchdy⟧
ZL3b	f114v|f114v.29-f114v.32	ZL3b|f114v.29|G010	qopairam	UNREAD	⟦qopairam⟧	⟦qopairam⟧
ZL3b	f114v|f114v.29-f114v.32	ZL3b|f114v.30|G001	y	UNREAD	⟦y⟧	⟦y⟧
ZL3b	f114v|f114v.29-f114v.32	ZL3b|f114v.30|G002	cheey	UNREAD	⟦cheey⟧	⟦cheey⟧
ZL3b	f114v|f114v.29-f114v.32	ZL3b|f114v.30|G003	qooeey	UNREAD	⟦qooeey⟧	⟦qooeey⟧
ZL3b	f114v|f114v.29-f114v.32	ZL3b|f114v.30|G004	qolcheey	UNREAD	⟦qolcheey⟧	⟦qolcheey⟧
ZL3b	f114v|f114v.29-f114v.32	ZL3b|f114v.30|G005	qoteey	UNREAD	⟦qoteey⟧	⟦qoteey⟧
ZL3b	f114v|f114v.29-f114v.32	ZL3b|f114v.30|G006	qotaiin	MATERIAL_ASSUMED	M(qotaiin) [Materialhypothese]	M(qotaiin) [Materialhypothese]
ZL3b	f114v|f114v.29-f114v.32	ZL3b|f114v.30|G007	otal	UNREAD	⟦otal⟧	⟦otal⟧
ZL3b	f114v|f114v.29-f114v.32	ZL3b|f114v.30|G008	otaiin	UNREAD	⟦otaiin⟧	⟦otaiin⟧
ZL3b	f114v|f114v.29-f114v.32	ZL3b|f114v.30|G009	oteeo	UNREAD	⟦oteeo⟧	⟦oteeo⟧
ZL3b	f114v|f114v.29-f114v.32	ZL3b|f114v.30|G010	teey	UNREAD	⟦teey⟧	⟦teey⟧
