clause_id	instruction_id	record	page	member_card_nos	source_position_ids	visible_event_ids	old_reparsed_clause_de	frame_conditioned_clause_de	refined_action_components	component_values_changed	attachment_status
I036-C02	I036	B2	f82r	PROC008	SRC_E195	E195	den laufenden Posten ansetzen	den laufenden Posten einsetzen	OK:ACTIVATE	NO	DIRECT_ACTION_BUNDLE
I036-C03	I036	B2	f82r	PROC115|PROC031	SRC_E196|SRC_E197	E196|E197	den laufenden Posten weiter länger halten	den laufenden Posten weiter länger halten	NONE	NO	DIRECT_ACTION_BUNDLE
I036-C04	I036	B2	f82r	PROC080	SRC_E198	E198	eine Portion ansetzen	eine Portion einsetzen	OK:MEASURED_CHARGE	NO	DIRECT_ACTION_BUNDLE
I036-C05	I036	B2	f82r	PROC003|PROC080	SRC_E199|SRC_E200	E199|E200	eine Portion von dort ansetzen	eine Portion von dort einsetzen	OK:MEASURED_CHARGE	NO	DIRECT_ACTION_BUNDLE
I036-C06	I036	B2	f82r	PROC100	SRC_E201	E201	den laufenden Posten länger ansetzen und den Schritt schließen	den laufenden Posten länger einwirken lassen und den Schritt schließen	OK:TIMED_APPLICATION	NO	DIRECT_ACTION_BUNDLE
I037-C01	I037	B2	f82r	PROC116	SRC_E202	E202	den laufenden Posten führen und abziehen	den laufenden Posten führen und abziehen	L:GUIDE	NO	DIRECT_ACTION_BUNDLE
I037-C02	I037	B2	f82r	PROC031	SRC_E203	E203	den laufenden Posten länger halten	den laufenden Posten länger halten	NONE	NO	DIRECT_ACTION_BUNDLE
I037-C03	I037	B2	f82r	PROC117|PROC092	SRC_E204|SRC_E205	E204|E205	den laufenden Posten zunächst kurz, dann länger bis bereit ansetzen	den laufenden Posten zunächst kurz, dann länger bis bereit wirken lassen	OK:HOLD_ACTIVE	NO	DIRECT_ACTION_BUNDLE
I037-C04	I037	B2	f82r	PROC118	SRC_E206	E206	den laufenden Posten länger führen	den laufenden Posten länger führen	L:GUIDE	NO	DIRECT_ACTION_BUNDLE
I037-C05	I037	B2	f82r	PROC009|PROC019|PROC119	SRC_E207|SRC_E208|SRC_E209	E207|E208|E209	den laufenden Posten nach vorgeschriebenem Maß vollständig ansetzen und den Schritt schließen	den laufenden Posten nach vorgeschriebenem Maß vollständig einsetzen und den Schritt schließen	OK:MEASURED_CHARGE	NO	DIRECT_ACTION_BUNDLE
I038-C01	I038	B2	f82r	PROC120	SRC_E210	E210	den laufenden Posten führen und umsetzen und den Schritt schließen	den laufenden Posten abführen und überführen und den Schritt schließen	L:CLOSED_DRAIN|CHD:COMMIT_TRANSFER	NO	DIRECT_ACTION_BUNDLE
I039-C01	I039	B2	f82r	PROC121	SRC_E211	E211	den laufenden Posten von dort führen	den laufenden Posten von dort ableiten	L:SOURCE_DRAIN	NO	DIRECT_ACTION_BUNDLE
I039-C02	I039	B2	f82r	PROC122	SRC_E212	E212	den laufenden Posten kurz halten	den laufenden Posten kurz halten	NONE	NO	DIRECT_ACTION_BUNDLE
I039-C03	I039	B2	f82r	PROC100	SRC_E213	E213	den laufenden Posten länger ansetzen und den Schritt schließen	den laufenden Posten länger einwirken lassen und den Schritt schließen	OK:TIMED_APPLICATION	NO	DIRECT_ACTION_BUNDLE
I040-C01	I040	B2	f82r	PROC055|PROC123	SRC_E214|SRC_E215	E214|E215	den laufenden Posten von dort an der bezeichneten Stelle führen und umsetzen	den laufenden Posten von dort an der bezeichneten Stelle ableiten und umfüllen	L:SOURCE_DRAIN|CHD:TARGET_TRANSFER	NO	DIRECT_ACTION_BUNDLE
I040-C02	I040	B2	f82r	PROC124	SRC_E216	E216	den laufenden Posten kurz abziehen und teilen	den laufenden Posten kurz abziehen und teilen	NONE	NO	DIRECT_ACTION_BUNDLE
I040-C03	I040	B2	f82r	PROC009|PROC109|PROC038	SRC_E217|SRC_E218|SRC_E219	E217|E218|E219	danach den laufenden Posten nach vorgeschriebenem Maß länger ansetzen	danach den laufenden Posten nach vorgeschriebenem Maß länger einsetzen	OK:MEASURED_CHARGE	NO	DIRECT_ACTION_BUNDLE
I040-C04	I040	B2	f82r	PROC085	SRC_E220	E220	den laufenden Posten kurz ansetzen	den laufenden Posten kurz wirken lassen	OK:HOLD_ACTIVE	NO	DIRECT_ACTION_BUNDLE
I040-C05	I040	B2	f82r	PROC125	SRC_E221	E221	den laufenden Posten hineingeben und umsetzen und den Schritt schließen	den laufenden Posten hineingeben und überführen und den Schritt schließen	CHD:COMMIT_TRANSFER	NO	DIRECT_ACTION_BUNDLE
I041-C01	I041	B2	f82r	PROC126|PROC127	SRC_E222|SRC_E223	E222|E223	den laufenden Posten an der bezeichneten Stelle kurz abkühlen und halten und den Schritt schließen	den laufenden Posten an der bezeichneten Stelle kurz abkühlen und halten und den Schritt schließen	NONE	NO	DIRECT_ACTION_BUNDLE
I042-C01	I042	B2	f82r	PROC100	SRC_E224	E224	den laufenden Posten länger ansetzen und den Schritt schließen	den laufenden Posten länger einwirken lassen und den Schritt schließen	OK:TIMED_APPLICATION	NO	DIRECT_ACTION_BUNDLE
I043-C01	I043	B2	f82r	PROC128	SRC_E225	E225	den laufenden Posten abkühlen und absetzen und den Schritt schließen	den laufenden Posten abkühlen und absetzen und den Schritt schließen	NONE	NO	DIRECT_ACTION_BUNDLE
I044-C01	I044	B2	f82r	PROC129	SRC_E226	E226	danach länger einwirken lassen und den Schritt schließen	danach länger einwirken lassen und den Schritt schließen	NONE	NO	ELLIPTIC_INHERITED_ACTION
I045-C01	I045	B2	f82r	PROC100	SRC_E227	E227	den laufenden Posten länger ansetzen und den Schritt schließen	den laufenden Posten länger einwirken lassen und den Schritt schließen	OK:TIMED_APPLICATION	NO	DIRECT_ACTION_BUNDLE
I046-C01	I046	B2	f82r	PROC130	SRC_E228	E228	den laufenden Posten im Arbeitsgang führen und umsetzen und den Schritt schließen	den laufenden Posten im Arbeitsgang abführen und überführen und den Schritt schließen	L:CLOSED_DRAIN|CHD:COMMIT_TRANSFER	NO	DIRECT_ACTION_BUNDLE
I047-C01	I047	B3	f83r	PROC098	SRC_E229	E229	den laufenden Posten länger auffangen und den Schritt schließen	den laufenden Posten länger auffangen und den Schritt schließen	NONE	NO	DIRECT_ACTION_BUNDLE
I048-C01	I048	B3	f83r	PROC131|PROC132	SRC_E230|SRC_E231	E230|E231	danach den laufenden Posten an der bezeichneten Stelle länger wärmen und den Schritt schließen	danach den laufenden Posten an der bezeichneten Stelle länger wärmen und den Schritt schließen	NONE	NO	DIRECT_ACTION_BUNDLE
I049-C01	I049	B3	f83r	PROC019|PROC009|PROC019|PROC120	SRC_E232|SRC_E233|SRC_E234|SRC_E235	E232|E233|E234|E235	den laufenden Posten nach vorgeschriebenem Maß führen und umsetzen und den Schritt schließen	den laufenden Posten nach vorgeschriebenem Maß abführen und abmessen und umsetzen und den Schritt schließen	L:CLOSED_DRAIN|CHD:MEASURED_TRANSFER	NO	DIRECT_ACTION_BUNDLE
I050-C01	I050	B3	f83r	PROC038	SRC_E236	E236	den laufenden Posten nach vorgeschriebenem Maß ansetzen	den laufenden Posten nach vorgeschriebenem Maß einsetzen	OK:MEASURED_CHARGE	NO	DIRECT_ACTION_BUNDLE
I050-C02	I050	B3	f83r	PROC131|PROC003|PROC076	SRC_E237|SRC_E238|SRC_E239	E237|E238|E239	danach den laufenden Posten von dort an der bezeichneten Stelle umsetzen und den Schritt schließen	danach den laufenden Posten von dort an der bezeichneten Stelle umfüllen und den Schritt schließen	CHD:TARGET_TRANSFER	NO	DIRECT_ACTION_BUNDLE
I051-C01	I051	B3	f83r	PROC133	SRC_E240	E240	den laufenden Posten umsetzen	den laufenden Posten umsetzen	CHD:TRANSFER	NO	DIRECT_ACTION_BUNDLE
I051-C02	I051	B3	f83r	PROC048	SRC_E241	E241	den laufenden Posten an der bezeichneten Stelle ansetzen	den laufenden Posten an der bezeichneten Stelle anlegen	OK:TARGET_APPLY	NO	DIRECT_ACTION_BUNDLE
I051-C03	I051	B3	f83r	PROC079	SRC_E242	E242	den laufenden Posten weiter umsetzen und den Schritt schließen	den laufenden Posten weiter überführen und den Schritt schließen	CHD:COMMIT_TRANSFER	NO	DIRECT_ACTION_BUNDLE
I052-C01	I052	B3	f83r	PROC038	SRC_E243	E243	den laufenden Posten nach vorgeschriebenem Maß ansetzen	den laufenden Posten nach vorgeschriebenem Maß einsetzen	OK:MEASURED_CHARGE	NO	DIRECT_ACTION_BUNDLE
I052-C02	I052	B3	f83r	PROC042	SRC_E244	E244	den laufenden Posten umsetzen	den laufenden Posten umsetzen	CHD:TRANSFER	NO	DIRECT_ACTION_BUNDLE
I052-C03	I052	B3	f83r	PROC100	SRC_E245	E245	den laufenden Posten länger ansetzen und den Schritt schließen	den laufenden Posten länger einwirken lassen und den Schritt schließen	OK:TIMED_APPLICATION	NO	DIRECT_ACTION_BUNDLE
I053-C01	I053	B3	f83r	PROC120	SRC_E246	E246	den laufenden Posten führen und umsetzen und den Schritt schließen	den laufenden Posten abführen und überführen und den Schritt schließen	L:CLOSED_DRAIN|CHD:COMMIT_TRANSFER	NO	DIRECT_ACTION_BUNDLE
I054-C01	I054	B3	f83r	PROC008	SRC_E247	E247	den laufenden Posten ansetzen	den laufenden Posten einsetzen	OK:ACTIVATE	NO	DIRECT_ACTION_BUNDLE
I054-C02	I054	B3	f83r	PROC134|PROC135	SRC_E248|SRC_E249	E248|E249	danach den laufenden Posten an der bezeichneten Stelle kurz hineingeben und umsetzen und den Schritt schließen	danach den laufenden Posten an der bezeichneten Stelle kurz hineingeben und umfüllen und den Schritt schließen	CHD:TARGET_TRANSFER	NO	DIRECT_ACTION_BUNDLE
I055-C01	I055	B3	f83r	PROC136	SRC_E250	E250	den laufenden Posten kurz bis bereit halten und umsetzen	den laufenden Posten kurz bis bereit halten und umsetzen	CHD:TRANSFER	NO	DIRECT_ACTION_BUNDLE
I055-C02	I055	B3	f83r	PROC008	SRC_E251	E251	den laufenden Posten ansetzen	den laufenden Posten einsetzen	OK:ACTIVATE	NO	DIRECT_ACTION_BUNDLE
I055-C03	I055	B3	f83r	PROC042	SRC_E252	E252	den laufenden Posten umsetzen	den laufenden Posten umsetzen	CHD:TRANSFER	NO	DIRECT_ACTION_BUNDLE
I055-C04	I055	B3	f83r	PROC137|PROC016|PROC078	SRC_E253|SRC_E254|SRC_E255	E253|E254|E255	den laufenden Posten von dort absetzen und den Schritt schließen	den laufenden Posten von dort absetzen und den Schritt schließen	NONE	NO	DIRECT_ACTION_BUNDLE
I056-C01	I056	B3	f83r	PROC038	SRC_E256	E256	den laufenden Posten nach vorgeschriebenem Maß ansetzen	den laufenden Posten nach vorgeschriebenem Maß einsetzen	OK:MEASURED_CHARGE	NO	DIRECT_ACTION_BUNDLE
I056-C02	I056	B3	f83r	PROC069	SRC_E257	E257	eine Portion zuführen	eine Portion dosiert zugeben	K:MEASURED_ADD	NO	DIRECT_ACTION_BUNDLE
I056-C03	I056	B3	f83r	PROC117|PROC067	SRC_E258|SRC_E259	E258|E259	den laufenden Posten kurz bis bereit ansetzen und den Schritt schließen	den laufenden Posten kurz bis bereit einwirken lassen und den Schritt schließen	OK:TIMED_APPLICATION	NO	DIRECT_ACTION_BUNDLE
I057-C01	I057	B3	f83r	PROC138	SRC_E260	E260	den laufenden Posten im Lauf ansetzen	den laufenden Posten im Lauf einleiten	OK:FLOW_START	NO	DIRECT_ACTION_BUNDLE
I057-C02	I057	B3	f83r	PROC139	SRC_E261	E261	den laufenden Posten länger halten und den Schritt schließen	den laufenden Posten länger halten und den Schritt schließen	NONE	NO	DIRECT_ACTION_BUNDLE
I058-C01	I058	B3	f83r	PROC120	SRC_E262	E262	den laufenden Posten führen und umsetzen und den Schritt schließen	den laufenden Posten abführen und überführen und den Schritt schließen	L:CLOSED_DRAIN|CHD:COMMIT_TRANSFER	NO	DIRECT_ACTION_BUNDLE
I059-C01	I059	B3	f83r	PROC140	SRC_E263	E263	den laufenden Posten im Arbeitsgang führen	den laufenden Posten im Arbeitsgang führen	L:GUIDE	NO	DIRECT_ACTION_BUNDLE
I059-C02	I059	B3	f83r	PROC091	SRC_E264	E264	den laufenden Posten ansetzen und umsetzen und den Schritt schließen	den laufenden Posten einsetzen und überführen und den Schritt schließen	OK:ACTIVATE|CHD:COMMIT_TRANSFER	NO	DIRECT_ACTION_BUNDLE
I060-C01	I060	B3	f83r	PROC100	SRC_E265	E265	den laufenden Posten länger ansetzen und den Schritt schließen	den laufenden Posten länger einwirken lassen und den Schritt schließen	OK:TIMED_APPLICATION	NO	DIRECT_ACTION_BUNDLE
I061-C01	I061	B3	f83r	PROC078	SRC_E266	E266	den laufenden Posten absetzen und den Schritt schließen	den laufenden Posten absetzen und den Schritt schließen	NONE	NO	DIRECT_ACTION_BUNDLE
I062-C01	I062	B3	f83r	PROC141	SRC_E267	E267	den laufenden Posten kurz ansetzen und halten und den Schritt schließen	den laufenden Posten kurz einwirken lassen und halten und den Schritt schließen	OK:TIMED_APPLICATION	NO	DIRECT_ACTION_BUNDLE
I063-C01	I063	B3	f83r	PROC055|PROC120	SRC_E268|SRC_E269	E268|E269	den laufenden Posten an der bezeichneten Stelle führen und umsetzen und den Schritt schließen	den laufenden Posten an der bezeichneten Stelle hinleiten und umfüllen und den Schritt schließen	L:TARGET_GUIDE|CHD:TARGET_TRANSFER	NO	DIRECT_ACTION_BUNDLE
I064-C01	I064	B3	f83r	PROC038	SRC_E270	E270	den laufenden Posten nach vorgeschriebenem Maß ansetzen	den laufenden Posten nach vorgeschriebenem Maß einsetzen	OK:MEASURED_CHARGE	NO	DIRECT_ACTION_BUNDLE
I064-C02	I064	B3	f83r	PROC014|PROC055|PROC019|PROC009|PROC142	SRC_E271|SRC_E272|SRC_E273|SRC_E274|SRC_E275	E271|E272|E273|E274|E275	den laufenden Posten nach vorgeschriebenem Maß an der bezeichneten Stelle bis bereit absetzen	den laufenden Posten nach vorgeschriebenem Maß an der bezeichneten Stelle bis bereit absetzen	NONE	NO	DIRECT_ACTION_BUNDLE
I064-C03	I064	B3	f83r	PROC143	SRC_E276	E276	den laufenden Posten kurz bis bereit halten	den laufenden Posten kurz bis bereit halten	NONE	NO	DIRECT_ACTION_BUNDLE
I064-C04	I064	B3	f83r	PROC019|PROC055|PROC014|PROC144	SRC_E277|SRC_E278|SRC_E279|SRC_E280	E277|E278|E279|E280	den laufenden Posten an der bezeichneten Stelle bis bereit umsetzen und den Schritt schließen	den laufenden Posten an der bezeichneten Stelle bis bereit umfüllen und den Schritt schließen	CHD:TARGET_TRANSFER	NO	DIRECT_ACTION_BUNDLE
I065-C01	I065	B3	f83r	PROC145	SRC_E281	E281	danach den laufenden Posten umsetzen und den Schritt schließen	danach den laufenden Posten überführen und den Schritt schließen	CHD:COMMIT_TRANSFER	NO	DIRECT_ACTION_BUNDLE
I066-C01	I066	B3	f83r	PROC120	SRC_E282	E282	den laufenden Posten führen und umsetzen und den Schritt schließen	den laufenden Posten abführen und überführen und den Schritt schließen	L:CLOSED_DRAIN|CHD:COMMIT_TRANSFER	NO	DIRECT_ACTION_BUNDLE
I067-C01	I067	B3	f83r	PROC076	SRC_E283	E283	den laufenden Posten umsetzen und den Schritt schließen	den laufenden Posten überführen und den Schritt schließen	CHD:COMMIT_TRANSFER	NO	DIRECT_ACTION_BUNDLE
I068-C01	I068	B3	f83r	PROC082	SRC_E284	E284	den laufenden Posten ansetzen und umsetzen und den Schritt schließen	den laufenden Posten einsetzen und überführen und den Schritt schließen	OK:ACTIVATE|CHD:COMMIT_TRANSFER	NO	DIRECT_ACTION_BUNDLE
I069-C01	I069	B3	f83r	PROC146|PROC147	SRC_E285|SRC_E286	E285|E286	den laufenden Posten von dort nach vorgeschriebenem Maß länger führen	den laufenden Posten von dort nach vorgeschriebenem Maß länger ableiten	L:SOURCE_DRAIN	NO	DIRECT_ACTION_BUNDLE
I069-C02	I069	B3	f83r	PROC042	SRC_E287	E287	den laufenden Posten umsetzen	den laufenden Posten umsetzen	CHD:TRANSFER	NO	DIRECT_ACTION_BUNDLE
I069-C03	I069	B3	f83r	PROC080	SRC_E288	E288	eine Portion ansetzen	eine Portion einsetzen	OK:MEASURED_CHARGE	NO	DIRECT_ACTION_BUNDLE
I069-C04	I069	B3	f83r	PROC014|PROC148	SRC_E289|SRC_E290	E289|E290	den laufenden Posten an der bezeichneten Stelle bis bereit abkühlen	den laufenden Posten an der bezeichneten Stelle bis bereit abkühlen	NONE	NO	DIRECT_ACTION_BUNDLE
I069-C05	I069	B3	f83r	PROC098	SRC_E291	E291	den laufenden Posten länger auffangen und den Schritt schließen	den laufenden Posten länger auffangen und den Schritt schließen	NONE	NO	DIRECT_ACTION_BUNDLE
I070-C01	I070	B3	f83r	PROC129	SRC_E292	E292	danach länger einwirken lassen und den Schritt schließen	danach länger einwirken lassen und den Schritt schließen	NONE	NO	ELLIPTIC_INHERITED_ACTION
I071-C01	I071	B3	f83r	PROC092	SRC_E293	E293	den laufenden Posten länger ansetzen	den laufenden Posten länger wirken lassen	OK:HOLD_ACTIVE	NO	DIRECT_ACTION_BUNDLE
I071-C02	I071	B3	f83r	PROC067	SRC_E294	E294	den laufenden Posten kurz ansetzen und den Schritt schließen	den laufenden Posten kurz einwirken lassen und den Schritt schließen	OK:TIMED_APPLICATION	NO	DIRECT_ACTION_BUNDLE
I072-C01	I072	B3	f83r	PROC013|PROC149	SRC_E295|SRC_E296	E295|E296	den laufenden Posten weiter vollständig eintragen	den laufenden Posten weiter vollständig eintragen	NONE	NO	DIRECT_ACTION_BUNDLE
I072-C02	I072	B3	f83r	PROC067	SRC_E297	E297	den laufenden Posten kurz ansetzen und den Schritt schließen	den laufenden Posten kurz einwirken lassen und den Schritt schließen	OK:TIMED_APPLICATION	NO	DIRECT_ACTION_BUNDLE
I073-C01	I073	B3	f83r	PROC008	SRC_E298	E298	den laufenden Posten ansetzen	den laufenden Posten einsetzen	OK:ACTIVATE	NO	DIRECT_ACTION_BUNDLE
I073-C02	I073	B3	f83r	PROC009|PROC150	SRC_E299|SRC_E300	E299|E300	den laufenden Posten nach vorgeschriebenem Maß im Lauf umsetzen	den laufenden Posten nach vorgeschriebenem Maß im Lauf durchleiten	CHD:PATH_TRANSFER	NO	DIRECT_ACTION_BUNDLE
I073-C03	I073	B3	f83r	PROC145	SRC_E301	E301	danach den laufenden Posten umsetzen und den Schritt schließen	danach den laufenden Posten überführen und den Schritt schließen	CHD:COMMIT_TRANSFER	NO	DIRECT_ACTION_BUNDLE
I074-C01	I074	B3	f83r	PROC100	SRC_E302	E302	den laufenden Posten länger ansetzen und den Schritt schließen	den laufenden Posten länger einwirken lassen und den Schritt schließen	OK:TIMED_APPLICATION	NO	DIRECT_ACTION_BUNDLE
I075-C01	I075	B3	f83r	PROC151	SRC_E303	E303	eine Portion umsetzen	eine Portion abmessen und umsetzen	CHD:MEASURED_TRANSFER	NO	DIRECT_ACTION_BUNDLE
I075-C02	I075	B3	f83r	PROC042|PROC152|PROC112|PROC135	SRC_E304|SRC_E305|SRC_E306|SRC_E307	E304|E305|E306|E307	danach den laufenden Posten nach vorgeschriebenem Maß kurz umsetzen und den Schritt schließen	danach den laufenden Posten nach vorgeschriebenem Maß kurz abmessen und umsetzen und den Schritt schließen	CHD:MEASURED_TRANSFER	NO	DIRECT_ACTION_BUNDLE
I076-C01	I076	B3	f83r	PROC108	SRC_E308	E308	den laufenden Posten führen und den Schritt schließen	den laufenden Posten abführen und den Schritt schließen	L:CLOSED_DRAIN	NO	DIRECT_ACTION_BUNDLE
I077-C01	I077	B3	f83r	PROC097|PROC014|PROC004	SRC_E309|SRC_E310|SRC_E311	E309|E310|E311	den laufenden Posten im Arbeitsgang bis bereit bis zur Sollstufe eintragen	den laufenden Posten im Arbeitsgang bis bereit bis zur Sollstufe eintragen	NONE	NO	DIRECT_ACTION_BUNDLE
I077-C02	I077	B3	f83r	PROC112|PROC153|PROC078	SRC_E312|SRC_E313|SRC_E314	E312|E313|E314	danach den laufenden Posten weiter nach vorgeschriebenem Maß an der bezeichneten Stelle absetzen und den Schritt schließen	danach den laufenden Posten weiter nach vorgeschriebenem Maß an der bezeichneten Stelle absetzen und den Schritt schließen	NONE	NO	DIRECT_ACTION_BUNDLE
I078-C01	I078	B4	f83r	PROC100	SRC_E315	E315	den laufenden Posten länger ansetzen und den Schritt schließen	den laufenden Posten länger einwirken lassen und den Schritt schließen	OK:TIMED_APPLICATION	NO	DIRECT_ACTION_BUNDLE
I079-C01	I079	B4	f83r	PROC154|PROC092	SRC_E316|SRC_E317	E316|E317	den laufenden Posten weiter länger ansetzen	den laufenden Posten weiter länger wirken lassen	OK:HOLD_ACTIVE	NO	DIRECT_ACTION_BUNDLE
I079-C02	I079	B4	f83r	PROC067	SRC_E318	E318	den laufenden Posten kurz ansetzen und den Schritt schließen	den laufenden Posten kurz einwirken lassen und den Schritt schließen	OK:TIMED_APPLICATION	NO	DIRECT_ACTION_BUNDLE
I080-C01	I080	B4	f83r	PROC042	SRC_E319	E319	den laufenden Posten umsetzen	den laufenden Posten umsetzen	CHD:TRANSFER	NO	DIRECT_ACTION_BUNDLE
I080-C02	I080	B4	f83r	PROC131|PROC065|PROC092	SRC_E320|SRC_E321|SRC_E322	E320|E321|E322	danach den laufenden Posten an der bezeichneten Stelle länger ansetzen	danach den laufenden Posten an der bezeichneten Stelle länger anlegen	OK:TARGET_APPLY	NO	DIRECT_ACTION_BUNDLE
I080-C03	I080	B4	f83r	PROC008	SRC_E323	E323	den laufenden Posten ansetzen	den laufenden Posten einsetzen	OK:ACTIVATE	NO	DIRECT_ACTION_BUNDLE
I080-C04	I080	B4	f83r	PROC013|PROC078	SRC_E324|SRC_E325	E324|E325	den laufenden Posten weiter absetzen und den Schritt schließen	den laufenden Posten weiter absetzen und den Schritt schließen	NONE	NO	DIRECT_ACTION_BUNDLE
I081-C01	I081	B4	f83r	PROC155	SRC_E326	E326	den laufenden Posten ansetzen und befestigen und den Schritt schließen	den laufenden Posten einsetzen und befestigen und den Schritt schließen	OK:ACTIVATE	NO	DIRECT_ACTION_BUNDLE
I082-C01	I082	B4	f83r	PROC156|PROC042	SRC_E327|SRC_E328	E327|E328	den laufenden Posten als Portion umsetzen	den laufenden Posten als Portion abmessen und umsetzen	CHD:MEASURED_TRANSFER	NO	DIRECT_ACTION_BUNDLE
I082-C02	I082	B4	f83r	PROC100	SRC_E329	E329	den laufenden Posten länger ansetzen und den Schritt schließen	den laufenden Posten länger einwirken lassen und den Schritt schließen	OK:TIMED_APPLICATION	NO	DIRECT_ACTION_BUNDLE
I083-C01	I083	B4	f83r	PROC099	SRC_E330	E330	den laufenden Posten durch den Durchlass kurz halten und den Schritt schließen	den laufenden Posten durch den Durchlass kurz halten und den Schritt schließen	NONE	NO	DIRECT_ACTION_BUNDLE
I084-C01	I084	B4	f83r	PROC099	SRC_E331	E331	den laufenden Posten durch den Durchlass kurz halten und den Schritt schließen	den laufenden Posten durch den Durchlass kurz halten und den Schritt schließen	NONE	NO	DIRECT_ACTION_BUNDLE
I085-C01	I085	B4	f83r	PROC009|PROC046	SRC_E332|SRC_E333	E332|E333	den laufenden Posten nach vorgeschriebenem Maß länger wärmen	den laufenden Posten nach vorgeschriebenem Maß länger wärmen	NONE	NO	DIRECT_ACTION_BUNDLE
I085-C02	I085	B4	f83r	PROC157	SRC_E334	E334	den laufenden Posten länger halten	den laufenden Posten länger halten	NONE	NO	DIRECT_ACTION_BUNDLE
I085-C03	I085	B4	f83r	PROC067	SRC_E335	E335	den laufenden Posten kurz ansetzen und den Schritt schließen	den laufenden Posten kurz einwirken lassen und den Schritt schließen	OK:TIMED_APPLICATION	NO	DIRECT_ACTION_BUNDLE
I086-C01	I086	B4	f83r	PROC078	SRC_E336	E336	den laufenden Posten absetzen und den Schritt schließen	den laufenden Posten absetzen und den Schritt schließen	NONE	NO	DIRECT_ACTION_BUNDLE
I087-C01	I087	B4	f83r	PROC047	SRC_E337	E337	weiterarbeiten und den Schritt schließen	weiterarbeiten und den Schritt schließen	NONE	NO	ELLIPTIC_INHERITED_ACTION
I088-C01	I088	B4	f83r	PROC009|PROC083	SRC_E338|SRC_E339	E338|E339	den laufenden Posten nach vorgeschriebenem Maß kurz wärmen	den laufenden Posten nach vorgeschriebenem Maß kurz wärmen	NONE	NO	DIRECT_ACTION_BUNDLE
I088-C02	I088	B4	f83r	PROC158	SRC_E340	E340	den laufenden Posten weiter länger ansetzen	den laufenden Posten weiter länger wirken lassen	OK:HOLD_ACTIVE	NO	DIRECT_ACTION_BUNDLE
I088-C03	I088	B4	f83r	PROC080	SRC_E341	E341	eine Portion ansetzen	eine Portion einsetzen	OK:MEASURED_CHARGE	NO	DIRECT_ACTION_BUNDLE
I088-C04	I088	B4	f83r	PROC042	SRC_E342	E342	den laufenden Posten umsetzen	den laufenden Posten umsetzen	CHD:TRANSFER	NO	DIRECT_ACTION_BUNDLE
I088-C05	I088	B4	f83r	PROC013|PROC159	SRC_E343|SRC_E344	E343|E344	den laufenden Posten weiter kurz führen und zuführen und den Schritt schließen	den laufenden Posten weiter kurz abführen und zugeben und den Schritt schließen	L:CLOSED_DRAIN|K:COMMIT_ADD	NO	DIRECT_ACTION_BUNDLE
I089-C01	I089	B4	f83r	PROC120	SRC_E345	E345	den laufenden Posten führen und umsetzen und den Schritt schließen	den laufenden Posten abführen und überführen und den Schritt schließen	L:CLOSED_DRAIN|CHD:COMMIT_TRANSFER	NO	DIRECT_ACTION_BUNDLE
I090-C01	I090	B4	f83r	PROC160	SRC_E346	E346	den laufenden Posten weiter ansetzen	den laufenden Posten weiter einsetzen	OK:ACTIVATE	NO	DIRECT_ACTION_BUNDLE
I090-C02	I090	B4	f83r	PROC078	SRC_E347	E347	den laufenden Posten absetzen und den Schritt schließen	den laufenden Posten absetzen und den Schritt schließen	NONE	NO	DIRECT_ACTION_BUNDLE
I091-C01	I091	B4	f83r	PROC016|PROC019|PROC161|PROC162	SRC_E348|SRC_E349|SRC_E350|SRC_E351	E348|E349|E350|E351	den Ansatz mit dem laufenden Bestand kurz durch den Durchlass führen und den Schritt schließen	den Ansatz mit dem laufenden Bestand kurz durch den Durchlass führen und den Schritt schließen	NONE	NO	ELLIPTIC_INHERITED_ACTION
I092-C01	I092	B4	f83r	PROC080	SRC_E352	E352	eine Portion ansetzen	eine Portion einsetzen	OK:MEASURED_CHARGE	NO	DIRECT_ACTION_BUNDLE
I092-C02	I092	B4	f83r	PROC031	SRC_E353	E353	den laufenden Posten länger halten	den laufenden Posten länger halten	NONE	NO	DIRECT_ACTION_BUNDLE
I092-C03	I092	B4	f83r	PROC069	SRC_E354	E354	eine Portion zuführen	eine Portion dosiert zugeben	K:MEASURED_ADD	NO	DIRECT_ACTION_BUNDLE
I092-C04	I092	B4	f83r	PROC163	SRC_E355	E355	den laufenden Posten an der bezeichneten Stelle durch den Durchlass abziehen	den laufenden Posten an der bezeichneten Stelle durch den Durchlass abziehen	NONE	NO	DIRECT_ACTION_BUNDLE
I092-C05	I092	B4	f83r	PROC164	SRC_E356	E356	den laufenden Posten kurz auffangen	den laufenden Posten kurz auffangen	NONE	NO	DIRECT_ACTION_BUNDLE
I092-C06	I092	B4	f83r	PROC120	SRC_E357	E357	den laufenden Posten führen und umsetzen und den Schritt schließen	den laufenden Posten abführen und überführen und den Schritt schließen	L:CLOSED_DRAIN|CHD:COMMIT_TRANSFER	NO	DIRECT_ACTION_BUNDLE
I093-C01	I093	B4	f83r	PROC070	SRC_E358	E358	eine Portion weiter zuführen	eine Portion weiter dosiert zugeben	K:MEASURED_ADD	NO	DIRECT_ACTION_BUNDLE
