attachment_id	focus_key	focus_core	focus_value_de	focus_family	event_id	pass1026_event_id	running_event_ordinal	physical_page	register	statement_id	card_ordinal_in_statement	locus	owner_de	surface	component_recipe	focus_atom_ordinal	focus_occurrence_ordinal	left_atom	right_atom	active_head_before	chosen_attachment_class	chosen_action	chosen_action_value_de	chosen_action_event_id	chosen_action_card_ordinal	chosen_action_atom_ordinal	selected_attachment_de	teaching_rule_families	micro_signature	r_position_mode	duplicate_scope_mode	duplicate_scope_role	paired_focus_atom_ordinal	bounded_lookahead_cards	owner_boundary_crossed	resolution_status
G399-A00132	P912-E0145:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P912-E0145	P1026-E0145	145	f11r	HERBAL	P1009-S004	46	f11r.6	blühender dreikroniger Sodenstock	cthy	CH+T+Y	3	1	T	CARD_END	CH=NEHMEN	SAME_CARD_LEFT_ACTION	T	EINSTELLEN	P912-E0145	46	2	T=EINSTELLEN[Y=AKTIVER POSTEN]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00133	P912-E0147:AIIN:1	AIIN	WERT	ARGUMENT	P912-E0147	P1026-E0147	147	f11r	HERBAL	P1009-S004	48	f11r.6	blühender dreikroniger Sodenstock	daiin	AIIN	1	1	CARD_START	CARD_END	S=WÄHLEN	PREVIOUS_CARD_ACTION	S	WÄHLEN	P912-E0146	47	1	S=WÄHLEN⟨VORIGE KARTE⟩[AIIN=WERT]	PREVIOUS_CARD_STACK	ARG_GRADE__PREVIOUS_CARD_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00134	P912-E0148:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P912-E0148	P1026-E0148	148	f11r	HERBAL	P1009-S004	49	f11r.7	blühender dreikroniger Sodenstock	qotchy	OT+Y	2	1	OT	CARD_END	S=WÄHLEN	INHERITED_ACTION	S	WÄHLEN	P912-E0146	47	1	S=WÄHLEN⟨GEERBT⟩[Y=AKTIVER POSTEN]	INHERITED_ACTION_STACK	ARG_GRADE__INHERITED_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00135	P912-E0150:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P912-E0150	P1026-E0150	150	f11r	HERBAL	P1009-S004	51	f11r.7	blühender dreikroniger Sodenstock	cthy	CH+T+Y	3	1	T	CARD_END	OK=SETZEN	SAME_CARD_LEFT_ACTION	T	EINSTELLEN	P912-E0150	51	2	T=EINSTELLEN[Y=AKTIVER POSTEN]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00136	P912-E0151:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P912-E0151	P1026-E0151	151	f11r	HERBAL	P1009-S004	52	f11r.7	blühender dreikroniger Sodenstock	dy	Y	1	1	CARD_START	CARD_END	T=EINSTELLEN	PREVIOUS_CARD_ACTION	T	EINSTELLEN	P912-E0150	51	2	T=EINSTELLEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	PREVIOUS_CARD_STACK	ARG_GRADE__PREVIOUS_CARD_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00137	P912-E0152:OR:1	OR	EINHEIT	ARGUMENT	P912-E0152	P1026-E0152	152	f13r	HERBAL	P1009-S005	1	f13r.1	große Wurzelkrone mit Blatt und Blütenstand	torshor	T+OR+SH+OR	2	1	T	SH	NONE	SAME_CARD_LEFT_ACTION	T	EINSTELLEN	P912-E0152	1	1	T=EINSTELLEN[OR=EINHEIT]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00138	P912-E0152:OR:2	OR	EINHEIT	ARGUMENT	P912-E0152	P1026-E0152	152	f13r	HERBAL	P1009-S005	1	f13r.1	große Wurzelkrone mit Blatt und Blütenstand	torshor	T+OR+SH+OR	4	2	SH	CARD_END	NONE	SAME_CARD_LEFT_ACTION	SH	HALTEN	P912-E0152	1	3	SH=HALTEN[OR=EINHEIT]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00139	P912-E0153:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P912-E0153	P1026-E0153	153	f13r	HERBAL	P1009-S005	2	f13r.1	große Wurzelkrone mit Blatt und Blütenstand	opchy	O+P+Y	3	1	P	CARD_END	SH=HALTEN	SAME_CARD_LEFT_ACTION	P	EINSETZEN	P912-E0153	2	2	P=EINSETZEN[Y=AKTIVER POSTEN]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00140	P912-E0155:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P912-E0155	P1026-E0155	155	f13r	HERBAL	P1009-S005	4	f13r.1	große Wurzelkrone mit Blatt und Blütenstand	dy	Y	1	1	CARD_START	CARD_END	SH=HALTEN	PREVIOUS_CARD_ACTION	SH	HALTEN	P912-E0154	3	1	SH=HALTEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	PREVIOUS_CARD_STACK	ARG_GRADE__PREVIOUS_CARD_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00141	P912-E0156:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P912-E0156	P1026-E0156	156	f13r	HERBAL	P1009-S005	5	f13r.1	große Wurzelkrone mit Blatt und Blütenstand	qopchy	O+P+Y	3	1	P	CARD_END	SH=HALTEN	SAME_CARD_LEFT_ACTION	P	EINSETZEN	P912-E0156	5	2	P=EINSETZEN[Y=AKTIVER POSTEN]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00142	P912-E0158:OR:1	OR	EINHEIT	ARGUMENT	P912-E0158	P1026-E0158	158	f13r	HERBAL	P1009-S005	7	f13r.1	große Wurzelkrone mit Blatt und Blütenstand	opchor	O+P+CH+OR	4	1	CH	CARD_END	SH=HALTEN	SAME_CARD_LEFT_ACTION	CH	NEHMEN	P912-E0158	7	3	CH=NEHMEN[OR=EINHEIT]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00143	P912-E0159:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P912-E0159	P1026-E0159	159	f13r	HERBAL	P1009-S005	8	f13r.1	große Wurzelkrone mit Blatt und Blütenstand	dypchy	D_ADDR+Y+P+Y	2	1	D_ADDR	P	CH=NEHMEN	SAME_CARD_RIGHT_ACTION	P	EINSETZEN	P912-E0159	8	3	[Y=AKTIVER POSTEN]→P=EINSETZEN	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_RIGHT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00144	P912-E0159:Y:2	Y	AKTIVER POSTEN	ARGUMENT	P912-E0159	P1026-E0159	159	f13r	HERBAL	P1009-S005	8	f13r.1	große Wurzelkrone mit Blatt und Blütenstand	dypchy	D_ADDR+Y+P+Y	4	2	P	CARD_END	CH=NEHMEN	SAME_CARD_LEFT_ACTION	P	EINSETZEN	P912-E0159	8	3	P=EINSETZEN[Y=AKTIVER POSTEN]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00145	P912-E0164:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P912-E0164	P1026-E0164	164	f13r	HERBAL	P1009-S005	13	f13r.2	große Wurzelkrone mit Blatt und Blütenstand	shkchy	SH+K+Y	3	1	K	CARD_END	CH=NEHMEN	SAME_CARD_LEFT_ACTION	K	GEBEN	P912-E0164	13	2	K=GEBEN[Y=AKTIVER POSTEN]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00146	P912-E0165:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P912-E0165	P1026-E0165	165	f13r	HERBAL	P1009-S005	14	f13r.2	große Wurzelkrone mit Blatt und Blütenstand	ydal	Y+AL	1	1	CARD_START	AL	K=GEBEN	PREVIOUS_CARD_ACTION	K	GEBEN	P912-E0164	13	2	K=GEBEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	PREVIOUS_CARD_STACK	ARG_GRADE__PREVIOUS_CARD_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00147	P912-E0165:AL:1	AL	ZIELORT	RELATION	P912-E0165	P1026-E0165	165	f13r	HERBAL	P1009-S005	14	f13r.2	große Wurzelkrone mit Blatt und Blütenstand	ydal	Y+AL	2	1	Y	CARD_END	K=GEBEN	PREVIOUS_CARD_ACTION	K	GEBEN	P912-E0164	13	2	K=GEBEN⟨VORIGE KARTE⟩[AL=ZIELORT]	AL_AR_ORDERED_FALLBACK	AL_AR__PREVIOUS_CARD_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00148	P912-E0166:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P912-E0166	P1026-E0166	166	f13r	HERBAL	P1009-S005	15	f13r.2	große Wurzelkrone mit Blatt und Blütenstand	shy	Y	1	1	CARD_START	CARD_END	K=GEBEN	INHERITED_ACTION	K	GEBEN	P912-E0164	13	2	K=GEBEN⟨GEERBT⟩[Y=AKTIVER POSTEN]	INHERITED_ACTION_STACK	ARG_GRADE__INHERITED_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00149	P912-E0167:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P912-E0167	P1026-E0167	167	f13r	HERBAL	P1009-S005	16	f13r.2	große Wurzelkrone mit Blatt und Blütenstand	ykchy	Y+K+Y	1	1	CARD_START	K	K=GEBEN	SAME_CARD_RIGHT_ACTION	K	GEBEN	P912-E0167	16	2	[Y=AKTIVER POSTEN]→K=GEBEN	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_RIGHT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00150	P912-E0167:Y:2	Y	AKTIVER POSTEN	ARGUMENT	P912-E0167	P1026-E0167	167	f13r	HERBAL	P1009-S005	16	f13r.2	große Wurzelkrone mit Blatt und Blütenstand	ykchy	Y+K+Y	3	2	K	CARD_END	K=GEBEN	SAME_CARD_LEFT_ACTION	K	GEBEN	P912-E0167	16	2	K=GEBEN[Y=AKTIVER POSTEN]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00151	P912-E0168:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P912-E0168	P1026-E0168	168	f13r	HERBAL	P1009-S005	17	f13r.2	große Wurzelkrone mit Blatt und Blütenstand	qoty	OT+Y	2	1	OT	CARD_END	K=GEBEN	PREVIOUS_CARD_ACTION	K	GEBEN	P912-E0167	16	2	K=GEBEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	PREVIOUS_CARD_STACK	ARG_GRADE__PREVIOUS_CARD_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00152	P912-E0169:AIIN:1	AIIN	WERT	ARGUMENT	P912-E0169	P1026-E0169	169	f13r	HERBAL	P1009-S005	18	f13r.2	große Wurzelkrone mit Blatt und Blütenstand	daiin	AIIN	1	1	CARD_START	CARD_END	K=GEBEN	INHERITED_ACTION	K	GEBEN	P912-E0167	16	2	K=GEBEN⟨GEERBT⟩[AIIN=WERT]	INHERITED_ACTION_STACK	ARG_GRADE__INHERITED_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00153	P912-E0171:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P912-E0171	P1026-E0171	171	f13r	HERBAL	P1009-S005	20	f13r.2	große Wurzelkrone mit Blatt und Blütenstand	y	Y	1	1	CARD_START	CARD_END	S=WÄHLEN	PREVIOUS_CARD_ACTION	S	WÄHLEN	P912-E0170	19	1	S=WÄHLEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	PREVIOUS_CARD_STACK	ARG_GRADE__PREVIOUS_CARD_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00154	P912-E0173:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P912-E0173	P1026-E0173	173	f13r	HERBAL	P1009-S005	22	f13r.3	große Wurzelkrone mit Blatt und Blütenstand	y	Y	1	1	CARD_START	CARD_END	S=WÄHLEN	PREVIOUS_CARD_ACTION	S	WÄHLEN	P912-E0172	21	1	S=WÄHLEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	PREVIOUS_CARD_STACK	ARG_GRADE__PREVIOUS_CARD_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00155	P912-E0174:OR:1	OR	EINHEIT	ARGUMENT	P912-E0174	P1026-E0174	174	f13r	HERBAL	P1009-S005	23	f13r.3	große Wurzelkrone mit Blatt und Blütenstand	dchor	D_ADDR+CH+OR	3	1	CH	CARD_END	S=WÄHLEN	SAME_CARD_LEFT_ACTION	CH	NEHMEN	P912-E0174	23	2	CH=NEHMEN[OR=EINHEIT]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00156	P912-E0175:AIIN:1	AIIN	WERT	ARGUMENT	P912-E0175	P1026-E0175	175	f13r	HERBAL	P1009-S005	24	f13r.3	große Wurzelkrone mit Blatt und Blütenstand	shaiin	SH+AIIN	2	1	SH	CARD_END	CH=NEHMEN	SAME_CARD_LEFT_ACTION	SH	HALTEN	P912-E0175	24	1	SH=HALTEN[AIIN=WERT]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00157	P912-E0176:EEE:1	EEE	GRAD III	GRADE	P912-E0176	P1026-E0176	176	f13r	HERBAL	P1009-S005	25	f13r.3	große Wurzelkrone mit Blatt und Blütenstand	oeees	O+EEE+S	2	1	O	S	SH=HALTEN	SAME_CARD_RIGHT_ACTION	S	WÄHLEN	P912-E0176	25	3	[EEE=GRAD III]→S=WÄHLEN	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_RIGHT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00158	P912-E0177:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P912-E0177	P1026-E0177	177	f13r	HERBAL	P1009-S005	26	f13r.3	große Wurzelkrone mit Blatt und Blütenstand	ykor	Y+K+OR	1	1	CARD_START	K	S=WÄHLEN	SAME_CARD_RIGHT_ACTION	K	GEBEN	P912-E0177	26	2	[Y=AKTIVER POSTEN]→K=GEBEN	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_RIGHT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00159	P912-E0177:OR:1	OR	EINHEIT	ARGUMENT	P912-E0177	P1026-E0177	177	f13r	HERBAL	P1009-S005	26	f13r.3	große Wurzelkrone mit Blatt und Blütenstand	ykor	Y+K+OR	3	1	K	CARD_END	S=WÄHLEN	SAME_CARD_LEFT_ACTION	K	GEBEN	P912-E0177	26	2	K=GEBEN[OR=EINHEIT]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00160	P912-E0178:OR:1	OR	EINHEIT	ARGUMENT	P912-E0178	P1026-E0178	178	f13r	HERBAL	P1009-S005	27	f13r.3	große Wurzelkrone mit Blatt und Blütenstand	chor	CH+OR	2	1	CH	CARD_END	K=GEBEN	SAME_CARD_LEFT_ACTION	CH	NEHMEN	P912-E0178	27	1	CH=NEHMEN[OR=EINHEIT]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00161	P912-E0179:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P912-E0179	P1026-E0179	179	f13r	HERBAL	P1009-S005	28	f13r.3	große Wurzelkrone mit Blatt und Blütenstand	ytshy	Y+T+Y	1	1	CARD_START	T	CH=NEHMEN	SAME_CARD_RIGHT_ACTION	T	EINSTELLEN	P912-E0179	28	2	[Y=AKTIVER POSTEN]→T=EINSTELLEN	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_RIGHT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00162	P912-E0179:Y:2	Y	AKTIVER POSTEN	ARGUMENT	P912-E0179	P1026-E0179	179	f13r	HERBAL	P1009-S005	28	f13r.3	große Wurzelkrone mit Blatt und Blütenstand	ytshy	Y+T+Y	3	2	T	CARD_END	CH=NEHMEN	SAME_CARD_LEFT_ACTION	T	EINSTELLEN	P912-E0179	28	2	T=EINSTELLEN[Y=AKTIVER POSTEN]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00163	P912-E0180:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P912-E0180	P1026-E0180	180	f13r	HERBAL	P1009-S005	29	f13r.3	große Wurzelkrone mit Blatt und Blütenstand	ykchy	Y+K+Y	1	1	CARD_START	K	T=EINSTELLEN	SAME_CARD_RIGHT_ACTION	K	GEBEN	P912-E0180	29	2	[Y=AKTIVER POSTEN]→K=GEBEN	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_RIGHT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00164	P912-E0180:Y:2	Y	AKTIVER POSTEN	ARGUMENT	P912-E0180	P1026-E0180	180	f13r	HERBAL	P1009-S005	29	f13r.3	große Wurzelkrone mit Blatt und Blütenstand	ykchy	Y+K+Y	3	2	K	CARD_END	T=EINSTELLEN	SAME_CARD_LEFT_ACTION	K	GEBEN	P912-E0180	29	2	K=GEBEN[Y=AKTIVER POSTEN]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00165	P912-E0181:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P912-E0181	P1026-E0181	181	f13r	HERBAL	P1009-S005	30	f13r.3	große Wurzelkrone mit Blatt und Blütenstand	kchy	K+Y	2	1	K	CARD_END	K=GEBEN	SAME_CARD_LEFT_ACTION	K	GEBEN	P912-E0181	30	1	K=GEBEN[Y=AKTIVER POSTEN]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00166	P912-E0182:AR:1	AR	AUSGANG	RELATION	P912-E0182	P1026-E0182	182	f13r	HERBAL	P1009-S005	31	f13r.3	große Wurzelkrone mit Blatt und Blütenstand	dar	D_ADDR+AR	2	1	D_ADDR	CARD_END	K=GEBEN	PREVIOUS_CARD_ACTION	K	GEBEN	P912-E0181	30	1	K=GEBEN⟨VORIGE KARTE⟩[AR=AUSGANG]	AL_AR_ORDERED_FALLBACK	AL_AR__PREVIOUS_CARD_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00167	P912-E0183:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P912-E0183	P1026-E0183	183	f13r	HERBAL	P1009-S005	32	f13r.4	große Wurzelkrone mit Blatt und Blütenstand	qodchy	O+D_ADDR+Y	3	1	D_ADDR	CARD_END	K=GEBEN	INHERITED_ACTION	K	GEBEN	P912-E0181	30	1	K=GEBEN⟨GEERBT⟩[Y=AKTIVER POSTEN]	INHERITED_ACTION_STACK	ARG_GRADE__INHERITED_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00168	P912-E0184:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P912-E0184	P1026-E0184	184	f13r	HERBAL	P1009-S005	33	f13r.4	große Wurzelkrone mit Blatt und Blütenstand	ytchy	Y+T+Y	1	1	CARD_START	T	K=GEBEN	SAME_CARD_RIGHT_ACTION	T	EINSTELLEN	P912-E0184	33	2	[Y=AKTIVER POSTEN]→T=EINSTELLEN	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_RIGHT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00169	P912-E0184:Y:2	Y	AKTIVER POSTEN	ARGUMENT	P912-E0184	P1026-E0184	184	f13r	HERBAL	P1009-S005	33	f13r.4	große Wurzelkrone mit Blatt und Blütenstand	ytchy	Y+T+Y	3	2	T	CARD_END	K=GEBEN	SAME_CARD_LEFT_ACTION	T	EINSTELLEN	P912-E0184	33	2	T=EINSTELLEN[Y=AKTIVER POSTEN]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00170	P912-E0185:OR:1	OR	EINHEIT	ARGUMENT	P912-E0185	P1026-E0185	185	f13r	HERBAL	P1009-S005	34	f13r.4	große Wurzelkrone mit Blatt und Blütenstand	otchor	OT+CH+OR	3	1	CH	CARD_END	T=EINSTELLEN	SAME_CARD_LEFT_ACTION	CH	NEHMEN	P912-E0185	34	2	CH=NEHMEN[OR=EINHEIT]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00171	P912-E0186:OR:1	OR	EINHEIT	ARGUMENT	P912-E0186	P1026-E0186	186	f13r	HERBAL	P1009-S005	35	f13r.5	große Wurzelkrone mit Blatt und Blütenstand	shorodo	SH+OR+O+D_ADDR+O	2	1	SH	O	CH=NEHMEN	SAME_CARD_LEFT_ACTION	SH	HALTEN	P912-E0186	35	1	SH=HALTEN[OR=EINHEIT]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00172	P912-E0187:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P912-E0187	P1026-E0187	187	f13r	HERBAL	P1009-S005	36	f13r.5	große Wurzelkrone mit Blatt und Blütenstand	shy	Y	1	1	CARD_START	CARD_END	SH=HALTEN	PREVIOUS_CARD_ACTION	SH	HALTEN	P912-E0186	35	1	SH=HALTEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	PREVIOUS_CARD_STACK	ARG_GRADE__PREVIOUS_CARD_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00173	P912-E0188:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P912-E0188	P1026-E0188	188	f13r	HERBAL	P1009-S005	37	f13r.5	große Wurzelkrone mit Blatt und Blütenstand	tshy	T+Y	2	1	T	CARD_END	SH=HALTEN	SAME_CARD_LEFT_ACTION	T	EINSTELLEN	P912-E0188	37	1	T=EINSTELLEN[Y=AKTIVER POSTEN]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00174	P912-E0190:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P912-E0190	P1026-E0190	190	f13r	HERBAL	P1009-S005	39	f13r.5	große Wurzelkrone mit Blatt und Blütenstand	dpchy	D_ADDR+P+Y	3	1	P	CARD_END	K=GEBEN	SAME_CARD_LEFT_ACTION	P	EINSETZEN	P912-E0190	39	2	P=EINSETZEN[Y=AKTIVER POSTEN]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00175	P912-E0191:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P912-E0191	P1026-E0191	191	f13r	HERBAL	P1009-S005	40	f13r.5	große Wurzelkrone mit Blatt und Blütenstand	qopchy	O+P+Y	3	1	P	CARD_END	P=EINSETZEN	SAME_CARD_LEFT_ACTION	P	EINSETZEN	P912-E0191	40	2	P=EINSETZEN[Y=AKTIVER POSTEN]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00176	P912-E0194:OR:1	OR	EINHEIT	ARGUMENT	P912-E0194	P1026-E0194	194	f13r	HERBAL	P1009-S006	1	f13r.6	große Wurzelkrone mit Blatt und Blütenstand	tchor	T+CH+OR	3	1	CH	CARD_END	NONE	SAME_CARD_LEFT_ACTION	CH	NEHMEN	P912-E0194	1	2	CH=NEHMEN[OR=EINHEIT]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00177	P912-E0195:OR:1	OR	EINHEIT	ARGUMENT	P912-E0195	P1026-E0195	195	f13r	HERBAL	P1009-S006	2	f13r.6	große Wurzelkrone mit Blatt und Blütenstand	dor	D_ADDR+OR	2	1	D_ADDR	CARD_END	CH=NEHMEN	PREVIOUS_CARD_ACTION	CH	NEHMEN	P912-E0194	1	2	CH=NEHMEN⟨VORIGE KARTE⟩[OR=EINHEIT]	PREVIOUS_CARD_STACK	ARG_GRADE__PREVIOUS_CARD_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
