replay_event_id	event_id	pass1026_event_id	physical_page	register	statement_id	locus	surface	component_recipe	component_atom_count	pass1026_change	all_atoms_on_fixed_sheet	outside_surface_pages	outside_recipe_pages	outside_surface_registers	outside_recipe_registers	page_replay_result	register_replay_result
G399-E0206	P912-E0206	P1026-E0206	f13r	HERBAL	P1009-S006	f13r.7	dy	Y	1	UNCHANGED	YES	f10r|f11r|f18r|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f88v|f89r	f10r|f11r|f17r|f18r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0207	P912-E0207	P1026-E0207	f13r	HERBAL	P1009-S006	f13r.7	qoy	O+Y	2	UNCHANGED	YES	NONE	f76r	NONE	BIOLOGICAL	ROOT_RECIPE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E0208	P912-E0208	P1026-E0208	f13r	HERBAL	P1009-S006	f13r.7	d	D_ADDR	1	UNCHANGED	YES	f11r|f17r|f56r|f72r|f77r|f82r	f11r|f17r|f56r|f72r|f77r|f82r	BIOLOGICAL|CELESTIAL	BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0209	P912-E0209	P1026-E0209	f13r	HERBAL	P1009-S006	f13r.7	oldy	OL+DY	2	UNCHANGED	YES	f55v|f67r2|f75r|f76r|f81v|f83r|f88r|f89r	f18r|f55v|f67r2|f75r|f76r|f81v|f83r|f88r|f89r	BIOLOGICAL|CELESTIAL|PHARMA	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0210	P912-E0210	P1026-E0210	f13r	HERBAL	P1009-S007	f13r.7	okchor	OK+CH+OR	3	UNCHANGED	YES	f71v	f18r|f71v	CELESTIAL	CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0211	P912-E0211	P1026-E0211	f13r	HERBAL	P1009-S007	f13r.7	doaiin	D_ADDR+O+AIIN	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0212	P912-E0212	P1026-E0212	f13r	HERBAL	P1009-S007	f13r.8	shochy	HO+Y	2	UNCHANGED	YES	NONE	f56r	NONE	NONE	ROOT_RECIPE_FROM_OTHER_PAGE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0213	P912-E0213	P1026-E0213	f13r	HERBAL	P1009-S007	f13r.8	qokchy	OK+Y	2	UNCHANGED	YES	f10r|f17r|f18r|f55v|f83r|f89r	f10r|f17r|f18r|f55v|f56r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|PHARMA	BIOLOGICAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0214	P912-E0214	P1026-E0214	f13r	HERBAL	P1009-S007	f13r.8	torchy	T+OR+Y	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0215	P912-E0215	P1026-E0215	f13r	HERBAL	P1009-S007	f13r.8	k	K	1	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0216	P912-E0216	P1026-E0216	f13r	HERBAL	P1009-S007	f13r.8	s	S	1	UNCHANGED	YES	f11r|f55v|f56r|f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	f11r|f55v|f56r|f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0217	P912-E0217	P1026-E0217	f13r	HERBAL	P1009-S007	f13r.8	okchey	OK+Y	2	UNCHANGED	YES	NONE	f10r|f17r|f18r|f55v|f56r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	NONE	BIOLOGICAL|PHARMA	ROOT_RECIPE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E0218	P912-E0218	P1026-E0218	f13r	HERBAL	P1009-S007	f13r.8	daiin	AIIN	1	UNCHANGED	YES	f10r|f11r|f18r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	f10r|f11r|f18r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0219	P912-E0219	P1026-E0219	f13r	HERBAL	P1009-S007	f13r.9	oldy	OL+DY	2	UNCHANGED	YES	f55v|f67r2|f75r|f76r|f81v|f83r|f88r|f89r	f18r|f55v|f67r2|f75r|f76r|f81v|f83r|f88r|f89r	BIOLOGICAL|CELESTIAL|PHARMA	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0220	P912-E0220	P1026-E0220	f13r	HERBAL	P1009-S008	f13r.9	shey	SH+E+Y	3	UNCHANGED	YES	f11r|f68r1|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f89r	f11r|f68r1|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f89r	BIOLOGICAL|CELESTIAL|PHARMA	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0221	P912-E0221	P1026-E0221	f13r	HERBAL	P1009-S008	f13r.9	chol	OL	1	UNCHANGED	YES	f10r|f11r|f17r|f18r|f56r|f67r2|f72r|f76r|f77r|f88r|f89r	f10r|f11r|f17r|f18r|f55v|f56r|f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0222	P912-E0222	P1026-E0222	f13r	HERBAL	P1009-S008	f13r.9	doiin	D_ADDR+O+IIN	3	UNCHANGED	YES	f67r2	f67r2	CELESTIAL	CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0223	P912-E0223	P1026-E0223	f13r	HERBAL	P1009-S008	f13r.9	ykoly	Y+K+OL+Y	4	UNCHANGED	YES	f72r	f72r	CELESTIAL	CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0224	P912-E0224	P1026-E0224	f13r	HERBAL	P1009-S008	f13r.9	okchal	OK+CH+AL	3	UNCHANGED	YES	f18r	f18r|f72r	NONE	CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E0225	P912-E0225	P1026-E0225	f13r	HERBAL	P1009-S008	f13r.9	daldy	AL+DY	2	UNCHANGED	YES	f75r|f81v|f82r	f75r|f81v|f82r	BIOLOGICAL	BIOLOGICAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0226	P912-E0226	P1026-E0226	f13r	HERBAL	P1009-S009	f13r.10	sotchy	S+OT+Y	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0227	P912-E0227	P1026-E0227	f13r	HERBAL	P1009-S009	f13r.10	kchy	K+Y	2	UNCHANGED	YES	f11r	f11r|f76r|f81v|f89r	NONE	BIOLOGICAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E0228	P912-E0228	P1026-E0228	f13r	HERBAL	P1009-S009	f13r.10	okorory	OK+OR+OR+Y	4	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0229	P1003-E0001	P1026-E0229	f17r	HERBAL	P1009-S010	f17r.1	fshody	LOCAL_CHAR_F+SH+O+DY	4	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0230	P1003-E0002	P1026-E0230	f17r	HERBAL	P1009-S011	f17r.1	daram	DA+R+A_ADDR+AM_ADDR	4	UNCHANGED	YES	f68r1	f68r1	CELESTIAL	CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0231	P1003-E0003	P1026-E0231	f17r	HERBAL	P1009-S011	f17r.1	ydar	Y+D_ADDR+AR	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0232	P1003-E0004	P1026-E0232	f17r	HERBAL	P1009-S011	f17r.1	chog	HO+LOCAL_CHAR_G	2	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0233	P1003-E0005	P1026-E0233	f17r	HERBAL	P1009-S011	f17r.1	opydy	O+P+Y+DY	4	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0234	P1003-E0006	P1026-E0234	f17r	HERBAL	P1009-S012	f17r.1	ypod	Y+P+O+D_ADDR	4	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0235	P1003-E0007	P1026-E0235	f17r	HERBAL	P1009-S012	f17r.1	chop	CH+O+P	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0236	P1003-E0008	P1026-E0236	f17r	HERBAL	P1009-S012	f17r.1	otchy	OT+CH+Y	3	UNCHANGED	YES	f56r|f71v|f76r	f56r|f71v|f76r	BIOLOGICAL|CELESTIAL	BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0237	P1003-E0009	P1026-E0237	f17r	HERBAL	P1009-S012	f17r.1	dody	D_ADDR+O+DY	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0238	P1003-E0010	P1026-E0238	f17r	HERBAL	P1009-S013	f17r.1	oldckhy	OL+D_ADDR+CH+K+Y	5	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0239	P1003-E0011	P1026-E0239	f17r	HERBAL	P1009-S013	f17r.2	ydair	Y+D_ADDR+AIR	3	UNCHANGED	YES	f89r	f89r	PHARMA	PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0240	P1003-E0012	P1026-E0240	f17r	HERBAL	P1009-S013	f17r.2	choky	OK+Y	2	UNCHANGED	YES	f56r|f88v	f10r|f13r|f18r|f55v|f56r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	PHARMA	BIOLOGICAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0241	P1003-E0013	P1026-E0241	f17r	HERBAL	P1009-S013	f17r.2	okshy	OK+Y	2	UNCHANGED	YES	NONE	f10r|f13r|f18r|f55v|f56r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	NONE	BIOLOGICAL|PHARMA	ROOT_RECIPE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E0242	P1003-E0014	P1026-E0242	f17r	HERBAL	P1009-S013	f17r.2	qodar	O+D_ADDR+AR	3	UNCHANGED	YES	NONE	f72r|f75r	NONE	BIOLOGICAL|CELESTIAL	ROOT_RECIPE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E0243	P1003-E0015	P1026-E0243	f17r	HERBAL	P1009-S013	f17r.2	ckhody	CH+K+O+DY	4	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0244	P1003-E0016	P1026-E0244	f17r	HERBAL	P1009-S014	f17r.2	dor	D_ADDR+OR	2	UNCHANGED	YES	f11r|f13r|f75r|f83r	f11r|f13r|f75r|f83r	BIOLOGICAL	BIOLOGICAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0245	P1003-E0017	P1026-E0245	f17r	HERBAL	P1009-S014	f17r.2	otchol	OT+CH+OL	3	UNCHANGED	YES	f13r|f88r|f89r	f10r|f13r|f88r|f89r	PHARMA	PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0246	P1003-E0018	P1026-E0246	f17r	HERBAL	P1009-S014	f17r.2	qodcthy	O+D_ADDR+CH+T+Y	5	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0247	P1003-E0019	P1026-E0247	f17r	HERBAL	P1009-S014	f17r.2	ods	O+D_ADDR+S	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0248	P1003-E0020	P1026-E0248	f17r	HERBAL	P1009-S014	f17r.3	chol	OL	1	UNCHANGED	YES	f10r|f11r|f13r|f18r|f56r|f67r2|f72r|f76r|f77r|f88r|f89r	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0249	P1003-E0021	P1026-E0249	f17r	HERBAL	P1009-S014	f17r.3	or	OR	1	UNCHANGED	YES	f10r|f18r|f55v|f67r2|f71v|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f89r	f10r|f18r|f55v|f67r2|f71v|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f89r	BIOLOGICAL|CELESTIAL|PHARMA	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0250	P1003-E0022	P1026-E0250	f17r	HERBAL	P1009-S014	f17r.3	chy	Y	1	UNCHANGED	YES	f10r|f11r|f56r|f72r|f75r|f76r|f77r|f81v|f88r|f89r	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0251	P1003-E0023	P1026-E0251	f17r	HERBAL	P1009-S014	f17r.3	qodam	O+D_ADDR+AM_ADDR	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0252	P1003-E0024	P1026-E0252	f17r	HERBAL	P1009-S014	f17r.3	okor	OK+OR	2	UNCHANGED	YES	f72r|f89r	f56r|f72r|f88r|f89r	CELESTIAL|PHARMA	CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0253	P1003-E0025	P1026-E0253	f17r	HERBAL	P1009-S014	f17r.3	chor	CH+OR	2	UNCHANGED	YES	f10r|f13r|f18r|f56r|f88r|f88v|f89r	f10r|f13r|f18r|f56r|f88r|f88v|f89r	PHARMA	PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0254	P1003-E0026	P1026-E0254	f17r	HERBAL	P1009-S014	f17r.3	okchom	OK+CH+O+AM_ADDR	4	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0255	P1003-E0027	P1026-E0255	f17r	HERBAL	P1009-S014	f17r.4	tcho	T+CH+O	3	UNCHANGED	YES	f56r	f56r	NONE	NONE	EXACT_SURFACE_FROM_OTHER_PAGE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0256	P1003-E0028	P1026-E0256	f17r	HERBAL	P1009-S014	f17r.4	shol	SH+OL	2	UNCHANGED	YES	f13r|f56r|f72r|f76r|f77r|f81v|f83r	f13r|f56r|f72r|f76r|f77r|f81v|f83r	BIOLOGICAL|CELESTIAL	BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0257	P1003-E0029	P1026-E0257	f17r	HERBAL	P1009-S014	f17r.4	qokol	OK+OL	2	UNCHANGED	YES	f77r|f83r|f88r|f89r	f10r|f11r|f18r|f56r|f67r2|f71v|f77r|f83r|f88r|f88v|f89r	BIOLOGICAL|PHARMA	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0258	P1003-E0030	P1026-E0258	f17r	HERBAL	P1009-S014	f17r.4	qor	OR	1	UNCHANGED	YES	f75r|f77r	f10r|f18r|f55v|f67r2|f71v|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f89r	BIOLOGICAL	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0259	P1003-E0031	P1026-E0259	f17r	HERBAL	P1009-S014	f17r.4	olaiin	OL+AIIN	2	UNCHANGED	YES	f72r|f75r|f76r|f77r|f88v	f18r|f72r|f75r|f76r|f77r|f88v	BIOLOGICAL|CELESTIAL|PHARMA	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0260	P1003-E0032	P1026-E0260	f17r	HERBAL	P1009-S014	f17r.4	opydg	O+P+Y+D_ADDR+LOCAL_CHAR_G	5	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0261	P1003-E0033	P1026-E0261	f17r	HERBAL	P1009-S014	f17r.4	som	S+O+M_LOCAL	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0262	P1003-E0034	P1026-E0262	f17r	HERBAL	P1009-S014	f17r.4	ypchy	Y+P+CH+Y	4	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0263	P1003-E0035	P1026-E0263	f17r	HERBAL	P1009-S014	f17r.4	ypaim	Y+P+AIR	3	UNCHANGED	YES	NONE	f67r2	NONE	CELESTIAL	ROOT_RECIPE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E0264	P1003-E0036	P1026-E0264	f17r	HERBAL	P1009-S014	f17r.5	ychekchy	Y+CH+K+Y	4	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0265	P1003-E0037	P1026-E0265	f17r	HERBAL	P1009-S014	f17r.5	cthy	CH+T+Y	3	UNCHANGED	YES	f10r|f11r|f18r|f56r	f10r|f11r|f18r|f56r|f75r|f76r|f83r	NONE	BIOLOGICAL	EXACT_SURFACE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E0266	P1003-E0038	P1026-E0266	f17r	HERBAL	P1009-S014	f17r.5	chor	CH+OR	2	UNCHANGED	YES	f10r|f13r|f18r|f56r|f88r|f88v|f89r	f10r|f13r|f18r|f56r|f88r|f88v|f89r	PHARMA	PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0267	P1003-E0039	P1026-E0267	f17r	HERBAL	P1009-S014	f17r.5	shor	SH+OR	2	UNCHANGED	YES	f10r|f11r|f18r|f77r|f88v|f89r	f10r|f11r|f18r|f77r|f88v|f89r	BIOLOGICAL|PHARMA	BIOLOGICAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0268	P1003-E0040	P1026-E0268	f17r	HERBAL	P1009-S014	f17r.5	cphor	CH+P+OR	3	UNCHANGED	YES	NONE	f68r1	NONE	CELESTIAL	ROOT_RECIPE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E0269	P1003-E0041	P1026-E0269	f17r	HERBAL	P1009-S014	f17r.5	cphaldy	CH+P+AL+DY	4	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0270	P1003-E0042	P1026-E0270	f17r	HERBAL	P1009-S015	f17r.5	dair	D_ADDR+AIR	2	UNCHANGED	YES	f10r|f11r|f18r|f88v|f89r	f10r|f11r|f18r|f88v|f89r	PHARMA	PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0271	P1003-E0043	P1026-E0271	f17r	HERBAL	P1009-S015	f17r.5	cthey	CH+T+E+Y	4	UNCHANGED	YES	f72r|f89r	f72r|f76r|f82r|f89r	CELESTIAL|PHARMA	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0272	P1003-E0044	P1026-E0272	f17r	HERBAL	P1009-S015	f17r.5	qody	CARRIER_Q+O+DY	3	UNCHANGED	YES	f83r|f89r	f83r|f89r	BIOLOGICAL|PHARMA	BIOLOGICAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0273	P1003-E0045	P1026-E0273	f17r	HERBAL	P1009-S016	f17r.6	tsho	T+SH+O	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0274	P1003-E0046	P1026-E0274	f17r	HERBAL	P1009-S016	f17r.6	qof	O+LOCAL_CHAR_F	2	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0275	P1003-E0047	P1026-E0275	f17r	HERBAL	P1009-S016	f17r.6	cho	HO	1	UNCHANGED	YES	f55v|f56r|f88v|f89r	f55v|f56r|f88v|f89r	PHARMA	PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0276	P1003-E0048	P1026-E0276	f17r	HERBAL	P1009-S016	f17r.6	qokcheor	OK+CH+E+O+R	5	UNCHANGED	YES	NONE	f89r	NONE	PHARMA	ROOT_RECIPE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E0277	P1003-E0049	P1026-E0277	f17r	HERBAL	P1009-S016	f17r.6	cheteg	CH+E+T+E+LOCAL_CHAR_G	5	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0278	P1003-E0050	P1026-E0278	f17r	HERBAL	P1009-S016	f17r.7	ksheo	K+SH+E+O	4	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0279	P1003-E0051	P1026-E0279	f17r	HERBAL	P1009-S016	f17r.7	qokchy	OK+Y	2	UNCHANGED	YES	f10r|f13r|f18r|f55v|f83r|f89r	f10r|f13r|f18r|f55v|f56r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|PHARMA	BIOLOGICAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0280	P1003-E0052	P1026-E0280	f17r	HERBAL	P1009-S016	f17r.7	choldshy	CH+OL+D_ADDR+SH+Y	5	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0281	P1003-E0053	P1026-E0281	f17r	HERBAL	P1009-S016	f17r.7	zepchy	S+E+P+CH+Y	5	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0282	P1003-E0054	P1026-E0282	f17r	HERBAL	P1009-S016	f17r.7	d	D_ADDR	1	UNCHANGED	YES	f11r|f13r|f56r|f72r|f77r|f82r	f11r|f13r|f56r|f72r|f77r|f82r	BIOLOGICAL|CELESTIAL	BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0283	P1003-E0055	P1026-E0283	f17r	HERBAL	P1009-S016	f17r.7	opchordy	O+P+CH+OR+DY	5	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
