statement_id	physical_page	register	event_count	changed_event_count	old_recipe_sequence	new_recipe_sequence	old_focus_count	new_focus_count	focus_count_delta	added_focus_atoms	removed_focus_atoms	old_rule_families	new_rule_families	new_bounded_forward_count	new_owner_only_count	scope_rebuild_result
P1009-S204	f76r	BIOLOGICAL	10	1	CHD+Y | OL | CHD+Y | R+AIIN | CH+K+AIN | AIN | CH+K+Y | S+AL | OT+Y | OL+SH+E+DY	CHD+Y | OL | CHD+Y | R+AIIN+LOCAL_CHAR_I | CH+K+AIN | AIN | CH+K+Y | S+AL | OT+Y | OL+SH+E+DY	9	9	0	NONE	NONE	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK|R_POSITIONAL_MARKING	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK|R_POSITIONAL_MARKING	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S205	f76r	BIOLOGICAL	11	1	CARRIER_Q+O+OL | CH+T+E+Y | SH+D_ADDR+Y | O | OL | K+EE+Y | AIN | S+AIIN | S | AR | SH+E+DY	CARRIER_Q+O+OL | CH+T+E+Y | SH+D_ADDR+Y | A_ADDR | OL | K+EE+Y | AIN | S+AIIN | S | AR | SH+E+DY	9	9	0	NONE	NONE	NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S211	f76r	BIOLOGICAL	9	1	OK+E+D_ADDR | OK+EE+Y | AL | AR | AIIN | AR | AIN | CH+CH+K+E+Y | L+CHD+DY	OK+E+D_ADDR | OK+EE+S | AL | AR | AIIN | AR | AIN | CH+CH+K+E+Y | L+CHD+DY	11	10	-1	NONE	Y×1	INHERITED_ACTION_STACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S213	f76r	BIOLOGICAL	10	1	OL+D_ADDR+AIR | CHD+Y | OT+E+Y | CHD+Y | SH+CH+K+Y | OK+EE+Y | OK+EE+Y | K+AIN | CH+E+CH+K+Y | OK+EE+DY	OL+D_ADDR+AIR | CHD+Y | OT+E+S | CHD+Y | SH+CH+K+Y | OK+EE+Y | OK+EE+Y | K+AIN | CH+E+CH+K+Y | OK+EE+DY	14	13	-1	NONE	Y×1	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	1	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S214	f76r	BIOLOGICAL	10	4	OT+E+Y | OT+AIN | CH+K+AR | Y | CH+K+Y | SH+E+Y | CARRIER_Q+EE+Y | OL | K+AIN | SH+E+DY	OT+E+Y | OT+AIN | CH+K+AIR | Y | CH+K | SH+E+Y | CARRIER_Q+EEE+Y | OL | L+K+AIN | SH+E+DY	12	12	0	EEE×1|L×1|AIR×1	Y×1|EE×1|AR×1	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE|OWNER_CONTEXT|PREVIOUS_CARD_STACK|Q_OT_PACKAGE_FORWARD	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|OWNER_CONTEXT|PREVIOUS_CARD_STACK|Q_OT_PACKAGE_FORWARD	1	2	COMPLETE__NO_NEW_CORE_VALUE
P1009-S216	f76r	BIOLOGICAL	3	1	OK+AIN | CHD+Y | OK+EE+DY	OK+AIN | CHD+Y | OK+EE+D_ADDR	3	3	0	NONE	NONE	NEAREST_HEAD_LEFT_TIE	NEAREST_HEAD_LEFT_TIE	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S218	f76r	BIOLOGICAL	7	1	CH+EE+D_ADDR+Y | OL+Y | OK+EE+Y | OK+EE+Y | CHD+Y | OK+AR | SH+E+DY	D_ADDR+CH+EE+D_ADDR+Y | OL+Y | OK+EE+Y | OK+EE+Y | CHD+Y | OK+AR | SH+E+DY	10	10	0	NONE	NONE	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S222	f76r	BIOLOGICAL	1	1	OT+E+DY	OT+E+DY+L	1	2	1	L×1	NONE	OWNER_CONTEXT	L_AIR_RIGHT_FALLBACK|OWNER_CONTEXT	0	2	COMPLETE__NO_NEW_CORE_VALUE
P1009-S225	f76r	BIOLOGICAL	8	1	OK+E+Y | OL+Y | OT+AIN | CH+K+Y | SH+CH+K+Y | AR | OK+AR | AL+CHD+DY	OK+E+Y | OL+Y | OT+AIN | CH+K+Y | SH+CH+K+Y | L+AR | OK+AR | AL+CHD+DY	9	10	1	L×1	NONE	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S226	f76r	BIOLOGICAL	1	1	OK+CHD+DY	OK+CHD+S+DY	0	0	0	NONE	NONE	NONE	NONE	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S228	f76r	BIOLOGICAL	4	2	O | OL+AIIN | OT+Y | SH+E+DY	O | OL+AIN | OT | SH+E+DY	3	2	-1	AIN×1	AIIN×1|Y×1	NEAREST_HEAD_LEFT_TIE|OWNER_CONTEXT|Q_OT_PACKAGE_FORWARD	NEAREST_HEAD_LEFT_TIE|OWNER_CONTEXT	0	1	COMPLETE__NO_NEW_CORE_VALUE
P1009-S229	f76r	BIOLOGICAL	4	1	OT+AL | D_ADDR+AR | S+AIN | SH+E+DY	OT+AL+Y | D_ADDR+AR | S+AIN | SH+E+DY	4	5	1	Y×1	NONE	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE|OWNER_CONTEXT	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE|OWNER_CONTEXT	0	3	COMPLETE__NO_NEW_CORE_VALUE
P1009-S230	f76r	BIOLOGICAL	1	1	O+EEE+D_ADDR	OL+EEE+D_ADDR	1	1	0	NONE	NONE	OWNER_CONTEXT	OWNER_CONTEXT	0	1	COMPLETE__NO_NEW_CORE_VALUE
P1009-S234	f76r	BIOLOGICAL	4	1	OL+AIIN | CHD+Y | OK+E+Y | AL+CHD+DY	OL+AIIN | CHD+Y | OK+E+Y | AL+SH+E+DY	5	6	1	E×1	NONE	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE|ONE_CARD_FORWARD	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE|ONE_CARD_FORWARD	1	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S236	f76r	BIOLOGICAL	13	2	OK+AL+Y | Y | AIN | OL+OR | OL+AIIN | CHD+Y | SH+E+CH+T+Y | OK+E+Y | L+OR | OL+O+IIN | Y | OK+EE+Y | L+CHD+DY	OK+AL+Y | CH+E+P+Y | AIN | OL+OR | OL+AIN | CHD+Y | SH+E+CH+T+Y | OK+E+Y | L+OR | OL+O+IIN | Y | OK+EE+Y | L+CHD+DY	17	18	1	AIN×1|E×1	AIIN×1	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S239	f76r	BIOLOGICAL	10	1	OK+AIN | AIN | Y | OK+AIIN | OK+AIN | CH+EE+D_ADDR+Y | L+Y | L | OL+Y | Y	OL+AIN | AIN | Y | OK+AIIN | OK+AIN | CH+EE+D_ADDR+Y | L+Y | L | OL+Y | Y	12	12	0	NONE	NONE	INHERITED_ACTION_STACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	INHERITED_ACTION_STACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|ONE_CARD_FORWARD|OWNER_CONTEXT|PREVIOUS_CARD_STACK	1	2	COMPLETE__NO_NEW_CORE_VALUE
P1009-S240	f76r	BIOLOGICAL	15	2	S+AIN | SH+EE+Y | CH+E+AR | OL | AIIN | CH+O+D_ADDR+AIIN | OK+AIIN | Y | OK+AL+CH+E+Y | AL | CHD+Y | AL | T+AL | OK+AR | SH+E+DY	S+O+IIN | SH+EE+Y | CH+E+AR | OL | AIIN | CH+O+D_ADDR+AIIN | OK+AIIN | Y | OK+AL+CH+E+Y | AL | CHD+Y | AL | Y+T+AL | OK+AR | SH+E+DY	18	18	0	Y×1	AIN×1	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S243	f76r	BIOLOGICAL	21	1	OK+AIN | D_ADDR+AR | SH+E+Y | SH+CH+T+Y | OK+AR | OK+AIN | Y | L+AIIN | Y | AR+CH+EE+Y | CH+E+OL+CH+E+Y | SH+CH+T+Y | CHD+Y | O | OK+E+Y | AL+AIIN | SH+EE+K+Y | OK+AIN | OL+K+Y | S+AIN | Y	OK+AIN | D_ADDR+AR | SH+E+Y | L+SH+CH+T+Y | OK+AR | OK+AIN | Y | L+AIIN | Y | AR+CH+EE+Y | CH+E+OL+CH+E+Y | SH+CH+T+Y | CHD+Y | O | OK+E+Y | AL+AIIN | SH+EE+K+Y | OK+AIN | OL+K+Y | S+AIN | Y	29	30	1	L×1	NONE	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S244	f76r	BIOLOGICAL	7	1	CH+E+O | R | AIN | OK+AIIN | AIN | Y | AL+CHD+DY	CH+E+O | R | AIN | OK+AIIN | AIN | Y | AL+SH+E+DY	6	7	1	E×1	NONE	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK|R_POSITIONAL_MARKING	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK|R_POSITIONAL_MARKING	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S246	f76r	BIOLOGICAL	1	1	L+K+E+DY	L+K+E+Y	2	3	1	Y×1	NONE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S248	f76r	BIOLOGICAL	4	1	O+P+Y | O | L | P+CHD+DY	O+P+E+Y | O | L | P+CHD+DY	2	3	1	E×1	NONE	INHERITED_ACTION_STACK|NEAREST_HEAD_LEFT_TIE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S252	f76r	BIOLOGICAL	7	1	OL+CH+Y | D_ADDR+Y+L+CH+E+S | SH+CH+T+Y | S+AIN | OL+Y | S+AIN | SH+E+DY	OL+L+CH+Y | D_ADDR+Y+L+CH+E+S | SH+CH+T+Y | S+AIN | OL+Y | S+AIN | SH+E+DY	9	10	1	L×1	NONE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S254	f76r	BIOLOGICAL	13	2	SH+E+OL | CH+E+O+L | AL+S+Y | OL | CHD+Y | L+AL+OR | OL | L+OR | OL | OK+E+OR | AR | O | OL+Y	SH+E+OL | CH+E+O+L | AL+SH+Y | OL | CHD+Y | L+AL+OR | OL | AL+OR | OL | OK+E+OR | AR | O | OL+Y	15	15	0	AL×1	L×1	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S257	f76r	BIOLOGICAL	1	1	SH+E+DY	P+SH+E+DY	1	1	0	NONE	NONE	NEAREST_HEAD_LEFT_TIE	NEAREST_HEAD_LEFT_TIE	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S258	f76r	BIOLOGICAL	1	1	P+CHD+DY	O+P+CHD+DY	0	0	0	NONE	NONE	NONE	NONE	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S259	f76r	BIOLOGICAL	3	1	OK+AL | SH+E+OL | OK+EE+DY	OK+A_ADDR+S | SH+E+OL | OK+EE+DY	3	2	-1	NONE	AL×1	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE	NEAREST_HEAD_LEFT_TIE	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S261	f76r	BIOLOGICAL	10	3	T+AL | OL+Y | SH+CH+K+Y | OK+E+Y | L+CH+Y | P+Y | AIN | SH+D_ADDR+Y | OK+E+AR | OL+CHD+DY	Y+T+AL | OL+Y | SH+CH+K+Y | OK+E+Y | L+CH+Y | O+P+Y | AIN | SH+D_ADDR+Y | OK+E+D_ADDR+AR | OL+CHD+DY	12	13	1	Y×1	NONE	AL_AR_ORDERED_FALLBACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	AL_AR_ORDERED_FALLBACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S265	f76r	BIOLOGICAL	6	1	OK+AL | SH+E+Y | OK+Y | AIN | CHD+Y | OK+CHD+DY	OK+AL | SH+E+Y | OK+Y | AIN | CHD+Y | OK+CHD+DY+L	6	7	1	L×1	NONE	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	AL_AR_ORDERED_FALLBACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S266	f76r	BIOLOGICAL	6	1	AIN | Y | L+SH+O | AIIN | Y | L+CHD+DY	AIN | Y | L+SH | AIIN | Y | L+CHD+DY	6	6	0	NONE	NONE	INHERITED_ACTION_STACK|L_AIR_RIGHT_FALLBACK|ONE_CARD_FORWARD|OWNER_CONTEXT|PREVIOUS_CARD_STACK	INHERITED_ACTION_STACK|L_AIR_RIGHT_FALLBACK|ONE_CARD_FORWARD|OWNER_CONTEXT|PREVIOUS_CARD_STACK	1	1	COMPLETE__NO_NEW_CORE_VALUE
P1009-S267	f76r	BIOLOGICAL	3	1	OK+AIN | OT+AL | SH+E+DY	OL+AIN | OT+AL | SH+E+DY	3	3	0	NONE	NONE	NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE|OWNER_CONTEXT	1	1	COMPLETE__NO_NEW_CORE_VALUE
P1009-S268	f76r	BIOLOGICAL	13	1	Y | SH+E+CH+T+Y | T+AL+AM_ADDR | S+OR | SH+E+Y | OK+E+Y | OK+AR | SH+EE+OL | OL | OL+Y | CH+AL+Y | L+OL | CHD+Y	Y | SH+E+CH+T+Y | OT+AL+AM_ADDR | S+OR | SH+E+Y | OK+E+Y | OK+AR | SH+EE+OL | OL | OL+Y | CH+AL+Y | L+OL | CHD+Y	16	16	0	NONE	NONE	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|NEAREST_HEAD_LEFT_TIE|ONE_CARD_FORWARD|PREVIOUS_CARD_STACK	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|ONE_CARD_FORWARD	1	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S269	f76r	BIOLOGICAL	8	1	P+OL+EE+D_ADDR+AR+AN | SH+CH+K+Y | OT+Y | Y+K+AR | K+AL+OL | L+K+AIIN | OL | SH+E+DY	P+OL+EE+D_ADDR+AR+AN | SH+CH+K+Y | OT+Y | Y+K+AR | AL+OL | L+K+AIIN | OL | SH+E+DY	10	10	0	NONE	NONE	AL_AR_ORDERED_FALLBACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	AL_AR_ORDERED_FALLBACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S270	f76r	BIOLOGICAL	4	2	OT+AIN | OK+AR | P+AR | K+OL+DY	OT+AIN | OK+AR | O+P+AR | K+OL+P+Y	3	4	1	Y×1	NONE	AL_AR_ORDERED_FALLBACK|Q_OT_PACKAGE_FORWARD	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE|Q_OT_PACKAGE_FORWARD	1	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S273	f76r	BIOLOGICAL	8	1	O+P+Y | A_ADDR+S | O+IIN | SH+EE+Y | CH+K+Y | AIN | SH+E+AR | OK+E+DY	O+Y | A_ADDR+S | O+IIN | SH+EE+Y | CH+K+Y | AIN | SH+E+AR | OK+E+DY	8	8	0	NONE	NONE	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE|ONE_CARD_FORWARD|PREVIOUS_CARD_STACK	1	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S278	f76r	BIOLOGICAL	9	1	OL+AIIN | OK+Y | S+AIIN | SH+CH+K+Y | L+K+EE+D_ADDR+Y | OK+Y | OK+AIN | Y+T+AIN | OT+EE+DY	OL+AIN | OK+Y | S+AIIN | SH+CH+K+Y | L+K+EE+D_ADDR+Y | OK+Y | OK+AIN | Y+T+AIN | OT+EE+DY	12	12	0	AIN×1	AIIN×1	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|ONE_CARD_FORWARD|PREVIOUS_CARD_STACK	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|ONE_CARD_FORWARD|PREVIOUS_CARD_STACK	1	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S279	f76r	BIOLOGICAL	2	1	OK+EE+OR | SH+E+DY	OK+E+D_ADDR+OR | SH+E+DY	3	3	0	E×1	EE×1	NEAREST_HEAD_LEFT_TIE	NEAREST_HEAD_LEFT_TIE	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S280	f76r	BIOLOGICAL	14	1	OK+AL | S+AIIN | OL+AIIN | OK+Y | SH+OL | S+AIN | OK+Y | L | K+AR | CHD+Y | K+AR | AL | OR+AL+Y | P+CHD+DY	OK+AL | S+AIIN | OL+AIIN | OK+Y | SH+OL | S+AIN | OK+Y | L | K+AR | CHD+Y | L+K+AR | AL | OR+AL+Y | P+CHD+DY	14	15	1	L×1	NONE	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S282	f76r	BIOLOGICAL	3	1	OK+AIIN | OT+AL | R+OR	OK+AIIN | OT+AL | R+OR+Y	3	4	1	Y×1	NONE	NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK|R_POSITIONAL_MARKING	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE|R_POSITIONAL_MARKING	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S283	f76r	BIOLOGICAL	2	1	OR | SH+E+DY	K+OR | SH+E+DY	2	2	0	NONE	NONE	NEAREST_HEAD_LEFT_TIE|ONE_CARD_FORWARD	NEAREST_HEAD_LEFT_TIE	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S285	f76r	BIOLOGICAL	8	2	S+AL | R+AIIN | P+CHD+Y | D_ADDR+AR | CHD+Y | CARRIER_Q+O+P+CHD+Y | L+OL+OL | OL+SH+EE+DY	S+AL | R+AIIN | O+P+CHD+Y | D_ADDR+AR | CHD+Y | CARRIER_Q+O+P+CHD+Y | L+OL+OL | OL+SH+EE+D_ADDR	8	8	0	NONE	NONE	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK|R_POSITIONAL_MARKING	AL_AR_ORDERED_FALLBACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|R_POSITIONAL_MARKING	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S292	f76r	BIOLOGICAL	4	2	OL | CH+EE+OR | CH+AL | SH+E+DY	OL | CHD+OR | CH+AL | SH+E+D_ADDR	4	3	-1	NONE	EE×1	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S294	f76r	BIOLOGICAL	1	1	SH+E+DY	SH+DY	1	0	-1	NONE	E×1	NEAREST_HEAD_LEFT_TIE	NONE	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S295	f76r	BIOLOGICAL	8	1	OK+AL | CHD+Y | AL | OR | CHD+Y | OL+AIIN | OK+AL | OL+CHD+DY	OK+AL | CHD+Y+L | AL | OR | CHD+Y | OL+AIIN | OK+AL | OL+CHD+DY	7	8	1	L×1	NONE	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S297	f76r	BIOLOGICAL	9	1	OL+Y | AIIN | Y | S+AIN | SH+EE+Y | OR | AR | AL | OL+SH+E+DY	OL+Y | AIIN | Y | S+AIN | SH+EE+Y | OR | AR | AL | OL+SH+E+Y	10	11	1	Y×1	NONE	INHERITED_ACTION_STACK|NEAREST_HEAD_LEFT_TIE|ONE_CARD_FORWARD|OWNER_CONTEXT|PREVIOUS_CARD_STACK	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE|ONE_CARD_FORWARD|OWNER_CONTEXT|PREVIOUS_CARD_STACK	1	2	COMPLETE__NO_NEW_CORE_VALUE
P1009-S299	f76r	BIOLOGICAL	6	2	AIIN | CH+E+CH+K+Y | OK+E+D_ADDR+AL+OR | OK+AIIN | OL | SH+E+DY	L+AIIN | CH+E+CH+K+E+Y | OK+E+D_ADDR+AL+OR | OK+AIIN | OL | SH+E+DY	8	10	2	E×1|L×1	NONE	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE|ONE_CARD_FORWARD	AL_AR_ORDERED_FALLBACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|ONE_CARD_FORWARD	2	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S608	f89r	PHARMA	4	3	O+D_ADDR+AR | SH+E+AR | CARRIER_Q+O+CH+T+OL+Y | OK+O+DY	O+AR | SH+AR | CARRIER_Q+O+CH+T+OL+Y | OK+O+D_ADDR	4	3	-1	NONE	E×1	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE	0	1	COMPLETE__NO_NEW_CORE_VALUE
P1009-S609	f89r	PHARMA	7	4	Y | D_ADDR+AR | SH+EE+Y | OK+OR | SH+EE+S | OL+D_ADDR+AIIN | SH+E+DY	CH+E+P+Y | D_ADDR+AR | SH+EE+Y | OK+OR | SH+EE+O+S | OL+AIN | SH+O+DY	8	8	0	AIN×1	AIIN×1	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE|OWNER_CONTEXT|PREVIOUS_CARD_STACK	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S610	f89r	PHARMA	36	7	O+D_ADDR+CH+T+Y | HO+CH+K+Y | AL | CHD+Y | OK+E+O+D_ADDR+Y | S+AL+D_ADDR+AIIN | CH+O+D_ADDR+AIIN | AL | OK+E+OL | OL | CARRIER_Q+O+AIIN | OL | CH+E+O+Y | OK+Y | AIIN | CH+E+O+Y | DA+AM_ADDR | SH+OR | S | O+IIN | AIIN | OK+EE+Y | AIIN | OL | OK+AIN | CH+AM_ADDR | AIN | S | OL | CH+E+O+K+Y | CH+E+O+Y | OK+AR | AL | CH+OR | Y | AIIN	O+CH+T+Y | HO+CH+K+Y | AL | CHD+Y | OK+E+O+D_ADDR+Y | AL+AIIN | CH+O+D_ADDR+AIIN | AL | OK+E+OL | OL | CARRIER_Q+O+AIIN | OL | CH+E+O+Y | OK+E+Y | AIIN | CH+T+E+O+Y | DA+AM_ADDR | Y+SH+OR | S | O+IIN | AIIN | OK+EE+Y | AIIN | CH+K+OL | OK+AIN | CH+AM_ADDR | T+AIN | S | OL | CH+E+O+K+Y | CH+E+O+Y | OK+AR | AL | CH+OR | Y | AIIN	34	36	2	Y×1|E×1	NONE	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	0	0	COMPLETE__NO_NEW_CORE_VALUE
