source_group_id	unit_id	page	visible_surface	atom_sequence	card_reading_de	source_slot_sequence	learned_or_local_atoms	slot_assignment_complete	clause_shape_id	clause_shape_family	shape_assignment_reason
E162	B1-S018	f81v	olkeedy	SOLK+EE+CLOSE	länger sammeln; Schluss	ACTION>GRADE>CLOSE	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>CLOSE
E163	B1-S019	f81v	tedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	ACTION>GRADE>CLOSE	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>CLOSE
E164	B1-S020	f81v	cheky	CHK+E+Y	kurz wärmen	ACTION>GRADE>REFERENT	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>REFERENT
E165	B1-S020	f81v	shckhedy	CKHE+CLOSE	seihen; Schluss	ACTION>CLOSE	NONE	YES	C08	ACTION_CLOSE_OR_BARE	ACTION>CLOSE
E166	B1-S021	f81v	chal	AL	dorthin	TARGET	NONE	YES	C11	TARGET_ADDRESS	TARGET
E167	B2-S001	f82r	dchedy	CHD+CLOSE	Posten überführen; Schluss	ACTION>CLOSE	NONE	YES	C08	ACTION_CLOSE_OR_BARE	ACTION>CLOSE
E168	B2-S002	f82r	qolchedy	OL+CHD+CLOSE	weiterüberführen; Schluss	ORDER>ACTION>CLOSE	NONE	YES	C02	ORDER_CHAIN	ORDER>ACTION>CLOSE
E169	B2-S003	f82r	qokain	OK+AIN	eine Portion zugeben	ACTION>QUANTITY_OR_STAGE	NONE	YES	C06	ACTION_QUANTITY	ACTION>QUANTITY_OR_STAGE
E170	B2-S003	f82r	dy	Y	dieser Posten	REFERENT	NONE	YES	C12	REFERENT_CLOSE_RESIDUE	REFERENT
E171	B2-S003	f82r	qokeedy	OK+EE+CLOSE	länger ansetzen; Schluss	ACTION>GRADE>CLOSE	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>CLOSE
E172	B2-S004	f82r	qokal	OK+AL	dort ansetzen	ACTION>TARGET	NONE	YES	C04	ACTION_TARGET	ACTION>TARGET
E173	B2-S004	f82r	lcheckhy	L+CKH+Y	Ausgangsdurchlass	LEARNED_OR_LOCAL_BODY>ACTION>REFERENT	L	YES	C01	LEARNED_BODY_CHAIN	LEARNED_OR_LOCAL_BODY>ACTION>REFERENT
E174	B2-S004	f82r	lched	L+CHD	abführen	LEARNED_OR_LOCAL_BODY>ACTION	L	YES	C01	LEARNED_BODY_CHAIN	LEARNED_OR_LOCAL_BODY>ACTION
E175	B2-S004	f82r	qokeey	OK+EE+Y	länger ansetzen	ACTION>GRADE>REFERENT	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>REFERENT
E176	B2-S004	f82r	lcheckhedy	L+CKHE+CLOSE	abseihen; Schluss	LEARNED_OR_LOCAL_BODY>ACTION>CLOSE	L	YES	C01	LEARNED_BODY_CHAIN	LEARNED_OR_LOCAL_BODY>ACTION>CLOSE
E177	B2-S005	f82r	qokaly	OK+AL+Y	dies dort ansetzen	ACTION>TARGET>REFERENT	NONE	YES	C04	ACTION_TARGET	ACTION>TARGET>REFERENT
E178	B2-S005	f82r	solkaiin	SOLK+AIIN	bis Sollmass sammeln	ACTION>QUANTITY_OR_STAGE	NONE	YES	C06	ACTION_QUANTITY	ACTION>QUANTITY_OR_STAGE
E179	B2-S005	f82r	chckhy	CKH+Y	durchleiten	ACTION>REFERENT	NONE	YES	C07	ACTION_REFERENT	ACTION>REFERENT
E180	B2-S005	f82r	qokaiin	OK+AIIN	auf Sollmaß einstellen	ACTION>QUANTITY_OR_STAGE	NONE	YES	C06	ACTION_QUANTITY	ACTION>QUANTITY_OR_STAGE
E181	B2-S005	f82r	qokaiin	OK+AIIN	auf Sollmaß einstellen	ACTION>QUANTITY_OR_STAGE	NONE	YES	C06	ACTION_QUANTITY	ACTION>QUANTITY_OR_STAGE
E182	B2-S005	f82r	octheol	CTH+OL	bereitgestellten Gang fortsetzen	ORDER>ACTION	NONE	YES	C02	ORDER_CHAIN	ORDER>ACTION
E183	B2-S005	f82r	chkeey	CHK+EE+Y	diesen Posten länger warm halten	ACTION>GRADE>REFERENT	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>REFERENT
E184	B2-S005	f82r	ldy	L+CLOSE	abziehen; Ende	LEARNED_OR_LOCAL_BODY>CLOSE	L	YES	C01	LEARNED_BODY_CHAIN	LEARNED_OR_LOCAL_BODY>CLOSE
E185	B2-S006	f82r	oteey	OT+EE+Y	langer Folgeposten	ORDER>GRADE>REFERENT	NONE	YES	C02	ORDER_CHAIN	ORDER>GRADE>REFERENT
E186	B2-S006	f82r	qokal	OK+AL	dort ansetzen	ACTION>TARGET	NONE	YES	C04	ACTION_TARGET	ACTION>TARGET
E187	B2-S006	f82r	sheckhy	CKH+E+Y	kurz durchleiten	ACTION>GRADE>REFERENT	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>REFERENT
E188	B2-S006	f82r	qoky	OK+Y	aktuellen Posten ansetzen	ACTION>REFERENT	NONE	YES	C07	ACTION_REFERENT	ACTION>REFERENT
E189	B2-S007	f82r	dshedy	SHED+E+CLOSE	kurz absetzen; Schluss	ACTION>GRADE>CLOSE	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>CLOSE
E190	B2-S008	f82r	sotaiin	OT+AIIN	Folgemaß	ORDER>QUANTITY_OR_STAGE	NONE	YES	C02	ORDER_CHAIN	ORDER>QUANTITY_OR_STAGE
E191	B2-S008	f82r	qokar	OK+AR	daraus ansetzen	ACTION>SOURCE_OR_PREPARATION	NONE	YES	C05	ACTION_SOURCE	ACTION>SOURCE_OR_PREPARATION
E192	B2-S008	f82r	shedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	ACTION>GRADE>CLOSE	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>CLOSE
E193	B2-S009	f82r	solshedy	OL+SHED+CLOSE	weiter absetzen; Schluss	ORDER>ACTION>CLOSE	NONE	YES	C02	ORDER_CHAIN	ORDER>ACTION>CLOSE
E194	B2-S010	f82r	qokeey	OK+EE+Y	länger ansetzen	ACTION>GRADE>REFERENT	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>REFERENT
E195	B2-S010	f82r	qoky	OK+Y	aktuellen Posten ansetzen	ACTION>REFERENT	NONE	YES	C07	ACTION_REFERENT	ACTION>REFERENT
E196	B2-S010	f82r	ls	L	Durchlassöffnung	LEARNED_OR_LOCAL_BODY	L	YES	C01	LEARNED_BODY_CHAIN	LEARNED_OR_LOCAL_BODY
E197	B2-S010	f82r	cheey	CHEEY	klarer Auszug	LEARNED_OR_LOCAL_BODY	CHEEY	YES	C01	LEARNED_BODY_CHAIN	LEARNED_OR_LOCAL_BODY
E198	B2-S011	f82r	okain	OK+AIN	eine Portion zugeben	ACTION>QUANTITY_OR_STAGE	NONE	YES	C06	ACTION_QUANTITY	ACTION>QUANTITY_OR_STAGE
E199	B2-S011	f82r	char	AR	aus dem Ansatz	SOURCE_OR_PREPARATION	NONE	YES	C09	SOURCE_PREPARATION	SOURCE_OR_PREPARATION
E200	B2-S011	f82r	okain	OK+AIN	eine Portion zugeben	ACTION>QUANTITY_OR_STAGE	NONE	YES	C06	ACTION_QUANTITY	ACTION>QUANTITY_OR_STAGE
E201	B2-S011	f82r	qokeedy	OK+EE+CLOSE	länger ansetzen; Schluss	ACTION>GRADE>CLOSE	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>CLOSE
E202	B2-S012	f82r	lchy	L+Y	abziehen	LEARNED_OR_LOCAL_BODY>REFERENT	L	YES	C01	LEARNED_BODY_CHAIN	LEARNED_OR_LOCAL_BODY>REFERENT
E203	B2-S012	f82r	cheey	CHEEY	klarer Auszug	LEARNED_OR_LOCAL_BODY	CHEEY	YES	C01	LEARNED_BODY_CHAIN	LEARNED_OR_LOCAL_BODY
E204	B2-S012	f82r	qcthey	CTH+E+Y	kurz bereithalten	ACTION>GRADE>REFERENT	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>REFERENT
E205	B2-S012	f82r	qokeey	OK+EE+Y	länger ansetzen	ACTION>GRADE>REFERENT	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>REFERENT
E206	B2-S012	f82r	lcheey	L+CHEEY	Klarlauf abfuehren	LEARNED_OR_LOCAL_BODY	L+CHEEY	YES	C01	LEARNED_BODY_CHAIN	LEARNED_OR_LOCAL_BODY
E207	B2-S012	f82r	daiin	AIIN	Sollmaß	QUANTITY_OR_STAGE	NONE	YES	C10	QUANTITY_STAGE	QUANTITY_OR_STAGE
E208	B2-S012	f82r	chey	Y	dieser Posten	REFERENT	NONE	YES	C12	REFERENT_CLOSE_RESIDUE	REFERENT
E209	B2-S012	f82r	qokeeedy	OK+EEE+CLOSE	vollständig ansetzen; Schluss	ACTION>GRADE>CLOSE	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>CLOSE
E210	B2-S013	f82r	lchedy	L+CHD+CLOSE	abführen; Schluss	LEARNED_OR_LOCAL_BODY>ACTION>CLOSE	L	YES	C01	LEARNED_BODY_CHAIN	LEARNED_OR_LOCAL_BODY>ACTION>CLOSE
E211	B2-S014	f82r	lar	L+AR	von dort abfuehren	LEARNED_OR_LOCAL_BODY>SOURCE_OR_PREPARATION	L	YES	C01	LEARNED_BODY_CHAIN	LEARNED_OR_LOCAL_BODY>SOURCE_OR_PREPARATION
E212	B2-S015	f82r	tshey	CHEEY	Klarlauf zugeben	LEARNED_OR_LOCAL_BODY	CHEEY	YES	C01	LEARNED_BODY_CHAIN	LEARNED_OR_LOCAL_BODY
E213	B2-S015	f82r	qokeedy	OK+EE+CLOSE	länger ansetzen; Schluss	ACTION>GRADE>CLOSE	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>CLOSE
E214	B2-S016	f82r	cheal	AL	dorthin	TARGET	NONE	YES	C11	TARGET_ADDRESS	TARGET
E215	B2-S016	f82r	lchedar	L+CHD+AR	von dort abführen	LEARNED_OR_LOCAL_BODY>ACTION>SOURCE_OR_PREPARATION	L	YES	C01	LEARNED_BODY_CHAIN	LEARNED_OR_LOCAL_BODY>ACTION>SOURCE_OR_PREPARATION
E216	B2-S016	f82r	ches	PARTITION	teilen	ACTION	NONE	YES	C08	ACTION_CLOSE_OR_BARE	ACTION
E217	B2-S016	f82r	aiin	AIIN	Sollmaß	QUANTITY_OR_STAGE	NONE	YES	C10	QUANTITY_STAGE	QUANTITY_OR_STAGE
E218	B2-S016	f82r	oteey	OT+EE+Y	langer Folgeposten	ORDER>GRADE>REFERENT	NONE	YES	C02	ORDER_CHAIN	ORDER>GRADE>REFERENT
E219	B2-S016	f82r	qokaiin	OK+AIIN	auf Sollmaß einstellen	ACTION>QUANTITY_OR_STAGE	NONE	YES	C06	ACTION_QUANTITY	ACTION>QUANTITY_OR_STAGE
E220	B2-S016	f82r	okey	OK+E+Y	kurz ansetzen	ACTION>GRADE>REFERENT	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>REFERENT
E221	B2-S016	f82r	pchedy	P+CHD+CLOSE	einführen; Schluss	LEARNED_OR_LOCAL_BODY>ACTION>CLOSE	P	YES	C01	LEARNED_BODY_CHAIN	LEARNED_OR_LOCAL_BODY>ACTION>CLOSE
E222	B2-S017	f82r	rsheal	SH+E+AL	kurz am Ziel ruhen	ACTION>TARGET>GRADE	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>TARGET>GRADE
E223	B2-S017	f82r	daldy	AL+CLOSE	Nebenoeffnung; Schluss	TARGET>CLOSE	NONE	YES	C11	TARGET_ADDRESS	TARGET>CLOSE
E224	B2-S018	f82r	qokeedy	OK+EE+CLOSE	länger ansetzen; Schluss	ACTION>GRADE>CLOSE	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>CLOSE
E225	B2-S019	f82r	rshedy	WASH+CLOSE	Waschgang abschließen	ACTION>CLOSE	NONE	YES	C08	ACTION_CLOSE_OR_BARE	ACTION>CLOSE
E226	B2-S020	f82r	qoteedy	OT+EE+CLOSE	lange Folge; Schluss	ORDER>GRADE>CLOSE	NONE	YES	C02	ORDER_CHAIN	ORDER>GRADE>CLOSE
E227	B2-S021	f82r	qokeedy	OK+EE+CLOSE	länger ansetzen; Schluss	ACTION>GRADE>CLOSE	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>CLOSE
E228	B2-S022	f82r	lochedy	L+CHD+CLOSE	Rest abfuehren; Schluss	LEARNED_OR_LOCAL_BODY>ACTION>CLOSE	L	YES	C01	LEARNED_BODY_CHAIN	LEARNED_OR_LOCAL_BODY>ACTION>CLOSE
E229	B3-S001	f83r	olkeedy	SOLK+EE+CLOSE	länger sammeln; Schluss	ACTION>GRADE>CLOSE	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>CLOSE
E230	B3-S002	f83r	qotal	OT+AL	danach dorthin	ORDER>TARGET	NONE	YES	C02	ORDER_CHAIN	ORDER>TARGET
E231	B3-S002	f83r	chkeedy	CHK+EE+CLOSE	länger wärmen; Schluss	ACTION>GRADE>CLOSE	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>CLOSE
E232	B3-S003	f83r	chey	Y	dieser Posten	REFERENT	NONE	YES	C12	REFERENT_CLOSE_RESIDUE	REFERENT
E233	B3-S003	f83r	daiin	AIIN	Sollmaß	QUANTITY_OR_STAGE	NONE	YES	C10	QUANTITY_STAGE	QUANTITY_OR_STAGE
E234	B3-S003	f83r	chey	Y	dieser Posten	REFERENT	NONE	YES	C12	REFERENT_CLOSE_RESIDUE	REFERENT
E235	B3-S003	f83r	lchedy	L+CHD+CLOSE	abführen; Schluss	LEARNED_OR_LOCAL_BODY>ACTION>CLOSE	L	YES	C01	LEARNED_BODY_CHAIN	LEARNED_OR_LOCAL_BODY>ACTION>CLOSE
E236	B3-S004	f83r	qokaiin	OK+AIIN	auf Sollmaß einstellen	ACTION>QUANTITY_OR_STAGE	NONE	YES	C06	ACTION_QUANTITY	ACTION>QUANTITY_OR_STAGE
E237	B3-S004	f83r	qotal	OT+AL	danach dorthin	ORDER>TARGET	NONE	YES	C02	ORDER_CHAIN	ORDER>TARGET
E238	B3-S004	f83r	dar	AR	aus dem Ansatz	SOURCE_OR_PREPARATION	NONE	YES	C09	SOURCE_PREPARATION	SOURCE_OR_PREPARATION
E239	B3-S005	f83r	schedy	CHD+CLOSE	Posten überführen; Schluss	ACTION>CLOSE	NONE	YES	C08	ACTION_CLOSE_OR_BARE	ACTION>CLOSE
E240	B3-S006	f83r	chedchy	CHD+Y	diesen Posten überführen	ACTION>REFERENT	NONE	YES	C07	ACTION_REFERENT	ACTION>REFERENT
E241	B3-S006	f83r	qokal	OK+AL	dort ansetzen	ACTION>TARGET	NONE	YES	C04	ACTION_TARGET	ACTION>TARGET
E242	B3-S006	f83r	olchedy	OL+CHD+CLOSE	weiterüberführen; Schluss	ORDER>ACTION>CLOSE	NONE	YES	C02	ORDER_CHAIN	ORDER>ACTION>CLOSE
E243	B3-S007	f83r	qokaiin	OK+AIIN	auf Sollmaß einstellen	ACTION>QUANTITY_OR_STAGE	NONE	YES	C06	ACTION_QUANTITY	ACTION>QUANTITY_OR_STAGE
E244	B3-S007	f83r	chedy	CHD+Y	laufenden Posten umsetzen	ACTION>REFERENT	NONE	YES	C07	ACTION_REFERENT	ACTION>REFERENT
E245	B3-S007	f83r	qokeedy	OK+EE+CLOSE	länger ansetzen; Schluss	ACTION>GRADE>CLOSE	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>CLOSE
E246	B3-S008	f83r	lchedy	L+CHD+CLOSE	abführen; Schluss	LEARNED_OR_LOCAL_BODY>ACTION>CLOSE	L	YES	C01	LEARNED_BODY_CHAIN	LEARNED_OR_LOCAL_BODY>ACTION>CLOSE
E247	B3-S009	f83r	qoky	OK+Y	aktuellen Posten ansetzen	ACTION>REFERENT	NONE	YES	C07	ACTION_REFERENT	ACTION>REFERENT
E248	B3-S010	f83r	pchedal	P+CHD+AL	Einlass	LEARNED_OR_LOCAL_BODY>ACTION>TARGET	P	YES	C01	LEARNED_BODY_CHAIN	LEARNED_OR_LOCAL_BODY>ACTION>TARGET
E249	B3-S010	f83r	otedy	OT+E+CLOSE	kurze Folge; Schluss	ORDER>GRADE>CLOSE	NONE	YES	C02	ORDER_CHAIN	ORDER>GRADE>CLOSE
E250	B3-S011	f83r	shecthedchy	CTH+CHD+Y	bereiten Posten umsetzen	ACTION>REFERENT	NONE	YES	C07	ACTION_REFERENT	ACTION>REFERENT
E251	B3-S011	f83r	qoky	OK+Y	aktuellen Posten ansetzen	ACTION>REFERENT	NONE	YES	C07	ACTION_REFERENT	ACTION>REFERENT
E252	B3-S011	f83r	chedy	CHD+Y	laufenden Posten umsetzen	ACTION>REFERENT	NONE	YES	C07	ACTION_REFERENT	ACTION>REFERENT
E253	B3-S011	f83r	chary	AR+Y	aus diesem Posten	SOURCE_OR_PREPARATION>REFERENT	NONE	YES	C09	SOURCE_PREPARATION	SOURCE_OR_PREPARATION>REFERENT
E254	B3-S012	f83r	sor	OR	Ansatz	SOURCE_OR_PREPARATION	NONE	YES	C09	SOURCE_PREPARATION	SOURCE_OR_PREPARATION
E255	B3-S012	f83r	shedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	ACTION>GRADE>CLOSE	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>CLOSE
E256	B3-S013	f83r	qokaiin	OK+AIIN	auf Sollmaß einstellen	ACTION>QUANTITY_OR_STAGE	NONE	YES	C06	ACTION_QUANTITY	ACTION>QUANTITY_OR_STAGE
E257	B3-S013	f83r	chkain	AIN	eine Portion	QUANTITY_OR_STAGE	NONE	YES	C10	QUANTITY_STAGE	QUANTITY_OR_STAGE
E258	B3-S013	f83r	shcthey	CTH+E+Y	kurz bereithalten	ACTION>GRADE>REFERENT	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>REFERENT
E259	B3-S013	f83r	qokedy	OK+E+CLOSE	kurz ansetzen; Schluss	ACTION>GRADE>CLOSE	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>CLOSE
E260	B3-S014	f83r	okair	OK+AIR	Wasser einlassen	ACTION>SOURCE_OR_PREPARATION	NONE	YES	C05	ACTION_SOURCE	ACTION>SOURCE_OR_PREPARATION
E261	B3-S014	f83r	sheedy	SHED+EE+CLOSE	länger absetzen; Schluss	ACTION>GRADE>CLOSE	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>CLOSE
E262	B3-S015	f83r	lchedy	L+CHD+CLOSE	abführen; Schluss	LEARNED_OR_LOCAL_BODY>ACTION>CLOSE	L	YES	C01	LEARNED_BODY_CHAIN	LEARNED_OR_LOCAL_BODY>ACTION>CLOSE
E263	B3-S016	f83r	lo	L	abfuehren	LEARNED_OR_LOCAL_BODY	L	YES	C01	LEARNED_BODY_CHAIN	LEARNED_OR_LOCAL_BODY
E264	B3-S016	f83r	qokchedy	OK+CHD+CLOSE	angesetzten Inhalt überführen; Schluss	ACTION>CLOSE	NONE	YES	C08	ACTION_CLOSE_OR_BARE	ACTION>CLOSE
E265	B3-S017	f83r	qokeedy	OK+EE+CLOSE	länger ansetzen; Schluss	ACTION>GRADE>CLOSE	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>CLOSE
E266	B3-S018	f83r	shedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	ACTION>GRADE>CLOSE	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>CLOSE
E267	B3-S019	f83r	qokshedy	OK+SHED+CLOSE	Absetzgang ansetzen; Schluss	ACTION>CLOSE	NONE	YES	C08	ACTION_CLOSE_OR_BARE	ACTION>CLOSE
E268	B3-S020	f83r	dal	AL	dorthin	TARGET	NONE	YES	C11	TARGET_ADDRESS	TARGET
E269	B3-S020	f83r	lchedy	L+CHD+CLOSE	abführen; Schluss	LEARNED_OR_LOCAL_BODY>ACTION>CLOSE	L	YES	C01	LEARNED_BODY_CHAIN	LEARNED_OR_LOCAL_BODY>ACTION>CLOSE
E270	B3-S021	f83r	qokaiin	OK+AIIN	auf Sollmaß einstellen	ACTION>QUANTITY_OR_STAGE	NONE	YES	C06	ACTION_QUANTITY	ACTION>QUANTITY_OR_STAGE
E271	B3-S021	f83r	shcthy	CTH+Y	bereit	ACTION>REFERENT	NONE	YES	C07	ACTION_REFERENT	ACTION>REFERENT
E272	B3-S021	f83r	dal	AL	dorthin	TARGET	NONE	YES	C11	TARGET_ADDRESS	TARGET
E273	B3-S021	f83r	sy	Y	dieser Posten	REFERENT	NONE	YES	C12	REFERENT_CLOSE_RESIDUE	REFERENT
E274	B3-S021	f83r	saiin	AIIN	Sollmaß	QUANTITY_OR_STAGE	NONE	YES	C10	QUANTITY_STAGE	QUANTITY_OR_STAGE
E275	B3-S021	f83r	shedal	SHED+AL	dort absetzen	ACTION>TARGET	NONE	YES	C04	ACTION_TARGET	ACTION>TARGET
E276	B3-S021	f83r	shecthy	CTH+E+Y	kurz bereit halten	ACTION>GRADE>REFERENT	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>REFERENT
E277	B3-S021	f83r	chey	Y	dieser Posten	REFERENT	NONE	YES	C12	REFERENT_CLOSE_RESIDUE	REFERENT
E278	B3-S021	f83r	tal	AL	dorthin	TARGET	NONE	YES	C11	TARGET_ADDRESS	TARGET
E279	B3-S021	f83r	shcthy	CTH+Y	bereit	ACTION>REFERENT	NONE	YES	C07	ACTION_REFERENT	ACTION>REFERENT
E280	B3-S021	f83r	dalchdy	AL+CHD+CLOSE	dorthin umsetzen; Schluss	ACTION>TARGET>CLOSE	NONE	YES	C04	ACTION_TARGET	ACTION>TARGET>CLOSE
E281	B3-S022	f83r	qotchedy	OT+CHD+CLOSE	nächsten Posten überführen; Schluss	ORDER>ACTION>CLOSE	NONE	YES	C02	ORDER_CHAIN	ORDER>ACTION>CLOSE
E282	B3-S023	f83r	lchedy	L+CHD+CLOSE	abführen; Schluss	LEARNED_OR_LOCAL_BODY>ACTION>CLOSE	L	YES	C01	LEARNED_BODY_CHAIN	LEARNED_OR_LOCAL_BODY>ACTION>CLOSE
E283	B3-S024	f83r	tchedy	CHD+CLOSE	Posten überführen; Schluss	ACTION>CLOSE	NONE	YES	C08	ACTION_CLOSE_OR_BARE	ACTION>CLOSE
E284	B3-S025	f83r	qokchdy	OK+CHD+CLOSE	Umsetzung ansetzen; Schluss	ACTION>CLOSE	NONE	YES	C08	ACTION_CLOSE_OR_BARE	ACTION>CLOSE
E285	B3-S026	f83r	cheedar	CHD+AR	von dort umsetzen	ACTION>SOURCE_OR_PREPARATION	NONE	YES	C05	ACTION_SOURCE	ACTION>SOURCE_OR_PREPARATION
E286	B3-S026	f83r	chldaiin	SHED+AIIN	Absetzmaß	ACTION>QUANTITY_OR_STAGE	NONE	YES	C06	ACTION_QUANTITY	ACTION>QUANTITY_OR_STAGE
E287	B3-S026	f83r	chedy	CHD+Y	laufenden Posten umsetzen	ACTION>REFERENT	NONE	YES	C07	ACTION_REFERENT	ACTION>REFERENT
E288	B3-S026	f83r	qokain	OK+AIN	eine Portion zugeben	ACTION>QUANTITY_OR_STAGE	NONE	YES	C06	ACTION_QUANTITY	ACTION>QUANTITY_OR_STAGE
E289	B3-S026	f83r	checthy	CTH+Y	bereit	ACTION>REFERENT	NONE	YES	C07	ACTION_REFERENT	ACTION>REFERENT
E290	B3-S026	f83r	chealror	AL+OR	Ansatz von dort zur Zielstelle	SOURCE_OR_PREPARATION>TARGET	NONE	YES	C09	SOURCE_PREPARATION	SOURCE_OR_PREPARATION>TARGET
E291	B3-S026	f83r	solkeedy	SOLK+EE+CLOSE	länger sammeln; Schluss	ACTION>GRADE>CLOSE	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>CLOSE
E292	B3-S027	f83r	qoteedy	OT+EE+CLOSE	lange Folge; Schluss	ORDER>GRADE>CLOSE	NONE	YES	C02	ORDER_CHAIN	ORDER>GRADE>CLOSE
E293	B3-S028	f83r	qokeey	OK+EE+Y	länger ansetzen	ACTION>GRADE>REFERENT	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>REFERENT
E294	B3-S028	f83r	qokedy	OK+E+CLOSE	kurz ansetzen; Schluss	ACTION>GRADE>CLOSE	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>CLOSE
E295	B3-S029	f83r	sol	OL	fortsetzen	ORDER	NONE	YES	C02	ORDER_CHAIN	ORDER
E296	B3-S029	f83r	cheeety	EEE+TY	ganzen Teilposten	QUANTITY_OR_STAGE>GRADE	NONE	YES	C10	QUANTITY_STAGE	QUANTITY_OR_STAGE>GRADE
E297	B3-S029	f83r	qokedy	OK+E+CLOSE	kurz ansetzen; Schluss	ACTION>GRADE>CLOSE	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>CLOSE
E298	B3-S030	f83r	qoky	OK+Y	aktuellen Posten ansetzen	ACTION>REFERENT	NONE	YES	C07	ACTION_REFERENT	ACTION>REFERENT
E299	B3-S030	f83r	saiin	AIIN	Sollmaß	QUANTITY_OR_STAGE	NONE	YES	C10	QUANTITY_STAGE	QUANTITY_OR_STAGE
E300	B3-S030	f83r	schedair	AIR	Wasser weiterleiten	SOURCE_OR_PREPARATION	NONE	YES	C09	SOURCE_PREPARATION	SOURCE_OR_PREPARATION
E301	B3-S030	f83r	otchedy	OT+CHD+CLOSE	nächsten Posten überführen; Schluss	ORDER>ACTION>CLOSE	NONE	YES	C02	ORDER_CHAIN	ORDER>ACTION>CLOSE
E302	B3-S031	f83r	qokeedy	OK+EE+CLOSE	länger ansetzen; Schluss	ACTION>GRADE>CLOSE	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>CLOSE
E303	B3-S032	f83r	chedain	CHD+AIN	Portion umsetzen	ACTION>QUANTITY_OR_STAGE	NONE	YES	C06	ACTION_QUANTITY	ACTION>QUANTITY_OR_STAGE
E304	B3-S032	f83r	chedy	CHD+Y	laufenden Posten umsetzen	ACTION>REFERENT	NONE	YES	C07	ACTION_REFERENT	ACTION>REFERENT
E305	B3-S032	f83r	qotedaiin	OT+E+AIIN	kurzes Folgemass	ORDER>QUANTITY_OR_STAGE>GRADE	NONE	YES	C02	ORDER_CHAIN	ORDER>QUANTITY_OR_STAGE>GRADE
E306	B3-S032	f83r	otaiin	OT+AIIN	Folgemaß	ORDER>QUANTITY_OR_STAGE	NONE	YES	C02	ORDER_CHAIN	ORDER>QUANTITY_OR_STAGE
E307	B3-S032	f83r	otedy	OT+E+CLOSE	kurze Folge; Schluss	ORDER>GRADE>CLOSE	NONE	YES	C02	ORDER_CHAIN	ORDER>GRADE>CLOSE
E308	B3-S033	f83r	ldy	L+CLOSE	abziehen; Ende	LEARNED_OR_LOCAL_BODY>CLOSE	L	YES	C01	LEARNED_BODY_CHAIN	LEARNED_OR_LOCAL_BODY>CLOSE
E309	B3-S034	f83r	soiiin	IIN	Sollstufe	QUANTITY_OR_STAGE	NONE	YES	C10	QUANTITY_STAGE	QUANTITY_OR_STAGE
E310	B3-S034	f83r	checthy	CTH+Y	bereit	ACTION>REFERENT	NONE	YES	C07	ACTION_REFERENT	ACTION>REFERENT
