active_global_no	active_unit_no	active_unit_id	work_order_id	work_order_title_de	phase	unit_kind	source_unit	page	source_group_ids	visible_surface_sequence	literal_reading_sequence_de	fluent_workshop_reading_de	execution_note_de
67	8	B4-S001	D3_STORED_APPLICATION_THREE_WHEELS	Gelagerter Ansatz, Tuchanwendung und Dreirad-Bedingung	HOW	PROSE_STATEMENT	B4	f83r	E315	qokeedy	länger ansetzen; Schluss	Setze länger an und schließe	aktuellen Stoff- oder Stationsposten ausführen
68	9	B4-S002	D3_STORED_APPLICATION_THREE_WHEELS	Gelagerter Ansatz, Tuchanwendung und Dreirad-Bedingung	HOW	PROSE_STATEMENT	B4	f83r	E316;E317;E318	qolchey qokeey qokedy	diesen Posten weiterfuehren -> länger ansetzen -> kurz ansetzen; Schluss	Fuehre diesen Posten weiter, setze ihn laenger und dann kurz an und schliesse.	aktuellen Stoff- oder Stationsposten ausführen
69	10	B4-S003	D3_STORED_APPLICATION_THREE_WHEELS	Gelagerter Ansatz, Tuchanwendung und Dreirad-Bedingung	HOW	PROSE_STATEMENT	B4	f83r	E319;E320;E321;E322;E323;E324;E325	chedy otal otchey qokeey qoky tol shedy	laufenden Posten umsetzen -> danach dorthin -> nächster Teilposten -> länger ansetzen -> aktuellen Posten ansetzen -> fortsetzen -> kurz absetzen lassen; Schluss	Setze um, führe danach dorthin, wähle den Folgeposten, setze länger an, führe weiter, lass absetzen und schließe	aktuellen Stoff- oder Stationsposten ausführen
70	11	B4-S004	D3_STORED_APPLICATION_THREE_WHEELS	Gelagerter Ansatz, Tuchanwendung und Dreirad-Bedingung	HOW	PROSE_STATEMENT	B4	f83r	E326	qokylddy	befestigen	Befestige den Posten und schließe	aktuellen Stoff- oder Stationsposten ausführen
71	12	B4-S005	D3_STORED_APPLICATION_THREE_WHEELS	Gelagerter Ansatz, Tuchanwendung und Dreirad-Bedingung	HOW	PROSE_STATEMENT	B4	f83r	E327;E328;E329	dain chedy qokeedy	Tuch -> laufenden Posten umsetzen -> länger ansetzen; Schluss	Lege das Tuch ein, setze um, setze länger an und schließe	aktuellen Stoff- oder Stationsposten ausführen
72	13	B4-S006	D3_STORED_APPLICATION_THREE_WHEELS	Gelagerter Ansatz, Tuchanwendung und Dreirad-Bedingung	HOW	PROSE_STATEMENT	B4	f83r	E330	shckhedy	seihen; Schluss	Seih und schließe	aktuellen Stoff- oder Stationsposten ausführen
73	14	B4-S007	D3_STORED_APPLICATION_THREE_WHEELS	Gelagerter Ansatz, Tuchanwendung und Dreirad-Bedingung	HOW	PROSE_STATEMENT	B4	f83r	E331	shckhedy	seihen; Schluss	Seih und schließe	aktuellen Stoff- oder Stationsposten ausführen
74	15	B4-S008	D3_STORED_APPLICATION_THREE_WHEELS	Gelagerter Ansatz, Tuchanwendung und Dreirad-Bedingung	HOW	PROSE_STATEMENT	B4	f83r	E332;E333;E334;E335	saiin cheeky sheey qokedy	Sollmaß -> länger erwärmen und offen halten -> laenger ruhen -> kurz ansetzen; Schluss	Stelle das Sollmass ein, waerme laenger, lass laenger ruhen, setze kurz an und schliesse.	aktuellen Stoff- oder Stationsposten ausführen
75	16	B4-S009	D3_STORED_APPLICATION_THREE_WHEELS	Gelagerter Ansatz, Tuchanwendung und Dreirad-Bedingung	HOW	PROSE_STATEMENT	B4	f83r	E336	shedy	kurz absetzen lassen; Schluss	Lass absetzen und schließe	aktuellen Stoff- oder Stationsposten ausführen
76	17	B4-S010	D3_STORED_APPLICATION_THREE_WHEELS	Gelagerter Ansatz, Tuchanwendung und Dreirad-Bedingung	HOW	PROSE_STATEMENT	B4	f83r	E337	oldy	Fortsetzung abschließen	Führe weiter und schließe	aktuellen Stoff- oder Stationsposten ausführen
77	18	B4-S011	D3_STORED_APPLICATION_THREE_WHEELS	Gelagerter Ansatz, Tuchanwendung und Dreirad-Bedingung	HOW	PROSE_STATEMENT	B4	f83r	E338;E339;E340;E341;E342;E343;E344	saiin cheky okeeol okain chdy sol lkedy	Sollmaß -> kurz wärmen -> länger fortführen -> eine Portion zugeben -> laufenden Posten umsetzen -> fortsetzen -> nachwaschen	Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe	aktuellen Stoff- oder Stationsposten ausführen
78	19	B4-S012	D3_STORED_APPLICATION_THREE_WHEELS	Gelagerter Ansatz, Tuchanwendung und Dreirad-Bedingung	HOW	PROSE_STATEMENT	B4	f83r	E345	lchedy	abführen; Schluss	Führe ab und schließe	aktuellen Stoff- oder Stationsposten ausführen
79	20	B4-S013	D3_STORED_APPLICATION_THREE_WHEELS	Gelagerter Ansatz, Tuchanwendung und Dreirad-Bedingung	HOW	PROSE_STATEMENT	B4	f83r	E346;E347	qokol shedy	Fortsetzung ansetzen -> kurz absetzen lassen; Schluss	Setze die Fortsetzung ein, lass absetzen und schließe	aktuellen Stoff- oder Stationsposten ausführen
80	21	B4-S014	D3_STORED_APPLICATION_THREE_WHEELS	Gelagerter Ansatz, Tuchanwendung und Dreirad-Bedingung	HOW	PROSE_STATEMENT	B4	f83r	E348;E349;E350;E351	or chey qockhey dairydy	Ansatz -> dieser Posten -> kurzen Durchlauf ansetzen -> Wasserlauf schliessen; Schluss	Setze den Ansatz in einen kurzen Durchlauf, schliesse den Wasserlauf und beende den Schritt.	aktuellen Stoff- oder Stationsposten ausführen
81	22	B4-S015	D3_STORED_APPLICATION_THREE_WHEELS	Gelagerter Ansatz, Tuchanwendung und Dreirad-Bedingung	HOW	PROSE_STATEMENT	B4	f83r	E352;E353;E354;E355;E356;E357	qokain shey kain chckhal solkey lchedy	eine Portion zugeben -> klarer Auszug -> eine Portion -> zur Zielstelle durchleiten -> kurz sammeln -> abführen; Schluss	Gib eine Portion zu, nimm den Klarlauf, leite die Portion zur Zielstelle, sammle kurz, fuehre ab und schliesse.	aktuellen Stoff- oder Stationsposten ausführen
82	23	B4-S016	D3_STORED_APPLICATION_THREE_WHEELS	Gelagerter Ansatz, Tuchanwendung und Dreirad-Bedingung	HOW	PROSE_STATEMENT	B4	f83r	E358;E359;E360;E361	qolkain dal skar shedy	weitere Portion -> dorthin -> von dort ausgiessen -> kurz absetzen lassen; Schluss	Gib eine weitere Portion dorthin, giesse sie von dort aus, lass absetzen und schliesse.	aktuellen Stoff- oder Stationsposten ausführen
83	24	B5-S001	D3_STORED_APPLICATION_THREE_WHEELS	Gelagerter Ansatz, Tuchanwendung und Dreirad-Bedingung	HOW	PROSE_STATEMENT	B5	f83r	E362	otchdy	Folgegang vollziehen; Schluss	Führe die Folgeumsetzung aus und schließe	aktuellen Stoff- oder Stationsposten ausführen
84	25	B5-S002	D3_STORED_APPLICATION_THREE_WHEELS	Gelagerter Ansatz, Tuchanwendung und Dreirad-Bedingung	HOW	PROSE_STATEMENT	B5	f83r	E363	qokchdy	Umsetzung ansetzen; Schluss	Setze um und schließe	aktuellen Stoff- oder Stationsposten ausführen
85	26	B5-S003	D3_STORED_APPLICATION_THREE_WHEELS	Gelagerter Ansatz, Tuchanwendung und Dreirad-Bedingung	HOW	PROSE_STATEMENT	B5	f83r	E364;E365;E366;E367;E368;E369;E370;E371;E372	shedal dal cheol lol chdal aiin sol daiiin chedy	dort absetzen -> dorthin -> fortsetzen -> von dort weiterfuehren -> dort umsetzen -> Sollmaß -> fortsetzen -> Öffnungsstufe -> laufenden Posten umsetzen	Lass dort absetzen, fuehre dorthin und weiter, fuehre von dort weiter, setze dort um, stelle das Sollmass ein und setze weiter um.	aktuellen Stoff- oder Stationsposten ausführen
86	27	B6-S001	D3_STORED_APPLICATION_THREE_WHEELS	Gelagerter Ansatz, Tuchanwendung und Dreirad-Bedingung	HOW	PROSE_STATEMENT	B6	f83r	E373;E374;E375;E376;E377;E378;E379;E380;E381	solkeey qekey raly ol daiin ol dain chey ldalor	länger sammeln -> roh -> diesen Posten dorthin -> fortsetzen -> Sollmaß -> fortsetzen -> Tuch -> dieser Posten -> Endziel	Sammle den rohen Posten laenger, fuehre diesen Posten dorthin, stelle das Sollmass ein, lege das Tuch ein und fuehre den Posten zum Endziel.	aktuellen Stoff- oder Stationsposten ausführen
87	1	D4-C01-SOURCE-TO-TARGET-ASPECT	D4_FRESH_PLANT_LEFT_WHEEL	Frische Pflanzenfolge im langen Beckenweg mit linker Radablesung	WHEN	SELECTED_ASTRO_OPTION	M67_LEFT_ASPECT_FIELDS	f67r2	A1:G081;A1:G082;A1:G083	dokan oear odal	Sternplatz A1_LEFT_LOCAL_FIELD_33: Diagrammposten setzen oder aktivieren; lokaler Namensrest d/an. | Sternplatz A1_LEFT_LOCAL_FIELD_33: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest oe. | Sternplatz A1_LEFT_LOCAL_FIELD_33: Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest od.	Feld 33: den Posten vom bezeichneten Ausgang zum Ziel aktivieren	bildet die wiederholten Übergaben der frischen Pflanzencharge direkt ab
88	2	D4-C02-INPUT-TARGET-GRADE	D4_FRESH_PLANT_LEFT_WHEEL	Frische Pflanzenfolge im langen Beckenweg mit linker Radablesung	WHEN	SELECTED_ASTRO_OPTION	M67_LEFT_OUTER_STATIONS	f67r2	A1:G137;A1:G138;A1:G139	cho dal g	Sternplatz A1_LEFT_OUTER_STAR_STATION_07: Eingangsobjekt oder Eingangsbedingung. | Sternplatz A1_LEFT_OUTER_STAR_STATION_07: zum bezeichneten Zielplatz. | A1_LEFT_OUTER_STAR_STATION_07: Gradwert.	äußere Station 7: Eingangsposten zum Ziel bringen und Grad notieren	passt zur langen Beckenfolge mit mehreren Zielstellen
89	3	D4-C03-TARGET-GRADE-SHORT	D4_FRESH_PLANT_LEFT_WHEEL	Frische Pflanzenfolge im langen Beckenweg mit linker Radablesung	WHEN	SELECTED_ASTRO_OPTION	M67_LEFT_RING_RULE	f67r2	A1:G156;A1:G166	aldaiin okey	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Zielsektor, Zielstern oder Zielfeld + Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest d. | Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: in kurzer Stufe setzen.	Zielgrad übernehmen und den Zielposten kurz ansetzen	schließt die lange Übergabefolge mit einer kurzen Zielbehandlung
90	4	H5-S001	D4_FRESH_PLANT_LEFT_WHEEL	Frische Pflanzenfolge im langen Beckenweg mit linker Radablesung	WHAT	PROSE_STATEMENT	H5	f56r	E074;E075;E076;E077;E078;E079;E080;E081;E082	chochor cho chodaly daiin sho kchol otchor choky dal	Zutatenansatz -> Zutat -> diese Zutat zur Stelle bringen -> Sollmaß -> Zutat -> weiter bearbeiten -> Folgeansatz -> aktuellen Posten ansetzen -> dorthin	Bereite einen Zutatenansatz, gib die Zutat dorthin nach Sollmass, bearbeite die naechste Zutat weiter, beginne den Folgeansatz und setze den Posten dort an.	aktuellen Stoff- oder Stationsposten ausführen
91	5	H5-S002	D4_FRESH_PLANT_LEFT_WHEEL	Frische Pflanzenfolge im langen Beckenweg mit linker Radablesung	WHAT	PROSE_STATEMENT	H5	f56r	E083;E084;E085;E086	schol choy choky cheeckhody	Voriges -> diese Zutat -> aktuellen Posten ansetzen -> auftragen	Nimm vom Vorposten diese Zutat, setze sie an und trage sie auf.	aktuellen Stoff- oder Stationsposten ausführen
92	6	H5-S003	D4_FRESH_PLANT_LEFT_WHEEL	Frische Pflanzenfolge im langen Beckenweg mit linker Radablesung	WHAT	PROSE_STATEMENT	H5	f56r	E087;E088;E089;E090	sh cho kchey qokokchy	Staengel -> Zutat -> diesen Posten kurz bearbeiten -> erneut ansetzen	Nimm den Staengel als Zutat, bearbeite diesen Posten kurz und setze ihn erneut an.	aktuellen Stoff- oder Stationsposten ausführen
93	7	H5-S004	D4_FRESH_PLANT_LEFT_WHEEL	Frische Pflanzenfolge im langen Beckenweg mit linker Radablesung	WHAT	PROSE_STATEMENT	H5	f56r	E091;E092;E093	okchy chokcheo kchal	Posten zur Weiterbearbeitung ansetzen -> Auszug zugeben -> an der Zielstelle bearbeiten	Setze den Posten an, gib den Auszug zu und bearbeite ihn an der Zielstelle.	aktuellen Stoff- oder Stationsposten ausführen
94	8	H5-S005	D4_FRESH_PLANT_LEFT_WHEEL	Frische Pflanzenfolge im langen Beckenweg mit linker Radablesung	WHAT	PROSE_STATEMENT	H5	f56r	E094;E095;E096;E097	sho chokchy kchoar sotodan	Zutat -> Posten zur Weiterbearbeitung ansetzen -> Auszug daraus -> danach anwenden	Setze den Ansatz als Zutat an, nimm den Auszug daraus und wende ihn danach an.	aktuellen Stoff- oder Stationsposten ausführen
95	9	H5-S006	D4_FRESH_PLANT_LEFT_WHEEL	Frische Pflanzenfolge im langen Beckenweg mit linker Radablesung	WHAT	PROSE_STATEMENT	H5	f56r	E098;E099;E100	otchey keol daiin	nächster Teilposten -> kurz weiterbearbeiten -> Sollmaß	Nimm den Folgeposten, fuehre ihn kurz weiter und stelle das Sollmass ein.	aktuellen Stoff- oder Stationsposten ausführen
96	10	B3-S001	D4_FRESH_PLANT_LEFT_WHEEL	Frische Pflanzenfolge im langen Beckenweg mit linker Radablesung	HOW	PROSE_STATEMENT	B3	f83r	E229	olkeedy	länger sammeln; Schluss	Sammle länger und schließe	aktuellen Stoff- oder Stationsposten ausführen
97	11	B3-S002	D4_FRESH_PLANT_LEFT_WHEEL	Frische Pflanzenfolge im langen Beckenweg mit linker Radablesung	HOW	PROSE_STATEMENT	B3	f83r	E230;E231	qotal chkeedy	danach dorthin -> länger wärmen; Schluss	Führe danach dorthin, wärme länger und schließe	aktuellen Stoff- oder Stationsposten ausführen
98	12	B3-S003	D4_FRESH_PLANT_LEFT_WHEEL	Frische Pflanzenfolge im langen Beckenweg mit linker Radablesung	HOW	PROSE_STATEMENT	B3	f83r	E232;E233;E234;E235	chey daiin chey lchedy	dieser Posten -> Sollmaß -> dieser Posten -> abführen; Schluss	Nimm den aktuellen Posten nach Sollmaß, führe ihn ab und schließe	aktuellen Stoff- oder Stationsposten ausführen
99	13	B3-S004	D4_FRESH_PLANT_LEFT_WHEEL	Frische Pflanzenfolge im langen Beckenweg mit linker Radablesung	HOW	PROSE_STATEMENT	B3	f83r	E236;E237;E238	qokaiin qotal dar	auf Sollmaß einstellen -> danach dorthin -> aus dem Ansatz	Stelle das Sollmaß ein, führe danach dorthin und nimm daraus	aktuellen Stoff- oder Stationsposten ausführen
100	14	B3-S005	D4_FRESH_PLANT_LEFT_WHEEL	Frische Pflanzenfolge im langen Beckenweg mit linker Radablesung	HOW	PROSE_STATEMENT	B3	f83r	E239	schedy	Posten überführen; Schluss	Setze die entnommene Sollmaßportion um und schließe	aktuellen Stoff- oder Stationsposten ausführen
101	15	B3-S006	D4_FRESH_PLANT_LEFT_WHEEL	Frische Pflanzenfolge im langen Beckenweg mit linker Radablesung	HOW	PROSE_STATEMENT	B3	f83r	E240;E241;E242	chedchy qokal olchedy	diesen Posten überführen -> dort ansetzen -> weiterüberführen; Schluss	Setze dorthin um, führe weiter und schließe	aktuellen Stoff- oder Stationsposten ausführen
102	16	B3-S007	D4_FRESH_PLANT_LEFT_WHEEL	Frische Pflanzenfolge im langen Beckenweg mit linker Radablesung	HOW	PROSE_STATEMENT	B3	f83r	E243;E244;E245	qokaiin chedy qokeedy	auf Sollmaß einstellen -> laufenden Posten umsetzen -> länger ansetzen; Schluss	Stelle das Sollmaß ein, setze um, setze länger an und schließe	aktuellen Stoff- oder Stationsposten ausführen
103	17	B3-S008	D4_FRESH_PLANT_LEFT_WHEEL	Frische Pflanzenfolge im langen Beckenweg mit linker Radablesung	HOW	PROSE_STATEMENT	B3	f83r	E246	lchedy	abführen; Schluss	Führe ab und schließe	aktuellen Stoff- oder Stationsposten ausführen
104	18	B3-S009	D4_FRESH_PLANT_LEFT_WHEEL	Frische Pflanzenfolge im langen Beckenweg mit linker Radablesung	HOW	PROSE_STATEMENT	B3	f83r	E247	qoky	aktuellen Posten ansetzen	Setze den Posten an	aktuellen Stoff- oder Stationsposten ausführen
105	19	B3-S010	D4_FRESH_PLANT_LEFT_WHEEL	Frische Pflanzenfolge im langen Beckenweg mit linker Radablesung	HOW	PROSE_STATEMENT	B3	f83r	E248;E249	pchedal otedy	Einlass -> kurze Folge; Schluss	Führe den angesetzten Posten am Einlass zu, nimm die kurze Folge und schließe	aktuellen Stoff- oder Stationsposten ausführen
106	20	B3-S011	D4_FRESH_PLANT_LEFT_WHEEL	Frische Pflanzenfolge im langen Beckenweg mit linker Radablesung	HOW	PROSE_STATEMENT	B3	f83r	E250;E251;E252;E253	shecthedchy qoky chedy chary	bereiten Posten umsetzen -> aktuellen Posten ansetzen -> laufenden Posten umsetzen -> aus diesem Posten	Setze den bereiten Posten um, setze ihn an, setze erneut um und nimm daraus den folgenden Posten.	aktuellen Stoff- oder Stationsposten ausführen
107	21	B3-S012	D4_FRESH_PLANT_LEFT_WHEEL	Frische Pflanzenfolge im langen Beckenweg mit linker Radablesung	HOW	PROSE_STATEMENT	B3	f83r	E254;E255	sor shedy	Ansatz -> kurz absetzen lassen; Schluss	Lass den aufgestrichenen und abgekühlten Ansatz absetzen und schließe	aktuellen Stoff- oder Stationsposten ausführen
108	22	B3-S013	D4_FRESH_PLANT_LEFT_WHEEL	Frische Pflanzenfolge im langen Beckenweg mit linker Radablesung	HOW	PROSE_STATEMENT	B3	f83r	E256;E257;E258;E259	qokaiin chkain shcthey qokedy	auf Sollmaß einstellen -> eine Portion -> kurz bereithalten -> kurz ansetzen; Schluss	Stelle das Sollmaß ein, nimm eine Portion, halte kurz bereit, setze kurz an und schließe	aktuellen Stoff- oder Stationsposten ausführen
109	23	B3-S014	D4_FRESH_PLANT_LEFT_WHEEL	Frische Pflanzenfolge im langen Beckenweg mit linker Radablesung	HOW	PROSE_STATEMENT	B3	f83r	E260;E261	okair sheedy	Wasser einlassen -> länger absetzen; Schluss	Lass Wasser ein, lass länger absetzen und schließe	aktuellen Stoff- oder Stationsposten ausführen
110	24	B3-S015	D4_FRESH_PLANT_LEFT_WHEEL	Frische Pflanzenfolge im langen Beckenweg mit linker Radablesung	HOW	PROSE_STATEMENT	B3	f83r	E262	lchedy	abführen; Schluss	Führe ab und schließe	aktuellen Stoff- oder Stationsposten ausführen
111	25	B3-S016	D4_FRESH_PLANT_LEFT_WHEEL	Frische Pflanzenfolge im langen Beckenweg mit linker Radablesung	HOW	PROSE_STATEMENT	B3	f83r	E263;E264	lo qokchedy	abfuehren -> angesetzten Inhalt überführen; Schluss	Fuehre ab, setze den Posten um und schliesse.	aktuellen Stoff- oder Stationsposten ausführen
112	26	B3-S017	D4_FRESH_PLANT_LEFT_WHEEL	Frische Pflanzenfolge im langen Beckenweg mit linker Radablesung	HOW	PROSE_STATEMENT	B3	f83r	E265	qokeedy	länger ansetzen; Schluss	Setze länger an und schließe	aktuellen Stoff- oder Stationsposten ausführen
113	27	B3-S018	D4_FRESH_PLANT_LEFT_WHEEL	Frische Pflanzenfolge im langen Beckenweg mit linker Radablesung	HOW	PROSE_STATEMENT	B3	f83r	E266	shedy	kurz absetzen lassen; Schluss	Lass absetzen und schließe	aktuellen Stoff- oder Stationsposten ausführen
114	28	B3-S019	D4_FRESH_PLANT_LEFT_WHEEL	Frische Pflanzenfolge im langen Beckenweg mit linker Radablesung	HOW	PROSE_STATEMENT	B3	f83r	E267	qokshedy	Absetzgang ansetzen; Schluss	Lass absetzen und schließe	aktuellen Stoff- oder Stationsposten ausführen
115	29	B3-S020	D4_FRESH_PLANT_LEFT_WHEEL	Frische Pflanzenfolge im langen Beckenweg mit linker Radablesung	HOW	PROSE_STATEMENT	B3	f83r	E268;E269	dal lchedy	dorthin -> abführen; Schluss	Führe dorthin, führe ab und schließe	aktuellen Stoff- oder Stationsposten ausführen
116	30	B3-S021	D4_FRESH_PLANT_LEFT_WHEEL	Frische Pflanzenfolge im langen Beckenweg mit linker Radablesung	HOW	PROSE_STATEMENT	B3	f83r	E270;E271;E272;E273;E274;E275;E276;E277;E278;E279;E280	qokaiin shcthy dal sy saiin shedal shecthy chey tal shcthy dalchdy	auf Sollmaß einstellen -> bereit -> dorthin -> dieser Posten -> Sollmaß -> dort absetzen -> kurz bereit halten -> dieser Posten -> dorthin -> bereit -> dorthin umsetzen; Schluss	Stelle das Sollmass ein, halte bereit, fuehre dorthin, lass dort absetzen, halte den Posten kurz bereit, fuehre ihn erneut dorthin, setze um und schliesse.	aktuellen Stoff- oder Stationsposten ausführen
117	31	B3-S022	D4_FRESH_PLANT_LEFT_WHEEL	Frische Pflanzenfolge im langen Beckenweg mit linker Radablesung	HOW	PROSE_STATEMENT	B3	f83r	E281	qotchedy	nächsten Posten überführen; Schluss	Führe die Folgeumsetzung aus und schließe	aktuellen Stoff- oder Stationsposten ausführen
118	32	B3-S023	D4_FRESH_PLANT_LEFT_WHEEL	Frische Pflanzenfolge im langen Beckenweg mit linker Radablesung	HOW	PROSE_STATEMENT	B3	f83r	E282	lchedy	abführen; Schluss	Führe ab und schließe	aktuellen Stoff- oder Stationsposten ausführen
119	33	B3-S024	D4_FRESH_PLANT_LEFT_WHEEL	Frische Pflanzenfolge im langen Beckenweg mit linker Radablesung	HOW	PROSE_STATEMENT	B3	f83r	E283	tchedy	Posten überführen; Schluss	Setze um und schließe	aktuellen Stoff- oder Stationsposten ausführen
120	34	B3-S025	D4_FRESH_PLANT_LEFT_WHEEL	Frische Pflanzenfolge im langen Beckenweg mit linker Radablesung	HOW	PROSE_STATEMENT	B3	f83r	E284	qokchdy	Umsetzung ansetzen; Schluss	Setze um und schließe	aktuellen Stoff- oder Stationsposten ausführen
121	35	B3-S026	D4_FRESH_PLANT_LEFT_WHEEL	Frische Pflanzenfolge im langen Beckenweg mit linker Radablesung	HOW	PROSE_STATEMENT	B3	f83r	E285;E286;E287;E288;E289;E290;E291	cheedar chldaiin chedy qokain checthy chealror solkeedy	von dort umsetzen -> Absetzmaß -> laufenden Posten umsetzen -> eine Portion zugeben -> bereit -> Ansatz von dort zur Zielstelle -> länger sammeln; Schluss	Setze von dort um, warte bis zum Absetzmass, setze erneut um, gib eine Portion zu, halte bereit, fuehre den Ansatz von dort zur Zielstelle, sammle laenger und schliesse.	aktuellen Stoff- oder Stationsposten ausführen
122	36	B3-S027	D4_FRESH_PLANT_LEFT_WHEEL	Frische Pflanzenfolge im langen Beckenweg mit linker Radablesung	HOW	PROSE_STATEMENT	B3	f83r	E292	qoteedy	lange Folge; Schluss	Nimm die lange Folge und schließe	aktuellen Stoff- oder Stationsposten ausführen
123	37	B3-S028	D4_FRESH_PLANT_LEFT_WHEEL	Frische Pflanzenfolge im langen Beckenweg mit linker Radablesung	HOW	PROSE_STATEMENT	B3	f83r	E293;E294	qokeey qokedy	länger ansetzen -> kurz ansetzen; Schluss	Setze länger, dann kurz an und schließe	aktuellen Stoff- oder Stationsposten ausführen
124	38	B3-S029	D4_FRESH_PLANT_LEFT_WHEEL	Frische Pflanzenfolge im langen Beckenweg mit linker Radablesung	HOW	PROSE_STATEMENT	B3	f83r	E295;E296;E297	sol cheeety qokedy	fortsetzen -> ganzen Teilposten -> kurz ansetzen; Schluss	Fuehre weiter, nimm den ganzen Teilposten, setze kurz an und schliesse.	aktuellen Stoff- oder Stationsposten ausführen
125	39	B3-S030	D4_FRESH_PLANT_LEFT_WHEEL	Frische Pflanzenfolge im langen Beckenweg mit linker Radablesung	HOW	PROSE_STATEMENT	B3	f83r	E298;E299;E300;E301	qoky saiin schedair otchedy	aktuellen Posten ansetzen -> Sollmaß -> Wasser weiterleiten -> nächsten Posten überführen; Schluss	Setze den Posten nach Sollmaß an, leite Wasser weiter, führe die Folgeumsetzung aus und schließe	aktuellen Stoff- oder Stationsposten ausführen
126	40	B3-S031	D4_FRESH_PLANT_LEFT_WHEEL	Frische Pflanzenfolge im langen Beckenweg mit linker Radablesung	HOW	PROSE_STATEMENT	B3	f83r	E302	qokeedy	länger ansetzen; Schluss	Setze länger an und schließe	aktuellen Stoff- oder Stationsposten ausführen
127	41	B3-S032	D4_FRESH_PLANT_LEFT_WHEEL	Frische Pflanzenfolge im langen Beckenweg mit linker Radablesung	HOW	PROSE_STATEMENT	B3	f83r	E303;E304;E305;E306;E307	chedain chedy qotedaiin otaiin otedy	Portion umsetzen -> laufenden Posten umsetzen -> kurzes Folgemass -> Folgemaß -> kurze Folge; Schluss	Setze eine Portion um, stelle ein kurzes Folgemass und danach das Folgemass ein, fuehre die kurze Folge aus und schliesse.	aktuellen Stoff- oder Stationsposten ausführen
128	42	B3-S033	D4_FRESH_PLANT_LEFT_WHEEL	Frische Pflanzenfolge im langen Beckenweg mit linker Radablesung	HOW	PROSE_STATEMENT	B3	f83r	E308	ldy	abziehen; Ende	Ziehe ab und schließe	aktuellen Stoff- oder Stationsposten ausführen
129	43	B3-S034	D4_FRESH_PLANT_LEFT_WHEEL	Frische Pflanzenfolge im langen Beckenweg mit linker Radablesung	HOW	PROSE_STATEMENT	B3	f83r	E309;E310;E311;E312;E313;E314	soiiin checthy chety otaiin olsaly shedy	Sollstufe -> bereit -> Teil abtrennen -> Folgemaß -> untere Zielstelle -> kurz absetzen lassen; Schluss	Bringe auf Sollstufe, halte bereit, trenne einen Teil ab, stelle das Folgemass ein, fuehre zur unteren Zielstelle, lass absetzen und schliesse.	aktuellen Stoff- oder Stationsposten ausführen
