universal_group_serial	register	unit_id	page	source_serial	locus	field_or_address	statement_or_station	exact_card_or_local_group_id	formal_value	atomic_or_whole_card_mnemonic	source_order_slot	local_selected_source_fragment	abbreviation_channel	register_state_before	register_update	register_state_after	selected_parse_status	terminal_status	renderer_instruction	rendered_surface	reverse_lookup_requirement	semantic_invertibility_from_surface_alone	source_fragment_digest	mechanical_roundtrip_token	roundtrip_status
219	BIO	B2	f82r	219	f82r.26	F063	B2-S016	b5fcea1eaed06b2f2291	SET(<ARG_AIIN>) || STANDARDSLOT_SETZEN	UNKNOWN	PARAMETER_ASSIGN	[FORMAL:STANDARDSLOT_SETZEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B2:I004] [EXEMPLAR:A010+A011+A021:den aktiven Posten nach der örtlichen Vorschrift bemessen]	LICENSED_FORMAL_SLOT_CARD	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I003	FORMAL_STANDARD_SLOT:=OPAQUE_EVENT_VALUE;FOUR_REGISTERS=CARRY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T011;PREVIOUS_ITEM=B2:I003	UNIQUE_FORMAL_ONLY	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	qokaiin	CARD_OR_FORMAL_SKELETON_PLUS_RECORD_CONTEXT	NOT_CLAIMED	eb8e8073c961b7b6a23d	d0d977005d8005eb0835	PASS_EXACT_IDENTITY_AND_CONTEXT
220	BIO	B2	f82r	220	f82r.26	F063	B2-S016	08bd5ca0c2ad137a056d	OPAQUE_PAYLOAD || NONE	UNKNOWN	EXEMPLAR_TAIL	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A008+A011+A021:warmes Wasser]	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I003	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T011;PREVIOUS_ITEM=B2:I003	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	okey	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED	NOT_CLAIMED	9baf2ec7fe5fe92b5696	81ca5d52ab4f368c2662	PASS_EXACT_IDENTITY_AND_CONTEXT
221	BIO	B2	f82r	221	f82r.27	F064	B2-S016	65df3cd9e59060042d47	CLOSE(OPAQUE_PAYLOAD) || NONE	UNKNOWN	EXEMPLAR_TAIL	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A011+A021:ziehe es ab und beende den Schritt]	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I003	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T011;PREVIOUS_ITEM=B2:I003	UNPARSED_EXEMPLAR	TERMINAL	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; ATTACH_SELECTED_CLOSE_AND_COMMIT_FIELD; CONTINUE_STATEMENT_ACROSS_PHYSICAL_LINE	pchedy	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED	NOT_CLAIMED	0b756b1f162f9917b828	a7cd8531602aa9146d85	PASS_EXACT_IDENTITY_AND_CONTEXT
222	BIO	B2	f82r	222	f82r.27	F065	B2-S017	98bdc4244c84cbef3321	OPAQUE_PAYLOAD + <ARG_AL> || NONE	UNKNOWN	TARGET_ASSIGNMENT	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A008+A011+A021:gieße das erwärmte Wasser ein]	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T011;PREVIOUS_ITEM=B2:I003	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; START_OR_RESUME_NEXT_SELECTED_STATEMENT	rsheal	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED	NOT_CLAIMED	062db9d3abc228cd4b9f	0b57df84f3186d472b50	PASS_EXACT_IDENTITY_AND_CONTEXT
223	BIO	B2	f82r	223	f82r.27	F065	B2-S017	78b3b3140714da19090d	CLOSE(OPAQUE_PAYLOAD) || NONE	UNKNOWN	EXEMPLAR_TAIL	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A003+A009+A011+A014+A021:wiederhole es an der zweiten Öffnung und beende den Schritt]	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T011;PREVIOUS_ITEM=B2:I003	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	UNPARSED_EXEMPLAR	TERMINAL	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; ATTACH_SELECTED_CLOSE_AND_COMMIT_FIELD; CONTINUE_WITHIN_SELECTED_FIELD	daldy	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED	NOT_CLAIMED	9bacf049ee9bf4d99333	14f015677d81845b500a	PASS_EXACT_IDENTITY_AND_CONTEXT
224	BIO	B2	f82r	224	f82r.27	F066	B2-S018	7d25241b0e56c836372a	CLOSE(OPAQUE_PAYLOAD) || NONE	UNKNOWN	EXEMPLAR_TAIL	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A004+A005+A008+A011+A015+A021:lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	UNPARSED_EXEMPLAR	TERMINAL	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; ATTACH_SELECTED_CLOSE_AND_COMMIT_FIELD; START_OR_RESUME_NEXT_SELECTED_STATEMENT	qokeedy	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED	NOT_CLAIMED	9ca60c8ead852ce88de1	bc5fdadf312f95819a54	PASS_EXACT_IDENTITY_AND_CONTEXT
225	BIO	B2	f82r	225	f82r.27	F067	B2-S019	7f68f60279efe6b28cd7	CLOSE(OPAQUE_PAYLOAD) || NONE	UNKNOWN	EXEMPLAR_TAIL	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A005+A010+A011+A015+A021:verwende den Anteil als örtliche Waschung und beende den Schritt]	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	UNPARSED_EXEMPLAR	TERMINAL	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; ATTACH_SELECTED_CLOSE_AND_COMMIT_FIELD; START_OR_RESUME_NEXT_SELECTED_STATEMENT	rshedy	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED	NOT_CLAIMED	0c71d2ae0aea78dfd8a2	9dfe5a67ffe57fcef027	PASS_EXACT_IDENTITY_AND_CONTEXT
226	BIO	B2	f82r	226	f82r.27	F068	B2-S020	ff178343c18e287ce3b7	CLOSE(FRAME_OT(OPAQUE_PAYLOAD)) || NONE	UNKNOWN	RELATION_LINK	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A004+A006+A008+A011+A014+A021:lege ein warmes Tuch auf die bezeichnete äußere Stelle und beende den Schritt]	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	UNPARSED_EXEMPLAR	TERMINAL	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; ATTACH_SELECTED_CLOSE_AND_COMMIT_FIELD; START_OR_RESUME_NEXT_SELECTED_STATEMENT	qoteedy	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED	NOT_CLAIMED	9f31edd0db813e222b86	2c42a4cceba901fdca9f	PASS_EXACT_IDENTITY_AND_CONTEXT
227	BIO	B2	f82r	227	f82r.27	F069	B2-S021	7d25241b0e56c836372a	CLOSE(OPAQUE_PAYLOAD) || NONE	UNKNOWN	EXEMPLAR_TAIL	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A004+A005+A008+A011+A015+A021:lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	UNPARSED_EXEMPLAR	TERMINAL	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; ATTACH_SELECTED_CLOSE_AND_COMMIT_FIELD; START_OR_RESUME_NEXT_SELECTED_STATEMENT	qokeedy	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED	NOT_CLAIMED	9ca60c8ead852ce88de1	cdba3220d74add7f5680	PASS_EXACT_IDENTITY_AND_CONTEXT
228	BIO	B2	f82r	228	f82r.27	F070	B2-S022	f2af6326898fb5b490a4	CLOSE(OPAQUE_PAYLOAD) || NONE	UNKNOWN	EXEMPLAR_TAIL	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A010+A011+A013+A021:mische zu gleichen Teilen und beende den Schritt]	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	UNPARSED_EXEMPLAR	TERMINAL	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; ATTACH_SELECTED_CLOSE_AND_COMMIT_FIELD; START_OR_RESUME_NEXT_SELECTED_STATEMENT	lochedy	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED	NOT_CLAIMED	248d793fad032bb787a0	f1b3e012720020d26ab6	PASS_EXACT_IDENTITY_AND_CONTEXT
229	BIO	B3	f83r	229	f83r.3	F071	B3-S001	3b70942557b3a40e8030	CLOSE(OPAQUE_PAYLOAD) || NONE	UNKNOWN	EXEMPLAR_TAIL	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A011+A022:lasse die Flüssigkeit sich setzen und beende den Schritt]	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	UNPARSED_EXEMPLAR	TERMINAL	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; ATTACH_SELECTED_CLOSE_AND_COMMIT_FIELD; START_SELECTED_STATEMENT	olkeedy	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED	NOT_CLAIMED	cde5e5006326cca5366c	c438952da7d2dde96a63	PASS_EXACT_IDENTITY_AND_CONTEXT
230	BIO	B3	f83r	230	f83r.3	F072	B3-S002	90bcf0a9ec0ef56399e6	MARK(<ARG_AL>) || NONE	UNKNOWN	TARGET_ASSIGNMENT	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A003+A011+A022:zum unteren Ablauf hin]	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001;PREVIOUS_ITEM=UNSET	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; START_OR_RESUME_NEXT_SELECTED_STATEMENT	qotal	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED	NOT_CLAIMED	492c035e02e34525af06	960ed70f68a05757ddef	PASS_EXACT_IDENTITY_AND_CONTEXT
231	BIO	B3	f83r	231	f83r.3	F072	B3-S002	a84fbe3ad380df345b97	CLOSE(OPAQUE_PAYLOAD) || NONE	UNKNOWN	EXEMPLAR_TAIL	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A011+A014+A022:benetze den bezeichneten Bereich vollständig und beende den Schritt]	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001;PREVIOUS_ITEM=UNSET	UNPARSED_EXEMPLAR	TERMINAL	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; ATTACH_SELECTED_CLOSE_AND_COMMIT_FIELD; CONTINUE_WITHIN_SELECTED_FIELD	chkeedy	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED	NOT_CLAIMED	c7bb314d671d038a45b8	6c2f242caa7b8cabc96e	PASS_EXACT_IDENTITY_AND_CONTEXT
232	BIO	B3	f83r	232	f83r.3	F073	B3-S003	b921a237be883a820352	OPAQUE_PAYLOAD || NONE	UNKNOWN	EXEMPLAR_TAIL	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A010+A011+A022:Diese aktive Portion]	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001;PREVIOUS_ITEM=UNSET	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; START_OR_RESUME_NEXT_SELECTED_STATEMENT	chey	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED	NOT_CLAIMED	77478ae6fb2e79556792	614c1dbb279302ceaa10	PASS_EXACT_IDENTITY_AND_CONTEXT
233	BIO	B3	f83r	233	f83r.3	F073	B3-S003	2f1c5e56e8f0ff459065	OPAQUE_PAYLOAD || VORGABEPARAMETER?	MASS?	PARAMETER_ASSIGNMENT	[CARD:MASS?] [FORMAL:VORGABEPARAMETER?;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001] [EXEMPLAR:A010+A011+A022:den aktiven Posten nach der örtlichen Vorschrift bemessen]	LICENSED_EXACT_WHOLE_CARD	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001;PREVIOUS_ITEM=UNSET	PARAMETER_SLOT:=EXACT_MASS_VALUE;FOUR_REGISTERS=CARRY || FORMAL_PARAMETER_SLOT:=OPAQUE_EVENT_VALUE;FOUR_REGISTERS=CARRY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001;PREVIOUS_ITEM=UNSET	UNIQUE_CONVERGENT_CHANNELS	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	daiin	CARD_OR_FORMAL_SKELETON_PLUS_RECORD_CONTEXT	NOT_CLAIMED	b5149669bdc2c1b05eb5	50324754efe2dd4db04c	PASS_EXACT_IDENTITY_AND_CONTEXT
234	BIO	B3	f83r	234	f83r.3	F073	B3-S003	b921a237be883a820352	OPAQUE_PAYLOAD || NONE	UNKNOWN	EXEMPLAR_TAIL	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A010+A011+A022:Diese aktive Portion]	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001;PREVIOUS_ITEM=UNSET	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	chey	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED	NOT_CLAIMED	77478ae6fb2e79556792	8713b165de9a3e6affd1	PASS_EXACT_IDENTITY_AND_CONTEXT
235	BIO	B3	f83r	235	f83r.3	F073	B3-S003	de7321bface5628e35d6	CLOSE(OPAQUE_PAYLOAD) || NONE	ABLASSEN?	TERMINAL_ACTION	[CARD:ABLASSEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001] [EXEMPLAR:A001+A002+A003+A011+A013+A022:die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen]	LICENSED_EXACT_WHOLE_CARD	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001;PREVIOUS_ITEM=UNSET	DRAIN(ACTIVE_ITEM/PREPARATION,TARGET/STATION);COMMIT	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001;PREVIOUS_ITEM=UNSET	UNIQUE_EXACT	TERMINAL	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; ATTACH_SELECTED_CLOSE_AND_COMMIT_FIELD; CONTINUE_WITHIN_SELECTED_FIELD	lchedy	CARD_OR_FORMAL_SKELETON_PLUS_RECORD_CONTEXT	NOT_CLAIMED	0c4bee08de30140d7554	83fa5bfb3a7603b1b35f	PASS_EXACT_IDENTITY_AND_CONTEXT
236	BIO	B3	f83r	236	f83r.3	F074	B3-S004	b5fcea1eaed06b2f2291	SET(<ARG_AIIN>) || STANDARDSLOT_SETZEN	UNKNOWN	PARAMETER_ASSIGN	[FORMAL:STANDARDSLOT_SETZEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001] [EXEMPLAR:A010+A011+A022:den aktiven Posten nach der örtlichen Vorschrift bemessen]	LICENSED_FORMAL_SLOT_CARD	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001;PREVIOUS_ITEM=UNSET	FORMAL_STANDARD_SLOT:=OPAQUE_EVENT_VALUE;FOUR_REGISTERS=CARRY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T002;PREVIOUS_ITEM=UNSET	UNIQUE_FORMAL_ONLY	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; START_OR_RESUME_NEXT_SELECTED_STATEMENT	qokaiin	CARD_OR_FORMAL_SKELETON_PLUS_RECORD_CONTEXT	NOT_CLAIMED	f34b09e10080850f7d4b	5b308dfccde72c6d15f0	PASS_EXACT_IDENTITY_AND_CONTEXT
237	BIO	B3	f83r	237	f83r.3	F074	B3-S004	90bcf0a9ec0ef56399e6	MARK(<ARG_AL>) || NONE	UNKNOWN	TARGET_ASSIGNMENT	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A003+A011+A022:zum unteren Ablauf hin]	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T002;PREVIOUS_ITEM=UNSET	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	qotal	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED	NOT_CLAIMED	492c035e02e34525af06	c262daff5bfeb735e323	PASS_EXACT_IDENTITY_AND_CONTEXT
238	BIO	B3	f83r	238	f83r.3	F074	B3-S004	4d4559019a961b834aa1	OPAQUE_PAYLOAD || NONE	UNKNOWN	EXEMPLAR_TAIL	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A007+A011+A022:Daraus, aus demselben Ansatz]	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T002;PREVIOUS_ITEM=UNSET	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	dar	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED	NOT_CLAIMED	38c110a9a6f40b871472	6fefc48b14ad439c6ed4	PASS_EXACT_IDENTITY_AND_CONTEXT
239	BIO	B3	f83r	239	f83r.6	F075	B3-S005	259b2b3b0bf859882e2c	CLOSE(OPAQUE_PAYLOAD) || NONE	UNKNOWN	EXEMPLAR_TAIL	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A002+A003+A005+A009+A011+A015+A022:spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt]	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T002;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T003;PREVIOUS_ITEM=UNSET	UNPARSED_EXEMPLAR	TERMINAL	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; ATTACH_SELECTED_CLOSE_AND_COMMIT_FIELD; START_OR_RESUME_NEXT_SELECTED_STATEMENT	schedy	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED	NOT_CLAIMED	d08c50428e66eef461be	02df3cd89f5bfa895db5	PASS_EXACT_IDENTITY_AND_CONTEXT
240	BIO	B3	f83r	240	f83r.6	F076	B3-S006	5e8441397e7c0faf042b	VARIANT_D(OPAQUE_PAYLOAD) || NONE	UNKNOWN	EXEMPLAR_TAIL	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A008+A011+A022:gieße das erwärmte Wasser ein]	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T003;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; START_OR_RESUME_NEXT_SELECTED_STATEMENT	chedchy	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED	NOT_CLAIMED	d21a00f2100fcc6090e0	36ef090b4c3eaf968a28	PASS_EXACT_IDENTITY_AND_CONTEXT
241	BIO	B3	f83r	241	f83r.6	F076	B3-S006	308e8ea2d5d190c498e8	SET(<ARG_AL>) || LOKALEN_RELATIONSSLOT_SETZEN	UNKNOWN	TARGET_ASSIGN	[FORMAL:LOKALEN_RELATIONSSLOT_SETZEN;KEINE_WORTBEDEUTUNG] [REGISTER:OWNER=B3:O01;TARGET/STATION=B3:T004] [EXEMPLAR:A003+A010+A011+A013+A014+A022:den aktiven Posten an der örtlich bezeichneten Station führen]	LICENSED_FORMAL_SLOT_CARD	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T003;PREVIOUS_ITEM=UNSET	TARGET/STATION:=FORMAL_RELATION_SLOT(OPAQUE_EVENT_VALUE)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	UNIQUE_FORMAL_ONLY	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	qokal	CARD_OR_FORMAL_SKELETON_PLUS_RECORD_CONTEXT	NOT_CLAIMED	64f94f2d2a0c563649bf	bc99ef1f731c0caa0f7a	PASS_EXACT_IDENTITY_AND_CONTEXT
