combined_group_ordinal	namespace	unit_id	page	source_locus	field_or_local_address	statement_or_locus_unit	group_ordinal_within_unit	opaque_whole_card_key	surface_display_only	typed_source_class	silent_state_mode	compiler_channel	licensed_prompt	event_template_or_local_role	external_exemplar_payload_key	external_source_payload	field_grouping_operation	line_reflow_operation	hand_renderer_operation	id_to_surface_encode_status	surface_to_id_decode_status	formal_identity_order_layout_roundtrip	source_intention_without_exemplar	source_intention_with_exemplar	external_exemplar_required_for_complete_source	semantic_contract
102	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.2	F022	B1-S002	2	P:b5fcea1eaed06b2f2291	okaiin	MIXED_AMBIGUOUS	FOUR_RECORD_LOCAL_REGISTERS	STRICT_FORMAL_PROMPT	FORMAL:STANDARDSLOT_SETZEN	PARAMETER_ASSIGN	SRC:P:E102	[FORMAL:STANDARDSLOT_SETZEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I002] [EXEMPLAR:A010+A011+A020:den aktiven Posten nach der örtlichen Vorschrift bemessen]	APPEND_FIELD	SPACE	COPY_OCCURRENCE_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	EXTERNAL_OCCURRENCE_RENDERER_SELECTOR_REQUIRED	UNIQUE_WITHIN_PROSE_DECK	PASS	PARTIAL_CONTROL_TEMPLATE_ONLY	PASS_SELECTED_LOCAL_PAYLOAD	YES	WORKING_PROMPT_NOT_LEXEM;EXACT_CARD_ATOMIC;NO_PAGE_HOST_OR_STRING_INHERITANCE
103	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.2	F022	B1-S002	3	P:22fb87a5a83e5c3fb510	kair	MIXED_AMBIGUOUS	FOUR_RECORD_LOCAL_REGISTERS	EXEMPLAR_WHOLE_CARD	NO_REUSABLE_PROMPT	EXEMPLAR_ONLY	SRC:P:E103	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A001+A003+A011+A020:der zurücklaufende Strom]	APPEND_FIELD	SPACE	COPY_OCCURRENCE_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_DECK_SURFACE	UNIQUE_WITHIN_PROSE_DECK	PASS	LOST_OPAQUE_EVENT	PASS_SELECTED_LOCAL_PAYLOAD	YES	WORKING_PROMPT_NOT_LEXEM;EXACT_CARD_ATOMIC;NO_PAGE_HOST_OR_STRING_INHERITANCE
104	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.2	F022	B1-S002	4	P:308e8ea2d5d190c498e8	okal	MIXED_AMBIGUOUS	FOUR_RECORD_LOCAL_REGISTERS	STRICT_FORMAL_PROMPT	FORMAL:LOKALEN_RELATIONSSLOT_SETZEN	TARGET_ASSIGN	SRC:P:E104	[FORMAL:LOKALEN_RELATIONSSLOT_SETZEN;KEINE_WORTBEDEUTUNG] [REGISTER:OWNER=B1:O01;TARGET/STATION=B1:T005] [EXEMPLAR:A003+A010+A011+A013+A014+A020:den aktiven Posten an der örtlich bezeichneten Station führen]	APPEND_FIELD	SPACE	COPY_OCCURRENCE_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	EXTERNAL_OCCURRENCE_RENDERER_SELECTOR_REQUIRED	UNIQUE_WITHIN_PROSE_DECK	PASS	PARTIAL_CONTROL_TEMPLATE_ONLY	PASS_SELECTED_LOCAL_PAYLOAD	YES	WORKING_PROMPT_NOT_LEXEM;EXACT_CARD_ATOMIC;NO_PAGE_HOST_OR_STRING_INHERITANCE
105	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.2	F022	B1-S002	5	P:4d4559019a961b834aa1	sar	MIXED_AMBIGUOUS	FOUR_RECORD_LOCAL_REGISTERS	EXEMPLAR_WHOLE_CARD	NO_REUSABLE_PROMPT	EXEMPLAR_ONLY	SRC:P:E105	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A007+A011+A020:Daraus, aus demselben Ansatz]	APPEND_FIELD	SPACE	COPY_OCCURRENCE_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	EXTERNAL_OCCURRENCE_RENDERER_SELECTOR_REQUIRED	UNIQUE_WITHIN_PROSE_DECK	PASS	LOST_OPAQUE_EVENT	PASS_SELECTED_LOCAL_PAYLOAD	YES	WORKING_PROMPT_NOT_LEXEM;EXACT_CARD_ATOMIC;NO_PAGE_HOST_OR_STRING_INHERITANCE
106	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.2	F022	B1-S002	6	P:dcda95c81a5460feb191	ol	MIXED_AMBIGUOUS	FOUR_RECORD_LOCAL_REGISTERS	STRICT_FORMAL_PROMPT	FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	LINK_ACTIVE	SRC:P:E106	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I002;PREVIOUS_ITEM=B1:I001] [EXEMPLAR:A010+A011+A013+A020:den recordlokalen aktiven Posten im Arbeitsgang fortführen]	APPEND_FIELD	SPACE	COPY_OCCURRENCE_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	EXTERNAL_OCCURRENCE_RENDERER_SELECTOR_REQUIRED	UNIQUE_WITHIN_PROSE_DECK	PASS	PARTIAL_CONTROL_TEMPLATE_ONLY	PASS_SELECTED_LOCAL_PAYLOAD	YES	WORKING_PROMPT_NOT_LEXEM;EXACT_CARD_ATOMIC;NO_PAGE_HOST_OR_STRING_INHERITANCE
107	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.2	F022	B1-S002	7	P:9da1b6ac2c929daea697	kain	MIXED_AMBIGUOUS	FOUR_RECORD_LOCAL_REGISTERS	EXEMPLAR_WHOLE_CARD	NO_REUSABLE_PROMPT	EXEMPLAR_ONLY	SRC:P:E107	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A010+A011+A020:ein abgemessener Anteil]	APPEND_FIELD	SPACE	COPY_OCCURRENCE_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	EXTERNAL_OCCURRENCE_RENDERER_SELECTOR_REQUIRED	UNIQUE_WITHIN_PROSE_DECK	PASS	LOST_OPAQUE_EVENT	PASS_SELECTED_LOCAL_PAYLOAD	YES	WORKING_PROMPT_NOT_LEXEM;EXACT_CARD_ATOMIC;NO_PAGE_HOST_OR_STRING_INHERITANCE
108	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.2	F022	B1-S002	8	P:94df4847b7b16c98394a	olkain	MIXED_AMBIGUOUS	FOUR_RECORD_LOCAL_REGISTERS	EXEMPLAR_WHOLE_CARD	NO_REUSABLE_PROMPT	EXEMPLAR_ONLY	SRC:P:E108	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A002+A011+A020:das untere Becken]	APPEND_FIELD	SPACE	COPY_OCCURRENCE_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	EXTERNAL_OCCURRENCE_RENDERER_SELECTOR_REQUIRED	UNIQUE_WITHIN_PROSE_DECK	PASS	LOST_OPAQUE_EVENT	PASS_SELECTED_LOCAL_PAYLOAD	YES	WORKING_PROMPT_NOT_LEXEM;EXACT_CARD_ATOMIC;NO_PAGE_HOST_OR_STRING_INHERITANCE
109	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.2	F022	B1-S002	9	P:dd0ecaf5e27d81befffc	al	MIXED_AMBIGUOUS	FOUR_RECORD_LOCAL_REGISTERS	EXACT_MNEMONIC	MNEMONIC:ZIEL?	TARGET_ASSIGN	SRC:P:E109	[CARD:ZIEL?] [REGISTER:OWNER=B1:O01;TARGET/STATION=B1:T005] [EXEMPLAR:A003+A010+A011+A013+A014+A020:den aktiven Posten an der örtlich bezeichneten Station führen]	APPEND_FIELD	SPACE	COPY_OCCURRENCE_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	EXTERNAL_OCCURRENCE_RENDERER_SELECTOR_REQUIRED	UNIQUE_WITHIN_PROSE_DECK	PASS	PARTIAL_CONTROL_TEMPLATE_ONLY	PASS_SELECTED_LOCAL_PAYLOAD	YES	WORKING_PROMPT_NOT_LEXEM;EXACT_CARD_ATOMIC;NO_PAGE_HOST_OR_STRING_INHERITANCE
110	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.2	F022	B1-S002	10	P:dcda95c81a5460feb191	ol	MIXED_AMBIGUOUS	FOUR_RECORD_LOCAL_REGISTERS	STRICT_FORMAL_PROMPT	FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	LINK_ACTIVE	SRC:P:E110	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I002;PREVIOUS_ITEM=B1:I001] [EXEMPLAR:A010+A011+A013+A020:den recordlokalen aktiven Posten im Arbeitsgang fortführen]	APPEND_FIELD	SPACE	COPY_OCCURRENCE_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	EXTERNAL_OCCURRENCE_RENDERER_SELECTOR_REQUIRED	UNIQUE_WITHIN_PROSE_DECK	PASS	PARTIAL_CONTROL_TEMPLATE_ONLY	PASS_SELECTED_LOCAL_PAYLOAD	YES	WORKING_PROMPT_NOT_LEXEM;EXACT_CARD_ATOMIC;NO_PAGE_HOST_OR_STRING_INHERITANCE
111	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.2	F022	B1-S002	11	P:1496a731803a9f48d2e1	rol	MIXED_AMBIGUOUS	FOUR_RECORD_LOCAL_REGISTERS	EXEMPLAR_WHOLE_CARD	NO_REUSABLE_PROMPT	EXEMPLAR_ONLY	SRC:P:E111	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A008+A011+A020:bevor es abkühlt]	APPEND_FIELD	SPACE	COPY_OCCURRENCE_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_DECK_SURFACE	UNIQUE_WITHIN_PROSE_DECK	PASS	LOST_OPAQUE_EVENT	PASS_SELECTED_LOCAL_PAYLOAD	YES	WORKING_PROMPT_NOT_LEXEM;EXACT_CARD_ATOMIC;NO_PAGE_HOST_OR_STRING_INHERITANCE
112	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.2	F022	B1-S002	12	P:0f18de177ed7c878bf95	dl	MIXED_AMBIGUOUS	FOUR_RECORD_LOCAL_REGISTERS	EXEMPLAR_WHOLE_CARD	NO_REUSABLE_PROMPT	EXEMPLAR_ONLY	SRC:P:E112	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A001+A005+A007+A011+A012+A015+A020:der vorbereitete Bade- oder Waschzusatz]	OPEN_FIELD_CUT	LINE_RESET	COPY_OCCURRENCE_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_DECK_SURFACE	UNIQUE_WITHIN_PROSE_DECK	PASS	LOST_OPAQUE_EVENT	PASS_SELECTED_LOCAL_PAYLOAD	YES	WORKING_PROMPT_NOT_LEXEM;EXACT_CARD_ATOMIC;NO_PAGE_HOST_OR_STRING_INHERITANCE
113	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.7	F023	B1-S002	13	P:dec401773c1f0347793d	olor	MIXED_AMBIGUOUS	FOUR_RECORD_LOCAL_REGISTERS	EXACT_MNEMONIC	MNEMONIC:VORIGES?	SELECT_PREVIOUS	SRC:P:E113	[CARD:VORIGES?] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I002;PREVIOUS_ITEM=B1:I001] [EXEMPLAR:A009+A010+A011+A020:den vorigen recordlokalen Posten wieder aufnehmen]	APPEND_FIELD	SPACE	COPY_OCCURRENCE_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	EXTERNAL_OCCURRENCE_RENDERER_SELECTOR_REQUIRED	UNIQUE_WITHIN_PROSE_DECK	PASS	PARTIAL_CONTROL_TEMPLATE_ONLY	PASS_SELECTED_LOCAL_PAYLOAD	YES	WORKING_PROMPT_NOT_LEXEM;EXACT_CARD_ATOMIC;NO_PAGE_HOST_OR_STRING_INHERITANCE
114	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.7	F023	B1-S002	14	P:dcda95c81a5460feb191	ol	MIXED_AMBIGUOUS	FOUR_RECORD_LOCAL_REGISTERS	STRICT_FORMAL_PROMPT	FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	LINK_ACTIVE	SRC:P:E114	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I002;PREVIOUS_ITEM=B1:I001] [EXEMPLAR:A010+A011+A013+A020:den recordlokalen aktiven Posten im Arbeitsgang fortführen]	APPEND_FIELD	SPACE	COPY_OCCURRENCE_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	EXTERNAL_OCCURRENCE_RENDERER_SELECTOR_REQUIRED	UNIQUE_WITHIN_PROSE_DECK	PASS	PARTIAL_CONTROL_TEMPLATE_ONLY	PASS_SELECTED_LOCAL_PAYLOAD	YES	WORKING_PROMPT_NOT_LEXEM;EXACT_CARD_ATOMIC;NO_PAGE_HOST_OR_STRING_INHERITANCE
115	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.7	F023	B1-S002	15	P:4eab1841ed655c20a348	sheckhal	MIXED_AMBIGUOUS	FOUR_RECORD_LOCAL_REGISTERS	EXEMPLAR_WHOLE_CARD	NO_REUSABLE_PROMPT	EXEMPLAR_ONLY	SRC:P:E115	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A010+A011+A020:eine mäßige Menge]	APPEND_FIELD	SPACE	COPY_OCCURRENCE_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_DECK_SURFACE	UNIQUE_WITHIN_PROSE_DECK	PASS	LOST_OPAQUE_EVENT	PASS_SELECTED_LOCAL_PAYLOAD	YES	WORKING_PROMPT_NOT_LEXEM;EXACT_CARD_ATOMIC;NO_PAGE_HOST_OR_STRING_INHERITANCE
116	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.7	F023	B1-S002	16	P:2f1c5e56e8f0ff459065	daiin	MIXED_AMBIGUOUS	FOUR_RECORD_LOCAL_REGISTERS	EXACT_MNEMONIC_PLUS_FORMAL_CONVERGENT	MNEMONIC:MASS?|FORMAL:VORGABEPARAMETER?	PARAMETER_ASSIGN	SRC:P:E116	[CARD:MASS?] [FORMAL:VORGABEPARAMETER?;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I002] [EXEMPLAR:A010+A011+A020:den aktiven Posten nach der örtlichen Vorschrift bemessen]	APPEND_FIELD	SPACE	COPY_OCCURRENCE_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	EXTERNAL_OCCURRENCE_RENDERER_SELECTOR_REQUIRED	UNIQUE_WITHIN_PROSE_DECK	PASS	PARTIAL_CONTROL_TEMPLATE_ONLY	PASS_SELECTED_LOCAL_PAYLOAD	YES	WORKING_PROMPT_NOT_LEXEM;EXACT_CARD_ATOMIC;NO_PAGE_HOST_OR_STRING_INHERITANCE
117	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.7	F023	B1-S002	17	P:93f69c38fdedee1598e9	qokeedal	MIXED_AMBIGUOUS	FOUR_RECORD_LOCAL_REGISTERS	EXEMPLAR_WHOLE_CARD	NO_REUSABLE_PROMPT	EXEMPLAR_ONLY	SRC:P:E117	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A011+A020:der eingetauchte Teil]	APPEND_FIELD	SPACE	COPY_OCCURRENCE_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_DECK_SURFACE	UNIQUE_WITHIN_PROSE_DECK	PASS	LOST_OPAQUE_EVENT	PASS_SELECTED_LOCAL_PAYLOAD	YES	WORKING_PROMPT_NOT_LEXEM;EXACT_CARD_ATOMIC;NO_PAGE_HOST_OR_STRING_INHERITANCE
118	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.7	F023	B1-S002	18	P:2f1c5e56e8f0ff459065	daiin	MIXED_AMBIGUOUS	FOUR_RECORD_LOCAL_REGISTERS	EXACT_MNEMONIC_PLUS_FORMAL_CONVERGENT	MNEMONIC:MASS?|FORMAL:VORGABEPARAMETER?	PARAMETER_ASSIGN	SRC:P:E118	[CARD:MASS?] [FORMAL:VORGABEPARAMETER?;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I002] [EXEMPLAR:A010+A011+A020:den aktiven Posten nach der örtlichen Vorschrift bemessen]	APPEND_FIELD	SPACE	COPY_OCCURRENCE_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	EXTERNAL_OCCURRENCE_RENDERER_SELECTOR_REQUIRED	UNIQUE_WITHIN_PROSE_DECK	PASS	PARTIAL_CONTROL_TEMPLATE_ONLY	PASS_SELECTED_LOCAL_PAYLOAD	YES	WORKING_PROMPT_NOT_LEXEM;EXACT_CARD_ATOMIC;NO_PAGE_HOST_OR_STRING_INHERITANCE
119	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.7	F023	B1-S002	19	P:2cc8bb3c2af19607888f	chckhy	MIXED_AMBIGUOUS	FOUR_RECORD_LOCAL_REGISTERS	EXEMPLAR_WHOLE_CARD	NO_REUSABLE_PROMPT	EXEMPLAR_ONLY	SRC:P:E119	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A011+A020:durch die verbundenen Läufe]	APPEND_FIELD	SPACE	COPY_OCCURRENCE_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	EXTERNAL_OCCURRENCE_RENDERER_SELECTOR_REQUIRED	UNIQUE_WITHIN_PROSE_DECK	PASS	LOST_OPAQUE_EVENT	PASS_SELECTED_LOCAL_PAYLOAD	YES	WORKING_PROMPT_NOT_LEXEM;EXACT_CARD_ATOMIC;NO_PAGE_HOST_OR_STRING_INHERITANCE
120	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.7	F023	B1-S002	20	P:259b2b3b0bf859882e2c	schedy	MIXED_AMBIGUOUS	FOUR_RECORD_LOCAL_REGISTERS	EXEMPLAR_WHOLE_CARD	NO_REUSABLE_PROMPT	EXEMPLAR_ONLY	SRC:P:E120	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A001+A002+A003+A005+A009+A011+A015+A020:spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt]	CLOSE_AND_COMMIT	SPACE	COPY_OCCURRENCE_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	EXTERNAL_OCCURRENCE_RENDERER_SELECTOR_REQUIRED	UNIQUE_WITHIN_PROSE_DECK	PASS	LOST_OPAQUE_EVENT	PASS_SELECTED_LOCAL_PAYLOAD	YES	WORKING_PROMPT_NOT_LEXEM;EXACT_CARD_ATOMIC;NO_PAGE_HOST_OR_STRING_INHERITANCE
121	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.7	F024	B1-S003	21	P:dcda95c81a5460feb191	qol	MIXED_AMBIGUOUS	FOUR_RECORD_LOCAL_REGISTERS	STRICT_FORMAL_PROMPT	FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	LINK_ACTIVE	SRC:P:E121	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I002;PREVIOUS_ITEM=B1:I001] [EXEMPLAR:A010+A011+A013+A020:den recordlokalen aktiven Posten im Arbeitsgang fortführen]	OPEN_FIELD_CUT	LINE_RESET	COPY_OCCURRENCE_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	EXTERNAL_OCCURRENCE_RENDERER_SELECTOR_REQUIRED	UNIQUE_WITHIN_PROSE_DECK	PASS	PARTIAL_CONTROL_TEMPLATE_ONLY	PASS_SELECTED_LOCAL_PAYLOAD	YES	WORKING_PROMPT_NOT_LEXEM;EXACT_CARD_ATOMIC;NO_PAGE_HOST_OR_STRING_INHERITANCE
122	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.17	F025	B1-S003	22	P:54e32e9c1414b20640e9	sshkchdy	MIXED_AMBIGUOUS	FOUR_RECORD_LOCAL_REGISTERS	EXEMPLAR_WHOLE_CARD	NO_REUSABLE_PROMPT	EXEMPLAR_ONLY	SRC:P:E122	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A008+A011+A020:halte es warm und beende den Schritt]	CLOSE_AND_COMMIT	SPACE	COPY_OCCURRENCE_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_DECK_SURFACE	UNIQUE_WITHIN_PROSE_DECK	PASS	LOST_OPAQUE_EVENT	PASS_SELECTED_LOCAL_PAYLOAD	YES	WORKING_PROMPT_NOT_LEXEM;EXACT_CARD_ATOMIC;NO_PAGE_HOST_OR_STRING_INHERITANCE
123	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.17	F026	B1-S004	23	P:6f7ff8287eddf4da9fdb	chedy	MIXED_AMBIGUOUS	FOUR_RECORD_LOCAL_REGISTERS	EXEMPLAR_WHOLE_CARD	NO_REUSABLE_PROMPT	EXEMPLAR_ONLY	SRC:P:E123	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A010+A011+A013+A020:rühre, bis alles gleichmäßig vermischt ist]	APPEND_FIELD	SPACE	COPY_OCCURRENCE_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	EXTERNAL_OCCURRENCE_RENDERER_SELECTOR_REQUIRED	UNIQUE_WITHIN_PROSE_DECK	PASS	LOST_OPAQUE_EVENT	PASS_SELECTED_LOCAL_PAYLOAD	YES	WORKING_PROMPT_NOT_LEXEM;EXACT_CARD_ATOMIC;NO_PAGE_HOST_OR_STRING_INHERITANCE
124	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.17	F026	B1-S004	24	P:dcda95c81a5460feb191	ol	MIXED_AMBIGUOUS	FOUR_RECORD_LOCAL_REGISTERS	STRICT_FORMAL_PROMPT	FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	LINK_ACTIVE	SRC:P:E124	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I002;PREVIOUS_ITEM=B1:I001] [EXEMPLAR:A010+A011+A013+A020:den recordlokalen aktiven Posten im Arbeitsgang fortführen]	APPEND_FIELD	SPACE	COPY_OCCURRENCE_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	EXTERNAL_OCCURRENCE_RENDERER_SELECTOR_REQUIRED	UNIQUE_WITHIN_PROSE_DECK	PASS	PARTIAL_CONTROL_TEMPLATE_ONLY	PASS_SELECTED_LOCAL_PAYLOAD	YES	WORKING_PROMPT_NOT_LEXEM;EXACT_CARD_ATOMIC;NO_PAGE_HOST_OR_STRING_INHERITANCE
125	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.17	F026	B1-S004	25	P:bc4f1f5c006c74a4d26d	shedy	MIXED_AMBIGUOUS	FOUR_RECORD_LOCAL_REGISTERS	EXEMPLAR_WHOLE_CARD	NO_REUSABLE_PROMPT	EXEMPLAR_ONLY	SRC:P:E125	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A011+A012+A020:lasse es bis zur Bereitschaft stehen und beende den Schritt]	CLOSE_AND_COMMIT	SPACE	COPY_OCCURRENCE_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	EXTERNAL_OCCURRENCE_RENDERER_SELECTOR_REQUIRED	UNIQUE_WITHIN_PROSE_DECK	PASS	LOST_OPAQUE_EVENT	PASS_SELECTED_LOCAL_PAYLOAD	YES	WORKING_PROMPT_NOT_LEXEM;EXACT_CARD_ATOMIC;NO_PAGE_HOST_OR_STRING_INHERITANCE
126	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.17	F027	B1-S005	26	P:28ffbc88b97772a75f1e	qolchedy	OPAQUE_UNPARSED	FOUR_RECORD_LOCAL_REGISTERS	EXEMPLAR_WHOLE_CARD	NO_REUSABLE_PROMPT	EXEMPLAR_ONLY	SRC:P:E126	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A002+A004+A011+A013+A020:stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt]	CLOSE_AND_COMMIT	SPACE	COPY_OCCURRENCE_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	EXTERNAL_OCCURRENCE_RENDERER_SELECTOR_REQUIRED	UNIQUE_WITHIN_PROSE_DECK	PASS	LOST_OPAQUE_EVENT	PASS_SELECTED_LOCAL_PAYLOAD	YES	WORKING_PROMPT_NOT_LEXEM;EXACT_CARD_ATOMIC;NO_PAGE_HOST_OR_STRING_INHERITANCE
127	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.17	F028	B1-S006	27	P:1645e612504fcef59ced	qokain	OPAQUE_UNPARSED	FOUR_RECORD_LOCAL_REGISTERS	EXEMPLAR_WHOLE_CARD	NO_REUSABLE_PROMPT	EXEMPLAR_ONLY	SRC:P:E127	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A002+A010+A011+A020:gib einen abgemessenen Anteil in das Gefäß]	APPEND_FIELD	SPACE	COPY_OCCURRENCE_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	EXTERNAL_OCCURRENCE_RENDERER_SELECTOR_REQUIRED	UNIQUE_WITHIN_PROSE_DECK	PASS	LOST_OPAQUE_EVENT	PASS_SELECTED_LOCAL_PAYLOAD	YES	WORKING_PROMPT_NOT_LEXEM;EXACT_CARD_ATOMIC;NO_PAGE_HOST_OR_STRING_INHERITANCE
128	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.17	F028	B1-S006	28	P:2cc8bb3c2af19607888f	shckhy	OPAQUE_UNPARSED	FOUR_RECORD_LOCAL_REGISTERS	EXEMPLAR_WHOLE_CARD	NO_REUSABLE_PROMPT	EXEMPLAR_ONLY	SRC:P:E128	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A011+A020:durch die verbundenen Läufe]	APPEND_FIELD	SPACE	COPY_OCCURRENCE_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	EXTERNAL_OCCURRENCE_RENDERER_SELECTOR_REQUIRED	UNIQUE_WITHIN_PROSE_DECK	PASS	LOST_OPAQUE_EVENT	PASS_SELECTED_LOCAL_PAYLOAD	YES	WORKING_PROMPT_NOT_LEXEM;EXACT_CARD_ATOMIC;NO_PAGE_HOST_OR_STRING_INHERITANCE
