global_index	section	page	unit_id	locus	local_index	opaque_identity	surface_display_only	source_segment	compiler_mechanism	source_recoverable_without_local_exemplar	register_context	field_or_diagram_context	roundtrip_contract
204	BIOLOGICAL	f82r	B2	f82r.23	204	6b89d6dd70635bc60fe0	qcthey	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A011+A021:unter derselben Einstellung]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	F059	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
205	BIOLOGICAL	f82r	B2	f82r.23	205	0275fbf14e07935b0a45	qokeey	[CARD:TEMPERIEREN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B2:I003] [EXEMPLAR:A005+A008+A011+A015+A021:die Charge für den vorgesehenen Gebrauch temperieren]	COMMON_EXACT_WHOLE_CARD	SHORT_MNEMONIC_ONLY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	F059	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
206	BIOLOGICAL	f82r	B2	f82r.23	206	5fca8fc3dee57e1d8c1f	lcheey	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A004+A011+A021:der benetzte Körperbereich]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	F059	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
207	BIOLOGICAL	f82r	B2	f82r.23	207	2f1c5e56e8f0ff459065	daiin	[CARD:MASS?] [FORMAL:VORGABEPARAMETER?;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B2:I003] [EXEMPLAR:A010+A011+A021:den aktiven Posten nach der örtlichen Vorschrift bemessen]	COMMON_EXACT_WHOLE_CARD	SHORT_MNEMONIC_ONLY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	F059	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
208	BIOLOGICAL	f82r	B2	f82r.23	208	b921a237be883a820352	chey	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A010+A011+A021:Diese aktive Portion]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	F059	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
209	BIOLOGICAL	f82r	B2	f82r.23	209	d25110e0d8488927278f	qokeeedy	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A004+A011+A014+A021:benetze den bezeichneten Körperbereich vollständig und beende den Schritt]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	F059	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
210	BIOLOGICAL	f82r	B2	f82r.23	210	de7321bface5628e35d6	lchedy	[CARD:ABLASSEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009] [EXEMPLAR:A001+A002+A003+A011+A013+A021:die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen]	COMMON_EXACT_WHOLE_CARD	SHORT_MNEMONIC_ONLY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	F060	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
211	BIOLOGICAL	f82r	B2	f82r.23	211	29e0eb222ef2fb99523a	lar	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A003+A011+A021:schließe den unteren Ablauf]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	F061	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
212	BIOLOGICAL	f82r	B2	f82r.26	212	d4a31dbcf1ed6d9e5aa9	tshey	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A005+A011+A015+A021:beginne die Spülung]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T010;PREVIOUS_ITEM=B2:I001	F062	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
213	BIOLOGICAL	f82r	B2	f82r.26	213	7d25241b0e56c836372a	qokeedy	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A004+A005+A008+A011+A015+A021:lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T010;PREVIOUS_ITEM=B2:I001	F062	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
214	BIOLOGICAL	f82r	B2	f82r.26	214	dd0ecaf5e27d81befffc	cheal	[CARD:ZIEL?] [REGISTER:OWNER=B2:O01;TARGET/STATION=B2:T011] [EXEMPLAR:A003+A010+A011+A013+A014+A021:den aktiven Posten an der örtlich bezeichneten Station führen]	COMMON_EXACT_WHOLE_CARD	SHORT_MNEMONIC_ONLY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I003	F063	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
215	BIOLOGICAL	f82r	B2	f82r.26	215	0f15effeca7ab10bb026	lchedar	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A008+A011+A021:kühles Wasser]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I003	F063	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
216	BIOLOGICAL	f82r	B2	f82r.26	216	db729b598e89e11452e0	ches	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A010+A011+A021:zu gleichen Anteilen]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I003	F063	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
217	BIOLOGICAL	f82r	B2	f82r.26	217	2f1c5e56e8f0ff459065	aiin	[CARD:MASS?] [REGISTER:ACTIVE_ITEM/PREPARATION=B2:I004] [EXEMPLAR:A010+A011+A021:den aktiven Posten nach der örtlichen Vorschrift bemessen]	COMMON_EXACT_WHOLE_CARD	SHORT_MNEMONIC_ONLY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I003	F063	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
218	BIOLOGICAL	f82r	B2	f82r.26	218	5d5e0b288cf36864ed9d	oteey	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A005+A007+A011+A012+A015+A021:der vorbereitete Bade- oder Waschzusatz]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I003	F063	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
219	BIOLOGICAL	f82r	B2	f82r.26	219	b5fcea1eaed06b2f2291	qokaiin	[FORMAL:STANDARDSLOT_SETZEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B2:I004] [EXEMPLAR:A010+A011+A021:den aktiven Posten nach der örtlichen Vorschrift bemessen]	FORMAL_SLOT_CARD	FORMAL_ROLE_ONLY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I003	F063	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
220	BIOLOGICAL	f82r	B2	f82r.26	220	08bd5ca0c2ad137a056d	okey	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A008+A011+A021:warmes Wasser]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I003	F063	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
221	BIOLOGICAL	f82r	B2	f82r.27	221	65df3cd9e59060042d47	pchedy	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A011+A021:ziehe es ab und beende den Schritt]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I003	F064	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
222	BIOLOGICAL	f82r	B2	f82r.27	222	98bdc4244c84cbef3321	rsheal	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A008+A011+A021:gieße das erwärmte Wasser ein]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T011;PREVIOUS_ITEM=B2:I003	F065	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
223	BIOLOGICAL	f82r	B2	f82r.27	223	78b3b3140714da19090d	daldy	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A003+A009+A011+A014+A021:wiederhole es an der zweiten Öffnung und beende den Schritt]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T011;PREVIOUS_ITEM=B2:I003	F065	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
224	BIOLOGICAL	f82r	B2	f82r.27	224	7d25241b0e56c836372a	qokeedy	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A004+A005+A008+A011+A015+A021:lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	F066	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
225	BIOLOGICAL	f82r	B2	f82r.27	225	7f68f60279efe6b28cd7	rshedy	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A005+A010+A011+A015+A021:verwende den Anteil als örtliche Waschung und beende den Schritt]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	F067	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
226	BIOLOGICAL	f82r	B2	f82r.27	226	ff178343c18e287ce3b7	qoteedy	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A004+A006+A008+A011+A014+A021:lege ein warmes Tuch auf die bezeichnete äußere Stelle und beende den Schritt]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	F068	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
227	BIOLOGICAL	f82r	B2	f82r.27	227	7d25241b0e56c836372a	qokeedy	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A004+A005+A008+A011+A015+A021:lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	F069	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
228	BIOLOGICAL	f82r	B2	f82r.27	228	f2af6326898fb5b490a4	lochedy	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A010+A011+A013+A021:mische zu gleichen Teilen und beende den Schritt]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	F070	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
229	BIOLOGICAL	f83r	B3	f83r.3	229	3b70942557b3a40e8030	olkeedy	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A011+A022:lasse die Flüssigkeit sich setzen und beende den Schritt]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	F071	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
230	BIOLOGICAL	f83r	B3	f83r.3	230	90bcf0a9ec0ef56399e6	qotal	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A003+A011+A022:zum unteren Ablauf hin]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	F072	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
231	BIOLOGICAL	f83r	B3	f83r.3	231	a84fbe3ad380df345b97	chkeedy	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A011+A014+A022:benetze den bezeichneten Bereich vollständig und beende den Schritt]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	F072	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
232	BIOLOGICAL	f83r	B3	f83r.3	232	b921a237be883a820352	chey	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A010+A011+A022:Diese aktive Portion]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001;PREVIOUS_ITEM=UNSET	F073	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
233	BIOLOGICAL	f83r	B3	f83r.3	233	2f1c5e56e8f0ff459065	daiin	[CARD:MASS?] [FORMAL:VORGABEPARAMETER?;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001] [EXEMPLAR:A010+A011+A022:den aktiven Posten nach der örtlichen Vorschrift bemessen]	COMMON_EXACT_WHOLE_CARD	SHORT_MNEMONIC_ONLY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001;PREVIOUS_ITEM=UNSET	F073	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
234	BIOLOGICAL	f83r	B3	f83r.3	234	b921a237be883a820352	chey	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A010+A011+A022:Diese aktive Portion]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001;PREVIOUS_ITEM=UNSET	F073	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
235	BIOLOGICAL	f83r	B3	f83r.3	235	de7321bface5628e35d6	lchedy	[CARD:ABLASSEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001] [EXEMPLAR:A001+A002+A003+A011+A013+A022:die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen]	COMMON_EXACT_WHOLE_CARD	SHORT_MNEMONIC_ONLY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001;PREVIOUS_ITEM=UNSET	F073	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
236	BIOLOGICAL	f83r	B3	f83r.3	236	b5fcea1eaed06b2f2291	qokaiin	[FORMAL:STANDARDSLOT_SETZEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001] [EXEMPLAR:A010+A011+A022:den aktiven Posten nach der örtlichen Vorschrift bemessen]	FORMAL_SLOT_CARD	FORMAL_ROLE_ONLY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001;PREVIOUS_ITEM=UNSET	F074	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
237	BIOLOGICAL	f83r	B3	f83r.3	237	90bcf0a9ec0ef56399e6	qotal	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A003+A011+A022:zum unteren Ablauf hin]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001;PREVIOUS_ITEM=UNSET	F074	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
238	BIOLOGICAL	f83r	B3	f83r.3	238	4d4559019a961b834aa1	dar	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A007+A011+A022:Daraus, aus demselben Ansatz]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001;PREVIOUS_ITEM=UNSET	F074	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
239	BIOLOGICAL	f83r	B3	f83r.6	239	259b2b3b0bf859882e2c	schedy	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A002+A003+A005+A009+A011+A015+A022:spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T002;PREVIOUS_ITEM=UNSET	F075	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
240	BIOLOGICAL	f83r	B3	f83r.6	240	5e8441397e7c0faf042b	chedchy	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A008+A011+A022:gieße das erwärmte Wasser ein]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T003;PREVIOUS_ITEM=UNSET	F076	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
241	BIOLOGICAL	f83r	B3	f83r.6	241	308e8ea2d5d190c498e8	qokal	[FORMAL:LOKALEN_RELATIONSSLOT_SETZEN;KEINE_WORTBEDEUTUNG] [REGISTER:OWNER=B3:O01;TARGET/STATION=B3:T004] [EXEMPLAR:A003+A010+A011+A013+A014+A022:den aktiven Posten an der örtlich bezeichneten Station führen]	FORMAL_SLOT_CARD	FORMAL_ROLE_ONLY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T003;PREVIOUS_ITEM=UNSET	F076	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
242	BIOLOGICAL	f83r	B3	f83r.6	242	28ffbc88b97772a75f1e	olchedy	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A002+A004+A011+A013+A022:stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T003;PREVIOUS_ITEM=UNSET	F076	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
243	BIOLOGICAL	f83r	B3	f83r.6	243	b5fcea1eaed06b2f2291	qokaiin	[FORMAL:STANDARDSLOT_SETZEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001] [EXEMPLAR:A010+A011+A022:den aktiven Posten nach der örtlichen Vorschrift bemessen]	FORMAL_SLOT_CARD	FORMAL_ROLE_ONLY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	F077	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
244	BIOLOGICAL	f83r	B3	f83r.6	244	6f7ff8287eddf4da9fdb	chedy	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A010+A011+A013+A022:rühre, bis alles gleichmäßig vermischt ist]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	F077	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
245	BIOLOGICAL	f83r	B3	f83r.6	245	7d25241b0e56c836372a	qokeedy	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A002+A004+A005+A011+A014+A015+A022:wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	F077	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
246	BIOLOGICAL	f83r	B3	f83r.6	246	de7321bface5628e35d6	lchedy	[CARD:ABLASSEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004] [EXEMPLAR:A001+A002+A003+A011+A013+A022:die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen]	COMMON_EXACT_WHOLE_CARD	SHORT_MNEMONIC_ONLY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	F078	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
247	BIOLOGICAL	f83r	B3	f83r.6	247	276a7c2d74d1143446f4	qoky	[CARD:ANWENDEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004] [EXEMPLAR:A001+A002+A004+A005+A011+A014+A015+A022:die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen]	COMMON_EXACT_WHOLE_CARD	SHORT_MNEMONIC_ONLY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	F079	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
248	BIOLOGICAL	f83r	B3	f83r.8	248	ba540da978ea132f6da5	pchedal	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A002+A009+A011+A022:fülle danach das Gefäß]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	F080	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
