card_no	surface	component_recipe	semantic_recipe_de	selected_diagnostic_fragments	renderer_residue	renderer_residue_length	surface_class	composition_mode	events	pages
PROC098	olkeedy	SOLK+EE+DY	AUFFANGEN · LANG · SCHLUSS	olk-ee-dy	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	3	f81v|f83r
PROC098	solkeedy	SOLK+EE+DY	AUFFANGEN · LANG · SCHLUSS	olk-ee-dy	s	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	3	f81v|f83r
PROC099	shckhedy	SH+CKH+E+DY	HALTEN · DURCHLASS · KURZ · SCHLUSS	sh-ckh-e-dy	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	3	f81v|f83r
PROC100	qokeedy	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	ok-ee-dy	q	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	10	f82r|f83r
PROC101	lcheckhy	L+CKH+Y	WEITERLEITEN · DURCHLASS · DIES	l-ckh-y	che	3	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f82r
PROC102	lched	L+CHD	WEITERLEITEN · UMSETZEN	l-ch	ed	2	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f82r
PROC103	lcheckhedy	L+CKH+E+DY	WEITERLEITEN · DURCHLASS · KURZ · SCHLUSS	l-ckh-e-dy	che	3	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f82r
PROC104	qokaly	OK+AL+Y	ANSETZEN · ZIEL · DIES	ok-al-y	q	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f82r
PROC105	solkaiin	SOLK+AIIN	AUFFANGEN · MASS	olk-aiin	s	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f82r
PROC106	octheol	O+CTH+E+OL	GANG · BEREIT · KURZ · FORTSETZEN	o-cth-e-ol	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	1	f82r
PROC107	chkeey	CHK+EE+Y	WAERMEN · LANG · DIES	ch-ee-y	k	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f82r
PROC108	ldy	L+DY	WEITERLEITEN · SCHLUSS	l-dy	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	2	f82r|f83r
PROC109	oteey	OT+EE+Y	DANACH · LANG · DIES	ot-ee-y	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	2	f82r
PROC110	sheckhy	SH+E+CKH+Y	HALTEN · KURZ · DURCHLASS · DIES	sh-e-ckh-y	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	1	f82r
PROC111	dshedy	SH+E+DY	HALTEN · KURZ · SCHLUSS	sh-e-dy	d	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f82r
PROC112	otaiin	OT+AIIN	DANACH · MASS	ot-aiin	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	3	f82r|f83r
PROC112	sotaiin	OT+AIIN	DANACH · MASS	ot-aiin	s	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	3	f82r|f83r
PROC113	qokar	OK+AR	ANSETZEN · QUELLE	ok-ar	q	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f82r
PROC114	solshedy	OL+SH+E+DY	FORTSETZEN · HALTEN · KURZ · SCHLUSS	ol-sh-e-dy	s	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f82r
PROC115	ls	OL	FORTSETZEN	l	s	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f82r
PROC116	lchy	L+CH+Y	WEITERLEITEN · ABNEHMEN · DIES	l-ch-y	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	1	f82r
PROC117	qcthey	CTH+E+Y	BEREIT · KURZ · DIES	cth-e-y	q	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	2	f82r|f83r
PROC117	shcthey	CTH+E+Y	BEREIT · KURZ · DIES	cth-e-y	sh	2	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	2	f82r|f83r
PROC118	lcheey	L+EE+Y	WEITERLEITEN · LANG · DIES	l-ee-y	ch	2	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f82r
PROC119	qokeeedy	OK+EEE+DY	ANSETZEN · VOLL · SCHLUSS	ok-eee-dy	q	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f82r
PROC120	lchedy	L+CHD+DY	WEITERLEITEN · UMSETZEN · SCHLUSS	l-ch-dy	e	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	8	f82r|f83r
PROC121	lar	L+AR	WEITERLEITEN · QUELLE	l-ar	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	1	f82r
PROC122	tshey	SH+E+Y	HALTEN · KURZ · DIES	sh-e-y	t	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f82r
PROC123	lchedar	L+CHD+AR	WEITERLEITEN · UMSETZEN · QUELLE	l-ch-ar	ed	2	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f82r
PROC124	ches	CH+E+S	ABNEHMEN · KURZ · TEILEN	ch-e-s	NONE	0	DIRECT_COMPONENT_STRING	COMPOSITION_WITH_SINGLETON_ATOM	1	f82r
PROC125	pchedy	P+CHD+DY	EINFUELLEN · UMSETZEN · SCHLUSS	p-ch-dy	e	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f82r
PROC126	rsheal	R+SH+E+AL	KUEHLEN · HALTEN · KURZ · ZIEL	r-sh-e-al	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	1	f82r
PROC127	daldy	AL+DY	ZIEL · SCHLUSS	al-dy	d	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f82r
PROC128	rshedy	R+SHED+DY	KUEHLEN · ABSETZEN · SCHLUSS	r-she-dy	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	1	f82r
PROC129	qoteedy	OT+EE+DY	DANACH · LANG · SCHLUSS	ot-ee-dy	q	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	2	f82r|f83r
PROC130	lochedy	L+O+CHD+DY	WEITERLEITEN · GANG · UMSETZEN · SCHLUSS	l-o-ch-dy	e	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f82r
PROC131	otal	OT+AL	DANACH · ZIEL	ot-al	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	3	f83r
PROC131	qotal	OT+AL	DANACH · ZIEL	ot-al	q	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	3	f83r
PROC132	chkeedy	CHK+EE+DY	WAERMEN · LANG · SCHLUSS	ch-ee-dy	k	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f83r
PROC133	chedchy	CHD+Y	UMSETZEN · DIES	ch-y	edch	4	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f83r
PROC134	pchedal	P+CHD+AL	EINFUELLEN · UMSETZEN · ZIEL	p-ch-al	ed	2	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f83r
PROC135	otedy	OT+E+DY	DANACH · KURZ · SCHLUSS	ot-e-dy	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	2	f83r
PROC136	shecthedchy	SH+E+CTH+CHD+Y	HALTEN · KURZ · BEREIT · UMSETZEN · DIES	sh-e-cth-ch-y	ed	2	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f83r
PROC137	chary	AR+Y	QUELLE · DIES	ar-y	ch	2	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f83r
PROC138	okair	OK+AIR	ANSETZEN · LAUF	ok-air	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	1	f83r
PROC139	sheedy	SH+EE+DY	HALTEN · LANG · SCHLUSS	sh-ee-dy	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	1	f83r
PROC140	lo	L+O	WEITERLEITEN · GANG	l-o	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	1	f83r
PROC141	qokshedy	OK+SH+E+DY	ANSETZEN · HALTEN · KURZ · SCHLUSS	ok-sh-e-dy	q	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f83r
PROC142	shedal	SHED+AL	ABSETZEN · ZIEL	shed-al	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	2	f83r
PROC143	shecthy	SH+E+CTH+Y	HALTEN · KURZ · BEREIT · DIES	sh-e-cth-y	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	1	f83r
PROC144	dalchdy	AL+CHD+DY	ZIEL · UMSETZEN · SCHLUSS	al-ch-dy	d	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f83r
PROC145	otchedy	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	ot-ch-dy	e	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	2	f83r
PROC145	qotchedy	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	ot-ch-dy	qe	2	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	2	f83r
PROC146	cheedar	EE+AR	LANG · QUELLE	ee-ar	chd	3	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f83r
PROC147	chldaiin	L+AIIN	WEITERLEITEN · MASS	l-aiin	chd	3	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f83r
PROC148	chealror	AL+R+OR	ZIEL · KUEHLEN · ANSATZ	al-r-or	che	3	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f83r
PROC149	cheeety	EEE+T+Y	VOLL · EINTRAGEN · DIES	eee-t-y	ch	2	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f83r
PROC150	schedair	CHD+AIR	UMSETZEN · LAUF	ch-air	sed	3	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f83r
PROC151	chedain	CHD+AIN	UMSETZEN · PORTION	ch-ain	ed	2	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f83r
PROC152	qotedaiin	OT+E+AIIN	DANACH · KURZ · MASS	ot-e-aiin	qd	2	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f83r
PROC153	olsaly	OL+AL+Y	FORTSETZEN · ZIEL · DIES	ol-al-y	s	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f83r
PROC154	qolchey	OL+Y	FORTSETZEN · DIES	ol-y	qche	4	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f83r
PROC155	qokylddy	OK+Y+LD+DY	ANSETZEN · DIES · BEFESTIGEN · SCHLUSS	ok-y-ld-dy	q	1	ORDERED_COMPONENTS_PLUS_RENDERER	COMPOSITION_WITH_SINGLETON_ATOM	1	f83r
PROC156	dain	AIN	PORTION	ain	d	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	2	f83r
PROC157	sheey	SH+EE+Y	HALTEN · LANG · DIES	sh-ee-y	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	1	f83r
PROC158	okeeol	OK+EE+OL	ANSETZEN · LANG · FORTSETZEN	ok-ee-ol	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	1	f83r
PROC159	lkedy	L+K+E+DY	WEITERLEITEN · ZUDOSIEREN · KURZ · SCHLUSS	l-k-e-dy	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	1	f83r
PROC160	qokol	OK+OL	ANSETZEN · FORTSETZEN	ok-ol	q	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f83r
PROC161	qockhey	O+CKH+E+Y	GANG · DURCHLASS · KURZ · DIES	o-ckh-e-y	q	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f83r
PROC162	dairydy	AIR+Y+DY	LAUF · DIES · SCHLUSS	air-y-dy	d	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f83r
PROC163	chckhal	CH+CKH+AL	ABNEHMEN · DURCHLASS · ZIEL	ch-ckh-al	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	1	f83r
PROC164	solkey	SOLK+E+Y	AUFFANGEN · KURZ · DIES	olk-e-y	s	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f83r
PROC165	skar	K+AR	ZUDOSIEREN · QUELLE	k-ar	s	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f83r
PROC166	otchdy	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	ot-ch-dy	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	1	f83r
PROC167	lol	L+OL	WEITERLEITEN · FORTSETZEN	l-ol	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	1	f83r
PROC168	chdal	CHD+AL	UMSETZEN · ZIEL	ch-al	d	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f83r
PROC169	daiiin	DA+IIN	ZWEIT · STUFE	da-iin	i	1	ORDERED_COMPONENTS_PLUS_RENDERER	COMPOSITION_WITH_SINGLETON_ATOM	1	f83r
PROC170	solkeey	SOLK+EE+Y	AUFFANGEN · LANG · DIES	olk-ee-y	s	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f83r
PROC171	qekey	E+K+E+Y	KURZ · ZUDOSIEREN · KURZ · DIES	e-k-e-y	q	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f83r
PROC172	raly	R+AL+Y	KUEHLEN · ZIEL · DIES	r-al-y	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	1	f83r
PROC173	ldalor	L+AL+OR	WEITERLEITEN · ZIEL · ANSATZ	l-al-or	d	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f83r
