statement_id	record_unit_id	page	loci	lesson_level	source_instruction_de	whole_variant_count	whole_variant_plan_de	whole_variant_cues_de	target_surface_sequence	target_architecture_sequence	readback_de
B3-S025	B3	f83r	f83r.16	L1_PRODUCTIVE	Setze um und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	qokchdy	P	Setze um und schließe
B3-S026	B3	f83r	f83r.16|f83r.20	L2_BOUND_CARRIERS	Setze von dort um, warte bis zum Absetzmass, setze erneut um, gib eine Portion zu, halte bereit, fuehre den Ansatz von dort zur Zielstelle, sammle laenger und schliesse.	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	cheedar chldaiin chedy qokain checthy chealror solkeedy	P P P P P p P	Setze von dort um, warte bis zum Absetzmass, setze erneut um, gib eine Portion zu, halte bereit, fuehre den Ansatz von dort zur Zielstelle, sammle laenger und schliesse.
B3-S027	B3	f83r	f83r.20	L1_PRODUCTIVE	Nimm die lange Folge und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	qoteedy	P	Nimm die lange Folge und schließe
B3-S028	B3	f83r	f83r.20	L1_PRODUCTIVE	Setze länger, dann kurz an und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	qokeey qokedy	P P	Setze länger, dann kurz an und schließe
B3-S029	B3	f83r	f83r.20	L2_BOUND_CARRIERS	Fuehre weiter, nimm den ganzen Teilposten, setze kurz an und schliesse.	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	sol cheeety qokedy	P p P	Fuehre weiter, nimm den ganzen Teilposten, setze kurz an und schliesse.
B3-S030	B3	f83r	f83r.20|f83r.22	L1_PRODUCTIVE	Setze den Posten nach Sollmaß an, leite Wasser weiter, führe die Folgeumsetzung aus und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	qoky saiin schedair otchedy	P P P P	Setze den Posten nach Sollmaß an, leite Wasser weiter, führe die Folgeumsetzung aus und schließe
B3-S031	B3	f83r	f83r.22	L1_PRODUCTIVE	Setze länger an und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	qokeedy	P	Setze länger an und schließe
B3-S032	B3	f83r	f83r.22	L1_PRODUCTIVE	Setze eine Portion um, stelle ein kurzes Folgemass und danach das Folgemass ein, fuehre die kurze Folge aus und schliesse.	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	chedain chedy qotedaiin otaiin otedy	P P P P P	Setze eine Portion um, stelle ein kurzes Folgemass und danach das Folgemass ein, fuehre die kurze Folge aus und schliesse.
B3-S033	B3	f83r	f83r.22	L2_BOUND_CARRIERS	Ziehe ab und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	ldy	p	Ziehe ab und schließe
B3-S034	B3	f83r	f83r.24	L1_PRODUCTIVE	Bringe auf Sollstufe, halte bereit, trenne einen Teil ab, stelle das Folgemass ein, fuehre zur unteren Zielstelle, lass absetzen und schliesse.	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	soiiin checthy chety otaiin olsaly shedy	P P P P P P	Bringe auf Sollstufe, halte bereit, trenne einen Teil ab, stelle das Folgemass ein, fuehre zur unteren Zielstelle, lass absetzen und schliesse.
B4-S001	B4	f83r	f83r.25	L1_PRODUCTIVE	Setze länger an und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	qokeedy	P	Setze länger an und schließe
B4-S002	B4	f83r	f83r.25	L1_PRODUCTIVE	Fuehre diesen Posten weiter, setze ihn laenger und dann kurz an und schliesse.	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	qolchey qokeey qokedy	P P P	Fuehre diesen Posten weiter, setze ihn laenger und dann kurz an und schliesse.
B4-S003	B4	f83r	f83r.25|f83r.26	L1_PRODUCTIVE	Setze um, führe danach dorthin, wähle den Folgeposten, setze länger an, führe weiter, lass absetzen und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	chedy otal otchey qokeey qoky tol shedy	P P P P P P P	Setze um, führe danach dorthin, wähle den Folgeposten, setze länger an, führe weiter, lass absetzen und schließe
B4-S004	B4	f83r	f83r.26	L3_CODEBOOK	Befestige den Posten und schließe	1	E326:BEFESTIGEN->qokylddy [POSTEN_BEFESTIGEN]	Posten befestigen und Zelle schliessen; daher qokylddy.	qokylddy	W	Befestige den Posten und schließe
B4-S005	B4	f83r	f83r.27	L3_CODEBOOK	Lege das Tuch ein, setze um, setze länger an und schließe	1	E327:TUCH->dain [ARBEITSTUCH]	Arbeitstuch in die laufende Station einlegen; daher dain.	dain chedy qokeedy	W P P	Lege das Tuch ein, setze um, setze länger an und schließe
B4-S006	B4	f83r	f83r.27	L1_PRODUCTIVE	Seih und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	shckhedy	P	Seih und schließe
B4-S007	B4	f83r	f83r.27	L1_PRODUCTIVE	Seih und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	shckhedy	P	Seih und schließe
B4-S008	B4	f83r	f83r.28	L2_BOUND_CARRIERS	Stelle das Sollmass ein, waerme laenger, lass laenger ruhen, setze kurz an und schliesse.	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	saiin cheeky sheey qokedy	P P p P	Stelle das Sollmass ein, waerme laenger, lass laenger ruhen, setze kurz an und schliesse.
B4-S009	B4	f83r	f83r.28	L1_PRODUCTIVE	Lass absetzen und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	shedy	P	Lass absetzen und schließe
B4-S010	B4	f83r	f83r.28	L1_PRODUCTIVE	Führe weiter und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	oldy	P	Führe weiter und schließe
B4-S011	B4	f83r	f83r.35|f83r.37	L3_CODEBOOK	Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe	1	E344:WASCHEN->lkedy [NACHWASCHEN]	Waschen nach mehreren vorausgehenden Arbeitsschritten; daher lkedy.	saiin cheky okeeol okain chdy sol lkedy	P P P P P P W	Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe
B4-S012	B4	f83r	f83r.37	L1_PRODUCTIVE	Führe ab und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	lchedy	P	Führe ab und schließe
B4-S013	B4	f83r	f83r.37	L1_PRODUCTIVE	Setze die Fortsetzung ein, lass absetzen und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	qokol shedy	P P	Setze die Fortsetzung ein, lass absetzen und schließe
B4-S014	B4	f83r	f83r.38	L2_BOUND_CARRIERS	Setze den Ansatz in einen kurzen Durchlauf, schliesse den Wasserlauf und beende den Schritt.	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	or chey qockhey dairydy	P P P p	Setze den Ansatz in einen kurzen Durchlauf, schliesse den Wasserlauf und beende den Schritt.
B4-S015	B4	f83r	f83r.39|f83r.41	L3_CODEBOOK	Gib eine Portion zu, nimm den Klarlauf, leite die Portion zur Zielstelle, sammle kurz, fuehre ab und schliesse.	1	E353:KLARLAUF->shey [KLARLAUF]	Klarlaufkopf; in B4 wird die lokale Form shey kopiert.	qokain shey kain chckhal solkey lchedy	P W P P P P	Gib eine Portion zu, nimm den Klarlauf, leite die Portion zur Zielstelle, sammle kurz, fuehre ab und schliesse.
B4-S016	B4	f83r	f83r.41|f83r.44	L2_BOUND_CARRIERS	Gib eine weitere Portion dorthin, giesse sie von dort aus, lass absetzen und schliesse.	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	qolkain dal skar shedy	P P p P	Gib eine weitere Portion dorthin, giesse sie von dort aus, lass absetzen und schliesse.
B5-S001	B5	f83r	f83r.47	L1_PRODUCTIVE	Führe die Folgeumsetzung aus und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	otchdy	P	Führe die Folgeumsetzung aus und schließe
B5-S002	B5	f83r	f83r.47	L1_PRODUCTIVE	Setze um und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	qokchdy	P	Setze um und schließe
B5-S003	B5	f83r	f83r.47|f83r.48|f83r.49	L2_BOUND_CARRIERS	Lass dort absetzen, fuehre dorthin und weiter, fuehre von dort weiter, setze dort um, stelle das Sollmass ein und setze weiter um.	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	shedal dal cheol lol chdal aiin sol daiiin chedy	P P P p P P P P P	Lass dort absetzen, fuehre dorthin und weiter, fuehre von dort weiter, setze dort um, stelle das Sollmass ein und setze weiter um.
B6-S001	B6	f83r	f83r.52|f83r.54	L3_CODEBOOK	Sammle den rohen Posten laenger, fuehre diesen Posten dorthin, stelle das Sollmass ein, lege das Tuch ein und fuehre den Posten zum Endziel.	2	E374:ROH->qekey [ROHER_AUSGANGSPOSTEN] || E379:TUCH->dain [ARBEITSTUCH]	Der Ausgangsposten wird ausdruecklich roh gefuehrt; daher qekey. || Arbeitstuch in die laufende Station einlegen; daher dain.	solkeey qekey raly ol daiin ol dain chey ldalor	P W P P P P W P P	Sammle den rohen Posten laenger, fuehre diesen Posten dorthin, stelle das Sollmass ein, lege das Tuch ein und fuehre den Posten zum Endziel.
