fragment_id	source_case	surviving_cards	source_positions	surface_fragment	card_fragment	matching_cases	matching_case_count	unique_case_recovery	owner_or_margin_needed
C4_K4_15	C4	4	3|4|5|6	ykan qokal qokylddy talam	PROC040|PROC048|PROC155|PROC043	C4	1	YES	NO
C4_K5_01	C4	5	1|2|3|4|5	qokaiin qokain ykan qokal qokylddy	PROC038|PROC080|PROC040|PROC048|PROC155	C4	1	YES	NO
C4_K5_02	C4	5	1|2|3|4|6	qokaiin qokain ykan qokal talam	PROC038|PROC080|PROC040|PROC048|PROC043	C4	1	YES	NO
C4_K5_03	C4	5	1|2|3|5|6	qokaiin qokain ykan qokylddy talam	PROC038|PROC080|PROC040|PROC155|PROC043	C4	1	YES	NO
C4_K5_04	C4	5	1|2|4|5|6	qokaiin qokain qokal qokylddy talam	PROC038|PROC080|PROC048|PROC155|PROC043	C4	1	YES	NO
C4_K5_05	C4	5	1|3|4|5|6	qokaiin ykan qokal qokylddy talam	PROC038|PROC040|PROC048|PROC155|PROC043	C4	1	YES	NO
C4_K5_06	C4	5	2|3|4|5|6	qokain ykan qokal qokylddy talam	PROC080|PROC040|PROC048|PROC155|PROC043	C4	1	YES	NO
C4_K6_01	C4	6	1|2|3|4|5|6	qokaiin qokain ykan qokal qokylddy talam	PROC038|PROC080|PROC040|PROC048|PROC155|PROC043	C4	1	YES	NO
C5_K1_01	C5	1	1	cho	PROC052	C5	1	YES	NO
C5_K1_02	C5	1	2	qokaiin	PROC038	C1|C3|C4|C5	4	NO	YES
C5_K1_03	C5	1	3	kchoar	PROC063	C5	1	YES	NO
C5_K1_04	C5	1	4	chodaly	PROC053	C5	1	YES	NO
C5_K1_05	C5	1	5	daiiin	PROC169	C5	1	YES	NO
C5_K1_06	C5	1	6	shedy	PROC078	C1|C3|C5	3	NO	YES
C5_K2_01	C5	2	1|2	cho qokaiin	PROC052|PROC038	C5	1	YES	NO
C5_K2_02	C5	2	1|3	cho kchoar	PROC052|PROC063	C5	1	YES	NO
C5_K2_03	C5	2	1|4	cho chodaly	PROC052|PROC053	C5	1	YES	NO
C5_K2_04	C5	2	1|5	cho daiiin	PROC052|PROC169	C5	1	YES	NO
C5_K2_05	C5	2	1|6	cho shedy	PROC052|PROC078	C5	1	YES	NO
C5_K2_06	C5	2	2|3	qokaiin kchoar	PROC038|PROC063	C5	1	YES	NO
C5_K2_07	C5	2	2|4	qokaiin chodaly	PROC038|PROC053	C5	1	YES	NO
C5_K2_08	C5	2	2|5	qokaiin daiiin	PROC038|PROC169	C5	1	YES	NO
C5_K2_09	C5	2	2|6	qokaiin shedy	PROC038|PROC078	C1|C3|C5	3	NO	YES
C5_K2_10	C5	2	3|4	kchoar chodaly	PROC063|PROC053	C5	1	YES	NO
C5_K2_11	C5	2	3|5	kchoar daiiin	PROC063|PROC169	C5	1	YES	NO
C5_K2_12	C5	2	3|6	kchoar shedy	PROC063|PROC078	C5	1	YES	NO
C5_K2_13	C5	2	4|5	chodaly daiiin	PROC053|PROC169	C5	1	YES	NO
C5_K2_14	C5	2	4|6	chodaly shedy	PROC053|PROC078	C5	1	YES	NO
C5_K2_15	C5	2	5|6	daiiin shedy	PROC169|PROC078	C5	1	YES	NO
C5_K3_01	C5	3	1|2|3	cho qokaiin kchoar	PROC052|PROC038|PROC063	C5	1	YES	NO
C5_K3_02	C5	3	1|2|4	cho qokaiin chodaly	PROC052|PROC038|PROC053	C5	1	YES	NO
C5_K3_03	C5	3	1|2|5	cho qokaiin daiiin	PROC052|PROC038|PROC169	C5	1	YES	NO
C5_K3_04	C5	3	1|2|6	cho qokaiin shedy	PROC052|PROC038|PROC078	C5	1	YES	NO
C5_K3_05	C5	3	1|3|4	cho kchoar chodaly	PROC052|PROC063|PROC053	C5	1	YES	NO
C5_K3_06	C5	3	1|3|5	cho kchoar daiiin	PROC052|PROC063|PROC169	C5	1	YES	NO
C5_K3_07	C5	3	1|3|6	cho kchoar shedy	PROC052|PROC063|PROC078	C5	1	YES	NO
C5_K3_08	C5	3	1|4|5	cho chodaly daiiin	PROC052|PROC053|PROC169	C5	1	YES	NO
C5_K3_09	C5	3	1|4|6	cho chodaly shedy	PROC052|PROC053|PROC078	C5	1	YES	NO
C5_K3_10	C5	3	1|5|6	cho daiiin shedy	PROC052|PROC169|PROC078	C5	1	YES	NO
C5_K3_11	C5	3	2|3|4	qokaiin kchoar chodaly	PROC038|PROC063|PROC053	C5	1	YES	NO
C5_K3_12	C5	3	2|3|5	qokaiin kchoar daiiin	PROC038|PROC063|PROC169	C5	1	YES	NO
C5_K3_13	C5	3	2|3|6	qokaiin kchoar shedy	PROC038|PROC063|PROC078	C5	1	YES	NO
C5_K3_14	C5	3	2|4|5	qokaiin chodaly daiiin	PROC038|PROC053|PROC169	C5	1	YES	NO
C5_K3_15	C5	3	2|4|6	qokaiin chodaly shedy	PROC038|PROC053|PROC078	C5	1	YES	NO
C5_K3_16	C5	3	2|5|6	qokaiin daiiin shedy	PROC038|PROC169|PROC078	C5	1	YES	NO
C5_K3_17	C5	3	3|4|5	kchoar chodaly daiiin	PROC063|PROC053|PROC169	C5	1	YES	NO
C5_K3_18	C5	3	3|4|6	kchoar chodaly shedy	PROC063|PROC053|PROC078	C5	1	YES	NO
C5_K3_19	C5	3	3|5|6	kchoar daiiin shedy	PROC063|PROC169|PROC078	C5	1	YES	NO
C5_K3_20	C5	3	4|5|6	chodaly daiiin shedy	PROC053|PROC169|PROC078	C5	1	YES	NO
C5_K4_01	C5	4	1|2|3|4	cho qokaiin kchoar chodaly	PROC052|PROC038|PROC063|PROC053	C5	1	YES	NO
C5_K4_02	C5	4	1|2|3|5	cho qokaiin kchoar daiiin	PROC052|PROC038|PROC063|PROC169	C5	1	YES	NO
C5_K4_03	C5	4	1|2|3|6	cho qokaiin kchoar shedy	PROC052|PROC038|PROC063|PROC078	C5	1	YES	NO
C5_K4_04	C5	4	1|2|4|5	cho qokaiin chodaly daiiin	PROC052|PROC038|PROC053|PROC169	C5	1	YES	NO
C5_K4_05	C5	4	1|2|4|6	cho qokaiin chodaly shedy	PROC052|PROC038|PROC053|PROC078	C5	1	YES	NO
C5_K4_06	C5	4	1|2|5|6	cho qokaiin daiiin shedy	PROC052|PROC038|PROC169|PROC078	C5	1	YES	NO
C5_K4_07	C5	4	1|3|4|5	cho kchoar chodaly daiiin	PROC052|PROC063|PROC053|PROC169	C5	1	YES	NO
C5_K4_08	C5	4	1|3|4|6	cho kchoar chodaly shedy	PROC052|PROC063|PROC053|PROC078	C5	1	YES	NO
C5_K4_09	C5	4	1|3|5|6	cho kchoar daiiin shedy	PROC052|PROC063|PROC169|PROC078	C5	1	YES	NO
C5_K4_10	C5	4	1|4|5|6	cho chodaly daiiin shedy	PROC052|PROC053|PROC169|PROC078	C5	1	YES	NO
C5_K4_11	C5	4	2|3|4|5	qokaiin kchoar chodaly daiiin	PROC038|PROC063|PROC053|PROC169	C5	1	YES	NO
C5_K4_12	C5	4	2|3|4|6	qokaiin kchoar chodaly shedy	PROC038|PROC063|PROC053|PROC078	C5	1	YES	NO
C5_K4_13	C5	4	2|3|5|6	qokaiin kchoar daiiin shedy	PROC038|PROC063|PROC169|PROC078	C5	1	YES	NO
C5_K4_14	C5	4	2|4|5|6	qokaiin chodaly daiiin shedy	PROC038|PROC053|PROC169|PROC078	C5	1	YES	NO
C5_K4_15	C5	4	3|4|5|6	kchoar chodaly daiiin shedy	PROC063|PROC053|PROC169|PROC078	C5	1	YES	NO
C5_K5_01	C5	5	1|2|3|4|5	cho qokaiin kchoar chodaly daiiin	PROC052|PROC038|PROC063|PROC053|PROC169	C5	1	YES	NO
C5_K5_02	C5	5	1|2|3|4|6	cho qokaiin kchoar chodaly shedy	PROC052|PROC038|PROC063|PROC053|PROC078	C5	1	YES	NO
C5_K5_03	C5	5	1|2|3|5|6	cho qokaiin kchoar daiiin shedy	PROC052|PROC038|PROC063|PROC169|PROC078	C5	1	YES	NO
C5_K5_04	C5	5	1|2|4|5|6	cho qokaiin chodaly daiiin shedy	PROC052|PROC038|PROC053|PROC169|PROC078	C5	1	YES	NO
C5_K5_05	C5	5	1|3|4|5|6	cho kchoar chodaly daiiin shedy	PROC052|PROC063|PROC053|PROC169|PROC078	C5	1	YES	NO
C5_K5_06	C5	5	2|3|4|5|6	qokaiin kchoar chodaly daiiin shedy	PROC038|PROC063|PROC053|PROC169|PROC078	C5	1	YES	NO
C5_K6_01	C5	6	1|2|3|4|5|6	cho qokaiin kchoar chodaly daiiin shedy	PROC052|PROC038|PROC063|PROC053|PROC169|PROC078	C5	1	YES	NO
