cell_ordinal	register	gdt584_rule_id	carrier_root	portable_core	assignment_count	host_count	page_count	pages	strict_selection_signature_count	selected_lemmas_de	carrier_root_signatures	packet_rules	exact_foreign_assignment_count	same_cell_foreign_assignment_count	register_root_fallback_assignment_count	page_private_assignment_count	cell_mobility_profile	example_carrier_slot_ids	guard
59	HERBAL	T_PHYSICAL_GRADE_TEMPER	Y	POSTEN	10	9	8	f10r|f17r|f20v|f24v|f31r|f4r|f55v|f95v	3	Pflanzenmaterial	Y|Y+AIN|Y+OR	DEFAULT_GDT584_OBJECT_COMPOSITION	8	2	0	0	PARTIAL_EXACT_OTHER_PAGE	RUNNING:G407-E0232@3|RUNNING:G407-E0485@4|RUNNING:G407-E0660@2|RUNNING:G407-E0697@1|RUNNING:G407-E0697@4|RUNNING:G407-E4487@3	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
60	HERBAL	T_PHYSICAL_GRADE_TEMPER	AIN	ANTEIL	1	1	1	f95v	1	Pflanzenportion	Y+AIN	DEFAULT_GDT584_OBJECT_COMPOSITION	0	0	1	0	SINGLE_PAGE_CELL_REGISTER_ROOT_FALLBACK	RUNNING:G407-E4488@1	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
61	HERBAL	T_PHYSICAL_GRADE_TEMPER	OR	EINHEIT	1	1	1	f10r	1	Pflanzenansatz	Y+OR	DEFAULT_GDT584_OBJECT_COMPOSITION	0	0	1	0	SINGLE_PAGE_CELL_REGISTER_ROOT_FALLBACK	RUNNING:G407-E0233@2	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
62	CELESTIAL	CHD_CELESTIAL_CALCULATE	Y	POSTEN	10	9	5	f67r2|f68r1|f69v|f70v|f72r	2	Ringposition	Y|Y+AIIN	DEFAULT_GDT584_OBJECT_COMPOSITION	9	1	0	0	PARTIAL_EXACT_OTHER_PAGE	RUNNING:G407-E0962@1|RUNNING:G407-E1143@3|RUNNING:G407-E1408@2|RUNNING:G407-E1409@2|RUNNING:G407-E1410@1|LOCAL_COMPONENT:P912-E1991@4	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
63	CELESTIAL	CHD_CELESTIAL_CALCULATE	AIIN	WERT	3	3	3	f67r2|f70v|f72r	2	Positionswert	AIIN|Y+AIIN	DEFAULT_GDT584_OBJECT_COMPOSITION	2	1	0	0	PARTIAL_EXACT_OTHER_PAGE	RUNNING:G407-E0961@2|RUNNING:G407-E1305@2|LOCAL_COMPONENT:P912-E2300@2	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
64	CELESTIAL	SH_CELESTIAL_FIX	Y	POSTEN	30	28	6	f67r2|f68r1|f69v|f70v|f71v|f72r	4	Ringposition	Y|Y+AIIN|Y+AIN+OR|Y+OR	DEFAULT_GDT584_OBJECT_COMPOSITION	27	3	0	0	PARTIAL_EXACT_OTHER_PAGE	RUNNING:G407-E0976@5|RUNNING:G407-E1004@4|RUNNING:G407-E1005@1|RUNNING:G407-E1015@1|RUNNING:G407-E1015@4|RUNNING:G407-E1040@3	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
65	CELESTIAL	SH_CELESTIAL_FIX	AIIN	WERT	5	4	2	f67r2|f72r	2	Positionswert	AIIN|Y+AIIN	DEFAULT_GDT584_OBJECT_COMPOSITION	0	5	0	0	CROSS_PAGE_CELL_DIFFERENT_SIGNATURES	RUNNING:G407-E0977@1|RUNNING:G407-E1160@2|RUNNING:G407-E1186@4|RUNNING:G407-E1187@2|RUNNING:G407-E1318@2	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
66	CELESTIAL	SH_CELESTIAL_FIX	AIN	ANTEIL	1	1	1	f72r	1	Sektoranteil	Y+AIN+OR	DEFAULT_GDT584_OBJECT_COMPOSITION	0	0	1	0	SINGLE_PAGE_CELL_REGISTER_ROOT_FALLBACK	RUNNING:G407-E1347@2	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
67	CELESTIAL	SH_CELESTIAL_FIX	OR	EINHEIT	4	4	3	f68r1|f71v|f72r	3	Ringsegment	OR|Y+AIN+OR|Y+OR	DEFAULT_GDT584_OBJECT_COMPOSITION	2	2	0	0	PARTIAL_EXACT_OTHER_PAGE	RUNNING:G407-E1125@3|RUNNING:G407-E1347@1|RUNNING:G407-E1365@1|LOCAL_COMPONENT:P912-E1995@3	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
68	CELESTIAL	S_CELESTIAL_SELECT	Y	POSTEN	24	22	4	f67r2|f68r1|f69v|f72r	5	Ringposition	Y|Y+AIIN|Y+AIIN+OR|Y+AIN|Y+OR	DEFAULT_GDT584_OBJECT_COMPOSITION	19	5	0	0	PARTIAL_EXACT_OTHER_PAGE	RUNNING:G407-E0905@3|RUNNING:G407-E0906@4|RUNNING:G407-E0915@1|RUNNING:G407-E0922@2|RUNNING:G407-E0933@1|RUNNING:G407-E0975@3	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
69	CELESTIAL	S_CELESTIAL_SELECT	AIIN	WERT	18	16	6	f67r2|f68r1|f69v|f70v|f71v|f72r	4	Positionswert	AIIN|AIIN+OR|Y+AIIN|Y+AIIN+OR	DEFAULT_GDT584_OBJECT_COMPOSITION	13	5	0	0	PARTIAL_EXACT_OTHER_PAGE	RUNNING:G407-E0914@3|RUNNING:G407-E0942@2|RUNNING:G407-E0948@2|RUNNING:G407-E0991@3|RUNNING:G407-E1021@1|RUNNING:G407-E1128@2	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
70	CELESTIAL	S_CELESTIAL_SELECT	AIN	ANTEIL	4	4	1	f67r2	2	Sektoranteil	AIN|Y+AIN	DEFAULT_GDT584_OBJECT_COMPOSITION	0	0	4	0	SINGLE_PAGE_CELL_REGISTER_ROOT_FALLBACK	RUNNING:G407-E0904@1|RUNNING:G407-E0920@1|RUNNING:G407-E0925@2|RUNNING:G407-E0929@4	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
71	CELESTIAL	S_CELESTIAL_SELECT	OR	EINHEIT	5	5	2	f67r2|f72r	4	Ringsegment	AIIN+OR|OR|Y+AIIN+OR|Y+OR	DEFAULT_GDT584_OBJECT_COMPOSITION	2	3	0	0	PARTIAL_EXACT_OTHER_PAGE	RUNNING:G407-E0914@2|RUNNING:G407-E0960@2|RUNNING:G407-E0982@1|RUNNING:G407-E1374@2|RUNNING:G407-E1419@1	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
72	CELESTIAL	T_CELESTIAL_SET	Y	POSTEN	59	50	6	f67r2|f68r1|f69v|f70v|f71v|f72r	5	Ringposition	Y|Y+AIIN|Y+AIIN+AIN|Y+AIIN+OR|Y+OR	CELESTIAL_POSITION_SEGMENT_VALUE|DEFAULT_GDT584_OBJECT_COMPOSITION	57	2	0	0	PARTIAL_EXACT_OTHER_PAGE	RUNNING:G407-E0934@1|RUNNING:G407-E0935@1|RUNNING:G407-E0941@1|RUNNING:G407-E0955@1|RUNNING:G407-E0963@1|RUNNING:G407-E0966@1	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
73	CELESTIAL	T_CELESTIAL_SET	AIIN	WERT	6	6	3	f67r2|f70v|f71v	4	Positionswert	AIIN|Y+AIIN|Y+AIIN+AIN|Y+AIIN+OR	CELESTIAL_POSITION_SEGMENT_VALUE|DEFAULT_GDT584_OBJECT_COMPOSITION	2	4	0	0	PARTIAL_EXACT_OTHER_PAGE	RUNNING:G407-E0956@1|RUNNING:G407-E0983@3|RUNNING:G407-E1064@1|LOCAL_COMPONENT:P912-E1840@4|LOCAL_COMPONENT:P912-E2268@3|LOCAL_COMPONENT:P912-E2354@4	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
74	CELESTIAL	T_CELESTIAL_SET	AIN	ANTEIL	1	1	1	f67r2	1	Sektoranteil	Y+AIIN+AIN	CELESTIAL_POSITION_SEGMENT_VALUE	0	0	1	0	SINGLE_PAGE_CELL_REGISTER_ROOT_FALLBACK	RUNNING:G407-E0984@1	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
75	CELESTIAL	T_CELESTIAL_SET	OR	EINHEIT	5	4	3	f67r2|f69v|f72r	2	Ringsegment	Y+AIIN+OR|Y+OR	CELESTIAL_POSITION_SEGMENT_VALUE	3	2	0	0	PARTIAL_EXACT_OTHER_PAGE	RUNNING:G407-E0934@5|RUNNING:G407-E0955@3|RUNNING:G407-E0957@1|RUNNING:G407-E1189@3|LOCAL_COMPONENT:P912-E2117@3	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
76	BIOLOGICAL	CHD_BIO_TREAT	Y	POSTEN	154	142	7	f75r|f76r|f77r|f81r|f81v|f82r|f83r	4	Körper|Stationsansatz	Y|Y+AIIN|Y+AIN|Y+OR	BIOLOGICAL_BODY_PART|DEFAULT_GDT584_OBJECT_COMPOSITION	154	0	0	0	EVERY_ASSIGNMENT_EXACT_OTHER_PAGE	RUNNING:G407-E1425@3|RUNNING:G407-E1429@2|RUNNING:G407-E1437@2|RUNNING:G407-E1480@2|RUNNING:G407-E1484@2|RUNNING:G407-E1505@2	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
77	BIOLOGICAL	CHD_BIO_TREAT	AIIN	WERT	16	15	4	f76r|f77r|f81r|f83r	2	Stationsmaß	AIIN|Y+AIIN	DEFAULT_GDT584_OBJECT_COMPOSITION	16	0	0	0	EVERY_ASSIGNMENT_EXACT_OTHER_PAGE	RUNNING:G407-E1869@1|RUNNING:G407-E2044@2|RUNNING:G407-E2369@2|RUNNING:G407-E2424@2|RUNNING:G407-E2458@2|RUNNING:G407-E2502@2	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
78	BIOLOGICAL	CHD_BIO_TREAT	AIN	ANTEIL	8	7	5	f75r|f76r|f77r|f82r|f83r	2	Anwendungsportion|Teil	AIN|Y+AIN	BIOLOGICAL_BODY_PART|DEFAULT_GDT584_OBJECT_COMPOSITION	8	0	0	0	EVERY_ASSIGNMENT_EXACT_OTHER_PAGE	RUNNING:G407-E1689@1|RUNNING:G407-E1894@2|RUNNING:G407-E2293@2|RUNNING:G407-E2294@1|RUNNING:G407-E2614@2|RUNNING:G407-E3313@2	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
79	BIOLOGICAL	CHD_BIO_TREAT	OR	EINHEIT	10	9	5	f75r|f76r|f77r|f82r|f83r	2	Stationseinheit	OR|Y+OR	DEFAULT_GDT584_OBJECT_COMPOSITION	9	1	0	0	PARTIAL_EXACT_OTHER_PAGE	RUNNING:G407-E1559@1|RUNNING:G407-E1619@1|RUNNING:G407-E1832@2|RUNNING:G407-E2187@3|RUNNING:G407-E2189@2|RUNNING:G407-E2359@2	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
80	BIOLOGICAL	SH_BIO_BATHE	Y	POSTEN	112	92	6	f75r|f77r|f81r|f81v|f82r|f83r	6	Körper|Stationsansatz	Y|Y+AIIN|Y+AIN|Y+AIN+OR|Y+OR	BIOLOGICAL_BATH_FILL|DEFAULT_GDT584_OBJECT_COMPOSITION	108	4	0	0	PARTIAL_EXACT_OTHER_PAGE	RUNNING:G407-E1433@3|RUNNING:G407-E1434@2|RUNNING:G407-E1452@4|RUNNING:G407-E1455@3|RUNNING:G407-E1457@3|RUNNING:G407-E1459@3	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
81	BIOLOGICAL	SH_BIO_BATHE	AIIN	WERT	11	11	3	f77r|f82r|f83r	2	Badfüllung	AIIN|Y+AIIN	BIOLOGICAL_BATH_FILL	11	0	0	0	EVERY_ASSIGNMENT_EXACT_OTHER_PAGE	RUNNING:G407-E2405@2|RUNNING:G407-E2426@3|RUNNING:G407-E2509@2|RUNNING:G407-E2636@2|RUNNING:G407-E2648@2|RUNNING:G407-E2651@1	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
82	BIOLOGICAL	SH_BIO_BATHE	AIN	ANTEIL	6	6	3	f75r|f81r|f81v	3	Anwendungsportion	AIN|Y+AIN|Y+AIN+OR	DEFAULT_GDT584_OBJECT_COMPOSITION	5	1	0	0	PARTIAL_EXACT_OTHER_PAGE	RUNNING:G407-E1432@1|RUNNING:G407-E1604@2|RUNNING:G407-E1649@1|RUNNING:G407-E1828@1|RUNNING:G407-E2779@2|RUNNING:G407-E3112@2	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
83	BIOLOGICAL	SH_BIO_BATHE	OR	EINHEIT	11	10	4	f75r|f77r|f81r|f83r	3	Badeinheit	OR|Y+AIN+OR|Y+OR	DEFAULT_GDT584_OBJECT_COMPOSITION	10	1	0	0	PARTIAL_EXACT_OTHER_PAGE	RUNNING:G407-E1503@3|RUNNING:G407-E1600@1|RUNNING:G407-E1611@4|RUNNING:G407-E1613@2|RUNNING:G407-E1654@5|RUNNING:G407-E1794@2	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
84	BIOLOGICAL	SH_REST_HOLD	Y	POSTEN	39	36	1	f76r	3	Stationsansatz	Y|Y+AIIN|Y+OR	DEFAULT_GDT584_OBJECT_COMPOSITION	0	0	39	0	SINGLE_PAGE_CELL_REGISTER_ROOT_FALLBACK	RUNNING:G407-E1835@5|RUNNING:G407-E1839@5|RUNNING:G407-E1840@6|RUNNING:G407-E1857@1|RUNNING:G407-E1857@4|RUNNING:G407-E1866@2	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
85	BIOLOGICAL	SH_REST_HOLD	AIIN	WERT	1	1	1	f76r	1	Stationsmaß	Y+AIIN	DEFAULT_GDT584_OBJECT_COMPOSITION	0	0	1	0	SINGLE_PAGE_CELL_REGISTER_ROOT_FALLBACK	RUNNING:G407-E2240@1	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
86	BIOLOGICAL	SH_REST_HOLD	AIN	ANTEIL	1	1	1	f76r	1	Anwendungsportion	AIN	DEFAULT_GDT584_OBJECT_COMPOSITION	0	0	1	0	SINGLE_PAGE_CELL_REGISTER_ROOT_FALLBACK	RUNNING:G407-E1854@1	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
87	BIOLOGICAL	SH_REST_HOLD	OR	EINHEIT	1	1	1	f76r	1	Stationseinheit	Y+OR	DEFAULT_GDT584_OBJECT_COMPOSITION	0	0	1	0	SINGLE_PAGE_CELL_REGISTER_ROOT_FALLBACK	RUNNING:G407-E2379@1	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
88	BIOLOGICAL	S_BIO_DIVERT	Y	POSTEN	7	6	4	f75r|f76r|f81r|f82r	2	Strom	Y|Y+AIIN+OR	BIOLOGICAL_FLOW_PACKET	6	1	0	0	PARTIAL_EXACT_OTHER_PAGE	RUNNING:G407-E1589@2|RUNNING:G407-E1819@2|RUNNING:G407-E1935@2|RUNNING:G407-E2859@1|RUNNING:G407-E2860@2|RUNNING:G407-E2867@2	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
89	BIOLOGICAL	S_BIO_DIVERT	AIIN	WERT	4	4	4	f76r|f77r|f81r|f82r	4	Mengenangabe	AIIN|AIIN+AIN|AIIN+OR|Y+AIIN+OR	BIOLOGICAL_FLOW_PACKET	0	4	0	0	CROSS_PAGE_CELL_DIFFERENT_SIGNATURES	RUNNING:G407-E1968@1|RUNNING:G407-E2667@1|RUNNING:G407-E2923@3|RUNNING:G407-E3322@2	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
90	BIOLOGICAL	S_BIO_DIVERT	AIN	ANTEIL	3	3	2	f75r|f76r	2	Teilmenge	AIIN+AIN|AIN	BIOLOGICAL_FLOW_PACKET	2	1	0	0	PARTIAL_EXACT_OTHER_PAGE	RUNNING:G407-E1542@2|RUNNING:G407-E1970@1|RUNNING:G407-E2224@2	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
91	BIOLOGICAL	S_BIO_DIVERT	OR	EINHEIT	5	3	2	f81r|f82r	3	Beckeninhalt	AIIN+OR|OR|Y+AIIN+OR	BIOLOGICAL_FLOW_PACKET	0	5	0	0	CROSS_PAGE_CELL_DIFFERENT_SIGNATURES	RUNNING:G407-E2922@1|RUNNING:G407-E2923@1|RUNNING:G407-E3323@1|LOCAL_COMPONENT:P912-E1398@2|LOCAL_COMPONENT:P912-E1398@3	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
92	BIOLOGICAL	S_REST_SELECT	Y	POSTEN	20	18	6	f75r|f76r|f77r|f81r|f82r|f83r	6	Stationsansatz	Y|Y+AIIN|Y+AIIN+OR|Y+AIN|Y+AIN+OR|Y+OR	DEFAULT_GDT584_OBJECT_COMPOSITION	14	6	0	0	PARTIAL_EXACT_OTHER_PAGE	RUNNING:G407-E1487@1|RUNNING:G407-E1844@1|RUNNING:G407-E2125@1|RUNNING:G407-E2167@2|RUNNING:G407-E2221@2|RUNNING:G407-E2222@1	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
93	BIOLOGICAL	S_REST_SELECT	AIIN	WERT	25	23	6	f75r|f76r|f77r|f81v|f82r|f83r	4	Stationsmaß	AIIN|AIIN+AIN|Y+AIIN|Y+AIIN+OR	DEFAULT_GDT584_OBJECT_COMPOSITION	23	2	0	0	PARTIAL_EXACT_OTHER_PAGE	RUNNING:G407-E1556@2|RUNNING:G407-E1944@2|RUNNING:G407-E2305@2|RUNNING:G407-E2315@2|RUNNING:G407-E2316@2|RUNNING:G407-E2355@2	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
94	BIOLOGICAL	S_REST_SELECT	AIN	ANTEIL	20	20	6	f75r|f76r|f77r|f81r|f82r|f83r	4	Anwendungsportion	AIIN+AIN|AIN|Y+AIN|Y+AIN+OR	DEFAULT_GDT584_OBJECT_COMPOSITION	15	5	0	0	PARTIAL_EXACT_OTHER_PAGE	RUNNING:G407-E1553@2|RUNNING:G407-E1634@2|RUNNING:G407-E1638@2|RUNNING:G407-E1803@2|RUNNING:G407-E1842@2|RUNNING:G407-E2031@2	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
95	BIOLOGICAL	S_REST_SELECT	OR	EINHEIT	7	7	4	f75r|f76r|f81r|f83r	4	Stationseinheit	OR|Y+AIIN+OR|Y+AIN+OR|Y+OR	DEFAULT_GDT584_OBJECT_COMPOSITION	5	2	0	0	PARTIAL_EXACT_OTHER_PAGE	RUNNING:G407-E1486@2|RUNNING:G407-E2220@2|RUNNING:G407-E2249@2|RUNNING:G407-E2813@1|RUNNING:G407-E2908@2|RUNNING:G407-E3549@2	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
96	BIOLOGICAL	T_AFTER_SH_COOL	Y	POSTEN	6	6	3	f75r|f77r|f81v	1	Körper	Y	DEFAULT_GDT584_OBJECT_COMPOSITION	6	0	0	0	EVERY_ASSIGNMENT_EXACT_OTHER_PAGE	RUNNING:G407-E1656@2|RUNNING:G407-E1742@4|RUNNING:G407-E1758@4|RUNNING:G407-E2452@4|RUNNING:G407-E2471@4|RUNNING:G407-E3109@5	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
97	BIOLOGICAL	T_BIO_STATION_REGULATE	Y	POSTEN	37	32	6	f75r|f77r|f81r|f81v|f82r|f83r	4	Stationsansatz	Y|Y+AIIN|Y+AIN|Y+OR	DEFAULT_GDT584_OBJECT_COMPOSITION	36	1	0	0	PARTIAL_EXACT_OTHER_PAGE	RUNNING:G407-E1474@4|RUNNING:G407-E1479@1|RUNNING:G407-E1495@4|RUNNING:G407-E1635@3|RUNNING:G407-E1670@5|RUNNING:G407-E2401@3	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
98	BIOLOGICAL	T_BIO_STATION_REGULATE	AIIN	WERT	5	5	4	f77r|f81r|f82r|f83r	2	Stationsmaß	AIIN|Y+AIIN	DEFAULT_GDT584_OBJECT_COMPOSITION	5	0	0	0	EVERY_ASSIGNMENT_EXACT_OTHER_PAGE	RUNNING:G407-E2633@3|RUNNING:G407-E2893@2|RUNNING:G407-E3440@2|RUNNING:G407-E3608@3|RUNNING:G407-E3671@2	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
99	BIOLOGICAL	T_BIO_STATION_REGULATE	AIN	ANTEIL	4	4	3	f75r|f77r|f83r	2	Anwendungsportion	AIN|Y+AIN	DEFAULT_GDT584_OBJECT_COMPOSITION	3	1	0	0	PARTIAL_EXACT_OTHER_PAGE	RUNNING:G407-E1446@3|RUNNING:G407-E1479@3|RUNNING:G407-E2709@2|RUNNING:G407-E3794@3	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
100	BIOLOGICAL	T_BIO_STATION_REGULATE	OR	EINHEIT	4	4	3	f75r|f81v|f83r	2	Stationseinheit	OR|Y+OR	DEFAULT_GDT584_OBJECT_COMPOSITION	3	1	0	0	PARTIAL_EXACT_OTHER_PAGE	RUNNING:G407-E1636@2|RUNNING:G407-E3066@2|RUNNING:G407-E3666@2|LOCAL_COMPONENT:P912-E1718@3	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
101	BIOLOGICAL	T_PHYSICAL_BROAD	Y	POSTEN	12	11	1	f76r	2	Stationsansatz	Y|Y+AIN	DEFAULT_GDT584_OBJECT_COMPOSITION	0	0	12	0	SINGLE_PAGE_CELL_REGISTER_ROOT_FALLBACK	RUNNING:G407-E1951@3|RUNNING:G407-E2056@5|RUNNING:G407-E2099@1|RUNNING:G407-E2108@5|RUNNING:G407-E2116@4|RUNNING:G407-E2165@4	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
102	BIOLOGICAL	T_PHYSICAL_BROAD	AIN	ANTEIL	1	1	1	f76r	1	Anwendungsportion	Y+AIN	DEFAULT_GDT584_OBJECT_COMPOSITION	0	0	1	0	SINGLE_PAGE_CELL_REGISTER_ROOT_FALLBACK	RUNNING:G407-E2310@3	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
103	BIOLOGICAL	T_PHYSICAL_GRADE_TEMPER	Y	POSTEN	19	18	5	f76r|f77r|f81v|f82r|f83r	2	Stationsansatz	Y|Y+AIN	DEFAULT_GDT584_OBJECT_COMPOSITION	18	1	0	0	PARTIAL_EXACT_OTHER_PAGE	RUNNING:G407-E1938@4|RUNNING:G407-E2410@5|RUNNING:G407-E2417@5|RUNNING:G407-E2621@1|RUNNING:G407-E3036@1|RUNNING:G407-E3037@6	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
104	BIOLOGICAL	T_PHYSICAL_GRADE_TEMPER	AIN	ANTEIL	1	1	1	f77r	1	Anwendungsportion	Y+AIN	DEFAULT_GDT584_OBJECT_COMPOSITION	0	0	1	0	SINGLE_PAGE_CELL_REGISTER_ROOT_FALLBACK	RUNNING:G407-E2620@4	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
105	PHARMA	CHD_HP_MATERIAL_COMMINUTE	Y	POSTEN	2	2	2	f88v|f89r	1	Drogenmaterial	Y	DEFAULT_GDT584_OBJECT_COMPOSITION	2	0	0	0	EVERY_ASSIGNMENT_EXACT_OTHER_PAGE	RUNNING:G407-E4028@3|RUNNING:G407-E4075@2	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
106	PHARMA	CHD_HP_WET_EXTRACT_PROCESS	Y	POSTEN	4	1	1	f89r	1	Drogenmaterial	Y+AIIN	DEFAULT_GDT584_OBJECT_COMPOSITION	0	0	4	0	SINGLE_PAGE_CELL_REGISTER_ROOT_FALLBACK	RUNNING:G407-E4166@4|RUNNING:G407-E4169@1|RUNNING:G407-E4171@1|RUNNING:G407-E4171@2	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
107	PHARMA	CHD_HP_WET_EXTRACT_PROCESS	AIIN	WERT	1	1	1	f89r	1	Arzneiauszug	Y+AIIN	DEFAULT_GDT584_OBJECT_COMPOSITION	0	0	1	0	SINGLE_PAGE_CELL_REGISTER_ROOT_FALLBACK	RUNNING:G407-E4170@1	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
108	PHARMA	CHD_HP_WET_TRITURATE	AIN	ANTEIL	1	1	1	f89r	1	Zutatenportion	AIN	DEFAULT_GDT584_OBJECT_COMPOSITION	0	0	1	0	SINGLE_PAGE_CELL_REGISTER_ROOT_FALLBACK	RUNNING:G407-E4207@2	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
109	PHARMA	SH_HP_EXTRACT_STEEP	Y	POSTEN	4	4	2	f88r|f88v	2	Drogenmaterial	Y+AIIN|Y+AIIN+OR	DEFAULT_GDT584_OBJECT_COMPOSITION	2	2	0	0	PARTIAL_EXACT_OTHER_PAGE	RUNNING:G407-E3894@3|RUNNING:G407-E3934@4|RUNNING:G407-E3976@1|RUNNING:G407-E4045@3	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
110	PHARMA	SH_HP_EXTRACT_STEEP	AIIN	WERT	7	7	3	f88r|f88v|f89r	4	Arzneiauszug	AIIN|AIIN+OR|Y+AIIN|Y+AIIN+OR	DEFAULT_GDT584_OBJECT_COMPOSITION	2	5	0	0	PARTIAL_EXACT_OTHER_PAGE	RUNNING:G407-E3896@1|RUNNING:G407-E3935@1|RUNNING:G407-E3975@2|RUNNING:G407-E4036@1|RUNNING:G407-E4038@1|RUNNING:G407-E4044@1	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
111	PHARMA	SH_HP_EXTRACT_STEEP	OR	EINHEIT	3	3	3	f88r|f88v|f89r	2	Materialeinheit	AIIN+OR|Y+AIIN+OR	DEFAULT_GDT584_OBJECT_COMPOSITION	2	1	0	0	PARTIAL_EXACT_OTHER_PAGE	RUNNING:G407-E3895@1|RUNNING:G407-E3975@1|RUNNING:G407-E4237@2	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
112	PHARMA	SH_HP_SETTLE_BEFORE_STRAIN	Y	POSTEN	1	1	1	f89r	1	Drogenmaterial	Y+OR	DEFAULT_GDT584_OBJECT_COMPOSITION	0	0	1	0	SINGLE_PAGE_CELL_REGISTER_ROOT_FALLBACK	RUNNING:G407-E4089@1	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
113	PHARMA	SH_HP_SETTLE_BEFORE_STRAIN	OR	EINHEIT	1	1	1	f89r	1	Arzneiansatz	Y+OR	DEFAULT_GDT584_OBJECT_COMPOSITION	0	0	1	0	SINGLE_PAGE_CELL_REGISTER_ROOT_FALLBACK	RUNNING:G407-E4089@3	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
