reader_local_card_ordinal	local_card_host_key	source_event_id	physical_page	register	locus	record_id	record_governor_key	bundle_id	bundle_governor_key	owner_de	surface	component_recipe	complete_slot_count	base_reader_source	primary_reader_source	base_exact_trace_source	base_exact_slot_trace_de	name_override_count	name_override_slot_ids	raw_name_core_sequence	gdt582_legacy_default_sequence	gdt585_primary_default_sequence	exact_name_override_trace_de	gdt585_selected_model	gdt585_source_grammar_reading_de	gdt585_composition_hypothesis_de	compound_group_id	legacy_reader_de	gdt586_primary_reader_de	running_statement_link_status	name_layer_status	guard	gdt587_carrier_assignment_count	gdt587_carrier_slot_ids	gdt587_base_reader_de	gdt587_primary_reader_de	gdt587_reader_changed	gdt587_layer_status	gdt587_guard	gdt588_base_reader_de	gdt588_primary_reader_de	gdt588_multiplicity_repair	gdt588_guard
313	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2216	P912-E2216	f70v	CELESTIAL	f70v1.12	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Widderrad mit Stern tragenden Figuren	al	AL	1	GDT582_CONCRETE_LOCAL_CARD	GDT582_CONCRETE_LOCAL_CARD	GDT582_EXACT_SLOT_TRACE	[1:AL=zur Zielposition|LOCAL_COMPONENT:P912-E2216@1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2216]	0	NONE	NONE	NONE	NONE	NONE	COORDINATE_OR_CATALOGUE_CARD	NOT_APPLICABLE	NONE	NONE	SAME_AS_PRIMARY__NO_NAME_OVERRIDE	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2216]: zur Zielposition.	NONE__LOCAL_CARD_GUARD_FORBIDS_RUNNING_SENTENCE_INHERITANCE	UNCHANGED_BY_NAME_LAYER	FIXED_744_LOCAL_CARDS__OWNER_RECORD_BUNDLE_AND_LOCUS_RETAINED__NO_RUNNING_STATEMENT_ATTACHMENT	0	NONE	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2216]: zur Zielposition.	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2216]: zur Zielposition.	NO	GDT586_BYTE_RETAINED	FIXED_744_LOCAL_CARDS__LOCAL_OWNER_BOUNDARY_RETAINED	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2216]: zur Zielposition.	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2216]: zur Zielposition.	NO	GDT587_READER_PLUS_EXPLICIT_WRITTEN_CARRIER_MULTIPLICITY
314	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2217	P912-E2217	f70v	CELESTIAL	f70v1.12	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Widderrad mit Stern tragenden Figuren	s	S	1	GDT584_POLISHED_LOCAL_CARD	GDT584_POLISHED_LOCAL_CARD	GDT584_EXACT_SLOT_TRACE	[LOCAL_COMPONENT:P912-E2217@1=S:Wähle aus|LOCAL_ACTION:P912-E2217@1:S]	0	NONE	NONE	NONE	NONE	NONE	ORDERED_INSTRUCTION_CARD	NOT_APPLICABLE	NONE	NONE	SAME_AS_PRIMARY__NO_NAME_OVERRIDE	Wähle die Einheit aus.	NONE__LOCAL_CARD_GUARD_FORBIDS_RUNNING_SENTENCE_INHERITANCE	UNCHANGED_BY_NAME_LAYER	FIXED_744_LOCAL_CARDS__OWNER_RECORD_BUNDLE_AND_LOCUS_RETAINED__NO_RUNNING_STATEMENT_ATTACHMENT	0	NONE	Wähle die Einheit aus.	Wähle die Einheit aus.	NO	GDT586_BYTE_RETAINED	FIXED_744_LOCAL_CARDS__LOCAL_OWNER_BOUNDARY_RETAINED	Wähle die Einheit aus.	Wähle die Einheit aus.	NO	GDT587_READER_PLUS_EXPLICIT_WRITTEN_CARRIER_MULTIPLICITY
315	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2218	P912-E2218	f70v	CELESTIAL	f70v1.12	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Widderrad mit Stern tragenden Figuren	otecheo	OT+E+CHEO	3	GDT582_CONCRETE_LOCAL_CARD	GDT582_CONCRETE_LOCAL_CARD	GDT582_EXACT_SLOT_TRACE	[1:OT=danach / neuer Arbeitsgang|LOCAL_COMPONENT:P912-E2218@1|LOCAL_CONTROL:P912-E2218@1:OT] [2:E=auf Ringstufe I|LOCAL_COMPONENT:P912-E2218@2|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2218] [3:CHEO=lokale CHEO-Karte|LOCAL_COMPONENT:P912-E2218@3|LOCAL_CONTROL:P912-E2218@3:CHEO]	0	NONE	NONE	NONE	NONE	NONE	ITINERARY_OR_ADDRESS_CARD	NOT_APPLICABLE	NONE	NONE	SAME_AS_PRIMARY__NO_NAME_OVERRIDE	im Rahmen [LOCAL_CONTROL:P912-E2218@1:OT]: danach / neuer Arbeitsgang; auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2218]: auf Ringstufe I; im Rahmen [LOCAL_CONTROL:P912-E2218@3:CHEO]: lokale CHEO-Karte.	NONE__LOCAL_CARD_GUARD_FORBIDS_RUNNING_SENTENCE_INHERITANCE	UNCHANGED_BY_NAME_LAYER	FIXED_744_LOCAL_CARDS__OWNER_RECORD_BUNDLE_AND_LOCUS_RETAINED__NO_RUNNING_STATEMENT_ATTACHMENT	0	NONE	im Rahmen [LOCAL_CONTROL:P912-E2218@1:OT]: danach / neuer Arbeitsgang; auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2218]: auf Ringstufe I; im Rahmen [LOCAL_CONTROL:P912-E2218@3:CHEO]: lokale CHEO-Karte.	im Rahmen [LOCAL_CONTROL:P912-E2218@1:OT]: danach / neuer Arbeitsgang; auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2218]: auf Ringstufe I; im Rahmen [LOCAL_CONTROL:P912-E2218@3:CHEO]: lokale CHEO-Karte.	NO	GDT586_BYTE_RETAINED	FIXED_744_LOCAL_CARDS__LOCAL_OWNER_BOUNDARY_RETAINED	im Rahmen [LOCAL_CONTROL:P912-E2218@1:OT]: danach / neuer Arbeitsgang; auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2218]: auf Ringstufe I; im Rahmen [LOCAL_CONTROL:P912-E2218@3:CHEO]: lokale CHEO-Karte.	im Rahmen [LOCAL_CONTROL:P912-E2218@1:OT]: danach / neuer Arbeitsgang; auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2218]: auf Ringstufe I; im Rahmen [LOCAL_CONTROL:P912-E2218@3:CHEO]: lokale CHEO-Karte.	NO	GDT587_READER_PLUS_EXPLICIT_WRITTEN_CARRIER_MULTIPLICITY
316	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2219	P912-E2219	f70v	CELESTIAL	f70v1.12	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Widderrad mit Stern tragenden Figuren	dal	AL	1	GDT582_CONCRETE_LOCAL_CARD	GDT582_CONCRETE_LOCAL_CARD	GDT582_EXACT_SLOT_TRACE	[1:AL=zur Zielposition|LOCAL_COMPONENT:P912-E2219@1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2219]	0	NONE	NONE	NONE	NONE	NONE	COORDINATE_OR_CATALOGUE_CARD	NOT_APPLICABLE	NONE	NONE	SAME_AS_PRIMARY__NO_NAME_OVERRIDE	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2219]: zur Zielposition.	NONE__LOCAL_CARD_GUARD_FORBIDS_RUNNING_SENTENCE_INHERITANCE	UNCHANGED_BY_NAME_LAYER	FIXED_744_LOCAL_CARDS__OWNER_RECORD_BUNDLE_AND_LOCUS_RETAINED__NO_RUNNING_STATEMENT_ATTACHMENT	0	NONE	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2219]: zur Zielposition.	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2219]: zur Zielposition.	NO	GDT586_BYTE_RETAINED	FIXED_744_LOCAL_CARDS__LOCAL_OWNER_BOUNDARY_RETAINED	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2219]: zur Zielposition.	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2219]: zur Zielposition.	NO	GDT587_READER_PLUS_EXPLICIT_WRITTEN_CARRIER_MULTIPLICITY
317	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2220	P912-E2220	f70v	CELESTIAL	f70v1.13	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Widderrad mit Stern tragenden Figuren	okoly	OK+OL+Y	3	GDT582_CONCRETE_LOCAL_CARD	GDT582_CONCRETE_LOCAL_CARD	GDT582_EXACT_SLOT_TRACE	[1:OK=Trage ein|LOCAL_COMPONENT:P912-E2220@1|LOCAL_ACTION:P912-E2220@1:OK] [2:OL=weiter im selben Arbeitsgang|LOCAL_COMPONENT:P912-E2220@2|LOCAL_CONTROL:P912-E2220@2:OL] [3:Y=Ringposition|LOCAL_COMPONENT:P912-E2220@3|LOCAL_ACTION:P912-E2220@1:OK]	0	NONE	NONE	NONE	NONE	NONE	ORDERED_INSTRUCTION_CARD	NOT_APPLICABLE	NONE	NONE	SAME_AS_PRIMARY__NO_NAME_OVERRIDE	Trage ein: Ringposition; im Rahmen [LOCAL_CONTROL:P912-E2220@2:OL]: weiter im selben Arbeitsgang.	NONE__LOCAL_CARD_GUARD_FORBIDS_RUNNING_SENTENCE_INHERITANCE	UNCHANGED_BY_NAME_LAYER	FIXED_744_LOCAL_CARDS__OWNER_RECORD_BUNDLE_AND_LOCUS_RETAINED__NO_RUNNING_STATEMENT_ATTACHMENT	0	NONE	Trage ein: Ringposition; im Rahmen [LOCAL_CONTROL:P912-E2220@2:OL]: weiter im selben Arbeitsgang.	Trage ein: Ringposition; im Rahmen [LOCAL_CONTROL:P912-E2220@2:OL]: weiter im selben Arbeitsgang.	NO	GDT586_BYTE_RETAINED	FIXED_744_LOCAL_CARDS__LOCAL_OWNER_BOUNDARY_RETAINED	Trage ein: Ringposition; im Rahmen [LOCAL_CONTROL:P912-E2220@2:OL]: weiter im selben Arbeitsgang.	Trage ein: Ringposition; im Rahmen [LOCAL_CONTROL:P912-E2220@2:OL]: weiter im selben Arbeitsgang.	NO	GDT587_READER_PLUS_EXPLICIT_WRITTEN_CARRIER_MULTIPLICITY
318	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2221	P912-E2221	f70v	CELESTIAL	f70v1.14	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Widderrad mit Stern tragenden Figuren	otalaiin	OT+AL+AIIN	3	GDT582_CONCRETE_LOCAL_CARD	GDT582_CONCRETE_LOCAL_CARD	GDT582_EXACT_SLOT_TRACE	[1:OT=danach / neuer Arbeitsgang|LOCAL_COMPONENT:P912-E2221@1|LOCAL_CONTROL:P912-E2221@1:OT] [2:AL=zur Zielposition|LOCAL_COMPONENT:P912-E2221@2|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2221] [3:AIIN=Positionswert|LOCAL_COMPONENT:P912-E2221@3|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2221]	0	NONE	NONE	NONE	NONE	NONE	ITINERARY_OR_ADDRESS_CARD	NOT_APPLICABLE	NONE	NONE	SAME_AS_PRIMARY__NO_NAME_OVERRIDE	im Rahmen [LOCAL_CONTROL:P912-E2221@1:OT]: danach / neuer Arbeitsgang; auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2221]: zur Zielposition, Positionswert.	NONE__LOCAL_CARD_GUARD_FORBIDS_RUNNING_SENTENCE_INHERITANCE	UNCHANGED_BY_NAME_LAYER	FIXED_744_LOCAL_CARDS__OWNER_RECORD_BUNDLE_AND_LOCUS_RETAINED__NO_RUNNING_STATEMENT_ATTACHMENT	0	NONE	im Rahmen [LOCAL_CONTROL:P912-E2221@1:OT]: danach / neuer Arbeitsgang; auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2221]: zur Zielposition, Positionswert.	im Rahmen [LOCAL_CONTROL:P912-E2221@1:OT]: danach / neuer Arbeitsgang; auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2221]: zur Zielposition, Positionswert.	NO	GDT586_BYTE_RETAINED	FIXED_744_LOCAL_CARDS__LOCAL_OWNER_BOUNDARY_RETAINED	im Rahmen [LOCAL_CONTROL:P912-E2221@1:OT]: danach / neuer Arbeitsgang; auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2221]: zur Zielposition, Positionswert.	im Rahmen [LOCAL_CONTROL:P912-E2221@1:OT]: danach / neuer Arbeitsgang; auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2221]: zur Zielposition, Positionswert.	NO	GDT587_READER_PLUS_EXPLICIT_WRITTEN_CARRIER_MULTIPLICITY
319	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2222	P912-E2222	f70v	CELESTIAL	f70v1.15	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Widderrad mit Stern tragenden Figuren	oteo	OT+E+O	3	GDT582_CONCRETE_LOCAL_CARD	GDT582_CONCRETE_LOCAL_CARD	GDT582_EXACT_SLOT_TRACE	[1:OT=danach / neuer Arbeitsgang|LOCAL_COMPONENT:P912-E2222@1|LOCAL_CONTROL:P912-E2222@1:OT] [2:E=auf Ringstufe I|LOCAL_COMPONENT:P912-E2222@2|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2222] [3:O=in Eintragsform|LOCAL_COMPONENT:P912-E2222@3|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2222]	0	NONE	NONE	NONE	NONE	NONE	ITINERARY_OR_ADDRESS_CARD	NOT_APPLICABLE	NONE	NONE	SAME_AS_PRIMARY__NO_NAME_OVERRIDE	im Rahmen [LOCAL_CONTROL:P912-E2222@1:OT]: danach / neuer Arbeitsgang; auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2222]: auf Ringstufe I, in Eintragsform.	NONE__LOCAL_CARD_GUARD_FORBIDS_RUNNING_SENTENCE_INHERITANCE	UNCHANGED_BY_NAME_LAYER	FIXED_744_LOCAL_CARDS__OWNER_RECORD_BUNDLE_AND_LOCUS_RETAINED__NO_RUNNING_STATEMENT_ATTACHMENT	0	NONE	im Rahmen [LOCAL_CONTROL:P912-E2222@1:OT]: danach / neuer Arbeitsgang; auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2222]: auf Ringstufe I, in Eintragsform.	im Rahmen [LOCAL_CONTROL:P912-E2222@1:OT]: danach / neuer Arbeitsgang; auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2222]: auf Ringstufe I, in Eintragsform.	NO	GDT586_BYTE_RETAINED	FIXED_744_LOCAL_CARDS__LOCAL_OWNER_BOUNDARY_RETAINED	im Rahmen [LOCAL_CONTROL:P912-E2222@1:OT]: danach / neuer Arbeitsgang; auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2222]: auf Ringstufe I, in Eintragsform.	im Rahmen [LOCAL_CONTROL:P912-E2222@1:OT]: danach / neuer Arbeitsgang; auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2222]: auf Ringstufe I, in Eintragsform.	NO	GDT587_READER_PLUS_EXPLICIT_WRITTEN_CARRIER_MULTIPLICITY
320	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2223	P912-E2223	f70v	CELESTIAL	f70v1.15	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Widderrad mit Stern tragenden Figuren	alals	AL+AL+S_ADDR	3	GDT582_CONCRETE_LOCAL_CARD	GDT582_CONCRETE_LOCAL_CARD	GDT582_EXACT_SLOT_TRACE	[1:AL=zur Zielposition|LOCAL_COMPONENT:P912-E2223@1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2223] [2:AL=zur Zielposition|LOCAL_COMPONENT:P912-E2223@2|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2223] [3:S_ADDR=an der seitlichen Ringstelle|LOCAL_COMPONENT:P912-E2223@3|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2223]	0	NONE	NONE	NONE	NONE	NONE	COORDINATE_OR_CATALOGUE_CARD	NOT_APPLICABLE	NONE	NONE	SAME_AS_PRIMARY__NO_NAME_OVERRIDE	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2223]: zur Zielposition, zur Zielposition, an der seitlichen Ringstelle.	NONE__LOCAL_CARD_GUARD_FORBIDS_RUNNING_SENTENCE_INHERITANCE	UNCHANGED_BY_NAME_LAYER	FIXED_744_LOCAL_CARDS__OWNER_RECORD_BUNDLE_AND_LOCUS_RETAINED__NO_RUNNING_STATEMENT_ATTACHMENT	0	NONE	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2223]: zur Zielposition, zur Zielposition, an der seitlichen Ringstelle.	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2223]: zur Zielposition, zur Zielposition, an der seitlichen Ringstelle.	NO	GDT586_BYTE_RETAINED	FIXED_744_LOCAL_CARDS__LOCAL_OWNER_BOUNDARY_RETAINED	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2223]: zur Zielposition, zur Zielposition, an der seitlichen Ringstelle.	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2223]: zur Zielposition, zur Zielposition, an der seitlichen Ringstelle.	NO	GDT587_READER_PLUS_EXPLICIT_WRITTEN_CARRIER_MULTIPLICITY
321	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2224	P912-E2224	f70v	CELESTIAL	f70v1.15	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Widderrad mit Stern tragenden Figuren	araly	AR+AL+Y	3	GDT582_CONCRETE_LOCAL_CARD	GDT582_CONCRETE_LOCAL_CARD	GDT582_EXACT_SLOT_TRACE	[1:AR=von der Ausgangsposition|LOCAL_COMPONENT:P912-E2224@1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2224] [2:AL=zur Zielposition|LOCAL_COMPONENT:P912-E2224@2|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2224] [3:Y=Ringposition|LOCAL_COMPONENT:P912-E2224@3|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2224]	0	NONE	NONE	NONE	NONE	NONE	COORDINATE_OR_CATALOGUE_CARD	NOT_APPLICABLE	NONE	NONE	SAME_AS_PRIMARY__NO_NAME_OVERRIDE	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2224]: von der Ausgangsposition, zur Zielposition, Ringposition.	NONE__LOCAL_CARD_GUARD_FORBIDS_RUNNING_SENTENCE_INHERITANCE	UNCHANGED_BY_NAME_LAYER	FIXED_744_LOCAL_CARDS__OWNER_RECORD_BUNDLE_AND_LOCUS_RETAINED__NO_RUNNING_STATEMENT_ATTACHMENT	0	NONE	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2224]: von der Ausgangsposition, zur Zielposition, Ringposition.	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2224]: von der Ausgangsposition, zur Zielposition, Ringposition.	NO	GDT586_BYTE_RETAINED	FIXED_744_LOCAL_CARDS__LOCAL_OWNER_BOUNDARY_RETAINED	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2224]: von der Ausgangsposition, zur Zielposition, Ringposition.	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2224]: von der Ausgangsposition, zur Zielposition, Ringposition.	NO	GDT587_READER_PLUS_EXPLICIT_WRITTEN_CARRIER_MULTIPLICITY
322	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2225	P912-E2225	f70v	CELESTIAL	f70v1.16	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Widderrad mit Stern tragenden Figuren	oteoeey	OT+E+O+EE+Y	5	GDT582_CONCRETE_LOCAL_CARD	GDT582_CONCRETE_LOCAL_CARD	GDT582_EXACT_SLOT_TRACE	[1:OT=danach / neuer Arbeitsgang|LOCAL_COMPONENT:P912-E2225@1|LOCAL_CONTROL:P912-E2225@1:OT] [2:E=auf Ringstufe I|LOCAL_COMPONENT:P912-E2225@2|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2225] [3:O=in Eintragsform|LOCAL_COMPONENT:P912-E2225@3|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2225] [4:EE=auf Ringstufe II|LOCAL_COMPONENT:P912-E2225@4|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2225] [5:Y=Ringposition|LOCAL_COMPONENT:P912-E2225@5|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2225]	0	NONE	NONE	NONE	NONE	NONE	ITINERARY_OR_ADDRESS_CARD	NOT_APPLICABLE	NONE	NONE	SAME_AS_PRIMARY__NO_NAME_OVERRIDE	im Rahmen [LOCAL_CONTROL:P912-E2225@1:OT]: danach / neuer Arbeitsgang; auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2225]: auf Ringstufe I, in Eintragsform, auf Ringstufe II, Ringposition.	NONE__LOCAL_CARD_GUARD_FORBIDS_RUNNING_SENTENCE_INHERITANCE	UNCHANGED_BY_NAME_LAYER	FIXED_744_LOCAL_CARDS__OWNER_RECORD_BUNDLE_AND_LOCUS_RETAINED__NO_RUNNING_STATEMENT_ATTACHMENT	0	NONE	im Rahmen [LOCAL_CONTROL:P912-E2225@1:OT]: danach / neuer Arbeitsgang; auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2225]: auf Ringstufe I, in Eintragsform, auf Ringstufe II, Ringposition.	im Rahmen [LOCAL_CONTROL:P912-E2225@1:OT]: danach / neuer Arbeitsgang; auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2225]: auf Ringstufe I, in Eintragsform, auf Ringstufe II, Ringposition.	NO	GDT586_BYTE_RETAINED	FIXED_744_LOCAL_CARDS__LOCAL_OWNER_BOUNDARY_RETAINED	im Rahmen [LOCAL_CONTROL:P912-E2225@1:OT]: danach / neuer Arbeitsgang; auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2225]: auf Ringstufe I, in Eintragsform, auf Ringstufe II, Ringposition.	im Rahmen [LOCAL_CONTROL:P912-E2225@1:OT]: danach / neuer Arbeitsgang; auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2225]: auf Ringstufe I, in Eintragsform, auf Ringstufe II, Ringposition.	NO	GDT587_READER_PLUS_EXPLICIT_WRITTEN_CARRIER_MULTIPLICITY
323	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2226	P912-E2226	f70v	CELESTIAL	f70v1.16	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Widderrad mit Stern tragenden Figuren	otal	OT+AL	2	GDT582_CONCRETE_LOCAL_CARD	GDT582_CONCRETE_LOCAL_CARD	GDT582_EXACT_SLOT_TRACE	[1:OT=danach / neuer Arbeitsgang|LOCAL_COMPONENT:P912-E2226@1|LOCAL_CONTROL:P912-E2226@1:OT] [2:AL=zur Zielposition|LOCAL_COMPONENT:P912-E2226@2|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2226]	0	NONE	NONE	NONE	NONE	NONE	ITINERARY_OR_ADDRESS_CARD	NOT_APPLICABLE	NONE	NONE	SAME_AS_PRIMARY__NO_NAME_OVERRIDE	im Rahmen [LOCAL_CONTROL:P912-E2226@1:OT]: danach / neuer Arbeitsgang; auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2226]: zur Zielposition.	NONE__LOCAL_CARD_GUARD_FORBIDS_RUNNING_SENTENCE_INHERITANCE	UNCHANGED_BY_NAME_LAYER	FIXED_744_LOCAL_CARDS__OWNER_RECORD_BUNDLE_AND_LOCUS_RETAINED__NO_RUNNING_STATEMENT_ATTACHMENT	0	NONE	im Rahmen [LOCAL_CONTROL:P912-E2226@1:OT]: danach / neuer Arbeitsgang; auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2226]: zur Zielposition.	im Rahmen [LOCAL_CONTROL:P912-E2226@1:OT]: danach / neuer Arbeitsgang; auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2226]: zur Zielposition.	NO	GDT586_BYTE_RETAINED	FIXED_744_LOCAL_CARDS__LOCAL_OWNER_BOUNDARY_RETAINED	im Rahmen [LOCAL_CONTROL:P912-E2226@1:OT]: danach / neuer Arbeitsgang; auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2226]: zur Zielposition.	im Rahmen [LOCAL_CONTROL:P912-E2226@1:OT]: danach / neuer Arbeitsgang; auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2226]: zur Zielposition.	NO	GDT587_READER_PLUS_EXPLICIT_WRITTEN_CARRIER_MULTIPLICITY
