selection_ordinal	register	gdt584_rule_id	carrier_root	carrier_root_signature	gdt587_context_family	gdt587_lemma_de	gdt587_object_form_de	gdt587_genitive_form_de	gdt587_packet_rule_id	assignment_count	host_count	page_count	pages	layer_profile	strict_type_mobility	example_carrier_slot_ids	guard
62	BIOLOGICAL	T_BIO_STATION_REGULATE	AIIN	Y+AIIN	BIOLOGICAL_BATH_OR_STATION_MEASURE	Stationsmaß	das Stationsmaß	des Stationsmaßes	DEFAULT_GDT584_OBJECT_COMPOSITION	3	3	2	f81r|f83r	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E2893@2|RUNNING:G407-E3608@3|RUNNING:G407-E3671@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
63	BIOLOGICAL	T_BIO_STATION_REGULATE	AIN	AIN	BIOLOGICAL_PART_OR_PORTION	Anwendungsportion	die Anwendungsportion	der Anwendungsportion	DEFAULT_GDT584_OBJECT_COMPOSITION	3	3	3	f75r|f77r|f83r	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E1446@3|RUNNING:G407-E2709@2|RUNNING:G407-E3794@3	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
64	BIOLOGICAL	T_BIO_STATION_REGULATE	AIN	Y+AIN	BIOLOGICAL_PART_OR_PORTION	Anwendungsportion	die Anwendungsportion	der Anwendungsportion	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f75r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E1479@3	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
65	BIOLOGICAL	T_BIO_STATION_REGULATE	OR	OR	BIOLOGICAL_BATH_OR_STATION_UNIT	Stationseinheit	die Stationseinheit	der Stationseinheit	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f83r	LOCAL_COMPONENT	SINGLE_PAGE	LOCAL_COMPONENT:P912-E1718@3	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
66	BIOLOGICAL	T_BIO_STATION_REGULATE	OR	Y+OR	BIOLOGICAL_BATH_OR_STATION_UNIT	Stationseinheit	die Stationseinheit	der Stationseinheit	DEFAULT_GDT584_OBJECT_COMPOSITION	3	3	3	f75r|f81v|f83r	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E1636@2|RUNNING:G407-E3066@2|RUNNING:G407-E3666@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
67	BIOLOGICAL	T_BIO_STATION_REGULATE	Y	Y	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	DEFAULT_GDT584_OBJECT_COMPOSITION	29	25	6	f75r|f77r|f81r|f81v|f82r|f83r	LOCAL_COMPONENT|RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E1474@4|RUNNING:G407-E1495@4|RUNNING:G407-E1670@5|RUNNING:G407-E2401@3|RUNNING:G407-E2546@4|RUNNING:G407-E2594@4	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
68	BIOLOGICAL	T_BIO_STATION_REGULATE	Y	Y+AIIN	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	DEFAULT_GDT584_OBJECT_COMPOSITION	4	3	2	f81r|f83r	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E2894@3|RUNNING:G407-E3608@1|RUNNING:G407-E3670@2|RUNNING:G407-E3672@3	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
69	BIOLOGICAL	T_BIO_STATION_REGULATE	Y	Y+AIN	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f75r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E1479@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
70	BIOLOGICAL	T_BIO_STATION_REGULATE	Y	Y+OR	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	DEFAULT_GDT584_OBJECT_COMPOSITION	3	3	3	f75r|f81v|f83r	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E1635@3|RUNNING:G407-E3065@4|RUNNING:G407-E3665@5	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
71	BIOLOGICAL	T_PHYSICAL_BROAD	AIN	Y+AIN	BIOLOGICAL_PART_OR_PORTION	Anwendungsportion	die Anwendungsportion	der Anwendungsportion	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f76r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E2310@3	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
72	BIOLOGICAL	T_PHYSICAL_BROAD	Y	Y	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	DEFAULT_GDT584_OBJECT_COMPOSITION	11	10	1	f76r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E1951@3|RUNNING:G407-E2056@5|RUNNING:G407-E2099@1|RUNNING:G407-E2108@5|RUNNING:G407-E2116@4|RUNNING:G407-E2165@4	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
73	BIOLOGICAL	T_PHYSICAL_BROAD	Y	Y+AIN	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f76r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E2310@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
74	BIOLOGICAL	T_PHYSICAL_GRADE_TEMPER	AIN	Y+AIN	BIOLOGICAL_PART_OR_PORTION	Anwendungsportion	die Anwendungsportion	der Anwendungsportion	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f77r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E2620@4	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
75	BIOLOGICAL	T_PHYSICAL_GRADE_TEMPER	Y	Y	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	DEFAULT_GDT584_OBJECT_COMPOSITION	18	17	5	f76r|f77r|f81v|f82r|f83r	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E1938@4|RUNNING:G407-E2410@5|RUNNING:G407-E2417@5|RUNNING:G407-E3036@1|RUNNING:G407-E3037@6|RUNNING:G407-E3039@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
76	BIOLOGICAL	T_PHYSICAL_GRADE_TEMPER	Y	Y+AIN	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f77r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E2621@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
77	CELESTIAL	CHD_CELESTIAL_CALCULATE	AIIN	AIIN	CELESTIAL_RING_ENTRY	Positionswert	den Positionswert	des Positionswerts	DEFAULT_GDT584_OBJECT_COMPOSITION	2	2	2	f70v|f72r	LOCAL_COMPONENT|RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E1305@2|LOCAL_COMPONENT:P912-E2300@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
78	CELESTIAL	CHD_CELESTIAL_CALCULATE	AIIN	Y+AIIN	CELESTIAL_RING_ENTRY	Positionswert	den Positionswert	des Positionswerts	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f67r2	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0961@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
79	CELESTIAL	CHD_CELESTIAL_CALCULATE	Y	Y	CELESTIAL_RING_ENTRY	Ringposition	die Ringposition	der Ringposition	DEFAULT_GDT584_OBJECT_COMPOSITION	9	8	4	f68r1|f69v|f70v|f72r	LOCAL_COMPONENT|RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E1143@3|RUNNING:G407-E1408@2|RUNNING:G407-E1409@2|RUNNING:G407-E1410@1|LOCAL_COMPONENT:P912-E1991@4|LOCAL_COMPONENT:P912-E1997@4	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
80	CELESTIAL	CHD_CELESTIAL_CALCULATE	Y	Y+AIIN	CELESTIAL_RING_ENTRY	Ringposition	die Ringposition	der Ringposition	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f67r2	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0962@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
81	CELESTIAL	SH_CELESTIAL_FIX	AIIN	AIIN	CELESTIAL_RING_ENTRY	Positionswert	den Positionswert	des Positionswerts	DEFAULT_GDT584_OBJECT_COMPOSITION	4	3	1	f72r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E1160@2|RUNNING:G407-E1186@4|RUNNING:G407-E1187@2|RUNNING:G407-E1318@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
82	CELESTIAL	SH_CELESTIAL_FIX	AIIN	Y+AIIN	CELESTIAL_RING_ENTRY	Positionswert	den Positionswert	des Positionswerts	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f67r2	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0977@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
83	CELESTIAL	SH_CELESTIAL_FIX	AIN	Y+AIN+OR	CELESTIAL_RING_ENTRY	Sektoranteil	den Sektoranteil	des Sektoranteils	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f72r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E1347@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
84	CELESTIAL	SH_CELESTIAL_FIX	OR	OR	CELESTIAL_RING_ENTRY	Ringsegment	das Ringsegment	des Ringsegments	DEFAULT_GDT584_OBJECT_COMPOSITION	2	2	2	f68r1|f71v	LOCAL_COMPONENT|RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E1125@3|LOCAL_COMPONENT:P912-E1995@3	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
85	CELESTIAL	SH_CELESTIAL_FIX	OR	Y+AIN+OR	CELESTIAL_RING_ENTRY	Ringsegment	das Ringsegment	des Ringsegments	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f72r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E1347@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
86	CELESTIAL	SH_CELESTIAL_FIX	OR	Y+OR	CELESTIAL_RING_ENTRY	Ringsegment	das Ringsegment	des Ringsegments	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f72r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E1365@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
87	CELESTIAL	SH_CELESTIAL_FIX	Y	Y	CELESTIAL_RING_ENTRY	Ringposition	die Ringposition	der Ringposition	DEFAULT_GDT584_OBJECT_COMPOSITION	27	25	6	f67r2|f68r1|f69v|f70v|f71v|f72r	LOCAL_COMPONENT|RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E1004@4|RUNNING:G407-E1005@1|RUNNING:G407-E1015@1|RUNNING:G407-E1015@4|RUNNING:G407-E1040@3|RUNNING:G407-E1047@3	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
88	CELESTIAL	SH_CELESTIAL_FIX	Y	Y+AIIN	CELESTIAL_RING_ENTRY	Ringposition	die Ringposition	der Ringposition	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f67r2	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0976@5	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
89	CELESTIAL	SH_CELESTIAL_FIX	Y	Y+AIN+OR	CELESTIAL_RING_ENTRY	Ringposition	die Ringposition	der Ringposition	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f72r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E1346@3	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
90	CELESTIAL	SH_CELESTIAL_FIX	Y	Y+OR	CELESTIAL_RING_ENTRY	Ringposition	die Ringposition	der Ringposition	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f72r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E1367@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
91	CELESTIAL	S_CELESTIAL_SELECT	AIIN	AIIN	CELESTIAL_RING_ENTRY	Positionswert	den Positionswert	des Positionswerts	DEFAULT_GDT584_OBJECT_COMPOSITION	13	13	6	f67r2|f68r1|f69v|f70v|f71v|f72r	LOCAL_COMPONENT|RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E0942@2|RUNNING:G407-E0948@2|RUNNING:G407-E0991@3|RUNNING:G407-E1021@1|RUNNING:G407-E1128@2|RUNNING:G407-E1165@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
92	CELESTIAL	S_CELESTIAL_SELECT	AIIN	AIIN+OR	CELESTIAL_RING_ENTRY	Positionswert	den Positionswert	des Positionswerts	DEFAULT_GDT584_OBJECT_COMPOSITION	3	1	1	f72r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E1417@1|RUNNING:G407-E1418@2|RUNNING:G407-E1419@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
93	CELESTIAL	S_CELESTIAL_SELECT	AIIN	Y+AIIN	CELESTIAL_RING_ENTRY	Positionswert	den Positionswert	des Positionswerts	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f72r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E1285@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
94	CELESTIAL	S_CELESTIAL_SELECT	AIIN	Y+AIIN+OR	CELESTIAL_RING_ENTRY	Positionswert	den Positionswert	des Positionswerts	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f67r2	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0914@3	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
95	CELESTIAL	S_CELESTIAL_SELECT	AIN	AIN	CELESTIAL_RING_ENTRY	Sektoranteil	den Sektoranteil	des Sektoranteils	DEFAULT_GDT584_OBJECT_COMPOSITION	2	2	1	f67r2	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0925@2|RUNNING:G407-E0929@4	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
96	CELESTIAL	S_CELESTIAL_SELECT	AIN	Y+AIN	CELESTIAL_RING_ENTRY	Sektoranteil	den Sektoranteil	des Sektoranteils	DEFAULT_GDT584_OBJECT_COMPOSITION	2	2	1	f67r2	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0904@1|RUNNING:G407-E0920@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
97	CELESTIAL	S_CELESTIAL_SELECT	OR	AIIN+OR	CELESTIAL_RING_ENTRY	Ringsegment	das Ringsegment	des Ringsegments	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f72r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E1419@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
98	CELESTIAL	S_CELESTIAL_SELECT	OR	OR	CELESTIAL_RING_ENTRY	Ringsegment	das Ringsegment	des Ringsegments	DEFAULT_GDT584_OBJECT_COMPOSITION	2	2	2	f67r2|f72r	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E0960@2|RUNNING:G407-E1374@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
99	CELESTIAL	S_CELESTIAL_SELECT	OR	Y+AIIN+OR	CELESTIAL_RING_ENTRY	Ringsegment	das Ringsegment	des Ringsegments	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f67r2	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0914@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
100	CELESTIAL	S_CELESTIAL_SELECT	OR	Y+OR	CELESTIAL_RING_ENTRY	Ringsegment	das Ringsegment	des Ringsegments	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f67r2	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0982@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
101	CELESTIAL	S_CELESTIAL_SELECT	Y	Y	CELESTIAL_RING_ENTRY	Ringposition	die Ringposition	der Ringposition	DEFAULT_GDT584_OBJECT_COMPOSITION	19	17	4	f67r2|f68r1|f69v|f72r	LOCAL_COMPONENT|RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E0906@4|RUNNING:G407-E0933@1|RUNNING:G407-E0975@3|RUNNING:G407-E1002@2|RUNNING:G407-E1207@3|RUNNING:G407-E1294@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
102	CELESTIAL	S_CELESTIAL_SELECT	Y	Y+AIIN	CELESTIAL_RING_ENTRY	Ringposition	die Ringposition	der Ringposition	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f72r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E1284@3	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
103	CELESTIAL	S_CELESTIAL_SELECT	Y	Y+AIIN+OR	CELESTIAL_RING_ENTRY	Ringposition	die Ringposition	der Ringposition	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f67r2	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0915@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
104	CELESTIAL	S_CELESTIAL_SELECT	Y	Y+AIN	CELESTIAL_RING_ENTRY	Ringposition	die Ringposition	der Ringposition	DEFAULT_GDT584_OBJECT_COMPOSITION	2	2	1	f67r2	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0905@3|RUNNING:G407-E0922@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
105	CELESTIAL	S_CELESTIAL_SELECT	Y	Y+OR	CELESTIAL_RING_ENTRY	Ringposition	die Ringposition	der Ringposition	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f67r2	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0982@3	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
106	CELESTIAL	T_CELESTIAL_SET	AIIN	Y+AIIN	CELESTIAL_RING_ENTRY	Positionswert	den Positionswert	des Positionswerts	CELESTIAL_POSITION_SEGMENT_VALUE	2	2	2	f67r2|f71v	LOCAL_COMPONENT|RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E1064@1|LOCAL_COMPONENT:P912-E1840@4	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
107	CELESTIAL	T_CELESTIAL_SET	AIIN	Y+AIIN+AIN	CELESTIAL_RING_ENTRY	Positionswert	den Positionswert	des Positionswerts	CELESTIAL_POSITION_SEGMENT_VALUE	1	1	1	f67r2	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0983@3	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
108	CELESTIAL	T_CELESTIAL_SET	AIIN	Y+AIIN+OR	CELESTIAL_RING_ENTRY	Positionswert	den Positionswert	des Positionswerts	CELESTIAL_POSITION_SEGMENT_VALUE	1	1	1	f67r2	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0956@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
109	CELESTIAL	T_CELESTIAL_SET	AIIN	AIIN	CELESTIAL_RING_ENTRY	Positionswert	den Positionswert	des Positionswerts	DEFAULT_GDT584_OBJECT_COMPOSITION	2	2	1	f70v	LOCAL_COMPONENT	SINGLE_PAGE	LOCAL_COMPONENT:P912-E2268@3|LOCAL_COMPONENT:P912-E2354@4	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
110	CELESTIAL	T_CELESTIAL_SET	AIN	Y+AIIN+AIN	CELESTIAL_RING_ENTRY	Sektoranteil	den Sektoranteil	des Sektoranteils	CELESTIAL_POSITION_SEGMENT_VALUE	1	1	1	f67r2	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0984@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
111	CELESTIAL	T_CELESTIAL_SET	OR	Y+AIIN+OR	CELESTIAL_RING_ENTRY	Ringsegment	das Ringsegment	des Ringsegments	CELESTIAL_POSITION_SEGMENT_VALUE	2	1	1	f67r2	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0955@3|RUNNING:G407-E0957@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
112	CELESTIAL	T_CELESTIAL_SET	OR	Y+OR	CELESTIAL_RING_ENTRY	Ringsegment	das Ringsegment	des Ringsegments	CELESTIAL_POSITION_SEGMENT_VALUE	3	3	3	f67r2|f69v|f72r	LOCAL_COMPONENT|RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E0934@5|RUNNING:G407-E1189@3|LOCAL_COMPONENT:P912-E2117@3	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
113	CELESTIAL	T_CELESTIAL_SET	Y	Y+AIIN	CELESTIAL_RING_ENTRY	Ringposition	die Ringposition	der Ringposition	CELESTIAL_POSITION_SEGMENT_VALUE	2	2	2	f67r2|f71v	LOCAL_COMPONENT|RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E1063@4|LOCAL_COMPONENT:P912-E1840@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
114	CELESTIAL	T_CELESTIAL_SET	Y	Y+AIIN+AIN	CELESTIAL_RING_ENTRY	Ringposition	die Ringposition	der Ringposition	CELESTIAL_POSITION_SEGMENT_VALUE	1	1	1	f67r2	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0985@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
115	CELESTIAL	T_CELESTIAL_SET	Y	Y+AIIN+OR	CELESTIAL_RING_ENTRY	Ringposition	die Ringposition	der Ringposition	CELESTIAL_POSITION_SEGMENT_VALUE	1	1	1	f67r2	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0955@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
116	CELESTIAL	T_CELESTIAL_SET	Y	Y+OR	CELESTIAL_RING_ENTRY	Ringposition	die Ringposition	der Ringposition	CELESTIAL_POSITION_SEGMENT_VALUE	4	3	3	f67r2|f69v|f72r	LOCAL_COMPONENT|RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E0934@1|RUNNING:G407-E1188@5|LOCAL_COMPONENT:P912-E2117@1|LOCAL_COMPONENT:P912-E2117@4	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
117	CELESTIAL	T_CELESTIAL_SET	Y	Y	CELESTIAL_RING_ENTRY	Ringposition	die Ringposition	der Ringposition	DEFAULT_GDT584_OBJECT_COMPOSITION	51	43	6	f67r2|f68r1|f69v|f70v|f71v|f72r	LOCAL_COMPONENT|RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E0935@1|RUNNING:G407-E0941@1|RUNNING:G407-E0963@1|RUNNING:G407-E0966@1|RUNNING:G407-E1001@1|RUNNING:G407-E1029@4	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
118	HERBAL	CHD_HP_DRY_GRIND_CONFIRMED	Y	Y	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	DEFAULT_GDT584_OBJECT_COMPOSITION	2	2	1	f95v	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E4476@4|RUNNING:G407-E4490@3	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
119	HERBAL	CHD_HP_MATERIAL_COMMINUTE	AIN	AIN	HERBAL_PORTION	Pflanzenportion	die Pflanzenportion	der Pflanzenportion	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f95v	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E4548@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
120	HERBAL	CHD_HP_MATERIAL_COMMINUTE	AIN	Y+AIN	HERBAL_PORTION	Pflanzenportion	die Pflanzenportion	der Pflanzenportion	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f55v	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0692@4	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
121	HERBAL	CHD_HP_MATERIAL_COMMINUTE	OR	Y+OR	HERBAL_PROCESSED_BATCH	Pflanzenansatz	den Pflanzenansatz	des Pflanzenansatzes	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f95v	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E4411@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
122	HERBAL	CHD_HP_MATERIAL_COMMINUTE	Y	Y	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	DEFAULT_GDT584_OBJECT_COMPOSITION	11	11	4	f31r|f55v|f56r|f95v	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E0707@2|RUNNING:G407-E0740@3|RUNNING:G407-E0746@2|RUNNING:G407-E0828@2|RUNNING:G407-E4412@2|RUNNING:G407-E4456@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
123	HERBAL	CHD_HP_MATERIAL_COMMINUTE	Y	Y+AIN	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f55v	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0691@6	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
124	HERBAL	CHD_HP_MATERIAL_COMMINUTE	Y	Y+OR	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f95v	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E4410@3	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
125	HERBAL	CHD_HP_WET_EXTRACT_PROCESS	AIIN	Y+AIIN	HERBAL_EXTRACT_OR_MEASURE	Pflanzenauszug	den Pflanzenauszug	des Pflanzenauszugs	DEFAULT_GDT584_OBJECT_COMPOSITION	4	4	3	f31r|f55v|f95v	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E0726@1|RUNNING:G407-E4402@4|RUNNING:G407-E4567@2|RUNNING:G515-E0246@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
126	HERBAL	CHD_HP_WET_EXTRACT_PROCESS	Y	Y+AIIN	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	DEFAULT_GDT584_OBJECT_COMPOSITION	4	4	3	f31r|f55v|f95v	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E0727@2|RUNNING:G407-E4403@4|RUNNING:G407-E4566@4|RUNNING:G515-E0245@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
127	HERBAL	CHD_HP_WET_TRITURATE	Y	Y	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	DEFAULT_GDT584_OBJECT_COMPOSITION	4	4	4	f24v|f31r|f55v|f95v	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E0688@3|RUNNING:G407-E0718@3|RUNNING:G407-E4485@2|RUNNING:G515-E0183@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
