mobility_ordinal	carrier_slot_id	primary_governor_key	statement_or_record_id	physical_page	layer	register	gdt584_rule_id	carrier_root	carrier_root_signature	gdt587_context_family	gdt587_lemma_de	gdt587_packet_rule_id	strict_exact_foreign_page_count	strict_exact_foreign_pages	same_action_root_foreign_page_count	same_action_root_foreign_pages	same_action_root_lemma_foreign_pages	same_register_root_foreign_page_count	same_register_root_foreign_pages	same_register_root_lemma_foreign_pages	cross_register_same_root_lemma_foreign_pages	transfer_tier	transfer_tier_short	tier_supporting_pages	foreign_example_carrier_slot_id	same_layer_transfer_tier	same_layer_supporting_pages	future_intake_action	guard
365	RUNNING:G407-E1571@2	ACTION:G407-E1571@1:CHD	G407-S115	f75r	RUNNING_ATOM	BIOLOGICAL	CHD_BIO_TREAT	Y	Y	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	6	f76r|f77r|f81r|f81v|f82r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f76r|f77r|f81r|f81v|f82r|f83r	RUNNING:G407-E1841@4	EXACT_SELECTION_OTHER_PAGE	f76r|f77r|f81r|f81v|f82r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
366	RUNNING:G407-E1574@6	ACTION:G407-E1574@2:SH	G407-S115	f75r	RUNNING_ATOM	BIOLOGICAL	SH_BIO_BATHE	Y	Y	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	5	f77r|f81r|f81v|f82r|f83r	5	f77r|f81r|f81v|f82r|f83r	f77r|f81r|f81v|f82r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f77r|f81r|f81v|f82r|f83r	RUNNING:G407-E2435@5	EXACT_SELECTION_OTHER_PAGE	f77r|f81r|f81v|f82r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
367	RUNNING:G407-E1577@1	ACTION:G407-E1576@1:SH	G407-S115	f75r	RUNNING_ATOM	BIOLOGICAL	SH_BIO_BATHE	Y	Y	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	5	f77r|f81r|f81v|f82r|f83r	5	f77r|f81r|f81v|f82r|f83r	f77r|f81r|f81v|f82r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f77r|f81r|f81v|f82r|f83r	RUNNING:G407-E2435@5	EXACT_SELECTION_OTHER_PAGE	f77r|f81r|f81v|f82r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
368	RUNNING:G407-E1589@2	ACTION:G407-E1588@1:S	G407-S118	f75r	RUNNING_ATOM	BIOLOGICAL	S_BIO_DIVERT	Y	Y	BIOLOGICAL_FLOW_PACKET	Strom	BIOLOGICAL_FLOW_PACKET	2	f76r|f81r	3	f76r|f81r|f82r	f76r|f81r|f82r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f81r|f82r	f76r|f81r|f82r	EXACT_SELECTION_OTHER_PAGE	E	f76r|f81r	RUNNING:G407-E1935@2	EXACT_SELECTION_OTHER_PAGE	f76r|f81r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
369	RUNNING:G407-E1592@3	ACTION:G407-E1592@1:SH	G407-S119	f75r	RUNNING_ATOM	BIOLOGICAL	SH_BIO_BATHE	Y	Y	BIOLOGICAL_BODY_OR_STATION	Körper	DEFAULT_GDT584_OBJECT_COMPOSITION	5	f77r|f81r|f81v|f82r|f83r	5	f77r|f81r|f81v|f82r|f83r	f77r|f81r|f81v|f82r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f77r|f81r|f81v|f82r|f83r	RUNNING:G407-E2499@3	EXACT_SELECTION_OTHER_PAGE	f77r|f81r|f81v|f82r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
370	RUNNING:G407-E1594@3	ACTION:G407-E1594@1:SH	G407-S119	f75r	RUNNING_ATOM	BIOLOGICAL	SH_BIO_BATHE	Y	Y	BIOLOGICAL_BODY_OR_STATION	Körper	DEFAULT_GDT584_OBJECT_COMPOSITION	5	f77r|f81r|f81v|f82r|f83r	5	f77r|f81r|f81v|f82r|f83r	f77r|f81r|f81v|f82r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f77r|f81r|f81v|f82r|f83r	RUNNING:G407-E2499@3	EXACT_SELECTION_OTHER_PAGE	f77r|f81r|f81v|f82r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
371	RUNNING:G407-E1595@2	ACTION:G407-E1594@1:SH	G407-S119	f75r	RUNNING_ATOM	BIOLOGICAL	SH_BIO_BATHE	Y	Y	BIOLOGICAL_BODY_OR_STATION	Körper	DEFAULT_GDT584_OBJECT_COMPOSITION	5	f77r|f81r|f81v|f82r|f83r	5	f77r|f81r|f81v|f82r|f83r	f77r|f81r|f81v|f82r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f77r|f81r|f81v|f82r|f83r	RUNNING:G407-E2499@3	EXACT_SELECTION_OTHER_PAGE	f77r|f81r|f81v|f82r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
372	RUNNING:G407-E1599@3	ACTION:G407-E1599@1:SH	G407-S119	f75r	RUNNING_ATOM	BIOLOGICAL	SH_BIO_BATHE	Y	Y+AIN+OR	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	0	NONE	5	f77r|f81r|f81v|f82r|f83r	f77r|f81r|f81v|f82r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	SAME_ACTION_ROOT_LEMMA_OTHER_PAGE	C	f77r|f81r|f81v|f82r|f83r	RUNNING:G407-E2404@3	SAME_ACTION_ROOT_LEMMA_OTHER_PAGE	f77r|f81r|f81v|f82r|f83r	REUSE_ACTION_ROOT_LEMMA_REBUILD_PACKET_COUNTS	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
373	RUNNING:G407-E1600@1	ACTION:G407-E1599@1:SH	G407-S119	f75r	RUNNING_ATOM	BIOLOGICAL	SH_BIO_BATHE	OR	Y+AIN+OR	BIOLOGICAL_BATH_OR_STATION_UNIT	Badeinheit	DEFAULT_GDT584_OBJECT_COMPOSITION	0	NONE	3	f77r|f81r|f83r	f77r|f81r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f77r|f81r|f83r	f77r|f81r|f83r	SAME_ACTION_ROOT_LEMMA_OTHER_PAGE	C	f77r|f81r|f83r	RUNNING:G407-E2479@1	SAME_ACTION_ROOT_LEMMA_OTHER_PAGE	f77r|f81r|f83r	REUSE_ACTION_ROOT_LEMMA_REBUILD_PACKET_COUNTS	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
374	RUNNING:G407-E1601@1	ACTION:G407-E1599@1:SH	G407-S119	f75r	RUNNING_ATOM	BIOLOGICAL	SH_BIO_BATHE	Y	Y+AIN+OR	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	0	NONE	5	f77r|f81r|f81v|f82r|f83r	f77r|f81r|f81v|f82r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	SAME_ACTION_ROOT_LEMMA_OTHER_PAGE	C	f77r|f81r|f81v|f82r|f83r	RUNNING:G407-E2404@3	SAME_ACTION_ROOT_LEMMA_OTHER_PAGE	f77r|f81r|f81v|f82r|f83r	REUSE_ACTION_ROOT_LEMMA_REBUILD_PACKET_COUNTS	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
375	RUNNING:G407-E1602@2	ACTION:G407-E1599@1:SH	G407-S119	f75r	RUNNING_ATOM	BIOLOGICAL	SH_BIO_BATHE	Y	Y+AIN+OR	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	0	NONE	5	f77r|f81r|f81v|f82r|f83r	f77r|f81r|f81v|f82r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	SAME_ACTION_ROOT_LEMMA_OTHER_PAGE	C	f77r|f81r|f81v|f82r|f83r	RUNNING:G407-E2404@3	SAME_ACTION_ROOT_LEMMA_OTHER_PAGE	f77r|f81r|f81v|f82r|f83r	REUSE_ACTION_ROOT_LEMMA_REBUILD_PACKET_COUNTS	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
376	RUNNING:G407-E1604@1	ACTION:G407-E1599@1:SH	G407-S119	f75r	RUNNING_ATOM	BIOLOGICAL	SH_BIO_BATHE	Y	Y+AIN+OR	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	0	NONE	5	f77r|f81r|f81v|f82r|f83r	f77r|f81r|f81v|f82r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	SAME_ACTION_ROOT_LEMMA_OTHER_PAGE	C	f77r|f81r|f81v|f82r|f83r	RUNNING:G407-E2404@3	SAME_ACTION_ROOT_LEMMA_OTHER_PAGE	f77r|f81r|f81v|f82r|f83r	REUSE_ACTION_ROOT_LEMMA_REBUILD_PACKET_COUNTS	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
377	RUNNING:G407-E1604@2	ACTION:G407-E1599@1:SH	G407-S119	f75r	RUNNING_ATOM	BIOLOGICAL	SH_BIO_BATHE	AIN	Y+AIN+OR	BIOLOGICAL_PART_OR_PORTION	Anwendungsportion	DEFAULT_GDT584_OBJECT_COMPOSITION	0	NONE	2	f81r|f81v	f81r|f81v	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	SAME_ACTION_ROOT_LEMMA_OTHER_PAGE	C	f81r|f81v	RUNNING:G407-E2779@2	SAME_ACTION_ROOT_LEMMA_OTHER_PAGE	f81r|f81v	REUSE_ACTION_ROOT_LEMMA_REBUILD_PACKET_COUNTS	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
378	RUNNING:G407-E1605@3	ACTION:G407-E1605@1:SH	G407-S119	f75r	RUNNING_ATOM	BIOLOGICAL	SH_BIO_BATHE	Y	Y	BIOLOGICAL_BODY_OR_STATION	Körper	DEFAULT_GDT584_OBJECT_COMPOSITION	5	f77r|f81r|f81v|f82r|f83r	5	f77r|f81r|f81v|f82r|f83r	f77r|f81r|f81v|f82r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f77r|f81r|f81v|f82r|f83r	RUNNING:G407-E2499@3	EXACT_SELECTION_OTHER_PAGE	f77r|f81r|f81v|f82r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
379	RUNNING:G407-E1611@1	ACTION:G407-E1611@2:SH	G407-S119	f75r	RUNNING_ATOM	BIOLOGICAL	SH_BIO_BATHE	Y	Y+OR	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	1	f77r	5	f77r|f81r|f81v|f82r|f83r	f77r|f81r|f81v|f82r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f77r	RUNNING:G407-E2476@4	EXACT_SELECTION_OTHER_PAGE	f77r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
380	RUNNING:G407-E1611@4	ACTION:G407-E1611@2:SH	G407-S119	f75r	RUNNING_ATOM	BIOLOGICAL	SH_BIO_BATHE	OR	Y+OR	BIOLOGICAL_BATH_OR_STATION_UNIT	Badeinheit	DEFAULT_GDT584_OBJECT_COMPOSITION	1	f77r	3	f77r|f81r|f83r	f77r|f81r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f77r|f81r|f83r	f77r|f81r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f77r	RUNNING:G407-E2479@1	EXACT_SELECTION_OTHER_PAGE	f77r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
381	RUNNING:G407-E1613@2	ACTION:G407-E1611@2:SH	G407-S119	f75r	RUNNING_ATOM	BIOLOGICAL	SH_BIO_BATHE	OR	Y+OR	BIOLOGICAL_BATH_OR_STATION_UNIT	Badeinheit	DEFAULT_GDT584_OBJECT_COMPOSITION	1	f77r	3	f77r|f81r|f83r	f77r|f81r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f77r|f81r|f83r	f77r|f81r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f77r	RUNNING:G407-E2479@1	EXACT_SELECTION_OTHER_PAGE	f77r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
382	RUNNING:G407-E1616@3	ACTION:G407-E1616@1:SH	G407-S119	f75r	RUNNING_ATOM	BIOLOGICAL	SH_BIO_BATHE	Y	Y	BIOLOGICAL_BODY_OR_STATION	Körper	DEFAULT_GDT584_OBJECT_COMPOSITION	5	f77r|f81r|f81v|f82r|f83r	5	f77r|f81r|f81v|f82r|f83r	f77r|f81r|f81v|f82r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f77r|f81r|f81v|f82r|f83r	RUNNING:G407-E2499@3	EXACT_SELECTION_OTHER_PAGE	f77r|f81r|f81v|f82r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
383	RUNNING:G407-E1618@2	ACTION:G407-E1618@1:CHD	G407-S119	f75r	RUNNING_ATOM	BIOLOGICAL	CHD_BIO_TREAT	Y	Y+OR	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	4	f76r|f77r|f82r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f76r|f77r|f82r|f83r	RUNNING:G407-E2186@2	EXACT_SELECTION_OTHER_PAGE	f76r|f77r|f82r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
384	RUNNING:G407-E1619@1	ACTION:G407-E1618@1:CHD	G407-S119	f75r	RUNNING_ATOM	BIOLOGICAL	CHD_BIO_TREAT	OR	Y+OR	BIOLOGICAL_BATH_OR_STATION_UNIT	Stationseinheit	DEFAULT_GDT584_OBJECT_COMPOSITION	4	f76r|f77r|f82r|f83r	4	f76r|f77r|f82r|f83r	f76r|f77r|f82r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f76r|f77r|f82r|f83r	RUNNING:G407-E2187@3	EXACT_SELECTION_OTHER_PAGE	f76r|f77r|f82r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
385	RUNNING:G407-E1620@3	ACTION:G407-E1620@1:SH	G407-S119	f75r	RUNNING_ATOM	BIOLOGICAL	SH_BIO_BATHE	Y	Y	BIOLOGICAL_BODY_OR_STATION	Körper	DEFAULT_GDT584_OBJECT_COMPOSITION	5	f77r|f81r|f81v|f82r|f83r	5	f77r|f81r|f81v|f82r|f83r	f77r|f81r|f81v|f82r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f77r|f81r|f81v|f82r|f83r	RUNNING:G407-E2499@3	EXACT_SELECTION_OTHER_PAGE	f77r|f81r|f81v|f82r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
386	RUNNING:G407-E1622@2	ACTION:G407-E1622@1:CHD	G407-S119	f75r	RUNNING_ATOM	BIOLOGICAL	CHD_BIO_TREAT	Y	Y	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	6	f76r|f77r|f81r|f81v|f82r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f76r|f77r|f81r|f81v|f82r|f83r	RUNNING:G407-E1841@4	EXACT_SELECTION_OTHER_PAGE	f76r|f77r|f81r|f81v|f82r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
387	RUNNING:G407-E1625@4	ACTION:G407-E1625@2:SH	G407-S119	f75r	RUNNING_ATOM	BIOLOGICAL	SH_BIO_BATHE	Y	Y	BIOLOGICAL_BODY_OR_STATION	Körper	DEFAULT_GDT584_OBJECT_COMPOSITION	5	f77r|f81r|f81v|f82r|f83r	5	f77r|f81r|f81v|f82r|f83r	f77r|f81r|f81v|f82r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f77r|f81r|f81v|f82r|f83r	RUNNING:G407-E2499@3	EXACT_SELECTION_OTHER_PAGE	f77r|f81r|f81v|f82r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
388	RUNNING:G407-E1628@4	ACTION:G407-E1628@2:SH	G407-S119	f75r	RUNNING_ATOM	BIOLOGICAL	SH_BIO_BATHE	Y	Y	BIOLOGICAL_BODY_OR_STATION	Körper	DEFAULT_GDT584_OBJECT_COMPOSITION	5	f77r|f81r|f81v|f82r|f83r	5	f77r|f81r|f81v|f82r|f83r	f77r|f81r|f81v|f82r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f77r|f81r|f81v|f82r|f83r	RUNNING:G407-E2499@3	EXACT_SELECTION_OTHER_PAGE	f77r|f81r|f81v|f82r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
389	RUNNING:G407-E1630@2	ACTION:G407-E1630@1:CHD	G407-S119	f75r	RUNNING_ATOM	BIOLOGICAL	CHD_BIO_TREAT	Y	Y	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	6	f76r|f77r|f81r|f81v|f82r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f76r|f77r|f81r|f81v|f82r|f83r	RUNNING:G407-E1841@4	EXACT_SELECTION_OTHER_PAGE	f76r|f77r|f81r|f81v|f82r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
390	RUNNING:G407-E1634@2	ACTION:G407-E1634@1:S	G407-S119	f75r	RUNNING_ATOM	BIOLOGICAL	S_REST_SELECT	AIN	AIN	BIOLOGICAL_PART_OR_PORTION	Anwendungsportion	DEFAULT_GDT584_OBJECT_COMPOSITION	5	f76r|f77r|f81r|f82r|f83r	5	f76r|f77r|f81r|f82r|f83r	f76r|f77r|f81r|f82r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f76r|f77r|f81r|f82r|f83r	RUNNING:G407-E1842@2	EXACT_SELECTION_OTHER_PAGE	f76r|f77r|f81r|f82r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
391	RUNNING:G407-E1635@3	ACTION:G407-E1635@2:T	G407-S119	f75r	RUNNING_ATOM	BIOLOGICAL	T_BIO_STATION_REGULATE	Y	Y+OR	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	2	f81v|f83r	5	f77r|f81r|f81v|f82r|f83r	f77r|f81r|f81v|f82r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f81v|f83r	RUNNING:G407-E3065@4	EXACT_SELECTION_OTHER_PAGE	f81v|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
392	RUNNING:G407-E1636@2	ACTION:G407-E1635@2:T	G407-S119	f75r	RUNNING_ATOM	BIOLOGICAL	T_BIO_STATION_REGULATE	OR	Y+OR	BIOLOGICAL_BATH_OR_STATION_UNIT	Stationseinheit	DEFAULT_GDT584_OBJECT_COMPOSITION	2	f81v|f83r	2	f81v|f83r	f81v|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f81v|f83r	RUNNING:G407-E3066@2	EXACT_SELECTION_OTHER_PAGE	f81v|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
393	RUNNING:G407-E1638@2	ACTION:G407-E1638@1:S	G407-S119	f75r	RUNNING_ATOM	BIOLOGICAL	S_REST_SELECT	AIN	AIN	BIOLOGICAL_PART_OR_PORTION	Anwendungsportion	DEFAULT_GDT584_OBJECT_COMPOSITION	5	f76r|f77r|f81r|f82r|f83r	5	f76r|f77r|f81r|f82r|f83r	f76r|f77r|f81r|f82r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f76r|f77r|f81r|f82r|f83r	RUNNING:G407-E1842@2	EXACT_SELECTION_OTHER_PAGE	f76r|f77r|f81r|f82r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
394	RUNNING:G407-E1649@1	ACTION:G407-E1648@1:SH	G407-S122	f75r	RUNNING_ATOM	BIOLOGICAL	SH_BIO_BATHE	AIN	Y+AIN	BIOLOGICAL_PART_OR_PORTION	Anwendungsportion	DEFAULT_GDT584_OBJECT_COMPOSITION	1	f81r	2	f81r|f81v	f81r|f81v	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f81r	RUNNING:G407-E2779@2	EXACT_SELECTION_OTHER_PAGE	f81r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
395	RUNNING:G407-E1651@2	ACTION:G407-E1648@1:SH	G407-S122	f75r	RUNNING_ATOM	BIOLOGICAL	SH_BIO_BATHE	Y	Y+AIN	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	1	f81r	5	f77r|f81r|f81v|f82r|f83r	f77r|f81r|f81v|f82r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f81r	RUNNING:G407-E2778@3	EXACT_SELECTION_OTHER_PAGE	f81r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
