matrix_ordinal	register	automatic_gdt583_rule_id	action_root	rule_priority	carrier_root	portable_core	matrix_state	observed_assignment_count	observed_host_count	observed_page_count	observed_pages	observed_lemmas_de	fallback_lemma_de	fallback_object_form_de	fallback_genitive_form_de	selection_requirements	guard
74	HERBAL	S_HP_STRAIN	S	230	AIIN	WERT	OBSERVED_CELL	18	17	7	f11r|f18r|f20v|f24v|f31r|f55v|f95v	Pflanzenauszug	Pflanzenauszug	den Pflanzenauszug	des Pflanzenauszugs	host_any=AIIN	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
75	HERBAL	S_HP_STRAIN	S	230	AIN	ANTEIL	REGISTER_INVARIANT	0	0	0	NONE	NONE	Pflanzenportion	die Pflanzenportion	der Pflanzenportion	host_any=AIIN	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
76	HERBAL	S_HP_STRAIN	S	230	OR	EINHEIT	OBSERVED_CELL	3	2	2	f24v|f95v	Pflanzenansatz	Pflanzen- oder Arbeitseinheit	die Pflanzen- oder Arbeitseinheit	der Pflanzen- oder Arbeitseinheit	host_any=AIIN	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
77	HERBAL	S_HP_SIEVE	S	240	Y	POSTEN	OBSERVED_CELL	3	3	2	f17r|f24v	Pflanzenmaterial	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	host_any=AIN,OR,LOCAL_CHAR_F	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
78	HERBAL	S_HP_SIEVE	S	240	AIIN	WERT	KEEP_BROAD	0	0	0	NONE	NONE	Pflanzenauszug	den Pflanzenauszug	des Pflanzenauszugs	host_any=AIN,OR,LOCAL_CHAR_F	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
79	HERBAL	S_HP_SIEVE	S	240	AIN	ANTEIL	OBSERVED_CELL	5	5	4	f10r|f17r|f24v|f95v	Pflanzenportion	Pflanzenportion	die Pflanzenportion	der Pflanzenportion	host_any=AIN,OR,LOCAL_CHAR_F	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
80	HERBAL	S_HP_SIEVE	S	240	OR	EINHEIT	OBSERVED_CELL	3	3	3	f10r|f17r|f24v	Pflanzenansatz	Pflanzen- oder Arbeitseinheit	die Pflanzen- oder Arbeitseinheit	der Pflanzen- oder Arbeitseinheit	host_any=AIN,OR,LOCAL_CHAR_F	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
81	HERBAL	S_HP_SEPARATE	S	250	Y	POSTEN	OBSERVED_CELL	10	9	5	f11r|f13r|f17r|f24v|f56r	Pflanzenmaterial	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	host_any=Y	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
82	HERBAL	S_HP_SEPARATE	S	250	AIIN	WERT	KEEP_BROAD	0	0	0	NONE	NONE	Pflanzenauszug	den Pflanzenauszug	des Pflanzenauszugs	host_any=Y	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
83	HERBAL	S_HP_SEPARATE	S	250	AIN	ANTEIL	REGISTER_INVARIANT	0	0	0	NONE	NONE	Pflanzenportion	die Pflanzenportion	der Pflanzenportion	host_any=Y	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
84	HERBAL	S_HP_SEPARATE	S	250	OR	EINHEIT	KEEP_BROAD	0	0	0	NONE	NONE	Pflanzen- oder Arbeitseinheit	die Pflanzen- oder Arbeitseinheit	der Pflanzen- oder Arbeitseinheit	host_any=Y	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
85	HERBAL	S_REST_SELECT	S	269	Y	POSTEN	REGISTER_INVARIANT	0	0	0	NONE	NONE	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
86	HERBAL	S_REST_SELECT	S	269	AIIN	WERT	KEEP_BROAD	0	0	0	NONE	NONE	Pflanzenauszug	den Pflanzenauszug	des Pflanzenauszugs	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
87	HERBAL	S_REST_SELECT	S	269	AIN	ANTEIL	REGISTER_INVARIANT	0	0	0	NONE	NONE	Pflanzenportion	die Pflanzenportion	der Pflanzenportion	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
88	HERBAL	S_REST_SELECT	S	269	OR	EINHEIT	KEEP_BROAD	0	0	0	NONE	NONE	Pflanzen- oder Arbeitseinheit	die Pflanzen- oder Arbeitseinheit	der Pflanzen- oder Arbeitseinheit	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
89	CELESTIAL	T_CELESTIAL_SET	T	20	Y	POSTEN	OBSERVED_CELL	59	50	6	f67r2|f68r1|f69v|f70v|f71v|f72r	Ringposition	Ringposition	die Ringposition	der Ringposition	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
90	CELESTIAL	T_CELESTIAL_SET	T	20	AIIN	WERT	OBSERVED_CELL	6	6	3	f67r2|f70v|f71v	Positionswert	Positionswert	den Positionswert	des Positionswerts	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
91	CELESTIAL	T_CELESTIAL_SET	T	20	AIN	ANTEIL	OBSERVED_CELL	1	1	1	f67r2	Sektoranteil	Sektoranteil	den Sektoranteil	des Sektoranteils	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
92	CELESTIAL	T_CELESTIAL_SET	T	20	OR	EINHEIT	OBSERVED_CELL	5	4	3	f67r2|f69v|f72r	Ringsegment	Ringsegment	das Ringsegment	des Ringsegments	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
93	CELESTIAL	SH_CELESTIAL_FIX	SH	120	Y	POSTEN	OBSERVED_CELL	30	28	6	f67r2|f68r1|f69v|f70v|f71v|f72r	Ringposition	Ringposition	die Ringposition	der Ringposition	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
94	CELESTIAL	SH_CELESTIAL_FIX	SH	120	AIIN	WERT	OBSERVED_CELL	5	4	2	f67r2|f72r	Positionswert	Positionswert	den Positionswert	des Positionswerts	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
95	CELESTIAL	SH_CELESTIAL_FIX	SH	120	AIN	ANTEIL	OBSERVED_CELL	1	1	1	f72r	Sektoranteil	Sektoranteil	den Sektoranteil	des Sektoranteils	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
96	CELESTIAL	SH_CELESTIAL_FIX	SH	120	OR	EINHEIT	OBSERVED_CELL	4	4	3	f68r1|f71v|f72r	Ringsegment	Ringsegment	das Ringsegment	des Ringsegments	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
97	CELESTIAL	SH_REST_HOLD	SH	169	Y	POSTEN	REGISTER_INVARIANT	0	0	0	NONE	NONE	Ringposition	die Ringposition	der Ringposition	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
98	CELESTIAL	SH_REST_HOLD	SH	169	AIIN	WERT	REGISTER_INVARIANT	0	0	0	NONE	NONE	Positionswert	den Positionswert	des Positionswerts	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
99	CELESTIAL	SH_REST_HOLD	SH	169	AIN	ANTEIL	REGISTER_INVARIANT	0	0	0	NONE	NONE	Sektoranteil	den Sektoranteil	des Sektoranteils	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
100	CELESTIAL	SH_REST_HOLD	SH	169	OR	EINHEIT	REGISTER_INVARIANT	0	0	0	NONE	NONE	Ringsegment	das Ringsegment	des Ringsegments	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
101	CELESTIAL	CHD_CELESTIAL_CALCULATE	CHD	170	Y	POSTEN	OBSERVED_CELL	10	9	5	f67r2|f68r1|f69v|f70v|f72r	Ringposition	Ringposition	die Ringposition	der Ringposition	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
102	CELESTIAL	CHD_CELESTIAL_CALCULATE	CHD	170	AIIN	WERT	OBSERVED_CELL	3	3	3	f67r2|f70v|f72r	Positionswert	Positionswert	den Positionswert	des Positionswerts	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
103	CELESTIAL	CHD_CELESTIAL_CALCULATE	CHD	170	AIN	ANTEIL	REGISTER_INVARIANT	0	0	0	NONE	NONE	Sektoranteil	den Sektoranteil	des Sektoranteils	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
104	CELESTIAL	CHD_CELESTIAL_CALCULATE	CHD	170	OR	EINHEIT	REGISTER_INVARIANT	0	0	0	NONE	NONE	Ringsegment	das Ringsegment	des Ringsegments	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
105	CELESTIAL	CHD_REST_PROCESS	CHD	199	Y	POSTEN	REGISTER_INVARIANT	0	0	0	NONE	NONE	Ringposition	die Ringposition	der Ringposition	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
106	CELESTIAL	CHD_REST_PROCESS	CHD	199	AIIN	WERT	REGISTER_INVARIANT	0	0	0	NONE	NONE	Positionswert	den Positionswert	des Positionswerts	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
107	CELESTIAL	CHD_REST_PROCESS	CHD	199	AIN	ANTEIL	REGISTER_INVARIANT	0	0	0	NONE	NONE	Sektoranteil	den Sektoranteil	des Sektoranteils	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
108	CELESTIAL	CHD_REST_PROCESS	CHD	199	OR	EINHEIT	REGISTER_INVARIANT	0	0	0	NONE	NONE	Ringsegment	das Ringsegment	des Ringsegments	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
109	CELESTIAL	S_CELESTIAL_SELECT	S	210	Y	POSTEN	OBSERVED_CELL	24	22	4	f67r2|f68r1|f69v|f72r	Ringposition	Ringposition	die Ringposition	der Ringposition	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
110	CELESTIAL	S_CELESTIAL_SELECT	S	210	AIIN	WERT	OBSERVED_CELL	18	16	6	f67r2|f68r1|f69v|f70v|f71v|f72r	Positionswert	Positionswert	den Positionswert	des Positionswerts	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
111	CELESTIAL	S_CELESTIAL_SELECT	S	210	AIN	ANTEIL	OBSERVED_CELL	4	4	1	f67r2	Sektoranteil	Sektoranteil	den Sektoranteil	des Sektoranteils	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
112	CELESTIAL	S_CELESTIAL_SELECT	S	210	OR	EINHEIT	OBSERVED_CELL	5	5	2	f67r2|f72r	Ringsegment	Ringsegment	das Ringsegment	des Ringsegments	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
113	CELESTIAL	S_REST_SELECT	S	269	Y	POSTEN	REGISTER_INVARIANT	0	0	0	NONE	NONE	Ringposition	die Ringposition	der Ringposition	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
114	CELESTIAL	S_REST_SELECT	S	269	AIIN	WERT	REGISTER_INVARIANT	0	0	0	NONE	NONE	Positionswert	den Positionswert	des Positionswerts	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
115	CELESTIAL	S_REST_SELECT	S	269	AIN	ANTEIL	REGISTER_INVARIANT	0	0	0	NONE	NONE	Sektoranteil	den Sektoranteil	des Sektoranteils	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
116	CELESTIAL	S_REST_SELECT	S	269	OR	EINHEIT	REGISTER_INVARIANT	0	0	0	NONE	NONE	Ringsegment	das Ringsegment	des Ringsegments	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
117	BIOLOGICAL	T_AFTER_SH_COOL	T	30	Y	POSTEN	OBSERVED_CELL	6	6	3	f75r|f77r|f81v	Körper	Stationsansatz	den Stationsansatz	des Stationsansatzes	previous_actions=SH	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
118	BIOLOGICAL	T_AFTER_SH_COOL	T	30	AIIN	WERT	KEEP_BROAD	0	0	0	NONE	NONE	Stations- oder Badmaß	das Stations- oder Badmaß	des Stations- oder Badmaßes	previous_actions=SH	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
119	BIOLOGICAL	T_AFTER_SH_COOL	T	30	AIN	ANTEIL	KEEP_BROAD	0	0	0	NONE	NONE	Anwendungsportion	die Anwendungsportion	der Anwendungsportion	previous_actions=SH	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
120	BIOLOGICAL	T_AFTER_SH_COOL	T	30	OR	EINHEIT	KEEP_BROAD	0	0	0	NONE	NONE	Becken- oder Körpereinheit	die Becken- oder Körpereinheit	der Becken- oder Körpereinheit	previous_actions=SH	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
121	BIOLOGICAL	T_PHYSICAL_GRADE_TEMPER	T	60	Y	POSTEN	OBSERVED_CELL	19	18	5	f76r|f77r|f81v|f82r|f83r	Stationsansatz	Stationsansatz	den Stationsansatz	des Stationsansatzes	direct_any=E,EE,EEE	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
122	BIOLOGICAL	T_PHYSICAL_GRADE_TEMPER	T	60	AIIN	WERT	KEEP_BROAD	0	0	0	NONE	NONE	Stations- oder Badmaß	das Stations- oder Badmaß	des Stations- oder Badmaßes	direct_any=E,EE,EEE	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
123	BIOLOGICAL	T_PHYSICAL_GRADE_TEMPER	T	60	AIN	ANTEIL	OBSERVED_CELL	1	1	1	f77r	Anwendungsportion	Anwendungsportion	die Anwendungsportion	der Anwendungsportion	direct_any=E,EE,EEE	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
124	BIOLOGICAL	T_PHYSICAL_GRADE_TEMPER	T	60	OR	EINHEIT	KEEP_BROAD	0	0	0	NONE	NONE	Becken- oder Körpereinheit	die Becken- oder Körpereinheit	der Becken- oder Körpereinheit	direct_any=E,EE,EEE	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
125	BIOLOGICAL	T_BIO_STATION_REGULATE	T	80	Y	POSTEN	OBSERVED_CELL	37	32	6	f75r|f77r|f81r|f81v|f82r|f83r	Stationsansatz	Stationsansatz	den Stationsansatz	des Stationsansatzes	physical_pages_not=f76r	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
126	BIOLOGICAL	T_BIO_STATION_REGULATE	T	80	AIIN	WERT	OBSERVED_CELL	5	5	4	f77r|f81r|f82r|f83r	Stationsmaß	Stations- oder Badmaß	das Stations- oder Badmaß	des Stations- oder Badmaßes	physical_pages_not=f76r	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
127	BIOLOGICAL	T_BIO_STATION_REGULATE	T	80	AIN	ANTEIL	OBSERVED_CELL	4	4	3	f75r|f77r|f83r	Anwendungsportion	Anwendungsportion	die Anwendungsportion	der Anwendungsportion	physical_pages_not=f76r	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
128	BIOLOGICAL	T_BIO_STATION_REGULATE	T	80	OR	EINHEIT	OBSERVED_CELL	4	4	3	f75r|f81v|f83r	Stationseinheit	Becken- oder Körpereinheit	die Becken- oder Körpereinheit	der Becken- oder Körpereinheit	physical_pages_not=f76r	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
129	BIOLOGICAL	T_PHYSICAL_BROAD	T	99	Y	POSTEN	OBSERVED_CELL	12	11	1	f76r	Stationsansatz	Stationsansatz	den Stationsansatz	des Stationsansatzes	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
130	BIOLOGICAL	T_PHYSICAL_BROAD	T	99	AIIN	WERT	KEEP_BROAD	0	0	0	NONE	NONE	Stations- oder Badmaß	das Stations- oder Badmaß	des Stations- oder Badmaßes	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
131	BIOLOGICAL	T_PHYSICAL_BROAD	T	99	AIN	ANTEIL	OBSERVED_CELL	1	1	1	f76r	Anwendungsportion	Anwendungsportion	die Anwendungsportion	der Anwendungsportion	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
132	BIOLOGICAL	T_PHYSICAL_BROAD	T	99	OR	EINHEIT	KEEP_BROAD	0	0	0	NONE	NONE	Becken- oder Körpereinheit	die Becken- oder Körpereinheit	der Becken- oder Körpereinheit	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
133	BIOLOGICAL	SH_BIO_BATHE	SH	130	Y	POSTEN	OBSERVED_CELL	112	92	6	f75r|f77r|f81r|f81v|f82r|f83r	Körper|Stationsansatz	Stationsansatz	den Stationsansatz	des Stationsansatzes	physical_pages_not=f76r;host_any=Y,AIIN,AIN,OR,E,EE,EEE,O,IIN,LOCAL_CHAR_F	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
134	BIOLOGICAL	SH_BIO_BATHE	SH	130	AIIN	WERT	OBSERVED_CELL	11	11	3	f77r|f82r|f83r	Badfüllung	Stations- oder Badmaß	das Stations- oder Badmaß	des Stations- oder Badmaßes	physical_pages_not=f76r;host_any=Y,AIIN,AIN,OR,E,EE,EEE,O,IIN,LOCAL_CHAR_F	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
135	BIOLOGICAL	SH_BIO_BATHE	SH	130	AIN	ANTEIL	OBSERVED_CELL	6	6	3	f75r|f81r|f81v	Anwendungsportion	Anwendungsportion	die Anwendungsportion	der Anwendungsportion	physical_pages_not=f76r;host_any=Y,AIIN,AIN,OR,E,EE,EEE,O,IIN,LOCAL_CHAR_F	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
136	BIOLOGICAL	SH_BIO_BATHE	SH	130	OR	EINHEIT	OBSERVED_CELL	11	10	4	f75r|f77r|f81r|f83r	Badeinheit	Becken- oder Körpereinheit	die Becken- oder Körpereinheit	der Becken- oder Körpereinheit	physical_pages_not=f76r;host_any=Y,AIIN,AIN,OR,E,EE,EEE,O,IIN,LOCAL_CHAR_F	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
137	BIOLOGICAL	SH_REST_HOLD	SH	169	Y	POSTEN	OBSERVED_CELL	39	36	1	f76r	Stationsansatz	Stationsansatz	den Stationsansatz	des Stationsansatzes	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
138	BIOLOGICAL	SH_REST_HOLD	SH	169	AIIN	WERT	OBSERVED_CELL	1	1	1	f76r	Stationsmaß	Stations- oder Badmaß	das Stations- oder Badmaß	des Stations- oder Badmaßes	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
139	BIOLOGICAL	SH_REST_HOLD	SH	169	AIN	ANTEIL	OBSERVED_CELL	1	1	1	f76r	Anwendungsportion	Anwendungsportion	die Anwendungsportion	der Anwendungsportion	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
140	BIOLOGICAL	SH_REST_HOLD	SH	169	OR	EINHEIT	OBSERVED_CELL	1	1	1	f76r	Stationseinheit	Becken- oder Körpereinheit	die Becken- oder Körpereinheit	der Becken- oder Körpereinheit	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
141	BIOLOGICAL	CHD_BIO_TREAT	CHD	180	Y	POSTEN	OBSERVED_CELL	154	142	7	f75r|f76r|f77r|f81r|f81v|f82r|f83r	Körper|Stationsansatz	Stationsansatz	den Stationsansatz	des Stationsansatzes	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
142	BIOLOGICAL	CHD_BIO_TREAT	CHD	180	AIIN	WERT	OBSERVED_CELL	16	15	4	f76r|f77r|f81r|f83r	Stationsmaß	Stations- oder Badmaß	das Stations- oder Badmaß	des Stations- oder Badmaßes	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
143	BIOLOGICAL	CHD_BIO_TREAT	CHD	180	AIN	ANTEIL	OBSERVED_CELL	8	7	5	f75r|f76r|f77r|f82r|f83r	Anwendungsportion|Teil	Anwendungsportion	die Anwendungsportion	der Anwendungsportion	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
144	BIOLOGICAL	CHD_BIO_TREAT	CHD	180	OR	EINHEIT	OBSERVED_CELL	10	9	5	f75r|f76r|f77r|f82r|f83r	Stationseinheit	Becken- oder Körpereinheit	die Becken- oder Körpereinheit	der Becken- oder Körpereinheit	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
145	BIOLOGICAL	CHD_REST_PROCESS	CHD	199	Y	POSTEN	KEEP_BROAD	0	0	0	NONE	NONE	Stationsansatz	den Stationsansatz	des Stationsansatzes	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
146	BIOLOGICAL	CHD_REST_PROCESS	CHD	199	AIIN	WERT	KEEP_BROAD	0	0	0	NONE	NONE	Stations- oder Badmaß	das Stations- oder Badmaß	des Stations- oder Badmaßes	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
147	BIOLOGICAL	CHD_REST_PROCESS	CHD	199	AIN	ANTEIL	KEEP_BROAD	0	0	0	NONE	NONE	Anwendungsportion	die Anwendungsportion	der Anwendungsportion	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
148	BIOLOGICAL	CHD_REST_PROCESS	CHD	199	OR	EINHEIT	KEEP_BROAD	0	0	0	NONE	NONE	Becken- oder Körpereinheit	die Becken- oder Körpereinheit	der Becken- oder Körpereinheit	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
