dictionary_ordinal	lock_key	surface	occurrence_count	physical_pages	final_working_recipe	literal_reading_de	old_working_phrase_de	controlled_order_reading_de	canonical_workshop_phrase_de	phrase_template	phrase_repair_status	atom_count	portable_atom_count	structural_or_local_atom_count	action_slot_count	argument_slot_count	all_slots_explicit	exact_recipe_roundtrip	special_route	route_class	route_source	resolution_status	lock_scope	local_record_policy	guard
38	PROSE_STREAM|dairykodas	dairykodas	1	f66r	D_ADDR+AIR+Y+K+O+DA+S	[D_ADDR:STEUERUNG=HIER] · BAHN · POSTEN · GEBEN · [O:STEUERUNG=AUSFÜHRUNG] · [DA+S:STEUERUNG=STUFE II WÄHLEN]	Hier entlang der Bahn posten; zur Ausführung geben und Stufe II wählen.	[hier: D-Adresse] → Bahn → Posten → geben → [Ausführung] → [zweite Stufe] → wählen.	Hier; entlang der Bahn; den Posten geben und wählen; zur Ausführung; auf der zweiten Stufe.	MULTI_ACTION_WITH_ARGUMENT	NORMALIZED_EXISTING_PHRASE	7	4	3	2	1	YES	D_ADDR+AIR+Y+K+O+DA+S	YES	NESTED_EXACT_TERMINAL_WHOLE_CARD	GDT533	RESOLVED_BY_NESTED_EXACT_TERMINAL_WHOLE_CARD	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
39	PROSE_STREAM|dalalshedy	dalalshedy	1	f66r	AL+AL+SH+E+DY	ZIELORT · ZIELORT · HALTEN · [E:STEUERUNG=GRAD I] · [DY:STEUERUNG=SCHLUSS]	INHERITED	Zielort → Zielort → halten → [Grad I] → [Schluss].	Am Zielort; erneut am Zielort; halten; auf Grad I; abschließen.	ACTION_NO_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	5	3	2	1	0	YES	AL+AL+SH+E+DY	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
40	PROSE_STREAM|dalcheeeky	dalcheeeky	1	f66r	AL+CH+K+EEE+Y	ZIELORT · NEHMEN · GEBEN · [EEE:STEUERUNG=GRAD III] · POSTEN	Am Zielort nehmen und geben; auf Grad III posten.	Zielort → nehmen → geben → [Grad III] → Posten.	Am Zielort; den Posten nehmen und geben; auf Grad III.	MULTI_ACTION_WITH_ARGUMENT	NORMALIZED_EXISTING_PHRASE	5	4	1	2	1	YES	AL+CH+K+EEE+Y	YES	THIRD_GRADE_FAMILY_COMPLETION	GDT534	RESOLVED_BY_THIRD_GRADE_FAMILY_COMPLETION	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
41	PROSE_STREAM|dalky	dalky	1	f66r	AL+K+Y	ZIELORT · GEBEN · POSTEN	INHERITED	Zielort → geben → Posten.	Am Zielort; den Posten geben.	ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	3	3	0	1	1	YES	AL+K+Y	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
42	PROSE_STREAM|dalol	dalol	1	f66r	AL+OL	ZIELORT · FORTSETZEN	INHERITED	Zielort → fortsetzen.	Am Zielort; fortsetzen.	RELATION_OR_ADDRESS	FILLED_INHERITED_PLACEHOLDER	2	2	0	0	0	YES	AL+OL	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
43	PROSE_STREAM|dard	dard	1	f66r	D_ADDR+AR+D_ADDR	[D_ADDR:STEUERUNG=HIER] · AUSGANG · [D_ADDR:STEUERUNG=HIER]	INHERITED	[hier: D-Adresse] → Ausgang → [hier: D-Adresse].	Hier; vom Ausgang; erneut hier.	RELATION_OR_ADDRESS	FILLED_INHERITED_PLACEHOLDER	3	1	2	0	0	YES	D_ADDR+AR+D_ADDR	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
44	PROSE_STREAM|dcheey	dcheey	1	f31r	D_ADDR+CH+EE+Y	[D_ADDR:STEUERUNG=HIER] · NEHMEN · [EE:STEUERUNG=GRAD II] · POSTEN	INHERITED	[hier: D-Adresse] → nehmen → [Grad II] → Posten.	Hier; den Posten nehmen; auf Grad II.	ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	4	2	2	1	1	YES	D_ADDR+CH+EE+Y	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
45	PROSE_STREAM|dcheol	dcheol	1	f66r	D_ADDR+CH+E+O+L	[D_ADDR:STEUERUNG=HIER] · NEHMEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · VERBINDUNG	INHERITED	[hier: D-Adresse] → nehmen → [Grad I] → [Ausführung] → Verbindung.	Hier; nehmen; auf Grad I; zur Ausführung; über die Verbindung.	ACTION_NO_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	5	2	3	1	0	YES	D_ADDR+CH+E+O+L	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
46	PROSE_STREAM|dkar	dkar	1	f66r	D_ADDR+K+AR	[D_ADDR:STEUERUNG=HIER] · GEBEN · AUSGANG	INHERITED	[hier: D-Adresse] → geben → Ausgang.	Hier; geben; vom Ausgang.	ACTION_NO_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	3	2	1	1	0	YES	D_ADDR+K+AR	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
47	PROSE_STREAM|doiiin	doiiin	1	f20v	D_ADDR+O+IIN	[D_ADDR:STEUERUNG=HIER] · [O:STEUERUNG=AUSFÜHRUNG] · [IIN:STEUERUNG=STUFE]	INHERITED	[hier: D-Adresse] → [Ausführung] → [Stufe].	Hier; zur Ausführung; auf der bezeichneten Stufe.	FORMAL_OR_LOCAL_CONTROL	FILLED_INHERITED_PLACEHOLDER	3	0	3	0	0	YES	D_ADDR+O+IIN	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
48	PROSE_STREAM|dolarshy	dolarshy	1	f66r	D_ADDR+OL+AR+SH+Y	[D_ADDR:STEUERUNG=HIER] · FORTSETZEN · AUSGANG · HALTEN · POSTEN	INHERITED	[hier: D-Adresse] → fortsetzen → Ausgang → halten → Posten.	Hier; fortsetzen; vom Ausgang; den Posten halten.	ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	5	4	1	1	1	YES	D_ADDR+OL+AR+SH+Y	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
49	PROSE_STREAM|dsholdaiir	dsholdaiir	1	f66r	D_ADDR+SH+OL+DA+IIN+R	[D_ADDR:STEUERUNG=HIER] · HALTEN · FORTSETZEN · [DA+IIN:STEUERUNG=STUFE II] · MARKIEREN	Hier halten und fortsetzen; Stufe II markieren.	[hier: D-Adresse] → halten → fortsetzen → [zweite Stufe] → [Stufe] → markieren.	Hier; halten und markieren; fortsetzen; auf der zweiten Stufe; auf der bezeichneten Stufe.	MULTI_ACTION_NO_ARGUMENT	NORMALIZED_EXISTING_PHRASE	6	3	3	2	0	YES	D_ADDR+SH+OL+DA+IIN+R	YES	EXACT_CARD_TILING_WITH_SAME_OWNER_TAIL	GDT532	RESOLVED_BY_EXACT_CARD_COMPOSITION_OVERRIDE	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
50	PROSE_STREAM|dyky	dyky	1	f66r	D_ADDR+Y+K+Y	[D_ADDR:STEUERUNG=HIER] · POSTEN · GEBEN · POSTEN	INHERITED	[hier: D-Adresse] → Posten → geben → Posten.	Hier; beide Posten geben.	ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	4	3	1	1	2	YES	D_ADDR+Y+K+Y	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
51	PROSE_STREAM|dytcheey	dytcheey	1	f4r	D_ADDR+Y+T+CH+EE+Y	[D_ADDR:STEUERUNG=HIER] · POSTEN · EINSTELLEN · NEHMEN · [EE:STEUERUNG=GRAD II] · POSTEN	INHERITED	[hier: D-Adresse] → Posten → einstellen → nehmen → [Grad II] → Posten.	Hier; beide Posten einstellen und nehmen; auf Grad II.	MULTI_ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	6	4	2	2	2	YES	D_ADDR+Y+T+CH+EE+Y	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
52	PROSE_STREAM|f	f	4	f66r	LOCAL_CHAR_F	[LOCAL_CHAR_F:STEUERUNG=HIER]	INHERITED	[hier: f-Kennmarke].	Hier.	LOCAL_SIGN_OR_CORE_ONLY	FILLED_INHERITED_PLACEHOLDER	1	0	1	0	0	YES	LOCAL_CHAR_F	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
53	PROSE_STREAM|faiis	faiis	1	f20v	LOCAL_CHAR_F+IIN+S	[LOCAL_CHAR_F:STEUERUNG=HIER] · [IIN:STEUERUNG=STUFE] · WÄHLEN	INHERITED	[hier: f-Kennmarke] → [Stufe] → wählen.	Hier; auf der bezeichneten Stufe; wählen.	ACTION_NO_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	3	1	2	1	0	YES	LOCAL_CHAR_F+IIN+S	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
54	PROSE_STREAM|fary	fary	1	f66r	LOCAL_CHAR_F+AR+Y	[LOCAL_CHAR_F:STEUERUNG=HIER] · AUSGANG · POSTEN	INHERITED	[hier: f-Kennmarke] → Ausgang → Posten.	Hier; vom Ausgang; Posten.	NOMINAL_ARGUMENT_OR_CONTROL	FILLED_INHERITED_PLACEHOLDER	3	2	1	0	1	YES	LOCAL_CHAR_F+AR+Y	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
55	PROSE_STREAM|fchdar	fchdar	1	f66r	LOCAL_CHAR_F+CHD+AR	[LOCAL_CHAR_F:STEUERUNG=HIER] · BEARBEITEN · AUSGANG	INHERITED	[hier: f-Kennmarke] → bearbeiten → Ausgang.	Hier; bearbeiten; vom Ausgang.	ACTION_NO_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	3	2	1	1	0	YES	LOCAL_CHAR_F+CHD+AR	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
56	PROSE_STREAM|fchedyr	fchedyr	1	f66r	LOCAL_CHAR_F+CHD+Y+R	[LOCAL_CHAR_F:STEUERUNG=HIER] · BEARBEITEN · POSTEN · MARKIEREN	INHERITED	[hier: f-Kennmarke] → bearbeiten → Posten → markieren.	Hier; den Posten bearbeiten und markieren.	MULTI_ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	4	3	1	2	1	YES	LOCAL_CHAR_F+CHD+Y+R	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
57	PROSE_STREAM|folchol	folchol	1	f20v	LOCAL_CHAR_F+OL+OL	[LOCAL_CHAR_F:STEUERUNG=HIER] · FORTSETZEN · FORTSETZEN	INHERITED	[hier: f-Kennmarke] → fortsetzen → fortsetzen.	Hier; zweimal fortsetzen.	FORMAL_OR_LOCAL_CONTROL	FILLED_INHERITED_PLACEHOLDER	3	2	1	0	0	YES	LOCAL_CHAR_F+OL+OL	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
58	PROSE_STREAM|fshodchy	fshodchy	1	f20v	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	[LOCAL_CHAR_F:STEUERUNG=HIER] · HALTEN · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · NEHMEN · POSTEN	INHERITED	[hier: f-Kennmarke] → halten → [Ausführung] → [hier: D-Adresse] → nehmen → Posten.	Hier; den Posten halten und nehmen; zur Ausführung; hier.	MULTI_ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	6	3	3	2	1	YES	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
59	PROSE_STREAM|kardy	kardy	1	f66r	K+AR+DY	GEBEN · AUSGANG · [DY:STEUERUNG=SCHLUSS]	INHERITED	geben → Ausgang → [Schluss].	Geben; vom Ausgang; abschließen.	ACTION_NO_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	3	2	1	1	0	YES	K+AR+DY	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
60	PROSE_STREAM|kcheeky	kcheeky	1	f66r	K+CH+EE+K+Y	GEBEN · NEHMEN · [EE:STEUERUNG=GRAD II] · GEBEN · POSTEN	INHERITED	geben → nehmen → [Grad II] → geben → Posten.	Den Posten geben, nehmen und erneut geben; auf Grad II.	MULTI_ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	5	4	1	3	1	YES	K+CH+EE+K+Y	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
61	PROSE_STREAM|kcheody	kcheody	1	f66r	K+CH+E+O+D_ADDR+Y	GEBEN · NEHMEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · POSTEN	INHERITED	geben → nehmen → [Grad I] → [Ausführung] → [hier: D-Adresse] → Posten.	Den Posten geben und nehmen; auf Grad I; zur Ausführung; hier.	MULTI_ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	6	3	3	2	1	YES	K+CH+E+O+D_ADDR+Y	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
62	PROSE_STREAM|kchody	kchody	1	f66r	K+CH+O+D_ADDR+Y	GEBEN · NEHMEN · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · POSTEN	INHERITED	geben → nehmen → [Ausführung] → [hier: D-Adresse] → Posten.	Den Posten geben und nehmen; zur Ausführung; hier.	MULTI_ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	5	3	2	2	1	YES	K+CH+O+D_ADDR+Y	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
63	PROSE_STREAM|kechody	kechody	1	f66r	K+E+CH+O+D_ADDR+Y	GEBEN · [E:STEUERUNG=GRAD I] · NEHMEN · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · POSTEN	INHERITED	geben → [Grad I] → nehmen → [Ausführung] → [hier: D-Adresse] → Posten.	Den Posten geben und nehmen; auf Grad I; zur Ausführung; hier.	MULTI_ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	6	3	3	2	1	YES	K+E+CH+O+D_ADDR+Y	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
64	PROSE_STREAM|keedey	keedey	1	f31r	K+EE+D_ADDR+E+Y	GEBEN · [EE:STEUERUNG=GRAD II] · [D_ADDR:STEUERUNG=HIER] · [E:STEUERUNG=GRAD I] · POSTEN	INHERITED	geben → [Grad II] → [hier: D-Adresse] → [Grad I] → Posten.	Den Posten geben; auf Grad II; hier; auf Grad I.	ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	5	2	3	1	1	YES	K+EE+D_ADDR+E+Y	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
65	PROSE_STREAM|keeol	keeol	1	f31r	K+EE+OL	GEBEN · [EE:STEUERUNG=GRAD II] · [O:STEUERUNG=AUSFÜHRUNG] · VERBINDUNG	INHERITED	geben → [Grad II] → fortsetzen.	Geben; auf Grad II; fortsetzen.	ACTION_NO_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	3	2	1	1	0	YES	K+EE+OL	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
66	PROSE_STREAM|keody	keody	3	f20v|f66r	K+E+O+D_ADDR+Y	GEBEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · POSTEN	INHERITED	geben → [Grad I] → [Ausführung] → [hier: D-Adresse] → Posten.	Den Posten geben; auf Grad I; zur Ausführung; hier.	ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	5	2	3	1	1	YES	K+E+O+D_ADDR+Y	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
67	PROSE_STREAM|kodalchy	kodalchy	1	f4r	K+O+D_ADDR+AL+CH+Y	GEBEN · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · ZIELORT · NEHMEN · POSTEN	INHERITED	geben → [Ausführung] → [hier: D-Adresse] → Zielort → nehmen → Posten.	Den Posten geben und nehmen; zur Ausführung; hier; am Zielort.	MULTI_ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	6	4	2	2	1	YES	K+O+D_ADDR+AL+CH+Y	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
68	PROSE_STREAM|kodary	kodary	1	f66r	K+O+D_ADDR+AR+Y	GEBEN · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · AUSGANG · POSTEN	INHERITED	geben → [Ausführung] → [hier: D-Adresse] → Ausgang → Posten.	Den Posten geben; zur Ausführung; hier; vom Ausgang.	ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	5	3	2	1	1	YES	K+O+D_ADDR+AR+Y	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
69	PROSE_STREAM|kody	kody	1	f66r	K+O+DY	GEBEN · [O:STEUERUNG=AUSFÜHRUNG] · [DY:STEUERUNG=SCHLUSS]	INHERITED	geben → [Ausführung] → [Schluss].	Geben; zur Ausführung; abschließen.	ACTION_NO_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	3	1	2	1	0	YES	K+O+DY	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
70	PROSE_STREAM|ld	ld	1	f66r	L+D_ADDR	VERBINDUNG · [D_ADDR:STEUERUNG=HIER]	INHERITED	Verbindung → [hier: D-Adresse].	Über die Verbindung; hier.	RELATION_OR_ADDRESS	FILLED_INHERITED_PLACEHOLDER	2	1	1	0	0	YES	L+D_ADDR	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
71	PROSE_STREAM|lkeol	lkeol	1	f66r	L+K+E+OL	VERBINDUNG · GEBEN · [E:STEUERUNG=GRAD I] · FORTSETZEN	INHERITED	Verbindung → geben → [Grad I] → fortsetzen.	Über die Verbindung; geben; auf Grad I; fortsetzen.	ACTION_NO_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	4	3	1	1	0	YES	L+K+E+OL	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
72	PROSE_STREAM|lodaiin	lodaiin	1	f66r	L+O+D_ADDR+AIIN	VERBINDUNG · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · WERT	INHERITED	Verbindung → [Ausführung] → [hier: D-Adresse] → Wert.	Über die Verbindung; zur Ausführung; hier; Wert.	NOMINAL_ARGUMENT_OR_CONTROL	FILLED_INHERITED_PLACEHOLDER	4	2	2	0	1	YES	L+O+D_ADDR+AIIN	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
