chain_stage	component_or_whole_card_family	joint_tuple_id	surface_family	occurrences	event_ids	event_locations	pages	records	statements	owner	visible_owner_and_geometry	image_hashes_verified	visible_direction_or_filter_claim	current_selected_parse	new_working_parse	short_concrete_default_de	owner_process_step_de	rival_or_boundary_de	decision	connected_passages_de
03B_TRANSFER_PASSAGE	GELERNTE_KETTENKARTE	29e0eb222ef2fb99523a	lar	1	E211	E211@f82r:f82r.23/B2-S014	f82r	B2	B2-S014	lokale Becken-/Gerätestation f82r	f82r: mehrere getrennte Stationsvignetten mit lokalen Bändern/Knoten; kein durchgehender gerichteter Lauf und kein sichtbares Tuch	f82r=81bd1aa1addeedd6b08411ec05105f45d6ba6b9f59ea39ff95cf2fd89cf49d6c	NO_DRAWN_DIRECTION_OR_FILTER_CLOTH; only local owner/connection is visible	lar=unterer Ablauf	lar=unterer Ablauf	unterer Ablauf	TRANSPORTSCHRITT: Flüssigkeit/Durchgang zwischen Trennung und Auffangen	Rivale: allgemeines Baden, Übertragen oder Halten ohne Stofftrennung; konkrete Kartenlesung bleibt kürzer	SELECT_CONCRETE_FILTRATION_CHAIN_VALUE	B2-S014: Unterer Ablauf
03B_TRANSFER_PASSAGE	GELERNTE_KETTENKARTE	2b7fa918d1b2f5c656e3	lo	1	E263	E263@f83r:f83r.11/B3-S016	f83r	B3	B3-S016	lokale Gefäß-/Leitungsstation f83r	f83r: lokale Stationen und echter blauer Verbindungsbogen mit unteren Läufen; kein Pfeil, keine Quelle/Senke und kein sichtbares Filtertuch	f83r=3d5b04d796f247d140930949cd080f57164c94920134012adf8811112bcd55e9	NO_DRAWN_DIRECTION_OR_FILTER_CLOTH; only local owner/connection is visible	lo=unterer Ablauf	lo=unterer Ablauf	unterer Ablauf	TRANSPORTSCHRITT: Flüssigkeit/Durchgang zwischen Trennung und Auffangen	Rivale: allgemeines Baden, Übertragen oder Halten ohne Stofftrennung; konkrete Kartenlesung bleibt kürzer	SELECT_CONCRETE_FILTRATION_CHAIN_VALUE	B3-S016: Unterer Ablauf; Ansatz umsetzen; Schluss
03B_TRANSFER_PASSAGE	AIR_FLÜSSIGKEITSLAUF	7d2404c835b10a2c06af	okair	1	E260	E260@f83r:f83r.11/B3-S014	f83r	B3	B3-S014	lokale Gefäß-/Leitungsstation f83r	f83r: lokale Stationen und echter blauer Verbindungsbogen mit unteren Läufen; kein Pfeil, keine Quelle/Senke und kein sichtbares Filtertuch	f83r=3d5b04d796f247d140930949cd080f57164c94920134012adf8811112bcd55e9	NO_DRAWN_DIRECTION_OR_FILTER_CLOTH; only local owner/connection is visible	OK+AIR_FLOW	OK+AIR_FLOW	Flüssigkeit in den Lauf bringen	TRANSPORTSCHRITT: Flüssigkeit/Durchgang zwischen Trennung und Auffangen	Rivale: allgemeines Baden, Übertragen oder Halten ohne Stofftrennung; konkrete Kartenlesung bleibt kürzer	SELECT_CONCRETE_FILTRATION_CHAIN_VALUE	B3-S014: Flüssigkeit in den Lauf bringen; länger ruhen oder absetzen; Schluss
03B_TRANSFER_PASSAGE	AIR_FLÜSSIGKEITSLAUF	b154ff779abe5f196c80	schedair	1	E300	E300@f83r:f83r.22/B3-S030	f83r	B3	B3-S030	lokale Gefäß-/Leitungsstation f83r	f83r: lokale Stationen und echter blauer Verbindungsbogen mit unteren Läufen; kein Pfeil, keine Quelle/Senke und kein sichtbares Filtertuch	f83r=3d5b04d796f247d140930949cd080f57164c94920134012adf8811112bcd55e9	NO_DRAWN_DIRECTION_OR_FILTER_CLOTH; only local owner/connection is visible	S_RENDERER+CHED+AIR_FLOW	S_RENDERER+CHED+AIR_FLOW	fließende Flüssigkeit durch den Lauf führen	TRANSPORTSCHRITT: Flüssigkeit/Durchgang zwischen Trennung und Auffangen	Rivale: allgemeines Baden, Übertragen oder Halten ohne Stofftrennung; konkrete Kartenlesung bleibt kürzer	SELECT_CONCRETE_FILTRATION_CHAIN_VALUE	B3-S030: Den laufenden Posten einsetzen; vorgeschriebenes Maß; fließende Flüssigkeit durch den Lauf führen; danach oder erneut umsetzen; Schluss
03_STRAIN_WRING	PRESS_GANZKARTE	bdad9f9ea8b80f141496	cfhy	1	E041	E041@f11r:f11r.1/H3-S001	f11r	H3	H3-S001	abgebildete Pflanze f11r	f11r: ganze Pflanze; kein Gefäß, Tuch, Ablauf oder Richtung gezeichnet	f11r=dea9c2e170656f415c8fe5055cffdeb8220ccf46082c84968e1368e63c0aca51	NO_DRAWN_PROCESS_APPARATUS; plant is owner only	cfhy=durch Tuch wringen	CFHY learned whole wringing card	den Ansatz durchs Tuch auswringen	KETTENSCHRITT 3: durch Tuch seihen, pressen oder auswringen	einfaches Seihen; FHY bleibt wegen der lokalen Folge das kräftigere Auswringen	KEEP_AS_LEARNED_WHOLE_CARD	H3-S001: Blütenkraut; in Wein kochen; durch Tuch wringen; für die vorgeschriebene Zeit stehen lassen; nochmals seihen; klare Flüssigkeit; abkühlen; Ende
03_STRAIN_WRING	NACHSEIH_GANZKARTE	deb377381ceaf55ea310	cphy	1	E043	E043@f11r:f11r.1/H3-S001	f11r	H3	H3-S001	abgebildete Pflanze f11r	f11r: ganze Pflanze; kein Gefäß, Tuch, Ablauf oder Richtung gezeichnet	f11r=dea9c2e170656f415c8fe5055cffdeb8220ccf46082c84968e1368e63c0aca51	NO_DRAWN_PROCESS_APPARATUS; plant is owner only	cphy=nochmals seihen	CPHY learned whole repeat-straining card	die Flüssigkeit nochmals seihen	KETTENSCHRITT 3: durch Tuch seihen, pressen oder auswringen	Auswringen statt Nachseihen; H3-Folge bevorzugt einen zweiten Seihgang	KEEP_AS_LEARNED_WHOLE_CARD	H3-S001: Blütenkraut; in Wein kochen; durch Tuch wringen; für die vorgeschriebene Zeit stehen lassen; nochmals seihen; klare Flüssigkeit; abkühlen; Ende
03_STRAIN_WRING	TUCH_GANZKARTE	53cd0637c6820ba5e91f	dain	2	E327|E379	E327@f83r:f83r.27/B4-S005 | E379@f83r:f83r.54/B6-S001	f83r	B4|B6	B4-S005|B6-S001	lokale Gefäß-/Leitungsstation f83r	f83r: lokale Stationen und echter blauer Verbindungsbogen mit unteren Läufen; kein Pfeil, keine Quelle/Senke und kein sichtbares Filtertuch	f83r=3d5b04d796f247d140930949cd080f57164c94920134012adf8811112bcd55e9	NO_DRAWN_DIRECTION_OR_FILTER_CLOTH; only local owner/connection is visible	dain=durch Tuch	DAIN learned whole cloth-passage card	den Posten durchs Tuch leiten	KETTENSCHRITT 3: durch Tuch seihen, pressen oder auswringen	DAIN als Maß/Portion; exakte wiederholte Karte bleibt Tuchdurchgang	KEEP_AS_LEARNED_WHOLE_CARD	B4-S005: Durch Tuch; den laufenden Posten umsetzen oder durcharbeiten; länger einweichen; Schluss | B6-S001: Den Posten länger an der Auffangstelle halten; ungekocht; erste Öffnung; mit Vorigem weiter; vorgeschriebenes Maß; mit Vorigem weiter; durch Tuch; dieser Arbeitsposten; bezeichnete Zielstelle
03_STRAIN_WRING	TUCH_GANZKARTE	75a523fcf039b006f97b	kchal	1	E093	E093@f56r:f56r.13/H5-S004	f56r	H5	H5-S004	abgebildete Pflanze f56r	f56r: ganze Pflanze mit Spiraltrieb; kein Filter- oder Flüssigkeitsgerät gezeichnet	f56r=d1bda13a2d5d9fe935baa1dff136149d3cccf025ca25bc05b93e61d0a4ce352c	NO_DRAWN_PROCESS_APPARATUS; plant is owner only	kchal=durch Tuch	KCHAL learned whole herbal-straining card	Auszugsflüssigkeit durchs Tuch seihen	KETTENSCHRITT 3: durch Tuch seihen, pressen oder auswringen	allgemeiner Lauf; Herbal-Kontext bevorzugt Auszug durchs Tuch seihen	KEEP_AS_LEARNED_WHOLE_CARD	H5-S004: Den laufenden Posten einsetzen; Auszugsflüssigkeit zugeben; durch Tuch
03_STRAIN_WRING	CKHE_SEIHEN	c1db6b0a28d5cbb5d3d2	lcheckhedy	1	E176	E176@f82r:f82r.3/B2-S004	f82r	B2	B2-S004	lokale Becken-/Gerätestation f82r	f82r: mehrere getrennte Stationsvignetten mit lokalen Bändern/Knoten; kein durchgehender gerichteter Lauf und kein sichtbares Tuch	f82r=81bd1aa1addeedd6b08411ec05105f45d6ba6b9f59ea39ff95cf2fd89cf49d6c	NO_DRAWN_DIRECTION_OR_FILTER_CLOTH; only local owner/connection is visible	ckhe=durch Tuch seihen + dy=Ende	L_HULL+CKHE_STRAIN+DY_CLOSE	durch die klare Filterstufe seihen; Schluss	KETTENSCHRITT 3: durch Tuch seihen, pressen oder auswringen	allgemeines Umleiten durch eine Öffnung; Textzusammenhang bevorzugt klares Seihen	SELECT_CONCRETE_FILTRATION_CHAIN_VALUE	B2-S004: An der Zielstelle einsetzen; zweite Öffnung; hinausführen; den laufenden Posten länger einwirken lassen; klar seihen; Ende
03_STRAIN_WRING	TUCH_GANZKARTE	af816c04e65874a0f2fa	qoctholy	1	E019	E019@f10r:f10r.6/H2-S001	f10r	H2	H2-S001	abgebildete Pflanze f10r	f10r: ganze Pflanze; kein Gefäß, Tuch, Ablauf oder Richtung gezeichnet	f10r=d2b4f7f1ba78cc2b2712ad9ac51b13260af0227164c19b7b63a0808f3dcc3951	NO_DRAWN_PROCESS_APPARATUS; plant is owner only	qoctholy=durch Tuch	QOCTHOLY learned whole herbal-pressing card	zerstoßenes Kraut durchs Tuch pressen	KETTENSCHRITT 3: durch Tuch seihen, pressen oder auswringen	allgemeines Durchleiten; zerstoßenes Kraut bevorzugt Pressen durchs Tuch	KEEP_AS_LEARNED_WHOLE_CARD	H2-S001: Pflanzenspitzen; gebrauchsfertig; Zubereitung; Kraut zerstoßen; durch Tuch; dieser Arbeitsposten; dieser Arbeitsposten; vorgeschriebenes Maß; dieser Arbeitsposten
03_STRAIN_WRING	CKHE_SEIHEN	d68bc8de3bcee09db23c	shckhedy	3	E165|E330|E331	E165@f81v:f81v.27/B1-S020 | E330@f83r:f83r.27/B4-S006 | E331@f83r:f83r.27/B4-S007	f81v|f83r	B1|B4	B1-S020|B4-S006|B4-S007	gemeinsames Becken-/Figurenfeld f81v | lokale Gefäß-/Leitungsstation f83r	f81v: großes grünes Becken-/Figurenfeld und lokaler Randlauf; kein Pfeil, Filtertuch oder Klärsegment | f83r: lokale Stationen und echter blauer Verbindungsbogen mit unteren Läufen; kein Pfeil, keine Quelle/Senke und kein sichtbares Filtertuch	f81v=5065b13388c0307510ce5c27bc6df76996791e6fc51a705a5b0a6be228a88d44 | f83r=3d5b04d796f247d140930949cd080f57164c94920134012adf8811112bcd55e9	NO_DRAWN_DIRECTION_OR_FILTER_CLOTH; only local owner/connection is visible	ckhe=durch Tuch seihen + dy=Ende	SH_HULL+CKHE_STRAIN+DY_CLOSE	durch Tuch seihen; Schluss	KETTENSCHRITT 3: durch Tuch seihen, pressen oder auswringen	bloßer Ablaufabschluss; Wiederholung in B1/B4 bevorzugt Tuchseihen	SELECT_CONCRETE_FILTRATION_CHAIN_VALUE	B1-S020: Kurz oder mild erwärmen; durch Tuch seihen; Ende | B4-S006: Durch Tuch seihen; Ende | B4-S007: Durch Tuch seihen; Ende
03_STRAIN_WRING	TUCH_GANZKARTE	2d2e37ccb2dacc53ee5a	solkaiin	1	E178	E178@f82r:f82r.3/B2-S005	f82r	B2	B2-S005	lokale Becken-/Gerätestation f82r	f82r: mehrere getrennte Stationsvignetten mit lokalen Bändern/Knoten; kein durchgehender gerichteter Lauf und kein sichtbares Tuch	f82r=81bd1aa1addeedd6b08411ec05105f45d6ba6b9f59ea39ff95cf2fd89cf49d6c	NO_DRAWN_DIRECTION_OR_FILTER_CLOTH; only local owner/connection is visible	solkaiin=durch Tuch	SOLKAIIN learned whole cloth-filter card	Tuch als Filterstufe benutzen	KETTENSCHRITT 3: durch Tuch seihen, pressen oder auswringen	SOLK+AIIN als Stationsmaß; exakte Karte bleibt Tuchfilter	KEEP_AS_LEARNED_WHOLE_CARD	B2-S005: Den laufenden Posten an der Zielstelle einsetzen; durch Tuch; durch verbundenen Lauf; auf das vorgeschriebene Maß einstellen; auf das vorgeschriebene Maß einstellen; gleiche Einstellung; den laufenden Posten länger warm halten; abziehen; Ende
04B_EXTRACT_MEDIUM	CHEO_AUSZUGSFLÜSSIGKEIT	807591efc3d3f7ddbfab	cheoar	1	E065	E065@f55v:f55v.11/H4-S003	f55v	H4	H4-S003	abgebildete Pflanze f55v	f55v: ganze Pflanze; vier Textinseln, aber kein Prozessgerät gezeichnet	f55v=3d2a930da0504af0393ee3c19e279291efd3382512656e64371b18fe29210432	NO_DRAWN_PROCESS_APPARATUS; plant is owner only	CHEO_EXTRACT_LIQUID+AR_SOURCE	CHEO_EXTRACT_LIQUID+AR_SOURCE	Auszug daraus entnehmen	ARBEITSMEDIUM: Auszugs-/Trägerflüssigkeit	Rivale: allgemeines Baden, Übertragen oder Halten ohne Stofftrennung; konkrete Kartenlesung bleibt kürzer	SELECT_CONCRETE_FILTRATION_CHAIN_VALUE	H4-S003: Maß des laufenden Postens; Auszug daraus entnehmen; länger warm halten; weiterführen; Ende
04B_EXTRACT_MEDIUM	CHEO_AUSZUGSFLÜSSIGKEIT	087a47b5423438cd6b6a	chokcheo	1	E092	E092@f56r:f56r.13/H5-S004	f56r	H5	H5-S004	abgebildete Pflanze f56r	f56r: ganze Pflanze mit Spiraltrieb; kein Filter- oder Flüssigkeitsgerät gezeichnet	f56r=d1bda13a2d5d9fe935baa1dff136149d3cccf025ca25bc05b93e61d0a4ce352c	NO_DRAWN_PROCESS_APPARATUS; plant is owner only	CH_RENDERER+OK+CHEO_EXTRACT_LIQUID	CH_RENDERER+OK+CHEO_EXTRACT_LIQUID	Auszugsflüssigkeit zugeben	ARBEITSMEDIUM: Auszugs-/Trägerflüssigkeit	Rivale: allgemeines Baden, Übertragen oder Halten ohne Stofftrennung; konkrete Kartenlesung bleibt kürzer	SELECT_CONCRETE_FILTRATION_CHAIN_VALUE	H5-S004: Den laufenden Posten einsetzen; Auszugsflüssigkeit zugeben; durch Tuch
04_CLEAR_LIQUID	GELERNTE_KETTENKARTE	d788d8d72d41b25a3c71	chealror	1	E290	E290@f83r:f83r.16/B3-S026	f83r	B3	B3-S026	lokale Gefäß-/Leitungsstation f83r	f83r: lokale Stationen und echter blauer Verbindungsbogen mit unteren Läufen; kein Pfeil, keine Quelle/Senke und kein sichtbares Filtertuch	f83r=3d5b04d796f247d140930949cd080f57164c94920134012adf8811112bcd55e9	NO_DRAWN_DIRECTION_OR_FILTER_CLOTH; only local owner/connection is visible	chealror=bis klar	chealror=bis klar	bis klar	KETTENSCHRITT 4: klare Flüssigkeit oder Klarzustand	Rivale: allgemeines Baden, Übertragen oder Halten ohne Stofftrennung; konkrete Kartenlesung bleibt kürzer	SELECT_CONCRETE_FILTRATION_CHAIN_VALUE	B3-S026: Beckenstation; bis zum vorgeschriebenen Stand absetzen lassen; den laufenden Posten umsetzen oder durcharbeiten; eine Portion zugeben; gebrauchsfertig; bis klar; an der Auffangstelle länger halten; Schluss
04_CLEAR_LIQUID	KLARFLÜSSIGKEIT_GANZKARTE	b5df9126607030b95175	cheey|shey	4	E044|E197|E203|E353	E044@f11r:f11r.1/H3-S001 | E197@f82r:f82r.7/B2-S010 | E203@f82r:f82r.23/B2-S012 | E353@f83r:f83r.39/B4-S015	f11r|f82r|f83r	H3|B2|B4	H3-S001|B2-S010|B2-S012|B4-S015	abgebildete Pflanze f11r | lokale Becken-/Gerätestation f82r | lokale Gefäß-/Leitungsstation f83r	f11r: ganze Pflanze; kein Gefäß, Tuch, Ablauf oder Richtung gezeichnet | f82r: mehrere getrennte Stationsvignetten mit lokalen Bändern/Knoten; kein durchgehender gerichteter Lauf und kein sichtbares Tuch | f83r: lokale Stationen und echter blauer Verbindungsbogen mit unteren Läufen; kein Pfeil, keine Quelle/Senke und kein sichtbares Filtertuch	f11r=dea9c2e170656f415c8fe5055cffdeb8220ccf46082c84968e1368e63c0aca51 | f82r=81bd1aa1addeedd6b08411ec05105f45d6ba6b9f59ea39ff95cf2fd89cf49d6c | f83r=3d5b04d796f247d140930949cd080f57164c94920134012adf8811112bcd55e9	NO_DRAWN_DIRECTION_OR_FILTER_CLOTH; only local owner/connection is visible	sh-/ch-=klar + ey=Wasser	CHEEY/SHEY learned clear-liquid card; no global EY claim	klare Flüssigkeit; klarer Ablauf	KETTENSCHRITT 4: klare Flüssigkeit oder Klarzustand	reines Wasser oder bloßer Fertigzustand; gewählt ist konkrete Klarflüssigkeit	SELECT_CONCRETE_FILTRATION_CHAIN_VALUE	H3-S001: Blütenkraut; in Wein kochen; durch Tuch wringen; für die vorgeschriebene Zeit stehen lassen; nochmals seihen; klare Flüssigkeit; abkühlen; Ende | B2-S010: Den laufenden Posten länger einwirken lassen; den laufenden Posten einsetzen; erste Öffnung; klare Flüssigkeit | B2-S012: Den flüssigen Anteil des laufenden Postens abziehen; klare Flüssigkeit; den laufenden Posten gebrauchsfertig halten; den laufenden Posten länger einwirken lassen; benetzte Körperstelle; vorgeschriebenes Maß; dieser Arbeitsposten; vollständig durchtränken; Schluss | B4-S015: Eine Portion zugeben; klare Flüssigkeit; eine Portion; Dauer; den Posten kurz an der Auffangstelle halten; hinausführen; Schluss
05_CATCH_STORE	SOLK_AUFFANGSTELLE	3b70942557b3a40e8030	olkeedy|solkeedy	3	E162|E229|E291	E162@f81v:f81v.27/B1-S018 | E229@f83r:f83r.3/B3-S001 | E291@f83r:f83r.20/B3-S026	f81v|f83r	B1|B3	B1-S018|B3-S001|B3-S026	gemeinsames Becken-/Figurenfeld f81v | lokale Gefäß-/Leitungsstation f83r	f81v: großes grünes Becken-/Figurenfeld und lokaler Randlauf; kein Pfeil, Filtertuch oder Klärsegment | f83r: lokale Stationen und echter blauer Verbindungsbogen mit unteren Läufen; kein Pfeil, keine Quelle/Senke und kein sichtbares Filtertuch	f81v=5065b13388c0307510ce5c27bc6df76996791e6fc51a705a5b0a6be228a88d44 | f83r=3d5b04d796f247d140930949cd080f57164c94920134012adf8811112bcd55e9	NO_DRAWN_DIRECTION_OR_FILTER_CLOTH; only local owner/connection is visible	OLK_SOLK_COLLECTION+GRADE_2+DY_CLOSE	OLK_SOLK_COLLECTION+GRADE_2+DY_CLOSE	an der Auffangstelle länger halten; Schluss	KETTENSCHRITT 5: auffangen, an Haltestelle halten oder verwahren	Rivale: allgemeines Baden, Übertragen oder Halten ohne Stofftrennung; konkrete Kartenlesung bleibt kürzer	SELECT_CONCRETE_FILTRATION_CHAIN_VALUE	B1-S018: Gefäß füllen; Stelle bestreichen; Sollstufe; an der Auffangstelle länger halten; Schluss | B3-S001: An der Auffangstelle länger halten; Schluss | B3-S026: Beckenstation; bis zum vorgeschriebenen Stand absetzen lassen; den laufenden Posten umsetzen oder durcharbeiten; eine Portion zugeben; gebrauchsfertig; bis klar; an der Auffangstelle länger halten; Schluss
05_CATCH_STORE	GELERNTE_KETTENKARTE	62ff059766b21c7de083	otytchol	1	E007	E007@f10r:f10r.2/H1-S001	f10r	H1	H1-S001	abgebildete Pflanze f10r	f10r: ganze Pflanze; kein Gefäß, Tuch, Ablauf oder Richtung gezeichnet	f10r=d2b4f7f1ba78cc2b2712ad9ac51b13260af0227164c19b7b63a0808f3dcc3951	NO_DRAWN_PROCESS_APPARATUS; plant is owner only	otytchol=ersten Auszug auffangen	otytchol=ersten Auszug auffangen	ersten Auszug auffangen	KETTENSCHRITT 5: auffangen, an Haltestelle halten oder verwahren	Rivale: allgemeines Baden, Übertragen oder Halten ohne Stofftrennung; konkrete Kartenlesung bleibt kürzer	SELECT_CONCRETE_FILTRATION_CHAIN_VALUE	H1-S001: Wurzelteil; säubern; aus demselben Vorrat; zerkleinern; Gefäß; Flüssigkeitszulauf; ersten Auszug auffangen; den laufenden Posten einsetzen; vorgeschriebenes Maß; Wurzelteil
05_CATCH_STORE	SOLK_AUFFANGSTELLE	1bfd786e6b8b63734a59	solkeey	1	E373	E373@f83r:f83r.52/B6-S001	f83r	B6	B6-S001	lokale Gefäß-/Leitungsstation f83r	f83r: lokale Stationen und echter blauer Verbindungsbogen mit unteren Läufen; kein Pfeil, keine Quelle/Senke und kein sichtbares Filtertuch	f83r=3d5b04d796f247d140930949cd080f57164c94920134012adf8811112bcd55e9	NO_DRAWN_DIRECTION_OR_FILTER_CLOTH; only local owner/connection is visible	SOLK_COLLECTION+GRADE_2+Y_CURRENT_ITEM	SOLK_COLLECTION+GRADE_2+Y_CURRENT_ITEM	den Posten länger an der Auffangstelle halten	KETTENSCHRITT 5: auffangen, an Haltestelle halten oder verwahren	Rivale: allgemeines Baden, Übertragen oder Halten ohne Stofftrennung; konkrete Kartenlesung bleibt kürzer	SELECT_CONCRETE_FILTRATION_CHAIN_VALUE	B6-S001: Den Posten länger an der Auffangstelle halten; ungekocht; erste Öffnung; mit Vorigem weiter; vorgeschriebenes Maß; mit Vorigem weiter; durch Tuch; dieser Arbeitsposten; bezeichnete Zielstelle
05_CATCH_STORE	SOLK_AUFFANGSTELLE	42cdc187d5b9ffc60063	solkey	1	E356	E356@f83r:f83r.41/B4-S015	f83r	B4	B4-S015	lokale Gefäß-/Leitungsstation f83r	f83r: lokale Stationen und echter blauer Verbindungsbogen mit unteren Läufen; kein Pfeil, keine Quelle/Senke und kein sichtbares Filtertuch	f83r=3d5b04d796f247d140930949cd080f57164c94920134012adf8811112bcd55e9	NO_DRAWN_DIRECTION_OR_FILTER_CLOTH; only local owner/connection is visible	SOLK_COLLECTION+GRADE_1+Y_CURRENT_ITEM	SOLK_COLLECTION+GRADE_1+Y_CURRENT_ITEM	den Posten kurz an der Auffangstelle halten	KETTENSCHRITT 5: auffangen, an Haltestelle halten oder verwahren	Rivale: allgemeines Baden, Übertragen oder Halten ohne Stofftrennung; konkrete Kartenlesung bleibt kürzer	SELECT_CONCRETE_FILTRATION_CHAIN_VALUE	B4-S015: Eine Portion zugeben; klare Flüssigkeit; eine Portion; Dauer; den Posten kurz an der Auffangstelle halten; hinausführen; Schluss
05_CATCH_STORE	GELERNTE_KETTENKARTE	e026af581c99322fbd46	talam	1	E063	E063@f55v:f55v.5/H4-S002	f55v	H4	H4-S002	abgebildete Pflanze f55v	f55v: ganze Pflanze; vier Textinseln, aber kein Prozessgerät gezeichnet	f55v=3d2a930da0504af0393ee3c19e279291efd3382512656e64371b18fe29210432	NO_DRAWN_PROCESS_APPARATUS; plant is owner only	talam=klaren Auszug verwahren	talam=klaren Auszug verwahren	klaren Auszug verwahren	KETTENSCHRITT 5: auffangen, an Haltestelle halten oder verwahren	Rivale: allgemeines Baden, Übertragen oder Halten ohne Stofftrennung; konkrete Kartenlesung bleibt kürzer	SELECT_CONCRETE_FILTRATION_CHAIN_VALUE	H4-S002: Vorgeschriebenes Maß; den laufenden Posten umsetzen oder durcharbeiten; klaren Auszug verwahren
APPLICATION_BRANCH	GELERNTE_KETTENKARTE	95987d6f198d6d247511	cheeckhody	1	E086	E086@f56r:f56r.8/H5-S002	f56r	H5	H5-S002	abgebildete Pflanze f56r	f56r: ganze Pflanze mit Spiraltrieb; kein Filter- oder Flüssigkeitsgerät gezeichnet	f56r=d1bda13a2d5d9fe935baa1dff136149d3cccf025ca25bc05b93e61d0a4ce352c	NO_DRAWN_PROCESS_APPARATUS; plant is owner only	cheeckho=äußerlich anwenden + dy=Ende	cheeckho=äußerlich anwenden + dy=Ende	äußerlich anwenden; Ende (gelernte Ganzkarte)	SEITENZWEIG: benetzte Stelle/äußerliche Anwendung statt Stofftrennung	Rivale: allgemeines Baden, Übertragen oder Halten ohne Stofftrennung; konkrete Kartenlesung bleibt kürzer	KEEP_AS_LEARNED_WHOLE_CARD	H5-S002: Vom vorigen Posten nehmen; mit Wasser waschen; den laufenden Posten einsetzen; äußerlich anwenden; Ende
APPLICATION_BRANCH	GELERNTE_KETTENKARTE	5fca8fc3dee57e1d8c1f	lcheey	1	E206	E206@f82r:f82r.23/B2-S012	f82r	B2	B2-S012	lokale Becken-/Gerätestation f82r	f82r: mehrere getrennte Stationsvignetten mit lokalen Bändern/Knoten; kein durchgehender gerichteter Lauf und kein sichtbares Tuch	f82r=81bd1aa1addeedd6b08411ec05105f45d6ba6b9f59ea39ff95cf2fd89cf49d6c	NO_DRAWN_DIRECTION_OR_FILTER_CLOTH; only local owner/connection is visible	lcheey=benetzte Körperstelle	lcheey=benetzte Körperstelle	benetzte Körperstelle	SEITENZWEIG: benetzte Stelle/äußerliche Anwendung statt Stofftrennung	Rivale: allgemeines Baden, Übertragen oder Halten ohne Stofftrennung; konkrete Kartenlesung bleibt kürzer	SELECT_CONCRETE_FILTRATION_CHAIN_VALUE	B2-S012: Den flüssigen Anteil des laufenden Postens abziehen; klare Flüssigkeit; den laufenden Posten gebrauchsfertig halten; den laufenden Posten länger einwirken lassen; benetzte Körperstelle; vorgeschriebenes Maß; dieser Arbeitsposten; vollständig durchtränken; Schluss
BOUNDARY_CONTROL	GELERNTE_KETTENKARTE	21ed2873b71e57269c08	chckhal	1	E355	E355@f83r:f83r.39/B4-S015	f83r	B4	B4-S015	lokale Gefäß-/Leitungsstation f83r	f83r: lokale Stationen und echter blauer Verbindungsbogen mit unteren Läufen; kein Pfeil, keine Quelle/Senke und kein sichtbares Filtertuch	f83r=3d5b04d796f247d140930949cd080f57164c94920134012adf8811112bcd55e9	NO_DRAWN_DIRECTION_OR_FILTER_CLOTH; only local owner/connection is visible	chckhal=Dauer	chckhal=Dauer	Dauer (gelernte Ganzkarte)	GRENZKARTE: sichtbare Stammähnlichkeit trägt hier einen anderen Ganzwert	Rivale: allgemeines Baden, Übertragen oder Halten ohne Stofftrennung; konkrete Kartenlesung bleibt kürzer	KEEP_AS_LEARNED_WHOLE_CARD	B4-S015: Eine Portion zugeben; klare Flüssigkeit; eine Portion; Dauer; den Posten kurz an der Auffangstelle halten; hinausführen; Schluss
BOUNDARY_CONTROL	GELERNTE_KETTENKARTE	f329f2051370174e9a38	lcheckhy	1	E173	E173@f82r:f82r.2/B2-S004	f82r	B2	B2-S004	lokale Becken-/Gerätestation f82r	f82r: mehrere getrennte Stationsvignetten mit lokalen Bändern/Knoten; kein durchgehender gerichteter Lauf und kein sichtbares Tuch	f82r=81bd1aa1addeedd6b08411ec05105f45d6ba6b9f59ea39ff95cf2fd89cf49d6c	NO_DRAWN_DIRECTION_OR_FILTER_CLOTH; only local owner/connection is visible	lcheckhy=zweite Öffnung	lcheckhy=zweite Öffnung	zweite Öffnung (gelernte Ganzkarte)	GRENZKARTE: sichtbare Stammähnlichkeit trägt hier einen anderen Ganzwert	Rivale: allgemeines Baden, Übertragen oder Halten ohne Stofftrennung; konkrete Kartenlesung bleibt kürzer	KEEP_AS_LEARNED_WHOLE_CARD	B2-S004: An der Zielstelle einsetzen; zweite Öffnung; hinausführen; den laufenden Posten länger einwirken lassen; klar seihen; Ende
BOUNDARY_CONTROL	GELERNTE_KETTENKARTE	ecce30bc8dcc400bf2c8	qockhey	1	E350	E350@f83r:f83r.38/B4-S014	f83r	B4	B4-S014	lokale Gefäß-/Leitungsstation f83r	f83r: lokale Stationen und echter blauer Verbindungsbogen mit unteren Läufen; kein Pfeil, keine Quelle/Senke und kein sichtbares Filtertuch	f83r=3d5b04d796f247d140930949cd080f57164c94920134012adf8811112bcd55e9	NO_DRAWN_DIRECTION_OR_FILTER_CLOTH; only local owner/connection is visible	qockhey=über der Stelle	qockhey=über der Stelle	über der bezeichneten Stelle (gelernte Ganzkarte)	GRENZKARTE: sichtbare Stammähnlichkeit trägt hier einen anderen Ganzwert	Rivale: allgemeines Baden, Übertragen oder Halten ohne Stofftrennung; konkrete Kartenlesung bleibt kürzer	KEEP_AS_LEARNED_WHOLE_CARD	B4-S014: Zubereitung; dieser Arbeitsposten; über der Stelle; den Flüssigkeitslauf abschließen
