unit_serial	register	page	unit_id	visible_owner	group_count	surface_sequence	atom_sequence	literal_card_reading_de	owner_expansion_de	translation_mode
191	ASTRO	f68r1	f68r1.1	A2_LEFT_PANEL_HEADER	9	shokchy chteey choteey cphol cheor opcheeol otor choctheeey okchoal	HO+KCH | EE | HO+OT+EE | OL | CHEO | OP+EE+OL | OT+OR | HO+CTH+EEE | KCH+AL	Eingangsposten + Bearbeiten; lange Tabellenstufe; nächsten Eingangsposten länger halten; im selben Ring, Band oder Satz fortsetzen; Bedingungs-, Tabellen- oder Wahlansatz; Paarfeld länger fortsetzen; nächster Satz; Eingangsposten vollständig bereit; Bearbeiten + Ziel	left panel header: Eingangsposten + Bearbeiten; lange Tabellenstufe; nächsten Eingangsposten länger halten; im selben Ring, Band oder Satz fortsetzen; Bedingungs-, Tabellen- oder Wahlansatz; Paarfeld länger fortsetzen; nächster Satz; Eingangsposten vollständig bereit; Bearbeiten + Ziel	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
192	ASTRO	f68r1	f68r1.2	A2_MIDDLE_PANEL_HEADER	9	tochso otchl qokeeedy cheey cheeteey yteody chpor cheokorchey chod	T+O+CH+S | OT | OK | CHEEY | EE+EE | YT+E+OD+Y | OR | CHEO+OR | HO	sekundärer Grundzustand der Phase; naechster Platz oder folgende Bedingung; vollstaendig setzen und den Eintrag schliessen; sichtbares Ergebnis / Ablesewert; zwei lange Tabellenstufen; diesen Platz kurz markieren; Bedingungs-, Tabellen- oder Wahlansatz; Auszug/Ausgabe + Ansatz/Satz; Eingangsposten	middle panel header: sekundärer Grundzustand der Phase; naechster Platz oder folgende Bedingung; vollstaendig setzen und den Eintrag schliessen; sichtbares Ergebnis / Ablesewert; zwei lange Tabellenstufen; diesen Platz kurz markieren; Bedingungs-, Tabellen- oder Wahlansatz; Auszug/Ausgabe + Ansatz/Satz; Eingangsposten	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
193	ASTRO	f68r1	f68r1.3	A2_RIGHT_PANEL_HEADER	8	ykor shey qocheey chokal okeey ror eckhear daram	YK+OR | CHEEY | CHEEY | HO+AL | OK | OR | CKHE+AR | AR+AM	bezeichnete Klasse oder Haus + OR; sichtbares Ergebnis / Ablesewert; Ablesewert; Eingangsposten + Ziel; in langer Stufe setzen; Bedingungs-, Tabellen- oder Wahlansatz; Seihen/Trennen + Quelle; Quellaspekt	right panel header: bezeichnete Klasse oder Haus + OR; sichtbares Ergebnis / Ablesewert; Ablesewert; Eingangsposten + Ziel; in langer Stufe setzen; Bedingungs-, Tabellen- oder Wahlansatz; Seihen/Trennen + Quelle; Quellaspekt	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
194	ASTRO	f68r1	f68r1.4	A2_MULTIPANEL_HEADER_FRAGMENT_04	2	dchor okaiiin	HO | OK+IIN	Bedingungs-, Tabellen- oder Wahlansatz; Stufe aktivieren	multipanel header fragment 04: Bedingungs-, Tabellen- oder Wahlansatz; Stufe aktivieren	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
195	ASTRO	f68r1	f68r1.5	A2_MULTIPANEL_HEADER_FRAGMENT_05	1	yky	YK	bezeichnete Klasse oder Haus	multipanel header fragment 05: bezeichnete Klasse oder Haus	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
196	ASTRO	f68r1	f68r1.6	A2_MULTIPANEL_HEADER_FRAGMENT_06	1	dary	AR	Ausgangssektor, Ursprung oder Bezugswert	multipanel header fragment 06: Ausgangssektor, Ursprung oder Bezugswert	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
197	ASTRO	f68r1	f68r1.7	A2_MULTIPANEL_HEADER_FRAGMENT_07	1	chkchykoly	KCH+OL	Bearbeiten + Fortsetzen	multipanel header fragment 07: Bearbeiten + Fortsetzen	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
198	ASTRO	f68r1	f68r1.8	A2_CENTRE_KEY_UNRESOLVED	1	okodaly	OK+OD+AL+Y	dieses markierte Ziel aktivieren	centre key unresolved: dieses markierte Ziel aktivieren	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
199	ASTRO	f68r1	f68r1.9	A2_STAR_STATION_01	1	odchecthy	OD+CTH	Bereitbedingung markieren	star station 01: Bereitbedingung markieren	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
200	ASTRO	f68r1	f68r1.10	A2_STAR_STATION_02	1	otcheody	OT+CHEO	Folge + Auszug/Ausgabe	star station 02: Folge + Auszug/Ausgabe	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
201	ASTRO	f68r1	f68r1.11	A2_STAR_STATION_03	1	okoaly	OK+AL+Y	dieses Ziel aktivieren	star station 03: dieses Ziel aktivieren	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
202	ASTRO	f68r1	f68r1.12	A2_STAR_STATION_04	1	chocfhy	HO	Himmelsobjekt oder Eingangsbedingung	star station 04: Himmelsobjekt oder Eingangsbedingung	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
203	ASTRO	f68r1	f68r1.13	A2_STAR_STATION_05	1	octhey	CTH	ausgewählte Grundbedingung	star station 05: ausgewählte Grundbedingung	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
204	ASTRO	f68r1	f68r1.14	A2_STAR_STATION_06	1	otshey	OT+CHEEY	nächster Ablesewert	star station 06: nächster Ablesewert	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
205	ASTRO	f68r1	f68r1.15	A2_STAR_STATION_07	1	otydy	OT	Teilsektor oder Untereintrag	star station 07: Teilsektor oder Untereintrag	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
206	ASTRO	f68r1	f68r1.16	A2_STAR_STATION_08	1	okear	OK+E+AR	Quelle kurz aktivieren	star station 08: Quelle kurz aktivieren	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
207	ASTRO	f68r1	f68r1.17	A2_STAR_STATION_09	1	cphocthy	CTH	Himmelsobjekt oder Eingangsbedingung	star station 09: Himmelsobjekt oder Eingangsbedingung	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
208	ASTRO	f68r1	f68r1.18	A2_STAR_STATION_10	1	ytchody	YT+HO	bezeichneter Platz oder Phase + HO	star station 10: bezeichneter Platz oder Phase + HO	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
209	ASTRO	f68r1	f68r1.19	A2_STAR_STATION_11	1	otys	OT	Teilsektor oder Untereintrag	star station 11: Teilsektor oder Untereintrag	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
210	ASTRO	f68r1	f68r1.20	A2_STAR_STATION_12	1	olor	OL+OR	fortgesetzter Bedingungs- oder Tabellensatz	star station 12: fortgesetzter Bedingungs- oder Tabellensatz	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
211	ASTRO	f68r1	f68r1.21	A2_STAR_STATION_13	1	ockhy	CKH	durch Sektor, Ring oder Pruefweg fuehren	star station 13: durch Sektor, Ring oder Pruefweg fuehren	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
212	ASTRO	f68r1	f68r1.22	A2_STAR_STATION_14	1	ofcheor	CHEO	Bedingungs-, Tabellen- oder Wahlansatz	star station 14: Bedingungs-, Tabellen- oder Wahlansatz	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
213	ASTRO	f68r1	f68r1.23	A2_STAR_STATION_15	1	otchdy	OT+CHD	den folgenden Platz uebertragen und den Eintrag schliessen	star station 15: den folgenden Platz uebertragen und den Eintrag schliessen	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
214	ASTRO	f68r1	f68r1.24	A2_STAR_STATION_16	1	otykchs	OT+KCH	Folge + Bearbeiten	star station 16: Folge + Bearbeiten	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
215	ASTRO	f68r1	f68r1.25	A2_STAR_STATION_17	1	otol	OT+OL	danach im selben Ring oder Band fortsetzen	star station 17: danach im selben Ring oder Band fortsetzen	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
216	ASTRO	f68r1	f68r1.26	A2_STAR_STATION_18	1	otor	OT+OR	nächster Satz	star station 18: nächster Satz	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
217	ASTRO	f68r1	f68r1.27	A2_STAR_STATION_19	1	oiinar	IIN+AR	Stufe mit Quellenbezug	star station 19: Stufe mit Quellenbezug	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
218	ASTRO	f68r1	f68r1.28	A2_STAR_STATION_20	1	okoldy	OK+OL+DY_BOUND	Fortsetzung aktivieren und festhalten	star station 20: Fortsetzung aktivieren und festhalten	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
219	ASTRO	f68r1	f68r1.29	A2_STAR_STATION_21	1	ykchdy	YK+KCH	bezeichnete Klasse oder Haus + KCH	star station 21: bezeichnete Klasse oder Haus + KCH	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
220	ASTRO	f68r1	f68r1.30	A2_STAR_STATION_22	1	oeeody	EE+OD+Y	diesen Posten in langer Stufe eintragen	star station 22: diesen Posten in langer Stufe eintragen	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
221	ASTRO	f68r1	f68r1.31	A2_STAR_STATION_23	1	ocphy	O+CPH_ASTRO+Y	aktuelle Grundauswahl	star station 23: aktuelle Grundauswahl	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
222	ASTRO	f68r1	f68r1.32	A2_STAR_STATION_24	1	okeeodal	OK+EE+OD+AL	markiertes Ziel länger aktivieren	star station 24: markiertes Ziel länger aktivieren	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
223	ASTRO	f68r1	f68r1.33	A2_STAR_STATION_25	1	okshor	OK+HO	Aktivieren + Eingangsposten	star station 25: Aktivieren + Eingangsposten	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
224	ASTRO	f68r1	f68r1.34	A2_STAR_STATION_26	1	osdaiin	OS+AIIN	Feld-Sollwert	star station 26: Feld-Sollwert	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
225	ASTRO	f68r1	f68r1.35	A2_STAR_STATION_27	1	otochedy	OT+CHD	Folge + Umsetzen	star station 27: Folge + Umsetzen	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
226	ASTRO	f68r1	f68r1.36	A2_STAR_STATION_28	1	dolchedy	OL+CHD	Fortsetzen + Umsetzen	star station 28: Fortsetzen + Umsetzen	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
227	ASTRO	f68r1	f68r1.37	A2_CENTRAL_LEGEND_UNRESOLVED	5	oky okchdy okardy qear oygy	OK | KCH | OK+AR+DY_BOUND | AR | O+G+Y	diesen Diagrammposten setzen; Diagrammposten setzen oder aktivieren + Wert oder Platzbezug uebertragen; Quelle aktivieren und Auswahl festhalten; Ausgangssektor, Ursprung oder Bezugswert; aktueller Grundgrad	central legend unresolved: diesen Diagrammposten setzen; Diagrammposten setzen oder aktivieren + Wert oder Platzbezug uebertragen; Quelle aktivieren und Auswahl festhalten; Ausgangssektor, Ursprung oder Bezugswert; aktueller Grundgrad	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
228	ASTRO	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	40	dair cheyky otaza sar ar chykar okoirsh ar chetody okeeos o tey otokeeey okeeody okeey doiir teeo y chey ot y okedy chsdy okeod y dy choaiin okar okar chol chees yto odair oty oteeo dar o eykeody dchor char	AIR | CHEEY+YK | OT | AR | AR | AR | OK+SH | AR | CH+T+OD+Y | OK+EE+OS | O | T+Y | OT+OK+EEE | OK+EE+OD+Y | OK | D+O+IIR | EE | NONE | NONE | OT | NONE | OK | CH+S+DY | OK+E+OD | NONE | NONE | HO+AIIN | OK+AR | OK+AR | HO | EE | YT | OD+AIR | OT | OT+EE | AR | O | E+YK+E+OD+Y | HO | AR	Lauf/Bahn; Ablesewert der Klasse/des Hauses; naechster Platz oder folgende Bedingung; Quelle; Ausgangssektor, Ursprung oder Bezugswert; Ausgangssektor, Ursprung oder Bezugswert; aktivieren und halten; Ausgangssektor, Ursprung oder Bezugswert; aktuellen Phasen-Zustand eintragen; zweites Feld aktivieren; Grundwert; aktuelle Phase; nächsten Posten vollständig aktivieren; diesen Posten länger aktivieren und eintragen; in langer Stufe setzen; fester Grundindex; lange Tabellenstufe; dieser lokale Diagrammposten; dieser lokale Diagrammposten; naechster Platz oder folgende Bedingung; dieser lokale Diagrammposten; Diagrammposten setzen oder aktivieren; sekundären Zustand festhalten; kurz aktivieren und markieren; dieser lokale Diagrammposten; dieser lokale Diagrammposten; Eingangsposten mit Sollwert; Quelle aktivieren; Quelle aktivieren; im selben Ring oder Band fortsetzen; lange Tabellenstufe; bezeichneter Platz oder Phase; Lauf oder Bahn markieren; Teilsektor oder Untereintrag; nächste lange Stufe; Quelle; Grundwert; Klassenposten in kurzer Stufe markieren; Bedingungs-, Tabellen- oder Wahlansatz; Quelle	left wheel ring text: Lauf/Bahn; Ablesewert der Klasse/des Hauses; naechster Platz oder folgende Bedingung; Quelle; Ausgangssektor, Ursprung oder Bezugswert; Ausgangssektor, Ursprung oder Bezugswert; aktivieren und halten; Ausgangssektor, Ursprung oder Bezugswert; aktuellen Phasen-Zustand eintragen; zweites Feld aktivieren; Grundwert; aktuelle Phase; nächsten Posten vollständig aktivieren; diesen Posten länger aktivieren und eintragen; in langer Stufe setzen; fester Grundindex; lange Tabellenstufe; dieser lokale Diagrammposten; dieser lokale Diagrammposten; naechster Platz oder folgende Bedingung; dieser lokale Diagrammposten; Diagrammposten setzen oder aktivieren; sekundären Zustand festhalten; kurz aktivieren und markieren; dieser lokale Diagrammposten; dieser lokale Diagrammposten; Eingangsposten mit Sollwert; Quelle aktivieren; Quelle aktivieren; im selben Ring oder Band fortsetzen; lange Tabellenstufe; bezeichneter Platz oder Phase; Lauf oder Bahn markieren; Teilsektor oder Untereintrag; nächste lange Stufe; Quelle; Grundwert; Klassenposten in kurzer Stufe markieren; Bedingungs-, Tabellen- oder Wahlansatz; Quelle	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
229	ASTRO	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	38	yka chol ykar dal ykady iokeeor cheey choly ykeeal cheo oaram ockhy sheey aiin y daiial cheody cheal yetey chear y dy ykey ch y dy chol ykar ol y ykeeody chey dal ody airchy choky ychey chey	YK | HO | YK+AR | AL | YK | OK+EE+OR | CHEEY | HO | YK+AL | CHEO | AR+AM | CKH | NONE | AIIN | NONE | AL | CHEO | AL | SEL+T+Y | AR | NONE | NONE | YK | CH | NONE | NONE | HO | YK+AR | OL | NONE | YK+EE+OD+Y | NONE | AL | OD+Y | AIR | HO | Y+CHEEY | NONE	bezeichnete Klasse oder Haus; im selben Ring oder Band fortsetzen; bezeichnete Klasse oder Haus + AR; Ziel; bezeichnete Klasse oder Haus; Tabellensatz länger aktivieren; sichtbares Ergebnis / Ablesewert; im selben Ring, Band oder Satz fortsetzen; bezeichnete Klasse oder Haus + AL; Ablesewert; Quellaspekt; durch Sektor, Ring oder Pruefweg fuehren; diese Position laenger halten; Sollwert oder Grad des bezeichneten Himmelsplatzes; dieser lokale Diagrammposten; Zielsektor, Zielstern oder Zielfeld; Ablesewert fest; Ziel; ausgewählte aktuelle Phase; Quelle; dieser lokale Diagrammposten; dieser lokale Diagrammposten; bezeichnete Klasse oder Haus; Zustand; dieser lokale Diagrammposten; dieser lokale Diagrammposten; im selben Ring oder Band fortsetzen; bezeichnete Klasse oder Haus + AR; im selben Ring oder Band fortsetzen; dieser lokale Diagrammposten; diesen Klassenposten länger markieren; dieser lokale Diagrammposten; Ziel; diesen Posten eintragen; Himmels-, Ring- oder Zeigerlauf; diesen Diagrammposten setzen; aktueller Ablesewert; dieser lokale Diagrammposten	middle wheel ring text: bezeichnete Klasse oder Haus; im selben Ring oder Band fortsetzen; bezeichnete Klasse oder Haus + AR; Ziel; bezeichnete Klasse oder Haus; Tabellensatz länger aktivieren; sichtbares Ergebnis / Ablesewert; im selben Ring, Band oder Satz fortsetzen; bezeichnete Klasse oder Haus + AL; Ablesewert; Quellaspekt; durch Sektor, Ring oder Pruefweg fuehren; diese Position laenger halten; Sollwert oder Grad des bezeichneten Himmelsplatzes; dieser lokale Diagrammposten; Zielsektor, Zielstern oder Zielfeld; Ablesewert fest; Ziel; ausgewählte aktuelle Phase; Quelle; dieser lokale Diagrammposten; dieser lokale Diagrammposten; bezeichnete Klasse oder Haus; Zustand; dieser lokale Diagrammposten; dieser lokale Diagrammposten; im selben Ring oder Band fortsetzen; bezeichnete Klasse oder Haus + AR; im selben Ring oder Band fortsetzen; dieser lokale Diagrammposten; diesen Klassenposten länger markieren; dieser lokale Diagrammposten; Ziel; diesen Posten eintragen; Himmels-, Ring- oder Zeigerlauf; diesen Diagrammposten setzen; aktueller Ablesewert; dieser lokale Diagrammposten	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
230	ASTRO	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	29	doair otaldal dair chdy otoar ar chy qoteor cho qotair chda oteeal cheor ar air oteody ytyd a dchy otoly okeodal oteoarar cheteeser dair chey okody dal oteey oteey	AIR | OT+AL+AL | AIR | CHD | OT+AR | AR | NONE | OT+E+OR | HO | OT+AIR | CHD | OT+EE+AL | CHEO | AR | AIR | OT+E+OD+Y | YT+TY | A | D+CH+Y | OT+OL+Y | OK+E+OD+AL | OT+AR+AR | EE | AIR | NONE | OK+OD+Y | AL | OT | OT	Himmels-, Ring- oder Zeigerlauf; nächsten Doppelziel-Eintrag setzen; Lauf/Bahn; auf den bezeichneten Diagrammplatz uebertragen; nächste Quelle; Ausgangssektor, Ursprung oder Bezugswert; dieser lokale Diagrammposten; nächsten Satz kurz nehmen; Eingangsposten oder Zutat; nächster Lauf; Wert oder Platzbezug uebertragen; am nächsten Ziel länger halten; Bedingungs-, Tabellen- oder Wahlansatz; Ausgangssektor, Ursprung oder Bezugswert; Himmels-, Ring- oder Zeigerlauf; den nächsten Posten kurz markieren; bezeichneter Platz oder Phase + TY; Hauptwert; fester aktueller Zustand; diese Fortsetzung als nächste nehmen; markiertes Ziel kurz aktivieren; Folge + Quelle + Quelle; lange Tabellenstufe; Lauf/Bahn; dieser lokale Diagrammposten; diesen markierten Posten aktivieren; Ziel; naechster Diagrammposten in langer Stufe; naechster Diagrammposten in langer Stufe	right wheel ring text: Himmels-, Ring- oder Zeigerlauf; nächsten Doppelziel-Eintrag setzen; Lauf/Bahn; auf den bezeichneten Diagrammplatz uebertragen; nächste Quelle; Ausgangssektor, Ursprung oder Bezugswert; dieser lokale Diagrammposten; nächsten Satz kurz nehmen; Eingangsposten oder Zutat; nächster Lauf; Wert oder Platzbezug uebertragen; am nächsten Ziel länger halten; Bedingungs-, Tabellen- oder Wahlansatz; Ausgangssektor, Ursprung oder Bezugswert; Himmels-, Ring- oder Zeigerlauf; den nächsten Posten kurz markieren; bezeichneter Platz oder Phase + TY; Hauptwert; fester aktueller Zustand; diese Fortsetzung als nächste nehmen; markiertes Ziel kurz aktivieren; Folge + Quelle + Quelle; lange Tabellenstufe; Lauf/Bahn; dieser lokale Diagrammposten; diesen markierten Posten aktivieren; Ziel; naechster Diagrammposten in langer Stufe; naechster Diagrammposten in langer Stufe	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
231	ASTRO	f69v	f69v.4	A3_LEFT_RADIAL_SLOT_01	2	okeey sar	OK | AR	in langer Stufe setzen; Quelle	left radial slot 01: in langer Stufe setzen; Quelle	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
232	ASTRO	f69v	f69v.5	A3_LEFT_RADIAL_SLOT_02	2	okeo dy	OK | NONE	Diagrammposten setzen oder aktivieren; dieser lokale Diagrammposten	left radial slot 02: Diagrammposten setzen oder aktivieren; dieser lokale Diagrammposten	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
233	ASTRO	f69v	f69v.6	A3_LEFT_RADIAL_SLOT_03	1	ochoyk	HO	Himmelsobjekt oder Eingangsbedingung	left radial slot 03: Himmelsobjekt oder Eingangsbedingung	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
234	ASTRO	f69v	f69v.7	A3_LEFT_RADIAL_SLOT_04	1	ykeey	YK	bezeichnete Klasse oder Haus	left radial slot 04: bezeichnete Klasse oder Haus	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
235	ASTRO	f69v	f69v.8	A3_LEFT_RADIAL_SLOT_05	1	ytory	YT+OR	bezeichneter Platz oder Phase + OR	left radial slot 05: bezeichneter Platz oder Phase + OR	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
236	ASTRO	f69v	f69v.9	A3_LEFT_RADIAL_SLOT_06	1	oeesy	EE+Y	diesen Posten länger halten	left radial slot 06: diesen Posten länger halten	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
237	ASTRO	f69v	f69v.10	A3_LEFT_RADIAL_SLOT_07	1	ytody	YT+OD+Y	diesen Platz eintragen	left radial slot 07: diesen Platz eintragen	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
238	ASTRO	f69v	f69v.11	A3_LEFT_RADIAL_SLOT_08	1	okody	OK+OD+Y	diesen markierten Posten aktivieren	left radial slot 08: diesen markierten Posten aktivieren	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
239	ASTRO	f69v	f69v.12	A3_LEFT_RADIAL_SLOT_09	1	otody	OT+OD+Y	den nächsten Posten markieren	left radial slot 09: den nächsten Posten markieren	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
240	ASTRO	f69v	f69v.13	A3_LEFT_RADIAL_SLOT_10	1	okeal	OK+E+AL	Ziel kurz aktivieren	left radial slot 10: Ziel kurz aktivieren	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
241	ASTRO	f69v	f69v.14	A3_LEFT_RADIAL_SLOT_11	1	okeod	OK+E+OD	kurz aktivieren und markieren	left radial slot 11: kurz aktivieren und markieren	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
242	ASTRO	f69v	f69v.15	A3_LEFT_RADIAL_SLOT_12	1	oteeys	OT+EE	nächste lange Stufe	left radial slot 12: nächste lange Stufe	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
243	ASTRO	f69v	f69v.16	A3_LEFT_RADIAL_SLOT_13	1	oteol	OT+E+OL	als nächstes kurz fortsetzen	left radial slot 13: als nächstes kurz fortsetzen	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
244	ASTRO	f69v	f69v.17	A3_LEFT_RADIAL_SLOT_14	1	ykeydy	YK	bezeichnete Klasse oder Haus	left radial slot 14: bezeichnete Klasse oder Haus	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
245	ASTRO	f69v	f69v.18	A3_LEFT_RADIAL_SLOT_15	1	okeod	OK+E+OD	kurz aktivieren und markieren	left radial slot 15: kurz aktivieren und markieren	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
246	ASTRO	f69v	f69v.19	A3_LEFT_RADIAL_SLOT_16	1	saral	AR+AL	von Quelle zum Ziel	left radial slot 16: von Quelle zum Ziel	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
247	ASTRO	f69v	f69v.20	A3_LEFT_RADIAL_SLOT_17	1	saiir	S+A+IIR	Hauptindex des Nebenfelds	left radial slot 17: Hauptindex des Nebenfelds	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
248	ASTRO	f69v	f69v.21	A3_LEFT_RADIAL_SLOT_18	1	okolar	OK+OL+AR	Aktivieren + Fortsetzen + Quelle	left radial slot 18: Aktivieren + Fortsetzen + Quelle	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
249	ASTRO	f69v	f69v.22	A3_LEFT_RADIAL_SLOT_19	1	ykeody	YK+E+OD+Y	diesen Klassenposten kurz markieren	left radial slot 19: diesen Klassenposten kurz markieren	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
250	ASTRO	f69v	f69v.23	A3_LEFT_RADIAL_SLOT_20	1	sarydy	AR	Ausgangssektor, Ursprung oder Bezugswert	left radial slot 20: Ausgangssektor, Ursprung oder Bezugswert	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
251	ASTRO	f69v	f69v.24	A3_LEFT_RADIAL_SLOT_21	1	otchy	OT	naechster Platz oder folgende Bedingung	left radial slot 21: naechster Platz oder folgende Bedingung	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
252	ASTRO	f69v	f69v.25	A3_LEFT_RADIAL_SLOT_22	2	okeey dy	OK | NONE	in langer Stufe setzen; dieser lokale Diagrammposten	left radial slot 22: in langer Stufe setzen; dieser lokale Diagrammposten	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
253	ASTRO	f69v	f69v.26	A3_LEFT_RADIAL_SLOT_23	2	okey d	OK | D	in kurzer Stufe setzen; Festwert	left radial slot 23: in kurzer Stufe setzen; Festwert	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
254	ASTRO	f69v	f69v.27	A3_LEFT_RADIAL_SLOT_24	1	okeod	OK+E+OD	kurz aktivieren und markieren	left radial slot 24: kurz aktivieren und markieren	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
255	ASTRO	f69v	f69v.28	A3_LEFT_RADIAL_SLOT_25	1	okodchy	OK+OD+Y	diesen markierten Posten aktivieren	left radial slot 25: diesen markierten Posten aktivieren	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
256	ASTRO	f69v	f69v.29	A3_LEFT_RADIAL_SLOT_26	1	okeody	OK+E+OD+Y	diesen Posten kurz aktivieren und eintragen	left radial slot 26: diesen Posten kurz aktivieren und eintragen	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
257	ASTRO	f69v	f69v.30	A3_LEFT_RADIAL_SLOT_27	1	okcheys	KCH	Diagrammplatz berechnen oder bearbeiten	left radial slot 27: Diagrammplatz berechnen oder bearbeiten	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
258	ASTRO	f69v	f69v.31	A3_LEFT_RADIAL_SLOT_28	2	oar alys	AR | AL	Quelle; Zielsektor, Zielstern oder Zielfeld	left radial slot 28: Quelle; Zielsektor, Zielstern oder Zielfeld	CURRENT_STEMS_PLUS_WORKING_OWNER_EXPANSION
