unified_serial	register	page	source_group_id	reading_unit_id	visible_owner	visible_surface	surface_id	atom_sequence	short_value_de	unit_reading_de	lookup_mode	autonomy
374	PROSE	f83r	E374	B6-S001	B6	qekey	SF0309	KCH+E+Y	aktuellen Posten kurz bearbeiten	Sammle den aktuellen Posten länger, bearbeite ihn kurz, führe ihn zum Ziel, arbeite nach Sollmaß, führe weiter, lege den Abdeckträger ein und führe den Posten zum Endziel.	PROSE_STATEMENT_ATTACHMENT	FULL
375	PROSE	f83r	E375	B6-S001	B6	raly	SF0358	AL+Y	diesen Posten dorthin	Sammle den aktuellen Posten länger, bearbeite ihn kurz, führe ihn zum Ziel, arbeite nach Sollmaß, führe weiter, lege den Abdeckträger ein und führe den Posten zum Endziel.	PROSE_STATEMENT_ATTACHMENT	FULL
376	PROSE	f83r	E376	B6-S001	B6	ol	SF0244	OL	fortsetzen	Sammle den aktuellen Posten länger, bearbeite ihn kurz, führe ihn zum Ziel, arbeite nach Sollmaß, führe weiter, lege den Abdeckträger ein und führe den Posten zum Endziel.	PROSE_STATEMENT_ATTACHMENT	FULL
377	PROSE	f83r	E377	B6-S001	B6	daiin	SF0105	AIIN	Sollmaß	Sammle den aktuellen Posten länger, bearbeite ihn kurz, führe ihn zum Ziel, arbeite nach Sollmaß, führe weiter, lege den Abdeckträger ein und führe den Posten zum Endziel.	PROSE_STATEMENT_ATTACHMENT	FULL
378	PROSE	f83r	E378	B6-S001	B6	ol	SF0244	OL	fortsetzen	Sammle den aktuellen Posten länger, bearbeite ihn kurz, führe ihn zum Ziel, arbeite nach Sollmaß, führe weiter, lege den Abdeckträger ein und führe den Posten zum Endziel.	PROSE_STATEMENT_ATTACHMENT	FULL
379	PROSE	f83r	E379	B6-S001	B6	dain	SF0106	DAIN	Tuch	Sammle den aktuellen Posten länger, bearbeite ihn kurz, führe ihn zum Ziel, arbeite nach Sollmaß, führe weiter, lege den Abdeckträger ein und führe den Posten zum Endziel.	PROSE_STATEMENT_ATTACHMENT	NONE
380	PROSE	f83r	E380	B6-S001	B6	chey	SF0057	Y	dieser Posten	Sammle den aktuellen Posten länger, bearbeite ihn kurz, führe ihn zum Ziel, arbeite nach Sollmaß, führe weiter, lege den Abdeckträger ein und führe den Posten zum Endziel.	PROSE_STATEMENT_ATTACHMENT	FULL
381	PROSE	f83r	E381	B6-S001	B6	ldalor	SF0161	AL	Endziel	Sammle den aktuellen Posten länger, bearbeite ihn kurz, führe ihn zum Ziel, arbeite nach Sollmaß, führe weiter, lege den Abdeckträger ein und führe den Posten zum Endziel.	PROSE_STATEMENT_ATTACHMENT	FULL
382	ASTRO	f67r2	A1:G001	f67r2.1	A1_RIGHT_SECTOR_SLOT_01	ykshy	SF0468	YK	bezeichnete Klasse oder Haus	right sector slot 01: bezeichnete Klasse oder Haus; Nebenwert; Quellaspekt	ASTRO_LOCAL_TABLE_STEM	FULL
383	ASTRO	f67r2	A1:G002	f67r2.1	A1_RIGHT_SECTOR_SLOT_01	s	SF0363	S	Nebenwert	right sector slot 01: bezeichnete Klasse oder Haus; Nebenwert; Quellaspekt	ASTRO_LOCAL_PRIMITIVE_MICROCODE	FULL
384	ASTRO	f67r2	A1:G003	f67r2.1	A1_RIGHT_SECTOR_SLOT_01	aram	SF0014	AR+AM	Quellaspekt	right sector slot 01: bezeichnete Klasse oder Haus; Nebenwert; Quellaspekt	ASTRO_LOCAL_AM_G_OS_ROOT	FULL
385	ASTRO	f67r2	A1:G004	f67r2.2	A1_RIGHT_SECTOR_SLOT_02	ykecho	SF0458	YK+HO	bezeichnete Klasse oder Haus + HO	right sector slot 02: bezeichnete Klasse oder Haus + HO; Fortsetzen; lange Tabellenstufe festhalten	ASTRO_LOCAL_TABLE_STEM	FULL
386	ASTRO	f67r2	A1:G005	f67r2.2	A1_RIGHT_SECTOR_SLOT_02	ols	SF0252	OL	Fortsetzen	right sector slot 02: bezeichnete Klasse oder Haus + HO; Fortsetzen; lange Tabellenstufe festhalten	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	FULL
387	ASTRO	f67r2	A1:G006	f67r2.2	A1_RIGHT_SECTOR_SLOT_02	eesydy	SF0135	EE+DY	lange Tabellenstufe festhalten	right sector slot 02: bezeichnete Klasse oder Haus + HO; Fortsetzen; lange Tabellenstufe festhalten	ASTRO_BOUND_EE_GRADE	FULL
388	ASTRO	f67r2	A1:G007	f67r2.3	A1_RIGHT_SECTOR_SLOT_03	ey	SF0138	SEL+Y	aktuelle Auswahl	right sector slot 03: aktuelle Auswahl; Nebenwert halten; Quelle aktivieren	ASTRO_LOCAL_PHASE_SELECTION_MICROCODE	FULL
389	ASTRO	f67r2	A1:G008	f67r2.3	A1_RIGHT_SECTOR_SLOT_03	shs	SF0399	SH+S	Nebenwert halten	right sector slot 03: aktuelle Auswahl; Nebenwert halten; Quelle aktivieren	CROSS_REGISTER_SH_HOLD_ROOT	FULL
390	ASTRO	f67r2	A1:G009	f67r2.3	A1_RIGHT_SECTOR_SLOT_03	okar	SF0211	OK+AR	Quelle aktivieren	right sector slot 03: aktuelle Auswahl; Nebenwert halten; Quelle aktivieren	ENRICHED_COMPONENT_READING	FULL
391	ASTRO	f67r2	A1:G010	f67r2.4	A1_RIGHT_SECTOR_SLOT_04	shekchy	SF0391	SH+KCH+Y	aktuellen Posten beim Bearbeiten halten	right sector slot 04: aktuellen Posten beim Bearbeiten halten; Klassenfeld	CROSS_REGISTER_SH_HOLD_ROOT	FULL
392	ASTRO	f67r2	A1:G011	f67r2.4	A1_RIGHT_SECTOR_SLOT_04	sykos	SF0420	YK+OS	Klassenfeld	right sector slot 04: aktuellen Posten beim Bearbeiten halten; Klassenfeld	ASTRO_LOCAL_AM_G_OS_ROOT	FULL
393	ASTRO	f67r2	A1:G012	f67r2.5	A1_RIGHT_SECTOR_SLOT_05	ykeody	SF0463	YK+E+OD+Y	diesen Klassenposten kurz markieren	right sector slot 05: diesen Klassenposten kurz markieren; diesen Diagrammposten setzen	ASTRO_OD_MARKED_ENTRY_MODIFIER	FULL
394	ASTRO	f67r2	A1:G013	f67r2.5	A1_RIGHT_SECTOR_SLOT_05	okchy	SF0218	KCH	diesen Diagrammposten setzen	right sector slot 05: diesen Klassenposten kurz markieren; diesen Diagrammposten setzen	EXACT_SHARED_SURFACE_READING	FULL
395	ASTRO	f67r2	A1:G014	f67r2.6	A1_RIGHT_SECTOR_SLOT_06	dchetay	SF0118	D+CH+T+A+Y	fester aktueller Hauptphasen-Zustand	right sector slot 06: fester aktueller Hauptphasen-Zustand	ASTRO_LOCAL_PHASE_SELECTION_MICROCODE	FULL
396	ASTRO	f67r2	A1:G015	f67r2.7	A1_RIGHT_SECTOR_SLOT_07	ykchy	SF0456	YK+KCH	bezeichnete Klasse oder Haus + KCH	right sector slot 07: bezeichnete Klasse oder Haus + KCH; diesen Diagrammplatz kurz bearbeiten; bezeichnete Klasse oder Haus + KCH	ASTRO_LOCAL_TABLE_STEM	FULL
397	ASTRO	f67r2	A1:G016	f67r2.7	A1_RIGHT_SECTOR_SLOT_07	kchey	SF0147	KCH	diesen Diagrammplatz kurz bearbeiten	right sector slot 07: bezeichnete Klasse oder Haus + KCH; diesen Diagrammplatz kurz bearbeiten; bezeichnete Klasse oder Haus + KCH	EXACT_SHARED_SURFACE_READING	FULL
398	ASTRO	f67r2	A1:G017	f67r2.7	A1_RIGHT_SECTOR_SLOT_07	ykchys	SF0457	YK+KCH	bezeichnete Klasse oder Haus + KCH	right sector slot 07: bezeichnete Klasse oder Haus + KCH; diesen Diagrammplatz kurz bearbeiten; bezeichnete Klasse oder Haus + KCH	ASTRO_LOCAL_TABLE_STEM	FULL
399	ASTRO	f67r2	A1:G018	f67r2.8	A1_RIGHT_SECTOR_SLOT_08	chkchdar	SF0060	KCH+AR	Bearbeiten + Quelle	right sector slot 08: Bearbeiten + Quelle	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	FULL
400	ASTRO	f67r2	A1:G019	f67r2.9	A1_RIGHT_SECTOR_SLOT_09	ykar	SF0452	YK+AR	bezeichnete Klasse oder Haus + AR	right sector slot 09: bezeichnete Klasse oder Haus + AR; bezeichnete Klasse oder Haus + AL	ASTRO_LOCAL_TABLE_STEM	FULL
401	ASTRO	f67r2	A1:G020	f67r2.9	A1_RIGHT_SECTOR_SLOT_09	ykaly	SF0450	YK+AL	bezeichnete Klasse oder Haus + AL	right sector slot 09: bezeichnete Klasse oder Haus + AR; bezeichnete Klasse oder Haus + AL	ASTRO_LOCAL_TABLE_STEM	FULL
402	ASTRO	f67r2	A1:G021	f67r2.10	A1_RIGHT_SECTOR_SLOT_10	lkshy	SF0164	SH+Y	aktuellen Posten halten	right sector slot 10: aktuellen Posten halten; diesen Diagrammplatz bearbeiten; Quelle aktivieren	CROSS_REGISTER_SH_HOLD_ROOT	FULL
403	ASTRO	f67r2	A1:G022	f67r2.10	A1_RIGHT_SECTOR_SLOT_10	kchy	SF0150	KCH	diesen Diagrammplatz bearbeiten	right sector slot 10: aktuellen Posten halten; diesen Diagrammplatz bearbeiten; Quelle aktivieren	EXACT_SHARED_SURFACE_READING	FULL
404	ASTRO	f67r2	A1:G023	f67r2.10	A1_RIGHT_SECTOR_SLOT_10	okar	SF0211	OK+AR	Quelle aktivieren	right sector slot 10: aktuellen Posten halten; diesen Diagrammplatz bearbeiten; Quelle aktivieren	ENRICHED_COMPONENT_READING	FULL
405	ASTRO	f67r2	A1:G024	f67r2.11	A1_RIGHT_SECTOR_SLOT_11	chky	SF0064	CH+K+Y	aktuellen Klassenzustand setzen	right sector slot 11: aktuellen Klassenzustand setzen; Diagrammplatz berechnen oder bearbeiten; dieser lokale Diagrammposten	ASTRO_LOCAL_INDEX_PAIR_CLASS_MICROCODE	FULL
406	ASTRO	f67r2	A1:G025	f67r2.11	A1_RIGHT_SECTOR_SLOT_11	chykchs	SF0093	KCH	Diagrammplatz berechnen oder bearbeiten	right sector slot 11: aktuellen Klassenzustand setzen; Diagrammplatz berechnen oder bearbeiten; dieser lokale Diagrammposten	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	FULL
407	ASTRO	f67r2	A1:G026	f67r2.11	A1_RIGHT_SECTOR_SLOT_11	chy	SF0091	NONE	dieser lokale Diagrammposten	right sector slot 11: aktuellen Klassenzustand setzen; Diagrammplatz berechnen oder bearbeiten; dieser lokale Diagrammposten	EXACT_SHARED_SURFACE_READING	FULL
408	ASTRO	f67r2	A1:G027	f67r2.12	A1_RIGHT_SECTOR_SLOT_12	ykees	SF0461	YK	bezeichnete Klasse oder Haus	right sector slot 12: bezeichnete Klasse oder Haus; bezeichnete Klasse oder Haus + KCH	ASTRO_LOCAL_TABLE_STEM	FULL
409	ASTRO	f67r2	A1:G028	f67r2.12	A1_RIGHT_SECTOR_SLOT_12	ykchos	SF0455	YK+KCH	bezeichnete Klasse oder Haus + KCH	right sector slot 12: bezeichnete Klasse oder Haus; bezeichnete Klasse oder Haus + KCH	ASTRO_LOCAL_TABLE_STEM	FULL
410	ASTRO	f67r2	A1:G029	f67r2.13	A1_RIGHT_RING_BAND_01	opodchol	SF0259	OP+OD+OL	markiertes Paarfeld fortsetzen	right ring band 01: markiertes Paarfeld fortsetzen; Nebenwert; gezaehlter Teil oder Unterabschnitt; Zielsektor, Zielstern oder Zielfeld	ASTRO_LOCAL_INDEX_PAIR_CLASS_MICROCODE	FULL
411	ASTRO	f67r2	A1:G030	f67r2.13	A1_RIGHT_RING_BAND_01	s	SF0363	S	Nebenwert	right ring band 01: markiertes Paarfeld fortsetzen; Nebenwert; gezaehlter Teil oder Unterabschnitt; Zielsektor, Zielstern oder Zielfeld	ASTRO_LOCAL_PRIMITIVE_MICROCODE	FULL
412	ASTRO	f67r2	A1:G031	f67r2.13	A1_RIGHT_RING_BAND_01	ain	SF0003	AIN	gezaehlter Teil oder Unterabschnitt	right ring band 01: markiertes Paarfeld fortsetzen; Nebenwert; gezaehlter Teil oder Unterabschnitt; Zielsektor, Zielstern oder Zielfeld	LOCAL_ASTRO_WORD	FULL
413	ASTRO	f67r2	A1:G032	f67r2.13	A1_RIGHT_RING_BAND_01	aldy	SF0009	AL	Zielsektor, Zielstern oder Zielfeld	right ring band 01: markiertes Paarfeld fortsetzen; Nebenwert; gezaehlter Teil oder Unterabschnitt; Zielsektor, Zielstern oder Zielfeld	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	FULL
414	ASTRO	f67r2	A1:G033	f67r2.14	A1_RIGHT_RING_BAND_02	soeey	SF0404	EE	lange Tabellenstufe	right ring band 02: lange Tabellenstufe; Tabellenstufe; fortsetzen und den Eintrag schliessen	ASTRO_BOUND_EE_GRADE	FULL
415	ASTRO	f67r2	A1:G034	f67r2.14	A1_RIGHT_RING_BAND_02	doiin	SF0125	IIN	Tabellenstufe	right ring band 02: lange Tabellenstufe; Tabellenstufe; fortsetzen und den Eintrag schliessen	ASTRO_REGISTERED_IIN_AIIN_ALLOGRAPH	FULL
416	ASTRO	f67r2	A1:G035	f67r2.14	A1_RIGHT_RING_BAND_02	oldy	SF0247	OL	fortsetzen und den Eintrag schliessen	right ring band 02: lange Tabellenstufe; Tabellenstufe; fortsetzen und den Eintrag schliessen	EXACT_SHARED_SURFACE_READING	FULL
417	ASTRO	f67r2	A1:G036	f67r2.15	A1_LEFT_LOCAL_FIELD_15	dolchsody	SF0129	OL	im selben Ring, Band oder Satz fortsetzen	left local field 15: im selben Ring, Band oder Satz fortsetzen	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	FULL
418	ASTRO	f67r2	A1:G037	f67r2.16	A1_LEFT_LOCAL_FIELD_16	odaeiin	SF0184	OD+IIN	Arbeits- oder Bedingungsstufe markieren	left local field 16: Arbeits- oder Bedingungsstufe markieren; Diagrammposten setzen oder aktivieren; gezaehlter Teil oder Unterabschnitt; dieser lokale Diagrammposten	ASTRO_OD_MARKED_ENTRY_MODIFIER	FULL
419	ASTRO	f67r2	A1:G038	f67r2.16	A1_LEFT_LOCAL_FIELD_16	okoes	SF0237	OK	Diagrammposten setzen oder aktivieren	left local field 16: Arbeits- oder Bedingungsstufe markieren; Diagrammposten setzen oder aktivieren; gezaehlter Teil oder Unterabschnitt; dieser lokale Diagrammposten	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	FULL
420	ASTRO	f67r2	A1:G039	f67r2.16	A1_LEFT_LOCAL_FIELD_16	oekain	SF0196	AIN	gezaehlter Teil oder Unterabschnitt	left local field 16: Arbeits- oder Bedingungsstufe markieren; Diagrammposten setzen oder aktivieren; gezaehlter Teil oder Unterabschnitt; dieser lokale Diagrammposten	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	FULL
421	ASTRO	f67r2	A1:G040	f67r2.16	A1_LEFT_LOCAL_FIELD_16	y	SF0435	NONE	dieser lokale Diagrammposten	left local field 16: Arbeits- oder Bedingungsstufe markieren; Diagrammposten setzen oder aktivieren; gezaehlter Teil oder Unterabschnitt; dieser lokale Diagrammposten	EXACT_SHARED_SURFACE_READING	FULL
422	ASTRO	f67r2	A1:G041	f67r2.17	A1_LEFT_LOCAL_FIELD_17	otchey	SF0276	OT	naechster Diagrammposten	left local field 17: naechster Diagrammposten; Bedingungs-, Tabellen- oder Wahlansatz; dieser lokale Diagrammposten	EXACT_SHARED_SURFACE_READING	FULL
423	ASTRO	f67r2	A1:G042	f67r2.17	A1_LEFT_LOCAL_FIELD_17	soraiir	SF0413	OR	Bedingungs-, Tabellen- oder Wahlansatz	left local field 17: naechster Diagrammposten; Bedingungs-, Tabellen- oder Wahlansatz; dieser lokale Diagrammposten	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	FULL
424	ASTRO	f67r2	A1:G043	f67r2.17	A1_LEFT_LOCAL_FIELD_17	dy	SF0133	NONE	dieser lokale Diagrammposten	left local field 17: naechster Diagrammposten; Bedingungs-, Tabellen- oder Wahlansatz; dieser lokale Diagrammposten	EXACT_SHARED_SURFACE_READING	FULL
425	ASTRO	f67r2	A1:G044	f67r2.18	A1_LEFT_LOCAL_FIELD_18	qopchy	SF0344	OP+CH+Y	aktueller Zustand des Paarfelds	left local field 18: aktueller Zustand des Paarfelds; Sollwert; Ziel	ASTRO_LOCAL_INDEX_PAIR_CLASS_MICROCODE	FULL
426	ASTRO	f67r2	A1:G045	f67r2.18	A1_LEFT_LOCAL_FIELD_18	daiin	SF0105	AIIN	Sollwert	left local field 18: aktueller Zustand des Paarfelds; Sollwert; Ziel	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	FULL
427	ASTRO	f67r2	A1:G046	f67r2.18	A1_LEFT_LOCAL_FIELD_18	dal	SF0109	AL	Ziel	left local field 18: aktueller Zustand des Paarfelds; Sollwert; Ziel	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	FULL
428	ASTRO	f67r2	A1:G047	f67r2.19	A1_LEFT_LOCAL_FIELD_19	ydchos	SF0441	YD+HO	Eingangsposten der aktiven Zeile	left local field 19: Eingangsposten der aktiven Zeile; gezaehlter Teil oder Unterabschnitt; Ausgangssektor, Ursprung oder Bezugswert; aktueller Aspekt	ASTRO_LOCAL_YD_ACTIVE_ROW	FULL
429	ASTRO	f67r2	A1:G048	f67r2.19	A1_LEFT_LOCAL_FIELD_19	ain	SF0003	AIN	gezaehlter Teil oder Unterabschnitt	left local field 19: Eingangsposten der aktiven Zeile; gezaehlter Teil oder Unterabschnitt; Ausgangssektor, Ursprung oder Bezugswert; aktueller Aspekt	LOCAL_ASTRO_WORD	FULL
430	ASTRO	f67r2	A1:G049	f67r2.19	A1_LEFT_LOCAL_FIELD_19	ar	SF0013	AR	Ausgangssektor, Ursprung oder Bezugswert	left local field 19: Eingangsposten der aktiven Zeile; gezaehlter Teil oder Unterabschnitt; Ausgangssektor, Ursprung oder Bezugswert; aktueller Aspekt	LOCAL_ASTRO_WORD	FULL
431	ASTRO	f67r2	A1:G050	f67r2.19	A1_LEFT_LOCAL_FIELD_19	amy	SF0012	AM+Y	aktueller Aspekt	left local field 19: Eingangsposten der aktiven Zeile; gezaehlter Teil oder Unterabschnitt; Ausgangssektor, Ursprung oder Bezugswert; aktueller Aspekt	ASTRO_LOCAL_AM_G_OS_ROOT	FULL
432	ASTRO	f67r2	A1:G051	f67r2.20	A1_LEFT_LOCAL_FIELD_20	chocfhy	SF0068	HO	Himmelsobjekt oder Eingangsbedingung	left local field 20: Himmelsobjekt oder Eingangsbedingung; von Quelle zum Ziel	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	FULL
433	ASTRO	f67r2	A1:G052	f67r2.20	A1_LEFT_LOCAL_FIELD_20	saral	SF0371	AR+AL	von Quelle zum Ziel	left local field 20: Himmelsobjekt oder Eingangsbedingung; von Quelle zum Ziel	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	FULL
434	ASTRO	f67r2	A1:G053	f67r2.21	A1_LEFT_LOCAL_FIELD_21	sain	SF0366	AIN	Portion	left local field 21: Portion; ASPEKT; Ausgangssektor, Ursprung oder Bezugswert	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	FULL
435	ASTRO	f67r2	A1:G054	f67r2.21	A1_LEFT_LOCAL_FIELD_21	am	SF0011	AM	ASPEKT	left local field 21: Portion; ASPEKT; Ausgangssektor, Ursprung oder Bezugswert	ASTRO_LOCAL_AM_G_OS_ROOT	FULL
436	ASTRO	f67r2	A1:G055	f67r2.21	A1_LEFT_LOCAL_FIELD_21	ar	SF0013	AR	Ausgangssektor, Ursprung oder Bezugswert	left local field 21: Portion; ASPEKT; Ausgangssektor, Ursprung oder Bezugswert	LOCAL_ASTRO_WORD	FULL
437	ASTRO	f67r2	A1:G056	f67r2.22	A1_LEFT_LOCAL_FIELD_22	okal	SF0210	OK+AL	am Zielplatz setzen	left local field 22: am Zielplatz setzen	EXACT_SHARED_SURFACE_READING	FULL
438	ASTRO	f67r2	A1:G057	f67r2.23	A1_LEFT_LOCAL_FIELD_23	oparchy	SF0256	OP+AR	Quelle des Paarfelds	left local field 23: Quelle des Paarfelds; Ziel + Portion	ASTRO_LOCAL_INDEX_PAIR_CLASS_MICROCODE	FULL
439	ASTRO	f67r2	A1:G058	f67r2.23	A1_LEFT_LOCAL_FIELD_23	salsain	SF0369	AL+AIN	Ziel + Portion	left local field 23: Quelle des Paarfelds; Ziel + Portion	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	FULL
440	ASTRO	f67r2	A1:G059	f67r2.24	A1_LEFT_LOCAL_FIELD_24	sodar	SF0402	AR	Ausgangssektor, Ursprung oder Bezugswert	left local field 24: Ausgangssektor, Ursprung oder Bezugswert; Ausgangssektor, Ursprung oder Bezugswert; Ausgangssektor, Ursprung oder Bezugswert	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	FULL
441	ASTRO	f67r2	A1:G060	f67r2.24	A1_LEFT_LOCAL_FIELD_24	ofar	SF0199	AR	Ausgangssektor, Ursprung oder Bezugswert	left local field 24: Ausgangssektor, Ursprung oder Bezugswert; Ausgangssektor, Ursprung oder Bezugswert; Ausgangssektor, Ursprung oder Bezugswert	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	FULL
442	ASTRO	f67r2	A1:G061	f67r2.24	A1_LEFT_LOCAL_FIELD_24	ar	SF0013	AR	Ausgangssektor, Ursprung oder Bezugswert	left local field 24: Ausgangssektor, Ursprung oder Bezugswert; Ausgangssektor, Ursprung oder Bezugswert; Ausgangssektor, Ursprung oder Bezugswert	LOCAL_ASTRO_WORD	FULL
443	ASTRO	f67r2	A1:G062	f67r2.25	A1_LEFT_LOCAL_FIELD_25	ydam	SF0440	YD+AM	Aspekt der aktiven Zeile	left local field 25: Aspekt der aktiven Zeile	ASTRO_LOCAL_YD_ACTIVE_ROW	FULL
444	ASTRO	f67r2	A1:G063	f67r2.26	A1_LEFT_LOCAL_FIELD_26	yteoor	SF0476	YT+OR	bezeichneter Platz oder Phase + OR	left local field 26: bezeichneter Platz oder Phase + OR; bezeichneter Platz oder Phase; bezeichnete Klasse oder Haus + OR	ASTRO_LOCAL_TABLE_STEM	FULL
445	ASTRO	f67r2	A1:G064	f67r2.26	A1_LEFT_LOCAL_FIELD_26	yto	SF0479	YT	bezeichneter Platz oder Phase	left local field 26: bezeichneter Platz oder Phase + OR; bezeichneter Platz oder Phase; bezeichnete Klasse oder Haus + OR	ASTRO_LOCAL_TABLE_STEM	FULL
446	ASTRO	f67r2	A1:G065	f67r2.26	A1_LEFT_LOCAL_FIELD_26	ykor	SF0467	YK+OR	bezeichnete Klasse oder Haus + OR	left local field 26: bezeichneter Platz oder Phase + OR; bezeichneter Platz oder Phase; bezeichnete Klasse oder Haus + OR	ASTRO_LOCAL_TABLE_STEM	FULL
447	ASTRO	f67r2	A1:G066	f67r2.27	A1_LEFT_LOCAL_FIELD_27	okeo	SF0227	OK	Diagrammposten setzen oder aktivieren	left local field 27: Diagrammposten setzen oder aktivieren; Bezugswert; Sollwert oder Grad des bezeichneten Himmelsplatzes; ASPEKT	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	FULL
448	ASTRO	f67r2	A1:G067	f67r2.27	A1_LEFT_LOCAL_FIELD_27	r	SF0356	R	Bezugswert	left local field 27: Diagrammposten setzen oder aktivieren; Bezugswert; Sollwert oder Grad des bezeichneten Himmelsplatzes; ASPEKT	ASTRO_LOCAL_PRIMITIVE_MICROCODE	FULL
449	ASTRO	f67r2	A1:G068	f67r2.27	A1_LEFT_LOCAL_FIELD_27	aiin	SF0002	AIIN	Sollwert oder Grad des bezeichneten Himmelsplatzes	left local field 27: Diagrammposten setzen oder aktivieren; Bezugswert; Sollwert oder Grad des bezeichneten Himmelsplatzes; ASPEKT	EXACT_SHARED_SURFACE_READING	FULL
450	ASTRO	f67r2	A1:G069	f67r2.27	A1_LEFT_LOCAL_FIELD_27	am	SF0011	AM	ASPEKT	left local field 27: Diagrammposten setzen oder aktivieren; Bezugswert; Sollwert oder Grad des bezeichneten Himmelsplatzes; ASPEKT	ASTRO_LOCAL_AM_G_OS_ROOT	FULL
451	ASTRO	f67r2	A1:G070	f67r2.28	A1_LEFT_LOCAL_FIELD_28	okain	SF0208	OK+AIN	einen gezaehlten Teilwert zugeben	left local field 28: einen gezaehlten Teilwert zugeben; ASPEKT	EXACT_SHARED_SURFACE_READING	FULL
452	ASTRO	f67r2	A1:G071	f67r2.28	A1_LEFT_LOCAL_FIELD_28	am	SF0011	AM	ASPEKT	left local field 28: einen gezaehlten Teilwert zugeben; ASPEKT	ASTRO_LOCAL_AM_G_OS_ROOT	FULL
453	ASTRO	f67r2	A1:G072	f67r2.29	A1_LEFT_LOCAL_FIELD_29	ytody	SF0482	YT+OD+Y	diesen Platz eintragen	left local field 29: diesen Platz eintragen; Sollwert	ASTRO_OD_MARKED_ENTRY_MODIFIER	FULL
454	ASTRO	f67r2	A1:G073	f67r2.29	A1_LEFT_LOCAL_FIELD_29	saiin	SF0364	AIIN	Sollwert	left local field 29: diesen Platz eintragen; Sollwert	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	FULL
455	ASTRO	f67r2	A1:G074	f67r2.30	A1_LEFT_LOCAL_FIELD_30	ochol	SF0176	HO	im selben Ring, Band oder Satz fortsetzen	left local field 30: im selben Ring, Band oder Satz fortsetzen; im selben Ring, Band oder Satz fortsetzen + im selben Ring, Band oder Satz fortsetzen	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	FULL
456	ASTRO	f67r2	A1:G075	f67r2.30	A1_LEFT_LOCAL_FIELD_30	olol	SF0250	OL+OL	im selben Ring, Band oder Satz fortsetzen + im selben Ring, Band oder Satz fortsetzen	left local field 30: im selben Ring, Band oder Satz fortsetzen; im selben Ring, Band oder Satz fortsetzen + im selben Ring, Band oder Satz fortsetzen	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	FULL
457	ASTRO	f67r2	A1:G076	f67r2.31	A1_LEFT_LOCAL_FIELD_31	opcholdy	SF0258	OP+OL+DY	Paarfeld fortsetzen und festhalten	left local field 31: Paarfeld fortsetzen und festhalten	ASTRO_LOCAL_INDEX_PAIR_CLASS_MICROCODE	FULL
458	ASTRO	f67r2	A1:G077	f67r2.32	A1_LEFT_LOCAL_FIELD_32	dosar	SF0130	AR	Ausgangssektor, Ursprung oder Bezugswert	left local field 32: Ausgangssektor, Ursprung oder Bezugswert; Nebenwert markieren; Himmels-, Ring- oder Zeigerlauf; Ziel-Sollwert	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	FULL
459	ASTRO	f67r2	A1:G078	f67r2.32	A1_LEFT_LOCAL_FIELD_32	odas	SF0189	OD	Nebenwert markieren	left local field 32: Ausgangssektor, Ursprung oder Bezugswert; Nebenwert markieren; Himmels-, Ring- oder Zeigerlauf; Ziel-Sollwert	ASTRO_OD_MARKED_ENTRY_MODIFIER	FULL
460	ASTRO	f67r2	A1:G079	f67r2.32	A1_LEFT_LOCAL_FIELD_32	air	SF0004	AIR	Himmels-, Ring- oder Zeigerlauf	left local field 32: Ausgangssektor, Ursprung oder Bezugswert; Nebenwert markieren; Himmels-, Ring- oder Zeigerlauf; Ziel-Sollwert	LOCAL_ASTRO_WORD	FULL
461	ASTRO	f67r2	A1:G080	f67r2.32	A1_LEFT_LOCAL_FIELD_32	alaiin	SF0007	AL+AIIN	Ziel-Sollwert	left local field 32: Ausgangssektor, Ursprung oder Bezugswert; Nebenwert markieren; Himmels-, Ring- oder Zeigerlauf; Ziel-Sollwert	ENRICHED_COMPONENT_READING	FULL
